,URC.V,URC.V,URC.V,URC.V,URC.V,"CCO Holdings, LLC/ CCO Holdings Capital Corp. 4.5%",Ford Motor Company 9.63%,CHK,"CCO Holdings, LLC/ CCO Holdings Capital Corp. 4.25%",Us Dollars,HCA Inc. 5.38%,Calpine Corporation 5.13%,Taylor Morrison Communities Inc 5.13%,Bausch Health Companies Inc 6.25%,Vistra Operations Co LLC 5.63%,"1011778 B.C. Unlimited Liability Company / New Red Finance, Inc. 4%",Tenet Healthcare Corporation 6.13%,Verscend Escrow Corp 9.75%,Banff Merger Sub Inc 9.75%,Bausch Health Companies Inc 5.25%,Wynn Macau Ltd 5.63%,"Beazer Homes USA, Inc. 7.25%",Davita Inc 3.75%,Digicel Limited 6.75%,"Scientific Games International, Inc. 8.63%",Digicel Holdings Bermuda Ltd / Digicel International Finance Ltd 13%,Ford Motor Company 9%,Bombardier Inc. 7.5%,"United Rentals, Inc. 3.88%",Tenet Healthcare Corporation 4.25%,URC.V,"LifePoint Health, Inc 9.75%",Hilton Domestic Operating Co Inc. 3.63%,Diamond Sports Group LLC / Diamond Sports Finance Co 6.63%,OneMain Financial Corporation 6.88%,The Boeing Company 5.81%,Sally Holdings LLC 8.75%,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC 3.5%,"CSC Holdings, LLC 4.63%",Terrier Media Buyer Inc 8.88%,"T-Mobile US, Inc. 7.63%",Digicel Group 0.5 Limited 10%,Caesars Resort Collection LLC/CRC Finco Inc 5.25%,Occidental Petroleum Corporation 6.13%,OneMain Financial Corporation 7.13%,The Dun & Bradstreet Corporation 6.88%,Cheniere Energy Inc 4.63%,Brookfield Residential Properties Inc. 6.25%,XOG,Diversified Healthcare Trust 9.75%,The Boeing Company 5.93%,MGM Growth Properties Operating Partnership LP/ MGP Escrow Co Issuer Inc. 5,MGM Resorts International 6.75%,Ford Motor Company 4.75%,Century Communities Inc 6.75%,CommScope Holdings Co Inc 6%,Bombardier Inc. 7.5%,Ascent Resources Utica Holdings LLC / ARU Finance Corp 7%,Digicel Holdings Bermuda Ltd / Digicel International Finance Ltd 8.75%,"Penn National Gaming, Inc. 5.63%",URC.V,Pilgrims Pride Corporation 5.88%,CPN 5 02/01/31 144A,"Amerigas Partners, L.P./Amerigas Finance Corp. 5.5%",Endeavor Energy Resources LP and EER Finance Inc. 5.75%,Bally's Corporation 6.75%,MGM Resorts International 4.75%,PGIM Institutional Money Market,"B&G Foods, Inc. 5.25%",Nationstar Mortgage LLC 6%,Ashton Woods (USA) LLC/Ashton Woods Finance Co. 6.75%,The Scotts Miracle-Gro Company 4%,PG&E Corporation 5.25%,Allied Universal Holdco LLC / Allied Universal Finance Corporation 9.75%,"Hunt Companies, Inc. 5.25%",Park River Holdings Inc 5.63%,Univision Commmunications Inc. 6.63%,URC.V,Lumen Technologies Inc 7.65%,International Game Technology PLC 5.25%,"NRG Energy, Inc. 5.25%",Five Point Operating Company LP Five Point Capital Corp 7.88%,SRM Escrow Issuer Llc 6%,EG Global Finance PLC 8.5%,ARD Finance S.A. 6.5%,First Quantum Minerals Ltd. 6.88%,Altice France S.A 7.38%,First Quantum Minerals Ltd. 7.5%,Vici Properties Inc 4.13%,Bausch Health Companies Inc 8.5%,The Chemours Company LLC 7%,Organon & Co 5.13%,Adient Global Holdings Ltd 4.88%,Hilcorp Energy I L.P/Hilcorp Finance Co 5.75%,Motion Bondco Designated Activity Company 6.63%,Venator Fin S A R L/Venator Matls LLC 5.75%,Allied Universal Holdco LLC / Allied Universal Finance Corporation 6%,Post Holdings Inc. 4.63%,Caesars Entertainment Inc New 6.25%,"CSC Holdings, LLC 4.13%",Atlas Luxco 4 S A R L / Allied Universal Holdco Llc / Allied Universal Fina,Black Knight InfoServ LLC 3.63%,"Amerigas Partners, L.P./Amerigas Finance Corp. 5.88%",URC.V,Metis Merger Subordinated Llc 6.5%,"H&E Equipment Services, Inc. 3.88%",URC.V,Ford Motor Company 5.29%,Rockies Express Pipeline LLC 7.5%,Gray Escrow Inc 7%,Calpine Corporation 4.5%,"CSC Holdings, LLC 3.38%",CNX Resources Corporation 7.25%,"NRG Energy, Inc. 5.75%",Pm General Purchaser Llc 9.5%,Occidental Petroleum Corporation 8.88%,"M/I Homes, Inc. 4.95%","TransDigm, Inc. 5.5%",AMN Healthcare Allied Inc 4.63%,Pilgrims Pride Corporation 4.25%,"Brinker International, Inc. 3.88%",Shea Homes Limited Partnership 4.75%,URC.V,Mattamy Group Corp 4.63%,Bausch Health Companies Inc 4.88%,Zayo Group Holdings Inc 6.13%,PG&E Corporation 5%,HudBay Minerals Inc 4.5%,JBS USA Lux S A & JBS USA Finance Inc 6.75%,TPC Group Inc 10.5%,URC.V,Dana Incorporated 5.63%,"Intelsat Jackson Holdings, Ltd.",Ferrellgas Partners LP Unit - Class B,DISH DBS Corporation 7.75%,Jbs Usa Lux SA/Jbs Usa Food Company/Jbs Usa Finance Inc 6.5%,Range Resources Corp. 9.25%,Amsted Industries Incorporated 4.63%,"Wesco Distribution, Inc. 7.13%",Prime Healthcare Services Inc 7.25%,Peninsula Pac Entmt Llc & Peninsula Pac Entmt Fin Llc 8.5%,Boxer Parent Company Inc 7.13%,MEGCN 7.125 02/01/27 144A,Park Intermediate Holdings LLC / PK Domestic Property LLC / PK Finance Co-I,"Mednax, Inc. 6.25%","CCO Holdings, LLC/ CCO Holdings Capital Corp. 4.75%","Summit Materials, LLC/Summit Materials Finance Corp. 6.5%","New Gold, Inc. 7.5%","American Airlines, Inc. 11.75%",United States Steel Corporation 6.88%,Cloud Crane LLC 10.13%,Tenneco Inc. 5.13%,Sunoco LP / Sunoco Finance Corp 4.5%,Tronox Incorporated 4.63%,By Crown Parent Llc / By Bond Finance Incorporated 4.25%,Vistra Operations Co LLC 4.38%,The Boeing Company 5.15%,Allison Transmission Inc. 3.75%,"Axalta Coating Systems, LLC 3.38%",Bombardier Inc. 7.88%,Lumen Technologies Inc 7.6%,SBA Communications Corporation 3.13%,Tenet Healthcare Corporation 4.88%,Standard Industries Inc. 3.38%,Tenet Healthcare Corporation 6.88%,Park Intermediate Holdings LLC / PK Domestic Property LLC / PK Finance Co-I,Bausch Health Companies Inc 5.25%,Antero Resources Corporation 7.63%,"Nabors Industries, Inc. 5.75%",URC.V,"U.S. Concrete, Inc. 5.13%","CCO Holdings, LLC/ CCO Holdings Capital Corp. 5.38%",Targa Resources Partners LP/Targa Resources Finance Corporation 4.88%,"Ford Holdings, Inc. 9.3%","United Air Lines, Inc. 4.38%",AAdvantage Loyalty IP Ltd/ American Airlines Inc 5.75%,"Spectrum Brands, Inc. 5.5%",Hexion Inc 7.88%,Cornerstone Building Brands Inc 6.13%,"Scientific Games International, Inc. 8.25%","Comstock Resources, Inc. 6.75%",Spirit AeroSystems Inc 7.5%,Golden Entertainment Inc 7.63%,"Wolverine World Wide, Inc. 6.38%",Griffon Corp 5.75%,"United Rentals (North America), Inc. 4.88%",Suburban Propane Partners LP / Suburban Energy Finance Corporation 5.88%,Antero Midstream Partners LP / Antero Midstream Finance Corp 5.75%,Stl Holding Company Llc 7.5%,Standard Industries Inc. 4.75%,URC.V,"Jacobs Entertainment, Inc. 7.88%",URC.V,Radiate Holdco LLC/Radiate Finance Inc 4.5%,Greystar Real Estate Partners LLC 5.75%,Antero Resources Corporation 5.38%,Adapthealth Llc 6.13%,Big River Steel LLC / BRS Finance Corp 6.63%,"Citgo Holding, Inc 9.25%",Vector Group Ltd 5.75%,SUM
07/09/2021,5.5,3.69,3.57,2.76,2.2,1.15,1.04,0.9,0.82,0.8,0.75,0.74,0.73,0.68,0.65,0.64,0.63,0.63,0.62,0.62,0.58,0.58,0.57,0.53,0.53,0.52,0.51,0.5,0.5,0.49,0.49,0.49,0.48,0.47,0.47,0.47,0.46,0.45,0.45,0.44,0.43,0.43,0.42,0.41,0.41,0.41,0.4,0.4,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.35,0.34,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,80.99000000000001
