,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,TSLA,NVDA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,INTC,CSCO,CRM,PFE,KO,T,ABT,PEP,ABBV,TMO,CVX,WMT,LLY,NKE,MRK,ACN,AVGO,WFC,DHR,TXN,COST,MCD,MDT,QCOM,HON,UPS,PM,BMY,UNP,NEE,ORCL,C,AMGN,LOW,SBUX,RTX,BA,BLK,INTU,AMAT,AMT,IBM,MS,GS,TGT,CAT,AMD,MMM,GE,ISRG,NOW,SCHW,AXP,CVS,SPGI,DE,SQ,CHTR,ANTM,LMT,FIS,PLD,MU,BKNG,ZTS,SYK,LRCX,MDLZ,TMUS,MO,CCI,GILD,ZM,ADP,COP,UBER,TJX,MRNA,CI,GM,PNC,DUK,USB,BDX,CB,FDX,MMC,ATVI,TFC,EQIX,CSX,CME,EL,ITW,COF,ILMN,BX,ICE,EW,SHW,CL,NSC,SO,ADSK,FISV,TWLO,APD,WM,MCO,ETN,D,BSX,ADI,HUM,REGN,PGR,EMR,F,GPN,HCA,NXPI,NOC,NEM,BIIB,VRTX,DG,ECL,AON,FCX,ROP,XTSLA,JCI,EOG,KLAC,ALGN,LHX,WDAY,ROST,KMB,DOW,PSA,EBAY,GD,EXC,MET,SLB,DLR,AEP,CNC,SRE,BK,ALL,DD,AIG,BAX,EA,TRV,MAR,STZ,SYY,GIS,CTSH,KMI,TEAM,WBA,MNST,SNOW,DELL,KHC,KDP,LVS,USD,VMW,SCCO,JPFFT,GE.,ESU1,ESZ1,KD WI,RIVN,n/a,KD,SUM
09/13/2021,7.66,7.1,4.79,2.87,2.74,2.6,1.66,1.86,1.68,1.52,1.4,1.22,1.24,1.07,1.13,1.11,0.98,1.07,0.98,1.0,0.86,0.73,0.82,0.72,0.69,0.79,0.76,0.82,0.69,0.62,0.71,0.68,0.6,0.71,0.59,0.67,0.65,0.64,0.59,0.69,0.63,0.58,0.66,0.55,0.65,0.56,0.57,0.51,0.49,0.43,0.51,0.45,0.44,0.53,0.49,0.46,0.39,0.46,0.44,0.4,0.36,0.42,0.46,0.39,0.42,0.39,0.46,0.42,0.39,0.36,0.41,0.34,0.35,0.4,0.41,0.36,0.33,0.36,0.34,0.33,0.31,0.33,0.29,0.27,0.25,0.31,0.26,0.3,0.31,0.31,0.27,0.27,0.25,0.3,0.26,0.28,0.2,0.27,0.24,0.21,0.27,0.49,0.23,0.21,0.26,0.25,0.24,0.24,0.26,0.2,0.26,0.19,0.24,0.24,0.22,0.22,0.24,0.22,0.22,0.21,0.28,0.21,0.24,0.23,0.2,0.2,0.22,0.2,0.22,0.18,0.19,0.21,0.2,0.2,0.2,0.2,0.29,0.17,0.2,0.17,0.19,0.16,0.16,0.21,0.18,0.17,0.15,0.14,0.15,0.17,0.18,0.21,0.16,0.16,0.1,0.17,0.12,0.17,0.18,0.15,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.14,0.12,0.14,0.14,0.11,0.13,0.13,0.12,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.12,0.11,0.13,0.1,0.16,0.11,0.11,0.12,0.08,0.08,0.08,0.05,0.11,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05999999999996
09/14/2021,7.47,7.12,4.81,2.89,2.71,2.57,1.66,1.82,1.72,1.51,1.41,1.22,1.21,1.07,1.14,1.12,0.97,1.07,0.97,1.01,0.86,0.73,0.83,0.72,0.7,0.78,0.76,0.81,0.69,0.62,0.72,0.69,0.6,0.72,0.59,0.67,0.65,0.65,0.59,0.7,0.64,0.59,0.67,0.56,0.66,0.57,0.56,0.51,0.49,0.45,0.51,0.45,0.44,0.53,0.5,0.46,0.39,0.47,0.45,0.4,0.36,0.42,0.46,0.4,0.42,0.39,0.46,0.42,0.39,0.36,0.41,0.34,0.35,0.39,0.41,0.36,0.33,0.35,0.35,0.33,0.31,0.33,0.28,0.27,0.24,0.31,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.3,0.26,0.28,0.21,0.27,0.24,0.21,0.26,0.49,0.22,0.22,0.26,0.25,0.24,0.24,0.26,0.2,0.26,0.2,0.24,0.24,0.22,0.22,0.25,0.22,0.22,0.21,0.28,0.21,0.24,0.23,0.21,0.2,0.22,0.2,0.21,0.18,0.19,0.21,0.2,0.2,0.2,0.2,0.29,0.17,0.21,0.17,0.19,0.16,0.16,0.21,0.19,0.17,0.15,0.14,0.16,0.17,0.18,0.21,0.17,0.16,0.16,0.17,0.12,0.17,0.18,0.15,0.16,0.13,0.15,0.14,0.16,0.16,0.16,0.16,0.14,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.1,0.16,0.11,0.11,0.12,0.08,0.08,0.08,0.04,0.06,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/15/2021,7.47,7.12,4.81,2.89,2.71,2.57,1.66,1.82,1.72,1.51,1.41,1.22,1.21,1.07,1.14,1.12,0.97,1.07,0.97,1.01,0.86,0.73,0.83,0.72,0.7,0.78,0.76,0.81,0.69,0.62,0.72,0.69,0.6,0.72,0.59,0.67,0.65,0.65,0.59,0.7,0.64,0.59,0.67,0.56,0.66,0.57,0.56,0.51,0.49,0.45,0.51,0.45,0.44,0.53,0.5,0.46,0.39,0.47,0.45,0.4,0.36,0.42,0.46,0.4,0.42,0.39,0.46,0.42,0.39,0.36,0.41,0.34,0.35,0.39,0.41,0.36,0.33,0.35,0.35,0.33,0.31,0.33,0.28,0.27,0.24,0.31,0.26,0.3,0.31,0.3,0.27,0.27,0.25,0.3,0.26,0.28,0.21,0.27,0.24,0.21,0.26,0.49,0.22,0.22,0.26,0.25,0.24,0.24,0.26,0.2,0.26,0.2,0.24,0.24,0.22,0.22,0.25,0.22,0.22,0.21,0.28,0.21,0.24,0.23,0.21,0.2,0.22,0.2,0.21,0.18,0.19,0.21,0.2,0.2,0.2,0.2,0.29,0.17,0.21,0.17,0.19,0.16,0.16,0.21,0.19,0.17,0.15,0.14,0.16,0.17,0.18,0.21,0.17,0.16,0.16,0.17,0.12,0.17,0.18,0.15,0.16,0.13,0.15,0.14,0.16,0.16,0.16,0.16,0.14,0.12,0.14,0.14,0.11,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.1,0.16,0.11,0.11,0.12,0.08,0.08,0.08,0.04,0.06,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
09/16/2021,7.48,7.13,4.78,2.87,2.73,2.59,1.67,1.84,1.69,1.53,1.39,1.21,1.24,1.05,1.15,1.13,0.97,1.07,0.98,0.98,0.87,0.75,0.81,0.72,0.71,0.78,0.75,0.79,0.69,0.63,0.7,0.69,0.61,0.7,0.6,0.66,0.64,0.63,0.59,0.69,0.64,0.6,0.65,0.57,0.65,0.57,0.56,0.52,0.49,0.45,0.51,0.45,0.44,0.53,0.49,0.46,0.4,0.47,0.45,0.4,0.37,0.42,0.45,0.41,0.42,0.39,0.46,0.43,0.38,0.36,0.4,0.34,0.36,0.39,0.4,0.36,0.33,0.35,0.34,0.32,0.31,0.33,0.29,0.27,0.25,0.31,0.27,0.3,0.31,0.3,0.28,0.27,0.24,0.3,0.26,0.28,0.2,0.27,0.25,0.21,0.26,0.45,0.23,0.22,0.26,0.25,0.24,0.24,0.26,0.2,0.26,0.19,0.24,0.24,0.22,0.22,0.24,0.22,0.23,0.21,0.28,0.21,0.23,0.23,0.21,0.2,0.22,0.2,0.21,0.17,0.19,0.21,0.2,0.2,0.2,0.2,0.3,0.17,0.2,0.17,0.19,0.16,0.15,0.21,0.19,0.17,0.15,0.14,0.16,0.17,0.18,0.21,0.16,0.16,0.16,0.17,0.13,0.17,0.18,0.15,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.15,0.13,0.14,0.14,0.12,0.13,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.1,0.16,0.11,0.11,0.12,0.09,0.08,0.08,0.05,0.06,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,7.45,7.24,4.8,2.89,2.75,2.61,1.67,1.85,1.71,1.51,1.39,1.21,1.24,1.06,1.15,1.14,0.97,1.06,0.96,0.99,0.81,0.74,0.8,0.72,0.71,0.78,0.75,0.8,0.69,0.63,0.71,0.69,0.6,0.71,0.6,0.66,0.63,0.63,0.58,0.7,0.64,0.61,0.66,0.58,0.65,0.58,0.56,0.51,0.49,0.44,0.51,0.44,0.43,0.53,0.48,0.45,0.4,0.47,0.45,0.4,0.36,0.41,0.46,0.41,0.43,0.39,0.45,0.43,0.39,0.35,0.41,0.34,0.35,0.39,0.41,0.35,0.33,0.35,0.35,0.32,0.31,0.32,0.29,0.27,0.24,0.31,0.26,0.31,0.31,0.31,0.27,0.27,0.24,0.29,0.26,0.28,0.19,0.27,0.25,0.2,0.27,0.46,0.22,0.22,0.26,0.25,0.24,0.24,0.26,0.2,0.26,0.19,0.23,0.24,0.22,0.22,0.24,0.22,0.22,0.21,0.28,0.21,0.24,0.23,0.21,0.2,0.22,0.2,0.21,0.17,0.19,0.21,0.2,0.2,0.2,0.2,0.3,0.17,0.21,0.17,0.19,0.16,0.15,0.21,0.19,0.17,0.15,0.14,0.16,0.17,0.18,0.21,0.16,0.16,0.16,0.17,0.13,0.17,0.18,0.15,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.14,0.12,0.14,0.14,0.11,0.14,0.13,0.13,0.12,0.15,0.13,0.13,0.13,0.12,0.11,0.12,0.12,0.13,0.1,0.17,0.11,0.11,0.12,0.09,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/20/2021,7.43,7.32,4.82,2.84,2.75,2.61,1.66,1.87,1.69,1.51,1.39,1.21,1.25,1.06,1.15,1.12,0.96,1.06,0.97,1.01,0.83,0.75,0.81,0.72,0.71,0.77,0.77,0.79,0.68,0.63,0.71,0.68,0.61,0.7,0.6,0.66,0.62,0.62,0.58,0.69,0.65,0.61,0.65,0.58,0.65,0.58,0.56,0.5,0.49,0.44,0.51,0.43,0.43,0.52,0.48,0.46,0.4,0.48,0.43,0.4,0.36,0.4,0.46,0.42,0.43,0.39,0.45,0.42,0.39,0.35,0.41,0.34,0.35,0.39,0.41,0.35,0.34,0.36,0.35,0.32,0.32,0.32,0.29,0.27,0.25,0.31,0.27,0.31,0.31,0.31,0.28,0.27,0.24,0.29,0.26,0.28,0.19,0.27,0.25,0.2,0.27,0.47,0.22,0.23,0.26,0.25,0.24,0.24,0.26,0.2,0.26,0.19,0.24,0.24,0.22,0.21,0.23,0.22,0.23,0.21,0.29,0.21,0.24,0.23,0.2,0.2,0.22,0.2,0.21,0.18,0.19,0.21,0.2,0.2,0.19,0.2,0.3,0.16,0.21,0.17,0.19,0.17,0.15,0.22,0.19,0.17,0.14,0.14,0.15,0.17,0.18,0.21,0.16,0.16,0.16,0.17,0.14,0.18,0.18,0.14,0.16,0.13,0.15,0.14,0.15,0.16,0.16,0.16,0.15,0.13,0.14,0.14,0.11,0.14,0.13,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.1,0.17,0.11,0.11,0.12,0.09,0.08,0.08,0.04,0.08,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.09
09/21/2021,7.37,7.26,4.83,2.81,2.72,2.55,1.65,1.95,1.68,1.5,1.4,1.21,1.27,1.04,1.15,1.13,0.96,1.07,0.96,1.0,0.84,0.75,0.82,0.72,0.71,0.77,0.77,0.79,0.68,0.63,0.71,0.68,0.61,0.75,0.6,0.67,0.63,0.62,0.58,0.69,0.65,0.62,0.66,0.58,0.65,0.58,0.56,0.49,0.49,0.44,0.51,0.44,0.42,0.52,0.47,0.46,0.4,0.48,0.43,0.41,0.37,0.4,0.46,0.42,0.43,0.39,0.45,0.42,0.39,0.35,0.41,0.34,0.35,0.39,0.41,0.34,0.34,0.36,0.34,0.32,0.33,0.31,0.3,0.27,0.25,0.31,0.27,0.31,0.3,0.31,0.28,0.27,0.24,0.29,0.26,0.29,0.2,0.27,0.26,0.21,0.27,0.47,0.22,0.23,0.26,0.25,0.25,0.24,0.25,0.2,0.26,0.2,0.24,0.25,0.22,0.22,0.23,0.22,0.23,0.21,0.29,0.21,0.24,0.23,0.2,0.19,0.22,0.2,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.2,0.3,0.17,0.21,0.17,0.18,0.17,0.15,0.21,0.18,0.17,0.14,0.14,0.16,0.17,0.17,0.21,0.15,0.16,0.18,0.17,0.14,0.18,0.18,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.13,0.1,0.18,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
09/22/2021,7.37,7.26,4.83,2.81,2.72,2.55,1.65,1.95,1.68,1.5,1.4,1.21,1.27,1.04,1.15,1.13,0.96,1.07,0.96,1.0,0.84,0.75,0.82,0.72,0.71,0.77,0.77,0.79,0.68,0.63,0.71,0.68,0.61,0.75,0.6,0.67,0.63,0.62,0.58,0.69,0.65,0.62,0.66,0.58,0.65,0.58,0.56,0.49,0.49,0.44,0.51,0.44,0.42,0.52,0.47,0.46,0.4,0.48,0.43,0.41,0.37,0.4,0.46,0.42,0.43,0.39,0.45,0.42,0.39,0.35,0.41,0.34,0.35,0.39,0.41,0.34,0.34,0.36,0.34,0.32,0.33,0.31,0.3,0.27,0.25,0.31,0.27,0.31,0.3,0.31,0.28,0.27,0.24,0.29,0.26,0.29,0.2,0.27,0.26,0.21,0.27,0.47,0.22,0.23,0.26,0.25,0.25,0.24,0.25,0.2,0.26,0.2,0.24,0.25,0.22,0.22,0.23,0.22,0.23,0.21,0.29,0.21,0.24,0.23,0.2,0.19,0.22,0.2,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.2,0.3,0.17,0.21,0.17,0.18,0.17,0.15,0.21,0.18,0.17,0.14,0.14,0.16,0.17,0.17,0.21,0.15,0.16,0.18,0.17,0.14,0.18,0.18,0.14,0.16,0.13,0.15,0.14,0.15,0.15,0.16,0.16,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.13,0.1,0.18,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03999999999998
09/23/2021,7.34,7.26,4.76,2.78,2.73,2.55,1.67,1.9,1.65,1.49,1.41,1.22,1.27,1.04,1.15,1.14,0.97,1.06,0.95,1.0,0.84,0.74,0.81,0.74,0.7,0.77,0.78,0.81,0.69,0.64,0.71,0.69,0.62,0.76,0.6,0.67,0.64,0.63,0.6,0.69,0.65,0.62,0.67,0.58,0.65,0.58,0.57,0.49,0.49,0.45,0.52,0.44,0.42,0.52,0.48,0.45,0.4,0.47,0.43,0.41,0.37,0.4,0.46,0.41,0.43,0.39,0.44,0.41,0.39,0.34,0.4,0.34,0.36,0.39,0.42,0.34,0.34,0.36,0.35,0.31,0.32,0.32,0.3,0.28,0.25,0.31,0.26,0.31,0.31,0.31,0.28,0.28,0.24,0.29,0.26,0.29,0.2,0.28,0.25,0.21,0.27,0.47,0.22,0.22,0.26,0.25,0.25,0.24,0.25,0.2,0.26,0.19,0.24,0.25,0.22,0.22,0.23,0.22,0.23,0.21,0.28,0.21,0.24,0.23,0.21,0.19,0.22,0.2,0.21,0.18,0.19,0.21,0.2,0.2,0.2,0.2,0.3,0.17,0.21,0.18,0.18,0.16,0.15,0.21,0.18,0.17,0.14,0.14,0.16,0.17,0.18,0.21,0.15,0.16,0.18,0.17,0.14,0.18,0.18,0.15,0.16,0.13,0.15,0.14,0.15,0.15,0.16,0.16,0.14,0.12,0.14,0.14,0.12,0.14,0.13,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.1,0.18,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/24/2021,7.37,7.27,4.75,2.8,2.73,2.56,1.66,1.93,1.66,1.49,1.42,1.22,1.27,1.04,1.16,1.14,0.96,1.02,0.95,1.01,0.84,0.74,0.81,0.73,0.7,0.76,0.78,0.8,0.69,0.63,0.71,0.69,0.62,0.77,0.6,0.67,0.64,0.63,0.6,0.69,0.64,0.62,0.67,0.58,0.65,0.59,0.56,0.49,0.49,0.45,0.51,0.44,0.42,0.53,0.48,0.44,0.4,0.48,0.43,0.41,0.36,0.39,0.46,0.41,0.43,0.39,0.44,0.41,0.39,0.34,0.41,0.34,0.35,0.39,0.42,0.34,0.34,0.36,0.35,0.31,0.33,0.31,0.3,0.27,0.25,0.31,0.26,0.31,0.31,0.3,0.27,0.28,0.24,0.29,0.26,0.3,0.19,0.27,0.26,0.23,0.27,0.48,0.22,0.22,0.25,0.25,0.25,0.24,0.25,0.2,0.26,0.18,0.24,0.25,0.22,0.22,0.23,0.22,0.23,0.21,0.29,0.21,0.24,0.23,0.21,0.19,0.22,0.2,0.21,0.19,0.19,0.21,0.2,0.2,0.2,0.2,0.3,0.17,0.21,0.18,0.18,0.16,0.15,0.21,0.18,0.17,0.14,0.14,0.16,0.17,0.18,0.21,0.15,0.16,0.2,0.17,0.14,0.18,0.18,0.14,0.17,0.13,0.15,0.14,0.15,0.15,0.16,0.16,0.14,0.12,0.14,0.14,0.12,0.14,0.13,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.11,0.13,0.1,0.18,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.0,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/27/2021,7.39,7.24,4.76,2.65,2.72,2.55,1.66,1.93,1.72,1.53,1.39,1.24,1.23,1.05,1.15,1.12,0.99,1.03,0.99,0.97,0.82,0.77,0.82,0.72,0.7,0.77,0.82,0.79,0.67,0.62,0.7,0.68,0.61,0.77,0.62,0.66,0.63,0.63,0.59,0.7,0.65,0.63,0.66,0.59,0.64,0.59,0.56,0.48,0.49,0.43,0.51,0.44,0.42,0.51,0.48,0.46,0.39,0.47,0.43,0.42,0.38,0.4,0.47,0.42,0.42,0.39,0.45,0.42,0.39,0.34,0.41,0.34,0.36,0.4,0.42,0.36,0.36,0.36,0.35,0.32,0.34,0.3,0.3,0.27,0.24,0.3,0.27,0.32,0.31,0.31,0.28,0.27,0.25,0.29,0.25,0.29,0.19,0.27,0.28,0.23,0.27,0.49,0.22,0.23,0.26,0.24,0.26,0.23,0.25,0.18,0.26,0.18,0.25,0.24,0.22,0.22,0.24,0.22,0.24,0.2,0.28,0.21,0.24,0.23,0.2,0.19,0.21,0.21,0.21,0.19,0.18,0.21,0.2,0.2,0.19,0.2,0.31,0.17,0.21,0.17,0.18,0.17,0.15,0.21,0.18,0.17,0.14,0.14,0.15,0.17,0.18,0.21,0.15,0.15,0.11,0.17,0.14,0.18,0.18,0.14,0.16,0.13,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.12,0.15,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.13,0.1,0.18,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95999999999998
09/28/2021,7.39,7.22,4.76,2.7,2.74,2.56,1.65,1.98,1.69,1.55,1.39,1.26,1.23,1.05,1.15,1.12,1.0,1.02,1.0,0.95,0.82,0.78,0.82,0.72,0.7,0.77,0.85,0.79,0.67,0.62,0.69,0.68,0.61,0.77,0.62,0.66,0.63,0.59,0.6,0.69,0.65,0.63,0.66,0.59,0.66,0.59,0.56,0.48,0.49,0.44,0.51,0.43,0.42,0.51,0.48,0.46,0.39,0.47,0.43,0.42,0.38,0.4,0.47,0.42,0.41,0.39,0.45,0.41,0.38,0.35,0.41,0.34,0.36,0.39,0.42,0.36,0.36,0.36,0.35,0.32,0.33,0.3,0.3,0.28,0.24,0.3,0.27,0.33,0.31,0.31,0.28,0.27,0.24,0.29,0.25,0.29,0.19,0.28,0.28,0.24,0.27,0.47,0.22,0.23,0.26,0.24,0.26,0.23,0.25,0.18,0.26,0.19,0.25,0.24,0.22,0.23,0.24,0.22,0.24,0.2,0.27,0.21,0.24,0.23,0.2,0.19,0.21,0.21,0.21,0.18,0.18,0.21,0.2,0.2,0.19,0.2,0.31,0.16,0.21,0.17,0.18,0.17,0.15,0.21,0.18,0.17,0.14,0.14,0.15,0.17,0.18,0.21,0.15,0.16,0.12,0.17,0.15,0.18,0.18,0.14,0.16,0.13,0.14,0.14,0.15,0.15,0.16,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.11,0.15,0.13,0.12,0.13,0.13,0.11,0.13,0.12,0.13,0.1,0.18,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
09/30/2021,7.34,7.13,4.75,2.72,2.73,2.55,1.67,2.03,1.67,1.59,1.38,1.25,1.23,1.03,1.17,1.11,1.0,1.04,1.03,0.93,0.83,0.81,0.82,0.73,0.71,0.76,0.83,0.78,0.67,0.63,0.67,0.68,0.61,0.75,0.64,0.66,0.62,0.59,0.6,0.68,0.65,0.63,0.64,0.59,0.65,0.6,0.56,0.48,0.49,0.43,0.51,0.43,0.43,0.5,0.49,0.47,0.39,0.48,0.43,0.43,0.39,0.4,0.47,0.42,0.4,0.4,0.46,0.42,0.38,0.35,0.42,0.34,0.37,0.38,0.41,0.37,0.37,0.36,0.34,0.32,0.33,0.3,0.31,0.28,0.25,0.3,0.27,0.33,0.3,0.31,0.28,0.27,0.24,0.29,0.25,0.28,0.19,0.28,0.29,0.25,0.28,0.44,0.22,0.24,0.27,0.24,0.26,0.23,0.25,0.18,0.26,0.19,0.26,0.23,0.22,0.23,0.23,0.22,0.24,0.2,0.27,0.21,0.23,0.23,0.2,0.19,0.21,0.21,0.21,0.18,0.19,0.21,0.19,0.2,0.19,0.2,0.31,0.17,0.2,0.17,0.19,0.18,0.15,0.21,0.18,0.17,0.14,0.14,0.15,0.16,0.18,0.21,0.16,0.16,0.12,0.17,0.15,0.18,0.18,0.14,0.16,0.13,0.14,0.14,0.14,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.16,0.13,0.12,0.13,0.14,0.11,0.13,0.12,0.13,0.11,0.17,0.11,0.11,0.2,0.09,0.08,0.08,0.04,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06
10/01/2021,7.32,7.02,4.73,2.68,2.68,2.51,1.69,2.04,1.63,1.62,1.41,1.25,1.23,1.01,1.17,1.12,1.01,1.04,1.05,0.91,0.82,0.83,0.83,0.74,0.72,0.77,0.83,0.79,0.67,0.64,0.68,0.69,0.62,0.74,0.66,0.66,0.62,0.59,0.61,0.68,0.64,0.62,0.63,0.59,0.65,0.6,0.56,0.48,0.49,0.44,0.5,0.44,0.43,0.5,0.5,0.47,0.4,0.48,0.43,0.43,0.38,0.4,0.46,0.4,0.4,0.4,0.46,0.42,0.38,0.36,0.4,0.34,0.38,0.38,0.4,0.38,0.37,0.37,0.34,0.33,0.32,0.31,0.31,0.29,0.25,0.3,0.27,0.33,0.3,0.31,0.27,0.27,0.24,0.29,0.25,0.29,0.18,0.28,0.3,0.24,0.28,0.43,0.22,0.24,0.28,0.25,0.27,0.23,0.25,0.18,0.26,0.19,0.26,0.23,0.23,0.23,0.23,0.22,0.24,0.2,0.26,0.21,0.23,0.22,0.21,0.2,0.22,0.21,0.21,0.18,0.19,0.21,0.19,0.2,0.19,0.2,0.3,0.17,0.2,0.17,0.19,0.18,0.16,0.21,0.18,0.18,0.14,0.14,0.15,0.17,0.17,0.21,0.16,0.16,0.13,0.17,0.16,0.17,0.18,0.15,0.16,0.13,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.16,0.13,0.12,0.13,0.14,0.11,0.13,0.12,0.13,0.11,0.17,0.11,0.11,0.19,0.09,0.08,0.08,0.04,0.03,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
10/20/2021,7.26,7.32,4.72,2.48,2.71,2.54,1.68,2.15,1.67,1.58,1.36,1.25,1.29,1.01,1.19,1.12,0.99,1.02,1.1,0.93,0.79,0.85,0.87,0.69,0.7,0.75,0.86,0.74,0.68,0.59,0.65,0.7,0.62,0.73,0.68,0.64,0.64,0.62,0.63,0.69,0.64,0.64,0.61,0.57,0.64,0.58,0.55,0.47,0.49,0.45,0.49,0.42,0.47,0.51,0.51,0.47,0.38,0.49,0.42,0.44,0.37,0.41,0.45,0.38,0.39,0.41,0.44,0.43,0.39,0.35,0.43,0.34,0.36,0.37,0.42,0.39,0.36,0.36,0.34,0.3,0.32,0.29,0.31,0.29,0.25,0.32,0.24,0.33,0.31,0.3,0.26,0.27,0.22,0.29,0.23,0.27,0.18,0.29,0.32,0.25,0.25,0.35,0.22,0.25,0.27,0.25,0.26,0.22,0.25,0.18,0.26,0.19,0.26,0.22,0.25,0.24,0.23,0.22,0.24,0.19,0.27,0.23,0.22,0.23,0.2,0.22,0.21,0.2,0.21,0.19,0.21,0.21,0.19,0.21,0.19,0.2,0.29,0.18,0.18,0.17,0.18,0.2,0.15,0.2,0.16,0.19,0.15,0.13,0.15,0.16,0.18,0.22,0.18,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.16,0.12,0.14,0.14,0.15,0.16,0.17,0.16,0.15,0.15,0.13,0.13,0.12,0.13,0.14,0.12,0.12,0.16,0.13,0.12,0.12,0.14,0.11,0.13,0.12,0.13,0.11,0.18,0.11,0.1,0.21,0.09,0.08,0.08,0.04,0.07,0.04,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
