,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,NVDA,TSLA,JPM,JNJ,V,UNH,BRK.B,HD,PG,MA,PYPL,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,KO,WMT,ABT,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,UPS,HON,LIN,UNP,BMY,NEE,LOW,C,AMGN,INTU,SBUX,BLK,BA,RTX,GS,MS,AMAT,IBM,TGT,AMT,CAT,AXP,AMD,MMM,GE,ISRG,NOW,CVS,DE,SCHW,SPGI,CHTR,SQ,LMT,ANTM,ZTS,TMUS,BKNG,PLD,MU,FIS,SYK,LRCX,MDLZ,MO,CCI,ADP,GILD,CI,ZM,TJX,COP,USB,PNC,DUK,CME,GM,FDX,CSX,MRNA,TFC,EL,EQIX,ATVI,CB,BDX,MMC,COF,ITW,SHW,MELI,ILMN,NSC,BX,EW,ICE,CL,FISV,SO,ADSK,SNAP,APD,TWLO,MCO,ADI,BSX,REGN,UBER,D,WM,ETN,HUM,HCA,NOC,EMR,PGR,GPN,F,IDXX,TWTR,NXPI,ECL,DOCU,AON,DG,BIIB,FCX,VRTX,NEM,ROP,JCI,EOG,PSA,IQV,KLAC,ROKU,CRWD,EBAY,TROW,DOW,LHX,MRVL,LULU,ALGN,MSCI,A,KMB,GD,ROST,TEL,MET,TT,SLB,VEEV,EXC,CMG,INFO,WDAY,CNC,PINS,DLR,APTV,SNPS,DXCM,AEP,SRE,SPG,APH,BK,ORLY,DD,MTCH,AIG,EA,BAX,CARR,CDNS,GE.,FTNT,PRU,RMD,PANW,MCHP,SNOW,PLTR,AGPXX,MAR,MPC,SYY,PXD,XLNX,NET,TTD,CTSH,MSI,HPQ,SIVB,AZO,PEP.,CHV.,4I1.,TRVC.,8CW.,DUT.,PEO.,PAYX,HLT,SUM
09/01/2021,6.11,5.26,3.51,2.2,2.09,2.12,1.37,1.34,1.22,1.11,0.97,0.97,0.96,0.85,0.86,0.77,0.76,0.8,0.81,0.77,0.67,0.58,0.61,0.56,0.63,0.54,0.61,0.64,0.56,0.56,0.54,0.47,0.52,0.52,0.52,0.53,0.47,0.47,0.52,0.5,0.52,0.5,0.5,0.49,0.43,0.43,0.44,0.4,0.42,0.39,0.34,0.39,0.4,0.36,0.37,0.4,0.37,0.37,0.32,0.38,0.33,0.36,0.3,0.32,0.36,0.36,0.31,0.31,0.31,0.31,0.28,0.28,0.33,0.28,0.28,0.3,0.3,0.27,0.28,0.27,0.26,0.27,0.26,0.22,0.22,0.24,0.21,0.23,0.24,0.2,0.2,0.23,0.21,0.21,0.23,0.2,0.22,0.22,0.18,0.17,0.22,0.19,0.2,0.2,0.2,0.18,0.16,0.16,0.19,0.3,0.19,0.19,0.18,0.16,0.21,0.18,0.2,0.2,0.18,0.19,0.21,0.17,0.16,0.21,0.18,0.16,0.15,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.22,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.13,0.14,0.12,0.15,0.14,0.14,0.16,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.12,0.1,0.12,0.12,0.12,0.0,0.11,0.12,0.13,0.11,0.12,0.0,0.0,0.11,0.1,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.1,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.33000000000001
09/02/2021,6.27,5.31,3.57,2.23,2.09,2.12,1.37,1.37,1.19,1.11,0.96,0.97,0.96,0.86,0.86,0.76,0.78,0.8,0.79,0.78,0.67,0.57,0.61,0.55,0.63,0.53,0.61,0.64,0.56,0.56,0.55,0.47,0.53,0.52,0.52,0.54,0.46,0.47,0.52,0.5,0.52,0.49,0.51,0.49,0.43,0.43,0.44,0.41,0.42,0.39,0.34,0.39,0.4,0.36,0.37,0.4,0.37,0.36,0.32,0.38,0.33,0.35,0.29,0.31,0.35,0.36,0.3,0.3,0.3,0.32,0.28,0.27,0.33,0.28,0.28,0.3,0.31,0.27,0.28,0.26,0.26,0.27,0.26,0.22,0.22,0.24,0.21,0.23,0.24,0.2,0.19,0.23,0.21,0.21,0.23,0.2,0.22,0.22,0.18,0.17,0.21,0.19,0.2,0.2,0.2,0.18,0.16,0.16,0.19,0.29,0.19,0.19,0.18,0.15,0.2,0.18,0.2,0.19,0.18,0.19,0.21,0.16,0.16,0.21,0.18,0.16,0.15,0.17,0.17,0.17,0.17,0.15,0.14,0.16,0.22,0.16,0.17,0.12,0.16,0.16,0.17,0.13,0.17,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.15,0.14,0.14,0.16,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.1,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.12,0.0,0.0,0.11,0.0,0.12,0.12,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48
09/03/2021,6.16,5.25,3.83,2.21,2.06,2.12,1.36,1.46,1.18,1.11,0.94,0.95,0.92,0.84,0.85,0.74,0.78,0.8,0.78,0.77,0.68,0.56,0.61,0.55,0.63,0.53,0.6,0.63,0.56,0.56,0.55,0.48,0.53,0.52,0.51,0.53,0.45,0.47,0.52,0.49,0.51,0.46,0.51,0.49,0.43,0.43,0.44,0.4,0.41,0.39,0.34,0.39,0.4,0.35,0.36,0.4,0.35,0.36,0.32,0.38,0.34,0.35,0.3,0.31,0.34,0.35,0.3,0.31,0.3,0.32,0.28,0.28,0.33,0.27,0.28,0.3,0.31,0.28,0.27,0.26,0.26,0.26,0.26,0.22,0.22,0.24,0.21,0.23,0.24,0.2,0.19,0.23,0.21,0.21,0.23,0.2,0.22,0.22,0.18,0.15,0.21,0.18,0.2,0.2,0.2,0.18,0.16,0.16,0.18,0.31,0.19,0.19,0.18,0.16,0.2,0.18,0.19,0.18,0.18,0.19,0.2,0.16,0.15,0.21,0.18,0.16,0.15,0.17,0.17,0.17,0.18,0.15,0.14,0.16,0.21,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.12,0.12,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.11,0.12,0.1,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.13,0.0,0.0,0.11,0.0,0.12,0.13,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.11,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24000000000001
09/06/2021,6.22,5.22,3.81,2.18,2.04,2.09,1.35,1.45,1.18,1.12,0.92,0.97,0.92,0.85,0.85,0.73,0.77,0.8,0.77,0.77,0.69,0.57,0.63,0.56,0.62,0.53,0.61,0.64,0.56,0.56,0.55,0.48,0.53,0.48,0.51,0.54,0.46,0.47,0.53,0.49,0.51,0.45,0.52,0.49,0.42,0.43,0.44,0.4,0.41,0.4,0.35,0.39,0.4,0.35,0.36,0.41,0.35,0.36,0.32,0.37,0.34,0.35,0.3,0.31,0.34,0.36,0.3,0.3,0.3,0.33,0.28,0.27,0.32,0.27,0.28,0.31,0.32,0.28,0.28,0.26,0.26,0.26,0.25,0.22,0.23,0.24,0.21,0.23,0.25,0.2,0.19,0.23,0.21,0.21,0.23,0.21,0.21,0.22,0.18,0.15,0.21,0.19,0.19,0.2,0.2,0.17,0.16,0.16,0.18,0.33,0.18,0.19,0.19,0.15,0.2,0.18,0.2,0.18,0.18,0.19,0.21,0.17,0.15,0.21,0.18,0.17,0.15,0.17,0.17,0.15,0.17,0.15,0.14,0.16,0.21,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.11,0.12,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.12,0.13,0.13,0.11,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.12,0.0,0.0,0.12,0.0,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.26
09/07/2021,6.24,5.22,3.82,2.18,2.04,2.09,1.38,1.46,1.17,1.12,0.92,0.97,0.91,0.85,0.85,0.73,0.78,0.8,0.77,0.77,0.69,0.56,0.64,0.56,0.63,0.52,0.61,0.64,0.56,0.56,0.56,0.48,0.53,0.48,0.5,0.54,0.46,0.47,0.53,0.49,0.51,0.44,0.52,0.5,0.43,0.43,0.44,0.4,0.41,0.4,0.35,0.38,0.4,0.35,0.36,0.41,0.35,0.36,0.32,0.37,0.34,0.35,0.29,0.31,0.34,0.35,0.3,0.3,0.29,0.33,0.28,0.26,0.32,0.27,0.28,0.31,0.33,0.28,0.28,0.25,0.26,0.26,0.26,0.22,0.23,0.24,0.21,0.23,0.25,0.2,0.19,0.23,0.21,0.21,0.23,0.21,0.21,0.22,0.18,0.15,0.21,0.18,0.19,0.2,0.2,0.17,0.15,0.16,0.18,0.34,0.18,0.19,0.19,0.15,0.2,0.18,0.2,0.17,0.18,0.19,0.21,0.17,0.15,0.21,0.18,0.17,0.15,0.17,0.17,0.15,0.17,0.14,0.15,0.16,0.21,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.11,0.12,0.14,0.13,0.14,0.14,0.15,0.16,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.13,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28999999999999
09/08/2021,6.24,5.22,3.82,2.18,2.04,2.09,1.38,1.46,1.17,1.12,0.92,0.97,0.91,0.85,0.85,0.73,0.78,0.8,0.77,0.77,0.69,0.56,0.64,0.56,0.63,0.52,0.61,0.64,0.56,0.56,0.56,0.48,0.53,0.48,0.5,0.54,0.46,0.47,0.53,0.49,0.51,0.44,0.52,0.5,0.43,0.43,0.44,0.4,0.41,0.4,0.35,0.38,0.4,0.35,0.36,0.41,0.35,0.36,0.32,0.37,0.34,0.35,0.29,0.31,0.34,0.35,0.3,0.3,0.29,0.33,0.28,0.26,0.32,0.27,0.28,0.31,0.33,0.28,0.28,0.25,0.26,0.26,0.26,0.22,0.23,0.24,0.21,0.23,0.25,0.2,0.19,0.23,0.21,0.21,0.23,0.21,0.21,0.22,0.18,0.15,0.21,0.18,0.19,0.2,0.2,0.17,0.15,0.16,0.18,0.34,0.18,0.19,0.19,0.15,0.2,0.18,0.2,0.17,0.18,0.19,0.21,0.17,0.15,0.21,0.18,0.17,0.15,0.17,0.17,0.15,0.17,0.14,0.15,0.16,0.21,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.11,0.12,0.14,0.13,0.14,0.14,0.15,0.16,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.13,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.1,0.11,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28999999999999
09/09/2021,6.24,5.22,3.82,2.18,2.04,2.09,1.38,1.46,1.17,1.12,0.92,0.97,0.91,0.85,0.85,0.73,0.78,0.8,0.77,0.77,0.69,0.56,0.63,0.56,0.63,0.52,0.61,0.64,0.56,0.56,0.56,0.48,0.53,0.48,0.5,0.54,0.46,0.47,0.53,0.49,0.51,0.44,0.52,0.5,0.42,0.43,0.44,0.4,0.41,0.4,0.35,0.38,0.4,0.35,0.36,0.41,0.35,0.36,0.32,0.37,0.33,0.35,0.29,0.31,0.34,0.35,0.3,0.3,0.29,0.33,0.28,0.26,0.32,0.27,0.28,0.31,0.32,0.28,0.28,0.25,0.26,0.26,0.26,0.22,0.22,0.24,0.21,0.23,0.25,0.2,0.19,0.23,0.21,0.21,0.23,0.21,0.21,0.22,0.18,0.15,0.21,0.18,0.19,0.2,0.2,0.17,0.15,0.16,0.18,0.34,0.18,0.19,0.19,0.15,0.2,0.18,0.2,0.17,0.17,0.19,0.21,0.17,0.15,0.21,0.18,0.17,0.15,0.17,0.17,0.15,0.17,0.14,0.14,0.16,0.21,0.15,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.14,0.15,0.14,0.11,0.12,0.14,0.13,0.14,0.14,0.15,0.16,0.13,0.12,0.13,0.12,0.12,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.12,0.0,0.11,0.12,0.13,0.11,0.13,0.0,0.0,0.11,0.0,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.1,0.11,0.1,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17
09/10/2021,6.36,5.22,3.87,2.23,2.06,2.11,1.37,1.5,1.17,1.1,0.93,0.97,0.9,0.85,0.85,0.74,0.8,0.81,0.78,0.77,0.67,0.56,0.65,0.55,0.63,0.53,0.6,0.64,0.55,0.55,0.56,0.48,0.52,0.47,0.5,0.54,0.46,0.47,0.53,0.49,0.51,0.45,0.52,0.49,0.43,0.43,0.44,0.39,0.4,0.4,0.34,0.38,0.4,0.34,0.35,0.41,0.35,0.36,0.31,0.37,0.33,0.34,0.29,0.31,0.34,0.35,0.3,0.3,0.29,0.33,0.28,0.27,0.32,0.26,0.28,0.31,0.32,0.28,0.27,0.25,0.26,0.26,0.25,0.21,0.23,0.24,0.2,0.23,0.25,0.2,0.19,0.23,0.21,0.21,0.23,0.21,0.21,0.22,0.18,0.16,0.21,0.18,0.19,0.2,0.19,0.17,0.16,0.16,0.17,0.36,0.18,0.19,0.19,0.15,0.2,0.18,0.2,0.17,0.17,0.19,0.21,0.16,0.15,0.21,0.18,0.16,0.15,0.17,0.17,0.15,0.18,0.14,0.14,0.16,0.21,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.13,0.11,0.12,0.14,0.13,0.14,0.14,0.14,0.16,0.13,0.12,0.13,0.12,0.11,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.11,0.12,0.12,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.1,0.12,0.13,0.11,0.13,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.0,0.11,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.1,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.31
09/13/2021,6.29,5.2,3.87,2.21,2.06,2.11,1.35,1.51,1.18,1.08,0.94,0.96,0.9,0.86,0.86,0.76,0.78,0.83,0.77,0.77,0.67,0.56,0.65,0.55,0.62,0.53,0.6,0.63,0.56,0.55,0.56,0.48,0.53,0.46,0.51,0.55,0.45,0.46,0.53,0.49,0.48,0.45,0.52,0.5,0.43,0.44,0.44,0.39,0.41,0.39,0.33,0.38,0.4,0.34,0.35,0.41,0.35,0.36,0.3,0.38,0.34,0.34,0.29,0.31,0.34,0.35,0.3,0.3,0.3,0.33,0.28,0.27,0.32,0.26,0.28,0.31,0.31,0.27,0.27,0.26,0.27,0.25,0.24,0.21,0.22,0.24,0.2,0.23,0.24,0.2,0.19,0.23,0.21,0.21,0.23,0.2,0.21,0.22,0.18,0.15,0.2,0.18,0.19,0.2,0.2,0.17,0.15,0.16,0.17,0.38,0.18,0.19,0.19,0.15,0.2,0.18,0.2,0.17,0.17,0.18,0.21,0.16,0.15,0.22,0.19,0.16,0.15,0.17,0.17,0.15,0.17,0.14,0.14,0.16,0.22,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.13,0.12,0.12,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.12,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.1,0.12,0.13,0.11,0.12,0.0,0.0,0.11,0.0,0.12,0.13,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.1,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1
09/14/2021,6.12,5.21,3.88,2.23,2.04,2.09,1.38,1.49,1.17,1.08,0.94,0.94,0.91,0.87,0.87,0.76,0.78,0.82,0.77,0.78,0.67,0.56,0.65,0.55,0.62,0.54,0.6,0.63,0.56,0.56,0.56,0.48,0.53,0.46,0.51,0.55,0.46,0.46,0.54,0.5,0.48,0.45,0.52,0.51,0.43,0.44,0.44,0.4,0.41,0.4,0.34,0.38,0.4,0.34,0.35,0.41,0.36,0.35,0.3,0.38,0.35,0.34,0.29,0.31,0.34,0.36,0.31,0.3,0.3,0.33,0.28,0.27,0.32,0.26,0.28,0.3,0.32,0.27,0.27,0.25,0.27,0.26,0.24,0.21,0.22,0.24,0.2,0.23,0.24,0.2,0.19,0.23,0.21,0.21,0.23,0.2,0.21,0.22,0.17,0.16,0.21,0.19,0.19,0.2,0.2,0.17,0.16,0.16,0.17,0.38,0.18,0.19,0.19,0.15,0.2,0.19,0.2,0.17,0.17,0.19,0.2,0.17,0.15,0.22,0.19,0.17,0.15,0.16,0.17,0.15,0.18,0.15,0.14,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.13,0.12,0.12,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.13,0.12,0.11,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.11,0.12,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.1,0.12,0.0,0.0,0.12,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2
09/15/2021,6.12,5.21,3.88,2.23,2.04,2.09,1.38,1.49,1.17,1.08,0.94,0.94,0.91,0.87,0.87,0.76,0.78,0.82,0.77,0.78,0.67,0.56,0.65,0.55,0.62,0.54,0.6,0.63,0.56,0.56,0.56,0.48,0.53,0.46,0.51,0.55,0.46,0.46,0.54,0.5,0.48,0.45,0.52,0.51,0.43,0.44,0.44,0.4,0.41,0.4,0.34,0.38,0.4,0.34,0.35,0.41,0.36,0.35,0.3,0.38,0.35,0.34,0.29,0.31,0.34,0.36,0.31,0.3,0.3,0.33,0.28,0.27,0.31,0.26,0.28,0.3,0.32,0.27,0.27,0.25,0.27,0.26,0.24,0.21,0.22,0.24,0.2,0.23,0.24,0.2,0.19,0.23,0.21,0.21,0.23,0.2,0.21,0.22,0.17,0.16,0.2,0.19,0.19,0.2,0.2,0.17,0.16,0.16,0.17,0.38,0.18,0.19,0.19,0.15,0.2,0.19,0.2,0.17,0.17,0.19,0.2,0.16,0.15,0.22,0.19,0.16,0.15,0.16,0.17,0.15,0.17,0.15,0.14,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.13,0.12,0.12,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.13,0.12,0.11,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.12,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.11,0.12,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.1,0.1,0.11,0.11,0.0,0.0,0.1,0.12,0.0,0.0,0.11,0.11,0.0,0.11,0.0,0.11,0.11,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.14000000000001
09/16/2021,6.14,5.23,3.86,2.22,2.05,2.1,1.36,1.5,1.19,1.07,0.94,0.96,0.91,0.88,0.88,0.76,0.77,0.83,0.78,0.76,0.68,0.58,0.64,0.56,0.61,0.55,0.6,0.61,0.57,0.55,0.55,0.48,0.53,0.47,0.5,0.54,0.47,0.46,0.53,0.5,0.48,0.47,0.51,0.5,0.44,0.44,0.43,0.4,0.41,0.39,0.35,0.38,0.4,0.34,0.35,0.41,0.36,0.36,0.31,0.38,0.35,0.34,0.29,0.31,0.34,0.36,0.32,0.3,0.3,0.33,0.28,0.27,0.31,0.26,0.28,0.3,0.31,0.27,0.27,0.26,0.27,0.26,0.24,0.21,0.22,0.24,0.2,0.23,0.24,0.21,0.19,0.23,0.21,0.21,0.23,0.2,0.21,0.22,0.18,0.15,0.2,0.19,0.2,0.2,0.19,0.17,0.16,0.16,0.17,0.35,0.19,0.19,0.19,0.15,0.2,0.19,0.2,0.18,0.17,0.19,0.2,0.16,0.15,0.22,0.18,0.16,0.15,0.16,0.17,0.15,0.17,0.15,0.13,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.16,0.13,0.17,0.13,0.15,0.14,0.12,0.13,0.14,0.12,0.15,0.14,0.13,0.16,0.13,0.11,0.13,0.12,0.11,0.12,0.13,0.0,0.13,0.12,0.13,0.0,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.13,0.11,0.1,0.11,0.11,0.11,0.0,0.0,0.1,0.12,0.1,0.0,0.11,0.11,0.0,0.0,0.0,0.1,0.11,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.24000000000001
09/17/2021,6.11,5.31,3.87,2.23,2.07,2.12,1.37,1.51,1.18,1.07,0.93,0.96,0.91,0.88,0.88,0.76,0.78,0.82,0.76,0.76,0.63,0.57,0.63,0.56,0.61,0.55,0.6,0.62,0.56,0.55,0.56,0.48,0.53,0.47,0.5,0.55,0.46,0.45,0.54,0.51,0.47,0.47,0.52,0.5,0.45,0.45,0.44,0.39,0.4,0.39,0.34,0.38,0.4,0.33,0.34,0.41,0.36,0.35,0.31,0.38,0.35,0.34,0.29,0.31,0.34,0.35,0.32,0.3,0.3,0.33,0.27,0.27,0.32,0.26,0.27,0.3,0.32,0.27,0.26,0.25,0.27,0.25,0.24,0.21,0.22,0.24,0.2,0.24,0.24,0.2,0.19,0.23,0.21,0.21,0.22,0.2,0.21,0.22,0.17,0.15,0.21,0.19,0.2,0.2,0.19,0.17,0.16,0.16,0.17,0.36,0.18,0.19,0.19,0.15,0.2,0.19,0.2,0.17,0.17,0.19,0.21,0.16,0.15,0.22,0.19,0.17,0.15,0.16,0.17,0.15,0.17,0.15,0.14,0.16,0.23,0.16,0.17,0.12,0.15,0.16,0.15,0.13,0.17,0.13,0.15,0.14,0.12,0.13,0.14,0.12,0.14,0.14,0.13,0.16,0.13,0.11,0.13,0.12,0.11,0.12,0.13,0.0,0.12,0.12,0.14,0.0,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.0,0.12,0.11,0.11,0.0,0.0,0.12,0.13,0.12,0.13,0.0,0.0,0.11,0.0,0.13,0.13,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.12,0.1,0.0,0.11,0.11,0.0,0.1,0.0,0.11,0.12,0.11,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.26
