,RIO.L,BHP.AX,ULVR.L,MC.PA,9434.T,GSK.L,ROG.SW,SAP.DE,LIN,ASML.AS,NOVO B.CO,RIO.AX,REL.L,RO.SW,688.HK,PGHN.SW,8035.T,388.HK,KNIN.SW,5108.T,SHL.DE,RMS.PA,NESTE.HE,KNEBV.HE,GIVN.SW,CSL.AX,ATCO A.ST,ORSTED.CO,6981.T,IFX.DE,6758.T,4519.T,AHT.L,GEBN.SW,COLO B.CO,ATCOB.ST,4503.T,688012.SS,WKL.AS,GMG.AX,6098.T,669.HK,FXPO.L,BKG.L,SIKA.SW,ASM.AS,9983.T,4452.T,HL.L,6861.T,BXB.AX,6367.T,RACE.MI,VWS.CO,MIN.AX,KBX.DE,LOGN.SW,S68.SI,SN.L,7741.T,4523.T,EVO.ST,7832.T,REC.MI,BNZL.L,VALMT.HE,ITRK.L,NZYM B.CO,IMI.L,4704.T,ASHM.L,EQT.ST,6857.T,CRDA.L,AXFO.ST,JMT.LS,ENX.PA,DSV.CO,6146.T,SCHP.SW,VRLA.PA,1093.HK,4307.T,BESI.AS,RBREW.CO,4507.T,6869.T,DMP.AX,FAE.MC,BSL.AX,4768.T,SY1.DE,SFSN.SW,4684.T,EVN.AX,GRF.MC,CHC.AX,4732.T,TRI.PA,81.HK,9435.T,JBH.AX,GTT.PA,4716.T,6383.T,FPE.,9719.T,4021.T,SPX.L,2670.T,SWEC B.ST,3092.T,DIM.PA,HLMA.L,2371.T,4922.T,6479.T,4816.T,WisdomTree International Qual Div Gr ETF,EPIB.ST,ORNBV.HE,BOY.L,FRES.L,TEMN.SW,4543.T,8113.T,1959.T,GAW.L,MONY.L,IP.MI,LUN.CO,DMP.DE,7951.T,BUCN.SW,MYCR.ST,LIFCO B.ST,HSV.L,BC8.DE,CASH.MC,9143.T,DIA.MI,MELE.BR,2427.T,STM.PA,BPT.AX,ROR.L,5334.T,9843.T,BRG.OL,HFG.L,UPONOR.HE,BEIJ B.ST,STRS.TA,OV8.SI,4849.T,AFX.DE,9744.T,7701.T,7733.T,3738.T,PSG.MC,CMCX.L,5929.T,7532.T,6506.T,7956.T,NST.AX,2412.T,2782.T,8056.T,CWK.L,KARN.SW,EKTA B.ST,4043.T,NHF.AX,6856.T,9989.T,5857.T,3038.T,ADDT B.ST,6028.T,TNE.AX,2127.T,NEM.DE,7276.T,2815.T,MTRX.TA,345.HK,AJB.L,SBM.AX,1911.T,ALSN.SW,COK.DE,7453.T,4751.T,7988.T,6055.HK,RWS.L,FDM.L,CPR.MI,2810.T,2379.T,TOKMAN.HE,n/a,IMCD.AS,LIAB.ST,FPE,BIDI11.SA,IQDG,3107.T,SWON.SW,8850.T,SPT.L,BRG.AX,4921.T,SUM
09/23/2021,5.21,4.47,5.05,4.73,4.27,3.62,3.58,3.26,3.16,3.21,3.07,1.87,1.95,1.7,1.3,1.57,1.7,1.46,1.22,1.14,1.19,1.1,0.99,0.93,0.88,0.85,0.89,0.7,0.87,0.79,0.74,0.65,0.64,0.61,0.58,0.6,0.56,0.0,0.59,0.55,0.64,0.57,0.36,0.44,0.49,0.61,0.41,0.46,0.4,0.56,0.39,0.48,0.38,0.36,0.3,0.38,0.27,0.31,0.28,0.44,0.27,0.32,0.33,0.28,0.28,0.24,0.24,0.26,0.26,0.28,0.22,0.3,0.29,0.29,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.2,0.26,0.26,0.18,0.28,0.21,0.26,0.16,0.18,0.19,0.16,0.16,0.18,0.13,0.16,0.18,0.17,0.13,0.15,0.15,0.13,0.13,0.16,0.16,0.14,0.17,0.18,0.16,0.13,0.12,0.15,0.16,0.14,0.14,0.09,0.13,0.21,0.0,0.11,0.11,0.12,0.11,0.1,0.14,0.13,0.13,0.1,0.1,0.12,0.09,0.12,0.14,0.11,0.09,0.11,0.09,0.11,0.08,0.11,0.11,0.1,0.08,0.17,0.06,0.09,0.09,0.08,0.09,0.05,0.07,0.1,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.05,0.1,0.05,0.05,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.05,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.12,0.04,0.03,0.06,0.0,0.0,0.0,99.23
09/24/2021,5.21,4.47,5.05,4.73,4.27,3.62,3.58,3.26,3.16,3.21,3.07,1.87,1.95,1.7,1.3,1.57,1.7,1.46,1.22,1.14,1.19,1.1,0.99,0.93,0.88,0.85,0.89,0.7,0.87,0.79,0.74,0.65,0.64,0.61,0.58,0.6,0.56,0.0,0.59,0.55,0.64,0.57,0.36,0.44,0.49,0.61,0.41,0.46,0.4,0.56,0.39,0.48,0.38,0.36,0.3,0.38,0.27,0.31,0.28,0.44,0.27,0.32,0.33,0.28,0.28,0.24,0.24,0.26,0.26,0.28,0.22,0.3,0.29,0.29,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.2,0.26,0.26,0.18,0.28,0.21,0.26,0.16,0.18,0.19,0.16,0.16,0.18,0.13,0.16,0.18,0.17,0.13,0.15,0.15,0.13,0.13,0.16,0.16,0.14,0.17,0.18,0.16,0.13,0.12,0.15,0.16,0.14,0.14,0.09,0.13,0.21,0.0,0.11,0.11,0.12,0.11,0.1,0.14,0.13,0.13,0.1,0.1,0.12,0.09,0.12,0.14,0.11,0.09,0.11,0.09,0.11,0.08,0.11,0.11,0.1,0.08,0.17,0.06,0.09,0.09,0.08,0.09,0.05,0.07,0.1,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.05,0.1,0.05,0.05,0.09,0.06,0.05,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.05,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.12,0.04,0.03,0.06,0.0,0.0,0.0,99.23
09/27/2021,5.23,4.44,5.17,4.87,4.09,3.69,3.62,3.29,3.18,3.23,3.09,1.85,1.96,1.72,1.34,1.6,1.65,1.46,1.22,1.15,1.19,1.1,1.04,0.93,0.88,0.85,0.87,0.72,0.85,0.78,0.76,0.64,0.63,0.62,0.57,0.57,0.56,0.0,0.59,0.54,0.63,0.56,0.36,0.45,0.5,0.59,0.41,0.44,0.4,0.53,0.38,0.46,0.38,0.37,0.29,0.36,0.28,0.31,0.28,0.43,0.27,0.32,0.33,0.28,0.28,0.24,0.25,0.25,0.26,0.27,0.22,0.29,0.28,0.29,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.19,0.25,0.25,0.18,0.27,0.21,0.26,0.16,0.17,0.18,0.17,0.16,0.18,0.13,0.16,0.19,0.16,0.13,0.15,0.14,0.12,0.13,0.16,0.15,0.14,0.17,0.18,0.16,0.13,0.12,0.15,0.16,0.14,0.14,0.09,0.12,0.2,0.0,0.11,0.13,0.12,0.11,0.1,0.14,0.12,0.12,0.1,0.09,0.12,0.09,0.12,0.14,0.11,0.08,0.11,0.09,0.11,0.07,0.12,0.11,0.1,0.08,0.17,0.07,0.08,0.09,0.09,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.08,0.05,0.07,0.05,0.11,0.05,0.05,0.09,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.07,0.05,0.04,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.12,0.04,0.03,0.06,0.0,0.0,0.0,99.24
09/28/2021,5.24,4.34,5.15,4.87,4.2,3.6,3.63,3.29,3.21,3.24,3.09,1.87,1.94,1.71,1.4,1.57,1.65,1.44,1.21,1.16,1.21,1.1,1.01,0.91,0.86,0.85,0.87,0.72,0.85,0.8,0.8,0.66,0.62,0.6,0.57,0.58,0.56,0.0,0.58,0.53,0.64,0.57,0.35,0.45,0.49,0.58,0.41,0.45,0.39,0.53,0.38,0.46,0.38,0.38,0.28,0.36,0.28,0.31,0.28,0.44,0.27,0.32,0.34,0.28,0.28,0.24,0.23,0.25,0.26,0.28,0.21,0.29,0.29,0.28,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.19,0.25,0.25,0.19,0.28,0.21,0.25,0.17,0.17,0.18,0.16,0.16,0.18,0.13,0.16,0.18,0.17,0.14,0.15,0.14,0.12,0.13,0.18,0.15,0.14,0.17,0.18,0.16,0.14,0.12,0.15,0.16,0.14,0.14,0.09,0.12,0.2,0.0,0.11,0.14,0.12,0.11,0.1,0.14,0.13,0.12,0.1,0.09,0.12,0.09,0.12,0.14,0.11,0.08,0.11,0.09,0.11,0.07,0.13,0.11,0.1,0.08,0.17,0.07,0.08,0.09,0.09,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.05,0.11,0.05,0.05,0.09,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.11,0.04,0.03,0.06,0.0,0.0,0.0,99.28
09/29/2021,5.24,4.34,5.15,4.87,4.2,3.6,3.63,3.29,3.21,3.24,3.09,1.87,1.94,1.71,1.4,1.57,1.65,1.44,1.21,1.16,1.21,1.1,1.01,0.91,0.86,0.85,0.87,0.72,0.85,0.8,0.8,0.66,0.62,0.6,0.57,0.58,0.56,0.0,0.58,0.53,0.64,0.57,0.35,0.45,0.49,0.58,0.41,0.45,0.39,0.53,0.38,0.46,0.38,0.38,0.28,0.36,0.28,0.31,0.28,0.44,0.27,0.32,0.34,0.28,0.28,0.24,0.23,0.25,0.26,0.28,0.21,0.29,0.29,0.28,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.19,0.25,0.25,0.19,0.28,0.21,0.25,0.17,0.17,0.18,0.16,0.16,0.18,0.13,0.16,0.18,0.17,0.14,0.15,0.14,0.12,0.13,0.18,0.15,0.14,0.17,0.18,0.16,0.14,0.12,0.15,0.16,0.14,0.14,0.09,0.12,0.2,0.0,0.11,0.14,0.12,0.11,0.1,0.14,0.13,0.12,0.1,0.09,0.12,0.09,0.12,0.14,0.11,0.08,0.11,0.09,0.11,0.07,0.13,0.11,0.1,0.08,0.17,0.07,0.08,0.09,0.09,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.05,0.11,0.05,0.05,0.09,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.11,0.04,0.03,0.06,0.0,0.0,0.0,99.28
09/30/2021,5.24,4.34,5.15,4.87,4.2,3.6,3.63,3.29,3.21,3.24,3.09,1.87,1.94,1.71,1.4,1.57,1.65,1.44,1.21,1.16,1.21,1.1,1.01,0.91,0.86,0.85,0.87,0.72,0.85,0.8,0.8,0.66,0.62,0.6,0.57,0.58,0.56,0.0,0.58,0.53,0.64,0.57,0.35,0.45,0.49,0.58,0.41,0.45,0.39,0.53,0.38,0.46,0.38,0.38,0.28,0.36,0.28,0.31,0.28,0.44,0.27,0.32,0.34,0.28,0.28,0.24,0.23,0.25,0.26,0.28,0.21,0.29,0.29,0.28,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.19,0.25,0.25,0.19,0.28,0.21,0.25,0.17,0.17,0.18,0.16,0.16,0.18,0.13,0.16,0.18,0.17,0.14,0.15,0.14,0.12,0.13,0.18,0.15,0.14,0.17,0.18,0.16,0.14,0.12,0.15,0.16,0.14,0.14,0.09,0.12,0.2,0.0,0.11,0.14,0.12,0.11,0.1,0.14,0.13,0.12,0.1,0.09,0.12,0.09,0.12,0.14,0.11,0.08,0.11,0.09,0.11,0.07,0.13,0.11,0.1,0.08,0.17,0.07,0.08,0.09,0.09,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.05,0.11,0.05,0.05,0.09,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.11,0.04,0.03,0.06,0.0,0.0,0.0,99.28
10/01/2021,5.24,4.34,5.15,4.87,4.2,3.6,3.63,3.29,3.21,3.24,3.09,1.87,1.94,1.71,1.4,1.57,1.65,1.44,1.21,1.16,1.21,1.1,1.01,0.91,0.86,0.85,0.87,0.72,0.85,0.8,0.8,0.66,0.62,0.6,0.57,0.58,0.56,0.0,0.58,0.53,0.64,0.57,0.35,0.45,0.49,0.58,0.41,0.45,0.39,0.53,0.38,0.46,0.38,0.38,0.28,0.36,0.28,0.31,0.28,0.44,0.27,0.32,0.34,0.28,0.28,0.24,0.23,0.25,0.26,0.28,0.21,0.29,0.29,0.28,0.21,0.25,0.24,0.23,0.2,0.2,0.2,0.19,0.25,0.25,0.19,0.28,0.21,0.25,0.17,0.17,0.18,0.16,0.16,0.18,0.13,0.16,0.18,0.17,0.14,0.15,0.14,0.12,0.13,0.18,0.15,0.14,0.17,0.18,0.16,0.14,0.12,0.15,0.16,0.14,0.14,0.09,0.12,0.2,0.0,0.11,0.14,0.12,0.11,0.1,0.14,0.13,0.12,0.1,0.09,0.12,0.09,0.12,0.14,0.11,0.08,0.11,0.09,0.11,0.07,0.13,0.11,0.1,0.08,0.17,0.07,0.08,0.09,0.09,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.05,0.11,0.05,0.05,0.09,0.06,0.07,0.05,0.07,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.5,0.05,0.0,0.0,0.0,0.11,0.04,0.03,0.06,0.0,0.0,0.0,99.28
10/04/2021,5.36,4.33,5.38,4.9,4.17,3.74,3.73,3.31,3.24,2.94,3.05,1.89,1.96,1.76,1.53,1.49,1.6,1.5,1.17,1.21,1.17,1.07,0.98,0.92,0.86,0.81,0.84,0.71,0.84,0.78,0.79,0.65,0.62,0.59,0.56,0.55,0.56,0.0,0.58,0.53,0.63,0.58,0.36,0.44,0.47,0.58,0.43,0.45,0.41,0.5,0.38,0.44,0.39,0.4,0.27,0.35,0.26,0.32,0.28,0.42,0.28,0.3,0.33,0.28,0.28,0.23,0.23,0.25,0.25,0.28,0.22,0.29,0.27,0.28,0.21,0.25,0.24,0.22,0.19,0.19,0.2,0.2,0.24,0.23,0.19,0.28,0.2,0.26,0.17,0.16,0.18,0.16,0.16,0.17,0.13,0.16,0.18,0.16,0.14,0.16,0.14,0.13,0.13,0.17,0.15,0.14,0.16,0.18,0.15,0.15,0.12,0.15,0.15,0.13,0.14,0.09,0.12,0.18,0.0,0.11,0.14,0.12,0.11,0.1,0.14,0.13,0.12,0.1,0.09,0.12,0.09,0.12,0.14,0.11,0.08,0.11,0.09,0.1,0.08,0.12,0.1,0.09,0.08,0.17,0.08,0.08,0.09,0.09,0.09,0.05,0.06,0.09,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.05,0.07,0.06,0.11,0.05,0.05,0.09,0.06,0.07,0.05,0.07,0.04,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.07,0.06,0.06,0.07,0.05,0.05,0.05,0.0,0.04,0.03,0.05,0.04,0.04,0.04,0.03,0.0,0.0,0.04,0.04,0.0,0.0,0.03,0.0,0.53,0.05,0.0,0.0,0.0,0.11,0.04,0.0,0.06,0.0,0.0,0.0,99.21999999999998
10/05/2021,5.44,4.44,5.35,4.94,4.24,3.71,3.89,3.29,3.18,2.83,3.08,1.89,1.96,1.77,1.54,1.45,1.53,1.52,1.11,1.17,1.16,1.05,0.99,0.9,0.87,0.81,0.86,0.72,0.82,0.76,0.76,0.65,0.61,0.63,0.55,0.55,0.58,0.0,0.6,0.52,0.63,0.57,0.35,0.44,0.46,0.58,0.45,0.45,0.42,0.5,0.38,0.45,0.38,0.37,0.26,0.35,0.26,0.31,0.27,0.41,0.28,0.31,0.31,0.28,0.28,0.26,0.23,0.24,0.24,0.28,0.21,0.29,0.26,0.28,0.21,0.25,0.24,0.22,0.19,0.19,0.19,0.2,0.23,0.22,0.18,0.28,0.2,0.25,0.16,0.16,0.2,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.13,0.16,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.17,0.15,0.14,0.11,0.15,0.15,0.13,0.14,0.09,0.12,0.18,0.0,0.13,0.13,0.11,0.11,0.1,0.14,0.13,0.11,0.09,0.09,0.12,0.09,0.12,0.13,0.11,0.08,0.1,0.1,0.1,0.07,0.12,0.1,0.09,0.08,0.21,0.09,0.08,0.09,0.08,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.1,0.1,0.07,0.08,0.05,0.06,0.06,0.1,0.05,0.05,0.08,0.05,0.07,0.05,0.07,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.05,0.0,0.0,0.0,0.51,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.04,0.04,0.03,99.16
10/06/2021,5.44,4.44,5.35,4.94,4.24,3.71,3.89,3.29,3.18,2.83,3.08,1.89,1.96,1.77,1.54,1.45,1.53,1.52,1.11,1.17,1.16,1.05,0.99,0.9,0.87,0.81,0.86,0.72,0.82,0.76,0.76,0.65,0.61,0.63,0.55,0.55,0.58,0.0,0.6,0.52,0.63,0.57,0.35,0.44,0.46,0.58,0.45,0.45,0.42,0.5,0.38,0.45,0.38,0.37,0.26,0.35,0.26,0.31,0.27,0.41,0.28,0.31,0.31,0.28,0.28,0.26,0.23,0.24,0.24,0.28,0.21,0.29,0.26,0.28,0.21,0.25,0.24,0.22,0.19,0.19,0.19,0.2,0.23,0.22,0.18,0.28,0.2,0.25,0.16,0.16,0.2,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.13,0.16,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.17,0.15,0.14,0.11,0.15,0.15,0.13,0.14,0.09,0.12,0.18,0.0,0.13,0.13,0.11,0.11,0.1,0.14,0.13,0.11,0.09,0.09,0.12,0.09,0.12,0.13,0.11,0.08,0.1,0.1,0.1,0.07,0.12,0.1,0.09,0.08,0.21,0.09,0.08,0.09,0.08,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.1,0.1,0.07,0.08,0.05,0.06,0.06,0.1,0.05,0.05,0.08,0.05,0.07,0.05,0.07,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.05,0.0,0.0,0.0,0.51,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.04,0.04,0.03,99.16
10/07/2021,5.44,4.44,5.35,4.94,4.24,3.71,3.89,3.29,3.18,2.83,3.08,1.89,1.96,1.77,1.54,1.45,1.53,1.52,1.11,1.17,1.16,1.05,0.99,0.9,0.87,0.81,0.86,0.72,0.82,0.76,0.76,0.65,0.61,0.63,0.55,0.55,0.58,0.0,0.6,0.52,0.63,0.57,0.35,0.44,0.46,0.58,0.45,0.45,0.42,0.5,0.38,0.45,0.38,0.37,0.26,0.35,0.26,0.31,0.27,0.41,0.28,0.31,0.31,0.28,0.28,0.26,0.23,0.24,0.24,0.28,0.21,0.29,0.26,0.28,0.21,0.25,0.24,0.22,0.19,0.19,0.19,0.2,0.23,0.22,0.18,0.28,0.2,0.25,0.16,0.16,0.2,0.16,0.16,0.17,0.15,0.15,0.17,0.16,0.13,0.16,0.14,0.15,0.14,0.16,0.14,0.14,0.16,0.17,0.15,0.14,0.11,0.15,0.15,0.13,0.14,0.09,0.12,0.18,0.0,0.13,0.13,0.11,0.11,0.1,0.14,0.13,0.11,0.09,0.09,0.12,0.09,0.12,0.13,0.11,0.08,0.1,0.1,0.1,0.07,0.12,0.1,0.09,0.08,0.21,0.09,0.08,0.09,0.08,0.09,0.05,0.07,0.09,0.08,0.07,0.07,0.07,0.07,0.1,0.1,0.07,0.08,0.05,0.06,0.06,0.1,0.05,0.05,0.08,0.05,0.07,0.05,0.07,0.04,0.05,0.06,0.06,0.05,0.06,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.04,0.05,0.0,0.0,0.0,0.51,0.08,0.0,0.0,0.0,0.11,0.0,0.0,0.06,0.04,0.04,0.03,99.16
10/08/2021,5.5,4.49,5.37,4.92,4.22,3.75,4.0,3.28,3.2,2.76,3.14,1.9,1.94,1.8,1.55,1.42,1.48,1.51,1.06,1.17,1.16,1.05,0.97,0.9,0.87,0.81,0.86,0.72,0.79,0.74,0.76,0.65,0.6,0.63,0.54,0.55,0.59,0.0,0.59,0.53,0.63,0.57,0.34,0.44,0.48,0.56,0.45,0.45,0.42,0.52,0.38,0.45,0.38,0.34,0.27,0.34,0.26,0.31,0.27,0.4,0.28,0.3,0.31,0.28,0.28,0.26,0.22,0.24,0.24,0.28,0.21,0.28,0.25,0.28,0.21,0.25,0.23,0.21,0.18,0.19,0.19,0.2,0.23,0.21,0.18,0.29,0.2,0.25,0.17,0.16,0.2,0.16,0.16,0.17,0.15,0.16,0.18,0.15,0.13,0.17,0.14,0.15,0.14,0.16,0.14,0.13,0.16,0.17,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.09,0.11,0.18,0.0,0.13,0.14,0.11,0.11,0.1,0.14,0.12,0.11,0.09,0.09,0.11,0.09,0.12,0.13,0.11,0.08,0.1,0.1,0.1,0.07,0.11,0.1,0.09,0.08,0.2,0.09,0.08,0.09,0.08,0.09,0.05,0.06,0.09,0.08,0.07,0.07,0.07,0.07,0.09,0.1,0.07,0.08,0.05,0.06,0.07,0.1,0.05,0.05,0.08,0.05,0.07,0.05,0.07,0.04,0.05,0.08,0.06,0.05,0.06,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.51,0.08,0.0,0.0,0.0,0.11,0.04,0.0,0.06,0.04,0.04,0.03,99.08
10/11/2021,5.5,4.48,5.31,4.96,4.24,3.76,4.02,3.33,3.2,2.85,3.15,1.9,1.96,1.79,1.55,1.46,1.42,1.51,1.06,1.18,1.17,1.05,0.94,0.89,0.88,0.81,0.87,0.72,0.75,0.78,0.74,0.62,0.61,0.64,0.54,0.55,0.59,0.0,0.59,0.52,0.62,0.58,0.34,0.43,0.49,0.57,0.41,0.46,0.43,0.51,0.38,0.45,0.38,0.35,0.27,0.34,0.25,0.31,0.27,0.4,0.28,0.29,0.3,0.28,0.28,0.27,0.22,0.24,0.24,0.27,0.2,0.29,0.24,0.28,0.21,0.26,0.24,0.22,0.18,0.19,0.2,0.19,0.23,0.21,0.19,0.28,0.19,0.25,0.17,0.16,0.19,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.13,0.16,0.13,0.15,0.14,0.16,0.14,0.13,0.16,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.09,0.11,0.18,0.0,0.13,0.14,0.11,0.11,0.1,0.13,0.12,0.11,0.09,0.09,0.11,0.09,0.12,0.13,0.11,0.08,0.1,0.1,0.1,0.07,0.11,0.1,0.09,0.08,0.21,0.09,0.08,0.09,0.08,0.09,0.05,0.06,0.09,0.08,0.07,0.07,0.07,0.07,0.09,0.09,0.07,0.08,0.05,0.06,0.06,0.1,0.05,0.05,0.08,0.06,0.07,0.05,0.07,0.04,0.06,0.08,0.06,0.05,0.06,0.05,0.06,0.06,0.07,0.06,0.07,0.07,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.0,0.04,0.0,0.05,0.0,0.0,0.0,0.5,0.08,0.0,0.0,0.0,0.11,0.04,0.0,0.06,0.04,0.04,0.04,99.12
10/12/2021,5.61,4.59,5.24,4.92,4.2,3.78,4.09,3.32,3.23,2.84,3.17,1.96,1.95,1.81,1.52,1.46,1.46,1.49,1.06,1.16,1.16,1.06,0.94,0.89,0.86,0.82,0.86,0.71,0.73,0.77,0.74,0.61,0.61,0.63,0.54,0.55,0.61,0.0,0.58,0.53,0.63,0.55,0.35,0.43,0.49,0.56,0.41,0.45,0.42,0.51,0.38,0.45,0.39,0.33,0.28,0.34,0.26,0.3,0.27,0.39,0.28,0.28,0.3,0.28,0.28,0.27,0.23,0.23,0.24,0.27,0.21,0.29,0.24,0.27,0.21,0.26,0.24,0.21,0.18,0.19,0.21,0.19,0.23,0.21,0.19,0.28,0.19,0.24,0.17,0.16,0.19,0.16,0.16,0.16,0.16,0.15,0.18,0.15,0.13,0.16,0.13,0.16,0.14,0.17,0.14,0.13,0.15,0.16,0.15,0.14,0.11,0.14,0.14,0.13,0.14,0.09,0.11,0.18,0.0,0.13,0.14,0.11,0.11,0.1,0.13,0.12,0.11,0.09,0.09,0.12,0.09,0.12,0.13,0.11,0.08,0.1,0.1,0.09,0.07,0.11,0.1,0.09,0.08,0.2,0.09,0.08,0.09,0.08,0.09,0.05,0.06,0.09,0.08,0.07,0.07,0.07,0.07,0.09,0.09,0.07,0.08,0.05,0.06,0.06,0.1,0.05,0.05,0.09,0.05,0.07,0.05,0.07,0.04,0.05,0.08,0.06,0.05,0.06,0.05,0.06,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.0,0.04,0.0,0.05,0.04,0.04,0.04,0.0,0.0,0.0,0.03,0.0,0.05,0.0,0.0,0.0,0.5,0.08,0.0,0.0,0.0,0.11,0.04,0.0,0.06,0.04,0.04,0.04,99.2
