,RIO.L,BHP.AX,ULVR.L,MC.PA,9434.T,GSK.L,ROG.SW,SAP.DE,LIN,ASML.AS,NOVO B.CO,RIO.AX,REL.L,RO.SW,688.HK,PGHN.SW,8035.T,388.HK,KNIN.SW,5108.T,SHL.DE,RMS.PA,NESTE.HE,KNEBV.HE,GIVN.SW,CSL.AX,ATCO A.ST,ORSTED.CO,6981.T,IFX.DE,6758.T,4519.T,AHT.L,GEBN.SW,COLO B.CO,ATCOB.ST,4503.T,688012.SS,WKL.AS,GMG.AX,6098.T,669.HK,FXPO.L,BKG.L,SIKA.SW,ASM.AS,9983.T,4452.T,HL.L,6861.T,BXB.AX,6367.T,RACE.MI,VWS.CO,MIN.AX,KBX.DE,LOGN.SW,S68.SI,SN.L,7741.T,4523.T,EVO.ST,7832.T,REC.MI,BNZL.L,VALMT.HE,ITRK.L,NZYM B.CO,IMI.L,4704.T,ASHM.L,EQT.ST,6857.T,CRDA.L,AXFO.ST,JMT.LS,ENX.PA,DSV.CO,6146.T,SCHP.SW,VRLA.PA,1093.HK,4307.T,BESI.AS,RBREW.CO,4507.T,6869.T,DMP.AX,FAE.MC,BSL.AX,4768.T,SY1.DE,SFSN.SW,4684.T,EVN.AX,GRF.MC,CHC.AX,4732.T,TRI.PA,81.HK,9435.T,JBH.AX,GTT.PA,4716.T,6383.T,FPE.,9719.T,4021.T,SPX.L,2670.T,SWEC B.ST,3092.T,DIM.PA,HLMA.L,2371.T,4922.T,6479.T,4816.T,WisdomTree International Qual Div Gr ETF,EPIB.ST,ORNBV.HE,BOY.L,FRES.L,TEMN.SW,4543.T,8113.T,1959.T,GAW.L,MONY.L,IP.MI,LUN.CO,DMP.DE,7951.T,BUCN.SW,MYCR.ST,LIFCO B.ST,HSV.L,BC8.DE,CASH.MC,9143.T,DIA.MI,MELE.BR,2427.T,STM.PA,BPT.AX,ROR.L,5334.T,9843.T,BRG.OL,HFG.L,UPONOR.HE,BEIJ B.ST,STRS.TA,OV8.SI,4849.T,AFX.DE,9744.T,7701.T,7733.T,3738.T,PSG.MC,CMCX.L,5929.T,7532.T,6506.T,7956.T,NST.AX,2412.T,2782.T,8056.T,CWK.L,KARN.SW,EKTA B.ST,4043.T,NHF.AX,6856.T,9989.T,5857.T,3038.T,ADDT B.ST,6028.T,TNE.AX,2127.T,NEM.DE,7276.T,2815.T,MTRX.TA,345.HK,AJB.L,SBM.AX,1911.T,ALSN.SW,COK.DE,7453.T,4751.T,7988.T,6055.HK,RWS.L,FDM.L,CPR.MI,2810.T,2379.T,TOKMAN.HE,n/a,IMCD.AS,LIAB.ST,FPE,BIDI11.SA,IQDG,3107.T,SWON.SW,8850.T,SPT.L,BRG.AX,4921.T,SUM
08/20/2021,5.82,5.79,5.18,5.1,3.86,3.85,3.81,3.25,3.1,2.86,2.99,2.2,1.89,1.81,1.48,1.56,1.33,1.4,1.08,1.08,1.19,1.12,0.94,1.0,0.89,0.8,0.85,0.74,0.75,0.72,0.65,0.61,0.59,0.63,0.6,0.59,0.49,0.0,0.58,0.53,0.54,0.6,0.42,0.48,0.5,0.51,0.4,0.43,0.41,0.49,0.4,0.45,0.39,0.35,0.36,0.36,0.3,0.32,0.29,0.39,0.28,0.29,0.26,0.31,0.29,0.25,0.23,0.26,0.25,0.25,0.23,0.31,0.23,0.29,0.22,0.24,0.22,0.21,0.19,0.22,0.2,0.22,0.2,0.2,0.18,0.22,0.17,0.2,0.16,0.2,0.17,0.17,0.16,0.16,0.14,0.14,0.17,0.15,0.14,0.16,0.14,0.14,0.14,0.15,0.13,0.0,0.14,0.13,0.16,0.13,0.11,0.14,0.15,0.13,0.12,0.09,0.12,0.14,0.0,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.51,0.0,0.0,0.12,0.03,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.35
08/23/2021,5.65,5.31,5.18,4.85,3.87,3.94,3.88,3.31,3.16,2.89,3.11,2.11,1.91,1.84,1.5,1.6,1.33,1.4,1.13,1.08,1.22,1.09,0.95,1.01,0.91,0.79,0.84,0.78,0.77,0.72,0.65,0.63,0.6,0.63,0.59,0.59,0.51,0.0,0.58,0.54,0.55,0.58,0.41,0.48,0.5,0.51,0.4,0.44,0.41,0.49,0.41,0.45,0.38,0.35,0.34,0.36,0.3,0.33,0.29,0.38,0.29,0.31,0.27,0.32,0.3,0.25,0.24,0.26,0.26,0.25,0.23,0.32,0.23,0.29,0.23,0.25,0.23,0.22,0.19,0.22,0.2,0.22,0.22,0.2,0.19,0.22,0.17,0.22,0.16,0.19,0.18,0.17,0.16,0.16,0.14,0.14,0.17,0.15,0.14,0.17,0.14,0.14,0.14,0.15,0.13,0.0,0.14,0.14,0.16,0.13,0.12,0.14,0.16,0.13,0.12,0.09,0.12,0.13,0.0,0.11,0.11,0.13,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.09,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.09,0.07,0.07,0.06,0.08,0.07,0.07,0.07,0.07,0.06,0.05,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.0,0.03,0.03,0.03,0.03,0.03,0.51,0.0,0.0,0.12,0.03,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.33
08/24/2021,5.58,4.95,5.27,4.66,3.93,3.95,3.91,3.35,3.22,2.96,3.21,2.0,1.93,1.85,1.46,1.61,1.31,1.37,1.13,1.06,1.22,1.06,0.95,1.03,0.93,0.83,0.86,0.83,0.76,0.74,0.65,0.67,0.58,0.64,0.6,0.6,0.53,0.0,0.59,0.55,0.56,0.58,0.39,0.48,0.51,0.52,0.4,0.45,0.41,0.49,0.42,0.45,0.38,0.37,0.31,0.36,0.3,0.33,0.3,0.39,0.29,0.3,0.27,0.32,0.3,0.24,0.24,0.27,0.26,0.26,0.23,0.32,0.23,0.3,0.23,0.26,0.24,0.22,0.19,0.22,0.2,0.21,0.22,0.2,0.19,0.23,0.17,0.23,0.16,0.18,0.18,0.18,0.16,0.16,0.14,0.15,0.17,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.13,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.12,0.09,0.11,0.13,0.0,0.11,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.09,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.0,0.03,0.04,0.03,0.03,0.52,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
08/25/2021,5.58,4.95,5.27,4.66,3.93,3.95,3.91,3.35,3.22,2.96,3.21,2.0,1.93,1.85,1.46,1.61,1.31,1.37,1.13,1.06,1.22,1.06,0.95,1.03,0.93,0.83,0.86,0.83,0.76,0.74,0.65,0.67,0.58,0.64,0.6,0.6,0.53,0.0,0.59,0.55,0.56,0.58,0.39,0.48,0.51,0.52,0.4,0.45,0.41,0.49,0.42,0.45,0.38,0.37,0.31,0.36,0.3,0.33,0.3,0.39,0.29,0.3,0.27,0.32,0.3,0.24,0.24,0.27,0.26,0.26,0.23,0.32,0.23,0.3,0.23,0.26,0.24,0.22,0.19,0.22,0.2,0.21,0.22,0.2,0.19,0.23,0.17,0.23,0.16,0.18,0.18,0.18,0.16,0.16,0.14,0.15,0.17,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.13,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.12,0.09,0.11,0.13,0.0,0.11,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.09,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.0,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
08/26/2021,5.58,4.95,5.27,4.66,3.93,3.95,3.91,3.35,3.22,2.96,3.21,2.0,1.93,1.85,1.46,1.61,1.31,1.37,1.13,1.06,1.22,1.06,0.95,1.03,0.93,0.83,0.86,0.83,0.76,0.74,0.65,0.67,0.58,0.64,0.6,0.6,0.53,0.0,0.59,0.55,0.56,0.58,0.39,0.48,0.51,0.52,0.4,0.45,0.41,0.49,0.42,0.45,0.38,0.37,0.31,0.36,0.3,0.33,0.3,0.39,0.29,0.3,0.27,0.32,0.3,0.24,0.24,0.27,0.26,0.26,0.23,0.32,0.23,0.3,0.23,0.26,0.24,0.22,0.19,0.22,0.2,0.21,0.22,0.2,0.19,0.23,0.17,0.23,0.16,0.18,0.18,0.18,0.16,0.16,0.14,0.15,0.17,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.13,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.12,0.09,0.11,0.13,0.0,0.11,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.09,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.06,0.06,0.05,0.07,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.04,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.0,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.38
08/27/2021,5.58,4.95,5.21,4.75,3.91,3.89,3.87,3.33,3.19,3.0,3.15,1.98,1.92,1.84,1.43,1.6,1.33,1.42,1.15,1.07,1.23,1.09,0.96,1.03,0.93,0.83,0.86,0.83,0.76,0.73,0.66,0.66,0.59,0.64,0.6,0.6,0.54,0.0,0.59,0.55,0.57,0.59,0.4,0.47,0.51,0.53,0.4,0.45,0.41,0.5,0.42,0.46,0.38,0.37,0.31,0.36,0.3,0.31,0.29,0.39,0.28,0.3,0.28,0.32,0.3,0.24,0.24,0.27,0.25,0.26,0.23,0.32,0.23,0.3,0.23,0.25,0.23,0.22,0.19,0.22,0.2,0.21,0.22,0.21,0.19,0.23,0.17,0.23,0.16,0.19,0.18,0.18,0.16,0.17,0.14,0.15,0.18,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.12,0.09,0.11,0.13,0.0,0.11,0.11,0.12,0.11,0.11,0.12,0.12,0.12,0.11,0.11,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.04,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.0,0.04,0.03,0.03,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.3
08/30/2021,5.76,5.11,5.12,4.64,3.89,3.84,3.8,3.29,3.17,3.01,3.06,2.08,1.91,1.81,1.43,1.62,1.35,1.43,1.14,1.06,1.21,1.07,0.98,1.03,0.91,0.85,0.87,0.81,0.76,0.76,0.69,0.66,0.59,0.63,0.59,0.6,0.52,0.0,0.59,0.53,0.57,0.59,0.43,0.47,0.5,0.53,0.4,0.44,0.42,0.51,0.41,0.46,0.38,0.37,0.33,0.36,0.29,0.31,0.3,0.39,0.28,0.32,0.28,0.31,0.3,0.25,0.24,0.27,0.26,0.26,0.24,0.32,0.23,0.29,0.22,0.25,0.23,0.22,0.19,0.22,0.2,0.21,0.22,0.21,0.19,0.24,0.18,0.23,0.16,0.19,0.18,0.17,0.16,0.17,0.14,0.15,0.18,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.13,0.09,0.12,0.14,0.0,0.12,0.11,0.13,0.11,0.11,0.12,0.12,0.12,0.11,0.1,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.04,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.31
08/31/2021,5.73,5.03,5.12,4.66,3.89,3.82,3.84,3.31,3.18,3.08,3.02,2.06,1.92,1.84,1.42,1.61,1.38,1.41,1.16,1.06,1.2,1.06,0.98,1.05,0.92,0.85,0.87,0.79,0.75,0.77,0.67,0.65,0.59,0.64,0.59,0.6,0.52,0.0,0.6,0.54,0.57,0.6,0.42,0.47,0.51,0.55,0.4,0.44,0.42,0.5,0.41,0.46,0.38,0.37,0.32,0.37,0.29,0.31,0.29,0.39,0.28,0.31,0.28,0.31,0.3,0.25,0.24,0.27,0.26,0.26,0.24,0.32,0.23,0.29,0.22,0.25,0.23,0.22,0.19,0.22,0.2,0.2,0.23,0.22,0.19,0.23,0.17,0.24,0.16,0.19,0.17,0.17,0.17,0.16,0.14,0.15,0.18,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.13,0.09,0.11,0.14,0.0,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.31
09/01/2021,5.73,5.03,5.12,4.66,3.89,3.82,3.84,3.31,3.18,3.08,3.02,2.06,1.92,1.84,1.42,1.61,1.38,1.41,1.16,1.06,1.2,1.06,0.98,1.05,0.92,0.85,0.87,0.79,0.75,0.77,0.67,0.65,0.59,0.64,0.59,0.6,0.52,0.0,0.6,0.54,0.57,0.6,0.42,0.47,0.51,0.55,0.4,0.44,0.42,0.5,0.41,0.46,0.38,0.37,0.32,0.37,0.29,0.31,0.29,0.39,0.28,0.31,0.28,0.31,0.3,0.25,0.24,0.27,0.26,0.26,0.24,0.32,0.23,0.29,0.22,0.25,0.23,0.22,0.19,0.22,0.2,0.2,0.23,0.22,0.19,0.23,0.17,0.24,0.16,0.19,0.17,0.17,0.17,0.16,0.14,0.15,0.18,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.13,0.09,0.11,0.14,0.0,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.31
09/02/2021,5.73,5.03,5.12,4.66,3.89,3.82,3.84,3.31,3.18,3.08,3.02,2.06,1.92,1.84,1.42,1.61,1.38,1.41,1.16,1.06,1.2,1.06,0.98,1.05,0.92,0.85,0.87,0.79,0.75,0.77,0.67,0.65,0.59,0.64,0.59,0.6,0.52,0.0,0.6,0.54,0.57,0.6,0.42,0.47,0.51,0.55,0.4,0.44,0.42,0.5,0.41,0.46,0.38,0.37,0.32,0.37,0.29,0.31,0.29,0.39,0.28,0.31,0.28,0.31,0.3,0.25,0.24,0.27,0.26,0.26,0.24,0.32,0.23,0.29,0.22,0.25,0.23,0.22,0.19,0.22,0.2,0.2,0.23,0.22,0.19,0.23,0.17,0.24,0.16,0.19,0.17,0.17,0.17,0.16,0.14,0.15,0.18,0.15,0.14,0.17,0.14,0.13,0.14,0.15,0.14,0.14,0.15,0.15,0.16,0.13,0.12,0.14,0.16,0.14,0.13,0.09,0.11,0.14,0.0,0.12,0.11,0.13,0.11,0.11,0.11,0.12,0.12,0.11,0.1,0.12,0.09,0.11,0.1,0.09,0.09,0.11,0.09,0.1,0.08,0.09,0.1,0.1,0.07,0.1,0.06,0.08,0.08,0.08,0.09,0.05,0.08,0.09,0.08,0.07,0.06,0.08,0.07,0.08,0.07,0.07,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.07,0.06,0.05,0.05,0.06,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.04,0.05,0.03,0.05,0.04,0.04,0.05,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.12,0.03,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.31
