,HCSG,OMI,USPH,CNMD,PDCO,ATRI,SWCH,MEI,SSTK,PRGS,CSGS,PBI,EBIX,XPER,AVT,DDS,VSH,SLP,SHEN,IDI.,CCOI,GTN,TDS,ELY,GOLF,PZZA,BKE,GHC,KTB,LEVI,MLHR,SHOO,JW.A,SBTA.,PRG,HNI,HRB,GES,CWH,MTDR,WWE,JACK,IPAR,MUR,SCS,TGNA,FRG,RAVN,LCII,DAN,GPI,MNRO,PTEN,PSMT,MUSA,CLB,BIG,RCII,SAH,US Dollar,WHD,UFS,GIC,LZB,WGO,WWW,RUSHA,MDC,HP,CBRL,STRA,FL9.,WTS,ETRN,EVTC,HL,MLAB,BDC,AIMC,BMI,WIRE,NPO,NSP,KFY,HCC,IBP,MAC,OTTR,MWA,MED,AIN,HLIO,DLX,COKE,RILY,ANAT,ENS,FELE,TTEC,FLOW,SSF.,MAXR,MTRN,ICFI,FUL,GEF,FWRD,B,AROC,EPAC,DK,CVA,FIX,CBT,BRC,FSS,AZZ,NAVI,R,MGRC,TEX,UNF,INT,MOG.A,TN1.,MATX,MANT,LNN,KALU,GVA,BCPC,ACA,AIT,MRTN,SAFM,WERN,TRTN,TRN,BCO,KAMN,MTX,KAI,GATX,ADS,ALG,HI,SJI,NSA,MLI,KRO,HLI,CMC,GFF,CSWI,C6M.,CNS,AVNT,FDP,PRIM,JJSF,OFLX,PATK,PIPR,SKT,SNDR,SCL,GBX,UFPI,VRTS,KMT,FCFS,IRT,CRS,HTLD,ABM,BCC,BSIG,AWR,CIM,CMP,EPC,ESE,EPRT,CASH,WOR,WRI,UE,TSE,SJW,NUS,MSEX,MFA,MGEE,HY,ARI,EAF,AKR,ALE,AAT,ABR,ARCB,AGO,ASTE,SITC,IDCC,SBGI,CVI,Us Dollars,SXT,TNC,CORE,SFBS,ILPT,PJT,CPK,CWT,EPR,SWX,STC,NRC,SEM,CCS,PDCE,IOSP,SWM,WMK,UTZ,WRE,UNIT,TR,FCPT,DEA,OFC,LXP,PDM,NHI,NWN,NWE,SR,RPAI,SBRA,SPB,LTC,CLI,HMN,CALM,HPP,CTRE,BDN,AVA,CWEN,ALX,JOE,LKFN,KW,n/a,VGR,ARGO,FBK,SUM
07/28/2021,1.41,1.84,1.56,1.62,1.65,1.65,0.91,0.85,0.99,0.92,0.89,0.25,0.8,0.86,0.92,0.41,0.89,0.8,0.65,0.0,0.6,0.38,0.61,0.0,0.43,0.47,0.36,0.43,0.41,0.4,0.39,0.4,0.38,0.0,0.38,0.37,0.43,0.34,0.39,0.3,0.35,0.41,0.43,0.31,0.38,0.38,0.4,0.0,0.45,0.4,0.45,0.41,0.28,0.39,0.44,0.3,0.38,0.43,0.45,0.0,0.35,0.0,0.43,0.37,0.42,0.41,0.45,0.42,0.31,0.39,0.38,0.0,0.26,0.34,0.26,0.23,0.27,0.24,0.25,0.26,0.24,0.24,0.27,0.23,0.36,0.25,0.0,0.26,0.26,0.21,0.24,0.26,0.24,0.22,0.0,0.0,0.25,0.26,0.25,0.3,0.0,0.22,0.24,0.26,0.25,0.25,0.25,0.25,0.32,0.25,0.27,0.23,0.25,0.25,0.25,0.25,0.26,0.0,0.25,0.24,0.25,0.24,0.33,0.24,0.0,0.26,0.26,0.25,0.24,0.23,0.26,0.32,0.25,0.24,0.21,0.26,0.24,0.25,0.25,0.23,0.25,0.26,0.26,0.24,0.24,0.26,0.0,0.22,0.26,0.25,0.0,0.26,0.24,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.28,0.27,0.0,0.0,0.25,0.25,0.25,0.26,0.0,0.25,0.0,0.23,0.25,0.25,0.27,0.22,0.0,0.22,0.0,0.3,0.0,0.25,0.22,0.0,0.26,0.0,0.0,0.23,0.22,0.0,0.24,0.0,0.21,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.53,0.35,0.0,0.32,0.26,0.25,0.0,0.0,0.21,0.21,0.0,0.22,0.0,0.22,0.0,1.9,1.55,0.39,0.3,0.25,0.24,0.21,0.22,0.22,0.22,0.21,0.22,0.21,0.22,0.22,0.21,0.0,0.0,0.21,0.0,0.22,0.0,0.21,0.21,0.21,0.0,0.0,0.0,0.22,0.21,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.03999999999999
07/29/2021,1.39,1.85,1.45,1.62,1.64,1.63,0.9,0.86,1.01,0.91,0.89,0.25,0.82,0.84,0.93,0.42,0.89,0.77,0.65,0.0,0.59,0.38,0.61,0.0,0.43,0.45,0.36,0.42,0.42,0.4,0.39,0.41,0.39,0.0,0.38,0.37,0.43,0.35,0.39,0.31,0.35,0.41,0.44,0.33,0.38,0.38,0.4,0.0,0.45,0.4,0.44,0.4,0.29,0.39,0.45,0.31,0.38,0.43,0.45,0.0,0.35,0.0,0.43,0.37,0.42,0.42,0.44,0.41,0.32,0.39,0.38,0.0,0.26,0.35,0.25,0.23,0.27,0.24,0.24,0.26,0.24,0.24,0.26,0.24,0.36,0.24,0.0,0.26,0.26,0.21,0.23,0.26,0.24,0.21,0.0,0.0,0.25,0.26,0.25,0.32,0.0,0.22,0.24,0.26,0.26,0.25,0.25,0.25,0.34,0.25,0.28,0.23,0.24,0.25,0.25,0.25,0.26,0.0,0.25,0.24,0.25,0.24,0.33,0.24,0.0,0.26,0.26,0.24,0.25,0.23,0.26,0.31,0.25,0.24,0.0,0.26,0.25,0.26,0.25,0.23,0.26,0.26,0.26,0.24,0.24,0.26,0.0,0.22,0.26,0.25,0.0,0.27,0.24,0.25,0.0,0.0,0.25,0.0,0.25,0.21,0.28,0.28,0.0,0.0,0.25,0.26,0.25,0.26,0.0,0.25,0.0,0.22,0.25,0.25,0.27,0.22,0.0,0.22,0.0,0.3,0.0,0.25,0.22,0.0,0.27,0.0,0.0,0.23,0.22,0.0,0.24,0.0,0.21,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.21,0.53,0.36,0.0,0.34,0.26,0.25,0.0,0.0,0.21,0.0,0.0,0.22,0.0,0.22,0.0,1.88,1.53,0.38,0.31,0.25,0.24,0.21,0.22,0.22,0.21,0.21,0.21,0.22,0.22,0.22,0.21,0.0,0.0,0.21,0.0,0.22,0.0,0.22,0.21,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.96000000000001
07/30/2021,1.39,1.85,1.71,1.65,1.66,1.62,0.9,0.85,0.95,0.91,0.88,0.24,0.8,0.83,0.92,0.41,0.87,0.76,0.65,0.0,0.59,0.38,0.61,0.0,0.42,0.46,0.35,0.42,0.41,0.39,0.39,0.41,0.39,0.0,0.39,0.37,0.43,0.35,0.39,0.3,0.35,0.41,0.43,0.32,0.38,0.38,0.4,0.0,0.45,0.39,0.44,0.41,0.29,0.39,0.45,0.31,0.37,0.43,0.46,0.0,0.35,0.0,0.43,0.37,0.41,0.41,0.44,0.41,0.32,0.39,0.39,0.0,0.26,0.34,0.25,0.23,0.27,0.24,0.24,0.26,0.24,0.24,0.27,0.24,0.36,0.25,0.0,0.26,0.26,0.0,0.25,0.26,0.24,0.21,0.0,0.0,0.25,0.26,0.25,0.32,0.0,0.22,0.24,0.26,0.26,0.25,0.25,0.25,0.33,0.25,0.28,0.23,0.24,0.24,0.25,0.25,0.26,0.0,0.25,0.24,0.25,0.24,0.33,0.24,0.0,0.26,0.26,0.24,0.25,0.23,0.26,0.32,0.24,0.24,0.0,0.26,0.24,0.25,0.25,0.23,0.26,0.25,0.26,0.24,0.24,0.26,0.0,0.22,0.26,0.25,0.0,0.27,0.24,0.25,0.0,0.0,0.25,0.0,0.25,0.0,0.28,0.27,0.0,0.0,0.25,0.26,0.25,0.26,0.0,0.25,0.0,0.0,0.25,0.25,0.26,0.22,0.0,0.22,0.0,0.3,0.0,0.25,0.22,0.0,0.26,0.0,0.0,0.23,0.22,0.0,0.25,0.0,0.21,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.21,0.53,0.35,0.0,0.34,0.26,0.25,0.0,0.0,0.21,0.0,0.21,0.23,0.0,0.22,0.0,1.89,1.52,0.38,0.3,0.25,0.24,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.0,0.22,0.0,0.22,0.21,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.03
08/02/2021,1.36,1.77,1.67,1.64,1.65,1.65,0.88,0.87,0.99,0.89,0.88,0.24,0.82,0.85,0.93,0.41,0.88,0.78,0.64,0.0,0.58,0.39,0.59,0.0,0.42,0.45,0.34,0.42,0.4,0.4,0.38,0.41,0.4,0.0,0.37,0.35,0.42,0.34,0.39,0.3,0.34,0.4,0.43,0.33,0.37,0.38,0.4,0.0,0.46,0.41,0.44,0.38,0.29,0.39,0.45,0.3,0.36,0.44,0.48,0.0,0.35,0.0,0.43,0.37,0.43,0.41,0.44,0.42,0.31,0.38,0.43,0.0,0.26,0.34,0.25,0.24,0.27,0.25,0.24,0.26,0.27,0.24,0.27,0.24,0.39,0.25,0.0,0.26,0.26,0.0,0.24,0.26,0.23,0.0,0.0,0.21,0.25,0.25,0.25,0.32,0.0,0.22,0.24,0.26,0.26,0.25,0.25,0.25,0.34,0.24,0.28,0.23,0.24,0.25,0.24,0.25,0.26,0.0,0.26,0.24,0.25,0.23,0.35,0.24,0.0,0.26,0.26,0.24,0.26,0.24,0.26,0.32,0.25,0.24,0.0,0.26,0.25,0.25,0.25,0.23,0.26,0.26,0.26,0.24,0.24,0.26,0.0,0.22,0.25,0.25,0.0,0.27,0.25,0.25,0.0,0.0,0.25,0.0,0.26,0.0,0.28,0.28,0.0,0.0,0.26,0.25,0.25,0.26,0.0,0.25,0.0,0.21,0.25,0.25,0.27,0.22,0.0,0.22,0.0,0.3,0.0,0.25,0.22,0.0,0.27,0.0,0.0,0.23,0.22,0.0,0.25,0.0,0.21,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.24,0.22,0.53,0.35,0.0,0.34,0.26,0.25,0.0,0.0,0.21,0.21,0.21,0.23,0.0,0.21,0.0,1.87,1.51,0.42,0.3,0.25,0.25,0.22,0.21,0.22,0.22,0.21,0.21,0.22,0.22,0.22,0.21,0.0,0.0,0.21,0.0,0.22,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.0,0.0,0.22,0.21,0.21,0.21,0.0,0.0,0.0,0.0,0.0,75.08
08/03/2021,1.35,1.79,1.67,1.64,1.68,1.66,0.89,0.88,1.0,0.89,0.87,0.23,0.81,0.85,0.94,0.41,0.89,0.78,0.64,0.53,0.6,0.38,0.58,0.0,0.42,0.44,0.34,0.43,0.4,0.4,0.37,0.41,0.4,0.35,0.37,0.34,0.42,0.34,0.39,0.3,0.35,0.4,0.43,0.32,0.37,0.38,0.39,0.0,0.45,0.41,0.46,0.37,0.28,0.4,0.45,0.3,0.35,0.44,0.49,0.42,0.34,0.0,0.44,0.37,0.43,0.4,0.44,0.43,0.3,0.37,0.42,0.0,0.26,0.33,0.25,0.23,0.27,0.24,0.24,0.26,0.26,0.24,0.28,0.24,0.38,0.25,0.0,0.26,0.26,0.21,0.24,0.26,0.23,0.0,0.0,0.21,0.25,0.26,0.26,0.32,0.26,0.23,0.24,0.26,0.26,0.25,0.25,0.25,0.33,0.24,0.28,0.23,0.24,0.25,0.25,0.25,0.26,0.0,0.26,0.24,0.25,0.24,0.38,0.23,0.25,0.27,0.26,0.24,0.25,0.23,0.26,0.32,0.25,0.24,0.21,0.26,0.25,0.25,0.25,0.22,0.26,0.26,0.26,0.23,0.24,0.26,0.0,0.22,0.26,0.25,0.0,0.27,0.23,0.25,0.0,0.0,0.25,0.0,0.26,0.0,0.27,0.29,0.0,0.0,0.26,0.25,0.25,0.26,0.0,0.25,0.0,0.0,0.24,0.25,0.26,0.22,0.0,0.22,0.0,0.3,0.0,0.25,0.22,0.0,0.27,0.0,0.0,0.23,0.22,0.0,0.25,0.0,0.21,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.21,0.0,1.88,1.53,0.42,0.3,0.25,0.25,0.21,0.22,0.21,0.22,0.21,0.0,0.22,0.21,0.22,0.21,0.21,0.0,0.21,0.0,0.22,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,75.14
08/04/2021,1.35,1.79,1.67,1.64,1.68,1.66,0.89,0.88,1.0,0.89,0.87,0.23,0.81,0.85,0.94,0.41,0.89,0.78,0.64,0.53,0.6,0.38,0.58,0.0,0.42,0.44,0.34,0.43,0.4,0.4,0.37,0.41,0.4,0.35,0.37,0.34,0.42,0.34,0.39,0.3,0.35,0.4,0.43,0.32,0.37,0.38,0.39,0.0,0.45,0.41,0.46,0.37,0.28,0.4,0.45,0.3,0.35,0.44,0.49,0.42,0.34,0.0,0.44,0.37,0.43,0.4,0.44,0.43,0.3,0.37,0.42,0.0,0.26,0.33,0.25,0.23,0.27,0.24,0.24,0.26,0.26,0.24,0.28,0.24,0.38,0.25,0.0,0.26,0.26,0.21,0.24,0.26,0.23,0.0,0.0,0.21,0.25,0.26,0.26,0.32,0.26,0.23,0.24,0.26,0.26,0.25,0.25,0.25,0.33,0.24,0.28,0.23,0.24,0.25,0.25,0.25,0.26,0.0,0.26,0.24,0.25,0.24,0.38,0.23,0.25,0.27,0.26,0.24,0.25,0.23,0.26,0.32,0.25,0.24,0.21,0.26,0.25,0.25,0.25,0.22,0.26,0.26,0.26,0.23,0.24,0.26,0.0,0.22,0.26,0.25,0.0,0.27,0.23,0.25,0.0,0.0,0.25,0.0,0.26,0.0,0.27,0.29,0.0,0.0,0.26,0.25,0.25,0.26,0.0,0.25,0.0,0.0,0.24,0.25,0.26,0.22,0.0,0.22,0.0,0.3,0.0,0.25,0.22,0.0,0.27,0.0,0.0,0.23,0.22,0.0,0.25,0.0,0.21,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.25,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.21,0.0,1.88,1.53,0.42,0.3,0.25,0.25,0.21,0.22,0.21,0.22,0.21,0.0,0.22,0.21,0.22,0.21,0.21,0.0,0.21,0.0,0.22,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.21,0.21,0.0,0.22,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,75.14
08/05/2021,1.35,1.83,1.69,1.63,1.68,1.68,0.9,0.88,1.0,0.89,0.87,0.23,0.81,0.85,0.93,0.4,0.89,0.78,0.62,0.53,0.6,0.39,0.53,0.0,0.43,0.45,0.35,0.43,0.4,0.42,0.38,0.4,0.4,0.35,0.37,0.35,0.43,0.34,0.4,0.29,0.35,0.4,0.43,0.31,0.38,0.38,0.39,0.0,0.45,0.41,0.45,0.37,0.28,0.39,0.45,0.3,0.34,0.44,0.51,0.38,0.35,0.0,0.43,0.38,0.44,0.41,0.44,0.43,0.3,0.38,0.42,0.0,0.26,0.33,0.25,0.23,0.27,0.24,0.24,0.26,0.26,0.24,0.28,0.24,0.39,0.25,0.0,0.27,0.26,0.21,0.24,0.26,0.23,0.0,0.0,0.21,0.25,0.25,0.25,0.32,0.26,0.23,0.24,0.26,0.25,0.25,0.25,0.25,0.32,0.24,0.28,0.23,0.24,0.25,0.25,0.25,0.26,0.21,0.26,0.25,0.25,0.23,0.37,0.23,0.25,0.27,0.26,0.25,0.25,0.23,0.26,0.32,0.24,0.24,0.21,0.26,0.25,0.26,0.26,0.22,0.26,0.26,0.26,0.23,0.24,0.26,0.0,0.22,0.25,0.24,0.0,0.27,0.23,0.25,0.0,0.0,0.25,0.0,0.26,0.0,0.27,0.29,0.0,0.0,0.26,0.25,0.25,0.25,0.0,0.26,0.0,0.22,0.24,0.25,0.26,0.22,0.21,0.23,0.0,0.3,0.0,0.25,0.22,0.0,0.26,0.0,0.0,0.23,0.22,0.0,0.26,0.0,0.21,0.24,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.24,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.22,0.0,1.92,1.53,0.43,0.29,0.25,0.25,0.21,0.22,0.21,0.22,0.21,0.0,0.22,0.21,0.22,0.21,0.21,0.0,0.21,0.0,0.22,0.21,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,75.22
08/06/2021,1.36,1.66,1.69,1.6,1.65,1.68,0.9,0.88,0.97,0.91,0.87,0.22,0.82,0.87,0.95,0.4,0.89,0.78,0.36,0.0,0.6,0.38,0.53,0.0,0.44,0.45,0.35,0.42,0.42,0.41,0.38,0.4,0.4,0.0,0.36,0.35,0.43,0.35,0.4,0.29,0.34,0.38,0.44,0.32,0.38,0.38,0.4,0.0,0.44,0.41,0.45,0.39,0.28,0.39,0.46,0.29,0.35,0.45,0.5,0.0,0.34,0.0,0.43,0.37,0.44,0.43,0.44,0.43,0.3,0.37,0.42,0.0,0.27,0.34,0.25,0.23,0.27,0.25,0.24,0.26,0.27,0.23,0.28,0.24,0.39,0.25,0.0,0.28,0.27,0.21,0.24,0.26,0.23,0.0,0.0,0.21,0.25,0.26,0.25,0.32,0.0,0.22,0.25,0.25,0.26,0.26,0.25,0.25,0.33,0.25,0.28,0.23,0.24,0.25,0.25,0.25,0.26,0.0,0.27,0.24,0.27,0.23,0.37,0.23,0.0,0.28,0.25,0.25,0.26,0.24,0.26,0.32,0.25,0.24,0.0,0.26,0.25,0.26,0.26,0.22,0.26,0.26,0.26,0.23,0.24,0.26,0.0,0.22,0.26,0.24,0.0,0.27,0.23,0.26,0.0,0.0,0.25,0.0,0.26,0.0,0.26,0.29,0.0,0.0,0.26,0.25,0.25,0.26,0.0,0.27,0.0,0.22,0.25,0.25,0.27,0.23,0.21,0.23,0.0,0.3,0.0,0.25,0.22,0.0,0.26,0.0,0.0,0.23,0.22,0.0,0.26,0.0,0.22,0.24,0.0,0.26,0.0,0.0,0.0,0.0,0.28,0.0,0.25,0.21,0.56,0.35,0.0,0.38,0.26,0.25,0.0,0.0,0.21,0.0,0.22,0.23,0.0,0.22,0.0,1.92,1.54,0.44,0.3,0.25,0.25,0.22,0.21,0.21,0.23,0.21,0.21,0.22,0.21,0.22,0.0,0.0,0.0,0.21,0.0,0.22,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.23,0.21,0.0,0.21,0.21,0.0,0.0,0.0,0.0,75.12
08/09/2021,1.36,1.51,1.69,1.52,1.59,1.67,0.88,0.87,0.98,0.9,0.89,0.22,0.81,0.86,0.94,0.39,0.9,0.8,0.59,0.0,0.58,0.39,0.51,0.0,0.44,0.47,0.35,0.42,0.41,0.41,0.38,0.39,0.4,0.0,0.38,0.35,0.44,0.34,0.43,0.28,0.35,0.37,0.45,0.32,0.37,0.39,0.4,0.0,0.45,0.4,0.44,0.38,0.26,0.39,0.46,0.27,0.34,0.44,0.47,0.0,0.32,0.0,0.44,0.38,0.45,0.42,0.42,0.42,0.28,0.37,0.42,0.0,0.28,0.34,0.27,0.22,0.27,0.26,0.23,0.26,0.28,0.23,0.29,0.24,0.39,0.26,0.0,0.28,0.27,0.0,0.24,0.27,0.23,0.0,0.0,0.22,0.25,0.26,0.26,0.31,0.0,0.0,0.25,0.26,0.26,0.25,0.25,0.24,0.32,0.24,0.28,0.23,0.24,0.24,0.24,0.24,0.26,0.0,0.26,0.23,0.26,0.23,0.37,0.23,0.0,0.28,0.25,0.26,0.25,0.24,0.26,0.31,0.24,0.23,0.0,0.26,0.25,0.26,0.26,0.21,0.26,0.3,0.26,0.23,0.24,0.26,0.0,0.22,0.25,0.23,0.0,0.27,0.22,0.27,0.0,0.0,0.25,0.0,0.24,0.0,0.27,0.29,0.0,0.0,0.25,0.25,0.25,0.25,0.22,0.26,0.0,0.22,0.23,0.25,0.27,0.23,0.22,0.23,0.0,0.29,0.0,0.25,0.23,0.0,0.25,0.0,0.0,0.22,0.23,0.0,0.27,0.0,0.22,0.22,0.0,0.25,0.0,0.21,0.0,0.0,0.28,0.0,0.24,0.21,0.56,0.37,0.0,0.0,0.26,0.24,0.0,0.0,0.21,0.21,0.22,0.24,0.0,0.22,0.0,1.91,1.52,0.43,0.29,0.25,0.25,0.22,0.21,0.21,0.23,0.21,0.22,0.22,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.21,0.21,0.22,0.21,0.57,0.21,0.0,0.0,74.96000000000001
08/10/2021,1.35,1.51,1.61,1.54,1.59,1.7,1.05,0.89,0.94,0.91,0.89,0.23,0.81,0.86,0.95,0.39,0.91,0.8,0.58,0.0,0.6,0.39,0.5,0.0,0.45,0.47,0.35,0.41,0.41,0.4,0.37,0.39,0.4,0.0,0.37,0.36,0.44,0.34,0.42,0.28,0.35,0.37,0.45,0.32,0.37,0.38,0.4,0.0,0.45,0.41,0.44,0.38,0.27,0.38,0.46,0.27,0.33,0.44,0.48,0.0,0.33,0.0,0.43,0.37,0.44,0.43,0.42,0.41,0.29,0.37,0.41,0.0,0.28,0.34,0.27,0.21,0.27,0.26,0.23,0.26,0.29,0.22,0.28,0.24,0.38,0.25,0.0,0.28,0.27,0.0,0.22,0.26,0.22,0.0,0.0,0.22,0.25,0.26,0.26,0.31,0.0,0.0,0.25,0.26,0.26,0.26,0.25,0.25,0.32,0.24,0.27,0.23,0.24,0.24,0.24,0.24,0.26,0.21,0.26,0.22,0.27,0.23,0.38,0.23,0.0,0.28,0.25,0.26,0.25,0.24,0.26,0.3,0.24,0.23,0.0,0.26,0.26,0.26,0.26,0.21,0.26,0.29,0.27,0.23,0.25,0.26,0.0,0.22,0.25,0.23,0.0,0.27,0.23,0.27,0.0,0.0,0.25,0.0,0.23,0.0,0.27,0.3,0.0,0.0,0.25,0.25,0.25,0.25,0.22,0.26,0.21,0.22,0.24,0.25,0.27,0.23,0.22,0.23,0.0,0.29,0.21,0.25,0.23,0.0,0.25,0.0,0.0,0.22,0.22,0.0,0.27,0.0,0.22,0.21,0.0,0.25,0.0,0.0,0.0,0.0,0.29,0.0,0.24,0.22,0.57,0.38,0.0,0.0,0.26,0.24,0.0,0.21,0.21,0.21,0.22,0.23,0.0,0.22,0.0,1.9,1.44,0.43,0.29,0.25,0.25,0.22,0.0,0.21,0.25,0.21,0.21,0.22,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.22,0.21,0.35,0.21,0.0,0.0,74.73
08/11/2021,1.35,1.51,1.61,1.54,1.59,1.7,1.05,0.89,0.94,0.91,0.89,0.23,0.81,0.86,0.95,0.39,0.91,0.8,0.58,0.0,0.6,0.39,0.5,0.0,0.45,0.47,0.35,0.41,0.41,0.4,0.37,0.39,0.4,0.0,0.37,0.36,0.44,0.34,0.42,0.28,0.35,0.37,0.45,0.32,0.37,0.38,0.4,0.0,0.45,0.41,0.44,0.38,0.27,0.38,0.46,0.27,0.33,0.44,0.48,0.0,0.33,0.0,0.43,0.37,0.44,0.43,0.42,0.41,0.29,0.37,0.41,0.0,0.28,0.34,0.27,0.21,0.27,0.26,0.23,0.26,0.29,0.22,0.28,0.24,0.38,0.25,0.0,0.28,0.27,0.0,0.22,0.26,0.22,0.0,0.0,0.22,0.25,0.26,0.26,0.31,0.0,0.0,0.25,0.26,0.26,0.26,0.25,0.25,0.32,0.24,0.27,0.23,0.24,0.24,0.24,0.24,0.26,0.21,0.26,0.22,0.27,0.23,0.38,0.23,0.0,0.28,0.25,0.26,0.25,0.24,0.26,0.3,0.24,0.23,0.0,0.26,0.26,0.26,0.26,0.21,0.26,0.29,0.27,0.23,0.25,0.26,0.0,0.22,0.25,0.23,0.0,0.27,0.23,0.27,0.0,0.0,0.25,0.0,0.23,0.0,0.27,0.3,0.0,0.0,0.25,0.25,0.25,0.25,0.22,0.26,0.21,0.22,0.24,0.25,0.27,0.23,0.22,0.23,0.0,0.29,0.21,0.25,0.23,0.0,0.25,0.0,0.0,0.22,0.22,0.0,0.27,0.0,0.22,0.21,0.0,0.25,0.0,0.0,0.0,0.0,0.29,0.0,0.24,0.22,0.57,0.38,0.0,0.0,0.26,0.24,0.0,0.21,0.21,0.21,0.22,0.23,0.0,0.22,0.0,1.9,1.44,0.43,0.29,0.25,0.25,0.22,0.0,0.21,0.25,0.21,0.21,0.22,0.0,0.22,0.0,0.0,0.0,0.21,0.0,0.23,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.22,0.21,0.35,0.21,0.0,0.0,74.73
08/13/2021,1.38,1.49,1.58,1.48,1.56,1.7,1.06,0.9,0.98,0.89,0.89,0.23,0.83,0.83,0.95,0.41,0.91,0.8,0.59,0.0,0.59,0.39,0.53,0.0,0.44,0.47,0.37,0.4,0.41,0.4,0.37,0.4,0.4,0.0,0.37,0.36,0.44,0.36,0.4,0.28,0.35,0.36,0.44,0.33,0.38,0.39,0.4,0.0,0.46,0.41,0.45,0.37,0.27,0.38,0.45,0.26,0.35,0.46,0.48,0.0,0.34,0.0,0.44,0.39,0.44,0.44,0.42,0.41,0.3,0.37,0.4,0.0,0.28,0.35,0.27,0.0,0.26,0.27,0.24,0.26,0.29,0.23,0.29,0.24,0.36,0.26,0.0,0.28,0.27,0.0,0.22,0.28,0.22,0.0,0.0,0.25,0.25,0.26,0.25,0.31,0.0,0.0,0.25,0.26,0.26,0.26,0.25,0.24,0.31,0.24,0.27,0.23,0.25,0.24,0.24,0.25,0.26,0.22,0.26,0.23,0.27,0.23,0.37,0.23,0.0,0.29,0.25,0.27,0.26,0.24,0.26,0.3,0.25,0.23,0.22,0.25,0.26,0.27,0.26,0.22,0.26,0.29,0.26,0.23,0.25,0.26,0.0,0.22,0.26,0.23,0.21,0.29,0.23,0.28,0.0,0.0,0.25,0.0,0.23,0.0,0.28,0.3,0.21,0.0,0.25,0.25,0.26,0.26,0.22,0.25,0.0,0.22,0.24,0.24,0.27,0.24,0.22,0.23,0.0,0.3,0.21,0.26,0.22,0.0,0.26,0.0,0.0,0.23,0.22,0.0,0.26,0.0,0.22,0.21,0.0,0.24,0.0,0.0,0.0,0.0,0.29,0.0,0.25,0.21,0.59,0.36,0.0,0.0,0.26,0.24,0.0,0.21,0.21,0.21,0.22,0.23,0.0,0.22,0.0,1.92,1.39,0.43,0.3,0.27,0.25,0.22,0.0,0.21,0.25,0.22,0.0,0.22,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.21,0.23,0.21,0.0,0.21,0.21,0.21,74.87
