,FGTXX,AAPL,WFC,ABIBB,CVS,WFC.1,T,ARCC,BMO,JPM,MSFT,T.1,CVS.1,DELL,GM,PFE,MPC,HAL,WFC.2,BMY,ET,SANUSA 3.5 06/07/24,HSBC,ORAFP,BAC,AAPL.1,BAC.1,AMZN 4.05 08/22/47,WFC.3,MS 5 11/24/25,CI,CHCOCH,WMT,COF,MPLX,RDSALN,CMCSA,TAP,MUFG,BAC.2,BA,BA.1,VZ,BATSLN,AAPL.2,UPS,WFC.4,T 3.5 09/15/53 144A,IBM,LOW,MS,WFC.5,WFC.6,HSBC.1,VTRS,CHTR,JNJ,SUMIBK,AXP,MS.1,AAPL.3,DIS,MSFT 2.921 03/17/52,JPM.1,JPM.2,JPM.3,BAC.3,RTX,SANUK,MIZUHO,HSBC.2,BAC.4,BA.2,MS.2,MS.3,BNSF,CB,JPM.4,C,KEY,AAPL.4,C.1,BMY.1,BMY.2,ABIBB.1,CVS.2,MS.4,CM,RY,BA.3,T.2,SO 3.25 07/01/26,TWC,BATSLN.1,VALEBZ,BACR,BACR.1,ABIBB.2,V,MS.5,MS.6,C.2,IBM.1,JPM.5,AVGO 3.875 01/15/27,ORCL,ORCL.1,AMT,WDC,CARR,AVGO,DIS.1,JPM.6,JPM.7,HBAN,BMY.3,T.3,XOM,XOM.1,HSBC.3,FOXA,GM.1,GLPI,JPM.8,CMCSA.1,BAC.5,BAC.6,ETN,MCD,CMCSA.2,MS.7,SUMIBK.1,C.3,CHTR.1,TACHEM,CHTR.2,CAT,RDSALN.1,SPLLLC,ZTS,PG,VIAC,AMGN,VOD,VZ.1,VZ.2,WFC.7,MUFG.1,ORCL.2,BACR.2,MA,CVS.3,DB,KHC,BAC.7,MIZUHO.1,JPM.9,ET.1,BBVASM,JNJ.1,TOYOTA,EQIX,RABOBK,BA.4,CMCSA 4.15 10/15/28,PNC,ORCL.3,CAT.1,VZ.3,VZ.4,VZ.5,PAA,NWG,BA.5,AMGN.1,C.4,C.5,V.1,NAB,AXP.1,T.4,UNH,AAPL 2.95 09/11/49,FITB,T.5,T.6,GM.2,AMZN,WMB,C.6,UPS.1,VZ.6,BPLN,VOD.1,KHC.1,AMXLMM,MS.8,MS.9,BAC.8,BAC.9,CI 4.125 11.15.25,GE 4.418 11.15.35,BPLN 3.017 01.16.27 *,BMY 0.75 11.13.25,BAC V1.319 06.19.26 MTN,WSTP V2.894 02.04.30,ABBV 3.6 05.14.25,ABIBB 4.9 02.01.46 *,TD 3.5 07.19.23 GMTN,UNP 2.8 02.14.32,CNC 2.5 03.01.31,LOW 4.5 04.15.30,SANUK V1.673 06.14.27,T 3.55 09.15.55,DB V2.311 11.16.27,WFC V5.013 04.04.51 MTN,ASCHEA 2.532 11.15.29 B,CVS 5.05 03.25.48,DB V2.552 01.07.28,MS V2.699 01.22.31 GMTN,WFC V2.879 10.30.30 MTN,SANTAN 2.746 05.28.25,MSI 4.6 05.23.29,SANUSA 3.5 06.07.24,ABBV 2.6 11.21.24,ABBV 3.8 03.15.25,AAPL 2.4 05.03.23,GM 3.95 04.13.24,MPC 4.7 05.01.25,MSFT 2.921 03.17.52,T 3.65 09.15.59,BAC V3.419 12.20.28,BMO V3.803 12.15.32,BA 5.805 05.01.50,CHCOCH 5.125 06.30.27,CVS 4.78 03.25.38,HSBC 3.9 05.25.26,MRK 2.45 06.24.50,MS 5 11.24.25,VTRS 3.95 06.15.26,HAL 4.85 11.15.35,IBM 3.3 05.15.26,JPM V3.54 05.01.28,NWG 4.8 04.05.26,WMT 3.7 06.26.28,WFC 3 10.23.26,WFC V3.068 04.30.41,WFC V1.654 06.02.24 MTN,AAPL 2.9 09.12.27,CMCSA 3.7 04.15.24,LLOYDS 4.45 05.08.25,TAP 3 07.15.26,MS V3.737 04.24.24,MPLX 2.65 08.15.30,WFC 3.75 01.24.24 MTN,ABBV 4.05 11.21.39,ABIBB 4.75 01.23.29,AAPL 3.25 02.23.26,T 3.5 09.15.53,BAC V2.687 04.22.32,BACR V4.338 05.16.24,CM 3.5 09.13.23 BKNT,CHTR 4.908 07.23.25,JPM V2.083 04.22.26,MS 4.1 05.22.23 MTN,TFC 3.75 12.06.23 MTN,VZ 2.55 03.21.31,V 3.15 12.14.25,DELL 4.9 10.01.26,HSBC 4.95 03.31.30,MS 3.875 04.29.24 F,MS 3.125 07.27.26 MTN,RTX 3.95 08.16.25,RY 3.7 10.05.23 GMTN,SANUK 4 03.13.24,DIS 2.65 01.13.31,ABBV 4.25 11.21.49,BACR 4.375 01.12.26,BA 5.15 05.01.30,BA 4.875 05.01.25,BMY 4.25 10.26.49,CVX 3.191 06.24.23,ENBCN 3.125 11.15.29,FOXA 4.03 01.25.24,HSBC V2.848 06.04.31,HBAN 2.625 08.06.24,IBM 1.95 05.15.30,JPM V3.964 11.15.48,JPM V3.702 05.06.30,KDP 3.2 05.01.30,LLOYDS 4.375 03.22.28,WBD 5.141 03.15.52 144A,WBD 5.05 03.15.42 144A,WBD 4.279 03.15.32 144A,MS V4.431 01.23.30 GMTN,PFE 2.625 04.01.30,RDSALN 6.375 12.15.38,SO 3.25 07.01.26,TWC 8.375 03.15.23,UNH 4.45 12.15.48,UNH 4.625 07.15.35,VOD 3.75 01.16.24,HNDA 0.65 09.08.23 MTN,ABIBB 4.7 02.01.36 *,AAPL 4.65 02.23.46,BATSLN 4.54 08.15.47,BBVASM 0.875 09.18.23,SANTAN 3.49 05.28.30,BAC 4.2 08.26.24 MTN,BAC V4.271 07.23.29 MTN,BA 2.196 02.04.26,BA 1.433 02.04.24,CARR 2.722 02.15.30,CHTR 6.484 10.23.45,EOG 4.15 01.15.26,XOM 2.992 03.19.25,GM 1.05 03.08.24,MSFT 2.525 06.01.50,MS 6.375 07.24.42,NFLX 6.375 05.15.29,PSX 0.9 02.15.24,PAA 4.65 10.15.25,WFC 4.9 11.17.45 GMTN,WDC 4.75 02.15.26,AER 2.45 10.29.26,AMZN 4.05 08.22.47,AXP 4.2 11.06.25,AMGN 4.663 06.15.51,ABIBB 5.55 01.23.49,T 4.125 02.17.26,BAC V2.592 04.29.31,BAC V1.734 07.22.27,BAC V4.083 03.20.51 MTN,BACR 3.65 03.16.25,BPLN 2.772 11.10.50,CHTR 4.2 03.15.28,KO 2.125 09.06.29,CMCSA 4.15 10.15.28,CMCSA 4.25 10.15.30,DT 8.25 06.15.30,FITB 3.65 01.25.24,GM 4 01.15.25,HSBC V2.357 08.18.31,INTC 2.45 11.15.29,JPM 3.2 06.15.26,JPM 3.3 04.01.26,KHC 3 06.01.26,LOW 1.7 10.15.30,MCD 4.7 12.09.35 MTN,MET 5.875 02.06.41,MSFT 2 08.08.23,NAB 2.5 07.12.26 BKNT,NWG V4.269 03.22.25,PM 3.375 08.11.25,PNC 2.6 07.23.26,SPLLLC 4.5 05.15.30,UPS 5.3 04.01.50,UNH 4.25 03.15.43,USD,VZ 4.016 12.03.29,V 4.3 12.14.45,DIS 3.8 05.13.60,WFC 4.15 01.24.29 MTN,ABBV 4.45 05.14.46,ATVI 3.4 09.15.26,AER 3.3 01.30.32,BABA 3.4 12.06.27,MO 4.8 02.14.29,AXP 3 10.30.24,AMGN 3.375 02.21.50,ABIBB 3.65 02.01.26 *,ABIBB 4 04.13.28,AAPL 2.95 09.11.49,BAC V3.366 01.23.26,BNS 3.4 02.11.24,BACR 4.95 01.10.47,BA 4.508 05.01.23,BPLN 3.279 09.19.27,CI 4.9 12.15.48,RABOBK 5.25 08.04.45,RABOBK 3.75 07.21.26 BKNT,COST 1.75 04.20.32,DB V3.961 11.26.25,XOM 1.571 04.15.23,XOM 4.327 03.19.50,GM 5.25 03.01.26,HD 5.875 12.16.36,HON 2.5 11.01.26,HSBC V3.95 05.18.24,ITW 2.65 11.15.26,JPM 6.4 05.15.38,JPM V2.58 04.22.32,JPM V2.739 10.15.30,KMI 5.3 12.01.34,LMT 4.07 12.15.42,MUFG V2.309 07.20.32,MUFG 3.85 03.01.26,MS V5.597 03.24.51 GMTN,MS V0.864 10.21.25 I,BMO V4.338 10.05.28,SBUX 3.8 08.15.25,LLOYDS 3.75 01.11.27,VZ 0.85 11.20.25,T 4.35 03.01.29,NVDA 0.584 06.14.24,TOYOTA 1.9 01.13.27 MTN,MDLZ 2.75 04.13.30,SPLLLC 5.875 06.30.26,COF 3.75 03.09.27,VZ 4.862 08.21.46,JPM V1.953 02.04.32,JPM V3.509 01.23.29,BIIB 5.2 09.15.45,BA 5.93 05.01.60,PFE 6.5 02.01.34,PYPL 4.4 06.01.32,AWK 4.45 06.01.32,WBD 3.625 05.15.30,GSK 3.875 05.15.28,TSN 5.1 09.28.48,BATSLN 4.39 08.15.37,KMI 5.55 06.01.45,OMC 3.6 04.15.26,QCOM 4.5 05.20.52,TRPCN 2.5 10.12.31,ALLY 1.45 10.02.23,AMZN 0.45 05.12.24,BAC V2.456 10.22.25 MTN,BXP 2.55 04.01.32,BXP 2.45 10.01.33,AVGO 4.75 04.15.29,CSX 4.3 03.01.48,SUM
07/09/2021,0.31,0.3,0.29,0.28,0.28,0.28,0.28,0.25,0.25,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.03999999999999
04/21/2022,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.44,0.43,0.4,0.31,0.31,0.29,0.29,0.28,0.28,0.27,0.27,0.26,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.370000000000005
06/06/2022,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.37,0.4,0.37,0.27,0.27,0.27,0.27,0.24,0.25,0.24,0.24,0.22,0.22,0.2,0.21,0.17,0.21,0.21,0.22,0.2,0.19,0.17,0.18,0.19,0.2,0.17,0.2,0.2,0.18,0.18,0.18,0.19,0.17,0.18,0.15,0.18,0.15,0.17,0.21,0.15,0.17,0.17,0.15,0.18,0.17,0.17,0.17,0.17,0.17,0.15,0.17,0.17,0.17,0.16,0.14,0.14,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.14,0.16,0.16,0.15,0.12,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.17,0.14,0.14,0.13,0.13,0.0,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.14,0.14,0.11,0.13,0.13,0.12,0.13,0.11,0.12,0.13,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.0,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.0,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.0,0.11,0.51,0.0,0.11,0.0,0.0,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.22,0.12,0.0,0.0,0.0,0.12,0.0,0.0,0.43,0.42,0.41,0.39,0.38,0.33,0.33,0.29,0.24,0.22,0.18,0.17,0.16,0.15,0.15,0.15,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,33.540000000000006
