,GME,OMCL,M,SAIA,GTLS,NEO,POWI,MSTR,ADC,IIPR,EXPO,AMN,ENSG,DDD,PDCE,SEM,UFPI,ITRI,BCPC,JBT,AEIS,REZI,SIG,TRUP,RRC,CNMD,WTS,LPSN,VIAV,CBU,ALRM,SHAK,BKU,PPBI,GKOS,MTDR,FHB,ROG,SPSC,STMP,KFY,AJRD,EXLS,LGIH,AGO,WDFC,MTH,NSIT,KLIC,VG,SWN,AIT,FN,ONTO,HP,ABCB,ARNC,LXP,ABG,DIOD,UNF,MED,FUL,SHOO,LCII,HI,EPRT,BBBY,CCOI,MMSI,SMPL,OMI,RCII,KWR,ISBC,ITGR,FELE,SFBS,LTHM,SHEN,SFNC,EGHT,AWR,DORM,AVA,WD,MXL,REGI,BMI,SJI,ABM,CWT,ONB,FORM,ANF,EAT,ALGT,MATX,MDC,SPXC,FIX,UFS,WWW,PRFT,ACA,UCBI,FLOW,KTB,AIN,BRC,SNBR,IBP,AEL,RMBS,IBTX,SM,COLB,EVTC,CVET,MD,JJSF,ATI,PBH,MDRX,CPE,SCL,AAON,GPI,CVBF,PCRX,PLXS,OI,SITC,PRLB,GDOT,IRBT,VCEL,FBP,CADE,SANM,ROCK,UNIT,RPAI,ODP,ESE,MYGN,SBH,CAKE,FWRD,BOOT,MOG.A,CELH,INDB,VSTO,FSS,MLI,BDN,MANT,AX,B,HSKA,EPC,CTRE,CORT,THRM,HTH,VICR,HUBG,UCTT,COOP,FFBC,WGO,SSTK,BCC,AVAV,IDCC,FMBI,TSE,MGLN,XPER,BLMN,IOSP,FCPT,SKYW,RLGY,RNST,SYKE,WSFS,MNRO,CPK,ROIC,RAVN,PSMT,PRGS,SVC,MODV,PMT,XHR,TWO,BIG,BGS,UNFI,WRE,FBC,VRTS,IRT,ARI,CYTK,GMS,CVCO,CCS,INT,AAWW,KALU,PIPR,CORE,BANR,TRMK,n/a,THS,TTGT,TTEC,LGND,CNK,XNCR,ATGE,AMEH,PLMR,AAT,TBK,ARCB,MDP,WIRE,DRH,NMIH,GNW,VBTX,SBCF,GPRE,BCEI,SKT,PRAA,CIVI,NTCT,VRTV,NPO,COKE,VGR,STC,ACLS,CDMO,PRK,CASH,KN,EBS,EPAY,NKTR,FLGT,TDS,EXTR,MSEX,LKFN,CUBI,PTEN,GWB,EGBN,SUM
12/13/2021,0.0,0.73,0.82,0.0,0.57,0.38,0.57,0.0,0.45,0.58,0.59,0.51,0.38,0.26,0.45,0.29,0.51,0.27,0.49,0.49,0.32,0.37,0.44,0.39,0.46,0.37,0.5,0.22,0.33,0.37,0.35,0.27,0.36,0.36,0.0,0.39,0.33,0.48,0.47,0.0,0.39,0.31,0.42,0.32,0.34,0.3,0.42,0.33,0.35,0.5,0.29,0.36,0.41,0.44,0.22,0.31,0.3,0.4,0.36,0.46,0.28,0.23,0.38,0.34,0.38,0.32,0.31,0.0,0.3,0.3,0.29,0.29,0.26,0.3,0.33,0.26,0.34,0.38,0.44,0.0,0.31,0.2,0.34,0.31,0.26,0.42,0.46,0.23,0.29,0.25,0.29,0.32,0.28,0.31,0.21,0.0,0.26,0.34,0.27,0.26,0.33,0.0,0.25,0.42,0.24,0.29,0.33,0.25,0.26,0.24,0.0,0.29,0.28,0.28,0.25,0.32,0.24,0.25,0.0,0.21,0.2,0.0,0.27,0.2,0.0,0.23,0.31,0.35,0.24,0.23,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.27,0.0,0.23,0.22,0.3,0.0,0.0,0.21,0.19,0.21,0.0,0.26,0.34,0.2,0.24,0.37,0.23,0.26,0.31,0.22,0.0,0.29,0.2,0.0,0.21,0.19,0.21,0.27,0.21,0.29,0.25,0.23,0.33,0.22,0.23,0.25,0.25,0.0,0.2,0.22,0.0,0.21,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.2,0.24,0.21,0.25,0.0,0.3,0.24,0.26,0.22,0.0,0.22,0.0,0.23,0.0,0.19,0.19,0.0,0.21,0.23,0.0,0.25,0.0,0.2,0.0,0.32,0.0,0.0,0.3,0.25,0.0,0.29,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.24,0.21,0.0,0.21,0.26,0.19,0.19,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.60999999999999
12/14/2021,0.0,0.73,0.82,0.0,0.57,0.38,0.57,0.0,0.45,0.58,0.59,0.51,0.38,0.26,0.45,0.29,0.51,0.27,0.49,0.49,0.32,0.37,0.44,0.39,0.46,0.37,0.5,0.22,0.33,0.37,0.35,0.27,0.36,0.36,0.0,0.39,0.33,0.48,0.47,0.0,0.39,0.31,0.42,0.32,0.34,0.3,0.42,0.33,0.35,0.5,0.29,0.36,0.41,0.44,0.22,0.31,0.3,0.4,0.36,0.46,0.28,0.23,0.38,0.34,0.38,0.32,0.31,0.0,0.3,0.3,0.29,0.29,0.26,0.3,0.33,0.26,0.34,0.38,0.44,0.0,0.31,0.2,0.34,0.31,0.26,0.42,0.46,0.23,0.29,0.25,0.29,0.32,0.28,0.31,0.21,0.0,0.26,0.34,0.27,0.26,0.33,0.0,0.25,0.42,0.24,0.29,0.33,0.25,0.26,0.24,0.0,0.29,0.28,0.28,0.25,0.32,0.24,0.25,0.0,0.21,0.2,0.0,0.27,0.2,0.0,0.23,0.31,0.35,0.24,0.23,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.27,0.0,0.23,0.22,0.3,0.0,0.0,0.21,0.19,0.21,0.0,0.26,0.34,0.2,0.24,0.37,0.23,0.26,0.31,0.22,0.0,0.29,0.2,0.0,0.21,0.19,0.21,0.27,0.21,0.29,0.25,0.23,0.33,0.22,0.23,0.25,0.25,0.0,0.2,0.22,0.0,0.21,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.2,0.24,0.21,0.25,0.0,0.3,0.24,0.26,0.22,0.0,0.22,0.0,0.23,0.0,0.19,0.19,0.0,0.21,0.23,0.0,0.25,0.0,0.2,0.0,0.32,0.0,0.0,0.3,0.25,0.0,0.29,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.24,0.21,0.0,0.21,0.26,0.19,0.19,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.60999999999999
12/15/2021,0.0,0.73,0.82,0.0,0.57,0.38,0.57,0.0,0.45,0.58,0.59,0.51,0.38,0.26,0.45,0.29,0.51,0.27,0.49,0.49,0.32,0.37,0.44,0.39,0.46,0.37,0.5,0.22,0.33,0.37,0.35,0.27,0.36,0.36,0.0,0.39,0.33,0.48,0.47,0.0,0.39,0.31,0.42,0.32,0.34,0.3,0.42,0.33,0.35,0.5,0.29,0.36,0.41,0.44,0.22,0.31,0.3,0.4,0.36,0.46,0.28,0.23,0.38,0.34,0.38,0.32,0.31,0.0,0.3,0.3,0.29,0.29,0.26,0.3,0.33,0.26,0.34,0.38,0.44,0.0,0.31,0.2,0.34,0.31,0.26,0.42,0.46,0.23,0.29,0.25,0.29,0.32,0.28,0.31,0.21,0.0,0.26,0.34,0.27,0.26,0.33,0.0,0.25,0.42,0.24,0.29,0.33,0.25,0.26,0.24,0.0,0.29,0.28,0.28,0.25,0.32,0.24,0.25,0.0,0.21,0.2,0.0,0.27,0.2,0.0,0.23,0.31,0.35,0.24,0.23,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.27,0.0,0.23,0.22,0.3,0.0,0.0,0.21,0.19,0.21,0.0,0.26,0.34,0.2,0.24,0.37,0.23,0.26,0.31,0.22,0.0,0.29,0.2,0.0,0.21,0.19,0.21,0.27,0.21,0.29,0.25,0.23,0.33,0.22,0.23,0.25,0.25,0.0,0.2,0.22,0.0,0.21,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.2,0.24,0.21,0.25,0.0,0.3,0.24,0.26,0.22,0.0,0.22,0.0,0.23,0.0,0.19,0.19,0.0,0.21,0.23,0.0,0.25,0.0,0.2,0.0,0.32,0.0,0.0,0.3,0.25,0.0,0.29,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.24,0.21,0.0,0.21,0.26,0.19,0.19,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.60999999999999
12/16/2021,0.0,0.73,0.82,0.0,0.57,0.38,0.57,0.0,0.45,0.58,0.59,0.51,0.38,0.26,0.45,0.29,0.51,0.27,0.49,0.49,0.32,0.37,0.44,0.39,0.46,0.37,0.5,0.22,0.33,0.37,0.35,0.27,0.36,0.36,0.0,0.39,0.33,0.48,0.47,0.0,0.39,0.31,0.42,0.32,0.34,0.3,0.42,0.33,0.35,0.5,0.29,0.36,0.41,0.44,0.22,0.31,0.3,0.4,0.36,0.46,0.28,0.23,0.38,0.34,0.38,0.32,0.31,0.0,0.3,0.3,0.29,0.29,0.26,0.3,0.33,0.26,0.34,0.38,0.44,0.0,0.31,0.2,0.34,0.31,0.26,0.42,0.46,0.23,0.29,0.25,0.29,0.32,0.28,0.31,0.21,0.0,0.26,0.34,0.27,0.26,0.33,0.0,0.25,0.42,0.24,0.29,0.33,0.25,0.26,0.24,0.0,0.29,0.28,0.28,0.25,0.32,0.24,0.25,0.0,0.21,0.2,0.0,0.27,0.2,0.0,0.23,0.31,0.35,0.24,0.23,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.27,0.0,0.23,0.22,0.3,0.0,0.0,0.21,0.19,0.21,0.0,0.26,0.34,0.2,0.24,0.37,0.23,0.26,0.31,0.22,0.0,0.29,0.2,0.0,0.21,0.19,0.21,0.27,0.21,0.29,0.25,0.23,0.33,0.22,0.23,0.25,0.25,0.0,0.2,0.22,0.0,0.21,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.2,0.24,0.21,0.25,0.0,0.3,0.24,0.26,0.22,0.0,0.22,0.0,0.23,0.0,0.19,0.19,0.0,0.21,0.23,0.0,0.25,0.0,0.2,0.0,0.32,0.0,0.0,0.3,0.25,0.0,0.29,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.24,0.21,0.0,0.21,0.26,0.19,0.19,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.60999999999999
12/17/2021,0.0,0.73,0.82,0.0,0.57,0.38,0.57,0.0,0.45,0.58,0.59,0.51,0.38,0.26,0.45,0.29,0.51,0.27,0.49,0.49,0.32,0.37,0.44,0.39,0.46,0.37,0.5,0.22,0.33,0.37,0.35,0.27,0.36,0.36,0.0,0.39,0.33,0.48,0.47,0.0,0.39,0.31,0.42,0.32,0.34,0.3,0.42,0.33,0.35,0.5,0.29,0.36,0.41,0.44,0.22,0.31,0.3,0.4,0.36,0.46,0.28,0.23,0.38,0.34,0.38,0.32,0.31,0.0,0.3,0.3,0.29,0.29,0.26,0.3,0.33,0.26,0.34,0.38,0.44,0.0,0.31,0.2,0.34,0.31,0.26,0.42,0.46,0.23,0.29,0.25,0.29,0.32,0.28,0.31,0.21,0.0,0.26,0.34,0.27,0.26,0.33,0.0,0.25,0.42,0.24,0.29,0.33,0.25,0.26,0.24,0.0,0.29,0.28,0.28,0.25,0.32,0.24,0.25,0.0,0.21,0.2,0.0,0.27,0.2,0.0,0.23,0.31,0.35,0.24,0.23,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.27,0.0,0.23,0.22,0.3,0.0,0.0,0.21,0.19,0.21,0.0,0.26,0.34,0.2,0.24,0.37,0.23,0.26,0.31,0.22,0.0,0.29,0.2,0.0,0.21,0.19,0.21,0.27,0.21,0.29,0.25,0.23,0.33,0.22,0.23,0.25,0.25,0.0,0.2,0.22,0.0,0.21,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.2,0.24,0.21,0.25,0.0,0.3,0.24,0.26,0.22,0.0,0.22,0.0,0.23,0.0,0.19,0.19,0.0,0.21,0.23,0.0,0.25,0.0,0.2,0.0,0.32,0.0,0.0,0.3,0.25,0.0,0.29,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.24,0.21,0.0,0.21,0.26,0.19,0.19,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.60999999999999
12/20/2021,0.0,0.73,0.82,0.0,0.57,0.38,0.57,0.0,0.45,0.58,0.59,0.51,0.38,0.26,0.45,0.29,0.51,0.27,0.49,0.49,0.32,0.37,0.44,0.39,0.46,0.37,0.5,0.22,0.33,0.37,0.35,0.27,0.36,0.36,0.0,0.39,0.33,0.48,0.47,0.0,0.39,0.31,0.42,0.32,0.34,0.3,0.42,0.33,0.35,0.5,0.29,0.36,0.41,0.44,0.22,0.31,0.3,0.4,0.36,0.46,0.28,0.23,0.38,0.34,0.38,0.32,0.31,0.0,0.3,0.3,0.29,0.29,0.26,0.3,0.33,0.26,0.34,0.38,0.44,0.0,0.31,0.2,0.34,0.31,0.26,0.42,0.46,0.23,0.29,0.25,0.29,0.32,0.28,0.31,0.21,0.0,0.26,0.34,0.27,0.26,0.33,0.0,0.25,0.42,0.24,0.29,0.33,0.25,0.26,0.24,0.0,0.29,0.28,0.28,0.25,0.32,0.24,0.25,0.0,0.21,0.2,0.0,0.27,0.2,0.0,0.23,0.31,0.35,0.24,0.23,0.24,0.0,0.26,0.0,0.0,0.2,0.0,0.27,0.0,0.23,0.22,0.3,0.0,0.0,0.21,0.19,0.21,0.0,0.26,0.34,0.2,0.24,0.37,0.23,0.26,0.31,0.22,0.0,0.29,0.2,0.0,0.21,0.19,0.21,0.27,0.21,0.29,0.25,0.23,0.33,0.22,0.23,0.25,0.25,0.0,0.2,0.22,0.0,0.21,0.19,0.0,0.2,0.2,0.19,0.0,0.2,0.0,0.23,0.0,0.22,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.26,0.2,0.24,0.21,0.25,0.0,0.3,0.24,0.26,0.22,0.0,0.22,0.0,0.23,0.0,0.19,0.19,0.0,0.21,0.23,0.0,0.25,0.0,0.2,0.0,0.32,0.0,0.0,0.3,0.25,0.0,0.29,0.0,0.0,0.19,0.19,0.0,0.2,0.0,0.2,0.19,0.24,0.21,0.0,0.21,0.26,0.19,0.19,0.2,0.0,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.60999999999999
12/21/2021,0.0,0.73,0.73,0.0,0.54,0.4,0.5,0.0,0.44,0.55,0.58,0.52,0.39,0.26,0.44,0.3,0.49,0.28,0.51,0.46,0.32,0.35,0.42,0.42,0.45,0.38,0.5,0.22,0.37,0.37,0.35,0.27,0.37,0.34,0.2,0.38,0.33,0.48,0.47,0.0,0.39,0.33,0.42,0.31,0.33,0.31,0.41,0.34,0.33,0.5,0.29,0.37,0.41,0.43,0.24,0.31,0.34,0.4,0.36,0.44,0.3,0.24,0.39,0.33,0.37,0.35,0.31,0.0,0.29,0.3,0.31,0.31,0.27,0.29,0.31,0.26,0.34,0.38,0.36,0.0,0.3,0.19,0.36,0.3,0.27,0.4,0.47,0.21,0.29,0.27,0.26,0.34,0.28,0.31,0.2,0.0,0.26,0.34,0.29,0.25,0.33,0.0,0.22,0.38,0.24,0.28,0.34,0.23,0.26,0.24,0.0,0.3,0.29,0.29,0.25,0.31,0.23,0.27,0.0,0.21,0.22,0.19,0.28,0.22,0.0,0.24,0.31,0.33,0.26,0.25,0.25,0.0,0.26,0.0,0.19,0.0,0.0,0.26,0.0,0.24,0.21,0.29,0.0,0.0,0.22,0.0,0.2,0.0,0.29,0.32,0.21,0.25,0.36,0.22,0.25,0.31,0.22,0.19,0.27,0.2,0.0,0.23,0.21,0.19,0.25,0.21,0.25,0.25,0.22,0.33,0.22,0.22,0.24,0.24,0.0,0.21,0.21,0.0,0.21,0.2,0.0,0.21,0.21,0.0,0.0,0.2,0.0,0.22,0.0,0.24,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.26,0.2,0.23,0.2,0.24,0.0,0.31,0.22,0.24,0.21,0.0,0.23,0.0,0.24,0.0,0.19,0.19,0.0,0.22,0.22,0.0,0.23,0.0,0.21,0.0,0.25,0.0,0.0,0.25,0.26,0.0,0.26,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.21,0.24,0.23,0.0,0.21,0.24,0.21,0.19,0.2,0.0,0.19,0.0,0.19,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2
12/22/2021,0.0,0.73,0.73,0.0,0.54,0.4,0.5,0.0,0.44,0.55,0.58,0.52,0.39,0.26,0.44,0.3,0.49,0.28,0.51,0.46,0.32,0.35,0.42,0.42,0.45,0.38,0.5,0.22,0.37,0.37,0.35,0.27,0.37,0.34,0.2,0.38,0.33,0.48,0.47,0.0,0.39,0.33,0.42,0.31,0.33,0.31,0.41,0.34,0.33,0.5,0.29,0.37,0.41,0.43,0.24,0.31,0.34,0.4,0.36,0.44,0.3,0.24,0.39,0.33,0.37,0.35,0.31,0.0,0.29,0.3,0.31,0.31,0.27,0.29,0.31,0.26,0.34,0.38,0.36,0.0,0.3,0.19,0.36,0.3,0.27,0.4,0.47,0.21,0.29,0.27,0.26,0.34,0.28,0.31,0.2,0.0,0.26,0.34,0.29,0.25,0.33,0.0,0.22,0.38,0.24,0.28,0.34,0.23,0.26,0.24,0.0,0.3,0.29,0.29,0.25,0.31,0.23,0.27,0.0,0.21,0.22,0.19,0.28,0.22,0.0,0.24,0.31,0.33,0.26,0.25,0.25,0.0,0.26,0.0,0.19,0.0,0.0,0.26,0.0,0.24,0.21,0.29,0.0,0.0,0.22,0.0,0.2,0.0,0.29,0.32,0.21,0.25,0.36,0.22,0.25,0.31,0.22,0.19,0.27,0.2,0.0,0.23,0.21,0.19,0.25,0.21,0.25,0.25,0.22,0.33,0.22,0.22,0.24,0.24,0.0,0.21,0.21,0.0,0.21,0.2,0.0,0.21,0.21,0.0,0.0,0.2,0.0,0.22,0.0,0.24,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.26,0.2,0.23,0.2,0.24,0.0,0.31,0.22,0.24,0.21,0.0,0.23,0.0,0.24,0.0,0.19,0.19,0.0,0.22,0.22,0.0,0.23,0.0,0.21,0.0,0.25,0.0,0.0,0.25,0.26,0.0,0.26,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.21,0.24,0.23,0.0,0.21,0.24,0.21,0.19,0.2,0.0,0.19,0.0,0.19,0.21,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.2
12/23/2021,0.0,0.75,0.0,0.0,0.53,0.4,0.0,0.0,0.46,0.56,0.59,0.56,0.4,0.27,0.43,0.28,0.5,0.27,0.52,0.46,0.31,0.34,0.42,0.42,0.44,0.38,0.49,0.23,0.38,0.38,0.35,0.27,0.35,0.34,0.2,0.37,0.32,0.5,0.47,0.0,0.38,0.34,0.43,0.31,0.31,0.33,0.4,0.34,0.34,0.51,0.43,0.37,0.41,0.44,0.24,0.3,0.33,0.41,0.36,0.44,0.3,0.25,0.4,0.32,0.35,0.35,0.31,0.0,0.3,0.3,0.32,0.31,0.27,0.29,0.31,0.26,0.34,0.39,0.35,0.0,0.32,0.19,0.37,0.29,0.28,0.41,0.48,0.21,0.29,0.28,0.26,0.36,0.28,0.32,0.19,0.0,0.26,0.32,0.28,0.25,0.33,0.0,0.22,0.39,0.23,0.29,0.36,0.22,0.26,0.25,0.0,0.3,0.29,0.29,0.25,0.32,0.23,0.28,0.0,0.22,0.22,0.19,0.29,0.22,0.2,0.24,0.31,0.34,0.26,0.26,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.21,0.3,0.0,0.0,0.22,0.2,0.2,0.0,0.3,0.3,0.22,0.25,0.36,0.22,0.24,0.32,0.22,0.0,0.28,0.2,0.0,0.23,0.21,0.21,0.25,0.2,0.0,0.26,0.22,0.29,0.21,0.21,0.24,0.25,0.0,0.21,0.22,0.19,0.21,0.19,0.0,0.21,0.21,0.19,0.0,0.19,0.0,0.23,0.0,0.25,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.19,0.0,0.2,0.27,0.21,0.23,0.19,0.24,0.0,0.32,0.23,0.24,0.21,0.0,0.23,0.0,0.23,0.0,0.0,0.19,0.0,0.22,0.22,0.0,0.25,0.0,0.23,0.0,0.25,0.0,0.0,0.25,0.25,0.0,0.26,0.0,0.0,0.19,0.0,0.19,0.0,0.0,0.0,0.2,0.34,0.23,0.0,0.21,0.27,0.21,0.2,0.2,0.0,0.0,0.0,0.2,0.21,0.21,0.26,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.94
12/24/2021,0.0,0.75,0.0,0.0,0.52,0.41,0.0,0.0,0.45,0.55,0.58,0.54,0.4,0.27,0.45,0.29,0.5,0.28,0.51,0.46,0.31,0.35,0.43,0.42,0.44,0.38,0.49,0.23,0.38,0.38,0.36,0.27,0.35,0.34,0.2,0.38,0.32,0.48,0.48,0.0,0.38,0.33,0.43,0.3,0.31,0.33,0.4,0.34,0.33,0.49,0.43,0.36,0.41,0.44,0.25,0.3,0.33,0.4,0.36,0.45,0.29,0.22,0.39,0.32,0.35,0.35,0.31,0.0,0.3,0.29,0.32,0.31,0.28,0.28,0.31,0.26,0.33,0.39,0.36,0.0,0.31,0.0,0.35,0.28,0.27,0.41,0.48,0.21,0.29,0.27,0.26,0.35,0.27,0.32,0.19,0.0,0.27,0.32,0.28,0.25,0.33,0.0,0.22,0.39,0.23,0.28,0.34,0.22,0.27,0.24,0.0,0.3,0.3,0.29,0.25,0.33,0.23,0.27,0.0,0.22,0.22,0.19,0.29,0.21,0.21,0.24,0.3,0.32,0.25,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.24,0.21,0.29,0.0,0.0,0.21,0.2,0.2,0.0,0.29,0.32,0.22,0.26,0.36,0.22,0.24,0.31,0.22,0.0,0.27,0.2,0.0,0.23,0.21,0.2,0.25,0.2,0.0,0.26,0.23,0.29,0.21,0.21,0.24,0.24,0.0,0.21,0.21,0.19,0.21,0.19,0.0,0.21,0.21,0.2,0.0,0.19,0.0,0.23,0.0,0.24,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.26,0.2,0.23,0.19,0.23,0.0,0.32,0.23,0.24,0.22,0.0,0.23,0.0,0.24,0.0,0.0,0.0,0.64,0.21,0.23,0.0,0.24,0.0,0.22,0.0,0.26,0.0,0.0,0.25,0.26,0.0,0.25,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.34,0.23,0.0,0.21,0.26,0.21,0.2,0.2,0.0,0.0,0.0,0.2,0.21,0.21,0.27,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.08
12/27/2021,0.0,0.73,0.0,0.0,0.52,0.4,0.0,0.0,0.45,0.56,0.56,0.54,0.4,0.26,0.44,0.29,0.51,0.28,0.5,0.46,0.31,0.35,0.42,0.43,0.43,0.39,0.49,0.22,0.38,0.37,0.36,0.27,0.35,0.34,0.21,0.38,0.32,0.48,0.48,0.0,0.39,0.32,0.44,0.3,0.32,0.31,0.41,0.34,0.32,0.49,0.44,0.37,0.41,0.46,0.25,0.3,0.34,0.4,0.35,0.45,0.29,0.22,0.39,0.32,0.35,0.36,0.31,0.0,0.29,0.3,0.32,0.31,0.27,0.29,0.31,0.26,0.33,0.4,0.38,0.0,0.31,0.0,0.35,0.28,0.27,0.42,0.49,0.2,0.29,0.27,0.26,0.34,0.28,0.33,0.19,0.0,0.27,0.33,0.28,0.25,0.33,0.0,0.22,0.4,0.23,0.29,0.34,0.23,0.27,0.24,0.0,0.3,0.3,0.3,0.25,0.33,0.23,0.28,0.19,0.23,0.22,0.0,0.29,0.21,0.22,0.24,0.3,0.32,0.26,0.26,0.25,0.0,0.26,0.0,0.0,0.0,0.0,0.26,0.0,0.24,0.21,0.3,0.0,0.0,0.21,0.2,0.2,0.0,0.29,0.32,0.22,0.27,0.35,0.22,0.24,0.32,0.22,0.0,0.28,0.2,0.0,0.23,0.21,0.19,0.26,0.2,0.0,0.26,0.24,0.29,0.21,0.22,0.24,0.25,0.0,0.21,0.21,0.2,0.21,0.19,0.0,0.21,0.21,0.2,0.0,0.19,0.0,0.23,0.0,0.24,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.19,0.19,0.0,0.19,0.26,0.2,0.23,0.2,0.23,0.0,0.35,0.24,0.24,0.22,0.0,0.23,0.0,0.24,0.0,0.19,0.0,0.0,0.21,0.24,0.0,0.25,0.0,0.23,0.0,0.25,0.0,0.0,0.25,0.27,0.0,0.26,0.19,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.32,0.23,0.0,0.21,0.26,0.21,0.2,0.21,0.0,0.0,0.0,0.2,0.2,0.2,0.27,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.900000000000006
