,NVDA,TGT,IT,BIIB,ADBE,ANET,DHR,SEE,UPS,FB,AMT,BLK,LLY,ORCL,GOOGL,COST,AMZN,COF,NTAP,AXP,AKAM,MSFT,PYPL,CRM,ACN,KMI,TMO,UNH,AAPL,AIZ,CHTR,F,PRGO,STX,ALL,HD,PM,HSIC,FDX,SLB,TYL,IPG,BR,PEP,DVA,LOW,PFE,UHS,SPG,RTX,WFC,NKE,MS,LMT,JKHY,FRT,BRK.B,GS,TXN,QRVO,MDLZ,TAP,LDOS,IBM,EMR,EA,CVS,CL,BMY,DISH,MCD,V,UNP,BK,SLG,QCOM,MDT,JNPR,LEG,CSCO,BAC,GILD,COP,DUK,GD,MMM,ABBV,JNJ,PNW,KO,PG,USB,WMT,KHC,GPS,FTI,SBUX,OMC,NFLX,XOM,EXC,HON,AMGN,CF,MRK,NWL,PVH,VZ,MA,UNM,SO,NEE,MET,JPM,GM,DD,XRAY,CMCSA,ABT,WDC,LYV,FLS,GE,DOW,AIG,T,CVX,IPGP,TSLA,RL,NWS,LUMN,BKNG,FFIV,MO,CAT,C,NCLH,BA,WU,XRX,UAA,HPE,DIS,HBI,INTC,WBA,CTXS,FOXA,US Dollar,DISCA,OGN,Morgan Stanley Instl Lqudty Trs Instl,GE.,n/a,688101.SS,688617.SS,MISXX,SUM
09/20/2021,0.73,0.63,0.72,0.59,0.71,0.64,0.71,0.66,0.67,0.69,0.7,0.67,0.58,0.65,0.71,0.71,0.68,0.65,0.76,0.64,0.66,0.71,0.69,0.71,0.72,0.63,0.69,0.66,0.67,0.7,0.66,0.66,0.61,0.63,0.67,0.68,0.69,0.67,0.62,0.69,0.63,0.69,0.64,0.67,0.6,0.73,0.65,0.63,0.68,0.65,0.66,0.61,0.71,0.63,0.65,0.7,0.66,0.7,0.68,0.62,0.65,0.64,0.64,0.63,0.65,0.65,0.69,0.65,0.59,0.69,0.69,0.63,0.62,0.66,0.65,0.62,0.67,0.65,0.64,0.68,0.7,0.68,0.71,0.64,0.66,0.61,0.62,0.63,0.63,0.66,0.67,0.69,0.67,0.66,0.58,0.69,0.65,0.68,0.76,0.65,0.72,0.64,0.63,0.72,0.63,0.66,0.68,0.65,0.63,0.69,0.69,0.71,0.72,0.69,0.65,0.63,0.65,0.66,0.7,0.59,0.72,0.55,0.66,0.64,0.76,0.66,0.65,0.63,0.7,0.6,0.62,0.74,0.75,0.65,0.69,0.66,0.68,0.74,0.63,0.64,0.59,0.59,0.62,0.71,0.69,0.68,0.71,0.73,0.71,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.34,100.05
09/21/2021,0.73,0.63,0.71,0.59,0.7,0.63,0.71,0.65,0.66,0.68,0.69,0.66,0.58,0.64,0.7,0.71,0.68,0.66,0.74,0.65,0.65,0.7,0.68,0.72,0.71,0.62,0.74,0.67,0.67,0.69,0.67,0.67,0.61,0.63,0.68,0.68,0.69,0.67,0.62,0.68,0.64,0.7,0.64,0.67,0.61,0.73,0.65,0.63,0.68,0.65,0.67,0.61,0.71,0.63,0.65,0.69,0.66,0.69,0.68,0.6,0.66,0.63,0.64,0.63,0.64,0.64,0.7,0.65,0.6,0.69,0.69,0.63,0.62,0.66,0.65,0.6,0.67,0.65,0.64,0.68,0.7,0.69,0.71,0.63,0.67,0.62,0.63,0.63,0.64,0.65,0.68,0.69,0.68,0.66,0.59,0.69,0.64,0.68,0.77,0.65,0.72,0.64,0.64,0.73,0.63,0.66,0.69,0.66,0.62,0.65,0.68,0.69,0.72,0.69,0.65,0.62,0.64,0.66,0.7,0.59,0.72,0.55,0.66,0.63,0.76,0.66,0.65,0.62,0.71,0.61,0.62,0.76,0.75,0.64,0.69,0.65,0.68,0.76,0.63,0.63,0.6,0.59,0.62,0.71,0.69,0.67,0.71,0.74,0.73,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.35,100.02
09/22/2021,0.73,0.63,0.71,0.59,0.7,0.63,0.71,0.65,0.66,0.68,0.69,0.66,0.58,0.64,0.7,0.71,0.68,0.66,0.74,0.65,0.65,0.7,0.68,0.72,0.71,0.62,0.74,0.67,0.67,0.69,0.67,0.67,0.61,0.63,0.68,0.68,0.69,0.67,0.62,0.68,0.64,0.7,0.64,0.67,0.61,0.73,0.65,0.63,0.68,0.65,0.67,0.61,0.71,0.63,0.65,0.69,0.66,0.69,0.68,0.6,0.66,0.63,0.64,0.63,0.64,0.64,0.7,0.65,0.6,0.69,0.69,0.63,0.62,0.66,0.65,0.6,0.67,0.65,0.64,0.68,0.7,0.69,0.71,0.63,0.67,0.62,0.63,0.63,0.64,0.65,0.68,0.69,0.68,0.66,0.59,0.69,0.64,0.68,0.77,0.65,0.72,0.64,0.64,0.73,0.63,0.66,0.69,0.66,0.62,0.65,0.68,0.69,0.72,0.69,0.65,0.62,0.64,0.66,0.7,0.59,0.72,0.55,0.66,0.63,0.76,0.66,0.65,0.62,0.71,0.61,0.62,0.76,0.75,0.64,0.69,0.65,0.68,0.76,0.63,0.63,0.6,0.59,0.62,0.71,0.69,0.67,0.71,0.74,0.73,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.35,100.02
09/23/2021,0.71,0.63,0.72,0.6,0.7,0.63,0.72,0.66,0.67,0.67,0.7,0.66,0.59,0.65,0.7,0.71,0.67,0.65,0.74,0.65,0.65,0.7,0.67,0.72,0.71,0.62,0.74,0.66,0.66,0.69,0.67,0.65,0.61,0.63,0.68,0.68,0.69,0.66,0.62,0.67,0.64,0.69,0.64,0.68,0.61,0.73,0.66,0.63,0.68,0.66,0.67,0.61,0.69,0.63,0.66,0.7,0.67,0.68,0.68,0.59,0.66,0.63,0.65,0.64,0.64,0.63,0.7,0.66,0.6,0.69,0.69,0.63,0.62,0.65,0.65,0.61,0.68,0.65,0.64,0.68,0.69,0.69,0.7,0.64,0.67,0.62,0.63,0.64,0.65,0.66,0.68,0.68,0.68,0.67,0.59,0.66,0.64,0.68,0.76,0.64,0.73,0.64,0.64,0.72,0.65,0.65,0.67,0.67,0.63,0.65,0.69,0.7,0.7,0.68,0.63,0.62,0.63,0.66,0.7,0.59,0.73,0.55,0.66,0.62,0.77,0.66,0.64,0.61,0.69,0.6,0.62,0.76,0.76,0.64,0.7,0.63,0.66,0.76,0.63,0.63,0.6,0.58,0.61,0.7,0.69,0.67,0.71,0.74,0.73,0.0,0.62,0.0,0.0,0.0,0.5,0.0,0.0,0.0,100.0
09/24/2021,0.72,0.63,0.72,0.6,0.7,0.63,0.73,0.65,0.67,0.68,0.7,0.65,0.59,0.66,0.71,0.71,0.67,0.66,0.74,0.66,0.65,0.7,0.67,0.72,0.71,0.63,0.75,0.67,0.67,0.7,0.67,0.65,0.61,0.62,0.68,0.69,0.69,0.66,0.62,0.66,0.64,0.69,0.64,0.68,0.61,0.74,0.66,0.63,0.69,0.66,0.67,0.62,0.69,0.63,0.66,0.69,0.67,0.68,0.68,0.6,0.66,0.63,0.65,0.63,0.64,0.62,0.7,0.67,0.6,0.68,0.7,0.63,0.61,0.65,0.65,0.61,0.68,0.65,0.64,0.68,0.69,0.7,0.73,0.64,0.67,0.62,0.63,0.64,0.65,0.66,0.68,0.7,0.68,0.66,0.58,0.66,0.65,0.67,0.76,0.64,0.72,0.64,0.64,0.74,0.65,0.64,0.67,0.67,0.63,0.64,0.69,0.71,0.7,0.69,0.64,0.61,0.63,0.66,0.7,0.58,0.72,0.55,0.65,0.62,0.76,0.66,0.65,0.61,0.71,0.6,0.63,0.75,0.76,0.63,0.7,0.63,0.66,0.76,0.63,0.61,0.58,0.58,0.6,0.68,0.68,0.67,0.7,0.73,0.73,0.0,0.61,0.0,0.0,0.0,0.51,0.0,0.0,0.0,100.03
09/27/2021,0.74,0.62,0.74,0.58,0.67,0.63,0.71,0.65,0.65,0.64,0.68,0.66,0.58,0.66,0.7,0.69,0.67,0.68,0.76,0.68,0.64,0.7,0.68,0.76,0.72,0.64,0.75,0.64,0.66,0.68,0.64,0.68,0.59,0.63,0.67,0.68,0.68,0.66,0.55,0.69,0.65,0.72,0.64,0.66,0.61,0.73,0.64,0.62,0.69,0.67,0.68,0.62,0.71,0.63,0.65,0.69,0.66,0.69,0.69,0.6,0.65,0.64,0.65,0.64,0.64,0.61,0.69,0.65,0.59,0.69,0.69,0.64,0.61,0.66,0.68,0.6,0.67,0.65,0.63,0.68,0.72,0.69,0.77,0.62,0.67,0.61,0.62,0.63,0.62,0.64,0.67,0.71,0.66,0.65,0.58,0.69,0.64,0.69,0.77,0.67,0.71,0.64,0.63,0.79,0.64,0.64,0.69,0.65,0.64,0.64,0.66,0.68,0.71,0.7,0.65,0.61,0.62,0.64,0.68,0.58,0.76,0.55,0.67,0.62,0.77,0.65,0.66,0.6,0.7,0.61,0.67,0.74,0.79,0.63,0.69,0.64,0.68,0.81,0.65,0.61,0.58,0.59,0.61,0.68,0.67,0.67,0.69,0.73,0.73,0.0,0.6,0.0,0.0,0.0,0.49,0.0,0.0,0.0,100.0
09/28/2021,0.73,0.61,0.73,0.57,0.66,0.63,0.71,0.65,0.65,0.65,0.66,0.66,0.58,0.66,0.7,0.72,0.67,0.68,0.76,0.69,0.65,0.69,0.67,0.78,0.71,0.64,0.75,0.64,0.66,0.69,0.64,0.68,0.59,0.64,0.67,0.68,0.68,0.67,0.54,0.69,0.65,0.72,0.64,0.66,0.6,0.72,0.64,0.62,0.69,0.67,0.68,0.58,0.71,0.64,0.65,0.69,0.66,0.68,0.69,0.59,0.65,0.64,0.66,0.64,0.64,0.62,0.69,0.65,0.58,0.7,0.7,0.65,0.62,0.66,0.69,0.6,0.67,0.66,0.64,0.68,0.73,0.68,0.78,0.62,0.67,0.61,0.62,0.63,0.62,0.64,0.67,0.72,0.66,0.65,0.58,0.7,0.64,0.69,0.76,0.67,0.7,0.63,0.62,0.8,0.64,0.63,0.68,0.65,0.65,0.65,0.66,0.68,0.71,0.71,0.66,0.61,0.62,0.64,0.68,0.59,0.77,0.55,0.68,0.61,0.77,0.65,0.67,0.6,0.72,0.62,0.68,0.75,0.79,0.64,0.69,0.64,0.69,0.83,0.65,0.6,0.59,0.6,0.61,0.68,0.67,0.67,0.69,0.72,0.75,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.39,100.06
09/29/2021,0.73,0.61,0.73,0.57,0.66,0.63,0.71,0.65,0.65,0.65,0.66,0.66,0.58,0.66,0.7,0.72,0.67,0.68,0.76,0.69,0.65,0.69,0.67,0.78,0.71,0.64,0.75,0.64,0.66,0.69,0.64,0.68,0.59,0.64,0.67,0.68,0.68,0.67,0.54,0.69,0.65,0.72,0.64,0.66,0.6,0.72,0.64,0.62,0.69,0.67,0.68,0.58,0.71,0.64,0.65,0.69,0.66,0.68,0.69,0.59,0.65,0.64,0.66,0.64,0.64,0.62,0.69,0.65,0.58,0.7,0.7,0.65,0.62,0.66,0.69,0.6,0.67,0.66,0.64,0.68,0.73,0.68,0.78,0.62,0.67,0.61,0.62,0.63,0.62,0.64,0.67,0.72,0.66,0.65,0.58,0.7,0.64,0.69,0.76,0.67,0.7,0.63,0.62,0.8,0.64,0.63,0.68,0.65,0.65,0.65,0.66,0.68,0.71,0.71,0.66,0.61,0.62,0.64,0.68,0.59,0.77,0.55,0.68,0.61,0.77,0.65,0.67,0.6,0.72,0.62,0.68,0.75,0.79,0.64,0.69,0.64,0.69,0.83,0.65,0.6,0.59,0.6,0.61,0.68,0.67,0.67,0.69,0.72,0.75,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.39,100.06
09/30/2021,0.71,0.6,0.71,0.56,0.64,0.62,0.68,0.65,0.64,0.65,0.64,0.65,0.56,0.67,0.69,0.7,0.66,0.69,0.76,0.69,0.64,0.68,0.66,0.76,0.69,0.65,0.73,0.63,0.65,0.69,0.63,0.69,0.6,0.64,0.66,0.68,0.68,0.67,0.54,0.72,0.63,0.72,0.64,0.65,0.6,0.73,0.63,0.61,0.68,0.67,0.67,0.57,0.72,0.64,0.65,0.68,0.66,0.7,0.69,0.6,0.63,0.66,0.67,0.64,0.63,0.62,0.69,0.64,0.58,0.71,0.7,0.64,0.62,0.68,0.7,0.59,0.66,0.66,0.64,0.67,0.74,0.67,0.8,0.61,0.67,0.61,0.62,0.62,0.62,0.63,0.65,0.73,0.66,0.66,0.59,0.73,0.64,0.7,0.76,0.69,0.69,0.63,0.62,0.82,0.64,0.64,0.7,0.65,0.64,0.67,0.65,0.66,0.73,0.72,0.67,0.62,0.63,0.64,0.65,0.59,0.77,0.56,0.68,0.64,0.8,0.65,0.68,0.6,0.73,0.62,0.68,0.76,0.78,0.63,0.69,0.64,0.69,0.83,0.65,0.61,0.6,0.59,0.63,0.68,0.67,0.67,0.69,0.71,0.76,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.38,99.97
10/01/2021,0.69,0.6,0.69,0.56,0.62,0.61,0.67,0.65,0.65,0.63,0.64,0.65,0.56,0.67,0.68,0.69,0.65,0.69,0.75,0.69,0.63,0.66,0.64,0.75,0.68,0.66,0.71,0.63,0.65,0.69,0.64,0.71,0.6,0.63,0.66,0.68,0.66,0.67,0.54,0.74,0.62,0.71,0.64,0.66,0.61,0.72,0.63,0.62,0.69,0.68,0.66,0.57,0.71,0.65,0.64,0.69,0.66,0.69,0.68,0.59,0.64,0.66,0.67,0.64,0.64,0.64,0.7,0.65,0.58,0.71,0.7,0.64,0.62,0.68,0.69,0.59,0.65,0.66,0.64,0.67,0.75,0.67,0.82,0.61,0.67,0.61,0.62,0.63,0.62,0.63,0.66,0.73,0.66,0.66,0.6,0.73,0.63,0.69,0.76,0.7,0.69,0.63,0.62,0.84,0.65,0.64,0.7,0.66,0.64,0.66,0.65,0.65,0.73,0.73,0.67,0.62,0.62,0.63,0.65,0.59,0.77,0.57,0.69,0.65,0.79,0.65,0.69,0.6,0.73,0.64,0.68,0.76,0.78,0.63,0.69,0.65,0.69,0.83,0.65,0.63,0.6,0.59,0.65,0.68,0.69,0.67,0.69,0.71,0.77,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.39,100.0
10/04/2021,0.7,0.59,0.7,0.57,0.62,0.61,0.68,0.64,0.64,0.64,0.64,0.64,0.59,0.66,0.68,0.7,0.65,0.67,0.75,0.67,0.63,0.67,0.64,0.76,0.68,0.66,0.72,0.63,0.65,0.69,0.64,0.71,0.67,0.62,0.66,0.67,0.65,0.67,0.54,0.72,0.63,0.7,0.65,0.66,0.59,0.72,0.64,0.6,0.68,0.68,0.68,0.57,0.68,0.65,0.64,0.7,0.66,0.68,0.68,0.58,0.64,0.65,0.68,0.66,0.63,0.69,0.7,0.65,0.58,0.71,0.7,0.64,0.61,0.68,0.68,0.59,0.66,0.65,0.63,0.66,0.75,0.68,0.83,0.63,0.68,0.6,0.63,0.63,0.63,0.63,0.66,0.73,0.66,0.67,0.56,0.74,0.63,0.69,0.8,0.7,0.71,0.63,0.63,0.84,0.67,0.6,0.65,0.66,0.64,0.68,0.66,0.67,0.73,0.73,0.68,0.62,0.62,0.65,0.66,0.58,0.77,0.55,0.68,0.64,0.79,0.66,0.69,0.6,0.74,0.6,0.67,0.73,0.77,0.63,0.66,0.63,0.69,0.8,0.66,0.62,0.58,0.57,0.66,0.67,0.63,0.67,0.68,0.72,0.78,0.0,0.61,0.0,0.0,0.0,0.54,0.0,0.0,0.0,100.01
10/05/2021,0.69,0.58,0.7,0.56,0.62,0.62,0.66,0.63,0.63,0.64,0.63,0.64,0.58,0.67,0.68,0.69,0.64,0.68,0.74,0.69,0.63,0.67,0.65,0.76,0.68,0.66,0.71,0.62,0.65,0.68,0.64,0.7,0.68,0.63,0.66,0.67,0.65,0.68,0.54,0.73,0.63,0.71,0.64,0.65,0.58,0.71,0.63,0.59,0.69,0.68,0.67,0.57,0.69,0.64,0.63,0.7,0.66,0.67,0.67,0.58,0.63,0.65,0.68,0.67,0.63,0.69,0.69,0.65,0.58,0.73,0.69,0.65,0.62,0.68,0.69,0.58,0.66,0.65,0.63,0.66,0.75,0.66,0.85,0.62,0.68,0.6,0.63,0.62,0.62,0.63,0.65,0.73,0.64,0.66,0.57,0.76,0.64,0.69,0.8,0.71,0.69,0.63,0.63,0.9,0.72,0.6,0.66,0.66,0.65,0.69,0.65,0.67,0.73,0.73,0.67,0.62,0.62,0.66,0.64,0.58,0.82,0.55,0.69,0.64,0.78,0.65,0.7,0.6,0.72,0.61,0.67,0.74,0.79,0.63,0.65,0.63,0.69,0.84,0.67,0.62,0.6,0.58,0.67,0.68,0.63,0.67,0.67,0.72,0.78,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.43,100.0
10/06/2021,0.69,0.58,0.7,0.56,0.62,0.62,0.66,0.63,0.63,0.64,0.63,0.64,0.58,0.67,0.68,0.69,0.64,0.68,0.74,0.69,0.63,0.67,0.65,0.76,0.68,0.66,0.71,0.62,0.65,0.68,0.64,0.7,0.68,0.63,0.66,0.67,0.65,0.68,0.54,0.73,0.63,0.71,0.64,0.65,0.58,0.71,0.63,0.59,0.69,0.68,0.67,0.57,0.69,0.64,0.63,0.7,0.66,0.67,0.67,0.58,0.63,0.65,0.68,0.67,0.63,0.69,0.69,0.65,0.58,0.73,0.69,0.65,0.62,0.68,0.69,0.58,0.66,0.65,0.63,0.66,0.75,0.66,0.85,0.62,0.68,0.6,0.63,0.62,0.62,0.63,0.65,0.73,0.64,0.66,0.57,0.76,0.64,0.69,0.8,0.71,0.69,0.63,0.63,0.9,0.72,0.6,0.66,0.66,0.65,0.69,0.65,0.67,0.73,0.73,0.67,0.62,0.62,0.66,0.64,0.58,0.82,0.55,0.69,0.64,0.78,0.65,0.7,0.6,0.72,0.61,0.67,0.74,0.79,0.63,0.65,0.63,0.69,0.84,0.67,0.62,0.6,0.58,0.67,0.68,0.63,0.67,0.67,0.72,0.78,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.43,100.0
10/07/2021,0.66,0.58,0.7,0.55,0.6,0.61,0.66,0.65,0.62,0.61,0.63,0.63,0.57,0.67,0.67,0.68,0.63,0.68,0.74,0.69,0.61,0.66,0.62,0.75,0.67,0.66,0.71,0.62,0.64,0.68,0.65,0.71,0.67,0.63,0.65,0.66,0.65,0.68,0.53,0.75,0.62,0.71,0.63,0.65,0.58,0.72,0.63,0.58,0.69,0.68,0.68,0.58,0.68,0.64,0.63,0.71,0.66,0.66,0.66,0.57,0.63,0.66,0.69,0.68,0.62,0.69,0.69,0.64,0.58,0.74,0.7,0.64,0.63,0.68,0.69,0.57,0.65,0.65,0.64,0.65,0.76,0.65,0.87,0.64,0.68,0.6,0.63,0.61,0.64,0.63,0.65,0.73,0.64,0.67,0.58,0.77,0.63,0.69,0.79,0.73,0.7,0.63,0.62,0.9,0.74,0.59,0.67,0.66,0.63,0.7,0.66,0.67,0.73,0.74,0.69,0.63,0.61,0.66,0.64,0.58,0.82,0.56,0.69,0.64,0.79,0.66,0.7,0.57,0.73,0.63,0.67,0.76,0.79,0.62,0.67,0.63,0.7,0.82,0.66,0.62,0.59,0.58,0.68,0.68,0.63,0.67,0.67,0.7,0.8,0.0,0.61,0.0,0.0,0.0,0.54,0.0,0.0,0.0,100.03
10/08/2021,0.68,0.58,0.71,0.55,0.6,0.62,0.65,0.65,0.62,0.62,0.62,0.63,0.58,0.68,0.68,0.69,0.63,0.69,0.74,0.69,0.61,0.67,0.63,0.75,0.68,0.66,0.71,0.62,0.64,0.69,0.65,0.71,0.67,0.63,0.66,0.66,0.65,0.68,0.54,0.73,0.62,0.71,0.63,0.65,0.57,0.72,0.62,0.57,0.68,0.69,0.69,0.58,0.69,0.64,0.62,0.7,0.66,0.68,0.67,0.57,0.63,0.66,0.67,0.67,0.63,0.69,0.68,0.63,0.57,0.73,0.7,0.63,0.64,0.7,0.68,0.57,0.65,0.65,0.63,0.65,0.77,0.65,0.87,0.63,0.67,0.6,0.63,0.61,0.63,0.63,0.65,0.74,0.64,0.67,0.58,0.77,0.63,0.7,0.82,0.72,0.69,0.63,0.62,0.89,0.72,0.59,0.67,0.66,0.62,0.71,0.65,0.67,0.75,0.74,0.69,0.63,0.6,0.65,0.63,0.58,0.83,0.56,0.69,0.64,0.81,0.65,0.7,0.57,0.73,0.64,0.67,0.75,0.78,0.62,0.66,0.62,0.7,0.82,0.66,0.62,0.6,0.59,0.68,0.68,0.61,0.67,0.67,0.7,0.8,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.43,99.94
10/11/2021,0.69,0.58,0.69,0.56,0.61,0.62,0.66,0.65,0.63,0.62,0.63,0.63,0.57,0.68,0.69,0.69,0.64,0.69,0.74,0.69,0.61,0.68,0.64,0.76,0.68,0.65,0.71,0.62,0.65,0.69,0.65,0.7,0.67,0.6,0.66,0.67,0.65,0.67,0.54,0.72,0.63,0.7,0.64,0.67,0.57,0.72,0.62,0.57,0.68,0.69,0.69,0.58,0.69,0.64,0.63,0.71,0.67,0.68,0.67,0.57,0.65,0.65,0.68,0.67,0.63,0.64,0.68,0.64,0.58,0.72,0.7,0.64,0.65,0.7,0.69,0.58,0.65,0.65,0.62,0.65,0.77,0.65,0.87,0.64,0.68,0.6,0.63,0.61,0.64,0.64,0.66,0.74,0.64,0.67,0.56,0.74,0.63,0.7,0.83,0.71,0.71,0.63,0.61,0.88,0.71,0.59,0.65,0.66,0.63,0.71,0.66,0.69,0.75,0.74,0.68,0.62,0.6,0.66,0.64,0.57,0.84,0.55,0.68,0.62,0.81,0.65,0.7,0.57,0.73,0.62,0.67,0.75,0.78,0.62,0.66,0.62,0.7,0.82,0.66,0.62,0.6,0.58,0.67,0.68,0.59,0.67,0.67,0.7,0.8,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.44,99.95
10/12/2021,0.69,0.58,0.69,0.56,0.61,0.65,0.65,0.65,0.64,0.61,0.61,0.64,0.58,0.7,0.69,0.69,0.64,0.69,0.75,0.69,0.6,0.68,0.63,0.75,0.68,0.68,0.72,0.64,0.65,0.69,0.61,0.74,0.64,0.59,0.65,0.67,0.64,0.68,0.54,0.76,0.64,0.7,0.64,0.67,0.56,0.72,0.62,0.56,0.68,0.7,0.68,0.59,0.69,0.65,0.63,0.7,0.67,0.69,0.67,0.57,0.64,0.64,0.69,0.67,0.64,0.67,0.69,0.64,0.55,0.72,0.7,0.64,0.66,0.71,0.69,0.57,0.65,0.66,0.62,0.66,0.77,0.65,0.9,0.63,0.69,0.6,0.64,0.61,0.57,0.64,0.66,0.75,0.65,0.66,0.56,0.79,0.63,0.7,0.82,0.72,0.69,0.63,0.61,0.9,0.71,0.58,0.65,0.64,0.64,0.75,0.66,0.67,0.75,0.74,0.74,0.63,0.6,0.63,0.65,0.57,0.81,0.55,0.68,0.64,0.81,0.64,0.72,0.59,0.73,0.6,0.68,0.73,0.79,0.63,0.66,0.63,0.7,0.78,0.67,0.62,0.59,0.57,0.67,0.68,0.58,0.66,0.68,0.64,0.81,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.02
10/13/2021,0.69,0.58,0.69,0.56,0.61,0.65,0.65,0.65,0.64,0.61,0.61,0.64,0.58,0.7,0.69,0.69,0.64,0.69,0.75,0.69,0.6,0.68,0.63,0.75,0.68,0.68,0.72,0.64,0.65,0.69,0.61,0.74,0.64,0.59,0.65,0.67,0.64,0.68,0.54,0.76,0.64,0.7,0.64,0.67,0.56,0.72,0.62,0.56,0.68,0.7,0.68,0.59,0.69,0.65,0.63,0.7,0.67,0.69,0.67,0.57,0.64,0.64,0.69,0.67,0.64,0.67,0.69,0.64,0.55,0.72,0.7,0.64,0.66,0.71,0.69,0.57,0.65,0.66,0.62,0.66,0.77,0.65,0.9,0.63,0.69,0.6,0.64,0.61,0.57,0.64,0.66,0.75,0.65,0.66,0.56,0.79,0.63,0.7,0.82,0.72,0.69,0.63,0.61,0.9,0.71,0.58,0.65,0.64,0.64,0.75,0.66,0.67,0.75,0.74,0.74,0.63,0.6,0.63,0.65,0.57,0.81,0.55,0.68,0.64,0.81,0.64,0.72,0.59,0.73,0.6,0.68,0.73,0.79,0.63,0.66,0.63,0.7,0.78,0.67,0.62,0.59,0.57,0.67,0.68,0.58,0.66,0.68,0.64,0.81,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.02
10/14/2021,0.69,0.58,0.69,0.56,0.61,0.67,0.65,0.66,0.63,0.61,0.62,0.64,0.59,0.71,0.69,0.69,0.64,0.68,0.75,0.69,0.61,0.69,0.62,0.75,0.69,0.69,0.72,0.64,0.65,0.69,0.61,0.75,0.63,0.61,0.66,0.68,0.64,0.68,0.53,0.78,0.65,0.7,0.65,0.68,0.56,0.73,0.62,0.56,0.69,0.7,0.68,0.59,0.67,0.66,0.63,0.71,0.67,0.68,0.67,0.56,0.64,0.63,0.68,0.67,0.63,0.67,0.69,0.65,0.56,0.7,0.7,0.63,0.66,0.71,0.71,0.56,0.64,0.67,0.63,0.66,0.76,0.66,0.9,0.63,0.69,0.6,0.64,0.62,0.58,0.65,0.67,0.75,0.65,0.67,0.54,0.77,0.63,0.7,0.82,0.72,0.68,0.63,0.61,0.92,0.71,0.59,0.65,0.63,0.63,0.75,0.65,0.66,0.76,0.73,0.73,0.62,0.6,0.6,0.64,0.57,0.82,0.54,0.68,0.64,0.82,0.62,0.71,0.59,0.74,0.6,0.68,0.71,0.79,0.63,0.67,0.63,0.7,0.78,0.67,0.62,0.59,0.56,0.68,0.67,0.59,0.66,0.68,0.63,0.81,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.4,100.03
10/15/2021,0.69,0.59,0.69,0.56,0.62,0.66,0.65,0.65,0.64,0.6,0.63,0.64,0.59,0.71,0.68,0.69,0.64,0.69,0.74,0.7,0.6,0.69,0.63,0.77,0.69,0.7,0.72,0.64,0.65,0.69,0.6,0.78,0.63,0.59,0.65,0.69,0.65,0.68,0.54,0.79,0.66,0.69,0.66,0.68,0.56,0.74,0.62,0.55,0.7,0.7,0.67,0.6,0.68,0.66,0.63,0.71,0.67,0.68,0.66,0.55,0.65,0.63,0.69,0.66,0.62,0.66,0.69,0.65,0.56,0.7,0.7,0.63,0.66,0.72,0.72,0.56,0.64,0.66,0.63,0.65,0.76,0.65,0.89,0.63,0.7,0.6,0.63,0.61,0.58,0.65,0.67,0.75,0.65,0.67,0.55,0.75,0.63,0.69,0.82,0.72,0.7,0.63,0.59,0.9,0.7,0.6,0.67,0.62,0.63,0.74,0.66,0.67,0.76,0.73,0.75,0.62,0.6,0.61,0.65,0.55,0.84,0.53,0.68,0.63,0.81,0.61,0.72,0.58,0.76,0.62,0.69,0.71,0.79,0.62,0.67,0.62,0.69,0.81,0.66,0.61,0.59,0.57,0.67,0.67,0.59,0.65,0.68,0.6,0.81,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.42,100.04999999999998
