,SPCE,MAXR,GSAT,MDA.TO,DISH,TRMB,IRDM,GRMN,SIRI,VSAT,SESG.PA,ETL.PA,SATS,LORL,ORBC,TOM2.AS,9412.T,CMCSA,T,LMT,RTX,BA,ASTS,NOC,LHX,HON,4825.T,GILT,AIR.PA,AVIO.MI,BLL,First American Government Obligs X,AJRD,HO.PA,LDO.MI,7013.T,SDA.AX,n/a,FGXXX,TMP,603983.SS,TSAT.NE,TSAT,RKLB,ARQQ,ASTR,SPIR,BKSY,MNTS,M0Y.DE,RDW,SUM
09/09/2021,3.14,4.1,6.38,4.92,5.19,5.52,5.35,5.66,4.33,4.47,4.86,4.32,4.43,3.82,0.0,2.42,2.46,2.5,2.16,2.1,2.17,2.01,2.01,2.04,1.93,1.66,1.56,1.41,1.12,1.02,0.72,0.0,0.15,0.15,0.04,0.02,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/10/2021,3.2,4.02,6.03,4.85,5.21,5.52,5.7,5.63,4.23,4.56,4.89,4.32,4.45,3.76,0.0,2.65,2.52,2.45,2.16,2.07,2.16,1.98,1.92,2.01,1.92,1.63,1.67,1.41,1.12,1.0,0.72,0.0,0.15,0.14,0.04,0.02,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/13/2021,3.27,3.89,7.76,4.68,5.15,5.43,5.45,5.53,4.19,4.48,4.81,4.24,4.36,3.59,0.0,2.51,2.56,2.42,2.15,2.06,2.14,1.94,1.92,2.0,1.91,1.63,1.63,1.34,1.1,0.97,0.71,0.0,0.15,0.14,0.04,0.02,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/14/2021,3.32,3.97,7.48,4.69,5.01,5.44,5.45,5.55,4.15,4.4,4.82,4.27,4.38,3.63,0.0,2.55,2.56,2.41,2.15,2.06,2.17,1.97,1.93,1.98,1.93,1.62,1.71,1.38,1.12,0.97,0.7,0.0,0.15,0.14,0.04,0.02,0.0,0.0,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/15/2021,3.38,4.09,7.85,4.89,5.08,5.68,5.72,5.76,4.27,4.53,5.0,4.42,4.47,3.69,0.0,2.79,2.68,2.49,2.22,2.12,2.24,2.02,1.97,2.05,2.0,1.69,1.85,1.41,1.16,0.99,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,3.38,4.09,7.85,4.89,5.08,5.68,5.72,5.76,4.27,4.53,5.0,4.42,4.47,3.69,0.0,2.79,2.68,2.49,2.22,2.12,2.24,2.02,1.97,2.05,2.0,1.69,1.85,1.41,1.16,0.99,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/17/2021,3.28,4.18,6.92,4.91,5.3,5.59,5.72,5.76,4.33,4.67,5.05,4.49,4.57,3.72,0.0,2.71,2.72,2.54,2.26,2.14,2.27,2.07,2.04,2.06,1.99,1.71,1.88,1.44,1.17,1.01,0.72,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,3.32,4.11,5.8,5.18,5.28,5.74,5.6,5.84,4.44,4.68,5.18,4.69,4.5,3.75,0.0,2.72,2.75,2.48,2.32,2.19,2.37,2.12,1.94,2.13,2.04,1.74,1.97,1.44,1.18,1.0,0.74,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/21/2021,3.41,4.11,5.59,5.08,5.26,5.76,5.57,5.83,4.47,4.91,5.16,4.58,4.48,3.79,0.0,2.77,2.76,2.5,2.33,2.17,2.35,2.12,2.05,2.1,1.98,1.72,2.01,1.43,1.2,1.0,0.74,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/22/2021,3.41,4.11,5.59,5.08,5.26,5.76,5.57,5.83,4.47,4.91,5.16,4.58,4.48,3.79,0.0,2.77,2.76,2.5,2.33,2.17,2.35,2.12,2.05,2.1,1.98,1.72,2.01,1.43,1.2,1.0,0.74,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/23/2021,3.66,4.14,5.51,5.09,5.2,5.65,5.61,5.76,4.46,4.89,5.15,4.58,4.72,3.72,0.0,2.69,2.7,2.48,2.32,2.16,2.32,2.11,2.26,2.09,1.98,1.71,1.95,1.44,1.17,0.98,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/24/2021,3.66,4.14,5.51,5.09,5.2,5.65,5.61,5.76,4.46,4.89,5.15,4.58,4.72,3.72,0.0,2.69,2.7,2.48,2.32,2.16,2.32,2.11,2.26,2.09,1.98,1.71,1.95,1.44,1.17,0.98,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
09/27/2021,5.03,4.82,3.45,5.12,4.88,4.78,4.6,4.96,4.97,5.57,4.96,5.0,5.01,2.05,0.0,1.19,1.46,2.36,2.48,2.46,5.18,2.58,1.14,2.46,4.76,2.46,1.03,0.85,2.52,0.54,2.16,0.0,0.48,0.44,0.12,0.05,0.0,-2.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,5.03,4.82,3.45,5.12,4.88,4.78,4.6,4.96,4.97,5.57,4.96,5.0,5.01,2.05,0.0,1.19,1.46,2.36,2.48,2.46,5.18,2.58,1.14,2.46,4.76,2.46,1.03,0.85,2.52,0.54,2.16,0.0,0.48,0.44,0.12,0.05,0.0,-2.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/29/2021,5.03,4.82,3.45,5.12,4.88,4.78,4.6,4.96,4.97,5.57,4.96,5.0,5.01,2.05,0.0,1.19,1.46,2.36,2.48,2.46,5.18,2.58,1.14,2.46,4.76,2.46,1.03,0.85,2.52,0.54,2.16,0.0,0.48,0.44,0.12,0.05,0.0,-2.11,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,4.88,4.74,3.26,5.12,4.94,4.69,4.6,4.99,5.0,5.6,4.97,5.0,5.0,2.23,0.0,1.21,1.47,2.36,2.48,2.51,5.21,2.59,1.11,2.5,4.82,2.46,1.06,0.83,2.49,0.53,2.14,0.0,0.5,0.44,0.12,0.05,0.0,-2.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/01/2021,4.63,4.74,3.27,5.15,5.07,4.58,4.5,4.64,5.11,5.61,5.08,5.19,5.02,2.27,0.0,1.19,1.49,2.34,2.53,2.57,5.28,2.59,1.1,2.55,4.86,2.45,1.03,0.81,2.47,0.54,2.11,0.0,0.51,0.45,0.13,0.05,0.0,-2.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/04/2021,4.37,4.55,3.11,5.05,5.01,4.48,4.33,4.55,5.0,5.64,4.94,5.12,4.91,2.23,0.0,1.16,1.42,2.34,2.49,2.5,5.18,2.62,1.05,2.53,4.79,2.4,1.01,0.79,2.49,0.52,2.07,0.0,0.5,0.44,0.13,0.05,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/05/2021,4.87,4.5,3.2,5.04,4.89,4.34,4.2,4.44,4.96,5.53,5.14,5.83,4.84,2.18,0.0,1.14,1.41,2.32,2.43,2.44,5.08,2.54,1.02,2.49,4.69,2.35,1.01,0.79,2.42,0.52,2.06,0.0,0.5,0.44,0.12,0.05,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/06/2021,4.87,4.5,3.2,5.04,4.89,4.34,4.2,4.44,4.96,5.53,5.14,5.83,4.84,2.18,0.0,1.14,1.41,2.32,2.43,2.44,5.08,2.54,1.02,2.49,4.69,2.35,1.01,0.79,2.42,0.52,2.06,0.0,0.5,0.44,0.12,0.05,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/07/2021,4.57,4.57,2.94,4.99,5.07,4.42,4.2,4.41,4.96,5.66,5.08,5.94,4.79,2.21,0.0,1.14,1.41,2.36,2.44,2.45,5.15,2.6,0.99,2.49,4.66,2.38,0.99,0.78,2.45,0.52,2.05,0.0,0.49,0.44,0.12,0.05,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/08/2021,4.39,4.53,2.83,5.09,5.14,4.31,4.08,4.45,5.0,5.7,5.12,5.96,4.91,2.22,0.0,1.13,1.45,2.37,2.47,2.46,5.2,2.6,0.98,2.54,4.67,2.38,1.0,0.74,2.41,0.53,2.06,0.0,0.49,0.44,0.13,0.05,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/11/2021,4.42,4.36,2.89,5.16,5.03,4.32,3.96,4.46,5.03,5.57,5.12,5.98,4.92,2.25,0.0,1.09,1.43,2.36,2.46,2.48,5.28,2.6,0.96,2.61,4.83,2.4,0.96,0.74,2.38,0.54,2.12,0.0,0.49,0.43,0.13,0.05,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/12/2021,4.42,4.41,2.94,5.03,5.05,4.33,4.0,4.42,5.06,5.74,5.07,5.98,4.88,2.24,0.0,1.09,1.41,2.36,2.41,2.46,5.27,2.59,0.97,2.62,4.86,2.39,1.0,0.74,2.37,0.55,2.08,0.0,0.48,0.43,0.12,0.05,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,4.42,4.41,2.94,5.03,5.05,4.33,4.0,4.42,5.06,5.74,5.07,5.98,4.88,2.24,0.0,1.09,1.41,2.36,2.41,2.46,5.27,2.59,0.97,2.62,4.86,2.39,1.0,0.74,2.37,0.55,2.08,0.0,0.48,0.43,0.12,0.05,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/14/2021,4.43,4.5,2.84,5.07,5.0,4.31,3.88,4.42,4.92,5.7,5.14,6.17,4.84,2.18,0.0,1.06,1.43,2.26,2.4,2.5,5.34,2.61,0.94,2.69,4.95,2.41,0.99,0.74,2.37,0.55,2.08,0.0,0.5,0.44,0.12,0.05,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/15/2021,4.48,4.52,2.88,5.09,4.88,4.25,3.91,4.39,4.86,5.73,5.13,6.12,4.88,2.21,0.0,1.07,1.44,2.17,2.35,2.53,5.32,2.62,0.95,2.73,5.02,2.39,1.01,0.74,2.4,0.55,2.08,0.0,0.5,0.44,0.13,0.05,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/18/2021,4.58,4.58,3.12,5.02,4.74,4.26,4.04,4.39,4.86,5.71,5.16,6.11,4.82,2.27,0.0,1.06,1.41,2.17,2.27,2.55,5.27,2.55,1.02,2.68,4.97,2.38,1.01,0.75,2.35,0.55,2.07,0.0,0.5,0.43,0.12,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/19/2021,4.57,4.74,3.1,4.99,4.83,4.35,4.05,4.43,4.84,5.57,5.14,6.07,4.83,2.27,0.0,1.1,1.38,2.21,2.28,2.53,5.2,2.48,0.99,2.66,4.97,2.39,1.05,0.74,2.35,0.56,2.08,0.0,0.49,0.43,0.12,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/20/2021,4.57,4.74,3.1,4.99,4.83,4.35,4.05,4.43,4.84,5.57,5.14,6.07,4.83,2.27,0.0,1.1,1.38,2.21,2.28,2.53,5.2,2.48,0.99,2.66,4.97,2.39,1.05,0.74,2.35,0.56,2.08,0.0,0.49,0.43,0.12,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/21/2021,3.78,4.58,2.98,5.06,4.87,4.48,4.16,4.54,4.89,5.52,5.19,6.11,4.68,2.28,0.0,1.18,1.4,2.2,2.28,2.58,5.35,2.5,0.97,2.72,5.07,2.44,1.2,0.74,2.38,0.57,2.05,0.0,0.5,0.43,0.12,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/22/2021,3.78,4.58,2.98,5.06,4.87,4.48,4.16,4.54,4.89,5.52,5.19,6.11,4.68,2.28,0.0,1.18,1.4,2.2,2.28,2.58,5.35,2.5,0.97,2.72,5.07,2.44,1.2,0.74,2.38,0.57,2.05,0.0,0.5,0.43,0.12,0.05,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/25/2021,3.8,4.62,3.09,5.04,4.9,4.47,4.3,4.53,4.94,5.45,5.13,6.01,4.69,2.28,0.0,1.23,1.38,2.22,2.29,2.57,5.3,2.44,0.97,2.72,5.07,2.43,1.21,0.74,2.32,0.57,2.07,0.0,0.5,0.42,0.11,0.05,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/28/2021,3.72,4.59,2.96,5.0,4.8,4.52,4.2,4.64,4.86,5.57,5.17,6.06,4.51,5.36,0.0,2.75,3.04,2.21,2.26,2.61,2.67,2.42,2.09,2.34,2.12,1.68,2.69,1.59,1.13,1.23,0.72,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
10/29/2021,3.8,4.62,2.92,4.89,4.83,4.52,4.23,4.61,4.84,5.64,5.08,5.98,4.48,5.6,0.0,2.65,3.02,2.21,2.27,2.62,2.65,2.42,2.2,2.34,2.11,1.68,2.69,1.61,1.1,1.22,0.68,0.0,0.17,0.14,0.04,0.02,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
11/01/2021,3.56,4.56,2.91,4.91,4.73,4.59,4.27,4.23,4.92,5.67,5.34,6.11,4.45,5.44,0.0,2.79,3.1,2.21,2.29,2.38,2.67,2.42,2.27,2.31,2.04,1.71,2.86,1.61,1.16,1.24,0.74,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
