,SPCE,MAXR,GSAT,MDA.TO,DISH,TRMB,IRDM,GRMN,SIRI,VSAT,SESG.PA,ETL.PA,SATS,LORL,ORBC,TOM2.AS,9412.T,CMCSA,T,LMT,RTX,BA,ASTS,NOC,LHX,HON,4825.T,GILT,AIR.PA,AVIO.MI,BLL,First American Government Obligs X,AJRD,HO.PA,LDO.MI,7013.T,SDA.AX,n/a,FGXXX,TMP,603983.SS,TSAT.NE,TSAT,RKLB,ARQQ,ASTR,SPIR,BKSY,MNTS,M0Y.DE,RDW,SUM
07/09/2021,5.65,5.27,4.99,4.95,4.91,4.85,4.76,4.75,4.55,4.53,4.42,4.35,4.18,3.56,3.47,2.58,2.38,2.36,2.31,2.27,2.26,2.24,2.13,2.07,1.84,1.63,1.55,1.5,1.09,1.07,0.61,0.54,0.17,0.15,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/14/2021,6.46,4.63,5.01,4.81,4.82,4.92,4.68,4.85,4.56,4.6,4.51,4.36,4.07,3.33,3.45,2.52,2.42,2.38,2.27,2.3,2.28,2.24,2.11,2.1,1.89,1.66,1.52,1.54,1.12,1.08,0.63,0.48,0.17,0.16,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/16/2021,5.38,4.61,5.32,4.88,4.83,5.0,4.74,4.93,4.57,4.57,4.52,4.45,4.07,3.44,3.48,2.58,2.44,2.41,2.29,2.29,2.29,2.25,2.21,2.11,1.91,1.68,1.55,1.51,1.12,1.07,0.64,0.48,0.17,0.16,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/27/2021,4.53,4.59,4.7,4.82,5.02,5.04,5.08,5.13,4.71,4.81,4.76,4.56,4.06,3.32,3.61,2.42,2.51,2.46,2.3,2.36,2.36,2.16,1.98,2.12,1.98,1.77,1.57,1.52,1.13,1.07,0.64,0.5,0.18,0.16,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
08/09/2021,4.27,3.91,4.16,4.86,5.01,5.45,5.34,5.51,4.67,4.9,4.82,4.32,4.38,3.35,3.54,2.68,2.61,2.47,2.3,2.23,2.36,2.22,1.87,2.09,2.01,1.75,0.0,1.58,1.19,1.04,0.62,0.0,0.17,0.16,0.04,0.02,0.0,1.58,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/10/2021,4.27,3.91,4.16,4.86,5.01,5.45,5.34,5.51,4.67,4.9,4.82,4.32,4.38,3.35,3.54,2.68,2.61,2.47,2.3,2.23,2.36,2.22,1.87,2.09,2.01,1.75,1.58,1.58,1.19,1.04,0.62,0.0,0.17,0.16,0.04,0.02,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/11/2021,4.27,3.91,4.16,4.86,5.01,5.45,5.34,5.51,4.67,4.9,4.82,4.32,4.38,3.35,3.54,2.68,2.61,2.47,2.3,2.23,2.36,2.22,1.87,2.09,2.01,1.75,1.58,1.58,1.19,1.04,0.62,0.0,0.17,0.16,0.04,0.02,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
08/13/2021,4.2,4.29,4.28,4.74,5.12,5.37,5.17,5.52,4.38,5.05,4.54,4.27,4.66,3.62,3.54,2.74,2.46,2.45,2.29,2.22,2.36,2.26,1.76,2.1,2.01,1.75,1.58,1.59,1.15,1.01,0.68,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
08/16/2021,3.5,4.28,4.63,4.97,5.13,5.37,5.13,5.55,4.3,5.16,4.62,4.28,4.56,3.79,3.55,2.64,2.47,2.49,2.29,2.21,2.38,2.29,1.64,2.11,2.0,1.76,1.61,1.56,1.16,1.0,0.69,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/17/2021,3.5,4.28,4.63,4.97,5.13,5.37,5.13,5.55,4.3,5.16,4.62,4.28,4.56,3.79,3.55,2.64,2.47,2.49,2.29,2.21,2.38,2.29,1.64,2.11,2.0,1.76,1.61,1.56,1.16,1.0,0.69,0.0,0.17,0.15,0.04,0.02,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/18/2021,3.45,4.08,4.31,5.05,5.14,5.44,4.98,5.66,4.35,5.17,4.72,4.38,4.52,3.74,3.59,2.64,2.49,2.53,2.33,2.23,2.38,2.28,1.63,2.13,2.01,1.78,1.64,1.58,1.18,1.02,0.69,0.0,0.16,0.16,0.04,0.02,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/19/2021,3.45,4.08,4.31,5.05,5.14,5.44,4.98,5.66,4.35,5.17,4.72,4.38,4.52,3.74,3.59,2.64,2.49,2.53,2.33,2.23,2.38,2.28,1.63,2.13,2.01,1.78,1.64,1.58,1.18,1.02,0.69,0.0,0.16,0.16,0.04,0.02,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/20/2021,3.46,3.97,4.23,5.13,5.2,5.53,4.95,5.72,4.39,5.1,4.74,4.39,4.48,3.79,3.59,2.6,2.5,2.53,2.34,2.25,2.39,2.23,1.56,2.17,2.05,1.8,1.65,1.55,1.18,1.02,0.69,0.0,0.16,0.16,0.04,0.02,0.0,-0.04,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
08/23/2021,3.42,3.81,3.89,5.05,5.24,5.64,4.94,5.84,4.61,4.82,4.86,4.43,4.37,3.81,3.79,2.64,2.54,2.6,2.36,2.28,2.36,2.13,1.44,2.19,2.08,1.81,1.67,1.51,1.16,1.05,0.74,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/24/2021,3.42,3.81,3.89,5.05,5.24,5.64,4.94,5.84,4.61,4.82,4.86,4.43,4.37,3.81,3.79,2.64,2.54,2.6,2.36,2.28,2.36,2.13,1.44,2.19,2.08,1.81,1.67,1.51,1.16,1.05,0.74,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/25/2021,3.41,3.81,3.84,5.11,5.27,5.66,5.01,5.89,4.64,4.95,4.79,4.38,4.38,3.82,3.74,2.62,2.52,2.58,2.33,2.27,2.35,2.11,1.47,2.17,2.06,1.78,1.64,1.56,1.14,1.02,0.75,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/26/2021,3.41,3.81,3.84,5.11,5.27,5.66,5.01,5.89,4.64,4.95,4.79,4.38,4.38,3.82,3.74,2.62,2.52,2.58,2.33,2.27,2.35,2.11,1.47,2.17,2.06,1.78,1.64,1.56,1.14,1.02,0.75,0.0,0.16,0.15,0.04,0.02,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
08/27/2021,3.6,4.06,4.02,5.09,5.19,5.66,4.93,5.85,4.54,4.98,4.75,4.37,4.48,3.71,3.66,2.55,2.5,2.53,2.26,2.23,2.33,2.14,1.61,2.12,2.03,1.76,1.65,1.6,1.15,1.02,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,3.47,4.03,4.14,4.97,5.17,5.79,4.82,5.86,4.48,4.89,4.78,4.38,4.6,3.56,3.67,2.55,2.5,2.52,2.24,2.25,2.32,2.11,1.9,2.16,2.06,1.78,1.64,1.48,1.18,1.08,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,3.47,4.03,4.14,4.97,5.17,5.79,4.82,5.86,4.48,4.89,4.78,4.38,4.6,3.56,3.67,2.55,2.5,2.52,2.24,2.25,2.32,2.11,1.9,2.16,2.06,1.78,1.64,1.48,1.18,1.08,0.73,0.0,0.16,0.15,0.04,0.02,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,3.5,4.17,4.31,4.83,5.12,5.78,4.91,5.87,4.44,4.86,4.84,4.4,4.72,3.66,3.62,2.52,2.46,2.5,2.21,2.22,2.3,2.12,1.86,2.11,2.0,1.75,1.61,1.48,1.16,1.05,0.72,0.0,0.15,0.15,0.04,0.02,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/02/2021,3.5,4.17,4.31,4.83,5.12,5.78,4.91,5.87,4.44,4.86,4.84,4.4,4.72,3.66,3.62,2.52,2.46,2.5,2.21,2.22,2.3,2.12,1.86,2.11,2.0,1.75,1.61,1.48,1.16,1.05,0.72,0.0,0.15,0.15,0.04,0.02,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
09/03/2021,3.22,4.0,6.82,4.59,4.95,5.57,5.46,5.73,4.29,4.66,4.71,4.25,4.46,3.67,3.49,2.44,2.39,2.42,2.14,2.14,2.2,2.01,2.01,2.05,1.93,1.69,1.6,1.44,1.12,1.02,0.7,0.0,0.15,0.15,0.04,0.02,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04000000000002
09/06/2021,3.49,4.11,5.52,4.91,5.1,5.49,5.38,5.67,4.35,4.67,4.75,4.28,4.58,3.79,3.52,2.46,2.43,2.49,2.15,2.12,2.2,2.03,2.01,2.05,1.95,1.69,1.57,1.44,1.16,1.05,0.72,0.0,0.15,0.15,0.04,0.02,0.0,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/07/2021,3.34,4.14,6.06,4.87,5.18,5.45,5.33,5.61,4.33,4.65,4.82,4.34,4.55,3.88,0.0,2.4,2.43,2.48,2.16,2.1,2.18,2.02,2.0,2.04,1.93,1.67,1.55,1.41,1.13,1.04,0.72,0.0,0.15,0.15,0.04,0.02,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/08/2021,3.34,4.14,6.06,4.87,5.18,5.45,5.33,5.61,4.33,4.65,4.82,4.34,4.55,3.88,0.0,2.4,2.43,2.48,2.16,2.1,2.18,2.02,2.0,2.04,1.93,1.67,1.55,1.41,1.13,1.04,0.72,0.0,0.15,0.15,0.04,0.02,0.0,0.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
