,PTT-R.BK,CPALL-R.BK,SCVUF,AOT-R.BK,BDMS-R.BK,NVAA.,DELTA-R.BK,PTTEP-R.BK,PTTGC-R.BK,NVAM.,CPN-R.BK,CPF-R.BK,GULF-R.BK,MINT-R.BK,EA-R.BK,OR-R.BK,HMPRO-R.BK,SCB-R.BK,SCGP-R.BK,BTS-R.BK,IVL-R.BK,LDHUF,BBL/F.BK,CRC-R.BK,BEM-R.BK,KTC-R.BK,TOP-R.BK,BH-R.BK,KCE-R.BK,TU-R.BK,BANPU-R.BK,GPSC-R.BK,SAWAD-R.BK,OSP-R.BK,EGCO-R.BK,CBG-R.BK,IRPC-R.BK,MTC-R.BK,BJC-R.BK,HANA-R.BK,STGT-R.BK,COM7-R.BK,KTB-R.BK,TRUE-R.BK,NVA4.,STA-R.BK,AWC-R.BK,BGRIM-R.BK,BAM-R.BK,BCH-R.BK,NYVL.,BCP-R.BK,WHA-R.BK,CK-R.BK,NYVU.,VGI-R.BK,TOA-R.BK,CHG-R.BK,AP-R.BK,GUNKUL-R.BK,TISCO-R.BK,NYVT.,AEONTS-R.BK,QH-R.BK,JMT-R.BK,F1P2.,M-R.BK,SPRC-R.BK,DOHOME-R.BK,TQM-R.BK,AMATA-R.BK,XTSLA,SIRI-R.BK,SUPER-R.BK,SCCC-R.BK,PTG-R.BK,NYVS.,THG-R.BK,STEC-R.BK,THVUF,BLA-R.BK,JMART-R.BK,MEGA-R.BK,BPP-R.BK,CENTEL-R.BK,TASCO-R.BK,BLAND-R.BK,NVAY.,SF-R.BK,EPG-R.BK,DCC-R.BK,MAJOR-R.BK,KKP-R.BK,PLANB-R.BK,MBK-R.BK,BCPG-R.BK,THANI-R.BK,CKP-R.BK,RS-R.BK,RBF-R.BK,TPIPP-R.BK,PSH-R.BK,TCAP-R.BK,TPIPL-R.BK,SINGER-R.BK,BA-R.BK,VNT-R.BK,ESSO-R.BK,SPCG-R.BK,AAV-R.BK,ACE-R.BK,PTL-R.BK,PRM-R.BK,SYNEX-R.BK,SGP-R.BK,KSL-R.BK,ORI-R.BK,ICHI-R.BK,S-R.BK,EASTW-R.BK,GFPT-R.BK,TFG-R.BK,BAFS-R.BK,WHAUP-R.BK,SC-R.BK,TKN-R.BK,HBCFT,THB,TFG-R3,MESU1,USD,SC.R,-,JMT.R,RCL.R,DOHOME.R,AEONTS.R,M.R,TQM.R,PSL.R,JMART.R,SCCC.R,TASCO.R,SIRI.R,PTG.R,BPP.R,STEC.R,EPG.R,SINGER.R,SF.R,DCC.R,BCPG.R,THANI.R,RBF.R,RS.R,TPIPL.R,VNT.R,ACE.R,SPCG.R,BA.R,PRM.R,PTL.R,AAV.R,ORI.R,ICHI.R,S.R,SYNEX.R,WHAUP.R,BAFS.R,TKN.R,BTS-W7,BTS-W6,BTS-W8,BTS-R6.BK,BTS-R7.BK,HANA.R,BCH.R,COM7.R,TFG.R,JMART.W5.R,BTS-R8.BK,JMART-R5.BK,MESZ1,VGI.R,CENTEL.R,JAS.R,MBK-W3,TVO-R.BK,1923817D,1914896D,1937397D,1937391D,1920904D,SUM
09/13/2021,6.53,6.35,5.66,4.64,3.76,3.98,4.07,2.58,2.38,1.67,1.82,1.78,2.11,1.74,1.73,1.51,1.43,1.56,1.51,1.27,1.26,1.17,0.0,1.04,1.11,1.0,0.97,1.09,1.12,1.08,1.17,0.99,0.9,0.74,0.82,0.67,0.77,0.79,0.71,0.72,0.63,0.68,0.67,0.7,0.63,0.6,0.58,0.59,0.58,0.53,0.46,0.48,0.45,0.38,0.36,0.38,0.37,0.32,0.34,0.33,0.32,0.33,0.3,0.28,0.37,0.29,0.29,0.28,0.25,0.27,0.27,0.16,0.26,0.28,0.25,0.26,0.29,0.28,0.24,0.24,0.25,0.33,0.3,0.24,0.23,0.23,0.21,0.22,0.22,0.21,0.21,0.2,0.2,0.21,0.21,0.19,0.17,0.19,0.16,0.17,0.19,0.17,0.19,0.18,0.19,0.15,0.16,0.15,0.15,0.13,0.15,0.12,0.12,0.12,0.12,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.47,0.0,0.0,0.03,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.18
09/14/2021,6.64,6.3,5.62,4.55,3.75,3.95,4.14,2.59,2.36,1.62,1.88,1.78,2.11,1.73,1.76,1.52,1.42,1.54,1.49,1.27,1.28,1.17,0.0,1.04,1.12,1.0,0.97,1.08,1.14,1.09,1.19,0.98,0.91,0.73,0.81,0.68,0.77,0.8,0.72,0.75,0.62,0.69,0.67,0.69,0.63,0.6,0.58,0.59,0.57,0.52,0.47,0.47,0.45,0.38,0.37,0.38,0.36,0.31,0.34,0.33,0.32,0.33,0.3,0.28,0.36,0.29,0.29,0.27,0.26,0.26,0.27,0.19,0.26,0.28,0.25,0.25,0.31,0.28,0.24,0.25,0.25,0.34,0.3,0.24,0.23,0.22,0.21,0.21,0.22,0.21,0.21,0.19,0.2,0.21,0.21,0.2,0.17,0.19,0.16,0.17,0.19,0.17,0.18,0.18,0.2,0.14,0.15,0.15,0.15,0.12,0.14,0.12,0.12,0.12,0.12,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,6.64,6.3,5.62,4.55,3.75,3.95,4.14,2.59,2.36,1.62,1.88,1.78,2.11,1.73,1.76,1.52,1.42,1.54,1.49,1.27,1.28,1.17,0.0,1.04,1.12,1.0,0.97,1.08,1.14,1.09,1.19,0.98,0.91,0.73,0.81,0.68,0.77,0.8,0.72,0.75,0.62,0.69,0.67,0.69,0.63,0.6,0.58,0.59,0.57,0.52,0.47,0.47,0.45,0.38,0.37,0.38,0.36,0.31,0.34,0.33,0.32,0.33,0.3,0.28,0.36,0.29,0.29,0.27,0.26,0.26,0.27,0.19,0.26,0.28,0.25,0.25,0.31,0.28,0.24,0.25,0.25,0.34,0.3,0.24,0.23,0.22,0.21,0.21,0.22,0.21,0.21,0.19,0.2,0.21,0.21,0.2,0.17,0.19,0.16,0.17,0.19,0.17,0.18,0.18,0.2,0.14,0.15,0.15,0.15,0.12,0.14,0.12,0.12,0.12,0.12,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.45,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/17/2021,6.83,6.36,5.63,4.67,3.72,3.96,3.18,2.74,2.4,1.53,1.9,1.8,2.08,1.8,1.7,1.52,1.46,1.54,1.49,1.31,1.32,1.19,0.0,1.07,1.18,1.0,0.99,1.09,1.15,1.08,1.21,0.98,0.93,0.73,0.82,0.68,0.79,0.82,0.72,0.73,0.59,0.69,0.67,0.69,0.64,0.55,0.61,0.59,0.58,0.52,0.46,0.48,0.45,0.38,0.38,0.38,0.36,0.3,0.35,0.33,0.33,0.34,0.31,0.29,0.37,0.29,0.3,0.29,0.26,0.24,0.27,0.14,0.27,0.28,0.25,0.27,0.31,0.28,0.24,0.25,0.25,0.35,0.3,0.24,0.24,0.23,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.22,0.21,0.2,0.17,0.19,0.16,0.17,0.19,0.18,0.18,0.18,0.2,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.12,0.12,0.12,0.09,0.13,0.1,0.12,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.04,0.36,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/20/2021,6.92,6.53,5.62,4.65,3.77,4.01,3.05,2.73,2.38,1.6,1.9,1.77,2.08,1.79,1.69,1.5,1.43,1.55,1.45,1.31,1.31,1.2,0.0,1.06,1.2,1.0,0.99,1.11,1.13,1.07,1.23,0.95,0.94,0.74,0.81,0.68,0.8,0.82,0.71,0.73,0.6,0.66,0.68,0.68,0.63,0.56,0.61,0.57,0.58,0.54,0.47,0.48,0.47,0.38,0.37,0.39,0.35,0.33,0.35,0.33,0.32,0.34,0.31,0.29,0.37,0.29,0.3,0.28,0.25,0.25,0.28,0.31,0.28,0.28,0.25,0.26,0.31,0.29,0.23,0.25,0.25,0.34,0.3,0.24,0.24,0.22,0.22,0.21,0.22,0.21,0.2,0.2,0.2,0.22,0.21,0.2,0.17,0.2,0.16,0.18,0.19,0.18,0.18,0.18,0.2,0.17,0.15,0.15,0.15,0.13,0.14,0.13,0.12,0.11,0.13,0.1,0.14,0.1,0.12,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.08
09/21/2021,6.8,6.62,5.66,4.62,3.79,4.03,3.08,2.74,2.38,1.63,1.83,1.78,2.07,1.74,1.66,1.52,1.44,1.53,1.46,1.31,1.3,1.18,0.0,1.05,1.19,0.99,0.99,1.11,1.19,1.09,1.21,0.95,0.94,0.74,0.8,0.67,0.79,0.82,0.71,0.8,0.59,0.67,0.68,0.68,0.64,0.56,0.61,0.57,0.59,0.55,0.47,0.48,0.46,0.39,0.37,0.38,0.36,0.34,0.35,0.33,0.32,0.33,0.31,0.29,0.37,0.29,0.31,0.28,0.25,0.26,0.28,0.22,0.28,0.28,0.25,0.26,0.31,0.28,0.24,0.25,0.25,0.35,0.3,0.23,0.24,0.22,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.22,0.21,0.19,0.17,0.19,0.16,0.17,0.19,0.18,0.17,0.18,0.21,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.12,0.11,0.13,0.1,0.14,0.1,0.11,0.1,0.11,0.09,0.1,0.09,0.08,0.06,0.03,0.28,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,6.8,6.62,5.66,4.62,3.79,4.03,3.08,2.74,2.38,1.63,1.83,1.78,2.07,1.74,1.66,1.52,1.44,1.53,1.46,1.31,1.3,1.18,0.0,1.05,1.19,0.99,0.99,1.11,1.19,1.09,1.21,0.95,0.94,0.74,0.8,0.67,0.79,0.82,0.71,0.8,0.59,0.67,0.68,0.68,0.64,0.56,0.61,0.57,0.59,0.55,0.47,0.48,0.46,0.39,0.37,0.38,0.36,0.34,0.35,0.33,0.32,0.33,0.31,0.29,0.37,0.29,0.31,0.28,0.25,0.26,0.28,0.22,0.28,0.28,0.25,0.26,0.31,0.28,0.24,0.25,0.25,0.35,0.3,0.23,0.24,0.22,0.22,0.21,0.22,0.21,0.21,0.2,0.2,0.22,0.21,0.19,0.17,0.19,0.16,0.17,0.19,0.18,0.17,0.18,0.21,0.16,0.15,0.15,0.15,0.13,0.14,0.13,0.12,0.11,0.13,0.1,0.14,0.1,0.11,0.1,0.11,0.09,0.1,0.09,0.08,0.06,0.03,0.28,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,6.91,6.6,5.64,4.63,3.82,3.98,3.07,2.75,2.35,1.62,1.89,1.79,2.07,1.77,1.68,1.52,1.46,1.53,1.42,1.31,1.27,1.2,0.0,1.05,1.2,0.97,0.97,1.15,1.21,1.1,1.18,0.96,0.93,0.74,0.8,0.67,0.79,0.83,0.71,0.82,0.58,0.67,0.68,0.69,0.64,0.55,0.6,0.57,0.58,0.54,0.47,0.47,0.47,0.39,0.34,0.38,0.36,0.34,0.35,0.33,0.33,0.32,0.31,0.29,0.37,0.29,0.3,0.27,0.25,0.26,0.28,0.22,0.26,0.28,0.25,0.26,0.28,0.29,0.24,0.25,0.25,0.35,0.3,0.23,0.25,0.22,0.22,0.21,0.23,0.21,0.21,0.21,0.2,0.22,0.2,0.19,0.17,0.19,0.16,0.17,0.19,0.18,0.17,0.18,0.21,0.16,0.16,0.14,0.15,0.13,0.14,0.13,0.12,0.11,0.13,0.1,0.13,0.1,0.11,0.1,0.12,0.09,0.1,0.09,0.08,0.06,0.03,0.27,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
09/24/2021,6.94,6.6,5.62,4.69,3.84,4.04,2.73,2.75,2.36,1.63,1.9,1.79,2.1,1.77,1.68,1.49,1.45,1.61,1.43,1.31,1.27,1.19,0.0,1.06,1.2,1.0,0.97,1.17,1.19,1.12,1.19,0.96,0.91,0.73,0.8,0.67,0.79,0.82,0.71,0.81,0.57,0.67,0.69,0.69,0.64,0.55,0.61,0.57,0.58,0.54,0.46,0.47,0.47,0.39,0.33,0.38,0.36,0.33,0.35,0.34,0.33,0.32,0.31,0.3,0.38,0.29,0.3,0.27,0.25,0.26,0.28,0.24,0.27,0.28,0.25,0.25,0.29,0.29,0.24,0.25,0.26,0.35,0.3,0.24,0.25,0.22,0.22,0.21,0.22,0.21,0.21,0.21,0.2,0.22,0.2,0.19,0.17,0.19,0.16,0.18,0.19,0.18,0.17,0.17,0.21,0.16,0.16,0.14,0.15,0.13,0.14,0.13,0.12,0.11,0.13,0.1,0.13,0.1,0.11,0.1,0.12,0.09,0.1,0.08,0.08,0.06,0.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/27/2021,6.98,6.55,5.61,4.68,3.81,4.08,2.65,2.74,2.38,1.62,1.91,1.76,2.13,1.78,1.65,1.49,1.45,1.93,1.44,1.33,1.3,1.18,0.0,1.07,1.2,0.94,0.98,1.18,1.19,1.09,1.18,0.96,0.86,0.73,0.81,0.66,0.8,0.78,0.71,0.81,0.55,0.66,0.7,0.8,0.63,0.54,0.63,0.58,0.59,0.53,0.46,0.48,0.47,0.38,0.33,0.37,0.35,0.33,0.34,0.34,0.32,0.31,0.29,0.29,0.36,0.29,0.31,0.27,0.25,0.25,0.28,0.24,0.26,0.28,0.25,0.25,0.29,0.29,0.24,0.24,0.25,0.34,0.3,0.23,0.25,0.22,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.16,0.19,0.15,0.18,0.19,0.18,0.17,0.17,0.2,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.11,0.13,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.26,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/28/2021,6.98,6.55,5.61,4.68,3.81,4.08,2.65,2.74,2.38,1.62,1.91,1.76,2.13,1.78,1.65,1.49,1.45,1.93,1.44,1.33,1.3,1.19,0.0,1.07,1.2,0.94,0.98,1.18,1.19,1.09,1.18,0.96,0.86,0.73,0.81,0.66,0.8,0.78,0.71,0.81,0.55,0.66,0.7,0.8,0.63,0.54,0.63,0.58,0.59,0.53,0.46,0.48,0.47,0.38,0.33,0.37,0.35,0.33,0.34,0.34,0.32,0.31,0.29,0.29,0.36,0.29,0.31,0.27,0.25,0.25,0.28,0.24,0.26,0.28,0.25,0.25,0.29,0.29,0.24,0.24,0.25,0.34,0.3,0.23,0.25,0.22,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.16,0.19,0.15,0.18,0.19,0.18,0.17,0.17,0.2,0.16,0.15,0.15,0.14,0.13,0.14,0.14,0.12,0.11,0.13,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
09/30/2021,7.14,6.48,5.69,4.7,3.83,4.1,2.53,2.87,2.45,1.63,1.9,1.78,2.13,1.79,1.65,1.48,1.44,1.92,1.41,1.33,1.31,1.19,0.0,1.08,1.18,0.92,1.04,1.23,1.16,1.06,1.2,0.96,0.85,0.73,0.82,0.65,0.81,0.76,0.72,0.79,0.53,0.63,0.7,0.79,0.64,0.53,0.64,0.58,0.58,0.52,0.46,0.5,0.46,0.39,0.31,0.0,0.35,0.32,0.35,0.34,0.33,0.0,0.29,0.29,0.34,0.29,0.31,0.29,0.0,0.25,0.27,0.25,0.26,0.28,0.0,0.24,0.27,0.29,0.24,0.24,0.27,0.0,0.3,0.0,0.0,0.0,0.22,0.0,0.22,0.2,0.21,0.2,0.2,0.21,0.2,0.19,0.0,0.19,0.0,0.17,0.19,0.18,0.18,0.18,0.0,0.15,0.16,0.15,0.14,0.0,0.0,0.14,0.12,0.11,0.14,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.0,0.08,0.08,0.0,0.03,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.24,0.0,0.0,0.0,0.0,0.31,0.26,0.23,0.0,0.0,0.23,0.0,0.0,0.19,0.0,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.12
10/01/2021,7.15,6.47,5.59,4.69,3.82,4.11,2.52,2.92,2.54,1.64,1.91,1.76,2.11,1.78,1.64,1.47,1.41,1.88,1.39,1.32,1.32,1.19,0.0,1.09,1.19,0.93,1.05,1.22,1.15,1.07,1.23,0.95,0.85,0.74,0.81,0.64,0.83,0.77,0.71,0.79,0.56,0.63,0.69,0.83,0.64,0.55,0.63,0.57,0.59,0.52,0.45,0.51,0.46,0.38,0.31,0.38,0.35,0.33,0.34,0.34,0.33,0.28,0.29,0.29,0.34,0.29,0.31,0.31,0.24,0.25,0.28,0.34,0.26,0.27,0.25,0.24,0.27,0.29,0.24,0.25,0.26,0.31,0.3,0.23,0.25,0.23,0.21,0.22,0.23,0.19,0.21,0.2,0.2,0.21,0.21,0.19,0.16,0.19,0.15,0.17,0.19,0.18,0.18,0.18,0.19,0.15,0.16,0.15,0.14,0.13,0.14,0.14,0.12,0.11,0.14,0.1,0.13,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.02,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.19
10/20/2021,6.82,6.62,5.41,5.03,3.8,3.94,2.45,2.99,2.54,1.44,2.03,1.74,2.18,1.82,1.65,1.48,1.46,1.82,1.36,1.34,1.29,1.18,0.0,1.12,1.19,0.87,1.12,1.18,1.15,1.02,1.23,0.93,0.83,0.71,0.82,0.63,0.91,0.77,0.71,0.71,0.55,0.68,0.71,0.85,0.64,0.57,0.65,0.56,0.58,0.49,0.45,0.51,0.48,0.41,0.27,0.39,0.35,0.32,0.33,0.39,0.32,0.23,0.3,0.3,0.34,0.28,0.31,0.34,0.25,0.25,0.31,0.3,0.26,0.27,0.26,0.23,0.24,0.29,0.26,0.25,0.27,0.32,0.27,0.24,0.25,0.23,0.22,0.22,0.2,0.18,0.21,0.21,0.21,0.23,0.21,0.19,0.16,0.18,0.15,0.16,0.19,0.18,0.18,0.17,0.19,0.15,0.15,0.16,0.14,0.14,0.13,0.13,0.12,0.11,0.15,0.1,0.14,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.08,0.06,0.03,0.26,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
10/21/2021,6.92,6.57,5.43,4.97,3.8,3.91,2.45,3.0,2.61,1.42,2.05,1.71,2.17,1.78,1.64,1.47,1.44,1.82,1.36,1.33,1.33,1.19,0.0,1.11,1.2,0.86,1.12,1.18,1.16,1.02,1.22,0.93,0.83,0.71,0.82,0.62,0.92,0.78,0.7,0.76,0.57,0.67,0.72,0.85,0.64,0.56,0.65,0.56,0.58,0.48,0.45,0.53,0.48,0.41,0.28,0.39,0.35,0.32,0.33,0.39,0.32,0.23,0.29,0.3,0.35,0.28,0.31,0.33,0.25,0.25,0.31,0.3,0.26,0.27,0.26,0.23,0.24,0.29,0.26,0.24,0.28,0.33,0.26,0.23,0.25,0.23,0.22,0.22,0.19,0.19,0.21,0.21,0.21,0.23,0.21,0.19,0.16,0.18,0.15,0.16,0.19,0.17,0.18,0.18,0.19,0.16,0.15,0.16,0.15,0.14,0.13,0.12,0.12,0.11,0.14,0.1,0.14,0.1,0.11,0.1,0.11,0.09,0.1,0.08,0.09,0.06,0.03,0.26,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.05
