,AAPL,MSFT,NVDA,V,MA,PYPL,ADBE,INTC,CSCO,CRM,AVGO,ACN,TXN,QCOM,ORCL,IBM,AMAT,INTU,AMD,MU,NOW,LRCX,FIS,SQ,ADP,FISV,ZM,ADSK,ADI,NXPI,GPN,TWLO,KLAC,TEL,MCHP,WDAY,APH,CRWD,SNPS,MRVL,CTSH,DOCU,HPQ,CDNS,PANW,MSI,GLW,PAYX,XLNX,FTNT,ANSS,SWKS,MXIM,OKTA,EPAM,ZBRA,KEYS,DELL,TTD,CDW,WDC,VRSN,HUBS,TER,FLT,WORK,HPE,QRVO,IT,STX,RNG,SPLK,TRMB,ANET,AKAM,NET,BR,ENPH,NTAP,COUP,SSNC,PAYC,ON,TYL,NLOK,ZEN,DDOG,MDB,ZS,ENTG,NUAN,PTC,FICO,MPWR,CTXS,CGNX,GDDY,SEDG,VMW,PLTR,CDAY,JKHY,FIVN,BKI,FFIV,AVLR,CREE,BILL,MKSI,WU,PFPT,BSY,OLED,DXC,DT,AZPN,FLEX,ARW,MANH,WEX,DBX,JNPR,CIEN,JBL,EEFT,IPGP,GWRE,BRKS,ESTC,FSLR,LSCC,IIVI,SMAR,CNXC,PLAN,PCTY,COHR,DLB,LFUS,CDK,NCR,LITE,NTNX,SLAB,SNOW,VNT,ADS,MMS,APPS,SNX,BL,JCOM,NATI,FEYE,U,TDC,QTWO,VRNS,POWI,PSTG,NOVT,PEGA,FSLY,AYX,CRUS,CCMP,SYNA,AVT,SAIL,EVBG,SABR,RPD,SMTC,COMM,ACIW,VIAV,XRX,ENV,AEIS,ITRI,ALRM,BOX,DDD,NSIT,CRNC,MSTR,WK,NEWR,AMBA,ROG,ONTO,LPSN,EXLS,DIOD,RAMP,FOUR,SPSC,FN,VG,KLIC,APPN,ASAN,CLDR,QLYS,MXL,MIME,MDLA,SPT,TDY,MARA,PRFT,CREEEUR,ZD,FEYECHF,n/a,WOLF,MNDT,SUM
09/22/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/23/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/24/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/27/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/28/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/29/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
09/30/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/01/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/04/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/05/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/06/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/07/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/08/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
10/11/2021,20.06,17.1,4.42,2.87,2.42,2.55,2.51,1.73,1.97,2.04,1.61,1.69,1.4,1.31,1.32,0.99,0.98,1.22,1.06,0.65,1.01,0.68,0.63,0.83,0.7,0.56,0.49,0.54,0.69,0.47,0.38,0.46,0.41,0.39,0.34,0.41,0.36,0.42,0.4,0.4,0.32,0.46,0.29,0.36,0.36,0.33,0.26,0.29,0.3,0.35,0.25,0.24,0.0,0.26,0.28,0.25,0.26,0.21,0.27,0.22,0.15,0.17,0.24,0.16,0.17,0.0,0.16,0.17,0.21,0.14,0.15,0.2,0.19,0.17,0.15,0.22,0.16,0.18,0.16,0.14,0.14,0.2,0.15,0.16,0.12,0.12,0.2,0.17,0.18,0.13,0.12,0.12,0.1,0.17,0.1,0.12,0.1,0.12,0.1,0.32,0.12,0.1,0.08,0.09,0.1,0.12,0.08,0.15,0.06,0.07,0.0,0.09,0.07,0.07,0.1,0.07,0.07,0.07,0.08,0.07,0.08,0.08,0.07,0.07,0.06,0.05,0.07,0.05,0.08,0.07,0.07,0.05,0.07,0.06,0.06,0.08,0.05,0.05,0.06,0.04,0.04,0.05,0.06,0.06,0.46,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.03,0.06,0.05,0.04,0.06,0.05,0.06,0.04,0.04,0.03,0.03,0.04,0.03,0.05,0.03,0.03,0.05,0.0,0.05,0.04,0.0,0.0,0.03,0.03,0.03,0.0,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.0,0.04,0.17,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,98.15
