,MGM,HUBS,RGEN,SBNY,TWLO,BSY,USFD,TECH,EXPE,XPO,VEEV,MIDD,FICO,CGNX,HRI,CPRI,CFX,ROLL,INMD,ALGN,KLAC,CVNA,TXG,NTRA,MGNI,HQY,HLIO,ABMD,PENN,CAT,GNRC,APTV,BILL,PRLB,Cash,TLS,ASO,IDXX,ROKU,SKT,PINS,688065.SS,CHX,IT,ETN,CME,ENPH,OLED,CPRT,USPH,POOL,SoFi Technologies Inc Ordinary Shares,SHOP,ZI,ZM,TWST,AVLR,DDOG,LPSN,DOCU,AFRM,PLTR,Z,DOCN,ZS,XM,NIO,n/a,ASAN,NVDA,UPST,CHWY,SOFI,FTCH,RH,REAL,QGEN,MRNA,BCPC,PACK,S,DOCS,UPWK,TASK,GENI,GXO,CTLT,QTRX,MELI,ULTA,PANW,VSCO,BNTX,MTCH,BRKS,HEI.A,CMG,GTES,FIVN,URI,BROS,TYL,AMPL,AZTA,EL,CROX,TEAM,CHPT,EHTH,MQ,SEDG,SKIN,SAIA,SUM
09/15/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/16/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/17/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/20/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/21/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/22/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/23/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/24/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/27/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/28/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/29/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/01/2021,0.0,4.32,4.02,0.0,2.62,0.0,0.0,3.37,0.0,2.82,3.68,1.58,0.0,0.0,2.93,0.0,2.57,0.0,2.71,0.0,0.0,0.04,2.79,2.64,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.3,0.0,0.0,0.0,0.0,2.08,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.68,0.0,0.0,0.0,0.0,0.0,4.13,3.75,2.99,2.94,2.68,2.5,2.46,2.06,2.06,2.04,1.99,1.98,1.97,1.89,1.88,1.87,1.79,1.76,1.65,1.62,1.54,1.53,1.48,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/04/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/05/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/06/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/07/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/08/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/11/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/12/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/13/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/14/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/15/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/18/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/19/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/20/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/21/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/22/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/25/2021,0.0,3.92,4.91,0.0,2.69,0.0,0.0,3.57,0.0,2.77,4.21,3.04,0.0,0.0,2.99,0.0,0.0,0.0,3.23,1.09,1.65,0.0,2.59,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,3.84,2.45,2.69,2.75,2.25,2.26,2.08,0.0,1.67,0.0,1.82,2.14,2.04,0.0,2.69,2.12,1.93,2.37,1.68,1.39,0.0,1.53,0.0,2.67,1.92,1.82,1.45,1.19,0.93,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
