,ASML,LVMUY,SAP,SIEB.,SNY,TTE,OR.PA,ALV.DE,SU.PA,AI.PA,DAI.DE,BAS.DE,ENEL.MI,AIR.PA,IBE.MC,ADS.DE,SAN,BNP.PA,DTE.DE,DPW.DE,KER.PA,ADYEN.AS,BUD,BAYN.DE,iShares MSCI Eurozone ETF,ING,EL.PA,IFX.DE,CS.PA,DG.PA,RI.PA,VOW3.DE,SAF.PA,PHIA.AS,RMS.PA,BBVA,ISP.MI,BN.PA,PRX.AS,MUV2.DE,NDA SE.ST,ITX.MC,VNA.DE,BMW.DE,SGO.PA,DSM.AS,AD.AS,DB1.DE,DSY.PA,KNEBV.HE,NOK,ENI.MI,CAP.PA,AMS.MC,HEIA.AS,LR.PA,ML.PA,DBK.DE,WKL.AS,VIV.PA,UCG.MI,NESTE.HE,G.MI,4334.SR,MRK.DE,RACE.MI,TEF.MC,AKZA.AS,GLE.PA,TEP.PA,SAMPO.HE,WLN.PA,RWE.DE,STM.PA,ENGI.PA,MT.AS,ORA.PA,UG,CLNX.MC,KRZ.IR,FRE.DE,KBC.BR,DWNI.DE,UPM.HE,DHER.DE,ZAL.DE,STLA.MI,HEN3.DE,SRT3.,SY1.DE,REP.MC,PAH3.DE,CNHI.MI,FME.DE,ACA.PA,CON.DE,ARGX,VIE.PA,EDP.LS,NN.AS,ASM.AS,PUB.PA,FER.MC,KRX.IR,HFG.DE,BNR.DE,ERF.PA,EDEN.PA,ALO.PA,SHL.DE,CABK.MC,MTX.DE,MONC.MI,UCB.BR,UMI.BR,HEI.DE,SRG.MI,GBLB.BR,BEI.DE,URW.AS,FORTUM.HE,1COV.DE,ENR.DE,AENA.MC,4334.SR.1,CA.PA,DIM.PA,HEIO.AS,EBS.VI,VOW.,QGEN,PUM.DE,FBK.MI,STERV.HE,TRN.MI,HNR1.DE,KPN.AS,HO.PA,LEG.DE,KESKOB.HE,AGS.BR,NEXI.MI,HEK.SW,AT1.DE,PRY.MI,IMCD.AS,ATL.MI,SA.SW,SEV.PA,G24.DE,GRF.MC,BVI.PA,ELISA.HE,KGX.DE,RAND.AS,EXO.MI,AKE.PA,SW.PA,OMV.VI,LIGHT.AS,MB.MI,REE.MC,EN.PA,FGR.PA,NTGY.MC,ELE.MC,GFC.PA,RNO.PA,KBX.DE,SGRE.MC,CBK.DE,WRT1V.HE,AGN.AS,FR.PA,GET.PA,AFX.DE,EDF.PA,MOCORP.HE,AC.PA,CPR.MI,G1A.DE,UBI.PA,ENX.PA,SOF.BR,EVT.DE,EVK.DE,ACS.MC,RXL.PA,ORP.PA,TS,VER.VI,PST.MI,AMP.MI,TMV.DE,LXS.DE,ENG.MC,ATO.PA,EO.PA,GALP.LS,EDPR.LS,EZU,n/a,SOLB.BR,777.DE,ASRNL.AS,WDP.BR,BC8.DE,REC.MI,AALB.AS,BOL.PA,ABN.AS,SUM
07/09/2021,4.72,3.4,2.74,2.1,2.0,1.96,1.85,1.78,1.43,1.41,1.28,1.26,1.25,1.25,1.25,1.23,1.19,1.19,1.18,1.14,1.13,1.13,1.05,1.05,0.93,0.93,0.92,0.88,0.85,0.84,0.79,0.79,0.78,0.77,0.76,0.75,0.74,0.73,0.72,0.67,0.66,0.64,0.63,0.59,0.56,0.56,0.55,0.55,0.55,0.55,0.54,0.53,0.52,0.51,0.5,0.49,0.48,0.46,0.46,0.46,0.44,0.44,0.44,0.43,0.43,0.43,0.41,0.41,0.4,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.36,0.35,0.34,0.33,0.32,0.32,0.31,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.91
09/14/2021,5.78,3.28,2.77,2.17,1.82,1.81,1.9,1.59,1.59,1.39,1.12,1.18,1.17,1.27,1.23,1.14,1.07,1.16,1.14,1.12,1.04,1.44,0.82,0.89,0.0,0.93,0.99,0.95,0.9,0.81,0.77,0.71,0.67,0.73,0.78,0.74,0.73,0.71,0.64,0.68,0.7,0.61,0.6,0.5,0.59,0.62,0.6,0.52,0.64,0.52,0.57,0.52,0.59,0.45,0.42,0.51,0.47,0.44,0.51,0.51,0.46,0.44,0.44,0.0,0.52,0.45,0.42,0.38,0.4,0.44,0.44,0.34,0.41,0.47,0.39,0.39,0.36,0.36,0.4,0.38,0.34,0.39,0.36,0.36,0.39,0.31,0.31,0.27,0.41,0.3,0.25,0.26,0.26,0.25,0.28,0.23,0.29,0.29,0.26,0.27,0.33,0.25,0.24,0.28,0.27,0.26,0.31,0.23,0.18,0.26,0.23,0.2,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.18,0.23,0.21,0.17,0.19,0.0,0.18,0.26,0.16,0.2,0.18,0.21,0.19,0.19,0.19,0.18,0.19,0.18,0.17,0.18,0.18,0.15,0.16,0.15,0.0,0.16,0.19,0.15,0.0,0.14,0.14,0.13,0.16,0.15,0.14,0.13,0.14,0.15,0.12,0.13,0.11,0.13,0.15,0.15,0.14,0.13,0.13,0.13,0.11,0.14,0.1,0.11,0.11,0.14,0.11,0.13,0.14,0.11,0.11,0.1,0.12,0.13,0.1,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.0,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.06,0.48,0.15,0.15,0.11,0.11,0.11,0.1,0.1,0.1,0.1,94.04
09/15/2021,5.84,3.31,2.77,2.21,1.8,1.81,1.91,1.59,1.61,1.39,1.14,1.18,1.15,1.27,1.21,1.15,1.06,1.14,1.12,1.13,1.04,1.46,0.82,0.9,0.0,0.92,1.0,0.97,0.89,0.79,0.78,0.71,0.67,0.73,0.79,0.74,0.72,0.71,0.63,0.68,0.7,0.61,0.59,0.5,0.59,0.61,0.59,0.52,0.63,0.52,0.57,0.52,0.59,0.44,0.42,0.51,0.47,0.44,0.51,0.51,0.46,0.44,0.44,0.0,0.53,0.45,0.42,0.38,0.41,0.43,0.44,0.34,0.41,0.48,0.39,0.39,0.35,0.36,0.39,0.38,0.33,0.39,0.36,0.37,0.39,0.31,0.31,0.27,0.41,0.3,0.26,0.26,0.26,0.24,0.27,0.23,0.29,0.29,0.26,0.27,0.34,0.25,0.24,0.29,0.27,0.26,0.31,0.23,0.17,0.26,0.23,0.2,0.21,0.22,0.22,0.2,0.21,0.21,0.21,0.18,0.22,0.21,0.17,0.18,0.0,0.18,0.26,0.16,0.19,0.18,0.21,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.18,0.15,0.16,0.15,0.0,0.16,0.19,0.15,0.0,0.14,0.15,0.13,0.16,0.15,0.14,0.13,0.14,0.15,0.12,0.13,0.11,0.13,0.14,0.15,0.13,0.13,0.13,0.13,0.11,0.14,0.1,0.11,0.11,0.14,0.11,0.12,0.14,0.11,0.11,0.1,0.12,0.13,0.1,0.12,0.11,0.13,0.11,0.11,0.11,0.1,0.0,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.06,0.47,0.15,0.15,0.11,0.11,0.11,0.1,0.1,0.1,0.1,94.04
09/17/2021,5.9,3.28,2.76,2.22,1.79,1.86,1.9,1.59,1.61,1.38,1.17,1.19,1.16,1.27,1.23,1.13,1.09,1.16,1.13,1.12,1.01,1.42,0.83,0.9,0.0,0.94,0.99,0.96,0.9,0.8,0.78,0.71,0.68,0.72,0.77,0.75,0.73,0.71,0.61,0.68,0.71,0.61,0.59,0.52,0.59,0.6,0.59,0.52,0.62,0.51,0.56,0.53,0.59,0.44,0.42,0.51,0.47,0.45,0.51,0.51,0.46,0.45,0.44,0.0,0.52,0.45,0.42,0.38,0.41,0.43,0.44,0.34,0.41,0.48,0.39,0.39,0.35,0.37,0.38,0.37,0.33,0.39,0.36,0.35,0.38,0.3,0.32,0.27,0.39,0.3,0.27,0.26,0.27,0.24,0.28,0.24,0.29,0.29,0.27,0.27,0.34,0.25,0.24,0.29,0.26,0.26,0.3,0.23,0.17,0.25,0.23,0.2,0.21,0.22,0.22,0.21,0.21,0.2,0.21,0.18,0.23,0.21,0.18,0.19,0.0,0.17,0.25,0.16,0.2,0.18,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.17,0.18,0.17,0.15,0.16,0.15,0.0,0.16,0.19,0.15,0.0,0.14,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.15,0.12,0.13,0.11,0.13,0.15,0.15,0.13,0.13,0.13,0.13,0.11,0.14,0.1,0.11,0.11,0.15,0.11,0.12,0.14,0.11,0.11,0.1,0.12,0.13,0.1,0.12,0.11,0.13,0.11,0.12,0.11,0.1,0.1,0.12,0.1,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.07,0.48,0.15,0.15,0.11,0.1,0.1,0.1,0.1,0.1,0.0,94.12
09/20/2021,6.07,3.15,2.76,2.25,1.8,1.93,1.9,1.58,1.62,1.38,1.2,1.19,1.1,1.25,1.15,1.09,1.09,1.17,1.13,1.16,0.95,1.47,0.82,0.9,0.0,0.93,0.99,0.99,0.9,0.79,0.75,0.72,0.66,0.72,0.76,0.77,0.73,0.71,0.6,0.68,0.71,0.62,0.59,0.53,0.59,0.64,0.6,0.52,0.65,0.5,0.55,0.55,0.6,0.42,0.42,0.52,0.47,0.45,0.51,0.5,0.45,0.44,0.45,0.0,0.51,0.46,0.42,0.38,0.4,0.43,0.44,0.33,0.41,0.5,0.39,0.4,0.36,0.38,0.38,0.37,0.33,0.4,0.37,0.35,0.37,0.3,0.33,0.27,0.4,0.3,0.27,0.27,0.27,0.23,0.27,0.24,0.29,0.29,0.26,0.28,0.35,0.25,0.24,0.29,0.26,0.26,0.31,0.23,0.16,0.26,0.23,0.2,0.2,0.22,0.2,0.21,0.21,0.2,0.21,0.18,0.23,0.21,0.17,0.18,0.0,0.17,0.25,0.16,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.15,0.15,0.0,0.16,0.19,0.15,0.0,0.15,0.14,0.14,0.16,0.15,0.13,0.13,0.15,0.15,0.12,0.14,0.11,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.14,0.1,0.11,0.11,0.15,0.11,0.12,0.15,0.11,0.11,0.1,0.12,0.13,0.1,0.13,0.11,0.13,0.11,0.11,0.1,0.1,0.1,0.12,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.11,1.07,0.48,0.15,0.15,0.11,0.1,0.11,0.1,0.1,0.1,0.0,94.22
09/21/2021,6.05,3.16,2.77,2.28,1.8,1.93,1.84,1.58,1.65,1.37,1.18,1.19,1.09,1.27,1.13,1.09,1.1,1.17,1.12,1.18,0.93,1.49,0.82,0.9,0.0,0.94,1.0,0.97,0.9,0.79,0.75,0.7,0.67,0.73,0.77,0.78,0.74,0.71,0.6,0.68,0.73,0.65,0.6,0.52,0.59,0.64,0.6,0.52,0.66,0.5,0.55,0.55,0.61,0.44,0.42,0.52,0.47,0.45,0.51,0.5,0.45,0.43,0.45,0.0,0.51,0.45,0.42,0.38,0.4,0.43,0.44,0.34,0.41,0.5,0.39,0.4,0.35,0.38,0.39,0.37,0.33,0.4,0.36,0.35,0.37,0.3,0.33,0.27,0.39,0.3,0.27,0.26,0.28,0.23,0.27,0.2,0.29,0.29,0.26,0.28,0.35,0.25,0.24,0.29,0.26,0.26,0.31,0.23,0.17,0.26,0.22,0.2,0.2,0.22,0.2,0.2,0.22,0.2,0.2,0.18,0.23,0.21,0.17,0.18,0.0,0.17,0.25,0.16,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.16,0.15,0.0,0.16,0.19,0.15,0.0,0.14,0.13,0.13,0.16,0.15,0.13,0.13,0.15,0.15,0.12,0.14,0.11,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.14,0.1,0.11,0.11,0.15,0.1,0.12,0.15,0.11,0.11,0.1,0.12,0.13,0.1,0.13,0.11,0.13,0.11,0.11,0.1,0.1,0.1,0.12,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,1.07,0.47,0.15,0.15,0.11,0.11,0.11,0.1,0.1,0.1,0.0,94.2
09/22/2021,6.05,3.16,2.77,2.28,1.8,1.93,1.84,1.58,1.65,1.37,1.18,1.19,1.09,1.27,1.13,1.09,1.1,1.17,1.12,1.18,0.93,1.49,0.82,0.9,0.0,0.94,1.0,0.97,0.9,0.79,0.75,0.7,0.67,0.73,0.77,0.78,0.74,0.71,0.6,0.68,0.73,0.65,0.6,0.52,0.59,0.64,0.6,0.52,0.66,0.5,0.55,0.55,0.61,0.44,0.42,0.52,0.47,0.45,0.51,0.5,0.45,0.43,0.45,0.0,0.51,0.45,0.42,0.38,0.4,0.43,0.44,0.34,0.41,0.5,0.39,0.4,0.35,0.38,0.39,0.37,0.33,0.4,0.36,0.35,0.37,0.3,0.33,0.27,0.39,0.3,0.27,0.26,0.28,0.23,0.27,0.2,0.29,0.29,0.26,0.28,0.35,0.25,0.24,0.29,0.26,0.26,0.31,0.23,0.17,0.26,0.22,0.2,0.2,0.22,0.2,0.2,0.22,0.2,0.2,0.18,0.23,0.21,0.17,0.18,0.0,0.17,0.25,0.16,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.2,0.18,0.16,0.18,0.17,0.15,0.16,0.15,0.0,0.16,0.19,0.15,0.0,0.14,0.13,0.13,0.16,0.15,0.13,0.13,0.15,0.15,0.12,0.14,0.11,0.14,0.15,0.15,0.13,0.13,0.11,0.13,0.11,0.14,0.1,0.11,0.11,0.15,0.1,0.12,0.15,0.11,0.11,0.1,0.12,0.13,0.1,0.13,0.11,0.13,0.11,0.11,0.1,0.1,0.1,0.12,0.11,0.1,0.0,0.11,0.0,0.0,0.0,0.0,0.1,1.07,0.47,0.15,0.15,0.11,0.11,0.11,0.1,0.1,0.1,0.0,94.2
