,KSA Sukuk Limited 3.63%,KSA Sukuk Limited 4.3%,Perusahaan Penerbit SBSN Indonesia III 4.15%,KSA Sukuk Limited 2.97%,SoQ Sukuk A Q.S.C. 3.24%,IDB Trust Services Ltd 1.81%,IsDB Trust Services No. 2 SARL 1.26%,Perusahaan Penerbit SBSN Indonesia III 4.32%,Perusahaan Penerbit SBSN Indonesia III 4.4%,Perusahaan Penerbit SBSN Indonesia III 4.55%,Perusahaan Penerbit SBSN Indonesia III 4.35%,Saudi Electricity Global Sukuk Company 3 4%,IDB Trust Services Ltd 2.84%,DIB Sukuk Co Ltd 2.95%,IDB Trust Services Ltd 1.96%,IDB Trust Services Ltd 0.91%,Perusahaan Penerbit SBSN Indonesia III 4.45%,Perusahaan Penerbit SBSN Indonesia III 3.75%,SECO 5.5 04/08/44 REGS,Saudi Electricity Global Sukuk Company 2 5.06%,Saudi Electricity Global SUKUK Company 4 4.72%,DP World Crescent LTD 4.85%,Stc Sukuk Company Limited 3.89%,SHARJAH SUKUK PROGRAMME LIMITED 4.23%,Hong Kong Sukuk 2017 Limited 3.13%,Malaysia Sukuk Global Berhad 3.18%,DP World Crescent LTD 3.88%,SHARJAH SUKUK PROGRAMME LIMITED 3.85%,FAB Sukuk Company Limited 3.88%,QIB Sukuk Ltd. 3.98%,Malaysia Sovereign Sukuk Bhd 3.04%,RAK CAPITAL 3.09%,IDB Trust Services Ltd 3.39%,DP World Crescent LTD 3.91%,Saudi Electricity Global Sukuk Company 2 3.47%,IDB Trust Services Ltd 3.1%,DIB Sukuk Co Ltd 3.62%,Perusahaan Penerbit SBSN Indonesia III 3.3%,SHARJAH SUKUK PROGRAMME LIMITED 2.94%,Perusahaan Penerbit SBSN Indonesia III 2.8%,IDB Trust Services Ltd 2.26%,Malaysia Sukuk Global Berhad 4.08%,SHARJAH SUKUK PROGRAMME LIMITED 3.23%,TNB Global Ventures Capital Berhad 4.85%,Tabreed Sukuk SPC Limited 5.5%,General Holding Corporation PJSC (Senaat) 4.76%,MAF Sukuk Ltd 4.64%,Axiata SPV2 Berhad 4.36%,Aldar Investment Properties LLC 4.75%,MAF Sukuk Ltd 4.5%,Perusahaan Penerbit SBSN Indonesia III 3.9%,Saudi Electricity Global SUKUK Company 4 4.22%,MAF Sukuk Ltd 3.93%,Aldar Sukuk Ltd 3.88%,Almarai Co 4.31%,QIIB Senior Sukuk Limited 4.26%,DP World Crescent LTD 3.75%,AHB Sukuk Company Ltd. 4.38%,DIFC Sukuk Limited 4.32%,EQUATE Sukuk SPC Limited 3.94%,Sharjah Sukuk Ltd 3.76%,EMG Sukuk Ltd. 4.56%,TNB Global Ventures Capital Berhad 3.24%,Noor Sukuk Company Limited 4.47%,SHARJAH SUKUK PROGRAMME LIMITED 3.85%.1,DAE Sukuk (DIFC) Ltd 3.75%,Warba Tier 1 Sukuk Limited 2.98%,SIB Sukuk Co. III Ltd. 4.23%,Mar Sukuk Limited 3.02%,FAB Sukuk Company Limited 3.62%,Perusahaan Penerbit SBSN Indonesia III 3.8%,DIB Sukuk Co Ltd 2.95%.1,ESIC Sukuk Limited 3.94%,FAB Sukuk Company Limited 2.5%,Boubyan Sukuk Limited 2.59%,Malaysia Sukuk Global Berhad 3.08%,SIB Sukuk Co. III Ltd. 2.85%,Perusahaan Penerbit SBSN Indonesia III 2.3%,APICORP Sukuk Limited 3.14%,Emaar Sukuk Limited 3.64%,Mar Sukuk Limited 2.21%,Unity 1 Sukuk Ltd 2.39%,Emaar Sukuk Limited 3.88%,Saudi Electricity Global Sukuk Company 5 1.74%,QIB Sukuk Ltd. 1.95%,Saudi Electricity Global Sukuk Company 5 2.41%,QIIB Senior Sukuk Limited 1.67%,QIB Sukuk Ltd. 1.51%,Malaysia Sukuk Global Berhad 2.07%,EI Sukuk Company Limited 1.83%,ICDPS Sukuk Ltd 1.81%,FAB Sukuk Company Limited 1.41%,Axiata SPV2 Berhad 2.16%,Malaysia Sovereign Sukuk Bhd 4.24%,KSA 3.628 04.20.27 REGS,KSA 4.303 01.19.29 REGS,ARAMCO 2.694 06.17.31 REGS,KSA 2.969 10.29.29 REGS,INDOIS 4.325 05.28.25 REGS,INDOIS 4.4 03.01.28 REGS,INDOIS 4.15 03.29.27 RegS,ISDB 1.262 03.31.26,KSA 2.25 05.17.31 REGS,ARAMCO 1.602 06.17.26 REGS,INDOIS 4.55 03.29.26 REGS,STCAB 3.89 05.13.29 REGS,INDOIS 4.35 09.10.24 REGS,SHARSK 3.234 10.23.29,SECO 4 04.08.24 REGS,FABUH 3.875 01.22.24,DPWDU 3.908 05.31.23 REGS,ISDB 2.843 04.25.24,DIBUH 2.95 01.16.26 EMTN,ISDB 1.957 10.02.24,ISDB 1.809 02.26.25,ISDB 0.908 06.25.25,INDOIS 4.45 02.20.29 REGS,INDOIS 3.75 03.01.23 REGS,SECO 5.5 04.08.44 REGS,SECO 4.723 09.27.28,SECO 5.06 04.08.43 REGS,TNBMK 4.851 11.01.28,DPWDU 4.848 09.26.28 REGS,INDOIS 3.9 08.20.24 REGS,DIFCAE 4.325 11.12.24,SHARSK 3.764 09.17.24,SECO 4.222 01.27.24,QIIKQD 4.264 03.05.24 REGS,SHARSK 4.226 03.14.28 EMTN,MALAYS 3.179 04.27.26 REGS,QIBKQD 3.982 03.26.24 EMTN,SHARSK 3.854 04.03.26 EMTN,EMAARM 4.564 06.18.24,HKINTL 3.132 02.28.27,ISDB 3.389 09.26.23,SECO 3.473 04.08.23 REGS,MALAYS 3.043 04.22.25 REGS,ISDB 3.1 03.15.23,DPWDU 3.875 07.18.29 EMTN,EMAAR 3.635 09.15.26 EMTN,QIBKQD F 02.07.25 EMTN,RAKS 3.094 03.31.25 EMTN,DIBUH 2.95 02.20.25,BOUSUK 2.593 02.18.25,DUBAEE 3.75 02.15.26 REGS,INDOIS 2.3 06.23.25 REGS,SHARSK 2.942 06.10.27,INDOIS 2.8 06.23.30 REGS,MAALRA 2.21 09.02.25,SECO 1.74 09.17.25,QIBKQD 1.95 10.27.25,SHARSK 3.2 07.13.31,ARAMCO 0.946 06.17.24 REGS,INDOIS 2.55 06.09.31 REGS,FABUH 1.411 01.14.26,DIBUH 1.959 06.22.26 EMTN,INDOIS 1.5 06.09.26 REGS,INDOIS 3.8 06.23.50 REGS,MALAYS 2.07 04.28.31 REGS,INDOIS 3.55 06.09.51 REGS,MALAYS 4.08 04.27.46 REGS,TABRED 5.5 10.31.25,GENHLD 4.76 12.05.25,MAFUAE 4.638 05.14.29,ALDAR 4.75 09.29.25,AXIATA 4.357 03.24.26 EMTN,MAFUAE 4.5 11.03.25,ALHILA 4.375 09.19.23,ALMARA 4.311 03.05.24,SIB 4.231 04.18.23,DIBUH 4.471 04.24.23,EQPCKW 3.944 02.21.24,FABUH 3.625 03.05.23,WARBAB 2.982 09.24.24 EMTN,ALDAR 3.875 10.22.29,EMAAR 3.875 09.17.29 EMTN,MAFUAE 3.9325 02.28.30 EMTN,MAALRA 3.025 11.13.24,DPWDU 3.7495 01.30.30 REGS,EMAAR 3.7 07.06.31 EMTN,SIB 2.85 06.23.25,ESICSU 3.939 07.30.24 EMTN,TNBMK 3.244 10.19.26 EMTN,FABUH 2.5 01.21.25,UNITYL 2.394 11.03.25 EMTN,ISCODV 1.81 10.15.25,AUBBI 2.615 09.09.26 emtn,EIBUH 2.082 11.02.26 EMTN,SNBAB 2.342 01.19.27,EIBUH 1.827 09.23.25,SECO 2.413 09.17.30,AXIATA 2.163 08.19.30 EMTN,MALAYS 3.075 04.28.51 REGS,MALAYS 4.236 04.22.45 REGS,SUM
07/09/2021,5.02,2.63,2.55,2.42,2.38,2.34,2.28,2.23,1.95,1.94,1.88,1.85,1.81,1.78,1.76,1.7,1.64,1.5,1.45,1.37,1.34,1.31,1.26,1.25,1.25,1.24,1.24,1.23,1.22,1.22,1.22,1.21,1.21,1.2,1.19,1.19,1.19,1.18,1.18,1.16,1.16,0.71,0.71,0.66,0.66,0.64,0.64,0.64,0.64,0.63,0.62,0.62,0.62,0.62,0.62,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.61,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.56,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
03/28/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.45,3.07,2.69,2.37,2.23,2.04,2.0,1.81,1.8,1.79,1.51,1.49,1.48,1.47,1.46,1.45,1.44,1.44,1.41,1.4,1.39,1.35,1.29,1.21,1.07,1.05,1.04,1.02,1.01,0.98,0.98,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.96,0.96,0.96,0.96,0.96,0.95,0.95,0.94,0.94,0.93,0.93,0.93,0.92,0.92,0.92,0.91,0.91,0.91,0.9,0.9,0.9,0.9,0.89,0.88,0.87,0.52,0.51,0.5,0.5,0.5,0.49,0.49,0.49,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.48,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.45,0.42,0.42,0.27,99.95000000000002
