,NESN.SW,ASML.AS,ROG.SW,MC.PA,NOVN.SW,AZN.L,SAP.DE,ULVR.L,NOVO B.CO,SIE.DE,HSBA.L,SAN.PA,DGE.L,TTE.PA,OR.PA,ALV.DE,GSK.L,RIO.L,BATS.L,BP.L,SU.PA,RDSA.AS,AI.PA,ENEL.MI,AIR.PA,RYDBF,DAI.DE,BAS.DE,ADYEN.AS,IBE.MC,ADS.DE,DTE.DE,DPW.DE,BNP.PA,SAN.MC,—,KER.PA,RITN.,BHP.L,BAYN.DE,ABI.BR,ZURN.SW,ABBN.SW,RKT.L,DG.PA,EL.PA,LONN.SW,REL.L,IFX.DE,GLEN.L,UBSG.SW,INGA.AS,PRU.L,CS.PA,SAF.PA,AAL.L,DSV.CO,SIKA.SW,LLOY.L,VOD.L,NG.L,RMS.PA,ISP.MI,RI.PA,BN.PA,VOW3.DE,GIVN.SW,PHIA.AS,INVE B.ST,BBVA.MC,LSEG.L,PRX.AS,VWS.CO,BARC.L,STLA.MI,ERIC B.ST,CPG.L,ATCO A.ST,CRH.L,NDA SE.ST,MUV2.DE,CLNX.MC,VNA.DE,VOLV B.ST,ITX.MC,EXPN.L,PGHN.SW,DSYA.,AHT.L,BMW.DE,KNEBV.HE,SGO.PA,DB1.DE,ALC.SW,DSM.AS,ENI.MI,NOKIA.HE,FLTR.L,FERG.L,CAP.PA,AD.AS,AMS.MC,HOLN.SW,HEIA.AS,ML.PA,ASSA B.ST,LR.PA,EVO.ST,ORSTED.CO,SAND.ST,SREN.SW,HEXA B.ST,G.MI,DHER.DE,WKL.AS,NESTE.HE,DBK.DE,GEBN.SW,RACE.MI,VIV.PA,MRK.DE,EOAN.DE,GMAB.CO,UCG.MI,TSCO.L,TEP.PA,RWE.DE,CSGN.SW,WLN.PA,SAMPO.HE,STM.PA,AV.L,BA.L,BT.A.L,DNB.OL,AKZA.AS,TEF.MC,GLE.PA,ENGI.PA,DWNI.DE,SSE.L,LGEN.L,ORA.PA,COLO B.CO,LISP.SW,KRZ.IR,EQNR.OL,SOON.SW,KBC.BR,UPM.HE,MT.AS,ESSITY B.ST,HM B.ST,IMB.L,FRE.DE,ATCOB.ST,SN.L,ZAL.DE,HEN3.DE,CARL B.CO,SWED A.ST,LOGN.SW,SY1.DE,SGSN.SW,SEB A.ST,SGRO.L,TKWY.AS,SHB A.ST,SHL.DE,KNIN.SW,MAERSK B.CO,ARGX.BR,PAH3.DE,REP.MC,STAN.L,EDP.LS,CON.DE,SLHN.SW,STMN.SW,VIE.PA,ACA.PA,ASM.AS,FME.DE,CNHI.MI,III.L,WPP.L,HLMA.L,SCMN.SW,FER.MC,HFG.DE,NZYM B.CO,ENT.L,EDEN.PA,BNR.DE,KRX.IR,PUB.PA,MONC.MI,NWG.L,MTX.DE,NXT.L,EPI A.ST,CRDA.L,ERF.PA,ALO.PA,BAER.SW,MNDI.L,SPX.L,SRT3.,NN.AS,SK3.IR,DWN.,DWNEUR,RTO.L,NIBE B.ST,CFR.SW,DSY.PA,DIM.PA,SUM
07/29/2021,3.05,2.59,2.26,1.72,1.67,1.54,1.34,1.26,1.25,1.03,0.99,0.97,0.95,0.91,0.94,0.89,0.83,0.8,0.76,0.7,0.76,0.69,0.71,0.64,0.64,0.61,0.65,0.63,0.68,0.61,0.61,0.59,0.59,0.57,0.56,0.4,0.56,0.57,0.58,0.52,0.5,0.52,0.54,0.47,0.45,0.47,0.48,0.45,0.43,0.47,0.46,0.44,0.43,0.43,0.42,0.45,0.41,0.42,0.39,0.4,0.4,0.42,0.4,0.39,0.36,0.39,0.39,0.36,0.39,0.37,0.32,0.32,0.32,0.34,0.33,0.3,0.32,0.37,0.34,0.36,0.33,0.34,0.33,0.32,0.31,0.34,0.32,0.3,0.3,0.28,0.28,0.29,0.27,0.28,0.29,0.25,0.29,0.25,0.27,0.28,0.26,0.25,0.26,0.24,0.24,0.26,0.26,0.25,0.24,0.25,0.23,0.25,0.22,0.25,0.25,0.24,0.22,0.25,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.21,0.21,0.21,0.22,0.18,0.21,0.19,0.18,0.2,0.2,0.2,0.2,0.0,0.19,0.19,0.19,0.2,0.2,0.2,0.17,0.18,0.19,0.19,0.2,0.17,0.17,0.18,0.19,0.19,0.16,0.22,0.15,0.16,0.17,0.15,0.16,0.16,0.17,0.17,0.13,0.15,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,79.03
07/30/2021,3.07,2.54,2.28,1.72,1.68,1.54,1.36,1.28,1.26,1.03,1.0,0.97,0.97,0.91,0.95,0.89,0.84,0.79,0.77,0.7,0.75,0.7,0.71,0.64,0.64,0.62,0.64,0.63,0.67,0.61,0.61,0.59,0.59,0.57,0.56,0.4,0.55,0.56,0.58,0.51,0.5,0.52,0.54,0.44,0.45,0.46,0.48,0.46,0.42,0.47,0.46,0.43,0.42,0.43,0.41,0.46,0.41,0.42,0.4,0.4,0.4,0.41,0.4,0.4,0.35,0.38,0.39,0.36,0.39,0.37,0.32,0.3,0.32,0.35,0.33,0.3,0.32,0.37,0.34,0.36,0.33,0.34,0.33,0.31,0.31,0.34,0.32,0.31,0.3,0.28,0.28,0.29,0.27,0.28,0.29,0.25,0.28,0.25,0.27,0.28,0.26,0.25,0.26,0.24,0.25,0.26,0.26,0.26,0.24,0.25,0.23,0.25,0.22,0.24,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.19,0.21,0.19,0.21,0.21,0.18,0.22,0.19,0.18,0.2,0.2,0.2,0.19,0.0,0.19,0.19,0.19,0.2,0.2,0.2,0.17,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.19,0.19,0.16,0.21,0.15,0.16,0.17,0.14,0.16,0.16,0.17,0.17,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.13,0.0,0.13,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.18,0.0,0.0,0.0,0.0,0.0,78.96000000000001
08/02/2021,3.03,2.59,2.28,1.74,1.67,1.53,1.37,1.28,1.27,1.02,0.98,0.96,0.97,0.93,0.94,0.88,0.83,0.82,0.75,0.7,0.74,0.72,0.69,0.64,0.65,0.64,0.65,0.62,0.69,0.62,0.6,0.58,0.58,0.57,0.55,0.41,0.57,0.57,0.59,0.51,0.46,0.52,0.53,0.42,0.45,0.46,0.48,0.47,0.43,0.47,0.47,0.44,0.43,0.43,0.4,0.49,0.4,0.42,0.39,0.39,0.39,0.42,0.4,0.4,0.37,0.38,0.39,0.35,0.39,0.37,0.32,0.34,0.32,0.36,0.34,0.3,0.33,0.37,0.34,0.36,0.33,0.34,0.32,0.31,0.31,0.34,0.33,0.31,0.29,0.28,0.28,0.28,0.27,0.29,0.29,0.26,0.3,0.24,0.27,0.29,0.26,0.25,0.26,0.24,0.25,0.26,0.25,0.25,0.24,0.25,0.23,0.25,0.22,0.24,0.26,0.22,0.23,0.25,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.2,0.2,0.21,0.23,0.18,0.22,0.18,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.21,0.2,0.2,0.17,0.18,0.19,0.19,0.21,0.17,0.16,0.17,0.19,0.19,0.15,0.21,0.15,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.0,0.14,0.13,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,79.09
08/03/2021,3.03,2.59,2.28,1.74,1.67,1.53,1.37,1.28,1.27,1.02,0.98,0.96,0.97,0.93,0.94,0.88,0.83,0.82,0.75,0.7,0.74,0.72,0.69,0.64,0.65,0.64,0.65,0.62,0.69,0.62,0.6,0.58,0.58,0.57,0.55,0.41,0.57,0.57,0.59,0.51,0.46,0.52,0.53,0.42,0.45,0.46,0.48,0.47,0.43,0.47,0.47,0.44,0.43,0.43,0.4,0.49,0.4,0.42,0.39,0.39,0.39,0.42,0.4,0.4,0.37,0.38,0.39,0.35,0.39,0.37,0.32,0.34,0.32,0.36,0.34,0.3,0.33,0.37,0.34,0.36,0.33,0.34,0.32,0.31,0.31,0.34,0.33,0.31,0.29,0.28,0.28,0.28,0.27,0.29,0.29,0.26,0.3,0.24,0.27,0.29,0.26,0.25,0.26,0.24,0.25,0.26,0.25,0.25,0.24,0.25,0.23,0.25,0.22,0.24,0.26,0.22,0.23,0.25,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.2,0.2,0.21,0.23,0.18,0.22,0.18,0.18,0.2,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.21,0.2,0.2,0.17,0.18,0.19,0.19,0.21,0.17,0.16,0.17,0.19,0.19,0.15,0.21,0.15,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.0,0.14,0.13,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,79.09
08/04/2021,3.08,2.59,2.31,1.72,1.69,1.53,1.37,1.3,1.29,1.01,0.97,0.96,0.98,0.91,0.95,0.88,0.84,0.8,0.73,0.69,0.76,0.71,0.7,0.62,0.66,0.63,0.65,0.62,0.68,0.61,0.6,0.58,0.57,0.57,0.54,0.41,0.57,0.56,0.58,0.51,0.45,0.52,0.53,0.42,0.45,0.48,0.49,0.47,0.43,0.47,0.47,0.43,0.43,0.43,0.39,0.47,0.41,0.43,0.39,0.39,0.39,0.42,0.4,0.4,0.38,0.38,0.4,0.36,0.39,0.37,0.33,0.33,0.32,0.35,0.33,0.3,0.33,0.37,0.34,0.36,0.33,0.34,0.33,0.31,0.31,0.34,0.33,0.32,0.29,0.28,0.28,0.29,0.27,0.29,0.29,0.26,0.3,0.24,0.27,0.3,0.27,0.24,0.26,0.24,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.26,0.22,0.24,0.26,0.22,0.22,0.25,0.23,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.19,0.21,0.2,0.21,0.22,0.18,0.22,0.18,0.18,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.21,0.2,0.2,0.16,0.18,0.19,0.19,0.21,0.17,0.16,0.17,0.18,0.19,0.15,0.21,0.15,0.16,0.17,0.14,0.16,0.17,0.17,0.17,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.0,0.14,0.13,0.0,0.13,0.14,0.0,0.13,0.0,0.0,0.0,0.13,0.14,0.0,0.0,0.0,0.12,0.13,0.0,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,79.11
08/05/2021,3.06,2.63,2.31,1.74,1.68,1.52,1.37,1.28,1.28,1.03,0.96,0.96,0.98,0.91,0.96,0.81,0.84,0.8,0.74,0.68,0.76,0.71,0.69,0.61,0.66,0.63,0.65,0.62,0.68,0.61,0.62,0.57,0.57,0.56,0.53,0.41,0.58,0.57,0.58,0.51,0.45,0.52,0.53,0.42,0.45,0.49,0.5,0.47,0.44,0.47,0.47,0.43,0.42,0.45,0.4,0.48,0.4,0.43,0.39,0.39,0.39,0.42,0.39,0.39,0.39,0.38,0.4,0.36,0.39,0.37,0.32,0.33,0.32,0.35,0.34,0.3,0.32,0.37,0.34,0.36,0.33,0.35,0.33,0.31,0.31,0.35,0.33,0.32,0.29,0.28,0.28,0.29,0.27,0.29,0.29,0.26,0.3,0.24,0.27,0.3,0.26,0.25,0.26,0.24,0.25,0.25,0.26,0.24,0.24,0.24,0.23,0.26,0.22,0.25,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.23,0.23,0.22,0.21,0.21,0.19,0.21,0.2,0.21,0.23,0.18,0.22,0.18,0.18,0.2,0.2,0.2,0.19,0.19,0.18,0.19,0.18,0.21,0.2,0.2,0.17,0.18,0.19,0.19,0.2,0.17,0.16,0.17,0.18,0.19,0.15,0.21,0.15,0.16,0.17,0.14,0.16,0.16,0.17,0.17,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.16,0.14,0.14,0.15,0.13,0.14,0.15,0.13,0.13,0.13,0.0,0.0,0.14,0.13,0.0,0.13,0.14,0.12,0.13,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.12,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,79.05000000000001
08/06/2021,3.04,2.62,2.31,1.76,1.67,1.52,1.37,1.29,1.29,1.02,0.97,0.95,0.98,0.93,0.96,0.8,0.84,0.81,0.74,0.72,0.77,0.72,0.69,0.61,0.65,0.64,0.65,0.62,0.68,0.61,0.63,0.58,0.57,0.57,0.54,0.41,0.58,0.57,0.59,0.5,0.44,0.52,0.53,0.42,0.45,0.5,0.5,0.47,0.44,0.47,0.47,0.43,0.43,0.45,0.39,0.5,0.4,0.43,0.39,0.39,0.39,0.43,0.39,0.39,0.39,0.38,0.4,0.35,0.39,0.38,0.32,0.31,0.33,0.36,0.35,0.3,0.32,0.37,0.34,0.36,0.32,0.35,0.33,0.3,0.31,0.35,0.33,0.32,0.28,0.26,0.28,0.3,0.26,0.29,0.29,0.26,0.3,0.23,0.27,0.3,0.27,0.23,0.26,0.24,0.25,0.25,0.26,0.23,0.24,0.24,0.23,0.26,0.22,0.24,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.23,0.24,0.22,0.21,0.21,0.19,0.21,0.19,0.21,0.23,0.18,0.22,0.18,0.18,0.2,0.21,0.21,0.19,0.19,0.18,0.19,0.18,0.21,0.2,0.2,0.16,0.18,0.19,0.19,0.2,0.17,0.16,0.18,0.19,0.19,0.15,0.21,0.15,0.15,0.17,0.14,0.16,0.17,0.17,0.17,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.13,0.13,0.13,0.0,0.12,0.14,0.0,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,79.16999999999999
08/11/2021,2.97,2.65,2.29,1.75,1.65,1.49,1.39,1.26,1.37,1.06,0.99,0.94,0.98,0.93,0.96,0.81,0.84,0.78,0.72,0.72,0.78,0.72,0.69,0.61,0.65,0.65,0.64,0.62,0.68,0.6,0.6,0.57,0.57,0.59,0.56,0.43,0.58,0.55,0.56,0.47,0.44,0.53,0.53,0.42,0.45,0.49,0.48,0.47,0.46,0.46,0.47,0.45,0.44,0.46,0.39,0.48,0.39,0.42,0.39,0.39,0.4,0.43,0.4,0.39,0.38,0.38,0.39,0.34,0.39,0.39,0.34,0.31,0.34,0.37,0.36,0.3,0.32,0.37,0.34,0.36,0.33,0.35,0.33,0.3,0.3,0.33,0.33,0.32,0.29,0.26,0.28,0.31,0.26,0.28,0.29,0.26,0.3,0.25,0.27,0.3,0.26,0.23,0.25,0.22,0.25,0.25,0.26,0.22,0.24,0.24,0.23,0.26,0.22,0.25,0.25,0.21,0.22,0.25,0.23,0.22,0.23,0.23,0.23,0.23,0.21,0.21,0.19,0.21,0.19,0.22,0.23,0.19,0.22,0.18,0.19,0.2,0.21,0.21,0.19,0.18,0.19,0.19,0.18,0.21,0.2,0.19,0.17,0.18,0.2,0.18,0.2,0.17,0.16,0.18,0.18,0.19,0.14,0.2,0.15,0.15,0.17,0.14,0.16,0.16,0.17,0.18,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.16,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.12,0.0,0.13,0.13,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1
08/13/2021,2.96,2.67,2.34,1.75,1.66,1.49,1.38,1.27,1.38,1.04,0.99,0.94,0.98,0.91,0.95,0.83,0.84,0.79,0.71,0.72,0.78,0.72,0.69,0.61,0.64,0.64,0.62,0.62,0.68,0.6,0.59,0.58,0.56,0.59,0.56,0.43,0.58,0.55,0.57,0.47,0.43,0.53,0.53,0.42,0.44,0.48,0.49,0.47,0.46,0.47,0.47,0.45,0.45,0.46,0.38,0.49,0.39,0.43,0.39,0.4,0.4,0.42,0.4,0.39,0.38,0.37,0.39,0.34,0.39,0.39,0.34,0.34,0.33,0.37,0.36,0.3,0.32,0.37,0.35,0.36,0.34,0.35,0.33,0.3,0.3,0.33,0.34,0.32,0.29,0.26,0.28,0.31,0.27,0.28,0.29,0.26,0.29,0.27,0.26,0.3,0.27,0.22,0.25,0.22,0.25,0.25,0.26,0.22,0.25,0.23,0.23,0.25,0.22,0.24,0.25,0.21,0.22,0.25,0.23,0.22,0.24,0.23,0.23,0.23,0.21,0.21,0.2,0.21,0.19,0.22,0.23,0.19,0.22,0.18,0.18,0.2,0.21,0.21,0.19,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.2,0.18,0.21,0.17,0.15,0.18,0.18,0.19,0.14,0.19,0.15,0.15,0.17,0.14,0.16,0.16,0.17,0.18,0.14,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.0,0.14,0.14,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17
08/16/2021,2.94,2.63,2.33,1.77,1.67,1.51,1.39,1.26,1.39,1.07,0.98,0.94,0.97,0.92,0.97,0.83,0.85,0.72,0.72,0.72,0.8,0.71,0.69,0.61,0.64,0.63,0.63,0.63,0.67,0.59,0.6,0.59,0.57,0.58,0.56,0.4,0.58,0.54,0.56,0.47,0.44,0.55,0.53,0.42,0.45,0.48,0.49,0.47,0.45,0.48,0.47,0.45,0.46,0.46,0.38,0.49,0.4,0.43,0.39,0.4,0.4,0.42,0.4,0.38,0.38,0.38,0.39,0.34,0.39,0.39,0.34,0.34,0.31,0.37,0.37,0.29,0.31,0.37,0.35,0.36,0.35,0.35,0.33,0.3,0.31,0.34,0.33,0.32,0.3,0.27,0.27,0.31,0.27,0.28,0.29,0.26,0.29,0.27,0.27,0.3,0.28,0.22,0.25,0.22,0.25,0.26,0.26,0.22,0.24,0.24,0.23,0.26,0.22,0.22,0.25,0.21,0.22,0.25,0.23,0.22,0.25,0.23,0.23,0.23,0.22,0.21,0.19,0.21,0.19,0.22,0.23,0.19,0.22,0.18,0.19,0.2,0.21,0.21,0.19,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.21,0.17,0.15,0.18,0.18,0.19,0.14,0.2,0.15,0.14,0.17,0.14,0.15,0.16,0.17,0.17,0.13,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.0,0.13,0.13,0.0,0.0,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.13,0.0,0.0,0.0,79.19999999999999
08/18/2021,2.97,2.61,2.34,1.76,1.68,1.52,1.38,1.26,1.39,1.06,0.98,0.94,0.97,0.92,0.97,0.82,0.86,0.72,0.72,0.71,0.81,0.7,0.69,0.61,0.63,0.62,0.63,0.63,0.68,0.59,0.61,0.59,0.56,0.58,0.55,0.4,0.57,0.54,0.56,0.47,0.44,0.56,0.54,0.41,0.45,0.48,0.49,0.47,0.45,0.47,0.47,0.45,0.46,0.47,0.38,0.49,0.4,0.43,0.38,0.39,0.4,0.42,0.4,0.38,0.38,0.38,0.39,0.34,0.39,0.39,0.33,0.33,0.32,0.37,0.37,0.29,0.31,0.37,0.35,0.36,0.35,0.35,0.33,0.3,0.31,0.34,0.33,0.32,0.29,0.26,0.27,0.31,0.27,0.27,0.29,0.26,0.29,0.27,0.27,0.3,0.27,0.23,0.25,0.22,0.25,0.26,0.26,0.22,0.24,0.24,0.23,0.26,0.22,0.22,0.25,0.21,0.22,0.25,0.23,0.22,0.25,0.23,0.23,0.23,0.22,0.21,0.2,0.21,0.18,0.22,0.23,0.19,0.22,0.18,0.19,0.2,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.2,0.19,0.21,0.17,0.15,0.18,0.19,0.19,0.14,0.2,0.15,0.14,0.17,0.13,0.16,0.16,0.17,0.18,0.13,0.15,0.16,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.0,0.0,0.0,0.13,0.13,0.0,0.13,0.14,0.0,0.13,0.14,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.13,0.14,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.16
08/19/2021,3.0,2.63,2.37,1.73,1.69,1.54,1.39,1.26,1.41,1.06,0.97,0.95,0.98,0.91,0.96,0.83,0.87,0.71,0.72,0.7,0.81,0.69,0.69,0.61,0.63,0.61,0.62,0.62,0.68,0.6,0.6,0.6,0.56,0.58,0.55,0.4,0.55,0.53,0.56,0.47,0.44,0.56,0.54,0.41,0.45,0.48,0.49,0.47,0.45,0.47,0.47,0.45,0.45,0.47,0.37,0.48,0.41,0.43,0.38,0.39,0.4,0.42,0.4,0.38,0.39,0.37,0.39,0.34,0.37,0.39,0.34,0.31,0.33,0.36,0.37,0.29,0.31,0.37,0.35,0.36,0.35,0.35,0.34,0.3,0.31,0.34,0.33,0.32,0.29,0.26,0.27,0.31,0.27,0.27,0.29,0.26,0.29,0.27,0.27,0.3,0.28,0.22,0.25,0.22,0.25,0.26,0.26,0.22,0.24,0.23,0.23,0.25,0.22,0.22,0.25,0.2,0.22,0.25,0.23,0.23,0.25,0.24,0.23,0.23,0.22,0.21,0.2,0.21,0.18,0.22,0.23,0.19,0.22,0.18,0.19,0.2,0.21,0.21,0.2,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.19,0.19,0.21,0.17,0.15,0.18,0.19,0.19,0.14,0.2,0.15,0.15,0.17,0.13,0.16,0.16,0.17,0.18,0.13,0.15,0.17,0.14,0.15,0.13,0.14,0.13,0.14,0.13,0.0,0.15,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.13,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.17
08/20/2021,3.04,2.61,2.38,1.7,1.71,1.55,1.4,1.26,1.43,1.06,0.96,0.97,0.97,0.91,0.96,0.81,0.87,0.69,0.72,0.7,0.81,0.69,0.69,0.6,0.63,0.62,0.61,0.62,0.68,0.6,0.59,0.6,0.57,0.57,0.54,0.43,0.54,0.52,0.57,0.46,0.44,0.56,0.54,0.42,0.44,0.48,0.5,0.47,0.44,0.46,0.47,0.45,0.45,0.46,0.37,0.46,0.42,0.43,0.37,0.39,0.4,0.42,0.39,0.38,0.39,0.36,0.4,0.34,0.38,0.38,0.34,0.62,0.32,0.36,0.36,0.29,0.31,0.37,0.35,0.35,0.35,0.36,0.34,0.29,0.31,0.34,0.34,0.32,0.29,0.26,0.27,0.3,0.27,0.28,0.29,0.26,0.29,0.27,0.26,0.29,0.28,0.22,0.25,0.22,0.25,0.25,0.26,0.22,0.25,0.23,0.23,0.25,0.22,0.22,0.25,0.21,0.22,0.25,0.23,0.23,0.25,0.24,0.24,0.22,0.22,0.21,0.2,0.21,0.18,0.22,0.23,0.19,0.22,0.18,0.18,0.2,0.21,0.2,0.2,0.18,0.2,0.19,0.18,0.2,0.2,0.19,0.17,0.18,0.19,0.18,0.2,0.17,0.15,0.18,0.19,0.19,0.14,0.2,0.14,0.15,0.17,0.13,0.16,0.16,0.16,0.18,0.13,0.14,0.17,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.0,0.13,0.13,0.0,0.13,0.13,0.13,0.0,0.13,0.14,0.0,0.13,0.13,0.0,0.0,0.0,0.14,0.14,0.0,0.13,0.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.28999999999999
08/23/2021,3.07,2.65,2.42,1.53,1.71,1.6,1.4,1.26,1.46,1.05,0.95,0.99,0.96,0.89,0.94,0.82,0.88,0.66,0.72,0.67,0.82,0.67,0.71,0.62,0.62,0.6,0.59,0.6,0.74,0.63,0.58,0.6,0.59,0.56,0.53,0.49,0.48,0.47,0.53,0.47,0.43,0.57,0.55,0.42,0.45,0.48,0.52,0.47,0.44,0.44,0.47,0.44,0.45,0.46,0.37,0.42,0.42,0.43,0.36,0.4,0.41,0.39,0.4,0.37,0.39,0.36,0.4,0.34,0.37,0.37,0.34,0.61,0.34,0.36,0.35,0.29,0.31,0.36,0.35,0.35,0.36,0.37,0.34,0.28,0.31,0.34,0.34,0.32,0.29,0.25,0.28,0.29,0.28,0.32,0.3,0.25,0.29,0.27,0.26,0.3,0.29,0.22,0.24,0.22,0.25,0.25,0.26,0.22,0.26,0.22,0.23,0.25,0.22,0.22,0.25,0.2,0.22,0.25,0.22,0.23,0.26,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.18,0.22,0.23,0.19,0.22,0.18,0.18,0.2,0.22,0.2,0.2,0.18,0.2,0.18,0.19,0.2,0.21,0.19,0.17,0.18,0.19,0.18,0.19,0.17,0.15,0.17,0.19,0.18,0.15,0.2,0.15,0.15,0.16,0.13,0.16,0.16,0.16,0.18,0.14,0.14,0.17,0.15,0.15,0.14,0.13,0.0,0.13,0.14,0.0,0.14,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.0,0.13,0.13,0.0,0.14,0.13,0.13,0.0,0.13,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.15,0.14,0.0,0.13,0.0,0.14,0.13,0.13,0.13,0.0,0.0,0.13,0.14,0.0,0.0,0.0,79.24
