,STLD,OC,EWBC,JLL,UGI,RS,LEA,Y,FHN,ACM,SBNY,OHI,KSS,AFG,OSK,NNN,ARW,CPRI,AIRC,TRGP,RGA,JBL,KRC,MPW,THC,CPT,ORI,HOG,NVST,AMG,MOH,FAF,XPO,OGE,SKX,JEF,SON,BRX,VAC,JHG,EME,PNFP,PB,POST,DKS,OLN,FL,SNV,MDU,MAN,BJ,INGR,CFR,NCR,AYI,X,THO,MTZ,CIEN,SRC,SLG,STOR,CUZ,DEI,AEO,VNT,CFX,CDAY,KBR,WTRG,VLY,AN,FLS,HXL,NYCB,JBLU,NVT,ADS,OZK,IDA,LII,THG,CIT,SNX,UTHR,UBSI,MTG,GT,CR,NFG,HIW,HFC,SIGI,HE,AGCO,PK,LAMR,STL,WBS,CASY,RPM,HRC,CRI,BLDR,ITT,NDSN,KMPR,HRB,CSL,WTFC,HPP,AVNT,COHR,BKH,LSI,ACC,PII,UNVR,DCI,ADNT,SRCL,CAR,R,EPR,SF,JWN,OGS,LIVN,CBSH,SBRA,DOC,HUBB,WRI,MIDD,FNB,XEC,XRX,NJR,SWX,UMBF,AVT,SR,HWC,SAFM,WEX,SCI,CMC,EQT,KEX,KBH,SEIC,EHC,WSO,HOMB,ATR,ALE,TOL,JBGS,ACHC,CBRL,NUVA,DTM WI,BC,CACI,WWD,CNXC,BOH,TDC,DAN,MUSA,PACW,NAVI,MUR,TMHC,FR,GNTX,VSAT,CBT,OFC,REXR,RNR,G,TCBI,RGLD,SAIC,ASB,NWE,TNL,RYN,GATX,WH,CW,FCFS,CNO,NATI,AZPN,CC,ASH,CDK,PEB,SFM,MAC,VSH,EGP,FLO,MLHR,KMT,VMI,RBC,GME,GXO WI,CLH,SYNA,CATY,DTM,GXO,LPX,PFGC,PRGO,NOV,TNDM,TGNA,XTSLA,SGMS,GBCI,COG,UNM,BXS,RRX,CHX,KRG,-,SLAB,CADE,KD WI,FLR,COTY,BRKR,KNX,LAD,JAZZ,M,RUN,WU,AA,HBI,WOLF,GGG,LEG,AMED,CGNX,ESNT,FICO,TKR,LITE,LHCG,BHF,ETRN,CONE,MKSI,MSM,PNM,HAIN,FSLR,IIVI,SLGN,CABO,CHE,LOPE,LECO,KD,NYT,BCO,ENS,ELY,IAA,VC,OLLI,TEX,MRCY,TPH,LFUS,MLKN,WERN,SUM
08/24/2021,1.08,0.78,0.82,0.98,0.78,0.77,0.69,0.78,0.7,0.74,0.74,0.62,0.72,0.76,0.62,0.66,0.71,0.66,0.63,0.59,0.64,0.64,0.56,0.58,0.63,0.61,0.6,0.49,0.53,0.54,0.58,0.61,0.33,0.58,0.54,0.56,0.52,0.54,0.49,0.59,0.53,0.58,0.53,0.54,0.58,0.52,0.49,0.51,0.53,0.52,0.63,0.47,0.52,0.43,0.52,0.59,0.51,0.41,0.43,0.46,0.39,0.44,0.46,0.42,0.39,0.47,0.44,0.46,0.42,0.44,0.43,0.5,0.4,0.37,0.46,0.36,0.44,0.36,0.41,0.44,0.38,0.41,0.42,0.42,0.43,0.39,0.41,0.33,0.4,0.37,0.38,0.35,0.41,0.39,0.37,0.34,0.38,0.34,0.36,0.37,0.33,0.42,0.38,0.42,0.36,0.37,0.33,0.37,0.37,0.33,0.31,0.36,0.33,0.37,0.36,0.33,0.31,0.31,0.34,0.29,0.3,0.37,0.32,0.29,0.33,0.31,0.31,0.35,0.31,0.27,0.32,0.35,0.0,0.32,0.29,0.25,0.29,0.29,0.34,0.32,0.32,0.29,0.31,0.31,0.27,0.35,0.31,0.0,0.25,0.3,0.29,0.27,0.28,0.26,0.28,0.3,0.3,0.26,0.28,0.26,0.24,0.33,0.28,0.28,0.27,0.29,0.28,0.29,0.26,0.32,0.28,0.32,0.0,0.29,0.28,0.26,0.28,0.24,0.26,0.27,0.28,0.28,0.26,0.0,0.24,0.26,0.26,0.0,0.25,0.25,0.24,0.24,0.28,0.25,0.24,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.24,0.0,0.0,0.38,0.3,0.25,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.13
08/25/2021,1.08,0.78,0.82,0.98,0.78,0.77,0.69,0.78,0.7,0.74,0.74,0.62,0.72,0.76,0.62,0.66,0.71,0.66,0.63,0.59,0.64,0.64,0.56,0.58,0.63,0.61,0.6,0.49,0.53,0.54,0.58,0.61,0.33,0.58,0.54,0.56,0.52,0.54,0.49,0.59,0.53,0.58,0.53,0.54,0.58,0.52,0.49,0.51,0.53,0.52,0.63,0.47,0.52,0.43,0.52,0.59,0.51,0.41,0.43,0.46,0.39,0.44,0.46,0.42,0.39,0.47,0.44,0.46,0.42,0.44,0.43,0.5,0.4,0.37,0.46,0.36,0.44,0.36,0.41,0.44,0.38,0.41,0.42,0.42,0.43,0.39,0.41,0.33,0.4,0.37,0.38,0.35,0.41,0.39,0.37,0.34,0.38,0.34,0.36,0.37,0.33,0.42,0.38,0.42,0.36,0.37,0.33,0.37,0.37,0.33,0.31,0.36,0.33,0.37,0.36,0.33,0.31,0.31,0.34,0.29,0.3,0.37,0.32,0.29,0.33,0.31,0.31,0.35,0.31,0.27,0.32,0.35,0.0,0.32,0.29,0.25,0.29,0.29,0.34,0.32,0.32,0.29,0.31,0.31,0.27,0.35,0.31,0.0,0.25,0.3,0.29,0.27,0.28,0.26,0.28,0.3,0.3,0.26,0.28,0.26,0.24,0.0,0.28,0.28,0.27,0.29,0.28,0.29,0.26,0.32,0.28,0.32,0.0,0.29,0.28,0.26,0.28,0.24,0.26,0.27,0.28,0.28,0.26,0.0,0.24,0.26,0.26,0.0,0.25,0.25,0.24,0.24,0.28,0.25,0.24,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.24,0.0,0.0,0.38,0.0,0.25,0.25,0.24,0.33,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.13
08/26/2021,1.11,0.77,0.83,0.98,0.78,0.77,0.69,0.76,0.71,0.74,0.75,0.62,0.73,0.76,0.62,0.65,0.7,0.69,0.63,0.61,0.64,0.64,0.56,0.57,0.62,0.6,0.6,0.49,0.53,0.54,0.56,0.61,0.34,0.57,0.54,0.57,0.52,0.54,0.5,0.59,0.52,0.58,0.52,0.54,0.59,0.52,0.48,0.51,0.52,0.52,0.6,0.47,0.52,0.43,0.53,0.59,0.5,0.41,0.44,0.45,0.4,0.43,0.46,0.42,0.4,0.47,0.45,0.47,0.43,0.43,0.43,0.49,0.4,0.38,0.46,0.37,0.44,0.36,0.41,0.43,0.37,0.4,0.42,0.42,0.43,0.39,0.41,0.33,0.39,0.37,0.38,0.36,0.41,0.39,0.38,0.34,0.38,0.35,0.36,0.37,0.33,0.41,0.37,0.42,0.36,0.37,0.33,0.37,0.36,0.33,0.31,0.36,0.32,0.36,0.36,0.33,0.31,0.31,0.34,0.29,0.3,0.38,0.33,0.29,0.33,0.32,0.31,0.35,0.31,0.27,0.32,0.35,0.0,0.31,0.29,0.25,0.29,0.29,0.33,0.32,0.32,0.29,0.32,0.31,0.27,0.34,0.32,0.0,0.26,0.3,0.28,0.27,0.28,0.26,0.27,0.29,0.3,0.26,0.28,0.26,0.0,0.0,0.28,0.28,0.27,0.28,0.27,0.29,0.26,0.31,0.28,0.32,0.24,0.28,0.28,0.25,0.29,0.0,0.25,0.27,0.28,0.28,0.27,0.25,0.24,0.25,0.26,0.0,0.24,0.25,0.24,0.0,0.27,0.25,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.24,0.24,0.39,0.0,0.25,0.25,0.24,0.34,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.06
08/27/2021,1.13,0.79,0.83,0.97,0.76,0.77,0.7,0.75,0.71,0.75,0.76,0.62,0.74,0.74,0.63,0.64,0.7,0.73,0.62,0.61,0.64,0.63,0.55,0.57,0.61,0.58,0.59,0.49,0.53,0.55,0.57,0.6,0.34,0.56,0.54,0.57,0.51,0.54,0.51,0.58,0.52,0.57,0.52,0.53,0.59,0.53,0.49,0.51,0.51,0.52,0.6,0.46,0.51,0.44,0.53,0.59,0.51,0.41,0.44,0.45,0.4,0.43,0.46,0.42,0.4,0.47,0.45,0.47,0.43,0.43,0.43,0.49,0.4,0.37,0.46,0.38,0.45,0.37,0.41,0.42,0.37,0.4,0.42,0.41,0.42,0.38,0.41,0.34,0.39,0.36,0.38,0.37,0.4,0.38,0.38,0.35,0.38,0.35,0.36,0.37,0.33,0.4,0.37,0.43,0.36,0.37,0.33,0.37,0.36,0.33,0.31,0.36,0.32,0.35,0.35,0.33,0.31,0.31,0.34,0.3,0.29,0.37,0.33,0.29,0.33,0.33,0.31,0.35,0.31,0.27,0.32,0.35,0.0,0.31,0.29,0.25,0.29,0.29,0.32,0.32,0.31,0.28,0.31,0.3,0.27,0.33,0.32,0.0,0.26,0.3,0.28,0.27,0.27,0.26,0.27,0.28,0.3,0.26,0.28,0.26,0.25,0.0,0.29,0.27,0.27,0.28,0.27,0.29,0.27,0.31,0.28,0.31,0.25,0.28,0.27,0.25,0.28,0.24,0.25,0.26,0.27,0.28,0.26,0.0,0.0,0.25,0.25,0.0,0.24,0.25,0.0,0.24,0.27,0.25,0.24,0.0,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.24,0.24,0.49,0.0,0.25,0.25,0.24,0.34,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.97
08/30/2021,1.1,0.8,0.82,0.97,0.76,0.76,0.7,0.74,0.72,0.76,0.76,0.61,0.72,0.74,0.63,0.65,0.71,0.69,0.63,0.61,0.63,0.65,0.55,0.57,0.62,0.6,0.59,0.48,0.53,0.56,0.56,0.61,0.34,0.56,0.53,0.58,0.52,0.54,0.51,0.58,0.52,0.57,0.52,0.52,0.7,0.55,0.47,0.51,0.51,0.52,0.61,0.47,0.51,0.44,0.53,0.57,0.51,0.41,0.44,0.46,0.39,0.43,0.46,0.42,0.37,0.48,0.45,0.47,0.44,0.43,0.42,0.47,0.4,0.37,0.46,0.38,0.45,0.38,0.4,0.42,0.37,0.4,0.42,0.42,0.43,0.38,0.41,0.34,0.4,0.36,0.37,0.37,0.4,0.38,0.4,0.35,0.39,0.35,0.36,0.37,0.33,0.4,0.36,0.43,0.36,0.37,0.33,0.36,0.37,0.33,0.31,0.37,0.32,0.35,0.36,0.33,0.3,0.32,0.34,0.3,0.3,0.36,0.34,0.3,0.33,0.25,0.3,0.34,0.3,0.27,0.31,0.36,0.0,0.32,0.29,0.25,0.29,0.28,0.31,0.31,0.32,0.27,0.31,0.31,0.27,0.33,0.31,0.24,0.26,0.3,0.29,0.27,0.27,0.26,0.27,0.28,0.32,0.26,0.28,0.27,0.24,0.0,0.29,0.27,0.27,0.29,0.27,0.29,0.26,0.3,0.28,0.32,0.24,0.29,0.28,0.25,0.28,0.24,0.25,0.26,0.27,0.28,0.27,0.24,0.24,0.25,0.25,0.0,0.0,0.25,0.25,0.24,0.27,0.25,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.24,0.0,0.0,0.48,0.0,0.25,0.26,0.0,0.35,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.05
08/31/2021,1.11,0.8,0.82,0.98,0.76,0.76,0.7,0.74,0.72,0.76,0.77,0.61,0.72,0.74,0.63,0.65,0.71,0.69,0.62,0.62,0.63,0.65,0.55,0.56,0.62,0.59,0.58,0.47,0.54,0.57,0.56,0.61,0.34,0.56,0.53,0.59,0.51,0.54,0.52,0.59,0.53,0.58,0.52,0.52,0.71,0.57,0.46,0.51,0.51,0.52,0.61,0.46,0.51,0.45,0.52,0.58,0.5,0.41,0.44,0.46,0.38,0.43,0.45,0.42,0.38,0.48,0.45,0.47,0.43,0.43,0.42,0.47,0.4,0.38,0.45,0.38,0.45,0.38,0.41,0.42,0.37,0.4,0.43,0.42,0.43,0.39,0.41,0.35,0.4,0.37,0.37,0.38,0.4,0.37,0.39,0.36,0.38,0.35,0.36,0.36,0.32,0.4,0.36,0.44,0.36,0.36,0.33,0.37,0.36,0.33,0.31,0.37,0.32,0.35,0.35,0.33,0.29,0.32,0.34,0.31,0.3,0.37,0.34,0.3,0.34,0.25,0.3,0.34,0.3,0.27,0.31,0.35,0.0,0.31,0.3,0.27,0.29,0.28,0.31,0.32,0.32,0.27,0.32,0.3,0.27,0.33,0.32,0.25,0.26,0.3,0.29,0.27,0.27,0.26,0.27,0.28,0.32,0.26,0.29,0.27,0.24,0.0,0.28,0.27,0.27,0.29,0.27,0.29,0.27,0.31,0.28,0.32,0.25,0.29,0.27,0.25,0.28,0.0,0.25,0.26,0.26,0.28,0.27,0.24,0.0,0.25,0.25,0.0,0.24,0.25,0.25,0.25,0.27,0.25,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.47,0.0,0.25,0.26,0.24,0.36,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.18
09/01/2021,1.11,0.8,0.82,0.98,0.76,0.76,0.7,0.74,0.72,0.76,0.77,0.61,0.72,0.74,0.63,0.65,0.71,0.69,0.62,0.62,0.63,0.65,0.55,0.56,0.62,0.59,0.58,0.47,0.54,0.57,0.56,0.61,0.34,0.56,0.53,0.59,0.51,0.54,0.52,0.59,0.53,0.58,0.52,0.52,0.71,0.57,0.46,0.51,0.51,0.52,0.61,0.46,0.51,0.45,0.52,0.58,0.5,0.41,0.44,0.46,0.38,0.43,0.45,0.42,0.38,0.48,0.45,0.47,0.43,0.43,0.42,0.47,0.4,0.38,0.45,0.38,0.45,0.38,0.41,0.42,0.37,0.4,0.43,0.42,0.43,0.39,0.41,0.35,0.4,0.37,0.37,0.38,0.4,0.37,0.39,0.36,0.38,0.35,0.36,0.36,0.32,0.4,0.36,0.44,0.36,0.36,0.33,0.37,0.36,0.33,0.31,0.37,0.32,0.35,0.35,0.33,0.29,0.32,0.34,0.31,0.3,0.37,0.34,0.3,0.34,0.25,0.3,0.34,0.3,0.27,0.31,0.35,0.0,0.31,0.3,0.27,0.29,0.28,0.31,0.32,0.32,0.27,0.32,0.3,0.27,0.33,0.32,0.25,0.26,0.3,0.29,0.27,0.27,0.26,0.27,0.28,0.32,0.26,0.29,0.27,0.24,0.0,0.28,0.27,0.27,0.29,0.27,0.29,0.27,0.31,0.28,0.32,0.25,0.29,0.27,0.25,0.28,0.0,0.25,0.26,0.26,0.28,0.27,0.24,0.0,0.25,0.25,0.0,0.24,0.25,0.25,0.25,0.27,0.25,0.24,0.0,0.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.24,0.0,0.47,0.0,0.25,0.26,0.24,0.36,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.18
09/02/2021,1.11,0.81,0.81,0.98,0.76,0.76,0.69,0.74,0.71,0.76,0.75,0.61,0.71,0.74,0.62,0.65,0.72,0.68,0.63,0.61,0.61,0.66,0.54,0.57,0.63,0.6,0.58,0.48,0.54,0.56,0.56,0.61,0.34,0.56,0.54,0.58,0.52,0.54,0.5,0.58,0.53,0.57,0.51,0.52,0.73,0.57,0.45,0.5,0.51,0.52,0.61,0.46,0.5,0.44,0.52,0.57,0.5,0.41,0.44,0.46,0.38,0.43,0.45,0.42,0.37,0.48,0.45,0.47,0.43,0.44,0.42,0.47,0.4,0.37,0.45,0.37,0.45,0.37,0.4,0.42,0.37,0.4,0.43,0.42,0.43,0.38,0.41,0.35,0.4,0.37,0.37,0.38,0.4,0.37,0.39,0.35,0.39,0.34,0.35,0.37,0.32,0.44,0.36,0.44,0.36,0.37,0.32,0.37,0.37,0.33,0.31,0.37,0.32,0.35,0.36,0.34,0.3,0.32,0.34,0.3,0.3,0.36,0.34,0.3,0.33,0.24,0.3,0.34,0.3,0.27,0.31,0.36,0.0,0.32,0.29,0.27,0.28,0.28,0.32,0.31,0.32,0.27,0.31,0.3,0.27,0.33,0.32,0.25,0.25,0.3,0.29,0.27,0.28,0.26,0.27,0.28,0.32,0.26,0.29,0.26,0.0,0.0,0.28,0.27,0.27,0.29,0.26,0.29,0.27,0.31,0.28,0.32,0.25,0.29,0.28,0.25,0.28,0.24,0.25,0.27,0.26,0.28,0.26,0.24,0.0,0.25,0.25,0.0,0.0,0.26,0.25,0.25,0.27,0.25,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.24,0.24,0.0,0.25,0.25,0.0,0.0,0.48,0.0,0.25,0.27,0.0,0.36,0.33,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.05000000000001
09/03/2021,1.06,0.78,0.82,0.98,0.76,0.75,0.69,0.74,0.71,0.75,0.76,0.62,0.7,0.75,0.62,0.66,0.71,0.67,0.63,0.61,0.62,0.65,0.55,0.58,0.63,0.61,0.58,0.48,0.54,0.56,0.57,0.61,0.33,0.56,0.53,0.58,0.52,0.55,0.5,0.58,0.52,0.58,0.51,0.52,0.73,0.56,0.46,0.5,0.51,0.52,0.61,0.46,0.51,0.44,0.52,0.57,0.49,0.41,0.44,0.47,0.38,0.44,0.45,0.43,0.36,0.48,0.45,0.48,0.43,0.44,0.42,0.46,0.4,0.37,0.46,0.38,0.45,0.38,0.4,0.42,0.37,0.4,0.43,0.42,0.44,0.38,0.41,0.35,0.4,0.37,0.37,0.38,0.39,0.37,0.39,0.36,0.39,0.35,0.36,0.37,0.32,0.44,0.35,0.44,0.36,0.38,0.33,0.37,0.36,0.34,0.31,0.37,0.32,0.35,0.36,0.34,0.29,0.31,0.34,0.29,0.31,0.37,0.34,0.3,0.33,0.25,0.3,0.34,0.3,0.27,0.31,0.35,0.0,0.31,0.29,0.27,0.29,0.28,0.32,0.31,0.32,0.27,0.31,0.31,0.27,0.33,0.31,0.25,0.25,0.3,0.29,0.27,0.27,0.26,0.27,0.28,0.32,0.26,0.29,0.27,0.25,0.0,0.27,0.27,0.27,0.3,0.27,0.3,0.27,0.31,0.28,0.33,0.24,0.28,0.28,0.25,0.28,0.24,0.25,0.27,0.26,0.28,0.27,0.0,0.0,0.25,0.25,0.0,0.24,0.26,0.25,0.25,0.28,0.25,0.24,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.25,0.24,0.5,0.0,0.25,0.27,0.0,0.35,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.11
09/06/2021,1.05,0.79,0.81,0.97,0.77,0.74,0.68,0.73,0.69,0.76,0.77,0.62,0.7,0.74,0.61,0.65,0.69,0.67,0.64,0.62,0.63,0.64,0.55,0.6,0.63,0.62,0.57,0.47,0.55,0.54,0.57,0.6,0.34,0.56,0.52,0.57,0.52,0.55,0.5,0.58,0.52,0.57,0.5,0.51,0.73,0.55,0.46,0.5,0.51,0.53,0.62,0.46,0.5,0.44,0.5,0.57,0.51,0.41,0.45,0.47,0.38,0.43,0.45,0.43,0.32,0.48,0.45,0.48,0.44,0.44,0.41,0.45,0.39,0.38,0.45,0.37,0.45,0.37,0.39,0.42,0.37,0.39,0.43,0.42,0.43,0.38,0.41,0.35,0.38,0.37,0.38,0.37,0.39,0.37,0.39,0.35,0.39,0.34,0.35,0.37,0.32,0.46,0.34,0.45,0.35,0.38,0.32,0.37,0.36,0.32,0.32,0.36,0.32,0.35,0.37,0.34,0.28,0.31,0.32,0.28,0.31,0.38,0.34,0.3,0.33,0.0,0.3,0.36,0.3,0.27,0.32,0.34,0.0,0.31,0.29,0.29,0.29,0.29,0.32,0.31,0.31,0.27,0.31,0.3,0.26,0.34,0.3,0.27,0.25,0.3,0.28,0.28,0.28,0.26,0.27,0.28,0.31,0.27,0.3,0.27,0.25,0.0,0.27,0.27,0.27,0.3,0.26,0.31,0.26,0.3,0.28,0.32,0.25,0.28,0.28,0.25,0.28,0.24,0.25,0.27,0.26,0.28,0.24,0.24,0.24,0.0,0.26,0.0,0.25,0.25,0.0,0.0,0.28,0.25,0.24,0.0,0.24,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.25,0.0,0.24,0.49,0.0,0.25,0.27,0.0,0.35,0.32,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.12
09/07/2021,1.05,0.78,0.81,0.98,0.77,0.75,0.68,0.72,0.69,0.77,0.77,0.62,0.68,0.74,0.61,0.65,0.68,0.67,0.64,0.62,0.63,0.65,0.55,0.61,0.64,0.62,0.56,0.47,0.55,0.54,0.58,0.59,0.34,0.56,0.52,0.57,0.52,0.55,0.5,0.58,0.52,0.57,0.51,0.51,0.75,0.55,0.46,0.5,0.51,0.52,0.64,0.46,0.5,0.43,0.5,0.55,0.5,0.41,0.44,0.47,0.38,0.43,0.46,0.43,0.32,0.49,0.45,0.49,0.45,0.43,0.41,0.45,0.39,0.37,0.46,0.37,0.44,0.37,0.4,0.42,0.37,0.39,0.43,0.42,0.43,0.38,0.41,0.36,0.38,0.38,0.38,0.36,0.39,0.37,0.39,0.35,0.39,0.34,0.35,0.37,0.32,0.46,0.35,0.45,0.35,0.38,0.33,0.37,0.36,0.33,0.32,0.36,0.32,0.35,0.37,0.34,0.29,0.31,0.31,0.28,0.3,0.37,0.34,0.3,0.33,0.0,0.3,0.35,0.3,0.28,0.32,0.34,0.0,0.31,0.28,0.3,0.28,0.28,0.33,0.31,0.31,0.27,0.3,0.3,0.26,0.34,0.3,0.28,0.25,0.3,0.28,0.28,0.28,0.26,0.27,0.28,0.31,0.26,0.3,0.27,0.0,0.0,0.27,0.27,0.26,0.3,0.26,0.31,0.26,0.31,0.28,0.32,0.24,0.28,0.28,0.25,0.27,0.0,0.25,0.27,0.26,0.28,0.24,0.0,0.24,0.24,0.26,0.0,0.25,0.25,0.24,0.24,0.28,0.24,0.24,0.0,0.24,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.25,0.25,0.24,0.0,0.47,0.0,0.25,0.27,0.0,0.35,0.33,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.08
