,AMGN,GILD,MRNA,ILMN,REGN,BIIB,VRTX,IQV,ALXN,BNTX,MTD,SGEN,WAT,ALNY,GMAB,CRL,INCY,TECH,BGNE,NVCR,NVAX,BMRN,TXG,ARGX,GH,ZLAB,RGEN,NTRA,CRSP,NBIX,NTLA,UTHR,MRTX,BRKR,FATE,BBIO,XLRN,NVTA,XTSLA,DNLI,HALO,PACB,ARWR,RARE,BHVN,EXEL,SRPT,TWST,ADPT,IONS,MEDP,BEAM,BPMC,ASND,CDNA,APLS,ARNA,ALKS,IMAB,ACAD,KOD,RETA,LEGN,IOVA,AGIO,TPTX,GLPG,GRFS,EDIT,NKTR,SWTX,INSM,ITCI,EBS,PTCT,ARVN,ALLK,BCRX,NSTG,SAGE,RCKT,VCYT,VIR,KRTX,DRNA,AMRS,MYGN,PRTA,FOLD,ALEC,BLI,RVNC,FGEN,BLUE,LGND,GBT,XNCR,IRWD,AXSM,RLAY,MOR,TBIO,QTRX,FLGT,PTGX,RVMD,ALLO,INO,ZNTL,MGNX,LMNX,OPK,ZYME,CSTL,SUPN,SGMO,CYTK,RGNX,DCPH,CDXS,MCRB,IGMS,ATRA,RCUS,CNST,MNKD,KURA,IMGN,ALXO,GBIO,YMAB,VNDA,KRYS,AMTI,MDGL,QURE,CERS,IBRX,OMER,TVTX,CHRS,ADCT,VIVO,REPL,RUBY,FMTX,AFMD,RPTX,CCXI,RIGL,CRTX,SRRK,ENTA,RDUS,MRSN,RYTM,ARQT,PSNL,ISEE,CRNX,ARDX,STOK,KDMN,CGEN,STRO,PLRX,MRNS,KPTI,ANAB,EPZM,RNA,VSTM,ITOS,TBPH,MESO,ARCT,MYOV,NRIX,XENE,GTHX,SNDX,DTIL,CLLS,TCRR,ZIOP,AKRO,NKTX,EGRX,ICPT,ORIC,AKBA,MGTX,NGM,RLMD,KROS,ESPR,IDYA,SPPI,CARA,CLVS,RAPT,PGEN,ANNX,USD,GERN,ANSGR.IS,KALV,CTMX,ADAP,IMVT,PRVB,KDNY,GOSS,KNSA,APLT,SPRO,PASG,FLDM,CVM,ALT,FULC,PSTX,SELB,KZR,ABUS,FIXX,n/a,URGN,FLXN,SIGA,SYNH,MRVI,ABCM,ROIV,ABCL,AUPH,CVAC,KYMR,RXRX,OLK,NUVB,CTKB,AVXL,SANA,CCCC,VERV,MORF,INBX,ERAS,MRUS,BCYC,TIL,ATAI,NUVL,MXCT.L,STVN,SEER,RXDX,CRBU,TNYA,PCVX,ACRS,PMVP,GRTS,CMPS,OMGA,ICVX,BNR,BCAB,ABSI,GLUE,BLU.TO,AVIR,CGEM,PRAX,FDMT,SUM
08/25/2021,7.09,6.75,9.73,5.26,4.98,3.82,3.76,3.59,0.0,4.58,2.61,2.13,1.83,1.71,1.71,1.56,1.21,1.37,0.99,0.87,1.26,1.01,0.88,0.87,0.69,0.66,0.99,0.65,0.55,0.64,0.67,0.67,0.49,0.64,0.44,0.38,0.48,0.38,0.09,0.3,0.41,0.39,0.43,0.38,0.52,0.42,0.43,0.32,0.31,0.39,0.38,0.35,0.4,0.34,0.28,0.28,0.21,0.36,0.24,0.2,0.29,0.22,0.25,0.22,0.2,0.22,0.2,0.21,0.3,0.18,0.21,0.19,0.16,0.23,0.19,0.24,0.2,0.19,0.18,0.16,0.13,0.19,0.24,0.17,0.1,0.16,0.19,0.2,0.2,0.1,0.12,0.13,0.08,0.09,0.12,0.12,0.14,0.16,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.15,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.07,0.07,0.08,0.09,0.08,0.07,0.06,0.06,0.05,0.07,0.07,0.07,0.05,0.07,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.09,0.08,0.07,0.05,0.06,0.04,0.05,0.04,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.03,0.03,0.0,0.05,0.0,0.05,0.03,0.06,0.06,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.0,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87
08/26/2021,6.96,6.57,10.17,5.03,4.87,3.76,3.7,3.49,0.0,4.88,2.54,2.15,1.78,1.67,1.68,1.52,1.19,1.33,1.06,0.87,1.33,0.99,0.9,0.89,0.71,0.69,0.98,0.64,0.57,0.63,0.69,0.66,0.51,0.62,0.46,0.37,0.48,0.39,0.09,0.31,0.41,0.4,0.44,0.39,0.52,0.42,0.4,0.33,0.32,0.38,0.37,0.35,0.4,0.33,0.28,0.28,0.22,0.34,0.26,0.2,0.29,0.23,0.26,0.23,0.19,0.23,0.2,0.21,0.32,0.18,0.21,0.2,0.16,0.22,0.19,0.24,0.2,0.19,0.18,0.16,0.13,0.19,0.24,0.17,0.1,0.16,0.19,0.2,0.2,0.11,0.11,0.13,0.07,0.09,0.13,0.13,0.14,0.15,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.16,0.1,0.0,0.11,0.1,0.11,0.09,0.09,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.08,0.08,0.08,0.1,0.08,0.07,0.06,0.06,0.05,0.07,0.07,0.07,0.05,0.06,0.09,0.08,0.07,0.06,0.07,0.06,0.06,0.05,0.06,0.06,0.05,0.1,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.0,0.03,0.0,0.05,0.0,0.05,0.0,0.06,0.06,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.03,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82
08/27/2021,6.93,6.56,9.78,5.05,4.9,3.8,3.74,3.53,0.0,4.71,2.53,2.18,1.79,1.7,1.64,1.53,1.19,1.37,1.11,0.88,1.24,1.01,0.93,0.93,0.74,0.7,1.0,0.67,0.58,0.63,0.71,0.65,0.52,0.64,0.46,0.38,0.48,0.39,0.09,0.32,0.41,0.41,0.44,0.4,0.52,0.42,0.43,0.35,0.33,0.39,0.38,0.35,0.4,0.33,0.29,0.28,0.22,0.35,0.27,0.2,0.28,0.22,0.26,0.23,0.19,0.24,0.2,0.2,0.32,0.18,0.2,0.2,0.17,0.22,0.2,0.23,0.2,0.2,0.19,0.16,0.13,0.2,0.25,0.17,0.1,0.16,0.19,0.2,0.21,0.11,0.12,0.13,0.07,0.09,0.13,0.13,0.13,0.15,0.05,0.12,0.1,0.18,0.11,0.13,0.14,0.11,0.12,0.12,0.16,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.0,0.08,0.08,0.09,0.0,0.08,0.08,0.08,0.1,0.07,0.07,0.06,0.06,0.05,0.06,0.07,0.08,0.05,0.07,0.09,0.08,0.07,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.1,0.08,0.07,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.05,0.03,0.03,0.0,0.05,0.03,0.05,0.0,0.06,0.04,0.05,0.08,0.06,0.07,0.05,0.03,0.05,0.03,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.79
08/30/2021,6.85,6.49,9.92,4.97,4.88,3.73,3.71,3.56,0.0,4.74,2.59,2.2,1.81,1.71,1.64,1.57,1.19,1.37,1.1,0.86,1.23,1.04,0.88,0.93,0.77,0.66,1.01,0.67,0.56,0.63,0.67,0.65,0.58,0.65,0.46,0.37,0.49,0.4,0.09,0.3,0.41,0.39,0.45,0.41,0.52,0.42,0.43,0.33,0.34,0.38,0.38,0.34,0.39,0.41,0.29,0.29,0.22,0.35,0.25,0.19,0.29,0.22,0.25,0.24,0.19,0.25,0.2,0.2,0.31,0.19,0.2,0.21,0.16,0.22,0.2,0.23,0.21,0.2,0.18,0.16,0.13,0.21,0.25,0.17,0.1,0.17,0.18,0.22,0.21,0.11,0.11,0.13,0.07,0.09,0.13,0.12,0.13,0.15,0.05,0.11,0.1,0.17,0.1,0.13,0.13,0.11,0.12,0.13,0.16,0.1,0.0,0.11,0.1,0.11,0.09,0.08,0.17,0.08,0.08,0.11,0.03,0.07,0.08,0.09,0.0,0.08,0.09,0.08,0.1,0.08,0.07,0.06,0.07,0.05,0.06,0.07,0.07,0.05,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.05,0.11,0.08,0.07,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.07,0.04,0.05,0.0,0.03,0.0,0.05,0.0,0.05,0.0,0.06,0.03,0.05,0.09,0.06,0.07,0.05,0.0,0.05,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.04,0.03,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.0,0.03,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.81
08/31/2021,6.87,6.46,9.45,4.89,4.85,3.73,3.73,3.56,0.0,4.58,2.59,2.17,1.81,1.71,1.63,1.56,1.19,1.37,1.09,0.86,1.2,1.09,0.9,0.91,0.79,0.66,1.02,0.69,0.56,0.64,0.69,0.67,0.57,0.65,0.46,0.38,0.5,0.41,0.09,0.32,0.43,0.41,0.46,0.43,0.54,0.43,0.43,0.34,0.35,0.38,0.38,0.35,0.39,0.42,0.29,0.3,0.23,0.36,0.25,0.2,0.3,0.23,0.26,0.24,0.2,0.25,0.19,0.2,0.32,0.19,0.21,0.21,0.16,0.22,0.21,0.23,0.21,0.2,0.19,0.17,0.14,0.23,0.25,0.17,0.1,0.18,0.19,0.22,0.21,0.11,0.11,0.13,0.07,0.09,0.13,0.12,0.14,0.15,0.05,0.11,0.1,0.17,0.11,0.13,0.13,0.12,0.12,0.13,0.17,0.1,0.0,0.11,0.1,0.12,0.1,0.09,0.18,0.08,0.09,0.12,0.03,0.08,0.09,0.09,0.0,0.08,0.09,0.09,0.1,0.08,0.07,0.07,0.07,0.05,0.07,0.07,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.11,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0.07,0.05,0.0,0.04,0.06,0.04,0.06,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.0,0.05,0.09,0.06,0.07,0.05,0.04,0.05,0.04,0.0,0.04,0.03,0.03,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73000000000002
09/01/2021,6.87,6.46,9.45,4.89,4.85,3.73,3.73,3.56,0.0,4.58,2.59,2.17,1.81,1.71,1.63,1.56,1.19,1.37,1.09,0.86,1.2,1.09,0.9,0.91,0.79,0.66,1.02,0.69,0.56,0.64,0.69,0.67,0.57,0.65,0.46,0.38,0.5,0.41,0.09,0.32,0.43,0.41,0.46,0.43,0.54,0.43,0.43,0.34,0.35,0.38,0.38,0.35,0.39,0.42,0.29,0.3,0.23,0.36,0.25,0.2,0.3,0.23,0.26,0.24,0.2,0.25,0.19,0.2,0.32,0.19,0.21,0.21,0.16,0.22,0.21,0.23,0.21,0.2,0.19,0.17,0.14,0.23,0.25,0.17,0.1,0.18,0.19,0.22,0.21,0.11,0.11,0.13,0.07,0.09,0.13,0.12,0.14,0.15,0.05,0.11,0.1,0.17,0.11,0.13,0.13,0.12,0.12,0.13,0.17,0.1,0.0,0.11,0.1,0.12,0.1,0.09,0.18,0.08,0.09,0.12,0.03,0.08,0.09,0.09,0.0,0.08,0.09,0.09,0.1,0.08,0.07,0.07,0.07,0.05,0.07,0.07,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.11,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0.07,0.05,0.0,0.04,0.06,0.04,0.06,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.0,0.05,0.09,0.06,0.07,0.05,0.04,0.05,0.04,0.0,0.04,0.03,0.03,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.0,0.04,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73000000000002
09/02/2021,6.91,6.52,9.16,4.8,4.94,3.74,3.72,3.59,0.0,4.41,2.63,2.19,1.83,1.71,1.65,1.59,1.2,1.4,1.17,0.86,1.24,1.09,0.95,0.91,0.82,0.67,1.04,0.7,0.55,0.65,0.67,0.67,0.59,0.66,0.46,0.37,0.51,0.42,0.09,0.32,0.42,0.42,0.47,0.44,0.54,0.43,0.42,0.34,0.36,0.38,0.38,0.35,0.39,0.42,0.3,0.3,0.23,0.36,0.25,0.2,0.3,0.22,0.26,0.24,0.19,0.25,0.19,0.2,0.3,0.2,0.2,0.22,0.17,0.22,0.21,0.23,0.21,0.2,0.19,0.17,0.15,0.23,0.25,0.18,0.1,0.17,0.19,0.22,0.21,0.11,0.12,0.13,0.07,0.09,0.14,0.12,0.14,0.15,0.05,0.11,0.1,0.18,0.11,0.12,0.13,0.12,0.12,0.13,0.17,0.1,0.0,0.11,0.1,0.12,0.1,0.08,0.18,0.08,0.09,0.12,0.03,0.08,0.09,0.09,0.0,0.08,0.08,0.08,0.1,0.08,0.07,0.07,0.07,0.05,0.07,0.07,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.06,0.06,0.07,0.06,0.06,0.06,0.05,0.11,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0.07,0.05,0.0,0.04,0.06,0.04,0.06,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.04,0.05,0.08,0.06,0.07,0.05,0.04,0.05,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.03,0.05,0.0,0.04,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.03,0.04,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.84
09/03/2021,6.93,6.57,9.28,4.79,4.9,3.67,3.73,3.55,0.0,4.19,2.56,2.17,1.83,1.69,1.64,1.58,1.2,1.38,1.19,0.86,1.26,1.1,0.96,0.89,0.83,0.69,1.04,0.69,0.57,0.64,0.69,0.68,0.6,0.65,0.47,0.38,0.51,0.42,0.1,0.32,0.42,0.43,0.47,0.44,0.54,0.42,0.43,0.35,0.36,0.38,0.38,0.36,0.39,0.43,0.27,0.3,0.23,0.36,0.28,0.2,0.29,0.22,0.26,0.24,0.2,0.25,0.2,0.2,0.31,0.2,0.2,0.22,0.17,0.22,0.21,0.23,0.22,0.2,0.19,0.17,0.15,0.23,0.26,0.18,0.1,0.17,0.19,0.21,0.21,0.11,0.12,0.13,0.07,0.09,0.15,0.13,0.14,0.15,0.05,0.12,0.1,0.18,0.11,0.12,0.13,0.12,0.12,0.13,0.18,0.1,0.0,0.11,0.1,0.12,0.1,0.08,0.18,0.08,0.09,0.12,0.03,0.07,0.09,0.09,0.0,0.08,0.08,0.09,0.09,0.08,0.07,0.06,0.07,0.05,0.07,0.07,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.05,0.1,0.08,0.07,0.05,0.06,0.04,0.05,0.05,0.07,0.05,0.0,0.04,0.07,0.04,0.06,0.0,0.03,0.03,0.05,0.0,0.07,0.0,0.06,0.0,0.04,0.09,0.06,0.07,0.05,0.04,0.05,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.03,0.05,0.0,0.0,0.04,0.03,0.03,0.03,0.05,0.03,0.04,0.04,0.04,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.04,0.0,0.0,0.0,0.04,0.03,0.0,0.0,0.03,0.04,0.0,0.03,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.78
09/06/2021,6.81,6.4,9.6,4.82,4.82,3.56,3.63,3.55,0.0,4.1,2.54,2.0,1.82,1.64,1.65,1.57,1.19,1.38,1.26,0.88,1.34,1.09,0.98,0.92,0.84,0.68,1.04,0.7,0.56,0.63,0.74,0.66,0.6,0.65,0.47,0.38,0.49,0.43,0.09,0.33,0.42,0.42,0.47,0.45,0.56,0.44,0.43,0.35,0.38,0.38,0.39,0.37,0.4,0.47,0.28,0.28,0.25,0.34,0.27,0.19,0.29,0.24,0.27,0.24,0.2,0.26,0.21,0.2,0.35,0.2,0.19,0.23,0.18,0.22,0.21,0.23,0.23,0.2,0.19,0.17,0.16,0.25,0.24,0.18,0.1,0.17,0.19,0.22,0.22,0.11,0.12,0.13,0.07,0.09,0.16,0.13,0.14,0.15,0.06,0.12,0.1,0.17,0.11,0.12,0.13,0.12,0.13,0.13,0.17,0.1,0.0,0.11,0.1,0.12,0.1,0.09,0.18,0.09,0.09,0.12,0.0,0.08,0.09,0.1,0.0,0.08,0.08,0.09,0.1,0.08,0.08,0.06,0.07,0.06,0.06,0.08,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.1,0.08,0.07,0.05,0.07,0.04,0.05,0.05,0.06,0.05,0.0,0.04,0.06,0.04,0.06,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.04,0.04,0.09,0.07,0.06,0.05,0.04,0.05,0.05,0.04,0.04,0.0,0.0,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.0,0.03,0.05,0.03,0.04,0.04,0.05,0.04,0.03,0.0,0.0,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.04,0.03,0.0,0.0,0.03,0.04,0.0,0.04,0.05,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.74
09/07/2021,6.83,6.38,10.07,4.8,4.85,3.54,3.62,3.53,0.0,4.18,2.55,1.93,1.84,1.62,1.65,1.57,1.17,1.39,1.27,0.87,1.31,1.09,0.99,0.92,0.84,0.68,1.05,0.71,0.54,0.63,0.75,0.65,0.6,0.66,0.46,0.38,0.49,0.44,0.06,0.32,0.42,0.42,0.46,0.46,0.55,0.43,0.43,0.35,0.39,0.37,0.4,0.36,0.4,0.44,0.27,0.28,0.26,0.33,0.28,0.19,0.28,0.23,0.26,0.25,0.2,0.25,0.2,0.2,0.33,0.2,0.19,0.22,0.18,0.22,0.21,0.23,0.23,0.19,0.19,0.17,0.15,0.24,0.24,0.18,0.1,0.15,0.19,0.22,0.21,0.11,0.12,0.13,0.07,0.08,0.16,0.13,0.14,0.14,0.06,0.12,0.1,0.17,0.11,0.12,0.13,0.12,0.13,0.12,0.17,0.09,0.0,0.1,0.1,0.12,0.1,0.08,0.17,0.09,0.09,0.12,0.0,0.07,0.09,0.1,0.0,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.05,0.06,0.08,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.06,0.04,0.05,0.06,0.06,0.05,0.0,0.0,0.06,0.04,0.05,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.03,0.04,0.08,0.07,0.07,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.0,0.0,0.05,0.03,0.04,0.03,0.05,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73
09/08/2021,6.83,6.38,10.07,4.8,4.85,3.54,3.62,3.53,0.0,4.18,2.55,1.93,1.84,1.62,1.65,1.57,1.17,1.39,1.27,0.87,1.31,1.09,0.99,0.92,0.84,0.68,1.05,0.71,0.54,0.63,0.75,0.65,0.6,0.66,0.46,0.38,0.49,0.44,0.06,0.32,0.42,0.42,0.46,0.46,0.55,0.43,0.43,0.35,0.39,0.37,0.4,0.36,0.4,0.44,0.27,0.28,0.26,0.33,0.28,0.19,0.28,0.23,0.26,0.25,0.2,0.25,0.2,0.2,0.33,0.2,0.19,0.22,0.18,0.22,0.21,0.23,0.23,0.19,0.19,0.17,0.15,0.24,0.24,0.18,0.1,0.15,0.19,0.22,0.21,0.11,0.12,0.13,0.07,0.08,0.16,0.13,0.14,0.14,0.06,0.12,0.1,0.17,0.11,0.12,0.13,0.12,0.13,0.12,0.17,0.09,0.0,0.1,0.1,0.12,0.1,0.08,0.17,0.09,0.09,0.12,0.0,0.07,0.09,0.1,0.0,0.08,0.08,0.08,0.1,0.07,0.08,0.06,0.07,0.05,0.06,0.08,0.08,0.05,0.07,0.09,0.08,0.08,0.06,0.07,0.07,0.06,0.05,0.05,0.06,0.05,0.09,0.07,0.07,0.04,0.06,0.04,0.05,0.06,0.06,0.05,0.0,0.0,0.06,0.04,0.05,0.0,0.03,0.03,0.05,0.0,0.05,0.0,0.06,0.03,0.04,0.08,0.07,0.07,0.05,0.04,0.05,0.04,0.04,0.04,0.0,0.0,0.04,0.04,0.03,0.05,0.0,0.03,0.04,0.03,0.0,0.0,0.05,0.03,0.04,0.03,0.05,0.04,0.03,0.0,0.03,0.0,0.03,0.0,0.03,0.03,0.0,0.0,0.04,0.03,0.0,0.03,0.03,0.04,0.0,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.73
