,MAC,DKS,AEO,NTLA,VVV,AYI,SKT,LPX,EVR,THG,SYNA,MSM,SBRA,AQUA,XEC,ISBC,XRX,HR,SONO,ADS,OFC,SAVA,IDA,TCBI,NCR,HRB,COMM,NUVA,VLY,RDN,ESI,SWX,VMI,SI,NAVI,WTS,CPE,WTFC,RIG,BDN,CNMD,CRNC,MC,GRA,WBS,AM,CC,COOP,AVT,WCC,JACK,HTH,R,SNX,SWCH,SJI,MCY,CR,FUL,RVLV,GT,SWAV,PCH,NHI,WSFS,BIG,EPRT,PBH,AAWW,MTDR,HE,VSTO,LGND,CNO,SIG,CW,PINC,CARG,BKU,DDS,IRBT,GEO,SFM,SXT,AXNX,EYE,LEVI,ABCB,CMC,AMCX,FHI,SLGN,CVLT,TDS,PPBI,TRTN,HCAT,BLKB,TGNA,CWH,EVTC,HOME,AGIO,ALKS,SNBR,NSIT,PGNY,BGS,ARVN,TEX,UMBF,NSP,IDCC,ATKR,PCRX,BMI,UFPI,CTRE,PRFT,PDCE,KFY,VSH,SFNC,EXLS,TWNK,AIMC,ASGN,AVNT,HOMB,HIBB,PDCO,REZI,CHX,IBTX,TSE,AVA,AMKR,NGVT,UCBI,IRWD,TPH,SHOO,CWT,SBH,SPB,AX,OI,ABG,AEIS,CATY,PHR,FELE,RLGY,RCII,AHCO,State Street Instl US Govt MMkt Premier,SATS,CBT,CCMP,SBGI,UE,HI,VCEL,JOE,OMI,CLVS,ENSG,LTC,HCSG,JW.A,OSIS,COWN,SFBS,BXS,VRTS,KW,DAN,RILY,MWA,EPC,HAIN,FWRD,MED,KREF,MATX,OPK,FIX,GPI,TMHC,GHC,TTEC,HRI,ENR,COHU,SEM,AIT,STC,ILPT,ABM,MD,SSTK,CLDX,LCII,NTGR,KTB,GOLF,INOV,GPRE,MYGN,n/a,ALTR,LNN,TMP,GVMXX,CORE,HSKA,CHRS,SILK,SANM,CASH,PRGS,VBTX,TBK,CVBF,ARCB,CSGS,TBBK,MLI,BSIG,HLI,NSA,MIME,ASO,OPCH,BNL,PZZA,AMN,GBDC,ETRN,ANF,POR,QRTEA,SMTC,LKFN,BNGO,JBT,CRC,SPSC,OAS,ESGR,MUSA,MTSI,DIOD,BCPC,SGH,LESL,BCEI,NEU,VSAT,ACA,BCO,BOOT,CALX,NFG,ICUI,SWBI,ECPG,DVAX,PIPR,WGO,STEP,WMG,INT,HOPE,AWR,ROG,BCC,ONTO,ATRC,VICR,SGFY,FFBC,CYTK,WIRE,SKY,NEOG,MMSI,CCS,WOR,CUBI,CIVI,ENDP,BGFV,CWST,SUM
07/23/2021,0.94,0.87,0.81,0.77,0.82,0.68,0.69,0.66,0.68,0.72,0.68,0.67,0.68,0.62,0.61,0.62,0.64,0.69,0.61,0.59,0.67,0.61,0.67,0.59,0.58,0.62,0.56,0.55,0.56,0.57,0.56,0.61,0.54,0.43,0.56,0.53,0.36,0.51,0.39,0.53,0.49,0.52,0.48,0.52,0.44,0.45,0.45,0.5,0.48,0.46,0.45,0.44,0.44,0.43,0.45,0.45,0.43,0.44,0.44,0.41,0.4,0.4,0.43,0.43,0.4,0.38,0.43,0.42,0.39,0.34,0.42,0.35,0.38,0.39,0.31,0.38,0.41,0.41,0.35,0.36,0.37,0.35,0.4,0.34,0.35,0.37,0.36,0.33,0.35,0.28,0.35,0.35,0.36,0.36,0.31,0.32,0.36,0.32,0.32,0.31,0.32,0.33,0.34,0.32,0.32,0.31,0.31,0.3,0.31,0.28,0.29,0.32,0.28,0.3,0.29,0.3,0.29,0.31,0.31,0.24,0.27,0.27,0.26,0.29,0.29,0.26,0.28,0.26,0.25,0.27,0.27,0.24,0.23,0.25,0.23,0.27,0.24,0.25,0.24,0.26,0.24,0.24,0.28,0.24,0.25,0.25,0.23,0.28,0.21,0.23,0.26,0.25,0.23,0.24,0.21,0.25,0.21,0.22,0.22,0.19,0.22,0.23,0.23,0.22,0.25,0.2,0.23,0.24,0.23,0.21,0.22,0.21,0.22,0.21,0.21,0.22,0.21,0.2,0.22,0.2,0.22,0.21,0.2,0.21,0.22,0.0,0.19,0.22,0.0,0.21,0.2,0.19,0.2,0.19,0.0,0.19,0.2,0.21,0.2,0.0,0.2,0.2,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.26
07/26/2021,0.98,0.92,0.81,0.8,0.79,0.68,0.7,0.66,0.7,0.7,0.69,0.66,0.68,0.65,0.6,0.6,0.66,0.68,0.61,0.6,0.67,0.93,0.65,0.6,0.59,0.62,0.55,0.55,0.55,0.57,0.56,0.59,0.55,0.51,0.56,0.53,0.39,0.49,0.44,0.54,0.5,0.5,0.51,0.5,0.44,0.48,0.45,0.52,0.48,0.47,0.46,0.42,0.44,0.44,0.45,0.44,0.42,0.44,0.43,0.44,0.4,0.4,0.42,0.43,0.39,0.38,0.44,0.42,0.39,0.36,0.41,0.34,0.37,0.38,0.33,0.39,0.4,0.42,0.34,0.39,0.36,0.36,0.37,0.35,0.38,0.37,0.35,0.32,0.36,0.29,0.34,0.34,0.36,0.35,0.31,0.32,0.35,0.31,0.31,0.32,0.33,0.0,0.31,0.33,0.29,0.32,0.31,0.29,0.35,0.29,0.29,0.32,0.27,0.31,0.29,0.31,0.3,0.32,0.31,0.25,0.26,0.27,0.26,0.28,0.28,0.27,0.27,0.26,0.23,0.27,0.26,0.25,0.23,0.24,0.23,0.26,0.25,0.25,0.23,0.26,0.26,0.24,0.27,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.26,0.24,0.23,0.24,0.2,0.21,0.22,0.21,0.22,0.2,0.23,0.23,0.23,0.22,0.26,0.2,0.22,0.23,0.19,0.21,0.21,0.21,0.22,0.2,0.21,0.22,0.21,0.2,0.22,0.2,0.21,0.21,0.21,0.2,0.21,0.19,0.19,0.22,0.19,0.21,0.2,0.21,0.19,0.2,0.0,0.19,0.2,0.2,0.2,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.62
07/27/2021,0.96,0.94,0.81,0.74,0.79,0.68,0.7,0.66,0.7,0.7,0.69,0.65,0.68,0.65,0.59,0.6,0.66,0.68,0.61,0.6,0.67,0.9,0.66,0.6,0.59,0.62,0.56,0.56,0.55,0.57,0.56,0.6,0.55,0.51,0.56,0.53,0.37,0.49,0.42,0.53,0.5,0.5,0.51,0.5,0.44,0.47,0.45,0.52,0.48,0.47,0.46,0.41,0.45,0.44,0.44,0.44,0.42,0.45,0.43,0.44,0.39,0.4,0.43,0.43,0.39,0.38,0.44,0.42,0.39,0.35,0.41,0.34,0.37,0.38,0.33,0.39,0.4,0.41,0.35,0.38,0.36,0.35,0.37,0.37,0.38,0.37,0.34,0.32,0.36,0.28,0.34,0.33,0.37,0.35,0.3,0.33,0.35,0.32,0.31,0.32,0.33,0.0,0.3,0.33,0.28,0.32,0.31,0.29,0.4,0.3,0.29,0.33,0.27,0.32,0.29,0.32,0.29,0.32,0.31,0.25,0.26,0.27,0.26,0.28,0.28,0.27,0.28,0.26,0.23,0.27,0.26,0.26,0.23,0.24,0.23,0.26,0.25,0.26,0.23,0.26,0.27,0.25,0.28,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.26,0.24,0.23,0.25,0.19,0.21,0.21,0.22,0.22,0.2,0.23,0.23,0.23,0.23,0.25,0.19,0.23,0.23,0.19,0.21,0.21,0.21,0.22,0.2,0.21,0.22,0.21,0.2,0.22,0.2,0.21,0.21,0.21,0.2,0.21,0.0,0.19,0.22,0.19,0.2,0.19,0.21,0.19,0.2,0.0,0.19,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56
07/28/2021,0.96,0.94,0.81,0.74,0.79,0.68,0.7,0.66,0.7,0.7,0.69,0.65,0.68,0.65,0.59,0.6,0.66,0.68,0.61,0.6,0.67,0.9,0.66,0.6,0.59,0.62,0.56,0.56,0.55,0.57,0.56,0.6,0.55,0.51,0.56,0.53,0.37,0.49,0.42,0.53,0.5,0.5,0.51,0.5,0.44,0.47,0.45,0.52,0.48,0.47,0.46,0.41,0.45,0.44,0.44,0.44,0.42,0.45,0.43,0.44,0.39,0.4,0.43,0.43,0.39,0.38,0.44,0.42,0.39,0.35,0.41,0.34,0.37,0.38,0.33,0.39,0.4,0.41,0.35,0.38,0.36,0.35,0.37,0.37,0.38,0.37,0.34,0.32,0.36,0.28,0.34,0.33,0.37,0.35,0.3,0.33,0.35,0.32,0.31,0.32,0.33,0.0,0.3,0.33,0.28,0.32,0.31,0.29,0.4,0.3,0.29,0.33,0.27,0.32,0.29,0.32,0.29,0.32,0.31,0.25,0.26,0.27,0.26,0.28,0.28,0.27,0.28,0.26,0.23,0.27,0.26,0.26,0.23,0.24,0.23,0.26,0.25,0.26,0.23,0.26,0.27,0.25,0.28,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.26,0.24,0.23,0.25,0.19,0.21,0.21,0.22,0.22,0.2,0.23,0.23,0.23,0.23,0.25,0.19,0.23,0.23,0.19,0.21,0.21,0.21,0.22,0.2,0.21,0.22,0.21,0.2,0.22,0.2,0.21,0.21,0.21,0.2,0.21,0.0,0.19,0.22,0.19,0.2,0.19,0.21,0.19,0.2,0.0,0.19,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56
07/29/2021,0.98,0.93,0.82,0.72,0.8,0.69,0.7,0.66,0.7,0.69,0.69,0.66,0.67,0.65,0.61,0.61,0.66,0.67,0.6,0.6,0.66,0.87,0.65,0.6,0.59,0.61,0.57,0.55,0.55,0.57,0.57,0.59,0.54,0.54,0.56,0.53,0.38,0.49,0.44,0.53,0.49,0.5,0.51,0.49,0.44,0.49,0.45,0.51,0.49,0.47,0.47,0.41,0.44,0.44,0.44,0.45,0.42,0.44,0.44,0.43,0.4,0.39,0.42,0.42,0.39,0.38,0.44,0.42,0.39,0.36,0.41,0.34,0.37,0.39,0.33,0.38,0.39,0.42,0.35,0.39,0.36,0.35,0.37,0.37,0.37,0.37,0.35,0.33,0.37,0.29,0.34,0.34,0.37,0.35,0.31,0.33,0.34,0.32,0.31,0.31,0.33,0.0,0.29,0.33,0.29,0.32,0.29,0.29,0.39,0.3,0.3,0.32,0.27,0.32,0.29,0.31,0.29,0.32,0.32,0.26,0.27,0.27,0.26,0.28,0.28,0.26,0.28,0.26,0.23,0.27,0.26,0.26,0.23,0.24,0.23,0.26,0.25,0.26,0.23,0.26,0.27,0.25,0.28,0.26,0.25,0.25,0.22,0.28,0.22,0.23,0.26,0.25,0.23,0.25,0.19,0.21,0.22,0.22,0.21,0.2,0.23,0.23,0.22,0.23,0.25,0.0,0.22,0.23,0.19,0.21,0.21,0.21,0.23,0.2,0.21,0.22,0.21,0.19,0.22,0.2,0.21,0.21,0.21,0.21,0.21,0.0,0.19,0.22,0.19,0.2,0.2,0.21,0.19,0.2,0.0,0.19,0.2,0.2,0.2,0.0,0.21,0.21,0.2,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.62
07/30/2021,0.97,0.93,0.81,0.71,0.8,0.69,0.71,0.67,0.69,0.69,0.66,0.66,0.68,0.65,0.59,0.61,0.7,0.68,0.59,0.6,0.66,0.93,0.66,0.61,0.59,0.62,0.56,0.56,0.55,0.57,0.56,0.6,0.54,0.51,0.57,0.53,0.36,0.49,0.42,0.53,0.51,0.5,0.5,0.5,0.44,0.46,0.46,0.52,0.49,0.47,0.47,0.41,0.45,0.44,0.44,0.45,0.42,0.46,0.44,0.44,0.39,0.39,0.43,0.43,0.39,0.38,0.44,0.42,0.4,0.34,0.42,0.33,0.37,0.38,0.32,0.39,0.4,0.41,0.35,0.38,0.36,0.36,0.37,0.37,0.37,0.37,0.34,0.33,0.37,0.28,0.34,0.34,0.33,0.35,0.31,0.32,0.34,0.31,0.31,0.31,0.33,0.0,0.29,0.32,0.29,0.32,0.29,0.29,0.39,0.3,0.3,0.33,0.27,0.31,0.3,0.31,0.3,0.32,0.32,0.25,0.27,0.27,0.26,0.28,0.28,0.26,0.28,0.26,0.23,0.27,0.27,0.26,0.23,0.24,0.23,0.27,0.26,0.26,0.23,0.26,0.28,0.25,0.28,0.26,0.26,0.25,0.22,0.28,0.21,0.23,0.26,0.24,0.23,0.25,0.19,0.22,0.21,0.22,0.21,0.2,0.23,0.23,0.23,0.23,0.25,0.19,0.22,0.23,0.19,0.21,0.22,0.21,0.23,0.2,0.21,0.22,0.21,0.19,0.22,0.2,0.21,0.2,0.2,0.2,0.21,0.0,0.19,0.22,0.19,0.2,0.19,0.21,0.19,0.19,0.0,0.19,0.2,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.58000000000001
08/02/2021,0.96,0.91,0.79,0.73,0.79,0.68,0.69,0.67,0.68,0.69,0.67,0.66,0.68,0.65,0.59,0.67,0.68,0.67,0.6,0.6,0.65,0.98,0.66,0.61,0.58,0.61,0.56,0.56,0.56,0.57,0.56,0.59,0.54,0.52,0.54,0.53,0.37,0.49,0.42,0.52,0.51,0.5,0.5,0.49,0.44,0.46,0.46,0.53,0.48,0.47,0.46,0.41,0.45,0.44,0.44,0.44,0.41,0.45,0.44,0.44,0.4,0.4,0.42,0.42,0.39,0.37,0.44,0.41,0.39,0.36,0.41,0.33,0.37,0.38,0.32,0.39,0.4,0.41,0.35,0.38,0.35,0.36,0.37,0.36,0.38,0.37,0.34,0.34,0.37,0.28,0.34,0.34,0.33,0.34,0.31,0.33,0.35,0.31,0.31,0.31,0.32,0.0,0.3,0.34,0.28,0.32,0.29,0.29,0.43,0.3,0.31,0.33,0.27,0.32,0.3,0.31,0.29,0.31,0.32,0.25,0.27,0.27,0.26,0.28,0.28,0.26,0.28,0.26,0.23,0.27,0.27,0.25,0.23,0.24,0.23,0.26,0.27,0.26,0.23,0.26,0.27,0.25,0.28,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.27,0.24,0.24,0.25,0.19,0.22,0.21,0.22,0.22,0.2,0.22,0.24,0.23,0.23,0.24,0.2,0.22,0.23,0.19,0.21,0.22,0.21,0.23,0.2,0.21,0.22,0.21,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.21,0.19,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57000000000001
08/03/2021,0.96,0.91,0.79,0.73,0.79,0.68,0.69,0.67,0.68,0.69,0.67,0.66,0.68,0.65,0.59,0.67,0.68,0.67,0.6,0.6,0.65,0.98,0.66,0.61,0.58,0.61,0.56,0.56,0.56,0.57,0.56,0.59,0.54,0.52,0.54,0.53,0.37,0.49,0.42,0.52,0.51,0.5,0.5,0.49,0.44,0.46,0.46,0.53,0.48,0.47,0.46,0.41,0.45,0.44,0.44,0.44,0.41,0.45,0.44,0.44,0.4,0.4,0.42,0.42,0.39,0.37,0.44,0.41,0.39,0.36,0.41,0.33,0.37,0.38,0.32,0.39,0.4,0.41,0.35,0.38,0.35,0.36,0.37,0.36,0.38,0.37,0.34,0.34,0.37,0.28,0.34,0.34,0.33,0.34,0.31,0.33,0.35,0.31,0.31,0.31,0.32,0.0,0.3,0.34,0.28,0.32,0.29,0.29,0.43,0.3,0.31,0.33,0.27,0.32,0.3,0.31,0.29,0.31,0.32,0.25,0.27,0.27,0.26,0.28,0.28,0.26,0.28,0.26,0.23,0.27,0.27,0.25,0.23,0.24,0.23,0.26,0.27,0.26,0.23,0.26,0.27,0.25,0.28,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.27,0.24,0.24,0.25,0.19,0.22,0.21,0.22,0.22,0.2,0.22,0.24,0.23,0.23,0.24,0.2,0.22,0.23,0.19,0.21,0.22,0.21,0.23,0.2,0.21,0.22,0.21,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.21,0.19,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57000000000001
08/04/2021,0.96,0.91,0.79,0.73,0.79,0.68,0.69,0.67,0.68,0.69,0.67,0.66,0.68,0.65,0.59,0.67,0.68,0.67,0.6,0.6,0.65,0.98,0.66,0.61,0.58,0.61,0.56,0.56,0.56,0.57,0.56,0.59,0.54,0.52,0.54,0.53,0.37,0.49,0.42,0.52,0.51,0.5,0.5,0.49,0.44,0.46,0.46,0.53,0.48,0.47,0.46,0.41,0.45,0.44,0.44,0.44,0.41,0.45,0.44,0.44,0.4,0.4,0.42,0.42,0.39,0.37,0.44,0.41,0.39,0.36,0.41,0.33,0.37,0.38,0.32,0.39,0.4,0.41,0.35,0.38,0.35,0.36,0.37,0.36,0.38,0.37,0.34,0.34,0.37,0.28,0.34,0.34,0.33,0.34,0.31,0.33,0.35,0.31,0.31,0.31,0.32,0.0,0.3,0.34,0.28,0.32,0.29,0.29,0.43,0.3,0.31,0.33,0.27,0.32,0.3,0.31,0.29,0.31,0.32,0.25,0.27,0.27,0.26,0.28,0.28,0.26,0.28,0.26,0.23,0.27,0.27,0.25,0.23,0.24,0.23,0.26,0.27,0.26,0.23,0.26,0.27,0.25,0.28,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.27,0.24,0.24,0.25,0.19,0.22,0.21,0.22,0.22,0.2,0.22,0.24,0.23,0.23,0.24,0.2,0.22,0.23,0.19,0.21,0.22,0.21,0.23,0.2,0.21,0.22,0.21,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.21,0.19,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57000000000001
08/05/2021,0.96,0.91,0.79,0.73,0.79,0.68,0.69,0.67,0.68,0.69,0.67,0.66,0.68,0.65,0.59,0.67,0.68,0.67,0.6,0.6,0.65,0.98,0.66,0.61,0.58,0.61,0.56,0.56,0.56,0.57,0.56,0.59,0.54,0.52,0.54,0.53,0.37,0.49,0.42,0.52,0.51,0.5,0.5,0.49,0.44,0.46,0.46,0.53,0.48,0.47,0.46,0.41,0.45,0.44,0.44,0.44,0.41,0.45,0.44,0.44,0.4,0.4,0.42,0.42,0.39,0.37,0.44,0.41,0.39,0.36,0.41,0.33,0.37,0.38,0.32,0.39,0.4,0.41,0.35,0.38,0.35,0.36,0.37,0.36,0.38,0.37,0.34,0.34,0.37,0.28,0.34,0.34,0.33,0.34,0.31,0.33,0.35,0.31,0.31,0.31,0.32,0.0,0.3,0.34,0.28,0.32,0.29,0.29,0.43,0.3,0.31,0.33,0.27,0.32,0.3,0.31,0.29,0.31,0.32,0.25,0.27,0.27,0.26,0.28,0.28,0.26,0.28,0.26,0.23,0.27,0.27,0.25,0.23,0.24,0.23,0.26,0.27,0.26,0.23,0.26,0.27,0.25,0.28,0.25,0.25,0.25,0.22,0.28,0.22,0.23,0.27,0.24,0.24,0.25,0.19,0.22,0.21,0.22,0.22,0.2,0.22,0.24,0.23,0.23,0.24,0.2,0.22,0.23,0.19,0.21,0.22,0.21,0.23,0.2,0.21,0.22,0.21,0.19,0.22,0.2,0.21,0.2,0.21,0.21,0.21,0.19,0.19,0.21,0.19,0.2,0.19,0.21,0.19,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.2,0.21,0.21,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.57000000000001
