,NVDA,SHOP,Bny Mellon Cash Reserve Usd,LLY,NKE,FTNT,INTU,TGT,AMD,FB,UPS,IDXX,BX,XLNX,YNDX,ADBE,ANET,ILMN,TROW,EXPD,EPAM,APTV,Cheniere Energy Partners LP,WST,VEEV,SNPS,BLK,SCHW,GOOGL,MXIM,NDAQ,KKR,ALXN,ZBRA,PYPL,PAYX,A,CPRT,CTAS,ORLY,EFX,ISRG,LULU,VIAC,DHR,MSFT,MTD,QCOM,TMO,AAPL,CMG,GRMN,PLD,AMZN,CBRE,KEYS,DXCM,ACN,LH,AMAT,ABBV,SWKS,BIO,APH,TXN,ADP,ADSK,AMP,UNH,UHS,TYL,ODFL,SSNC,LRCX,AFL,GD,ANTM,FAST,DG,HUM,ALGN,DOX,AME,LIN,LEN,ATVI,NOW,HD,SWK,MLM,TFC,TSCO,DGX,TTWO,WLTW,ICE,STE,CDNS,PAYC,SQ,BBY,FOXA,FNF,CDW,MET,JBHT,WAB,DHI,LOW,ANSS,KLAC,ABT,CHD,CHRW,TSLA,CI,CAG,HIG,MNST,CMI,ABMD,MKTX,HOLX,CSGP,FFIV,CTSH,Cash,4338.SR,CQP,MRNA,NUE,TTD,ARES,EW,COO,ROK,COST,BURL,KMX,ZM,RF,CINF,LBRDK,ACGL,MMC,VMC,IR,ALL,ULTA,TRV,ZTS,HSY,PFG,BRK.B,IEX,WY,ROST,PSA,IBKR,PTON,MCO,ROKU,SIVB,FDX,Z,EBAY,ETSY,YUMC,n/a,ADI,4340.SR,BEN,TJX,EL,AVGO,SPGI,CSCO,PFE,CB,CE,APO,TSN,RMD,ADM,PXD,SUI,LBTYK,LYB,BRO,PINS,SUM
08/18/2021,0.79,0.71,0.0,0.85,0.8,0.87,0.79,0.78,0.93,0.79,0.7,0.75,0.8,0.82,0.74,0.78,0.74,0.0,0.8,0.74,0.84,0.0,0.0,0.89,0.0,0.79,0.81,0.84,0.84,0.78,0.79,0.83,0.0,0.81,0.69,0.81,0.81,0.74,0.76,0.0,0.8,0.79,0.0,0.73,0.83,0.78,0.8,0.8,0.79,0.78,0.82,0.85,0.79,0.0,0.84,0.8,0.0,0.79,0.82,0.72,0.0,0.73,0.88,0.81,0.78,0.81,0.0,0.0,0.75,0.0,0.74,0.84,0.79,0.7,0.82,0.79,0.73,0.0,0.0,0.0,0.84,0.0,0.0,0.8,0.83,0.0,0.78,0.0,0.76,0.84,0.81,0.81,0.0,0.0,0.0,0.0,0.79,0.82,0.0,0.79,0.79,0.79,0.0,0.85,0.0,0.82,0.83,0.83,0.74,0.0,0.8,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.8,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.64,0.0,0.92,1.03,0.83,0.87,0.81,0.83,0.81,0.82,0.81,0.73,0.75,0.83,0.81,0.8,0.84,0.79,0.82,0.83,0.8,0.84,0.81,0.77,0.77,0.82,0.79,0.76,0.78,0.79,0.78,0.79,0.71,0.76,0.65,0.78,0.71,0.67,0.78,0.73,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
08/19/2021,0.78,0.71,0.0,0.86,0.8,0.85,0.79,0.78,0.9,0.8,0.7,0.75,0.79,0.8,0.76,0.78,0.75,0.0,0.8,0.75,0.86,0.0,0.0,0.9,0.0,0.8,0.81,0.83,0.84,0.78,0.79,0.82,0.0,0.81,0.7,0.81,0.82,0.74,0.77,0.0,0.8,0.8,0.0,0.72,0.84,0.79,0.81,0.79,0.81,0.78,0.81,0.85,0.8,0.0,0.83,0.8,0.0,0.8,0.83,0.73,0.0,0.72,0.88,0.81,0.79,0.81,0.0,0.0,0.77,0.0,0.73,0.84,0.78,0.71,0.83,0.8,0.75,0.0,0.0,0.0,0.84,0.0,0.0,0.8,0.83,0.0,0.77,0.0,0.76,0.83,0.8,0.82,0.0,0.0,0.0,0.0,0.8,0.81,0.0,0.77,0.8,0.79,0.0,0.85,0.0,0.82,0.83,0.84,0.75,0.0,0.8,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.77,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.64,0.0,0.88,1.01,0.81,0.87,0.81,0.83,0.82,0.83,0.8,0.73,0.73,0.82,0.81,0.81,0.84,0.8,0.81,0.82,0.81,0.83,0.81,0.78,0.78,0.82,0.79,0.77,0.77,0.78,0.78,0.78,0.7,0.77,0.65,0.78,0.72,0.65,0.8,0.72,0.7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01000000000002
08/20/2021,0.76,0.71,0.0,0.88,0.8,0.85,0.79,0.76,0.91,0.78,0.71,0.76,0.79,0.8,0.76,0.78,0.75,0.0,0.8,0.74,0.87,0.0,0.0,0.91,0.0,0.8,0.81,0.83,0.84,0.78,0.79,0.8,0.0,0.81,0.69,0.81,0.82,0.73,0.77,0.0,0.81,0.82,0.0,0.73,0.85,0.79,0.81,0.78,0.82,0.79,0.81,0.85,0.81,0.0,0.82,0.8,0.0,0.81,0.84,0.72,0.0,0.72,0.89,0.81,0.78,0.81,0.0,0.0,0.78,0.0,0.73,0.84,0.78,0.7,0.83,0.8,0.76,0.0,0.0,0.0,0.83,0.0,0.0,0.81,0.8,0.0,0.78,0.0,0.74,0.83,0.8,0.8,0.0,0.0,0.0,0.0,0.82,0.8,0.0,0.77,0.77,0.79,0.0,0.85,0.0,0.82,0.83,0.81,0.71,0.0,0.79,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.8,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.65,0.0,0.96,0.98,0.82,0.85,0.84,0.83,0.81,0.83,0.78,0.73,0.74,0.81,0.82,0.82,0.84,0.81,0.81,0.81,0.81,0.82,0.83,0.79,0.79,0.82,0.8,0.76,0.76,0.77,0.79,0.77,0.73,0.77,0.65,0.76,0.72,0.65,0.78,0.74,0.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/23/2021,0.78,0.71,0.0,0.88,0.78,0.85,0.81,0.74,0.88,0.78,0.7,0.77,0.78,0.81,0.76,0.79,0.76,0.0,0.8,0.74,0.87,0.0,0.0,0.92,0.0,0.87,0.81,0.82,0.84,0.8,0.78,0.79,0.0,0.81,0.69,0.8,0.86,0.73,0.77,0.0,0.8,0.84,0.0,0.75,0.86,0.8,0.82,0.76,0.82,0.77,0.82,0.85,0.81,0.0,0.82,0.81,0.0,0.81,0.83,0.73,0.0,0.72,0.89,0.82,0.78,0.8,0.0,0.0,0.8,0.0,0.74,0.85,0.77,0.7,0.81,0.79,0.76,0.0,0.0,0.0,0.84,0.0,0.0,0.82,0.8,0.0,0.79,0.0,0.73,0.82,0.78,0.83,0.0,0.0,0.0,0.0,0.78,0.83,0.0,0.76,0.77,0.78,0.0,0.85,0.0,0.81,0.81,0.81,0.8,0.0,0.79,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.81,0.75,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.66,0.0,0.9,0.97,0.79,0.84,0.85,0.85,0.82,0.84,0.83,0.72,0.71,0.8,0.82,0.82,0.85,0.82,0.81,0.79,0.81,0.82,0.84,0.8,0.79,0.81,0.79,0.76,0.77,0.81,0.81,0.77,0.7,0.76,0.63,0.74,0.7,0.64,0.78,0.74,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02999999999996
08/24/2021,0.82,0.69,0.0,0.87,0.79,0.84,0.8,0.76,0.88,0.79,0.7,0.77,0.79,0.81,0.75,0.8,0.76,0.0,0.81,0.74,0.88,0.0,0.0,0.92,0.0,0.86,0.81,0.82,0.84,0.79,0.78,0.8,0.0,0.82,0.69,0.8,0.86,0.74,0.77,0.0,0.79,0.82,0.0,0.75,0.85,0.82,0.8,0.77,0.81,0.77,0.82,0.87,0.81,0.0,0.82,0.82,0.0,0.81,0.84,0.71,0.0,0.72,0.89,0.82,0.77,0.8,0.0,0.0,0.79,0.0,0.73,0.85,0.77,0.68,0.81,0.79,0.75,0.0,0.0,0.0,0.83,0.0,0.0,0.82,0.81,0.0,0.8,0.0,0.72,0.82,0.79,0.83,0.0,0.0,0.0,0.0,0.78,0.84,0.0,0.77,0.79,0.78,0.0,0.85,0.0,0.82,0.81,0.81,0.81,0.0,0.78,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.75,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.65,0.0,0.91,0.95,0.8,0.84,0.85,0.84,0.81,0.84,0.82,0.71,0.72,0.81,0.82,0.82,0.85,0.82,0.8,0.79,0.81,0.83,0.84,0.79,0.78,0.8,0.79,0.75,0.77,0.78,0.8,0.78,0.69,0.76,0.64,0.74,0.69,0.67,0.78,0.76,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/25/2021,0.82,0.69,0.0,0.87,0.79,0.84,0.8,0.76,0.88,0.79,0.7,0.77,0.79,0.81,0.75,0.8,0.76,0.0,0.81,0.74,0.88,0.0,0.0,0.92,0.0,0.86,0.81,0.82,0.84,0.79,0.78,0.8,0.0,0.82,0.69,0.8,0.86,0.74,0.77,0.0,0.79,0.82,0.0,0.75,0.85,0.82,0.8,0.77,0.81,0.77,0.82,0.87,0.81,0.0,0.82,0.82,0.0,0.81,0.84,0.71,0.0,0.72,0.89,0.82,0.77,0.8,0.0,0.0,0.79,0.0,0.73,0.85,0.77,0.68,0.81,0.79,0.75,0.0,0.0,0.0,0.83,0.0,0.0,0.82,0.81,0.0,0.8,0.0,0.72,0.82,0.79,0.83,0.0,0.0,0.0,0.0,0.78,0.84,0.0,0.77,0.79,0.78,0.0,0.85,0.0,0.82,0.81,0.81,0.81,0.0,0.78,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.75,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.65,0.0,0.91,0.95,0.8,0.84,0.85,0.84,0.81,0.84,0.82,0.71,0.72,0.81,0.82,0.82,0.85,0.82,0.8,0.79,0.81,0.83,0.84,0.79,0.78,0.8,0.79,0.75,0.77,0.78,0.8,0.78,0.69,0.76,0.64,0.74,0.69,0.67,0.78,0.76,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/26/2021,0.85,0.7,0.0,0.85,0.79,0.86,0.81,0.75,0.91,0.79,0.69,0.75,0.8,0.86,0.75,0.8,0.75,0.0,0.8,0.73,0.86,0.0,0.0,0.91,0.0,0.87,0.82,0.82,0.85,0.83,0.78,0.81,0.0,0.82,0.69,0.79,0.86,0.73,0.76,0.0,0.79,0.82,0.0,0.75,0.84,0.81,0.8,0.77,0.8,0.78,0.82,0.86,0.8,0.0,0.82,0.82,0.0,0.81,0.82,0.73,0.0,0.72,0.88,0.82,0.78,0.79,0.0,0.0,0.78,0.0,0.73,0.85,0.77,0.7,0.81,0.79,0.75,0.0,0.0,0.0,0.85,0.0,0.0,0.81,0.79,0.0,0.82,0.0,0.72,0.82,0.79,0.81,0.0,0.0,0.0,0.0,0.76,0.84,0.0,0.79,0.78,0.78,0.0,0.84,0.0,0.81,0.81,0.8,0.8,0.0,0.8,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.79,0.75,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.65,0.0,0.97,0.97,0.81,0.85,0.83,0.84,0.8,0.83,0.8,0.71,0.72,0.82,0.82,0.82,0.84,0.81,0.8,0.8,0.81,0.83,0.82,0.78,0.77,0.81,0.78,0.75,0.77,0.78,0.79,0.77,0.68,0.76,0.65,0.75,0.68,0.67,0.77,0.74,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/27/2021,0.84,0.73,0.0,0.84,0.79,0.84,0.81,0.74,0.89,0.79,0.69,0.75,0.81,0.85,0.76,0.8,0.76,0.0,0.8,0.73,0.87,0.0,0.0,0.9,0.0,0.87,0.81,0.84,0.86,0.81,0.78,0.81,0.0,0.82,0.7,0.78,0.86,0.74,0.76,0.0,0.79,0.82,0.0,0.76,0.84,0.8,0.79,0.77,0.8,0.77,0.82,0.87,0.78,0.0,0.81,0.84,0.0,0.8,0.81,0.73,0.0,0.72,0.89,0.82,0.77,0.78,0.0,0.0,0.77,0.0,0.72,0.85,0.78,0.7,0.81,0.79,0.74,0.0,0.0,0.0,0.86,0.0,0.0,0.8,0.81,0.0,0.82,0.0,0.72,0.82,0.79,0.8,0.0,0.0,0.0,0.0,0.76,0.84,0.0,0.79,0.84,0.78,0.0,0.84,0.0,0.81,0.81,0.81,0.78,0.0,0.79,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.78,0.75,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.65,0.0,0.93,1.0,0.82,0.85,0.84,0.84,0.81,0.82,0.81,0.71,0.71,0.82,0.81,0.81,0.84,0.81,0.8,0.81,0.81,0.83,0.82,0.77,0.75,0.82,0.78,0.75,0.77,0.77,0.78,0.78,0.72,0.75,0.64,0.76,0.68,0.67,0.77,0.76,0.7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/30/2021,0.87,0.68,0.0,0.84,0.78,0.88,0.82,0.74,0.9,0.8,0.69,0.74,0.85,0.85,0.77,0.8,0.76,0.0,0.82,0.74,0.88,0.0,0.0,0.92,0.0,0.88,0.84,0.84,0.91,0.01,0.79,0.81,0.0,0.82,0.69,0.78,0.88,0.75,0.75,0.0,0.81,0.81,0.0,0.75,0.84,0.81,0.8,0.76,0.82,0.77,0.86,0.88,0.78,0.0,0.83,0.85,0.0,0.81,0.82,0.74,0.0,0.72,0.92,0.83,0.79,0.77,0.0,0.0,0.78,0.0,0.73,0.87,0.77,0.72,0.81,0.79,0.74,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.81,0.0,0.84,0.0,0.73,0.84,0.8,0.79,0.0,0.0,0.0,0.0,0.77,0.85,0.0,0.78,0.82,0.78,0.0,0.85,0.0,0.82,0.83,0.82,0.79,0.0,0.82,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.79,0.76,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.64,0.0,0.95,0.96,0.81,0.88,0.84,0.83,0.82,0.81,0.76,0.71,0.72,0.83,0.81,0.82,0.83,0.81,0.82,0.82,0.82,0.88,0.82,0.77,0.76,0.82,0.79,0.77,0.79,0.75,0.77,0.8,0.73,0.75,0.63,0.76,0.69,0.67,0.8,0.81,0.7,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/31/2021,0.88,0.68,0.0,0.83,0.78,0.89,0.83,0.73,0.92,0.81,0.69,0.72,0.86,0.87,0.78,0.8,0.76,0.0,0.82,0.74,0.88,0.0,0.0,0.91,0.0,0.89,0.85,0.86,0.92,0.0,0.79,0.8,0.0,0.83,0.69,0.78,0.88,0.76,0.75,0.0,0.82,0.79,0.0,0.76,0.83,0.8,0.8,0.77,0.8,0.77,0.86,0.89,0.78,0.0,0.84,0.85,0.0,0.81,0.8,0.76,0.0,0.73,0.91,0.83,0.79,0.77,0.0,0.0,0.77,0.0,0.73,0.87,0.77,0.74,0.82,0.79,0.74,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.82,0.0,0.85,0.0,0.73,0.83,0.81,0.8,0.0,0.0,0.0,0.0,0.76,0.86,0.0,0.79,0.81,0.78,0.0,0.85,0.0,0.84,0.84,0.82,0.79,0.0,0.83,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.79,0.77,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.9,0.97,0.82,0.88,0.82,0.83,0.82,0.8,0.73,0.71,0.72,0.84,0.82,0.82,0.83,0.81,0.81,0.83,0.82,0.86,0.83,0.77,0.75,0.83,0.79,0.76,0.8,0.74,0.77,0.81,0.66,0.75,0.64,0.77,0.68,0.68,0.8,0.79,0.7,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
09/01/2021,0.88,0.68,0.0,0.83,0.78,0.89,0.83,0.73,0.92,0.81,0.69,0.72,0.86,0.87,0.78,0.8,0.76,0.0,0.82,0.74,0.88,0.0,0.0,0.91,0.0,0.89,0.85,0.86,0.92,0.0,0.79,0.8,0.0,0.83,0.69,0.78,0.88,0.76,0.75,0.0,0.82,0.79,0.0,0.76,0.83,0.8,0.8,0.77,0.8,0.77,0.86,0.89,0.78,0.0,0.84,0.85,0.0,0.81,0.8,0.76,0.0,0.73,0.91,0.83,0.79,0.77,0.0,0.0,0.77,0.0,0.73,0.87,0.77,0.74,0.82,0.79,0.74,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.82,0.0,0.85,0.0,0.73,0.83,0.81,0.8,0.0,0.0,0.0,0.0,0.76,0.86,0.0,0.79,0.81,0.78,0.0,0.85,0.0,0.84,0.84,0.82,0.79,0.0,0.83,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.79,0.77,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.9,0.97,0.82,0.88,0.82,0.83,0.82,0.8,0.73,0.71,0.72,0.84,0.82,0.82,0.83,0.81,0.81,0.83,0.82,0.86,0.83,0.77,0.75,0.83,0.79,0.76,0.8,0.74,0.77,0.81,0.66,0.75,0.64,0.77,0.68,0.68,0.8,0.79,0.7,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.06000000000002
09/02/2021,0.88,0.76,0.0,0.83,0.78,0.89,0.83,0.73,0.92,0.82,0.69,0.74,0.85,0.86,0.79,0.8,0.76,0.0,0.82,0.74,0.89,0.0,0.0,0.92,0.0,0.89,0.84,0.83,0.92,0.0,0.79,0.8,0.0,0.82,0.71,0.78,0.89,0.75,0.75,0.0,0.81,0.81,0.0,0.74,0.85,0.81,0.81,0.77,0.82,0.79,0.85,0.9,0.79,0.0,0.84,0.85,0.0,0.81,0.81,0.75,0.0,0.73,0.93,0.83,0.79,0.77,0.0,0.0,0.77,0.0,0.73,0.88,0.76,0.73,0.8,0.79,0.73,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.82,0.0,0.86,0.0,0.73,0.83,0.79,0.8,0.0,0.0,0.0,0.0,0.76,0.86,0.0,0.79,0.81,0.78,0.0,0.85,0.0,0.85,0.83,0.81,0.78,0.0,0.83,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.79,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.62,0.0,0.87,0.98,0.82,0.89,0.83,0.83,0.83,0.81,0.71,0.71,0.73,0.81,0.8,0.82,0.82,0.81,0.8,0.83,0.79,0.85,0.81,0.77,0.75,0.82,0.78,0.76,0.8,0.74,0.77,0.79,0.64,0.75,0.63,0.75,0.67,0.65,0.81,0.82,0.7,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/03/2021,0.88,0.76,0.0,0.83,0.78,0.89,0.83,0.73,0.92,0.82,0.69,0.74,0.85,0.86,0.79,0.8,0.76,0.0,0.82,0.74,0.89,0.0,0.0,0.92,0.0,0.89,0.84,0.83,0.92,0.0,0.79,0.8,0.0,0.82,0.71,0.78,0.89,0.75,0.75,0.0,0.81,0.81,0.0,0.74,0.85,0.81,0.81,0.77,0.82,0.79,0.85,0.9,0.79,0.0,0.84,0.85,0.0,0.81,0.81,0.75,0.0,0.73,0.93,0.83,0.79,0.77,0.0,0.0,0.77,0.0,0.73,0.88,0.76,0.73,0.8,0.79,0.73,0.0,0.0,0.0,0.85,0.0,0.0,0.8,0.82,0.0,0.86,0.0,0.73,0.83,0.79,0.8,0.0,0.0,0.0,0.0,0.76,0.86,0.0,0.79,0.81,0.78,0.0,0.85,0.0,0.85,0.83,0.81,0.78,0.0,0.83,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.79,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.87,0.98,0.82,0.89,0.83,0.83,0.83,0.81,0.71,0.71,0.73,0.81,0.8,0.82,0.82,0.81,0.8,0.83,0.79,0.85,0.81,0.77,0.75,0.82,0.78,0.76,0.8,0.74,0.77,0.79,0.64,0.75,0.63,0.75,0.67,0.65,0.81,0.82,0.7,0.01,0.01,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95000000000002
09/06/2021,0.87,0.75,0.0,0.82,0.76,0.88,0.82,0.72,0.9,0.81,0.7,0.76,0.88,0.85,0.84,0.8,0.74,0.0,0.82,0.73,0.88,0.0,0.0,0.93,0.0,0.9,0.85,0.82,0.91,0.0,0.8,0.8,0.0,0.82,0.71,0.77,0.89,0.76,0.76,0.0,0.85,0.82,0.0,0.77,0.86,0.8,0.8,0.76,0.83,0.79,0.85,0.88,0.82,0.0,0.85,0.86,0.0,0.82,0.82,0.74,0.0,0.72,0.94,0.83,0.78,0.76,0.0,0.0,0.78,0.0,0.74,0.89,0.75,0.73,0.8,0.8,0.75,0.0,0.0,0.0,0.88,0.0,0.0,0.8,0.81,0.0,0.88,0.0,0.72,0.82,0.79,0.81,0.0,0.0,0.0,0.0,0.78,0.87,0.0,0.78,0.8,0.78,0.0,0.86,0.0,0.85,0.84,0.82,0.79,0.0,0.81,0.0,0.0,0.0,0.84,0.0,0.0,0.0,0.79,0.75,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.57,0.0,0.93,0.93,0.79,0.92,0.85,0.83,0.83,0.82,0.71,0.71,0.62,0.8,0.8,0.83,0.78,0.82,0.79,0.84,0.79,0.85,0.81,0.78,0.76,0.81,0.78,0.75,0.81,0.73,0.8,0.8,0.63,0.76,0.62,0.76,0.68,0.67,0.8,0.8,0.72,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
10/26/2021,0.88,0.69,0.0,0.77,0.75,0.93,0.86,0.74,0.98,0.7,0.72,0.72,0.94,0.95,0.81,0.77,0.79,0.0,0.76,0.72,0.9,0.0,0.0,0.85,0.0,0.85,0.81,0.93,0.87,0.0,0.82,0.91,0.0,0.73,0.59,0.84,0.79,0.79,0.81,0.0,0.81,0.78,0.0,0.69,0.81,0.82,0.74,0.69,0.89,0.76,0.79,0.82,0.85,0.0,0.9,0.84,0.0,0.85,0.75,0.75,0.0,0.65,0.86,0.85,0.82,0.8,0.0,0.0,0.82,0.0,0.8,0.96,0.74,0.67,0.8,0.82,0.85,0.0,0.0,0.0,0.71,0.0,0.0,0.79,0.76,0.0,0.91,0.0,0.7,0.82,0.89,0.86,0.0,0.0,0.0,0.0,0.83,0.87,0.0,0.74,0.81,0.89,0.0,0.81,0.0,0.9,0.85,0.74,0.87,0.0,0.82,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.68,0.76,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.76,0.82,0.75,0.94,0.82,0.76,0.8,0.85,0.65,0.8,0.58,0.95,0.8,0.76,0.85,0.87,0.8,0.84,0.75,0.82,0.82,0.78,0.77,0.84,0.79,0.74,0.82,0.68,0.78,0.91,0.59,0.75,0.57,1.0,0.59,0.62,0.84,0.9,0.69,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/27/2021,0.88,0.69,0.0,0.77,0.75,0.93,0.86,0.74,0.98,0.7,0.72,0.72,0.94,0.95,0.81,0.77,0.79,0.0,0.76,0.72,0.9,0.0,0.0,0.85,0.0,0.85,0.81,0.93,0.87,0.0,0.82,0.91,0.0,0.73,0.59,0.84,0.79,0.79,0.81,0.0,0.81,0.78,0.0,0.69,0.81,0.82,0.74,0.69,0.89,0.76,0.79,0.82,0.85,0.0,0.9,0.84,0.0,0.85,0.75,0.75,0.0,0.65,0.86,0.85,0.82,0.8,0.0,0.0,0.82,0.0,0.8,0.96,0.74,0.67,0.8,0.82,0.85,0.0,0.0,0.0,0.71,0.0,0.0,0.79,0.76,0.0,0.91,0.0,0.7,0.82,0.89,0.86,0.0,0.0,0.0,0.0,0.83,0.87,0.0,0.74,0.81,0.89,0.0,0.81,0.0,0.9,0.85,0.74,0.87,0.0,0.82,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.68,0.76,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.76,0.82,0.75,0.94,0.82,0.76,0.8,0.85,0.65,0.8,0.58,0.95,0.8,0.76,0.85,0.87,0.8,0.84,0.75,0.82,0.82,0.78,0.77,0.84,0.79,0.74,0.82,0.68,0.78,0.91,0.59,0.75,0.57,1.0,0.59,0.62,0.84,0.9,0.69,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/28/2021,0.89,0.69,0.0,0.77,0.75,0.92,0.87,0.75,1.0,0.7,0.72,0.71,0.95,0.96,0.82,0.77,0.77,0.0,0.75,0.72,0.9,0.0,0.0,0.84,0.0,0.85,0.81,0.92,0.86,0.0,0.81,0.92,0.0,0.73,0.6,0.83,0.78,0.79,0.81,0.0,0.83,0.78,0.0,0.69,0.79,0.81,0.74,0.69,0.88,0.76,0.78,0.81,0.85,0.0,0.9,0.84,0.0,0.85,0.74,0.74,0.0,0.64,0.87,0.84,0.82,0.79,0.0,0.0,0.82,0.0,0.8,0.96,0.74,0.66,0.8,0.81,0.84,0.0,0.0,0.0,0.7,0.0,0.0,0.79,0.75,0.0,0.91,0.0,0.7,0.84,0.89,0.86,0.0,0.0,0.0,0.0,0.83,0.87,0.0,0.76,0.82,0.87,0.0,0.81,0.0,0.9,0.85,0.74,0.87,0.0,0.82,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.67,0.76,0.0,0.0,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.81,0.87,0.76,0.96,0.82,0.76,0.79,0.86,0.64,0.77,0.58,0.95,0.8,0.75,0.85,0.86,0.81,0.84,0.75,0.81,0.81,0.78,0.76,0.84,0.78,0.73,0.82,0.7,0.78,0.9,0.6,0.75,0.57,0.98,0.59,0.64,0.83,0.93,0.68,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03
