,354.HK,3800.HK,336.HK,1368.HK,1302.HK,JKS,460.HK,2400.HK,189.HK,HKD,819.HK,9966.HK,1316.HK,3913.HK,LX,1448.HK,410.HK,2186.HK,1458.HK,81.HK,2616.HK,FINV,NIU,512.HK,2386.HK,1515.HK,405.HK,EH,1610.HK,2666.HK,1789.HK,327.HK,535.HK,6855.HK,1083.HK,1478.HK,1873.HK,9996.HK,3899.HK,357.HK,1908.HK,1798.HK,900948.SS,1966.HK,CAN,1117.HK,ICLK,1385.HK,FANH,3377.HK,363.HK,1896.HK,777.HK,855.HK,9909.HK,6878.HK,3339.HK,3983.HK,1052.HK,272.HK,1811.HK,639.HK,1860.HK,1765.HK,6826.HK,2001.HK,SOHU,2768.HK,SOS,2038.HK,2048.HK,697.HK,1666.HK,119.HK,1628.HK,1477.HK,3818.HK,1070.HK,2362.HK,9997.HK,9928.HK,861.HK,3813.HK,302.HK,1357.HK,1911.HK,1668.HK,6055.HK,546.HK,9993.HK,1361.HK,1773.HK,200771.SZ,520.HK,863.HK,1829.HK,900936.SZ,826.HK,751.HK,1797.HK,1176.HK,QD,934.HK,6100.HK,3613.HK,182.HK,1333.HK,EBON,6069.HK,1317.HK,308.HK,3836.HK,2552.HK,297.HK,743.HK,120.HK,1108.HK,2858.HK,2019.HK,3316.HK,581.HK,468.HK,9911.HK,2877.HK,1931.HK,3301.HK,SOL,1996.HK,1119.HK,579.HK,564.HK,GTH,59.HK,2233.HK,506.HK,1622.HK,2868.HK,BEST,6998.HK,451.HK,1234.HK,6989.HK,818.HK,1600.HK,2198.HK,1282.HK,305.HK,1381.HK,1098.HK,9979.HK,6968.HK,9983.HK,995.HK,3700.HK,1675.HK,1061.HK,382.HK,811.HK,1981.HK,3306.HK,3798.HK,2006.HK,9982.HK,906.HK,1890.HK,1589.HK,1681.HK,ZEPP,1866.HK,1558.HK,1257.HK,658.HK,2156.HK,3718.HK,95.HK,38.HK,6999.HK,686.HK,1566.HK,BTBT,CYD,1899.HK,6988.HK,6978.HK,1503.HK,2126.HK,337.HK,1763.HK,YI,2168.HK,BYSI,3877.HK,832.HK,SY,1905.HK,900908.SZ,1858.HK,698.HK,9968.HK,6068.HK,1839.HK,1817.HK,1848.HK,2163.HK,6111.HK,XTSLA,2100.HK,688006.SS,TIAN.SI,603613.SS,596.HK,900920.SZ,517.HK,6900.HK,BTCM,2231.HK,1133.HK,951.HK,1862.HK,1330.HK,1122.HK,DOYU,2117.HK,107.HK,1970.HK,U9E.SI,2798.HK,811,995,900908,1902.HK,200016.SZ,900917.SZ,T14,n/a,1569.HK,563.HK,SUM
09/01/2021,3.75,2.75,2.08,1.87,1.79,1.44,0.93,0.83,3.03,0.22,1.08,0.79,0.89,0.69,0.59,0.93,0.77,0.81,0.7,1.02,0.71,0.58,0.69,0.74,0.68,0.63,0.75,0.52,0.61,0.66,0.45,0.84,0.63,0.59,0.64,0.61,0.5,0.43,0.89,0.53,0.63,0.55,0.71,0.61,0.78,0.49,0.26,0.8,0.53,0.56,0.59,0.48,0.51,0.7,0.43,1.03,0.54,0.49,0.54,0.52,0.63,0.56,0.4,0.36,0.33,0.42,0.6,0.49,0.42,0.42,0.19,0.42,0.4,0.48,0.36,0.32,0.31,0.39,0.45,0.35,0.3,0.39,0.39,0.42,0.43,0.35,0.37,0.39,0.43,0.38,0.36,0.27,0.53,0.33,0.29,0.0,0.39,0.6,0.4,0.17,0.36,0.26,0.34,0.27,0.28,0.46,0.32,0.3,0.46,0.26,0.28,0.4,0.35,0.36,0.3,0.25,0.38,0.23,0.29,0.21,0.33,0.29,0.23,0.27,0.26,0.29,0.24,0.32,0.29,0.31,0.26,0.2,0.27,0.3,0.27,0.31,0.47,0.19,0.18,0.32,0.24,0.22,0.27,0.28,0.24,0.3,0.21,0.26,0.25,0.2,0.27,0.2,0.24,0.2,0.25,0.23,0.2,0.26,0.0,0.35,0.0,0.23,0.19,0.23,0.23,0.28,0.19,0.23,0.26,0.0,0.2,0.27,0.18,0.18,0.22,0.2,0.21,0.2,0.18,0.43,0.18,0.18,0.18,0.18,0.22,0.17,0.21,0.18,0.0,0.0,0.57,0.18,0.19,0.0,0.19,0.23,0.2,0.0,0.18,0.0,0.0,0.18,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.2,0.18,0.0,0.18,0.29,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.67000000000002
09/02/2021,3.76,2.94,2.04,1.86,1.79,1.58,0.91,0.84,3.09,0.22,0.84,0.84,0.88,0.67,0.59,0.92,0.74,0.83,0.76,1.01,0.74,0.56,0.69,0.74,0.69,0.65,0.75,0.52,0.61,0.66,0.46,0.84,0.64,0.59,0.67,0.6,0.5,0.44,0.88,0.54,0.63,0.59,0.73,0.61,0.74,0.48,0.26,0.78,0.53,0.55,0.59,0.46,0.49,0.69,0.42,1.05,0.53,0.47,0.54,0.51,0.69,0.56,0.41,0.36,0.31,0.41,0.59,0.49,0.42,0.42,0.18,0.42,0.4,0.47,0.36,0.32,0.31,0.4,0.47,0.38,0.3,0.4,0.37,0.41,0.45,0.35,0.37,0.38,0.46,0.37,0.35,0.27,0.52,0.32,0.27,0.0,0.4,0.63,0.39,0.17,0.35,0.26,0.33,0.28,0.28,0.47,0.31,0.29,0.44,0.26,0.27,0.39,0.35,0.35,0.3,0.24,0.41,0.23,0.28,0.21,0.34,0.29,0.23,0.28,0.26,0.28,0.24,0.32,0.29,0.32,0.24,0.19,0.26,0.3,0.27,0.31,0.46,0.2,0.0,0.34,0.23,0.21,0.27,0.27,0.24,0.3,0.21,0.25,0.25,0.21,0.27,0.2,0.24,0.21,0.24,0.24,0.19,0.26,0.0,0.35,0.0,0.23,0.2,0.22,0.22,0.28,0.18,0.24,0.26,0.0,0.21,0.27,0.18,0.17,0.21,0.2,0.2,0.19,0.18,0.44,0.18,0.18,0.18,0.18,0.22,0.0,0.21,0.0,0.0,0.17,0.54,0.18,0.19,0.0,0.19,0.23,0.2,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.22,0.0,0.22,0.18,0.17,0.17,0.29,0.0,0.19,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.71
09/03/2021,0.0,2.95,0.0,2.06,1.85,1.7,1.03,0.94,3.72,1.53,0.82,0.86,0.92,0.7,0.65,0.98,0.79,0.87,0.79,1.05,0.72,0.61,0.75,0.78,0.71,0.69,0.8,0.56,0.64,0.71,0.46,0.89,0.68,0.65,0.71,0.68,0.55,0.44,0.98,0.53,0.64,0.61,0.77,0.63,0.85,0.53,0.28,0.77,0.53,0.58,0.64,0.48,0.54,0.75,0.41,0.93,0.56,0.51,0.53,0.55,0.72,0.6,0.46,0.44,0.0,0.43,0.64,0.51,0.44,0.45,0.18,0.42,0.42,0.47,0.35,0.36,0.32,0.41,0.52,0.39,0.3,0.42,0.4,0.4,0.48,0.38,0.38,0.38,0.53,0.45,0.36,0.28,0.53,0.35,0.32,0.0,0.41,0.67,0.43,0.19,0.37,0.28,0.33,0.3,0.33,0.52,0.31,0.31,0.5,0.28,0.28,0.41,0.37,0.39,0.31,0.23,0.4,0.24,0.28,0.21,0.39,0.3,0.23,0.3,0.28,0.3,0.25,0.32,0.28,0.33,0.26,0.22,0.27,0.32,0.26,0.33,0.48,0.24,0.18,0.35,0.23,0.24,0.29,0.29,0.27,0.3,0.22,0.25,0.25,0.22,0.27,0.2,0.24,0.24,0.27,0.23,0.21,0.26,0.0,0.33,0.0,0.24,0.2,0.22,0.22,0.28,0.18,0.3,0.29,0.0,0.21,0.27,0.2,0.19,0.23,0.2,0.23,0.22,0.19,0.46,0.19,0.2,0.2,0.18,0.21,0.32,0.21,0.0,0.0,0.0,0.62,0.19,0.2,0.0,0.2,0.24,0.2,0.0,0.18,0.0,0.19,0.17,0.0,0.0,0.2,0.0,0.0,0.0,0.24,0.0,0.21,0.17,0.0,0.2,0.34,0.18,0.2,0.0,0.0,0.17,0.0,0.58,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.08
09/06/2021,0.0,2.84,0.0,2.1,1.77,1.76,1.02,1.06,3.71,0.22,0.79,0.87,0.91,0.67,0.65,0.99,0.8,0.85,0.79,1.03,0.77,0.61,0.78,0.79,0.71,0.66,0.79,0.55,0.64,0.69,0.48,0.9,0.68,0.63,0.69,0.66,0.56,0.43,1.03,0.6,0.67,0.6,0.76,0.6,0.83,0.5,0.31,0.75,0.51,0.56,0.66,0.49,0.56,0.78,0.42,0.68,0.58,0.5,0.52,0.54,0.73,0.65,0.41,0.48,0.0,0.43,0.63,0.5,0.46,0.44,0.18,0.43,0.43,0.48,0.36,0.39,0.32,0.42,0.47,0.38,0.3,0.42,0.39,0.41,0.51,0.37,0.39,0.38,0.5,0.44,0.35,0.31,0.52,0.37,0.31,0.0,0.4,0.64,0.41,0.22,0.36,0.29,0.33,0.3,0.33,0.49,0.31,0.33,0.49,0.28,0.29,0.41,0.36,0.38,0.32,0.23,0.39,0.25,0.27,0.23,0.39,0.3,0.23,0.29,0.28,0.3,0.26,0.31,0.28,0.34,0.26,0.23,0.27,0.33,0.28,0.32,0.48,0.24,0.19,0.34,0.23,0.24,0.29,0.29,0.25,0.3,0.2,0.26,0.24,0.22,0.25,0.2,0.24,0.24,0.27,0.22,0.21,0.26,0.17,0.32,0.0,0.25,0.2,0.22,0.22,0.28,0.18,0.3,0.3,0.0,0.21,0.32,0.19,0.2,0.23,0.2,0.24,0.21,0.19,0.45,0.19,0.21,0.18,0.18,0.21,0.33,0.21,0.0,0.0,0.18,0.55,0.19,0.2,0.0,0.2,0.23,0.2,0.0,0.18,0.0,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.21,0.0,0.0,0.2,0.45,0.19,0.22,0.0,0.0,0.17,0.0,0.56,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6
09/07/2021,0.0,2.14,0.0,2.05,1.8,1.75,1.0,1.08,3.65,0.42,0.81,0.9,0.9,0.67,0.64,0.99,0.81,0.86,0.79,1.04,0.77,0.61,0.8,0.79,0.71,0.67,0.79,0.57,0.67,0.69,0.48,0.98,0.69,0.65,0.7,0.66,0.55,0.43,0.96,0.59,0.68,0.62,0.75,0.6,0.85,0.51,0.3,0.78,0.52,0.56,0.68,0.5,0.57,0.81,0.42,0.67,0.58,0.51,0.53,0.55,0.76,0.65,0.41,0.47,0.0,0.41,0.64,0.51,0.45,0.44,0.0,0.43,0.43,0.47,0.35,0.4,0.33,0.42,0.52,0.4,0.3,0.42,0.38,0.41,0.5,0.38,0.4,0.38,0.5,0.44,0.37,0.31,0.49,0.39,0.31,0.0,0.39,0.67,0.41,0.21,0.36,0.28,0.34,0.3,0.34,0.49,0.31,0.33,0.49,0.29,0.29,0.42,0.35,0.38,0.33,0.24,0.38,0.24,0.28,0.22,0.39,0.31,0.24,0.31,0.27,0.3,0.25,0.31,0.27,0.37,0.26,0.23,0.27,0.35,0.28,0.31,0.48,0.24,0.19,0.35,0.23,0.25,0.31,0.29,0.25,0.31,0.2,0.26,0.24,0.22,0.25,0.2,0.24,0.23,0.26,0.23,0.21,0.26,0.17,0.34,0.0,0.26,0.2,0.22,0.22,0.28,0.18,0.3,0.3,0.0,0.21,0.34,0.2,0.22,0.22,0.2,0.25,0.25,0.19,0.46,0.18,0.21,0.18,0.18,0.21,0.34,0.21,0.0,0.0,0.0,0.53,0.19,0.18,0.0,0.2,0.22,0.2,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.23,0.0,0.21,0.0,0.0,0.2,0.43,0.18,0.22,0.0,0.0,0.18,0.0,0.56,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.62
09/08/2021,0.0,2.14,0.0,2.05,1.8,1.75,1.0,1.08,3.65,0.42,0.81,0.9,0.9,0.67,0.64,0.99,0.81,0.86,0.79,1.04,0.77,0.61,0.8,0.79,0.71,0.67,0.79,0.57,0.67,0.69,0.48,0.98,0.69,0.65,0.7,0.66,0.55,0.43,0.96,0.59,0.68,0.62,0.75,0.6,0.85,0.51,0.3,0.78,0.52,0.56,0.68,0.5,0.57,0.81,0.42,0.67,0.58,0.51,0.53,0.55,0.76,0.65,0.41,0.47,0.0,0.41,0.64,0.51,0.45,0.44,0.0,0.43,0.43,0.47,0.35,0.4,0.33,0.42,0.52,0.4,0.3,0.42,0.38,0.41,0.5,0.38,0.4,0.38,0.5,0.44,0.37,0.31,0.49,0.39,0.31,0.0,0.39,0.67,0.41,0.21,0.36,0.28,0.34,0.3,0.34,0.49,0.31,0.33,0.49,0.29,0.29,0.42,0.35,0.38,0.33,0.24,0.38,0.24,0.28,0.22,0.39,0.31,0.24,0.31,0.27,0.3,0.25,0.31,0.27,0.37,0.26,0.23,0.27,0.35,0.28,0.31,0.48,0.24,0.19,0.35,0.23,0.25,0.31,0.29,0.25,0.31,0.2,0.26,0.24,0.22,0.25,0.2,0.24,0.23,0.26,0.23,0.21,0.26,0.17,0.34,0.0,0.26,0.2,0.22,0.22,0.28,0.18,0.3,0.3,0.0,0.21,0.34,0.2,0.22,0.22,0.2,0.25,0.25,0.19,0.46,0.18,0.21,0.18,0.18,0.21,0.34,0.21,0.0,0.0,0.0,0.53,0.19,0.18,0.0,0.2,0.22,0.2,0.0,0.18,0.0,0.18,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.23,0.0,0.21,0.0,0.0,0.2,0.43,0.18,0.22,0.0,0.0,0.18,0.0,0.56,0.18,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.62
09/09/2021,0.0,2.13,0.0,2.01,1.84,1.75,1.06,1.1,3.35,0.25,0.82,1.02,0.92,0.67,0.64,0.97,0.79,0.88,0.79,1.04,0.73,0.61,0.8,0.8,0.72,0.7,0.79,0.57,0.71,0.69,0.51,0.96,0.68,0.68,0.69,0.66,0.55,0.46,0.94,0.56,0.68,0.61,0.76,0.6,0.84,0.51,0.29,0.8,0.52,0.57,0.67,0.49,0.58,0.78,0.41,0.64,0.59,0.51,0.53,0.55,0.77,0.68,0.41,0.46,0.0,0.41,0.64,0.51,0.45,0.44,0.0,0.44,0.45,0.47,0.34,0.4,0.34,0.44,0.5,0.44,0.29,0.41,0.38,0.41,0.52,0.38,0.4,0.38,0.52,0.43,0.36,0.34,0.5,0.38,0.31,0.0,0.41,0.71,0.41,0.24,0.36,0.28,0.34,0.28,0.33,0.46,0.3,0.33,0.48,0.3,0.3,0.41,0.36,0.37,0.35,0.23,0.36,0.24,0.28,0.21,0.4,0.3,0.23,0.31,0.28,0.29,0.25,0.31,0.27,0.38,0.27,0.23,0.27,0.37,0.27,0.29,0.48,0.24,0.2,0.37,0.24,0.25,0.32,0.29,0.24,0.37,0.21,0.26,0.24,0.21,0.26,0.2,0.24,0.22,0.27,0.23,0.21,0.26,0.0,0.34,0.0,0.26,0.19,0.22,0.22,0.28,0.19,0.3,0.28,0.0,0.23,0.34,0.21,0.23,0.22,0.21,0.23,0.26,0.19,0.45,0.18,0.21,0.18,0.18,0.21,0.43,0.21,0.17,0.0,0.0,0.53,0.19,0.18,0.0,0.2,0.23,0.22,0.22,0.18,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.23,0.17,0.0,0.2,0.43,0.19,0.22,0.0,0.0,0.18,0.0,0.56,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.78
09/10/2021,0.0,2.02,0.0,2.09,1.84,1.75,1.06,1.09,3.56,0.29,0.8,0.99,0.92,0.65,0.64,0.96,0.78,0.87,0.81,1.02,0.74,0.61,0.8,0.8,0.73,0.66,0.78,0.58,0.7,0.69,0.48,0.95,0.7,0.67,0.68,0.66,0.54,0.44,0.93,0.57,0.67,0.64,0.79,0.59,0.85,0.49,0.3,0.78,0.51,0.57,0.67,0.5,0.59,0.77,0.39,0.68,0.57,0.52,0.53,0.55,0.83,0.67,0.42,0.45,0.0,0.4,0.64,0.51,0.42,0.44,0.0,0.44,0.44,0.47,0.33,0.4,0.35,0.44,0.51,0.42,0.28,0.41,0.38,0.4,0.51,0.42,0.4,0.38,0.51,0.42,0.36,0.33,0.51,0.39,0.34,0.0,0.41,0.71,0.41,0.23,0.36,0.28,0.34,0.29,0.33,0.45,0.3,0.3,0.48,0.29,0.31,0.42,0.37,0.37,0.34,0.23,0.36,0.26,0.27,0.2,0.42,0.3,0.24,0.31,0.27,0.29,0.25,0.31,0.27,0.38,0.29,0.24,0.26,0.36,0.28,0.29,0.48,0.25,0.19,0.36,0.23,0.25,0.32,0.29,0.26,0.35,0.2,0.25,0.24,0.21,0.25,0.2,0.25,0.24,0.27,0.23,0.2,0.26,0.0,0.33,0.0,0.27,0.19,0.21,0.21,0.29,0.18,0.3,0.29,0.0,0.22,0.33,0.2,0.23,0.22,0.2,0.23,0.26,0.19,0.41,0.18,0.21,0.18,0.0,0.21,0.39,0.21,0.17,0.18,0.17,0.46,0.19,0.18,0.0,0.2,0.24,0.21,0.23,0.0,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.26,0.17,0.0,0.2,0.37,0.19,0.22,0.0,0.0,0.18,0.0,0.57,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.6
09/13/2021,0.0,2.56,0.0,2.16,1.8,1.68,0.99,1.06,3.22,0.32,0.78,0.99,0.88,0.63,0.63,0.96,0.79,0.86,0.78,1.0,0.7,0.62,0.79,0.78,0.73,0.66,0.79,0.56,0.66,0.69,0.48,0.94,0.67,0.63,0.67,0.61,0.53,0.43,0.94,0.61,0.67,0.78,0.82,0.6,0.79,0.49,0.32,0.75,0.49,0.57,0.68,0.5,0.58,0.79,0.38,0.71,0.57,0.56,0.53,0.54,0.91,0.67,0.42,0.46,0.0,0.4,0.63,0.52,0.42,0.45,0.0,0.44,0.44,0.47,0.32,0.39,0.33,0.43,0.47,0.4,0.26,0.4,0.38,0.41,0.48,0.41,0.4,0.38,0.54,0.41,0.37,0.32,0.52,0.39,0.32,0.0,0.43,0.71,0.41,0.22,0.36,0.27,0.35,0.31,0.32,0.48,0.31,0.29,0.48,0.28,0.31,0.42,0.37,0.4,0.36,0.23,0.37,0.26,0.28,0.2,0.43,0.3,0.23,0.3,0.28,0.28,0.25,0.31,0.25,0.43,0.29,0.26,0.27,0.37,0.28,0.28,0.48,0.28,0.18,0.35,0.23,0.23,0.3,0.28,0.27,0.35,0.2,0.25,0.24,0.21,0.25,0.19,0.25,0.23,0.26,0.23,0.2,0.27,0.0,0.33,0.0,0.27,0.0,0.22,0.22,0.29,0.0,0.29,0.32,0.0,0.24,0.3,0.21,0.21,0.22,0.21,0.22,0.25,0.2,0.4,0.18,0.2,0.0,0.18,0.21,0.44,0.21,0.0,0.17,0.0,0.48,0.19,0.17,0.0,0.2,0.26,0.21,0.22,0.18,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.23,0.0,0.26,0.18,0.17,0.2,0.41,0.18,0.25,0.0,0.0,0.2,0.0,0.53,0.18,0.18,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.64
09/14/2021,0.0,2.91,0.0,2.22,1.81,1.6,0.97,1.14,2.96,0.33,0.78,0.99,0.9,0.64,0.61,0.94,0.85,0.86,0.77,1.01,0.7,0.61,0.77,0.79,0.73,0.65,0.78,0.54,0.67,0.71,0.49,0.93,0.69,0.62,0.66,0.62,0.53,0.43,0.9,0.67,0.68,0.76,0.81,0.6,0.75,0.49,0.31,0.78,0.49,0.57,0.68,0.51,0.58,0.83,0.39,0.72,0.57,0.54,0.53,0.56,0.87,0.64,0.41,0.45,0.0,0.38,0.61,0.52,0.45,0.45,0.0,0.44,0.43,0.47,0.31,0.39,0.34,0.45,0.46,0.4,0.27,0.42,0.37,0.41,0.48,0.42,0.4,0.38,0.53,0.41,0.39,0.32,0.52,0.4,0.31,0.0,0.43,0.7,0.41,0.22,0.36,0.27,0.35,0.29,0.32,0.49,0.31,0.29,0.48,0.28,0.31,0.42,0.38,0.4,0.37,0.23,0.36,0.27,0.27,0.2,0.42,0.3,0.23,0.3,0.28,0.29,0.25,0.31,0.26,0.41,0.29,0.25,0.27,0.37,0.28,0.28,0.48,0.26,0.19,0.34,0.23,0.22,0.3,0.28,0.26,0.35,0.2,0.25,0.24,0.2,0.26,0.19,0.25,0.23,0.27,0.23,0.21,0.27,0.0,0.33,0.0,0.26,0.18,0.21,0.21,0.29,0.18,0.28,0.35,0.0,0.24,0.3,0.21,0.21,0.22,0.21,0.22,0.24,0.2,0.36,0.18,0.21,0.18,0.0,0.21,0.46,0.21,0.0,0.17,0.0,0.48,0.19,0.18,0.0,0.2,0.25,0.2,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.27,0.17,0.17,0.2,0.41,0.18,0.25,0.0,0.0,0.19,0.0,0.49,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.65
09/15/2021,0.0,2.91,0.0,2.22,1.81,1.6,0.97,1.14,2.96,0.33,0.78,0.99,0.9,0.64,0.61,0.94,0.85,0.86,0.77,1.01,0.7,0.61,0.77,0.79,0.73,0.65,0.78,0.54,0.67,0.71,0.49,0.93,0.69,0.62,0.66,0.62,0.53,0.43,0.9,0.67,0.68,0.76,0.81,0.6,0.75,0.49,0.31,0.78,0.49,0.57,0.68,0.51,0.58,0.83,0.39,0.72,0.57,0.54,0.53,0.56,0.87,0.64,0.41,0.45,0.0,0.38,0.61,0.52,0.45,0.45,0.0,0.44,0.43,0.47,0.31,0.39,0.34,0.45,0.46,0.4,0.27,0.42,0.37,0.41,0.48,0.42,0.4,0.38,0.53,0.41,0.39,0.32,0.52,0.4,0.31,0.0,0.43,0.7,0.41,0.22,0.36,0.27,0.35,0.29,0.32,0.49,0.31,0.29,0.48,0.28,0.31,0.42,0.38,0.4,0.37,0.23,0.36,0.27,0.27,0.2,0.42,0.3,0.23,0.3,0.28,0.29,0.25,0.31,0.26,0.41,0.29,0.25,0.27,0.37,0.28,0.28,0.48,0.26,0.19,0.34,0.23,0.22,0.3,0.28,0.26,0.35,0.2,0.25,0.24,0.2,0.26,0.19,0.25,0.23,0.27,0.23,0.21,0.27,0.0,0.33,0.0,0.26,0.18,0.21,0.21,0.29,0.18,0.28,0.35,0.0,0.24,0.3,0.21,0.21,0.22,0.21,0.22,0.24,0.2,0.36,0.18,0.21,0.18,0.0,0.21,0.46,0.21,0.0,0.17,0.0,0.48,0.19,0.18,0.0,0.2,0.25,0.2,0.2,0.0,0.0,0.18,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.27,0.17,0.17,0.2,0.41,0.18,0.25,0.0,0.0,0.19,0.0,0.49,0.18,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.65
09/16/2021,0.0,3.34,0.0,2.09,1.77,1.65,0.96,1.1,3.29,0.44,0.76,0.91,0.88,0.63,0.6,0.93,0.56,0.86,0.74,1.02,0.68,0.59,0.77,0.78,0.71,0.64,0.76,0.52,0.66,0.71,0.45,0.92,0.69,0.61,0.64,0.62,0.51,0.43,0.92,0.68,0.68,0.76,0.82,0.61,0.77,0.49,0.3,0.73,0.54,0.58,0.69,0.49,0.58,0.79,0.39,0.78,0.57,0.54,0.54,0.61,0.86,0.67,0.41,0.45,0.0,0.37,0.61,0.51,0.44,0.45,0.0,0.44,0.43,0.48,0.3,0.39,0.34,0.44,0.48,0.41,0.26,0.41,0.37,0.4,0.46,0.41,0.4,0.37,0.53,0.41,0.38,0.31,0.53,0.39,0.31,0.0,0.44,0.71,0.42,0.19,0.36,0.28,0.37,0.28,0.32,0.48,0.31,0.28,0.49,0.27,0.3,0.42,0.38,0.42,0.38,0.23,0.34,0.26,0.28,0.2,0.4,0.3,0.23,0.29,0.28,0.29,0.25,0.32,0.26,0.42,0.29,0.26,0.27,0.37,0.28,0.28,0.48,0.27,0.19,0.35,0.23,0.23,0.3,0.27,0.26,0.35,0.2,0.25,0.24,0.21,0.25,0.2,0.0,0.23,0.27,0.22,0.2,0.0,0.0,0.32,0.0,0.26,0.19,0.21,0.21,0.29,0.18,0.27,0.36,0.0,0.25,0.3,0.21,0.2,0.22,0.2,0.22,0.24,0.2,0.37,0.18,0.21,0.0,0.18,0.21,0.47,0.21,0.0,0.0,0.0,0.46,0.19,0.18,0.0,0.2,0.0,0.2,0.19,0.17,0.0,0.18,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.27,0.0,0.0,0.2,0.37,0.18,0.26,0.0,0.0,0.2,0.0,0.49,0.18,0.18,0.0,0.18,0.19,0.27,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.74
09/17/2021,0.0,3.65,0.0,2.11,1.8,1.62,0.96,1.08,3.3,0.45,0.73,0.94,0.87,0.6,0.58,0.95,0.55,0.89,0.73,0.99,0.7,0.57,0.74,0.79,0.71,0.65,0.77,0.51,0.65,0.71,0.55,0.92,0.67,0.63,0.63,0.62,0.52,0.46,0.9,0.7,0.68,0.75,0.8,0.6,0.83,0.48,0.29,0.72,0.49,0.57,0.68,0.49,0.58,0.78,0.39,0.91,0.58,0.52,0.53,0.58,0.81,0.64,0.42,0.43,0.0,0.38,0.6,0.52,0.44,0.45,0.0,0.44,0.43,0.46,0.31,0.39,0.33,0.43,0.46,0.44,0.25,0.42,0.37,0.39,0.47,0.4,0.39,0.38,0.52,0.4,0.37,0.3,0.53,0.38,0.31,0.0,0.45,0.7,0.45,0.19,0.36,0.27,0.37,0.26,0.32,0.49,0.31,0.28,0.5,0.27,0.3,0.42,0.38,0.4,0.39,0.22,0.34,0.25,0.28,0.2,0.38,0.3,0.22,0.29,0.27,0.29,0.25,0.32,0.25,0.4,0.27,0.26,0.28,0.37,0.28,0.28,0.49,0.23,0.19,0.34,0.24,0.23,0.29,0.27,0.25,0.35,0.2,0.25,0.24,0.2,0.25,0.2,0.25,0.22,0.27,0.23,0.2,0.27,0.0,0.32,0.0,0.26,0.19,0.22,0.2,0.29,0.18,0.26,0.35,0.0,0.25,0.31,0.21,0.22,0.22,0.2,0.22,0.26,0.2,0.36,0.18,0.21,0.18,0.17,0.21,0.41,0.2,0.0,0.0,0.0,0.45,0.2,0.18,0.0,0.19,0.26,0.22,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.23,0.0,0.25,0.18,0.0,0.2,0.37,0.18,0.25,0.0,0.0,0.2,0.0,0.48,0.0,0.18,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.70000000000002
