,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,TMO,NKE,CVX,MRK,WMT,ACN,AVGO,LLY,WFC,DHR,COST,TXN,MCD,MDT,QCOM,ORCL,PM,LIN,HON,UPS,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,GS,BA,AMAT,BLK,IBM,TGT,AMT,CAT,AMD,MMM,GE,ISRG,AXP,DE,NOW,SCHW,CVS,CHTR,SPGI,ANTM,LMT,ZTS,PLD,MU,BKNG,FIS,LRCX,MDLZ,MO,SYK,ADP,CCI,GILD,TMUS,TJX,CI,COP,PNC,USB,CME,CSX,DUK,TFC,ATVI,CB,EQIX,GM,MMC,BDX,EL,COF,FDX,ILMN,CL,NSC,SHW,EW,ICE,SO,ADSK,ITW,APD,BSX,ADI,FISV,REGN,MCO,ETN,D,HUM,PGR,EMR,NOC,HCA,F,IDXX,GPN,WM,NXPI,TWTR,AON,DG,BIIB,FCX,ECL,VRTX,NEM,ROP,JCI,EOG,KLAC,IQV,PSA,TROW,DOW,KMB,MSCI,A,EBAY,ROST,TEL,TT,LHX,EXC,ALGN,GD,MET,SLB,CMG,CNC,SNPS,INFO,AEP,APTV,DD,DLR,DXCM,EA,APH,BAX,SPG,ALXN,BK,AIG,ALL,ORLY,PPG,PRU,PH,CARR,STZ,MCHP,CDNS,SRE,SYY,MPC,TRV,STATE STREET INSTITUTIONAL LIQ STATE STR,MSI,DFS,SSIXX,4970.T,WELL,State Street Instl Liquid Reserves Prem,MRNA,RMD,MAR,CTSH,YUM,GEN.,FTNT,n/a,GE.,SBAC,LWB.WA,MTCH,SUM
09/02/2021,5.75,5.46,3.5,2.18,2.08,1.98,1.29,1.35,1.35,1.16,1.1,0.93,0.94,0.81,0.83,0.83,0.74,0.78,0.75,0.76,0.65,0.56,0.6,0.54,0.61,0.52,0.6,0.62,0.53,0.52,0.46,0.52,0.51,0.52,0.51,0.45,0.46,0.48,0.51,0.48,0.5,0.48,0.49,0.48,0.42,0.42,0.43,0.4,0.39,0.38,0.39,0.38,0.34,0.35,0.36,0.39,0.36,0.31,0.35,0.37,0.33,0.37,0.31,0.33,0.29,0.3,0.32,0.29,0.3,0.32,0.27,0.32,0.27,0.27,0.3,0.26,0.29,0.3,0.26,0.26,0.26,0.26,0.21,0.21,0.23,0.24,0.2,0.22,0.19,0.21,0.21,0.22,0.22,0.22,0.2,0.22,0.19,0.21,0.17,0.18,0.19,0.19,0.17,0.18,0.19,0.18,0.15,0.2,0.18,0.15,0.19,0.17,0.19,0.18,0.15,0.16,0.16,0.16,0.17,0.18,0.16,0.17,0.17,0.16,0.14,0.15,0.22,0.17,0.17,0.15,0.16,0.15,0.12,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.14,0.15,0.12,0.16,0.12,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.09,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.27,0.1,0.0,0.1,0.09,0.0,0.1,0.0,0.0,0.09,0.0,0.0,76.91
09/03/2021,5.7,5.44,3.56,2.17,2.08,1.98,1.29,1.34,1.36,1.16,1.09,0.93,0.94,0.81,0.83,0.83,0.72,0.79,0.76,0.76,0.66,0.55,0.6,0.55,0.61,0.52,0.6,0.61,0.54,0.52,0.47,0.52,0.51,0.52,0.5,0.45,0.46,0.48,0.51,0.48,0.49,0.45,0.49,0.48,0.42,0.42,0.43,0.4,0.38,0.38,0.39,0.38,0.34,0.35,0.36,0.39,0.36,0.31,0.34,0.37,0.33,0.38,0.31,0.33,0.29,0.3,0.32,0.3,0.29,0.32,0.27,0.32,0.27,0.27,0.3,0.26,0.28,0.3,0.26,0.27,0.27,0.26,0.22,0.21,0.23,0.24,0.2,0.23,0.19,0.21,0.21,0.22,0.22,0.22,0.2,0.22,0.19,0.21,0.18,0.18,0.19,0.19,0.17,0.18,0.19,0.19,0.15,0.2,0.18,0.15,0.19,0.18,0.19,0.18,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.16,0.16,0.14,0.16,0.21,0.17,0.17,0.15,0.16,0.15,0.12,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.15,0.14,0.12,0.16,0.12,0.13,0.13,0.13,0.13,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.0,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.27,0.1,0.0,0.1,0.09,0.0,0.1,0.0,0.0,0.1,0.0,0.0,76.88000000000001
09/06/2021,5.75,5.41,3.54,2.14,2.06,1.96,1.28,1.33,1.35,1.15,1.1,0.9,0.95,0.8,0.83,0.84,0.71,0.79,0.74,0.76,0.67,0.56,0.62,0.55,0.61,0.52,0.6,0.62,0.54,0.52,0.47,0.52,0.47,0.53,0.5,0.45,0.47,0.48,0.52,0.48,0.49,0.44,0.5,0.49,0.42,0.43,0.43,0.39,0.39,0.39,0.39,0.38,0.34,0.35,0.35,0.4,0.36,0.31,0.35,0.36,0.33,0.38,0.3,0.33,0.29,0.29,0.32,0.3,0.29,0.33,0.27,0.31,0.27,0.28,0.3,0.25,0.29,0.31,0.26,0.27,0.27,0.26,0.22,0.21,0.24,0.25,0.2,0.22,0.19,0.2,0.21,0.23,0.22,0.21,0.2,0.22,0.19,0.21,0.18,0.18,0.19,0.19,0.17,0.18,0.2,0.18,0.15,0.2,0.19,0.15,0.19,0.18,0.19,0.18,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.16,0.14,0.15,0.21,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.15,0.14,0.12,0.16,0.12,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.1,0.12,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.12,0.11,0.12,0.13,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.29,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,76.86000000000001
09/07/2021,5.77,5.4,3.55,2.14,2.06,1.96,1.27,1.36,1.35,1.15,1.1,0.91,0.95,0.81,0.83,0.84,0.71,0.78,0.74,0.76,0.67,0.55,0.62,0.55,0.61,0.52,0.6,0.62,0.55,0.52,0.47,0.52,0.47,0.53,0.5,0.45,0.47,0.49,0.52,0.48,0.49,0.44,0.5,0.49,0.42,0.43,0.43,0.39,0.39,0.39,0.39,0.38,0.34,0.34,0.35,0.4,0.35,0.31,0.35,0.37,0.33,0.37,0.3,0.33,0.29,0.3,0.31,0.29,0.29,0.33,0.27,0.32,0.27,0.27,0.3,0.25,0.29,0.32,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.25,0.2,0.22,0.19,0.21,0.21,0.23,0.22,0.21,0.2,0.22,0.19,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.2,0.18,0.15,0.2,0.19,0.15,0.19,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.16,0.14,0.15,0.21,0.17,0.17,0.15,0.16,0.15,0.13,0.13,0.15,0.13,0.16,0.12,0.14,0.11,0.14,0.14,0.12,0.16,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.0,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.09,0.0,0.1,0.11,0.0,0.1,0.0,0.0,76.82
09/08/2021,5.78,5.41,3.55,2.15,2.06,1.97,1.27,1.36,1.35,1.15,1.1,0.91,0.95,0.81,0.84,0.84,0.71,0.78,0.74,0.76,0.67,0.55,0.62,0.55,0.62,0.52,0.6,0.62,0.55,0.52,0.47,0.52,0.47,0.53,0.5,0.45,0.47,0.49,0.52,0.48,0.49,0.44,0.5,0.49,0.42,0.43,0.43,0.39,0.39,0.4,0.39,0.38,0.34,0.34,0.35,0.4,0.35,0.31,0.35,0.37,0.33,0.37,0.3,0.33,0.29,0.3,0.31,0.3,0.29,0.33,0.27,0.32,0.27,0.27,0.3,0.25,0.29,0.32,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.25,0.2,0.23,0.19,0.21,0.21,0.23,0.22,0.21,0.21,0.22,0.19,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.2,0.18,0.15,0.2,0.19,0.15,0.19,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.16,0.14,0.15,0.21,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.14,0.14,0.12,0.16,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.09,0.0,0.1,0.0,0.0,0.1,0.0,0.0,76.91000000000001
09/09/2021,5.78,5.41,3.55,2.15,2.06,1.97,1.27,1.36,1.35,1.15,1.1,0.91,0.95,0.81,0.84,0.84,0.71,0.78,0.74,0.76,0.67,0.55,0.62,0.55,0.62,0.52,0.6,0.62,0.55,0.52,0.47,0.52,0.47,0.53,0.5,0.45,0.47,0.49,0.52,0.48,0.49,0.44,0.5,0.49,0.42,0.43,0.43,0.39,0.39,0.4,0.39,0.38,0.34,0.34,0.35,0.4,0.35,0.31,0.35,0.37,0.33,0.37,0.3,0.33,0.29,0.3,0.31,0.3,0.29,0.33,0.27,0.32,0.27,0.27,0.3,0.25,0.29,0.32,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.25,0.2,0.23,0.19,0.21,0.21,0.23,0.22,0.21,0.21,0.22,0.19,0.2,0.18,0.18,0.19,0.18,0.17,0.18,0.2,0.18,0.15,0.2,0.19,0.15,0.19,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.16,0.14,0.15,0.21,0.17,0.17,0.15,0.16,0.15,0.13,0.14,0.15,0.13,0.16,0.12,0.14,0.11,0.14,0.14,0.12,0.16,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.11,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.1,0.09,0.0,0.1,0.0,0.0,0.1,0.0,0.0,76.91000000000001
09/10/2021,5.89,5.41,3.6,2.19,2.08,1.98,1.26,1.36,1.39,1.15,1.09,0.92,0.95,0.82,0.84,0.84,0.72,0.8,0.75,0.76,0.66,0.55,0.64,0.54,0.61,0.52,0.6,0.62,0.55,0.52,0.47,0.51,0.46,0.53,0.5,0.45,0.46,0.48,0.52,0.48,0.49,0.44,0.5,0.49,0.42,0.42,0.43,0.39,0.38,0.4,0.39,0.37,0.34,0.34,0.35,0.4,0.35,0.3,0.35,0.37,0.33,0.38,0.3,0.33,0.28,0.3,0.31,0.29,0.29,0.33,0.27,0.32,0.26,0.27,0.31,0.25,0.28,0.31,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.2,0.23,0.19,0.2,0.2,0.23,0.22,0.21,0.2,0.21,0.19,0.2,0.18,0.18,0.2,0.18,0.17,0.17,0.19,0.18,0.15,0.2,0.19,0.15,0.19,0.18,0.18,0.17,0.15,0.16,0.15,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.14,0.16,0.21,0.17,0.17,0.15,0.16,0.15,0.13,0.13,0.15,0.13,0.16,0.12,0.14,0.11,0.14,0.14,0.12,0.16,0.12,0.12,0.13,0.14,0.12,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.09,0.11,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.32,0.1,0.0,0.1,0.09,0.0,0.1,0.0,0.0,0.1,0.0,0.0,77.03000000000002
09/13/2021,5.82,5.39,3.59,2.18,2.08,1.99,1.27,1.33,1.4,1.16,1.07,0.93,0.94,0.81,0.85,0.85,0.74,0.81,0.75,0.76,0.66,0.55,0.64,0.54,0.61,0.52,0.6,0.62,0.55,0.52,0.47,0.52,0.46,0.54,0.5,0.45,0.45,0.48,0.52,0.48,0.46,0.44,0.5,0.5,0.42,0.43,0.43,0.39,0.39,0.39,0.39,0.37,0.33,0.34,0.34,0.41,0.35,0.3,0.35,0.37,0.34,0.38,0.3,0.33,0.29,0.3,0.31,0.29,0.29,0.33,0.27,0.31,0.26,0.27,0.3,0.25,0.28,0.31,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.2,0.23,0.19,0.2,0.2,0.23,0.22,0.21,0.2,0.21,0.19,0.2,0.18,0.18,0.2,0.18,0.17,0.17,0.2,0.18,0.15,0.2,0.18,0.15,0.2,0.18,0.18,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.14,0.16,0.22,0.17,0.16,0.15,0.16,0.15,0.13,0.13,0.14,0.13,0.16,0.12,0.14,0.12,0.14,0.14,0.12,0.16,0.12,0.11,0.12,0.14,0.12,0.11,0.12,0.13,0.09,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.0,0.1,0.13,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.33,0.1,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,77.0
09/14/2021,5.67,5.4,3.6,2.2,2.06,1.96,1.27,1.36,1.38,1.15,1.07,0.92,0.92,0.81,0.85,0.85,0.74,0.81,0.74,0.76,0.66,0.55,0.64,0.55,0.6,0.53,0.59,0.62,0.55,0.52,0.47,0.52,0.46,0.54,0.51,0.45,0.45,0.48,0.53,0.49,0.46,0.45,0.51,0.5,0.43,0.43,0.43,0.39,0.39,0.39,0.39,0.37,0.34,0.34,0.34,0.4,0.35,0.3,0.35,0.38,0.34,0.38,0.3,0.33,0.28,0.3,0.31,0.29,0.29,0.33,0.27,0.31,0.26,0.27,0.29,0.25,0.28,0.31,0.26,0.26,0.26,0.26,0.21,0.21,0.24,0.24,0.2,0.23,0.19,0.21,0.2,0.23,0.22,0.21,0.2,0.22,0.19,0.2,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.18,0.15,0.2,0.18,0.15,0.2,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.14,0.16,0.22,0.16,0.17,0.15,0.16,0.15,0.12,0.13,0.15,0.13,0.17,0.12,0.14,0.12,0.15,0.14,0.12,0.16,0.12,0.11,0.13,0.14,0.12,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.09,0.0,0.1,0.13,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.13,0.0,0.0,0.0,0.33,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.09,0.0,0.0,76.89
09/15/2021,5.68,5.41,3.61,2.2,2.06,1.96,1.27,1.36,1.38,1.15,1.07,0.92,0.92,0.81,0.85,0.85,0.74,0.81,0.74,0.76,0.66,0.56,0.64,0.55,0.6,0.53,0.6,0.62,0.56,0.52,0.47,0.52,0.46,0.54,0.51,0.45,0.45,0.48,0.53,0.49,0.46,0.45,0.51,0.5,0.43,0.43,0.43,0.39,0.39,0.39,0.39,0.37,0.34,0.34,0.34,0.4,0.35,0.3,0.35,0.38,0.34,0.38,0.3,0.33,0.28,0.3,0.31,0.29,0.29,0.33,0.27,0.31,0.26,0.27,0.29,0.25,0.28,0.31,0.26,0.26,0.26,0.26,0.21,0.21,0.24,0.24,0.2,0.23,0.19,0.21,0.2,0.23,0.22,0.21,0.2,0.22,0.19,0.2,0.17,0.18,0.2,0.19,0.17,0.17,0.19,0.18,0.15,0.2,0.18,0.15,0.2,0.18,0.19,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.14,0.16,0.22,0.16,0.17,0.15,0.16,0.15,0.12,0.13,0.15,0.13,0.17,0.12,0.14,0.12,0.15,0.14,0.12,0.16,0.12,0.11,0.13,0.14,0.12,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.09,0.0,0.1,0.13,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.33,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.09,0.0,0.0,76.95
09/16/2021,5.69,5.42,3.59,2.18,2.07,1.98,1.28,1.34,1.39,1.17,1.06,0.92,0.95,0.8,0.86,0.86,0.74,0.81,0.75,0.75,0.66,0.57,0.63,0.55,0.59,0.54,0.6,0.6,0.54,0.53,0.48,0.52,0.46,0.53,0.49,0.46,0.45,0.48,0.52,0.49,0.46,0.46,0.49,0.49,0.43,0.44,0.42,0.39,0.39,0.39,0.39,0.37,0.34,0.34,0.34,0.4,0.36,0.3,0.35,0.37,0.34,0.38,0.31,0.33,0.29,0.31,0.31,0.3,0.29,0.33,0.27,0.31,0.26,0.28,0.29,0.26,0.28,0.3,0.26,0.27,0.26,0.26,0.22,0.21,0.24,0.24,0.2,0.23,0.19,0.21,0.21,0.23,0.22,0.21,0.2,0.22,0.18,0.2,0.18,0.19,0.2,0.19,0.17,0.17,0.19,0.18,0.15,0.2,0.18,0.16,0.2,0.18,0.18,0.18,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.15,0.15,0.23,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.13,0.17,0.12,0.14,0.12,0.15,0.14,0.11,0.16,0.12,0.11,0.12,0.14,0.12,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.09,0.13,0.0,0.12,0.11,0.11,0.1,0.0,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.12,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.31,0.1,0.0,0.1,0.0,0.0,0.1,0.13,0.0,0.09,0.0,0.0,76.98000000000002
09/17/2021,5.67,5.5,3.6,2.19,2.09,1.99,1.28,1.35,1.4,1.16,1.06,0.92,0.95,0.81,0.86,0.86,0.74,0.81,0.73,0.75,0.62,0.56,0.62,0.55,0.6,0.54,0.6,0.61,0.55,0.53,0.48,0.52,0.46,0.54,0.5,0.45,0.45,0.48,0.53,0.5,0.45,0.46,0.5,0.49,0.44,0.44,0.43,0.39,0.38,0.39,0.39,0.37,0.34,0.33,0.34,0.41,0.35,0.3,0.35,0.38,0.34,0.37,0.3,0.33,0.29,0.31,0.31,0.29,0.29,0.33,0.27,0.31,0.26,0.27,0.3,0.25,0.27,0.31,0.25,0.27,0.25,0.27,0.22,0.21,0.24,0.24,0.2,0.23,0.19,0.21,0.21,0.22,0.22,0.21,0.2,0.22,0.18,0.2,0.17,0.19,0.2,0.19,0.17,0.17,0.19,0.18,0.15,0.2,0.18,0.16,0.2,0.18,0.18,0.17,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.15,0.15,0.15,0.16,0.23,0.16,0.16,0.15,0.15,0.15,0.13,0.13,0.14,0.13,0.16,0.12,0.14,0.12,0.15,0.14,0.12,0.16,0.12,0.11,0.12,0.14,0.12,0.11,0.12,0.13,0.1,0.13,0.12,0.12,0.12,0.11,0.12,0.13,0.13,0.11,0.1,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.0,0.13,0.0,0.12,0.11,0.11,0.1,0.0,0.1,0.12,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.09,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.32,0.1,0.0,0.1,0.1,0.0,0.1,0.13,0.0,0.1,0.0,0.0,77.04
09/20/2021,5.65,5.56,3.61,2.16,2.09,1.99,1.27,1.34,1.41,1.15,1.05,0.92,0.95,0.8,0.86,0.85,0.73,0.8,0.74,0.77,0.63,0.57,0.63,0.55,0.61,0.54,0.59,0.6,0.55,0.52,0.48,0.52,0.46,0.53,0.49,0.45,0.44,0.48,0.53,0.5,0.44,0.46,0.5,0.49,0.44,0.44,0.43,0.38,0.38,0.39,0.39,0.37,0.34,0.33,0.33,0.4,0.35,0.3,0.36,0.38,0.33,0.37,0.31,0.32,0.29,0.32,0.3,0.29,0.3,0.33,0.27,0.31,0.25,0.27,0.3,0.26,0.27,0.31,0.26,0.27,0.25,0.27,0.22,0.2,0.23,0.24,0.2,0.23,0.19,0.21,0.21,0.22,0.22,0.21,0.2,0.22,0.18,0.21,0.17,0.19,0.2,0.19,0.16,0.17,0.19,0.18,0.15,0.2,0.18,0.16,0.2,0.18,0.18,0.18,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.16,0.15,0.14,0.16,0.23,0.16,0.17,0.15,0.15,0.14,0.12,0.13,0.14,0.12,0.17,0.13,0.14,0.12,0.15,0.14,0.12,0.16,0.12,0.11,0.12,0.14,0.12,0.11,0.12,0.13,0.1,0.14,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.12,0.11,0.11,0.12,0.13,0.11,0.11,0.1,0.13,0.0,0.12,0.11,0.1,0.1,0.0,0.1,0.13,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.32,0.1,0.0,0.1,0.0,0.0,0.1,0.15,0.0,0.1,0.0,0.0,77.02000000000001
09/21/2021,5.59,5.5,3.62,2.13,2.06,1.96,1.28,1.33,1.43,1.16,1.06,0.91,0.97,0.79,0.87,0.86,0.73,0.81,0.75,0.76,0.64,0.57,0.64,0.55,0.61,0.54,0.59,0.6,0.55,0.51,0.48,0.52,0.46,0.57,0.49,0.46,0.44,0.48,0.52,0.5,0.45,0.47,0.5,0.49,0.44,0.44,0.43,0.37,0.38,0.39,0.39,0.37,0.34,0.33,0.33,0.39,0.36,0.31,0.36,0.37,0.33,0.37,0.31,0.32,0.29,0.32,0.3,0.29,0.3,0.33,0.26,0.31,0.25,0.27,0.3,0.26,0.27,0.31,0.26,0.27,0.25,0.26,0.22,0.2,0.23,0.24,0.2,0.23,0.19,0.21,0.21,0.22,0.22,0.21,0.2,0.22,0.18,0.21,0.17,0.2,0.2,0.19,0.17,0.17,0.19,0.18,0.15,0.2,0.19,0.16,0.19,0.19,0.18,0.18,0.15,0.16,0.16,0.15,0.17,0.18,0.16,0.17,0.16,0.15,0.14,0.16,0.23,0.16,0.17,0.15,0.15,0.14,0.13,0.13,0.14,0.13,0.17,0.13,0.14,0.12,0.15,0.14,0.12,0.16,0.13,0.11,0.12,0.13,0.12,0.11,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.11,0.11,0.13,0.13,0.12,0.1,0.11,0.11,0.11,0.12,0.13,0.11,0.11,0.1,0.13,0.0,0.12,0.11,0.1,0.1,0.0,0.1,0.13,0.1,0.11,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.1,0.0,0.11,0.0,0.1,0.11,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.16,0.0,0.0,0.0,0.32,0.1,0.0,0.1,0.0,0.0,0.1,0.11,0.0,0.1,0.0,0.0,77.00000000000001
