,MSFT,AAPL,JNJ,FB,V,UNH,MA,NVDA,GOOG,ADBE,LLY,WMT,ACN,MRK,GOOGL,INTC,CSCO,TXN,PYPL,TGT,JPM,BRK.B,VZ,COST,T,BAC,REGN,AMGN,AMZN,PEP,TMUS,ADP,KR,PG,PAYX,INTU,LMT,NEE,CMCSA,PSA,GILD,HSY,WM,BLK,HD,ORCL,PFE,C,DIS,AMAT,MDT,DHR,MMM,WFC,ZTS,MCD,NEM,RSG,EA,PGR,AON,VRTX,WCN.TO,DUK,XOM,ATVI,TYL,SO,APH,MSI,LRCX,ALL,ISRG,XEL,CVX,MMC,ANTM,ED,KEYS,SBUX,ODFL,CVS,HRL,TTWO,GNRC,IBM,FISV,CTSH,ITW,BIIB,EXPD,DG,CME,CHRW,GM,AJG,JKHY,IDXX,ICE,MDLZ,CCI,CTXS,FIS,SHW,STATE STREET INSTITUTIONAL LIQ STATE STR,CLX,GS,EBAY,HON,NKE,EW,WEC,EMR,CHTR,ILMN,AKAM,ZM,AZO,BMY,MCO,ABT,BAX,TROW,AVGO,ADSK,KLAC,GRMN,CHD,AEP,BR,F,MS,BKI,D,COO,LBRDK,AFL,ALGN,CI,RTX,WU,VEEV,EPAM,MRNA,FTNT,BRO,MU,LULU,DE,EXR,PM,ALXN,NWSA,A,K,PNC,UPS,CL,TFC,BDX,ORLY,HZNP,CMI,USB,ROK,BIO,WST,APD,AMT,MNST,CDNS,TRV,DHI,KMB,MCK,ABBV,BBY,NFLX,COF,INCY,PTON,XLNX,LIN,SWKS,KO,MPC,VRSN,CB,CTAS,RMD,AMP,TMO,GE,HUM,ANET,FAST,DLTR,SAM,VRSK,COP,CBOE,State Street Instl Liquid Reserves Prem,SIVB,ES,ZS,CPRT,NET,MO,GEN.,UHAL,GE.,MET,n/a,LOW,SSIXX,WBA,EXC,AIG,SUM
09/02/2021,3.26,3.05,2.26,2.34,1.82,1.82,1.56,1.81,1.83,1.73,1.44,1.36,1.38,1.22,1.38,1.11,1.29,1.06,1.02,0.89,0.87,0.85,0.79,0.85,0.68,0.72,0.8,0.62,0.58,0.63,0.56,0.58,0.68,0.58,0.56,0.59,0.5,0.59,0.54,0.54,0.55,0.52,0.55,0.53,0.51,0.53,0.58,0.5,0.49,0.47,0.49,0.54,0.45,0.5,0.47,0.45,0.4,0.48,0.43,0.42,0.51,0.42,0.45,0.44,0.37,0.34,0.38,0.39,0.4,0.39,0.34,0.35,0.38,0.35,0.3,0.34,0.29,0.31,0.35,0.3,0.34,0.31,0.27,0.26,0.29,0.28,0.3,0.3,0.28,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.25,0.24,0.21,0.21,0.26,0.0,0.21,0.25,0.25,0.23,0.23,0.24,0.23,0.23,0.24,0.2,0.2,0.18,0.21,0.2,0.21,0.21,0.19,0.22,0.21,0.21,0.21,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.17,0.2,0.26,0.21,0.18,0.14,0.18,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.17,0.14,0.15,0.16,0.17,0.17,0.13,0.14,0.15,0.16,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.11,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.13,0.0,0.0,0.13,0.0,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.39
09/03/2021,3.25,3.03,2.26,2.34,1.81,1.82,1.53,1.79,1.84,1.73,1.42,1.37,1.39,1.22,1.39,1.12,1.29,1.06,1.02,0.88,0.87,0.85,0.79,0.85,0.69,0.72,0.8,0.62,0.59,0.63,0.55,0.58,0.68,0.58,0.57,0.6,0.5,0.59,0.55,0.55,0.56,0.52,0.55,0.53,0.51,0.53,0.57,0.51,0.5,0.47,0.49,0.54,0.45,0.47,0.47,0.45,0.4,0.48,0.44,0.42,0.51,0.42,0.45,0.44,0.36,0.35,0.39,0.4,0.4,0.39,0.34,0.35,0.38,0.35,0.3,0.34,0.3,0.31,0.35,0.3,0.33,0.31,0.28,0.27,0.29,0.28,0.3,0.3,0.28,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.25,0.24,0.22,0.21,0.26,0.0,0.21,0.26,0.25,0.23,0.22,0.24,0.23,0.24,0.24,0.2,0.2,0.15,0.21,0.2,0.21,0.21,0.19,0.22,0.21,0.21,0.21,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.2,0.19,0.2,0.15,0.17,0.16,0.17,0.2,0.27,0.21,0.18,0.14,0.17,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.16,0.15,0.15,0.16,0.14,0.15,0.16,0.17,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.12,0.0,0.13,0.13,0.12,0.13,0.12,0.11,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.11,0.12,0.13,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.46
09/06/2021,3.23,3.05,2.27,2.3,1.76,1.84,1.51,1.78,1.81,1.72,1.43,1.37,1.4,1.23,1.37,1.11,1.29,1.05,1.01,0.87,0.87,0.84,0.79,0.85,0.69,0.7,0.8,0.62,0.59,0.63,0.55,0.57,0.7,0.58,0.56,0.59,0.49,0.6,0.56,0.56,0.55,0.52,0.55,0.53,0.51,0.53,0.58,0.5,0.5,0.47,0.49,0.55,0.45,0.46,0.48,0.46,0.41,0.49,0.44,0.42,0.52,0.42,0.45,0.44,0.37,0.34,0.39,0.4,0.4,0.39,0.34,0.35,0.38,0.35,0.3,0.35,0.3,0.32,0.35,0.3,0.35,0.31,0.26,0.27,0.3,0.28,0.3,0.31,0.28,0.26,0.26,0.27,0.25,0.25,0.22,0.26,0.27,0.26,0.25,0.24,0.24,0.22,0.21,0.26,0.0,0.22,0.25,0.25,0.23,0.22,0.25,0.23,0.24,0.24,0.21,0.2,0.15,0.2,0.2,0.21,0.22,0.2,0.22,0.21,0.19,0.21,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.2,0.19,0.21,0.16,0.17,0.16,0.16,0.2,0.28,0.21,0.18,0.14,0.17,0.17,0.17,0.17,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.14,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.12,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.38
09/07/2021,3.23,3.07,2.28,2.31,1.77,1.84,1.5,1.82,1.82,1.73,1.43,1.37,1.41,1.23,1.37,1.1,1.29,1.05,1.02,0.87,0.86,0.84,0.79,0.86,0.69,0.7,0.8,0.62,0.59,0.63,0.55,0.57,0.69,0.58,0.56,0.59,0.49,0.6,0.56,0.56,0.55,0.52,0.55,0.52,0.52,0.53,0.58,0.5,0.49,0.47,0.49,0.55,0.45,0.46,0.48,0.45,0.41,0.48,0.44,0.42,0.52,0.41,0.45,0.44,0.37,0.34,0.39,0.4,0.4,0.39,0.34,0.35,0.38,0.35,0.3,0.35,0.3,0.31,0.35,0.3,0.35,0.32,0.26,0.26,0.3,0.28,0.3,0.3,0.28,0.25,0.26,0.27,0.24,0.25,0.22,0.26,0.27,0.26,0.26,0.24,0.24,0.21,0.2,0.26,0.0,0.22,0.25,0.25,0.23,0.22,0.25,0.23,0.23,0.24,0.21,0.2,0.15,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.19,0.21,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.18,0.2,0.16,0.16,0.16,0.16,0.21,0.29,0.21,0.18,0.14,0.17,0.18,0.18,0.17,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.15,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.11,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.14,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,86.38999999999999
09/08/2021,3.23,3.07,2.28,2.31,1.77,1.84,1.5,1.82,1.82,1.73,1.43,1.37,1.41,1.23,1.37,1.1,1.29,1.05,1.02,0.87,0.86,0.84,0.79,0.86,0.69,0.7,0.8,0.62,0.59,0.63,0.55,0.57,0.69,0.58,0.56,0.59,0.49,0.6,0.56,0.56,0.55,0.52,0.55,0.52,0.52,0.53,0.58,0.5,0.49,0.47,0.49,0.55,0.45,0.46,0.48,0.45,0.41,0.48,0.44,0.42,0.52,0.41,0.46,0.44,0.37,0.34,0.39,0.4,0.4,0.39,0.34,0.35,0.38,0.35,0.3,0.35,0.3,0.31,0.35,0.3,0.35,0.32,0.26,0.26,0.3,0.28,0.3,0.3,0.28,0.25,0.26,0.27,0.24,0.25,0.22,0.26,0.27,0.26,0.26,0.24,0.24,0.21,0.2,0.26,0.0,0.22,0.25,0.25,0.23,0.22,0.25,0.23,0.23,0.24,0.21,0.2,0.15,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.19,0.21,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.18,0.2,0.16,0.16,0.16,0.16,0.21,0.29,0.21,0.18,0.14,0.17,0.18,0.18,0.17,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.15,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.11,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.14,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,86.4
09/09/2021,3.23,3.07,2.28,2.31,1.77,1.84,1.5,1.82,1.82,1.73,1.43,1.37,1.41,1.23,1.37,1.1,1.29,1.05,1.02,0.87,0.86,0.84,0.79,0.86,0.69,0.7,0.8,0.62,0.59,0.63,0.55,0.57,0.69,0.58,0.56,0.59,0.49,0.6,0.56,0.56,0.55,0.52,0.55,0.52,0.52,0.53,0.58,0.5,0.49,0.47,0.49,0.55,0.45,0.46,0.48,0.45,0.41,0.48,0.44,0.42,0.52,0.41,0.46,0.44,0.37,0.34,0.39,0.4,0.4,0.39,0.34,0.35,0.38,0.35,0.3,0.35,0.3,0.31,0.35,0.3,0.35,0.32,0.26,0.26,0.3,0.28,0.3,0.3,0.28,0.25,0.26,0.27,0.24,0.25,0.22,0.26,0.27,0.26,0.26,0.24,0.24,0.21,0.2,0.26,0.0,0.22,0.25,0.25,0.23,0.22,0.25,0.23,0.23,0.24,0.21,0.2,0.15,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.19,0.21,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.18,0.2,0.16,0.16,0.16,0.16,0.21,0.29,0.21,0.18,0.14,0.17,0.18,0.18,0.17,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.15,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.11,0.0,0.13,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.14,0.0,0.13,0.12,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,86.4
09/10/2021,3.24,3.13,2.26,2.36,1.79,1.85,1.53,1.81,1.84,1.73,1.41,1.36,1.41,1.22,1.39,1.11,1.29,1.06,1.04,0.87,0.86,0.83,0.79,0.86,0.69,0.71,0.79,0.61,0.6,0.62,0.54,0.56,0.68,0.59,0.55,0.59,0.49,0.6,0.55,0.56,0.55,0.51,0.55,0.52,0.52,0.53,0.58,0.5,0.51,0.48,0.5,0.55,0.43,0.46,0.48,0.45,0.41,0.48,0.44,0.41,0.52,0.4,0.45,0.43,0.37,0.33,0.39,0.4,0.4,0.39,0.33,0.35,0.39,0.34,0.3,0.35,0.3,0.31,0.35,0.3,0.35,0.31,0.26,0.26,0.29,0.28,0.3,0.3,0.27,0.25,0.26,0.27,0.24,0.25,0.22,0.26,0.27,0.26,0.25,0.24,0.24,0.22,0.21,0.26,0.0,0.22,0.25,0.25,0.22,0.22,0.25,0.23,0.23,0.24,0.21,0.2,0.16,0.2,0.2,0.21,0.22,0.21,0.21,0.21,0.19,0.21,0.23,0.19,0.2,0.19,0.17,0.21,0.17,0.19,0.2,0.19,0.18,0.2,0.16,0.16,0.16,0.16,0.2,0.31,0.21,0.18,0.14,0.17,0.17,0.18,0.17,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.14,0.14,0.16,0.17,0.18,0.13,0.15,0.14,0.16,0.14,0.14,0.14,0.14,0.12,0.13,0.15,0.13,0.0,0.0,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.14,0.0,0.13,0.12,0.0,0.11,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,86.44
09/13/2021,3.22,3.1,2.21,2.35,1.81,1.83,1.57,1.78,1.85,1.74,1.33,1.36,1.42,1.19,1.39,1.11,1.29,1.06,1.03,0.88,0.87,0.84,0.79,0.87,0.69,0.71,0.77,0.6,0.6,0.63,0.53,0.57,0.69,0.59,0.55,0.6,0.49,0.61,0.55,0.56,0.54,0.52,0.55,0.52,0.52,0.53,0.58,0.5,0.51,0.47,0.5,0.55,0.43,0.46,0.48,0.46,0.4,0.48,0.43,0.41,0.53,0.4,0.46,0.44,0.36,0.33,0.38,0.41,0.4,0.39,0.34,0.35,0.39,0.35,0.3,0.35,0.3,0.32,0.35,0.31,0.34,0.31,0.26,0.26,0.3,0.28,0.3,0.31,0.27,0.23,0.26,0.27,0.24,0.25,0.22,0.26,0.27,0.26,0.26,0.24,0.24,0.23,0.21,0.26,0.0,0.22,0.25,0.24,0.23,0.22,0.25,0.23,0.23,0.23,0.21,0.2,0.15,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.19,0.22,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.21,0.15,0.17,0.16,0.16,0.2,0.33,0.21,0.18,0.14,0.18,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.0,0.0,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.14,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,86.35
09/14/2021,3.22,3.1,2.21,2.35,1.81,1.83,1.57,1.78,1.85,1.74,1.33,1.36,1.42,1.19,1.39,1.11,1.29,1.06,1.03,0.88,0.87,0.84,0.79,0.87,0.69,0.71,0.77,0.6,0.6,0.63,0.53,0.57,0.69,0.59,0.55,0.6,0.49,0.61,0.55,0.56,0.54,0.52,0.55,0.52,0.52,0.53,0.58,0.5,0.51,0.47,0.5,0.55,0.43,0.46,0.48,0.46,0.4,0.48,0.43,0.41,0.53,0.4,0.46,0.44,0.36,0.33,0.38,0.41,0.4,0.39,0.34,0.35,0.39,0.35,0.3,0.35,0.3,0.32,0.35,0.31,0.34,0.31,0.26,0.26,0.3,0.28,0.3,0.31,0.27,0.23,0.26,0.27,0.24,0.25,0.22,0.26,0.27,0.26,0.26,0.24,0.24,0.23,0.21,0.26,0.0,0.22,0.25,0.24,0.23,0.22,0.25,0.23,0.23,0.23,0.21,0.2,0.15,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.19,0.22,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.19,0.19,0.21,0.15,0.17,0.16,0.16,0.2,0.33,0.21,0.18,0.14,0.18,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.0,0.0,0.13,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.14,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,86.35
09/15/2021,3.23,3.01,2.21,2.36,1.8,1.79,1.56,1.82,1.82,1.74,1.34,1.37,1.43,1.19,1.37,1.13,1.28,1.08,1.02,0.88,0.86,0.84,0.79,0.88,0.69,0.7,0.78,0.6,0.6,0.63,0.54,0.56,0.64,0.6,0.55,0.61,0.49,0.6,0.55,0.56,0.55,0.52,0.56,0.52,0.53,0.54,0.58,0.5,0.51,0.48,0.49,0.55,0.43,0.47,0.48,0.46,0.4,0.49,0.45,0.41,0.53,0.4,0.47,0.44,0.37,0.34,0.38,0.4,0.4,0.39,0.34,0.35,0.37,0.35,0.3,0.36,0.29,0.31,0.35,0.31,0.34,0.31,0.26,0.26,0.3,0.28,0.29,0.31,0.27,0.23,0.26,0.26,0.24,0.25,0.22,0.26,0.26,0.26,0.26,0.24,0.23,0.23,0.21,0.26,0.0,0.22,0.25,0.24,0.23,0.23,0.25,0.23,0.23,0.23,0.21,0.2,0.16,0.21,0.2,0.21,0.22,0.2,0.21,0.21,0.19,0.22,0.23,0.19,0.2,0.2,0.17,0.22,0.17,0.19,0.2,0.19,0.18,0.21,0.15,0.17,0.16,0.16,0.2,0.32,0.21,0.18,0.15,0.19,0.17,0.17,0.17,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.17,0.14,0.14,0.16,0.18,0.18,0.13,0.15,0.15,0.17,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.0,0.12,0.14,0.13,0.12,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.12,0.13,0.0,0.12,0.12,0.0,0.11,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,86.34
09/16/2021,3.24,3.02,2.19,2.35,1.8,1.83,1.56,1.79,1.84,1.7,1.33,1.36,1.42,1.19,1.38,1.15,1.28,1.09,1.01,0.88,0.88,0.84,0.8,0.87,0.7,0.71,0.77,0.61,0.6,0.63,0.53,0.56,0.64,0.6,0.55,0.6,0.49,0.6,0.55,0.55,0.55,0.52,0.56,0.52,0.53,0.53,0.56,0.5,0.51,0.49,0.49,0.54,0.44,0.48,0.48,0.47,0.4,0.49,0.44,0.41,0.53,0.41,0.46,0.43,0.37,0.33,0.38,0.4,0.4,0.39,0.35,0.35,0.37,0.34,0.3,0.35,0.3,0.31,0.35,0.31,0.34,0.31,0.26,0.26,0.29,0.28,0.29,0.31,0.27,0.23,0.27,0.26,0.24,0.25,0.23,0.26,0.26,0.25,0.25,0.24,0.24,0.23,0.21,0.26,0.0,0.22,0.26,0.24,0.23,0.22,0.25,0.23,0.22,0.24,0.2,0.2,0.15,0.21,0.19,0.21,0.22,0.2,0.21,0.21,0.19,0.22,0.23,0.19,0.2,0.2,0.17,0.22,0.17,0.19,0.2,0.19,0.19,0.2,0.15,0.17,0.16,0.16,0.2,0.3,0.2,0.18,0.15,0.18,0.17,0.17,0.16,0.0,0.13,0.18,0.15,0.16,0.14,0.14,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.17,0.17,0.13,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.0,0.0,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.0,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.13,0.11,0.13,0.0,0.12,0.12,0.0,0.12,0.0,0.0,0.14,0.0,0.0,0.0,0.12,0.0,86.24000000000001
09/17/2021,3.29,3.01,2.19,2.36,1.79,1.84,1.56,1.81,1.85,1.71,1.31,1.36,1.43,1.18,1.39,1.15,1.29,1.11,1.02,0.88,0.87,0.84,0.8,0.87,0.7,0.7,0.78,0.61,0.6,0.64,0.53,0.56,0.63,0.6,0.55,0.61,0.49,0.6,0.52,0.55,0.55,0.52,0.56,0.51,0.53,0.52,0.57,0.49,0.51,0.5,0.49,0.55,0.43,0.49,0.47,0.47,0.4,0.49,0.45,0.41,0.53,0.4,0.46,0.43,0.37,0.33,0.38,0.4,0.41,0.39,0.34,0.35,0.38,0.34,0.3,0.35,0.29,0.31,0.35,0.31,0.34,0.31,0.26,0.26,0.29,0.28,0.28,0.31,0.27,0.23,0.27,0.26,0.24,0.26,0.23,0.27,0.26,0.26,0.26,0.24,0.24,0.23,0.21,0.26,0.0,0.22,0.25,0.24,0.23,0.22,0.25,0.23,0.22,0.23,0.2,0.2,0.15,0.21,0.19,0.21,0.22,0.21,0.21,0.21,0.19,0.22,0.23,0.19,0.2,0.2,0.17,0.21,0.17,0.19,0.2,0.18,0.18,0.2,0.15,0.17,0.16,0.16,0.2,0.31,0.2,0.18,0.15,0.18,0.16,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.16,0.15,0.16,0.14,0.15,0.16,0.18,0.18,0.13,0.15,0.15,0.16,0.14,0.13,0.14,0.14,0.12,0.13,0.14,0.13,0.0,0.0,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.15,0.13,0.13,0.12,0.0,0.11,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.0,0.12,0.0,0.0,0.14,0.11,0.0,0.0,0.12,0.0,86.30000000000001
09/20/2021,3.33,3.01,2.19,2.33,1.8,1.85,1.56,1.8,1.85,1.76,1.29,1.36,1.43,1.17,1.39,1.15,1.27,1.11,1.02,0.89,0.87,0.84,0.79,0.87,0.7,0.71,0.78,0.61,0.6,0.63,0.53,0.56,0.61,0.59,0.55,0.61,0.48,0.6,0.53,0.55,0.55,0.52,0.56,0.5,0.53,0.52,0.56,0.5,0.51,0.51,0.49,0.54,0.43,0.49,0.47,0.47,0.39,0.49,0.42,0.41,0.53,0.4,0.45,0.43,0.38,0.34,0.38,0.4,0.41,0.39,0.35,0.35,0.38,0.33,0.3,0.35,0.3,0.31,0.35,0.3,0.34,0.31,0.26,0.25,0.29,0.28,0.28,0.31,0.27,0.23,0.27,0.27,0.24,0.26,0.23,0.27,0.27,0.26,0.26,0.24,0.24,0.24,0.21,0.26,0.0,0.22,0.25,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.2,0.2,0.15,0.22,0.19,0.21,0.22,0.21,0.21,0.22,0.2,0.23,0.22,0.19,0.19,0.2,0.17,0.21,0.17,0.19,0.2,0.18,0.18,0.21,0.15,0.17,0.16,0.16,0.2,0.32,0.2,0.18,0.15,0.19,0.16,0.17,0.16,0.0,0.13,0.18,0.15,0.15,0.14,0.14,0.15,0.16,0.16,0.17,0.14,0.15,0.16,0.17,0.18,0.13,0.15,0.15,0.17,0.14,0.13,0.14,0.15,0.12,0.13,0.14,0.13,0.0,0.0,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.13,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.13,0.0,0.13,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.0,0.0,0.11,0.0,86.36999999999999
09/21/2021,3.3,2.98,2.2,2.3,1.79,1.88,1.55,1.79,1.83,1.74,1.3,1.37,1.41,1.18,1.38,1.15,1.27,1.12,1.0,0.9,0.87,0.84,0.8,0.87,0.7,0.71,0.79,0.62,0.6,0.63,0.53,0.56,0.62,0.6,0.55,0.61,0.48,0.58,0.53,0.54,0.56,0.53,0.56,0.5,0.54,0.52,0.56,0.51,0.51,0.5,0.49,0.55,0.43,0.49,0.46,0.47,0.39,0.49,0.41,0.41,0.53,0.4,0.45,0.43,0.38,0.34,0.38,0.39,0.41,0.38,0.35,0.35,0.38,0.33,0.3,0.35,0.31,0.31,0.35,0.3,0.34,0.32,0.26,0.26,0.29,0.28,0.29,0.31,0.27,0.23,0.26,0.27,0.24,0.25,0.23,0.27,0.27,0.26,0.26,0.25,0.24,0.24,0.21,0.26,0.0,0.22,0.25,0.25,0.22,0.22,0.25,0.22,0.22,0.23,0.2,0.2,0.15,0.22,0.19,0.21,0.22,0.21,0.21,0.22,0.2,0.23,0.22,0.19,0.19,0.2,0.18,0.21,0.17,0.19,0.2,0.19,0.18,0.21,0.15,0.17,0.16,0.16,0.2,0.31,0.2,0.18,0.15,0.19,0.16,0.17,0.16,0.0,0.14,0.18,0.15,0.15,0.14,0.14,0.16,0.16,0.15,0.17,0.14,0.15,0.16,0.17,0.18,0.13,0.15,0.15,0.16,0.14,0.14,0.14,0.15,0.12,0.13,0.14,0.13,0.12,0.0,0.14,0.14,0.12,0.13,0.12,0.12,0.14,0.13,0.14,0.13,0.14,0.12,0.0,0.12,0.12,0.0,0.0,0.13,0.0,0.12,0.0,0.13,0.0,0.14,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.16,0.0,0.12,0.0,86.35999999999999
