,AAPL,MSFT,GOOGL,AMZN,TSLA,FB,NVDA,UNH,HD,PFE,CSCO,AVGO,COST,PEP,ADBE,NFLX,ABBV,INTC,CMCSA,PYPL,QCOM,SCHW,LOW,AMD,TXN,INTU,SPGI,ANTM,ZTS,CSX,CME,ICE,SBNY,HPE,HUM,CF,HLT,BK,MAR,STX,ABC,VRTX,HST,MDLZ,BAX,KIM,TDG,CHRW,BEN,PFG,NTAP,REG,EVRG,LNT,LYV,GD,TER,GWW,HCA,TSCO,EXR,AEE,UDR,BKNG,AKAM,BR,ADP,VRSN,STE,EQIX,NDAQ,EXPD,LEN,DLR,ANSS,DPZ,POOL,SNPS,HAL,MOS,VLO,BMY,CI,PM,LNC,HWM,CMA,TFC,AIG,NTRS,MS,STT,SPG,JNJ,MA,CVX,WFC,MCD,HON,PLD,LMT,CTRA,MKC,JBHT,CFG,NI,EA,HES,PKG,MO,SRE,BKR,WBA,SLB,INCY,XOM,UPS,TMUS,BA,NSC,AON,REGN,DFS,CCL,WAB,BSX,CTSH,JKHY,CNC,BXP,MAA,CE,FMC,MCK,ODFL,MPC,TSN,EXPE,DTHXX,MCHP,ADI,OXY,PHM,MRO,n/a,CMG,URI,AXP,PWR,LYB,CTVA,ORCL,CINF,MRNA,UAL,WRK,RCL,CAT,GE,WRB,LUV,EPAM,APTV,FITB,SUM
02/07/2022,13.13,12.71,9.66,7.16,4.49,3.28,3.44,2.61,2.15,1.61,1.23,1.28,1.28,1.36,1.32,1.0,1.36,1.05,1.24,0.79,1.12,0.0,0.82,0.0,0.94,0.82,0.0,0.53,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.33,0.32,0.32,0.31,0.0,0.3,0.0,0.0,0.0,0.31,0.31,0.0,0.26,0.0,0.31,0.31,0.31,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.32,0.45,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.71,0.28,0.82,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.3,2.58,2.11,1.38,1.16,1.06,0.68,0.63,0.5,0.33,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
02/08/2022,12.93,12.74,9.56,8.03,4.59,3.23,3.45,2.55,2.09,1.58,1.21,1.29,1.26,1.32,1.31,0.99,1.34,1.03,1.21,0.79,1.11,0.0,0.79,0.0,0.9,0.82,0.0,0.51,0.0,0.0,0.33,0.0,0.0,0.32,0.0,0.33,0.32,0.33,0.31,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.26,0.0,0.32,0.31,0.31,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.44,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.33,0.71,0.28,0.81,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.3,2.53,2.04,1.38,1.17,1.04,0.67,0.61,0.5,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/09/2022,12.93,12.74,9.56,8.03,4.59,3.23,3.45,2.55,2.09,1.58,1.21,1.29,1.26,1.32,1.31,0.99,1.34,1.03,1.21,0.79,1.11,0.0,0.79,0.0,0.9,0.82,0.0,0.51,0.0,0.0,0.33,0.0,0.0,0.32,0.0,0.33,0.32,0.33,0.31,0.0,0.3,0.0,0.0,0.0,0.3,0.3,0.0,0.26,0.0,0.32,0.31,0.31,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.44,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.33,0.71,0.28,0.81,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.3,2.53,2.04,1.38,1.17,1.04,0.67,0.61,0.5,0.33,0.31,0.31,0.32,0.31,0.31,0.32,0.3,0.3,0.3,0.3,0.29,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
02/10/2022,12.97,12.63,9.35,8.1,4.54,3.09,3.53,2.57,2.1,1.6,1.22,1.29,1.26,1.32,1.3,0.98,1.37,1.04,1.21,0.76,1.09,0.0,0.79,0.0,0.9,0.83,0.0,0.52,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.32,0.33,0.33,0.31,0.0,0.31,0.0,0.0,0.0,0.31,0.31,0.0,0.26,0.0,0.32,0.31,0.31,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.45,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.73,0.29,0.82,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.31,2.54,2.02,1.42,1.2,1.05,0.68,0.61,0.5,0.33,0.32,0.31,0.32,0.3,0.31,0.32,0.31,0.3,0.3,0.31,0.3,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
02/11/2022,12.97,12.63,9.35,8.1,4.54,3.09,3.53,2.57,2.1,1.6,1.22,1.29,1.26,1.32,1.3,0.98,1.37,1.04,1.21,0.76,1.09,0.0,0.79,0.0,0.9,0.83,0.0,0.52,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.32,0.33,0.33,0.31,0.0,0.31,0.0,0.0,0.0,0.31,0.31,0.0,0.26,0.0,0.32,0.31,0.31,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.45,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.73,0.29,0.82,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.31,2.54,2.02,1.42,1.2,1.05,0.68,0.61,0.5,0.33,0.32,0.31,0.32,0.3,0.31,0.32,0.31,0.3,0.3,0.31,0.3,0.31,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
02/14/2022,12.97,12.66,9.29,8.14,4.52,3.13,3.68,2.58,2.08,1.52,1.21,1.3,1.26,1.29,1.27,0.99,1.37,1.05,1.21,0.75,1.08,0.0,0.79,0.0,0.9,0.85,0.0,0.53,0.0,0.0,0.33,0.0,0.0,0.33,0.0,0.32,0.34,0.34,0.33,0.0,0.31,0.0,0.0,0.0,0.31,0.31,0.0,0.26,0.0,0.34,0.32,0.31,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.48,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.35,0.73,0.29,0.83,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.3,2.51,2.01,1.39,1.23,1.03,0.68,0.6,0.49,0.33,0.31,0.32,0.33,0.3,0.3,0.31,0.31,0.3,0.3,0.31,0.3,0.3,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.03000000000002
02/15/2022,13.01,12.64,9.21,8.03,4.4,3.08,3.49,2.59,2.1,1.56,1.22,1.29,1.27,1.32,1.24,0.98,1.39,1.05,1.21,0.74,1.05,0.0,0.8,0.0,0.89,0.84,0.0,0.53,0.0,0.0,0.33,0.0,0.0,0.34,0.0,0.34,0.34,0.34,0.33,0.0,0.31,0.0,0.0,0.0,0.31,0.32,0.0,0.27,0.0,0.33,0.32,0.3,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.47,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.75,0.3,0.87,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.3,2.54,2.03,1.45,1.24,1.05,0.68,0.6,0.52,0.35,0.32,0.32,0.33,0.31,0.31,0.33,0.31,0.31,0.31,0.34,0.3,0.32,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
02/16/2022,13.01,12.64,9.21,8.03,4.4,3.08,3.49,2.59,2.1,1.56,1.22,1.29,1.27,1.32,1.24,0.98,1.39,1.05,1.21,0.74,1.05,0.0,0.8,0.0,0.89,0.84,0.0,0.53,0.0,0.0,0.33,0.0,0.0,0.34,0.0,0.34,0.34,0.34,0.33,0.0,0.31,0.0,0.0,0.0,0.31,0.32,0.0,0.27,0.0,0.33,0.32,0.3,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.47,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.75,0.3,0.87,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.3,2.54,2.03,1.45,1.24,1.05,0.68,0.6,0.52,0.35,0.32,0.32,0.33,0.31,0.31,0.33,0.31,0.31,0.31,0.34,0.3,0.32,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
02/17/2022,13.01,12.64,9.21,8.03,4.4,3.08,3.49,2.59,2.1,1.56,1.22,1.29,1.27,1.32,1.24,0.98,1.39,1.05,1.21,0.74,1.05,0.0,0.8,0.0,0.89,0.84,0.0,0.53,0.0,0.0,0.33,0.0,0.0,0.34,0.0,0.34,0.34,0.34,0.33,0.0,0.31,0.0,0.0,0.0,0.31,0.32,0.0,0.27,0.0,0.33,0.32,0.3,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.31,0.3,0.31,0.47,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.36,0.75,0.3,0.87,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.3,2.54,2.03,1.45,1.24,1.05,0.68,0.6,0.52,0.35,0.32,0.32,0.33,0.31,0.31,0.33,0.31,0.31,0.31,0.34,0.3,0.32,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
02/18/2022,12.75,12.67,9.26,8.19,5.16,3.98,4.29,2.36,1.89,1.37,1.17,1.25,1.22,1.24,1.2,0.92,1.35,1.02,1.09,0.0,1.05,0.0,0.77,0.74,0.8,0.78,0.0,0.51,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.19,0.21,0.2,0.22,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.39,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.0,1.34,0.0,1.0,0.0,0.49,0.48,0.19,0.0,0.21,0.0,0.2,0.0,0.19,0.2,0.4,0.2,0.2,0.0,0.2,0.0,1.65,1.01,0.81,0.61,0.31,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99999999999996
02/21/2022,12.78,12.57,9.21,8.3,5.02,3.84,4.06,2.38,1.91,1.38,1.23,1.24,1.26,1.28,1.17,0.9,1.39,1.03,1.09,0.0,1.04,0.0,0.78,0.71,0.81,0.76,0.0,0.52,0.0,0.0,0.41,0.0,0.0,0.2,0.21,0.2,0.21,0.19,0.22,0.0,0.0,0.0,0.22,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.21,0.2,0.0,0.0,0.21,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.19,0.0,0.4,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.01,1.37,0.0,1.01,0.0,0.5,0.5,0.19,0.0,0.21,0.0,0.2,0.0,0.2,0.21,0.41,0.21,0.21,0.0,0.21,0.0,1.7,1.0,0.81,0.61,0.32,0.31,0.31,0.2,0.21,0.22,0.2,0.2,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
03/24/2022,13.95,11.9,9.57,8.71,4.83,3.77,4.14,0.0,0.0,0.5,1.54,1.62,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.5,0.0,1.21,0.0,0.0,0.0,0.54,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,1.06,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.51,0.0,0.98,0.0,0.0,1.15,0.0,0.0,0.0,0.51,0.49,0.0,0.49,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.27,1.22,1.2,1.13,1.1,1.07,1.0,0.9,0.56,0.56,0.52,0.51,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.49,0.49,0.49,0.49,0.48,100.02999999999996
03/25/2022,14.38,12.01,9.8,8.96,5.4,3.85,4.35,0.0,0.0,0.48,1.51,1.61,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.49,0.0,1.18,0.0,0.0,0.0,0.52,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,1.12,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.52,0.0,1.0,0.0,0.0,1.11,0.0,0.0,0.0,0.5,0.49,0.0,0.47,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.96,1.24,0.32,1.19,1.14,1.11,1.02,1.05,0.0,0.55,0.56,0.52,0.51,0.49,0.49,0.49,0.48,0.54,0.5,0.48,0.5,0.49,0.48,0.5,0.48,0.53,0.49,0.48,100.0
