,US LONG BOND(CBT) SEP21 XCBT 20210921,Us 10yr Ultra Fut Sep21 Xcbt 20210921,Us 10yr Note (Cbt)sep21 Xcbt 20210921,Us 5yr Note (Cbt) Sep21 Xcbt 20210930,Us 2yr Note (Cbt) Sep21 Xcbt 20210930,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,TSLA,NVDA,JPM,JNJ,V,UNH,BRK.B,HD,PYPL,MA,PG,DIS,BAC,XOM,CMCSA,ADBE,NFLX,CSCO,INTC,PFE,VZ,ABT,PEP,ABBV,T,KO,CVX,TMO,ACN,CRM,LLY,WMT,NKE,WFC,MRK,COST,MCD,DHR,TXN,MDT,UPS,UNP,BMY,LIN,QCOM,PM,HON,ORCL,LOW,C,SBUX,AVGO,RTX,NEE,BA,BRK.A,BLK,GS,AMGN,TGT,MS,IBM,CAT,MMM,INTU,SCHW,AMAT,AXP,AMT,CVS,AMD,CHTR,GE,SPGI,DE,ZTS,LMT,SQ,ISRG,NOW,ANTM,MU,SYK,BKNG,TMUS,ADP,MDLZ,MO,PLD,LRCX,COP,CCI,TJX,UBER,FIS,PNC,ZM,DUK,CI,TFC,USB,CME,CL,MRNA,SHW,NSC,FDX,GM,EQIX,EL,COF,CSX,BDX,ATVI,BX,BSX,GILD,CB,SNAP,SO,ICE,EMR,ITW,EW,ADI,MMC,APD,ADSK,MELI,ETN,D,TWLO,F,NOC,MCO,WM,TWTR,PGR,FISV,ILMN,ECL,HUM,AON,EBAY,HCA,FCX,JCI,IDXX,CRWD,NXPI,IQV,TT,DOCU,MET,TROW,GPN,TEL,DG,MSCI,DOW,LHX,SLB,INFO,PSA,PH,SPG,REGN,DD,A,CMG,NEM,ALXN,GD,PPG,ALGN,KMB,PINS,ORLY,VRTX,KLAC,ROST,APTV,EXC,MPC,HPQ,ROKU,VEEV,SYY,SNOW,BIIB,CDNS,MAR,CTAS,FRC,CTSH,AFL,SUM
07/09/2021,7.93,7.85,7.84,7.82,7.8,3.69,3.44,2.49,1.33,1.32,1.25,0.87,0.78,0.78,0.71,0.67,0.61,0.57,0.57,0.57,0.55,0.53,0.53,0.51,0.44,0.43,0.42,0.37,0.37,0.36,0.35,0.35,0.35,0.35,0.34,0.34,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.3,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.02
07/12/2021,8.02,7.9,7.86,7.82,7.77,3.79,3.46,2.61,1.31,1.33,1.25,0.82,0.77,0.76,0.71,0.67,0.61,0.57,0.57,0.58,0.54,0.53,0.51,0.49,0.42,0.43,0.43,0.37,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.31,0.3,0.29,0.29,0.27,0.28,0.26,0.26,0.25,0.25,0.24,0.25,0.24,0.26,0.24,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.0,0.07,0.06,0.07,0.0,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,89.05999999999999
07/13/2021,8.02,7.9,7.86,7.82,7.77,3.79,3.46,2.61,1.31,1.33,1.25,0.82,0.77,0.76,0.71,0.67,0.61,0.57,0.57,0.58,0.54,0.53,0.51,0.49,0.42,0.43,0.43,0.37,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.33,0.32,0.32,0.31,0.32,0.3,0.31,0.3,0.29,0.29,0.27,0.28,0.26,0.26,0.25,0.25,0.24,0.25,0.24,0.26,0.24,0.23,0.23,0.23,0.22,0.22,0.21,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.19,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.0,0.07,0.06,0.07,0.0,0.07,0.07,0.06,0.0,0.0,0.0,0.0,0.0,89.05999999999999
07/14/2021,7.97,7.86,7.85,7.83,7.76,3.8,3.43,2.63,1.31,1.32,1.24,0.84,0.76,0.77,0.71,0.66,0.61,0.57,0.57,0.58,0.54,0.53,0.52,0.5,0.43,0.43,0.43,0.37,0.37,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.33,0.33,0.32,0.32,0.32,0.32,0.3,0.3,0.3,0.29,0.29,0.27,0.28,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.06,0.07,0.07,0.0,0.07,0.07,0.0,0.06,0.0,0.0,0.0,0.0,89.01
07/15/2021,7.95,7.85,7.83,7.81,7.75,3.78,3.42,2.62,1.31,1.33,1.26,0.87,0.77,0.78,0.71,0.66,0.62,0.57,0.57,0.59,0.54,0.53,0.54,0.5,0.43,0.43,0.42,0.37,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.32,0.33,0.31,0.32,0.31,0.32,0.3,0.3,0.3,0.29,0.29,0.27,0.28,0.26,0.25,0.26,0.25,0.25,0.24,0.25,0.26,0.24,0.23,0.24,0.24,0.22,0.22,0.22,0.21,0.22,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.06,0.07,0.06,0.0,0.06,0.06,0.0,0.0,0.0,89.0
07/16/2021,7.95,7.85,7.83,7.81,7.75,3.78,3.42,2.62,1.31,1.33,1.26,0.87,0.77,0.78,0.71,0.66,0.62,0.57,0.57,0.59,0.54,0.53,0.54,0.5,0.43,0.43,0.42,0.37,0.36,0.35,0.35,0.35,0.35,0.35,0.34,0.33,0.33,0.32,0.32,0.33,0.31,0.32,0.31,0.32,0.3,0.3,0.3,0.29,0.29,0.27,0.28,0.26,0.25,0.26,0.25,0.25,0.24,0.25,0.26,0.24,0.23,0.24,0.24,0.22,0.22,0.22,0.21,0.22,0.22,0.2,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.07,0.06,0.07,0.06,0.0,0.06,0.06,0.0,0.0,0.0,89.0
07/19/2021,8.0,7.92,7.87,7.84,7.83,3.9,3.48,2.57,1.29,1.34,1.26,0.83,0.72,0.77,0.71,0.69,0.63,0.57,0.57,0.58,0.57,0.54,0.55,0.48,0.41,0.43,0.43,0.37,0.37,0.35,0.36,0.35,0.34,0.36,0.34,0.33,0.35,0.31,0.33,0.33,0.31,0.31,0.32,0.32,0.31,0.3,0.31,0.29,0.29,0.27,0.27,0.26,0.25,0.26,0.25,0.25,0.25,0.26,0.26,0.24,0.23,0.24,0.23,0.22,0.23,0.2,0.21,0.21,0.21,0.2,0.21,0.2,0.2,0.19,0.2,0.2,0.18,0.18,0.19,0.19,0.18,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.15,0.16,0.16,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.15,0.13,0.12,0.14,0.13,0.12,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.09,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.07,0.07,0.07,0.06,0.07,0.0,0.0,0.0,0.06,0.0,0.07,0.0,0.06,0.06,0.0,0.06,0.06,0.06,89.22
