,BHCCN 6.125 04.15.25 144A,n/a,KHC 4.375 06.01.46,F 3.375 11.13.25,F 5.125 06.16.25,HCA 3.5 09.01.30,CNC 4.625 12.15.29,KHC 3 06.01.26,CNC 4.25 12.15.27,CNC 3 10.15.30,KHC 5.2 07.15.45,IGT 4.125 04.15.26 144A,TMUS 3.5 04.15.31,S 7.875 09.15.23,VOD V7 04.04.79,CHTR 4.5 05.01.32,BHCCN 8.5 01.31.27 144A,STX 4.125 01.15.31,DVA 4.625 06.01.30 144A,CHTR 5.125 05.01.27 144A,OXY 6.45 09.15.36,OMF 6.875 03.15.25,CMZB 8.151 06.30.31 144A,S 6.875 11.15.28,F 9 04.22.25,AAL 5.75 04.20.29 144A,NWL 4.2 04.01.26,DB 4.5 04.01.25,HCA 5.375 02.01.25,AAL 11.75 07.15.25 144A,RCL 9.125 06.15.23 144A,CZR 6.25 07.01.25 144A,TMUS 4.75 02.01.28,ST 5 10.01.25 144A,IHOVER 6 05.15.27 144a,SBAC 3.875 02.15.27,TMUS 2.625 04.15.26,GEL 8 01.15.27,SIRI 4 07.15.28 144A,S 8.75 03.15.32,TITIM 5.303 05.30.24,VMED 5.5 05.15.29 144A,UCGIM V5.861 06.19.32 144A,FTAI 9.75 08.01.27 144A,UPCB 5.5 01.15.28 144A,FMGAU 4.375 04.01.31 144A,VICI 4.25 12.01.26 144A,UNSEAM 6.625 07.15.26 144A,F 4 11.13.30,LNG 4.625 10.15.28,MEGCN 7.125 02.01.27 144A,MPW 3.5 03.15.31,HLT 3.625 02.15.32 144A,BHCCN 6.25 02.15.29 144A,S 7.125 06.15.24,LUMN 5.125 12.15.26 144A,UNSEAM 6 06.01.29 144A,IRM 4.5 02.15.31 144A,CQP 4 03.01.31,YUM 3.625 03.15.31,NEWLSQ 15.5 11.01.23 144A,BHCCN 4.875 06.01.28 144A,UCGIM V5.459 06.30.35 144A,TMHC 5.875 06.15.27 144A,OTEXCN 4.125 02.15.30 144A,TGNA 4.625 03.15.28,BHCCN 5.25 01.30.30 144A,OXY 4.2 03.15.48,ARMK 6.375 05.01.25 144A,TPX 4 04.15.29 144A,MGM 6 03.15.23,BBWI 6.875 11.01.35,OMF 6.125 03.15.24,MPW 5 10.15.27,URI 4.875 01.15.28,PRSESE 5.75 04.15.26 144A,S 7.625 03.01.26,SIRI 5 08.01.27 144A,SIX 5.5 04.15.27 144A,EHC 4.5 02.01.28,LW 4.875 05.15.28 144A,NLSN 5.625 10.01.28 144A,HASI 3.375 06.15.26 144A,GT 5 05.31.26,IHRT 5.25 08.15.27 144A,YUM 4.625 01.31.32,HCA 5.625 09.01.28,ISPIM 5.017 06.26.24 144A,WYNNLV 5.5 03.01.25 144A,MSCI 3.875 02.15.31 144A,CZR 8.125 07.01.27 144A,IRM 4.875 09.15.29 144A,EQT 6.125 02.01.25,IT 3.625 06.15.29 144A,TGNA 5 09.15.29,LUMN 4 02.15.27 144A,SIRI 4.125 07.01.30 144A,LVLT 4.625 09.15.27 144A,TITIM 6.375 11.15.33,CWENA 3.75 02.15.31 144A,COTY 6.5 04.15.26 144A,BPL 4.5 03.01.28 144A,HBGCN 7 05.01.26 144A,CCK 4.75 02.01.26,RCL 5.5 04.01.28 144A,SCI 3.375 08.15.30,IM 4.75 05.15.29 144A,EQT 3.9 10.01.27,RIG 6.875 02.01.27 144A,WES 4.05 02.01.30,VMED 5 07.15.30 144A,VICI 4.125 08.15.30 144A,MSCI 4 11.15.29 144A,COMM 8.25 03.01.27 144A,JWN 4.25 08.01.31,SPB 5 10.01.29 144A,GT 5.25 04.30.31,RAD 8 11.15.26 144A,CHTR 4.5 08.15.30 144A,SFRFP 5.125 07.15.29 144A,MSCI 3.625 09.01.30 144A,NFP 6.875 08.15.28 144A,CQP 4.5 10.01.29,AR 7.625 02.01.29 144A,DB V3.729 01.14.32,AXTA 3.375 02.15.29 144A,PFSI 4.25 02.15.29 144A,BLKCQP 5.5 06.15.31,CVNA 5.5 04.15.27 144A,RGCARE 9.75 12.01.26 144A,BHCCN 5 01.30.28 144A,SPLS 7.5 04.15.26 144A,VMED 4.75 07.15.31 144A,LAMR 4 02.15.30,S 7.625 02.15.25,HILCRP 6.25 11.01.28 144A,KBH 6.875 06.15.27,AAL 5.5 04.20.26 144A,ILDFP 6.5 10.15.26 144A,RIG 7.5 01.15.26 144A,WCC 7.25 06.15.28 144A,UBER 7.5 09.15.27 144A,WCC 7.125 06.15.25 144A,HLT 5.75 05.01.28 144A,DCP 5.125 05.15.29,URI 5.25 01.15.30,MGM 5.75 06.15.25,CHTR 4.25 01.15.34 144A,OMF 5.625 03.15.23,SUN 6 04.15.27,YUM 3.875 11.01.23,GRFSM 4.75 10.15.28 144a,IHRT 8.375 05.01.27,WFRD 8.625 04.30.30 144A,HLT 4.875 04.01.27,COMM 6 03.01.26 144A,UVN 5.125 02.15.25 144A,CITPET 7 06.15.25 144A,TEN 5.125 04.15.29 144A,CMLP 5.625 05.01.27 144A,APU 5.875 08.20.26,IRM 4.875 09.15.27 144A,NGL 7.5 02.01.26 144A,MTG 5.25 08.15.28,VICI 3.5 02.15.25 144A,CHTR 5 02.01.28 144A,RCL 11.5 06.01.25 144A,NGLS 6.875 01.15.29,CCO 5.125 08.15.27 144A,VOD V5.125 06.04.81,APLP 6.25 04.01.28 144A,MERC 5.125 02.01.29,MGM 4.75 10.15.28,BMCAUS 4.75 01.15.28 144A,MEDIND 5.25 10.01.29 144A,HLT 4 05.01.31 144A,ASCRES 8.25 12.31.28 144A,HOLX 3.25 02.15.29 144A,FE 3.9 07.15.27 B,HCA 5.875 05.01.23,OMF 3.5 01.15.27,BID 7.375 10.15.27 144A,UVN 6.625 06.01.27 144A,BERY 5.625 07.15.27 144A,BBWI 9.375 07.01.25 144a,VERITS 7.5 09.01.25 144A,USAC 6.875 04.01.26,CGGFP 8.75 04.01.27 144a,INTMAT 6.5 08.01.29 144A,ZD 4.625 10.15.30 144A,CCO 7.75 04.15.28 144A,ACRISU 7 11.15.25 144A,MGMGPO 3.875 02.15.29 144A,SEE 4 12.01.27 144A,HESM 5.125 06.15.28 144A,NLOK 5 04.15.25 144A,WIN 7.75 08.15.28 144A,EM 5.75 03.01.25 144A,IONTRA 5.75 05.15.28 144A,OMF 4 09.15.30,CHTR 4.25 02.01.31 144A,CHTR 4.75 03.01.30 144A,BBDBCN 7.875 04.15.27 144A,FMGAU 5.875 04.15.30 144A,UBER 4.5 08.15.29 144A,HCA 5.875 02.01.29,HBI 4.875 05.15.26 144A,ACI 3.5 03.15.29 144A,BRITEL V4.25 11.23.81 144A,ZIGGO 5.125 02.28.30 144a,CQP 3.25 01.31.32 144A,DB V3.742 01.07.33,TNL 6.625 07.31.26 144A,OMF 6.625 01.15.28,ALIANT 6.75 10.15.27 144A,NSM 5.5 08.15.28 144A,NCR 5.125 04.15.29 144A,TLN 7.25 05.15.27 144A,CCK 4.25 09.30.26,LAD 3.875 06.01.29 144A,F 4.75 01.15.43,OXY 6.95 07.01.24,MEDIND 3.875 04.01.29 144A,F 5.291 12.08.46,PKICN 4.5 10.01.29 144A,HHC 5.375 08.01.28 144A,HCA 5.875 02.15.26,TEP 6 12.31.30 144A,WYNFIN 5.125 10.01.29 144A,LIBMUT 4.3 02.01.61 144A,SSNC 5.5 09.30.27 144A,ACI 4.625 01.15.27 144A,PARA V6.375 03.30.62,RLGY 5.75 01.15.29 144A,PRGO 3.15 06.15.30,HHC 4.375 02.01.31 144A,RCL 4.25 07.01.26 144A,IQV 5 05.15.27 144A,NEPENE 6.625 05.15.25 144A,F 3.25 02.12.32,TMUS 3.5 04.15.31 144A,BHCCN 5.5 11.01.25 144A,BALL 3.125 09.15.31,BHCCN 9 12.15.25 144A,BHCCN 9.25 04.01.26 144A,CC 5.75 11.15.28 144A,QBRCN 3.625 06.15.29 144A,BHCCN 6.125 02.01.27 144A,HOUS 5.75 01.15.29 144A,SWCH 3.75 09.15.28 144A,CPN 5.125 03.15.28 144A,VERCST 11 09.15.26 144A,SIX 4.875 07.31.24 144A,SUM
03/25/2022,1.3,1.08,1.05,0.97,0.92,0.87,0.84,0.8,0.79,0.71,0.67,0.61,0.59,0.58,0.56,0.55,0.52,0.52,0.51,0.5,0.5,0.47,0.46,0.46,0.46,0.46,0.45,0.45,0.45,0.44,0.42,0.42,0.41,0.41,0.4,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.36,0.35,0.35,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.75
06/01/2022,0.0,3.16,0.0,1.2,0.0,0.8,0.95,0.0,0.36,0.88,0.0,0.56,0.74,0.73,0.52,0.25,0.16,0.51,0.54,0.0,0.73,0.25,0.23,0.33,0.0,0.44,0.49,0.25,0.58,0.43,0.0,0.41,0.52,0.4,0.0,0.39,0.17,0.37,0.24,0.46,0.29,0.0,0.17,0.35,0.27,0.25,0.0,0.53,0.5,0.32,0.35,0.3,0.31,0.2,0.42,0.4,0.21,0.31,0.3,0.38,0.31,0.24,0.46,0.0,0.38,0.29,0.35,0.0,0.3,0.28,0.0,0.26,0.37,0.36,0.29,0.36,0.17,0.0,0.28,0.27,0.28,0.28,0.26,0.44,0.27,0.34,0.34,0.42,0.28,0.27,0.25,0.27,0.0,0.34,0.26,0.34,0.34,0.26,0.23,0.25,0.24,0.17,0.24,0.36,0.0,0.25,0.24,0.0,0.28,0.31,0.23,0.0,0.23,0.28,0.3,0.23,0.19,0.2,0.22,0.36,0.24,0.28,0.23,0.22,0.35,0.0,0.22,0.19,0.18,0.28,0.27,0.22,0.34,0.21,0.28,0.21,0.21,0.2,0.0,0.23,0.21,0.21,0.21,0.2,0.19,0.2,0.31,0.0,0.0,0.2,0.0,0.0,0.18,0.19,0.2,0.25,0.25,0.23,0.0,0.19,0.2,0.2,0.21,0.19,0.0,0.19,0.0,0.0,0.0,0.21,0.25,0.18,0.28,0.24,0.23,0.18,0.23,0.23,0.17,0.0,0.23,0.28,0.23,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.18,0.19,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.83,0.68,0.42,0.41,0.36,0.3,0.27,0.27,0.26,0.25,0.25,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.97
06/20/2022,0.0,0.93,0.0,1.21,0.0,0.54,0.92,0.0,0.36,0.85,0.0,0.57,0.73,0.76,0.53,0.25,0.0,0.5,0.51,0.0,0.71,0.25,0.23,0.32,0.0,0.43,0.29,0.26,0.59,0.43,0.0,0.42,0.52,0.42,0.0,0.39,0.17,0.36,0.0,0.45,0.29,0.0,0.17,0.34,0.27,0.25,0.0,0.54,0.49,0.32,0.36,0.3,0.31,0.21,0.42,0.39,0.21,0.3,0.2,0.39,0.29,0.24,0.46,0.0,0.38,0.29,0.26,0.0,0.0,0.28,0.0,0.26,0.38,0.37,0.29,0.25,0.17,0.0,0.28,0.27,0.29,0.28,0.26,0.44,0.27,0.34,0.35,0.2,0.28,0.26,0.25,0.26,0.0,0.34,0.25,0.34,0.0,0.26,0.24,0.25,0.25,0.0,0.24,0.37,0.0,0.25,0.24,0.0,0.29,0.3,0.22,0.0,0.23,0.28,0.28,0.23,0.18,0.2,0.22,0.36,0.23,0.29,0.0,0.23,0.34,0.0,0.2,0.18,0.17,0.29,0.26,0.21,0.18,0.2,0.28,0.21,0.21,0.2,0.0,0.23,0.21,0.21,0.21,0.2,0.2,0.2,0.32,0.0,0.0,0.21,0.0,0.0,0.18,0.19,0.2,0.26,0.26,0.24,0.0,0.2,0.2,0.19,0.23,0.19,0.0,0.19,0.0,0.0,0.0,0.21,0.25,0.18,0.28,0.24,0.23,0.18,0.24,0.23,0.17,0.0,0.22,0.0,0.23,0.17,0.17,0.17,0.17,0.0,0.17,0.0,0.17,0.2,0.0,0.0,0.0,0.17,0.0,0.21,0.0,0.0,0.81,0.67,0.42,0.41,0.35,0.3,0.28,0.27,0.27,0.0,0.0,0.23,0.23,0.22,0.24,0.22,0.22,0.0,0.22,0.2,0.2,0.21,0.2,0.18,0.2,0.19,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.0,0.18,0.17,0.0,0.17,0.18,0.0,0.0,0.31,0.24,0.23,0.23,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,58.08
