,011200.KS,6532.T,FUTR.L,8088.T,Nova Measuring Instruments Ltd,NOD.OL,8956.T,PETS.L,Tilray Inc.,014680.KS,VTY.L,CRTO,3296.T,LYC.AX,PNL.AS,AIXA.DE,IGO.AX,KIND SDB.ST,9682.T,FTK.DE,GRG.L,INSTAL.ST,ARX.TO,NEC.AX,Virgin Money UK PLC Shs Chess Depository,8968.T,9601.T,OSB.L,000990.KS,ARCAD.AS,LIF.TO,JDW.L,9107.T,5714.T,KLED.ST,9072.T,7716.T,298020.KS,TA.TO,4045.T,8020.T,CSTM,BPE.MI,Australian Dollar,LB.TO,BAVA.CO,ARB.AX,PLS.AX,SUM.NZ,CAPC.L,LIAB.ST,112610.KS,NEWA B.ST,NSR.AX,DRX.L,WCP.TO,JUP.L,BRG.OL,SVS.L,8985.T,ASCL.L,SMWH.L,PAGE.L,058470.KQ,NEX.L,2222.T,SGM.AX,ELTR.TA,DC.L,RWC.AX,2343.HK,6951.T,CERV.MI,BEKB.BR,TESB.BR,010060.KS,TLRY,012450.KS,6925.T,1893.T,MAB.L,9468.T,FGP.L,KAHOT.OL,HLS.AX,TCN.TO,MAG.TO,6323.T,204320.KS,SSPG.L,AGK.L,GYS.L,8957.T,COK.DE,SYDB.CO,1820.T,BURE.ST,9793.T,CSIQ,PTEC.L,3107.T,6890.T,066970.KQ,IVC.AX,5631.T,HBM.TO,357780.KQ,VEI.OL,BPSO.MI,GC.TO,3086.T,SPB.TO,MCRO.L,175330.KS,MOBN.SW,CQR.AX,MSLH.L,CSR.AX,8963.T,4902.T,5857.T,VALN.SW,048410.KQ,SCP.AX,8987.T,MYCR.ST,KARN.SW,MIPS.ST,Daishin Securities Co Ltd Pfd  Non-Voting,PAG.L,FBU.NZ,NKT.CO,383220.KS,COTN.SW,OR.TO,ATA.TO,PBB.DE,CUF.UN.TO,ATZ.TO,HCG.TO,5471.T,SNR.L,PMV.AX,HH.CO,888.L,SMU.UN.TO,7729.T,5393.T,3098.T,6674.T,3994.T,SMP.L,5706.T,NOFI.OL,GEN.L,J91U.SI,004000.KS,ECN.TO,EUZ.DE,BIOT.ST,8595.T,APE.AX,MGAM.L,INVP.L,HMSO.L,145020.KQ,LWRK.TO,3287.T,9519.T,AIF.TO,SNN.L,NOEJ.DE,2427.T,CEVI.ST,8370.T,BOY.L,IPS.PA,WG.L,6134.T,DUFN.SW,PHOE.TA,007390.KQ,RUS.TO,WDO.TO,SQN.SW,5406.T,ARJO B.ST,298050.KS,ZO1.DE,BOSS.DE,3774.T,6407.T,INH.DE,SKC.NZ,3110.T,CFP.TO,SDF.DE,NNDM,C2PU.SI,BFSA.DE,Z1P.AX,BAP.AX,PPT.AX,TNE.AX,Corem Property Group AB Class B,TLND,ACB.TO,9749.T,NDX1.DE,BUFAB.ST,KNOW.ST,Japanese Yen,SWTQ.SW,7994.T,3298.T,004370.KS,3001.T,FLOW.AS,Bank Norwegian ASA,048260.KQ,GSY.TO,KNOS.L,Nova Ltd.,BANO.OL,FORT.L,8078.T,SUM
07/09/2021,0.54,0.28,0.26,0.26,0.26,0.23,0.21,0.2,0.2,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.94
07/12/2021,0.53,0.27,0.26,0.27,0.26,0.22,0.21,0.2,0.2,0.18,0.18,0.18,0.17,0.19,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.1,0.0,0.0,0.09,0.09,0.11,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.910000000000004
07/13/2021,0.53,0.27,0.26,0.27,0.26,0.22,0.21,0.2,0.2,0.18,0.18,0.18,0.17,0.19,0.17,0.15,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.14,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.11,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.1,0.0,0.0,0.09,0.09,0.11,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.910000000000004
07/14/2021,0.51,0.27,0.26,0.26,0.26,0.22,0.21,0.21,0.2,0.18,0.19,0.18,0.17,0.19,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.070000000000004
07/15/2021,0.5,0.28,0.26,0.25,0.26,0.23,0.21,0.21,0.19,0.18,0.18,0.17,0.17,0.19,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.15,0.12,0.14,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.1,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.97000000000001
07/16/2021,0.49,0.28,0.26,0.25,0.25,0.24,0.2,0.2,0.2,0.18,0.18,0.17,0.17,0.19,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.17,0.15,0.15,0.14,0.14,0.14,0.15,0.15,0.14,0.15,0.13,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.14,0.15,0.13,0.15,0.13,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.12,0.11,0.13,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.0,0.09,0.1,0.11,0.09,0.09,0.1,0.09,0.09,0.09,0.1,0.09,0.09,0.1,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.11,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.980000000000004
07/19/2021,0.5,0.28,0.26,0.26,0.25,0.25,0.2,0.2,0.17,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.17,0.15,0.15,0.14,0.14,0.14,0.15,0.16,0.14,0.15,0.12,0.13,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.14,0.14,0.13,0.16,0.13,0.14,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.12,0.11,0.13,0.12,0.11,0.12,0.12,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.11,0.0,0.12,0.11,0.11,0.11,0.11,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.09,0.12,0.11,0.17,0.1,0.1,0.12,0.1,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.0,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.09,0.09,0.0,0.09,0.1,0.09,0.09,0.0,0.09,0.1,0.12,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.0,0.0,0.11,0.0,0.0,0.1,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.070000000000007
07/23/2021,0.5,0.32,0.27,0.26,0.25,0.25,0.21,0.2,0.17,0.2,0.18,0.16,0.18,0.18,0.17,0.15,0.16,0.16,0.16,0.14,0.14,0.17,0.14,0.15,0.13,0.15,0.14,0.14,0.16,0.14,0.14,0.12,0.14,0.13,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.12,0.14,0.13,0.13,0.15,0.13,0.14,0.13,0.16,0.15,0.15,0.13,0.12,0.11,0.12,0.14,0.12,0.12,0.13,0.11,0.13,0.12,0.1,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.1,0.0,0.12,0.12,0.1,0.1,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.1,0.0,0.12,0.1,0.17,0.11,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.11,0.09,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.1,0.0,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.1,0.09,0.09,0.0,0.09,0.1,0.11,0.0,0.1,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.11,0.09,0.0,0.11,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.99
07/29/2021,0.46,0.33,0.29,0.26,0.25,0.27,0.2,0.22,0.17,0.22,0.18,0.16,0.17,0.22,0.17,0.15,0.17,0.16,0.16,0.14,0.15,0.17,0.15,0.16,0.14,0.14,0.14,0.15,0.15,0.15,0.15,0.13,0.13,0.13,0.15,0.14,0.13,0.13,0.14,0.14,0.14,0.13,0.12,0.13,0.13,0.13,0.14,0.16,0.13,0.13,0.15,0.14,0.16,0.13,0.13,0.11,0.12,0.15,0.12,0.12,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.12,0.11,0.13,0.12,0.12,0.12,0.11,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.1,0.09,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.09,0.09,0.13,0.1,0.17,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.09,0.09,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.1,0.09,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.09,0.1,0.09,0.1,0.0,0.0,0.1,0.09,0.09,0.0,0.09,0.1,0.11,0.09,0.1,0.09,0.09,0.09,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.09,0.09,0.09,0.0,0.0,0.11,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.09,0.09,0.09,0.0,0.0,0.0,0.0,24.26
08/03/2021,0.46,0.33,0.29,0.25,0.0,0.28,0.2,0.2,0.18,0.2,0.18,0.15,0.17,0.22,0.17,0.16,0.17,0.16,0.16,0.14,0.16,0.18,0.14,0.15,0.15,0.14,0.14,0.15,0.14,0.15,0.15,0.13,0.13,0.14,0.15,0.14,0.13,0.14,0.15,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.15,0.16,0.13,0.14,0.16,0.14,0.16,0.13,0.13,0.11,0.12,0.15,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.1,0.12,0.12,0.11,0.12,0.12,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.13,0.11,0.1,0.09,0.12,0.1,0.16,0.1,0.1,0.12,0.11,0.1,0.11,0.1,0.09,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.11,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.1,0.1,0.0,0.1,0.09,0.1,0.11,0.11,0.11,0.09,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.0,0.09,0.0,0.09,0.09,0.09,0.09,0.1,0.12,0.09,0.1,0.09,0.0,0.1,0.0,0.09,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.11,0.09,0.0,0.11,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.09,0.25,0.1,0.09,0.0,24.380000000000003
