,6969.HK,EQT.ST,1024.HK,ALE.WA,1821.HK,6186.HK,FDJ.PA,1876.HK,THG.L,TMV.DE,352820.KS,INPST.AS,9926.HK,4478.T,ROO.L,JDEP.AS,AG1.DE,3759,ALLFG.AS,RDOR3.SA,DOCS.L,326030.KS,6110.HK,6078.HK,SAVE.ST,3347,9922.HK,SWON.SW,909.HK,873.HK,SBICARD.NS,SCGP.BK,2500.HK,9969.HK,VTWR.DE,1209.HK,GLAND.NS,6618.HK,VRLA.PA,CMIN3.SA,1691.HK,MRDIY.KL,8TRA.DE,SUSE.DE,FIXP.L,9992.HK,SYAB.DE,CTPNV.AS,STGT.BK,9995.HK,AAF.L,CXSE3.SA,AWC.BK,6993.HK,9666.HK,6049.HK,NEOE3.SA,Cash/Other,361610.KS,6127,9959.HK,2160.HK,9989,2160,n/a,361610.KQ,6127.HK,9989.HK,EQT,6969,ALE,THG,1821,6186,FDJ,1876,TMV,INPST,A352820,ROO,SAVE,ALLFG,SWON,JDEP,RDOR3,AG1,DOCS,SBICARD,4478,SCGP,VTWR,A326030,9926,GLAND,6110,9922,VRLA,909,MRDIY,1209,873,9969,6078,FIXP,CMIN3,8TRA,1691,CTPNV,SUSE,SYAB,2500,AAF,9992,STGT,1024,9995,AWC,6049,CXSE3,A361610,NEOE3,6993,9666,6618,9959,9434.T,3690.HK,6862.HK,NEXI.MI,KBX.DE,ADE.OL,LSPD.TO,3692.HK,1801.HK,OR.BK,SIGN.SW,2359,ANA.MC,NVEI.TO,WISE.L,BUKA.JK,CRC.BK,6666.HK,1516.HK,1772,SHUR.BR,6185,YOU.DE,MONDE.PM,DARK.L,BPT.L,1787,PCO.WA,1877,CNVRG.PM,6806,SUM
08/23/2021,6.58,7.51,0.58,3.49,3.49,3.17,2.92,2.83,3.23,2.69,2.63,2.59,1.58,1.79,2.6,1.96,1.92,1.7,1.95,1.93,1.63,1.54,1.46,1.24,1.73,1.34,1.31,1.7,1.3,1.08,1.6,1.67,0.96,1.12,1.55,1.24,1.69,0.29,1.28,0.98,1.05,1.21,0.96,0.85,1.05,0.68,0.84,0.78,0.73,0.67,0.83,0.53,0.62,0.37,0.38,0.54,0.46,0.0,0.51,0.36,0.21,0.0,0.14,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/24/2021,6.58,7.51,0.58,3.49,3.49,3.17,2.92,2.83,3.23,2.69,2.63,2.59,1.58,1.79,2.6,1.96,1.92,1.7,1.95,1.93,1.63,1.54,1.46,1.24,1.73,1.34,1.31,1.7,1.3,1.08,1.6,1.67,0.96,1.12,1.55,1.24,1.69,0.29,1.28,0.98,1.05,1.21,0.96,0.85,1.05,0.68,0.84,0.78,0.73,0.67,0.83,0.53,0.62,0.37,0.38,0.54,0.46,0.0,0.51,0.36,0.21,0.0,0.14,0.1,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01999999999998
08/25/2021,6.06,7.78,0.61,3.56,3.67,3.22,2.97,2.8,3.22,2.72,2.57,2.64,1.45,1.84,2.56,1.96,1.96,1.66,1.96,2.04,1.68,1.53,1.47,1.15,1.78,1.33,1.28,1.71,1.31,1.03,1.6,1.72,0.93,1.02,1.6,1.18,1.66,0.25,1.31,0.97,1.03,1.23,0.98,0.87,1.06,0.66,0.87,0.8,0.73,0.63,0.85,0.54,0.63,0.38,0.37,0.52,0.48,0.0,0.49,0.32,0.2,0.0,0.14,0.1,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98999999999998
08/26/2021,5.49,7.87,0.62,3.54,3.74,3.13,2.9,2.78,3.43,2.71,2.65,2.63,1.5,1.9,2.64,1.94,1.95,1.72,1.96,2.02,1.7,1.54,1.49,1.24,1.8,1.43,1.2,1.72,1.32,1.09,1.63,1.67,0.92,1.09,1.56,1.2,1.62,0.28,1.32,0.95,1.04,1.21,0.98,0.85,1.03,0.66,0.85,0.81,0.72,0.65,0.84,0.53,0.63,0.36,0.4,0.51,0.47,0.0,0.49,0.32,0.2,0.0,0.14,0.1,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
08/27/2021,5.53,7.62,0.64,3.49,3.59,3.2,2.86,2.74,3.39,2.68,2.67,2.64,1.55,1.91,2.6,1.91,1.93,1.76,1.93,2.04,1.72,1.56,1.49,1.18,1.76,1.45,1.3,1.72,1.39,1.17,1.58,1.63,0.95,1.1,1.51,1.23,1.56,0.26,1.3,1.09,1.06,1.21,0.97,0.85,0.98,0.68,0.85,0.81,0.71,0.67,0.82,0.54,0.63,0.37,0.43,0.55,0.48,0.0,0.48,0.35,0.19,0.0,0.14,0.1,2.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
08/30/2021,5.64,7.71,0.61,3.56,3.54,3.16,2.83,2.74,3.38,2.63,2.62,2.59,1.56,1.81,2.46,1.91,1.97,1.7,2.0,2.05,1.74,1.56,1.48,1.16,1.79,1.45,1.35,1.71,1.35,1.21,1.64,1.64,0.93,1.09,1.55,1.23,1.58,0.26,1.3,1.08,1.04,1.18,0.97,0.85,1.01,0.75,0.84,0.81,0.71,0.67,0.83,0.55,0.64,0.36,0.43,0.56,0.48,0.0,0.49,0.35,0.19,0.0,0.14,0.1,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
08/31/2021,6.1,7.53,0.56,3.6,3.58,3.15,2.89,2.7,3.39,2.75,2.64,2.57,1.46,1.78,2.43,1.91,1.99,1.71,2.0,2.0,1.75,1.56,1.47,1.11,1.79,1.4,1.3,1.79,1.22,1.17,1.69,1.64,0.89,1.02,1.58,1.21,1.61,0.25,1.3,1.04,1.02,1.18,0.99,0.87,1.03,0.72,0.85,0.85,0.71,0.67,0.83,0.54,0.64,0.4,0.41,0.56,0.48,0.0,0.5,0.35,0.19,0.0,0.14,0.1,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/01/2021,6.16,7.68,0.57,3.59,3.56,3.07,2.9,2.7,3.36,2.74,2.62,2.6,1.43,1.75,2.42,1.91,1.96,1.72,2.02,2.05,1.76,1.62,1.43,1.12,1.81,1.37,1.33,1.86,1.15,1.12,1.68,1.64,0.87,1.03,1.59,1.23,1.63,0.25,1.3,1.09,1.02,1.16,1.0,0.86,1.04,0.66,0.85,0.86,0.7,0.64,0.83,0.54,0.64,0.41,0.4,0.55,0.48,0.0,0.5,0.35,0.19,0.0,0.14,0.1,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/02/2021,6.27,7.69,0.61,3.65,3.53,2.91,2.9,2.67,3.33,2.78,2.61,2.6,1.48,1.8,2.4,1.88,1.98,1.82,2.0,1.97,1.74,1.6,1.4,1.1,1.8,1.36,1.33,1.84,1.14,1.14,1.68,1.63,0.88,1.05,1.58,1.23,1.6,0.25,1.28,1.11,1.02,1.16,0.96,0.86,1.03,0.72,0.84,0.86,0.7,0.63,0.82,0.53,0.65,0.45,0.4,0.53,0.48,0.0,0.49,0.35,0.19,0.0,0.14,0.1,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/03/2021,6.15,7.63,0.66,3.75,3.49,3.03,2.91,2.67,3.32,2.66,2.64,2.65,1.55,1.88,2.28,1.88,1.86,1.81,2.01,1.84,1.74,1.65,1.44,1.1,1.87,1.35,1.33,1.89,1.19,1.1,1.76,1.67,0.84,1.09,1.57,1.19,1.6,0.25,1.28,1.05,1.01,1.15,0.95,0.86,1.02,0.73,0.84,0.88,0.71,0.63,0.81,0.52,0.64,0.46,0.4,0.54,0.47,0.0,0.0,0.0,0.19,0.0,0.0,0.1,2.45,0.48,0.35,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
09/06/2021,5.83,7.37,0.69,3.8,3.5,3.18,3.02,2.7,3.57,2.65,2.55,2.62,1.6,1.7,2.42,1.89,1.84,1.75,1.99,1.84,1.78,1.61,1.48,1.06,1.99,1.32,1.35,1.92,1.27,1.1,1.72,1.64,0.85,1.08,1.61,1.2,1.6,0.27,1.28,1.0,0.92,1.24,0.96,0.87,1.0,0.75,0.86,0.9,0.7,0.65,0.82,0.5,0.62,0.45,0.39,0.55,0.46,0.0,0.48,0.34,0.19,0.0,0.14,0.11,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/07/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.14,0.11,2.47,0.0,0.0,0.0,7.37,5.83,3.8,3.57,3.5,3.18,3.02,2.7,2.65,2.62,2.55,2.42,1.99,1.99,1.92,1.89,1.84,1.84,1.78,1.72,1.7,1.64,1.61,1.61,1.6,1.6,1.48,1.35,1.28,1.27,1.24,1.2,1.1,1.08,1.06,1.0,1.0,0.96,0.92,0.9,0.87,0.86,0.85,0.82,0.75,0.7,0.69,0.65,0.62,0.55,0.5,0.48,0.46,0.45,0.39,0.27,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/08/2021,5.83,7.37,0.69,3.8,3.5,3.18,3.02,2.7,3.57,2.65,2.55,2.62,1.6,1.7,2.42,1.89,1.84,1.75,1.99,1.84,1.78,1.61,1.48,1.06,1.99,1.32,1.35,1.92,1.27,1.1,1.72,1.64,0.85,1.08,1.61,1.2,1.6,0.27,1.28,1.0,0.92,1.24,0.96,0.87,1.0,0.75,0.86,0.9,0.7,0.65,0.82,0.5,0.62,0.45,0.39,0.55,0.46,0.0,0.48,0.34,0.19,0.11,0.14,0.0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/09/2021,5.92,7.28,0.7,3.68,3.52,3.21,2.97,2.69,3.54,2.66,2.55,2.54,1.64,1.72,2.39,1.87,1.83,1.8,2.21,1.82,1.77,1.64,1.45,1.1,1.99,1.3,1.32,1.91,1.3,1.09,1.7,1.6,0.84,1.11,1.6,1.18,1.63,0.27,1.28,1.01,0.96,1.22,0.97,0.88,0.98,0.74,0.88,0.92,0.69,0.65,0.82,0.51,0.62,0.43,0.38,0.55,0.45,0.0,0.48,0.32,0.2,0.1,0.14,0.0,2.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
09/10/2021,6.27,6.91,0.79,3.6,3.48,3.02,2.91,2.65,3.67,2.82,2.59,2.47,1.76,1.78,2.3,1.86,1.77,1.85,2.24,1.89,1.73,1.58,1.43,1.2,1.95,1.44,1.35,1.86,1.39,1.09,1.65,1.51,0.87,1.12,1.56,1.15,1.61,0.27,1.25,1.03,0.97,1.24,0.96,0.89,0.94,0.77,0.92,0.9,0.68,0.68,0.8,0.5,0.61,0.43,0.38,0.53,0.45,0.0,0.48,0.35,0.19,0.1,0.14,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.00999999999998
09/13/2021,6.56,6.96,0.73,3.45,3.53,2.95,3.01,2.6,3.68,2.82,2.54,2.46,1.67,1.85,2.29,1.88,1.77,1.88,2.36,1.87,1.71,1.51,1.42,1.16,1.98,1.52,1.34,1.76,1.33,1.03,1.7,1.58,0.86,1.1,1.55,1.1,1.59,0.26,1.25,0.98,0.93,1.25,0.94,0.9,0.96,0.73,0.91,0.95,0.69,0.68,0.83,0.49,0.61,0.42,0.36,0.51,0.45,0.0,0.49,0.35,0.18,0.1,0.14,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/14/2021,6.56,6.96,0.73,3.45,3.53,2.95,3.01,2.6,3.68,2.82,2.54,2.46,1.67,1.85,2.29,1.88,1.77,1.88,2.36,1.87,1.71,1.51,1.42,1.16,1.98,1.52,1.34,1.76,1.33,1.03,1.7,1.58,0.86,1.1,1.55,1.1,1.59,0.26,1.25,0.98,0.93,1.25,0.94,0.9,0.96,0.73,0.91,0.95,0.69,0.68,0.83,0.49,0.61,0.42,0.36,0.51,0.45,0.0,0.49,0.35,0.18,0.1,0.14,0.0,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97
09/15/2021,6.22,7.07,0.77,3.39,3.58,2.94,2.98,2.66,3.65,2.85,2.47,2.48,1.72,1.9,2.3,1.86,1.71,1.91,2.33,1.81,1.71,1.5,1.41,1.17,1.98,1.57,1.33,1.8,1.37,1.04,1.71,1.57,0.93,1.08,1.53,1.13,1.6,0.27,1.25,0.98,0.94,1.26,0.95,0.91,0.97,0.76,0.89,0.95,0.68,0.67,0.83,0.48,0.62,0.42,0.37,0.52,0.44,0.0,0.53,0.34,0.18,0.1,0.14,0.0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
09/16/2021,5.37,7.05,0.8,3.44,3.61,2.99,3.02,2.63,3.68,2.77,2.45,2.55,1.7,1.88,2.27,1.87,1.71,1.94,2.37,1.93,1.73,1.53,1.39,1.16,2.03,1.61,1.3,1.8,1.28,1.08,1.71,1.61,0.96,1.03,1.57,1.17,1.6,0.27,1.29,1.02,0.94,1.28,0.97,0.93,0.96,0.79,0.9,0.98,0.67,0.67,0.85,0.51,0.64,0.44,0.39,0.53,0.47,0.0,0.55,0.36,0.18,0.1,0.14,0.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
09/17/2021,5.27,7.14,0.78,3.37,3.65,3.0,3.04,2.62,3.7,2.82,2.64,2.56,1.74,1.91,2.25,1.85,1.66,2.0,2.3,1.91,1.72,1.55,1.4,1.17,2.0,1.69,1.3,1.8,1.26,1.0,1.67,1.59,1.05,1.06,1.55,1.12,1.6,0.27,1.29,0.98,0.92,1.28,0.95,0.93,0.94,0.76,0.9,0.98,0.66,0.67,0.86,0.5,0.65,0.43,0.37,0.52,0.47,0.0,0.54,0.36,0.18,0.1,0.14,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
