,AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,JPM,V,UNH,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,WMT,LLY,DHR,TXN,MCD,MDT,QCOM,UPS,ORCL,LIN,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,GS,BLK,AMAT,AMT,TGT,CAT,AMD,GE,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,BKNG,PLD,MU,LRCX,MDLZ,GILD,TJX,COP,CI,PNC,CME,CSX,ATVI,EQIX,GM,BDX,CB,MMC,FDX,COF,ILMN,CL,NSC,EW,ICE,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HUM,EMR,PGR,F,IDXX,WM,BIIB,FCX,VRTX,ECL,NEM,ROP,JCI,KLAC,TROW,DOW,MSCI,A,Cash & Cash Equivalents,LHX,TEL,EBAY,TT,MET,EXC,SLB,DLR,APTV,INFO,SPG,SRE,APH,EA,BAX,ALL,PRU,PPG,BK,PH,STZ,ALXN,SYY,MPC,MSI,HPQ,TRV,MAR,PXD,IFF,GIS,DFS,TDG,KMI,WELL,HLT,YUM,CMI,WBA,MTD,AFL,CTAS,SWK,ROK,ADM,CTVA,WMB,GLW,ANSS,AME,PEG,MCK,PCAR,FAST,AVB,ZBRA,AWK,AMP,AJG,VRSK,STT,KEYS,CBRE,KR,ES,DAL,LH,WST,EQR,BLL,FITB,VFC,SYF,LYB,KHC,HSY,O,OXY,BBY,WY,OKE,ED,ETSY,RSG,FTV,GE.,n/a,ALB,URI,DOV,WAT,EXR,HIG,DLTR,ANET,MLM,EIX,DVN,NTRS,TSN,SUM
07/30/2021,8.18,7.66,5.51,2.83,2.76,1.7,1.76,1.63,1.51,1.39,1.23,1.22,1.21,1.16,1.02,1.05,0.95,0.87,0.83,0.83,0.77,0.83,0.84,0.75,0.79,0.71,0.77,0.74,0.74,0.74,0.69,0.7,0.72,0.7,0.69,0.65,0.61,0.65,0.62,0.57,0.5,0.57,0.55,0.52,0.54,0.54,0.5,0.5,0.49,0.51,0.53,0.51,0.45,0.43,0.44,0.46,0.46,0.41,0.39,0.41,0.4,0.39,0.39,0.36,0.35,0.35,0.33,0.33,0.34,0.29,0.32,0.33,0.31,0.29,0.27,0.28,0.28,0.27,0.26,0.23,0.27,0.25,0.26,0.27,0.26,0.25,0.27,0.25,0.25,0.23,0.24,0.24,0.24,0.23,0.23,0.21,0.23,0.22,0.22,0.22,0.21,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.19,0.19,0.17,0.18,0.18,0.17,0.16,0.16,0.17,0.16,0.3,0.17,0.16,0.17,0.17,0.15,0.16,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.91
08/02/2021,8.07,7.63,5.44,2.89,2.74,1.73,1.84,1.64,1.49,1.38,1.23,1.21,1.2,1.14,1.03,1.05,0.94,0.88,0.82,0.83,0.77,0.82,0.85,0.76,0.78,0.71,0.76,0.74,0.75,0.74,0.7,0.69,0.71,0.69,0.69,0.67,0.62,0.64,0.62,0.61,0.49,0.56,0.55,0.51,0.54,0.54,0.51,0.5,0.48,0.51,0.51,0.51,0.46,0.44,0.45,0.45,0.46,0.41,0.44,0.41,0.4,0.4,0.38,0.36,0.36,0.35,0.33,0.32,0.33,0.3,0.31,0.31,0.31,0.29,0.27,0.28,0.28,0.27,0.26,0.23,0.25,0.26,0.26,0.27,0.26,0.24,0.27,0.25,0.25,0.23,0.25,0.24,0.25,0.23,0.23,0.22,0.23,0.22,0.21,0.22,0.2,0.21,0.2,0.2,0.21,0.2,0.18,0.2,0.18,0.19,0.18,0.18,0.18,0.17,0.16,0.16,0.18,0.16,0.31,0.17,0.17,0.17,0.17,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.14,0.13,0.13,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.08,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.93
08/03/2021,8.14,7.63,5.06,2.89,2.73,1.73,1.88,1.63,1.49,1.39,1.24,1.24,1.2,1.14,1.03,1.06,0.96,0.87,0.82,0.83,0.78,0.83,0.85,0.76,0.79,0.71,0.77,0.73,0.76,0.76,0.7,0.69,0.72,0.7,0.69,0.67,0.63,0.64,0.63,0.6,0.49,0.56,0.57,0.52,0.54,0.54,0.5,0.5,0.48,0.52,0.51,0.51,0.45,0.44,0.46,0.46,0.47,0.4,0.46,0.4,0.4,0.4,0.38,0.36,0.37,0.36,0.34,0.32,0.34,0.31,0.32,0.32,0.31,0.29,0.27,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.26,0.27,0.26,0.24,0.26,0.26,0.24,0.23,0.25,0.24,0.25,0.23,0.23,0.22,0.23,0.21,0.21,0.22,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.17,0.31,0.17,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
08/04/2021,8.14,7.63,5.06,2.89,2.73,1.73,1.88,1.63,1.49,1.39,1.24,1.24,1.2,1.14,1.03,1.06,0.96,0.87,0.82,0.83,0.78,0.83,0.85,0.76,0.79,0.71,0.77,0.73,0.76,0.76,0.7,0.69,0.72,0.7,0.69,0.67,0.63,0.64,0.63,0.6,0.49,0.56,0.57,0.52,0.54,0.54,0.5,0.5,0.48,0.52,0.51,0.51,0.45,0.44,0.46,0.46,0.47,0.4,0.46,0.4,0.4,0.4,0.38,0.36,0.37,0.36,0.34,0.32,0.34,0.31,0.32,0.32,0.31,0.29,0.27,0.28,0.28,0.27,0.26,0.23,0.26,0.26,0.26,0.27,0.26,0.24,0.26,0.26,0.24,0.23,0.25,0.24,0.25,0.23,0.23,0.22,0.23,0.21,0.21,0.22,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.2,0.19,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.17,0.31,0.17,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.13,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.96
08/05/2021,8.13,7.64,5.07,2.9,2.75,1.75,1.94,1.63,1.45,1.4,1.24,1.24,1.17,1.13,1.02,1.06,0.95,0.87,0.82,0.83,0.78,0.83,0.88,0.76,0.78,0.71,0.77,0.73,0.76,0.75,0.7,0.69,0.71,0.69,0.7,0.67,0.63,0.64,0.63,0.6,0.49,0.57,0.56,0.52,0.54,0.55,0.5,0.49,0.48,0.51,0.5,0.51,0.46,0.44,0.46,0.46,0.46,0.4,0.47,0.0,0.39,0.4,0.38,0.36,0.37,0.37,0.34,0.32,0.34,0.31,0.33,0.32,0.31,0.29,0.27,0.28,0.27,0.27,0.26,0.23,0.26,0.26,0.26,0.27,0.27,0.24,0.26,0.26,0.24,0.23,0.25,0.24,0.25,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.2,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.17,0.31,0.16,0.18,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.0,0.13,0.13,0.14,0.13,0.13,0.14,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98
08/06/2021,8.16,7.64,5.08,2.89,2.73,1.74,1.93,1.63,1.42,1.41,1.24,1.24,1.13,1.11,1.03,1.05,0.94,0.87,0.81,0.82,0.78,0.84,0.9,0.76,0.78,0.71,0.76,0.73,0.77,0.75,0.7,0.68,0.71,0.7,0.72,0.68,0.62,0.62,0.63,0.59,0.49,0.58,0.56,0.52,0.55,0.55,0.51,0.5,0.48,0.51,0.5,0.51,0.46,0.44,0.46,0.45,0.46,0.4,0.48,0.0,0.39,0.41,0.39,0.36,0.37,0.37,0.34,0.31,0.34,0.32,0.33,0.31,0.31,0.29,0.27,0.28,0.28,0.26,0.26,0.22,0.26,0.26,0.26,0.27,0.27,0.24,0.26,0.26,0.24,0.23,0.25,0.24,0.25,0.23,0.23,0.22,0.23,0.22,0.21,0.23,0.19,0.21,0.2,0.19,0.21,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.19,0.17,0.16,0.18,0.17,0.31,0.17,0.17,0.16,0.17,0.15,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.14,0.12,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.86
08/09/2021,8.14,7.7,5.11,2.9,2.75,1.81,1.94,1.63,1.44,1.37,1.25,1.23,1.15,1.13,1.04,1.07,0.94,0.85,0.81,0.85,0.77,0.83,0.89,0.76,0.77,0.7,0.75,0.72,0.78,0.75,0.69,0.68,0.72,0.7,0.74,0.69,0.63,0.62,0.61,0.59,0.48,0.57,0.56,0.52,0.54,0.56,0.51,0.48,0.48,0.52,0.49,0.52,0.46,0.45,0.46,0.45,0.46,0.4,0.48,0.0,0.39,0.4,0.37,0.37,0.38,0.37,0.33,0.32,0.34,0.32,0.33,0.31,0.31,0.29,0.27,0.25,0.28,0.26,0.26,0.22,0.26,0.24,0.25,0.27,0.27,0.24,0.26,0.27,0.24,0.23,0.25,0.24,0.26,0.23,0.22,0.22,0.22,0.22,0.22,0.23,0.19,0.21,0.2,0.19,0.21,0.2,0.18,0.18,0.19,0.19,0.17,0.18,0.18,0.19,0.17,0.16,0.18,0.17,0.0,0.17,0.17,0.15,0.16,0.15,0.16,0.14,0.15,0.15,0.16,0.16,0.15,0.16,0.14,0.13,0.14,0.14,0.14,0.15,0.14,0.13,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.12,0.12,0.11,0.13,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.09,0.1,0.11,0.1,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.4,0.31,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94
08/13/2021,8.05,7.6,5.02,2.91,2.77,1.75,1.93,1.7,1.42,1.37,1.24,1.23,1.13,1.13,1.1,1.05,0.94,0.87,0.81,0.83,0.77,0.83,0.95,0.77,0.78,0.71,0.75,0.71,0.77,0.75,0.7,0.67,0.72,0.72,0.76,0.69,0.62,0.61,0.6,0.58,0.48,0.57,0.56,0.52,0.53,0.56,0.54,0.46,0.47,0.51,0.48,0.54,0.49,0.46,0.45,0.44,0.47,0.41,0.46,0.0,0.39,0.42,0.38,0.39,0.37,0.37,0.33,0.32,0.34,0.3,0.31,0.31,0.31,0.3,0.27,0.26,0.29,0.26,0.27,0.23,0.25,0.24,0.24,0.28,0.27,0.23,0.28,0.26,0.23,0.23,0.25,0.24,0.26,0.23,0.22,0.22,0.21,0.23,0.22,0.23,0.19,0.22,0.2,0.19,0.2,0.2,0.18,0.2,0.18,0.19,0.16,0.18,0.18,0.19,0.17,0.17,0.18,0.17,0.0,0.17,0.18,0.15,0.16,0.16,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.14,0.15,0.14,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.13,0.12,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.09,0.41,0.32,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94
08/16/2021,8.18,7.65,4.96,2.9,2.76,1.74,1.95,1.71,1.38,1.34,1.24,1.23,1.11,1.14,1.11,1.06,0.95,0.85,0.81,0.84,0.76,0.83,0.93,0.76,0.77,0.7,0.75,0.72,0.76,0.75,0.69,0.67,0.72,0.72,0.73,0.7,0.61,0.62,0.6,0.59,0.49,0.57,0.56,0.53,0.53,0.57,0.54,0.46,0.48,0.52,0.48,0.55,0.5,0.46,0.42,0.44,0.46,0.42,0.45,0.0,0.39,0.42,0.39,0.4,0.37,0.37,0.32,0.32,0.34,0.28,0.29,0.31,0.31,0.3,0.27,0.25,0.29,0.26,0.27,0.23,0.25,0.24,0.25,0.29,0.27,0.24,0.29,0.26,0.23,0.24,0.24,0.23,0.26,0.23,0.21,0.22,0.22,0.22,0.21,0.23,0.18,0.22,0.2,0.19,0.2,0.2,0.18,0.2,0.18,0.19,0.16,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.0,0.17,0.18,0.16,0.16,0.16,0.16,0.14,0.15,0.16,0.15,0.15,0.15,0.15,0.14,0.13,0.14,0.15,0.14,0.15,0.13,0.13,0.0,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.13,0.14,0.12,0.12,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.11,0.09,0.1,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.0,0.09,0.09,0.0,0.1,0.09,0.0,0.09,0.0,0.0,0.09,0.41,0.34,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.93
08/19/2021,8.26,7.73,4.93,2.91,2.75,1.73,1.84,1.68,1.39,1.37,1.24,1.23,1.11,1.13,1.08,1.06,0.95,0.82,0.81,0.84,0.76,0.83,0.95,0.77,0.78,0.7,0.76,0.73,0.76,0.76,0.68,0.69,0.73,0.72,0.75,0.7,0.61,0.63,0.61,0.59,0.49,0.57,0.57,0.53,0.54,0.57,0.52,0.47,0.48,0.52,0.48,0.54,0.49,0.46,0.42,0.45,0.46,0.41,0.45,0.0,0.38,0.42,0.39,0.38,0.38,0.37,0.32,0.31,0.34,0.28,0.29,0.31,0.31,0.29,0.26,0.25,0.28,0.26,0.27,0.23,0.26,0.23,0.25,0.29,0.27,0.24,0.28,0.27,0.24,0.24,0.25,0.23,0.25,0.24,0.22,0.22,0.22,0.23,0.22,0.23,0.19,0.22,0.2,0.18,0.2,0.2,0.18,0.19,0.17,0.19,0.16,0.18,0.18,0.18,0.17,0.16,0.18,0.17,0.0,0.17,0.18,0.17,0.16,0.16,0.16,0.13,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.14,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.09,0.11,0.11,0.1,0.1,0.09,0.09,0.1,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.09,0.39,0.35,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.92
08/20/2021,8.27,7.75,4.88,2.89,2.74,1.7,1.8,1.67,1.4,1.4,1.2,1.24,1.11,1.12,1.09,1.07,0.96,0.83,0.82,0.84,0.75,0.83,0.99,0.78,0.78,0.7,0.76,0.74,0.76,0.77,0.68,0.7,0.73,0.73,0.76,0.71,0.6,0.63,0.62,0.58,0.5,0.58,0.57,0.53,0.54,0.58,0.52,0.47,0.45,0.52,0.48,0.54,0.48,0.45,0.41,0.46,0.45,0.41,0.46,0.0,0.38,0.41,0.4,0.38,0.38,0.38,0.33,0.31,0.35,0.28,0.29,0.32,0.32,0.29,0.26,0.25,0.28,0.26,0.27,0.23,0.26,0.22,0.26,0.29,0.27,0.24,0.28,0.27,0.24,0.23,0.26,0.23,0.25,0.24,0.22,0.21,0.22,0.24,0.22,0.23,0.19,0.22,0.2,0.18,0.2,0.21,0.19,0.18,0.18,0.19,0.17,0.18,0.18,0.18,0.17,0.16,0.18,0.17,0.0,0.17,0.17,0.17,0.16,0.16,0.16,0.13,0.16,0.15,0.16,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.14,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.12,0.12,0.13,0.13,0.14,0.12,0.11,0.13,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.09,0.11,0.11,0.1,0.1,0.09,0.0,0.1,0.09,0.0,0.09,0.1,0.0,0.09,0.09,0.0,0.09,0.0,0.09,0.09,0.39,0.38,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.02
08/23/2021,8.16,7.92,4.84,2.9,2.76,1.75,1.84,1.65,1.39,1.43,1.22,1.26,1.11,1.11,1.07,1.08,0.96,0.79,0.81,0.87,0.76,0.86,0.97,0.79,0.78,0.69,0.78,0.74,0.75,0.77,0.65,0.7,0.74,0.73,0.76,0.72,0.61,0.63,0.62,0.57,0.5,0.57,0.58,0.53,0.54,0.59,0.52,0.46,0.51,0.53,0.48,0.53,0.48,0.46,0.42,0.46,0.44,0.4,0.45,0.0,0.37,0.4,0.39,0.38,0.37,0.38,0.33,0.3,0.35,0.28,0.29,0.32,0.32,0.31,0.25,0.25,0.28,0.25,0.27,0.23,0.26,0.22,0.26,0.3,0.28,0.23,0.27,0.24,0.24,0.23,0.26,0.23,0.26,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.19,0.21,0.2,0.18,0.21,0.21,0.18,0.17,0.18,0.19,0.16,0.18,0.19,0.18,0.17,0.16,0.18,0.18,0.0,0.17,0.17,0.17,0.16,0.16,0.17,0.13,0.16,0.15,0.15,0.15,0.15,0.16,0.14,0.13,0.14,0.15,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.12,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.0,0.11,0.12,0.1,0.11,0.09,0.0,0.09,0.09,0.0,0.09,0.1,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.09,0.39,0.38,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.1
08/26/2021,8.18,7.99,4.87,2.94,2.79,1.9,1.89,1.65,1.38,1.4,1.21,1.23,1.1,1.12,1.07,1.1,0.95,0.81,0.8,0.88,0.75,0.86,0.97,0.78,0.76,0.68,0.76,0.73,0.75,0.76,0.65,0.69,0.74,0.72,0.74,0.7,0.6,0.62,0.6,0.57,0.48,0.56,0.57,0.52,0.54,0.58,0.51,0.45,0.51,0.53,0.47,0.53,0.48,0.46,0.42,0.46,0.44,0.4,0.46,0.39,0.36,0.4,0.39,0.38,0.37,0.38,0.32,0.31,0.34,0.28,0.29,0.31,0.32,0.31,0.26,0.25,0.28,0.25,0.27,0.22,0.26,0.21,0.25,0.29,0.27,0.23,0.27,0.24,0.23,0.23,0.25,0.23,0.26,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.19,0.21,0.2,0.17,0.2,0.2,0.18,0.17,0.18,0.19,0.16,0.18,0.19,0.18,0.17,0.16,0.18,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.17,0.13,0.16,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.15,0.15,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.12,0.14,0.12,0.12,0.13,0.13,0.14,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.09,0.1,0.12,0.1,0.11,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.38,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.01000000000002
08/27/2021,8.16,7.93,4.93,2.96,2.82,1.89,1.9,1.66,1.38,1.39,1.2,1.22,1.1,1.13,1.09,1.1,0.95,0.81,0.79,0.87,0.76,0.87,0.94,0.77,0.75,0.68,0.75,0.74,0.75,0.75,0.66,0.68,0.73,0.71,0.73,0.71,0.6,0.62,0.62,0.57,0.48,0.56,0.57,0.51,0.53,0.57,0.52,0.45,0.5,0.53,0.47,0.54,0.48,0.46,0.42,0.45,0.44,0.4,0.45,0.39,0.37,0.4,0.38,0.39,0.37,0.38,0.32,0.32,0.34,0.28,0.29,0.3,0.32,0.31,0.26,0.25,0.28,0.25,0.27,0.22,0.25,0.22,0.25,0.29,0.27,0.23,0.27,0.24,0.23,0.23,0.26,0.23,0.26,0.23,0.21,0.21,0.22,0.24,0.21,0.23,0.19,0.22,0.2,0.18,0.2,0.21,0.19,0.18,0.18,0.19,0.16,0.18,0.19,0.18,0.17,0.16,0.18,0.18,0.0,0.17,0.17,0.16,0.16,0.16,0.17,0.14,0.16,0.15,0.15,0.15,0.14,0.16,0.14,0.13,0.14,0.15,0.13,0.15,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.14,0.12,0.11,0.12,0.12,0.14,0.12,0.12,0.13,0.13,0.12,0.11,0.13,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.12,0.11,0.09,0.1,0.11,0.1,0.11,0.1,0.0,0.1,0.09,0.0,0.09,0.09,0.0,0.1,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.38,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.03
