,AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,JPM,V,UNH,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,ACN,WMT,LLY,DHR,TXN,MCD,MDT,QCOM,UPS,ORCL,LIN,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,GS,BLK,AMAT,AMT,TGT,CAT,AMD,GE,AXP,DE,CVS,SCHW,SPGI,CHTR,ANTM,BKNG,PLD,MU,LRCX,MDLZ,GILD,TJX,COP,CI,PNC,CME,CSX,ATVI,EQIX,GM,BDX,CB,MMC,FDX,COF,ILMN,CL,NSC,EW,ICE,ADSK,ITW,APD,ADI,BSX,REGN,MCO,ETN,HUM,EMR,PGR,F,IDXX,WM,BIIB,FCX,VRTX,ECL,NEM,ROP,JCI,KLAC,TROW,DOW,MSCI,A,Cash & Cash Equivalents,LHX,TEL,EBAY,TT,MET,EXC,SLB,DLR,APTV,INFO,SPG,SRE,APH,EA,BAX,ALL,PRU,PPG,BK,PH,STZ,ALXN,SYY,MPC,MSI,HPQ,TRV,MAR,PXD,IFF,GIS,DFS,TDG,KMI,WELL,HLT,YUM,CMI,WBA,MTD,AFL,CTAS,SWK,ROK,ADM,CTVA,WMB,GLW,ANSS,AME,PEG,MCK,PCAR,FAST,AVB,ZBRA,AWK,AMP,AJG,VRSK,STT,KEYS,CBRE,KR,ES,DAL,LH,WST,EQR,BLL,FITB,VFC,SYF,LYB,KHC,HSY,O,OXY,BBY,WY,OKE,ED,ETSY,RSG,FTV,GE.,n/a,ALB,URI,DOV,WAT,EXR,HIG,DLTR,ANET,MLM,EIX,DVN,NTRS,TSN,SUM
09/30/2021,8.03,7.77,5.22,2.99,2.8,1.9,2.26,1.75,1.36,1.35,1.28,1.21,1.09,1.14,1.13,1.01,0.91,0.88,0.79,0.95,0.78,0.83,0.86,0.75,0.73,0.69,0.74,0.67,0.66,0.82,0.7,0.65,0.75,0.71,0.63,0.71,0.65,0.65,0.61,0.53,0.47,0.53,0.56,0.47,0.47,0.54,0.52,0.43,0.52,0.55,0.47,0.54,0.47,0.44,0.46,0.44,0.42,0.38,0.46,0.41,0.41,0.35,0.4,0.41,0.38,0.33,0.33,0.36,0.33,0.3,0.31,0.29,0.31,0.3,0.32,0.25,0.3,0.25,0.25,0.2,0.25,0.27,0.25,0.28,0.28,0.19,0.27,0.22,0.23,0.22,0.26,0.23,0.23,0.22,0.2,0.33,0.22,0.23,0.21,0.22,0.18,0.2,0.19,0.19,0.2,0.21,0.15,0.17,0.17,0.19,0.15,0.17,0.18,0.2,0.17,0.16,0.19,0.18,0.0,0.16,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.16,0.13,0.14,0.14,0.15,0.12,0.15,0.13,0.13,0.0,0.15,0.14,0.14,0.13,0.14,0.14,0.14,0.11,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.1,0.1,0.1,0.1,0.11,0.1,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.09,0.09,0.1,0.09,0.09,0.1,0.0,0.09,0.0,0.19,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04000000000002
10/01/2021,8.0,7.65,5.18,2.94,2.75,1.85,2.26,1.78,1.37,1.35,1.27,1.22,1.1,1.14,1.15,0.99,0.9,0.91,0.8,0.94,0.79,0.84,0.86,0.75,0.73,0.7,0.75,0.68,0.66,0.81,0.72,0.67,0.74,0.72,0.63,0.69,0.65,0.65,0.61,0.53,0.48,0.54,0.56,0.47,0.48,0.54,0.52,0.43,0.52,0.54,0.47,0.53,0.47,0.44,0.44,0.44,0.41,0.39,0.44,0.42,0.41,0.36,0.4,0.41,0.37,0.33,0.34,0.36,0.33,0.29,0.3,0.3,0.32,0.3,0.33,0.25,0.3,0.26,0.25,0.21,0.25,0.28,0.26,0.28,0.28,0.2,0.27,0.21,0.23,0.22,0.26,0.23,0.23,0.22,0.21,0.33,0.22,0.23,0.2,0.22,0.18,0.21,0.19,0.2,0.19,0.21,0.16,0.18,0.17,0.19,0.16,0.17,0.18,0.19,0.17,0.16,0.18,0.18,0.0,0.16,0.17,0.17,0.15,0.17,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.16,0.14,0.15,0.14,0.15,0.12,0.15,0.13,0.13,0.0,0.15,0.15,0.14,0.13,0.14,0.15,0.14,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.09,0.1,0.09,0.09,0.1,0.0,0.09,0.0,0.2,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
10/04/2021,8.06,7.69,5.19,2.92,2.73,1.87,2.28,1.78,1.36,1.34,1.27,1.23,1.1,1.11,1.14,1.0,0.93,0.9,0.81,0.95,0.79,0.83,0.87,0.76,0.74,0.7,0.75,0.69,0.67,0.82,0.71,0.69,0.74,0.72,0.67,0.7,0.64,0.65,0.61,0.53,0.48,0.52,0.55,0.46,0.48,0.56,0.52,0.44,0.52,0.54,0.47,0.52,0.46,0.43,0.43,0.44,0.41,0.38,0.45,0.41,0.4,0.35,0.4,0.4,0.37,0.34,0.33,0.36,0.34,0.29,0.3,0.3,0.32,0.29,0.33,0.25,0.3,0.25,0.25,0.22,0.25,0.28,0.26,0.28,0.28,0.19,0.26,0.21,0.23,0.22,0.26,0.23,0.23,0.22,0.2,0.33,0.22,0.23,0.21,0.21,0.18,0.2,0.19,0.2,0.19,0.21,0.16,0.17,0.17,0.19,0.16,0.17,0.18,0.19,0.16,0.16,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.17,0.17,0.15,0.15,0.15,0.17,0.16,0.14,0.16,0.15,0.15,0.14,0.15,0.12,0.15,0.13,0.13,0.0,0.15,0.15,0.14,0.12,0.14,0.14,0.14,0.12,0.13,0.14,0.13,0.12,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.09,0.0,0.1,0.0,0.1,0.09,0.09,0.1,0.0,0.09,0.0,0.21,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.00000000000004
10/07/2021,7.93,7.72,5.04,2.92,2.74,1.78,2.3,1.81,1.38,1.33,1.26,1.22,1.09,1.14,1.17,0.97,0.95,0.95,0.82,0.95,0.79,0.83,0.86,0.74,0.75,0.7,0.75,0.7,0.68,0.81,0.73,0.76,0.74,0.7,0.65,0.69,0.64,0.66,0.61,0.52,0.47,0.53,0.55,0.49,0.48,0.56,0.52,0.44,0.53,0.52,0.48,0.51,0.46,0.43,0.42,0.44,0.41,0.38,0.44,0.42,0.41,0.35,0.4,0.4,0.37,0.34,0.33,0.37,0.34,0.29,0.29,0.3,0.31,0.29,0.35,0.25,0.3,0.25,0.25,0.22,0.25,0.28,0.25,0.28,0.28,0.19,0.27,0.2,0.23,0.23,0.24,0.23,0.22,0.22,0.2,0.32,0.22,0.21,0.2,0.21,0.18,0.2,0.19,0.2,0.19,0.21,0.16,0.17,0.17,0.19,0.16,0.17,0.18,0.18,0.16,0.16,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.17,0.17,0.16,0.15,0.16,0.17,0.16,0.14,0.16,0.15,0.15,0.14,0.15,0.12,0.15,0.14,0.13,0.0,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.12,0.14,0.14,0.13,0.12,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.09,0.09,0.0,0.09,0.0,0.23,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.91
10/08/2021,7.96,7.8,5.04,2.94,2.76,1.83,2.28,1.81,1.36,1.34,1.26,1.22,1.07,1.14,1.18,0.97,0.94,0.94,0.81,0.94,0.79,0.83,0.85,0.74,0.74,0.7,0.75,0.7,0.68,0.81,0.74,0.74,0.74,0.7,0.66,0.68,0.64,0.66,0.61,0.52,0.47,0.54,0.55,0.49,0.48,0.56,0.53,0.43,0.52,0.53,0.47,0.52,0.47,0.43,0.42,0.43,0.4,0.38,0.44,0.41,0.41,0.35,0.39,0.41,0.37,0.34,0.33,0.36,0.34,0.28,0.29,0.3,0.3,0.28,0.35,0.25,0.31,0.26,0.26,0.21,0.24,0.28,0.25,0.28,0.28,0.2,0.27,0.2,0.23,0.23,0.24,0.24,0.22,0.22,0.2,0.32,0.22,0.21,0.21,0.22,0.18,0.21,0.19,0.2,0.19,0.21,0.15,0.17,0.17,0.19,0.15,0.17,0.18,0.18,0.16,0.16,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.17,0.17,0.15,0.14,0.15,0.17,0.16,0.14,0.16,0.15,0.15,0.14,0.15,0.12,0.16,0.14,0.13,0.0,0.15,0.15,0.14,0.13,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.12,0.12,0.12,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.11,0.12,0.11,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.09,0.0,0.1,0.0,0.1,0.1,0.09,0.09,0.0,0.09,0.0,0.23,0.09,0.09,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95
10/11/2021,7.97,7.85,5.09,2.97,2.78,1.86,2.28,1.8,1.38,1.35,1.27,1.22,1.09,1.14,1.16,0.98,0.93,0.91,0.79,0.95,0.78,0.82,0.85,0.74,0.74,0.68,0.76,0.69,0.69,0.81,0.72,0.73,0.73,0.7,0.66,0.68,0.64,0.66,0.61,0.51,0.47,0.54,0.55,0.49,0.47,0.56,0.52,0.42,0.52,0.52,0.47,0.51,0.47,0.42,0.42,0.43,0.4,0.38,0.46,0.41,0.4,0.35,0.39,0.4,0.37,0.33,0.33,0.36,0.34,0.28,0.28,0.3,0.3,0.28,0.34,0.25,0.3,0.26,0.26,0.21,0.24,0.29,0.25,0.28,0.28,0.19,0.27,0.21,0.23,0.23,0.25,0.25,0.22,0.22,0.21,0.32,0.22,0.2,0.21,0.22,0.18,0.21,0.19,0.21,0.19,0.21,0.16,0.18,0.17,0.19,0.15,0.17,0.18,0.18,0.16,0.15,0.18,0.17,0.0,0.16,0.17,0.17,0.15,0.17,0.17,0.15,0.14,0.16,0.17,0.16,0.14,0.16,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.0,0.15,0.15,0.14,0.12,0.14,0.15,0.15,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.1,0.13,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.09,0.09,0.1,0.0,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.21,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.98000000000002
10/14/2021,8.01,7.89,5.05,2.99,2.79,1.84,2.29,1.78,1.36,1.37,1.28,1.23,1.08,1.12,1.16,0.97,0.85,0.93,0.77,0.95,0.78,0.83,0.84,0.74,0.75,0.66,0.77,0.7,0.69,0.81,0.74,0.72,0.74,0.71,0.66,0.68,0.64,0.66,0.59,0.51,0.47,0.56,0.54,0.5,0.46,0.54,0.52,0.42,0.53,0.51,0.47,0.51,0.46,0.43,0.42,0.42,0.4,0.38,0.45,0.41,0.4,0.34,0.39,0.41,0.37,0.31,0.33,0.37,0.34,0.28,0.28,0.3,0.31,0.27,0.36,0.25,0.3,0.26,0.27,0.21,0.24,0.3,0.24,0.29,0.28,0.19,0.26,0.21,0.23,0.24,0.24,0.26,0.22,0.22,0.21,0.32,0.21,0.2,0.21,0.22,0.19,0.2,0.19,0.21,0.19,0.21,0.16,0.18,0.17,0.19,0.15,0.17,0.18,0.18,0.16,0.15,0.18,0.16,0.0,0.17,0.17,0.17,0.14,0.17,0.16,0.16,0.14,0.16,0.17,0.16,0.14,0.16,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.0,0.15,0.15,0.14,0.12,0.14,0.15,0.16,0.12,0.13,0.14,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.11,0.12,0.13,0.1,0.12,0.13,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.11,0.12,0.12,0.11,0.12,0.1,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.09,0.09,0.11,0.0,0.1,0.1,0.09,0.09,0.09,0.09,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.94
10/15/2021,7.96,7.88,5.06,2.94,2.76,1.84,2.34,1.77,1.35,1.36,1.28,1.23,1.08,1.12,1.15,0.99,0.86,0.93,0.76,0.97,0.76,0.82,0.84,0.74,0.75,0.65,0.77,0.69,0.7,0.81,0.74,0.72,0.75,0.71,0.66,0.67,0.62,0.65,0.59,0.5,0.47,0.56,0.55,0.5,0.46,0.55,0.51,0.41,0.53,0.52,0.47,0.51,0.47,0.43,0.42,0.43,0.41,0.37,0.46,0.4,0.41,0.34,0.39,0.41,0.37,0.31,0.33,0.37,0.35,0.27,0.28,0.3,0.3,0.27,0.35,0.25,0.31,0.26,0.26,0.21,0.24,0.31,0.25,0.29,0.28,0.19,0.27,0.21,0.23,0.23,0.24,0.26,0.22,0.22,0.21,0.31,0.21,0.2,0.21,0.22,0.19,0.2,0.19,0.22,0.19,0.21,0.16,0.18,0.17,0.19,0.16,0.17,0.18,0.17,0.15,0.15,0.18,0.16,0.0,0.17,0.17,0.17,0.14,0.17,0.17,0.16,0.14,0.16,0.17,0.16,0.14,0.16,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.0,0.15,0.15,0.15,0.12,0.14,0.15,0.16,0.13,0.14,0.14,0.13,0.12,0.12,0.14,0.13,0.12,0.12,0.11,0.12,0.13,0.1,0.12,0.13,0.11,0.13,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.0,0.1,0.0,0.0,0.09,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.09,0.0,0.0,0.21,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.9
10/18/2021,7.92,7.97,5.04,2.98,2.79,1.9,2.33,1.71,1.33,1.39,1.28,1.23,1.05,1.11,1.17,1.01,0.87,0.92,0.75,0.99,0.77,0.82,0.82,0.73,0.74,0.64,0.77,0.67,0.7,0.8,0.74,0.7,0.75,0.7,0.66,0.67,0.62,0.64,0.59,0.51,0.49,0.55,0.56,0.51,0.45,0.56,0.5,0.41,0.54,0.52,0.46,0.52,0.46,0.45,0.42,0.43,0.42,0.37,0.48,0.39,0.39,0.33,0.39,0.41,0.37,0.31,0.33,0.36,0.35,0.27,0.29,0.3,0.3,0.27,0.35,0.24,0.3,0.26,0.27,0.21,0.24,0.29,0.24,0.28,0.28,0.19,0.26,0.21,0.23,0.24,0.24,0.25,0.22,0.22,0.22,0.32,0.22,0.2,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.21,0.15,0.19,0.17,0.19,0.16,0.17,0.18,0.18,0.16,0.15,0.18,0.16,0.0,0.17,0.17,0.17,0.15,0.17,0.17,0.16,0.15,0.16,0.17,0.16,0.14,0.16,0.14,0.14,0.14,0.15,0.13,0.16,0.13,0.13,0.0,0.15,0.15,0.15,0.12,0.14,0.15,0.16,0.13,0.13,0.14,0.12,0.12,0.12,0.14,0.13,0.12,0.13,0.11,0.12,0.13,0.1,0.13,0.12,0.11,0.13,0.1,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.09,0.11,0.09,0.1,0.11,0.1,0.11,0.11,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.91
10/19/2021,7.91,7.94,5.16,2.96,2.77,1.89,2.38,1.73,1.35,1.41,1.29,1.22,1.08,1.11,1.19,1.01,0.86,0.92,0.75,0.99,0.77,0.81,0.81,0.72,0.73,0.64,0.76,0.67,0.7,0.8,0.74,0.69,0.75,0.7,0.66,0.66,0.62,0.63,0.6,0.51,0.49,0.55,0.55,0.51,0.45,0.56,0.51,0.41,0.54,0.53,0.46,0.52,0.48,0.45,0.42,0.42,0.42,0.38,0.47,0.4,0.4,0.33,0.39,0.42,0.37,0.31,0.33,0.37,0.35,0.26,0.28,0.29,0.3,0.27,0.35,0.25,0.29,0.26,0.27,0.21,0.24,0.29,0.24,0.28,0.28,0.19,0.26,0.21,0.22,0.24,0.24,0.25,0.22,0.22,0.22,0.32,0.21,0.2,0.21,0.22,0.2,0.2,0.18,0.21,0.19,0.21,0.15,0.2,0.16,0.19,0.16,0.17,0.18,0.17,0.16,0.15,0.18,0.16,0.0,0.17,0.17,0.17,0.14,0.17,0.17,0.16,0.14,0.16,0.17,0.16,0.14,0.16,0.14,0.14,0.13,0.15,0.13,0.16,0.13,0.13,0.0,0.15,0.15,0.14,0.12,0.13,0.15,0.15,0.13,0.13,0.14,0.12,0.12,0.12,0.14,0.13,0.12,0.12,0.11,0.12,0.13,0.1,0.13,0.12,0.11,0.12,0.1,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.12,0.12,0.12,0.12,0.11,0.12,0.09,0.1,0.09,0.09,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.0,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.0,0.0,0.22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.89
12/23/2021,8.92,8.1,4.92,2.87,2.7,2.34,2.47,1.53,1.18,1.54,1.39,1.29,0.99,0.89,1.05,0.88,0.75,0.84,0.74,0.82,0.68,0.86,1.15,0.8,0.75,0.58,0.78,0.78,0.67,0.86,0.74,0.65,0.82,0.67,0.7,0.67,0.57,0.66,0.45,0.67,0.5,0.5,0.57,0.53,0.47,0.59,0.39,0.42,0.57,0.58,0.43,0.47,0.42,0.43,0.45,0.42,0.36,0.36,0.55,0.33,0.33,0.32,0.44,0.41,0.37,0.28,0.36,0.31,0.4,0.31,0.32,0.31,0.31,0.29,0.31,0.24,0.27,0.27,0.27,0.16,0.25,0.27,0.24,0.27,0.29,0.2,0.2,0.2,0.23,0.24,0.25,0.25,0.2,0.23,0.22,0.3,0.19,0.21,0.21,0.22,0.2,0.18,0.2,0.25,0.17,0.21,0.12,0.18,0.19,0.19,0.16,0.16,0.18,0.2,0.14,0.13,0.16,0.15,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.13,0.16,0.14,0.17,0.16,0.14,0.16,0.13,0.14,0.11,0.13,0.13,0.14,0.13,0.14,0.0,0.12,0.13,0.15,0.14,0.13,0.14,0.13,0.12,0.14,0.11,0.11,0.1,0.11,0.13,0.13,0.1,0.12,0.12,0.12,0.13,0.1,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.13,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.09,0.0,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.11,0.1,0.09,0.09,0.0,0.0,0.0,94.21
12/24/2021,8.93,8.14,4.92,2.85,2.68,2.41,2.53,1.53,1.2,1.52,1.37,1.26,1.01,0.9,1.06,0.88,0.74,0.84,0.72,0.82,0.68,0.85,1.09,0.79,0.74,0.58,0.77,0.76,0.7,0.84,0.74,0.63,0.82,0.66,0.7,0.66,0.57,0.65,0.45,0.67,0.5,0.49,0.57,0.52,0.45,0.58,0.39,0.41,0.57,0.58,0.43,0.47,0.42,0.43,0.46,0.42,0.36,0.36,0.58,0.34,0.33,0.33,0.44,0.41,0.38,0.27,0.36,0.32,0.39,0.33,0.32,0.3,0.3,0.29,0.31,0.24,0.28,0.27,0.27,0.16,0.24,0.27,0.24,0.27,0.28,0.2,0.2,0.2,0.23,0.24,0.26,0.25,0.2,0.22,0.21,0.3,0.19,0.21,0.21,0.22,0.19,0.18,0.19,0.25,0.18,0.2,0.12,0.19,0.19,0.18,0.15,0.16,0.18,0.21,0.14,0.13,0.16,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.14,0.16,0.14,0.17,0.17,0.13,0.16,0.13,0.14,0.11,0.14,0.13,0.15,0.13,0.14,0.0,0.13,0.14,0.15,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.11,0.1,0.11,0.14,0.13,0.1,0.12,0.12,0.12,0.13,0.09,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.37,0.09,0.0,0.0,0.0,0.09,0.0,0.11,0.1,0.09,0.0,0.09,0.0,0.0,94.23000000000002
12/27/2021,8.97,8.19,4.89,2.88,2.7,2.41,2.69,1.52,1.2,1.52,1.37,1.26,1.02,0.9,1.05,0.88,0.73,0.84,0.71,0.81,0.68,0.85,1.09,0.8,0.74,0.58,0.76,0.76,0.69,0.84,0.73,0.63,0.84,0.65,0.69,0.66,0.56,0.64,0.45,0.67,0.5,0.48,0.57,0.52,0.45,0.58,0.39,0.41,0.57,0.58,0.43,0.47,0.42,0.42,0.46,0.42,0.35,0.36,0.57,0.33,0.33,0.32,0.43,0.41,0.37,0.27,0.36,0.32,0.39,0.33,0.32,0.3,0.3,0.29,0.31,0.24,0.27,0.27,0.27,0.16,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.23,0.26,0.25,0.2,0.22,0.21,0.3,0.2,0.21,0.21,0.22,0.19,0.18,0.19,0.26,0.18,0.2,0.12,0.19,0.19,0.18,0.15,0.16,0.18,0.21,0.14,0.13,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.13,0.16,0.14,0.17,0.17,0.13,0.16,0.12,0.14,0.11,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.11,0.1,0.11,0.14,0.13,0.1,0.12,0.12,0.12,0.12,0.09,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.1,0.0,0.1,0.09,0.09,0.0,0.0,0.37,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.09,0.0,0.0,94.28000000000002
12/28/2021,8.94,8.18,4.86,2.87,2.69,2.41,2.82,1.51,1.19,1.52,1.37,1.26,1.02,0.9,1.04,0.88,0.74,0.84,0.71,0.81,0.68,0.85,1.07,0.8,0.73,0.57,0.76,0.76,0.69,0.83,0.73,0.62,0.83,0.65,0.7,0.66,0.56,0.64,0.45,0.67,0.5,0.47,0.57,0.52,0.45,0.58,0.39,0.41,0.56,0.58,0.43,0.47,0.42,0.42,0.46,0.41,0.35,0.37,0.57,0.33,0.34,0.32,0.43,0.41,0.37,0.27,0.36,0.32,0.39,0.34,0.32,0.3,0.3,0.29,0.31,0.24,0.27,0.27,0.27,0.16,0.24,0.27,0.23,0.27,0.28,0.2,0.2,0.19,0.23,0.23,0.26,0.25,0.2,0.22,0.21,0.3,0.2,0.21,0.21,0.22,0.19,0.18,0.19,0.26,0.18,0.2,0.12,0.19,0.19,0.18,0.15,0.16,0.18,0.21,0.14,0.13,0.17,0.16,0.0,0.14,0.17,0.14,0.15,0.15,0.17,0.13,0.15,0.14,0.17,0.17,0.13,0.16,0.12,0.14,0.11,0.14,0.13,0.14,0.13,0.14,0.0,0.13,0.13,0.15,0.14,0.12,0.15,0.14,0.12,0.13,0.11,0.11,0.1,0.11,0.14,0.13,0.1,0.12,0.12,0.12,0.12,0.09,0.13,0.12,0.11,0.1,0.09,0.11,0.11,0.11,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.12,0.11,0.12,0.12,0.1,0.1,0.0,0.1,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.09,0.12,0.0,0.0,0.09,0.0,0.1,0.09,0.09,0.09,0.0,0.37,0.09,0.0,0.0,0.0,0.09,0.0,0.1,0.1,0.09,0.0,0.0,0.0,0.0,94.2
