,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,CSCO,INTC,PFE,ABT,KO,PEP,T,CVX,NKE,MRK,ABBV,TMO,AVGO,ACN,LLY,WMT,COST,WFC,DHR,TXN,MCD,MDT,UPS,QCOM,PM,HON,ORCL,LIN,BMY,UNP,NEE,INTU,C,LOW,AMGN,MS,SBUX,RTX,BA,IBM,AMAT,GS,BLK,AMT,TGT,CAT,ISRG,AMD,NOW,MMM,GE,AXP,DE,CVS,SCHW,CHTR,BKNG,SPGI,FIS,ANTM,LMT,ZTS,SYK,TMUS,COP,MO,MDLZ,CCI,LRCX,PLD,MU,ADP,GILD,PNC,CI,TJX,USB,DUK,CME,CSX,TFC,BDX,ATVI,FDX,CASH,MMC,EL,GM,ILMN,CB,EQIX,CL,EW,ICE,ADSK,NSC,COF,ITW,ADI,D,FISV,BSX,SO,APD,SHW,MCO,HUM,PGR,HCA,VRTX,NXPI,F,REGN,ETN,GPN,DG,ECL,BIIB,EMR,TWTR,NOC,AON,IDXX,WM,NEM,FCX,EOG,JCI,PSA,A,CMG,TT,CNC,MSCI,EXC,SLB,KLAC,KMB,ROP,IQV,LHX,DOW,TROW,PPG,CARR,EBAY,SNPS,MCHP,DD,ROST,PH,APTV,INFO,TEL,SPG,ALGN,DXCM,HPQ,ORLY,BAX,APH,TRV,EA,SBAC,PRU,SYY,SRE,GD,AEP,ALL,DLR,AIG,ALXN,MPC,MET,CDNS,AFL,CMI,DFS,TDG,BK,SIVB,ROK,OTIS,XEL,GIS,IFF,AVB,MRNA,ZBH,Cash,HLT,MAR,YUM,RMD,CTSH,GENERAL ELECTRIC CO,GEN.,FTNT,n/a,NUE,GE.,WELL,MTCH,WST,PXD,XLNX,VRSK,ETSY,O,CTAS,FRC,MSI,AZO,PAYX,STZ,MTD,MCK,EPAM,ODFL,STT,PSX,ADM,SUM
08/27/2021,6.3,6.12,3.81,2.35,2.28,2.18,1.45,1.45,1.45,1.27,1.23,1.06,1.07,0.88,0.92,0.94,0.85,0.86,0.83,0.83,0.72,0.62,0.65,0.6,0.67,0.66,0.58,0.72,0.59,0.58,0.57,0.52,0.5,0.57,0.52,0.56,0.58,0.51,0.55,0.56,0.54,0.53,0.54,0.54,0.47,0.47,0.47,0.37,0.43,0.41,0.42,0.43,0.43,0.42,0.4,0.45,0.4,0.4,0.37,0.35,0.41,0.37,0.35,0.33,0.33,0.33,0.37,0.35,0.35,0.33,0.3,0.34,0.35,0.33,0.31,0.31,0.29,0.31,0.3,0.3,0.29,0.25,0.28,0.21,0.24,0.23,0.26,0.22,0.22,0.19,0.24,0.24,0.22,0.23,0.26,0.22,0.24,0.24,0.21,0.2,0.24,0.2,0.21,0.19,0.19,0.21,0.19,0.17,0.17,0.0,0.22,0.21,0.17,0.19,0.22,0.18,0.18,0.2,0.18,0.2,0.17,0.2,0.17,0.16,0.17,0.19,0.16,0.19,0.17,0.19,0.17,0.14,0.16,0.18,0.13,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.13,0.14,0.14,0.13,0.11,0.14,0.13,0.11,0.13,0.12,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.13,0.11,0.11,0.12,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.11,0.11,0.12,0.0,0.0,0.11,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.2
08/30/2021,6.22,6.06,3.83,2.35,2.29,2.18,1.45,1.47,1.44,1.31,1.22,1.05,1.06,0.86,0.91,0.93,0.83,0.85,0.85,0.82,0.72,0.62,0.65,0.6,0.7,0.66,0.57,0.7,0.59,0.57,0.56,0.51,0.5,0.56,0.51,0.57,0.59,0.52,0.56,0.55,0.54,0.53,0.54,0.53,0.47,0.47,0.47,0.37,0.42,0.42,0.42,0.43,0.43,0.41,0.4,0.45,0.4,0.4,0.38,0.34,0.42,0.37,0.35,0.33,0.32,0.33,0.37,0.36,0.35,0.33,0.3,0.34,0.35,0.33,0.31,0.31,0.29,0.32,0.3,0.3,0.29,0.26,0.28,0.2,0.24,0.23,0.26,0.22,0.21,0.19,0.25,0.23,0.22,0.23,0.26,0.22,0.24,0.24,0.21,0.19,0.24,0.2,0.21,0.18,0.19,0.21,0.19,0.17,0.17,0.0,0.22,0.21,0.17,0.19,0.22,0.18,0.18,0.2,0.18,0.18,0.17,0.21,0.17,0.24,0.17,0.19,0.16,0.19,0.17,0.19,0.17,0.14,0.16,0.18,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.18,0.15,0.15,0.12,0.13,0.11,0.15,0.13,0.14,0.14,0.13,0.11,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.14,0.0,0.0,0.11,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.06
08/31/2021,6.22,6.06,3.83,2.35,2.29,2.18,1.45,1.47,1.44,1.31,1.22,1.05,1.06,0.86,0.91,0.93,0.83,0.85,0.85,0.82,0.72,0.62,0.65,0.6,0.7,0.66,0.57,0.7,0.59,0.57,0.56,0.51,0.5,0.56,0.51,0.57,0.59,0.52,0.56,0.55,0.54,0.53,0.54,0.53,0.47,0.47,0.47,0.37,0.42,0.42,0.42,0.43,0.43,0.41,0.4,0.45,0.4,0.4,0.38,0.34,0.42,0.37,0.35,0.33,0.32,0.33,0.37,0.36,0.35,0.33,0.3,0.34,0.35,0.33,0.31,0.31,0.29,0.32,0.3,0.3,0.29,0.26,0.28,0.2,0.24,0.23,0.26,0.22,0.21,0.19,0.25,0.23,0.22,0.23,0.26,0.22,0.24,0.24,0.21,0.19,0.24,0.2,0.21,0.18,0.19,0.21,0.19,0.17,0.17,0.0,0.22,0.21,0.17,0.19,0.22,0.18,0.18,0.2,0.18,0.18,0.17,0.21,0.17,0.24,0.17,0.19,0.16,0.19,0.17,0.19,0.17,0.14,0.16,0.18,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.18,0.15,0.15,0.12,0.13,0.11,0.15,0.13,0.14,0.14,0.13,0.11,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.14,0.0,0.0,0.11,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.06
09/01/2021,6.24,6.04,3.85,2.39,2.32,2.21,1.45,1.5,1.46,1.31,1.21,1.05,1.06,0.87,0.91,0.93,0.83,0.87,0.85,0.83,0.72,0.63,0.66,0.6,0.69,0.66,0.58,0.69,0.59,0.57,0.56,0.51,0.5,0.56,0.51,0.56,0.58,0.52,0.56,0.55,0.53,0.53,0.55,0.53,0.48,0.47,0.47,0.37,0.43,0.42,0.42,0.43,0.43,0.41,0.4,0.44,0.41,0.4,0.38,0.34,0.42,0.37,0.35,0.33,0.32,0.34,0.38,0.36,0.35,0.33,0.3,0.34,0.36,0.33,0.31,0.31,0.3,0.32,0.3,0.31,0.3,0.26,0.28,0.2,0.24,0.23,0.26,0.23,0.21,0.19,0.25,0.23,0.22,0.24,0.26,0.22,0.24,0.24,0.21,0.19,0.24,0.2,0.2,0.18,0.19,0.22,0.19,0.17,0.17,0.0,0.22,0.21,0.17,0.19,0.22,0.18,0.18,0.2,0.18,0.19,0.17,0.21,0.17,0.24,0.17,0.19,0.16,0.19,0.17,0.19,0.17,0.14,0.16,0.18,0.12,0.17,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.16,0.13,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.13,0.14,0.14,0.13,0.11,0.14,0.13,0.12,0.14,0.12,0.12,0.14,0.12,0.14,0.14,0.11,0.14,0.13,0.14,0.12,0.0,0.11,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.37
09/02/2021,6.42,6.11,3.93,2.44,2.32,2.22,1.44,1.5,1.49,1.29,1.22,1.05,1.06,0.9,0.92,0.93,0.82,0.87,0.83,0.83,0.72,0.62,0.67,0.6,0.68,0.66,0.58,0.69,0.59,0.58,0.57,0.51,0.5,0.56,0.51,0.56,0.59,0.53,0.56,0.55,0.54,0.53,0.53,0.54,0.48,0.47,0.47,0.37,0.43,0.42,0.42,0.43,0.43,0.41,0.39,0.44,0.41,0.4,0.37,0.34,0.41,0.37,0.35,0.33,0.32,0.34,0.37,0.36,0.36,0.33,0.3,0.34,0.36,0.34,0.31,0.31,0.29,0.32,0.3,0.3,0.3,0.26,0.28,0.2,0.24,0.23,0.26,0.23,0.21,0.19,0.25,0.23,0.22,0.24,0.26,0.22,0.24,0.24,0.21,0.19,0.23,0.2,0.2,0.18,0.19,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.17,0.18,0.22,0.19,0.18,0.2,0.18,0.18,0.17,0.2,0.17,0.24,0.17,0.19,0.16,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.17,0.14,0.17,0.18,0.13,0.15,0.15,0.14,0.17,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.13,0.15,0.14,0.13,0.11,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.11,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.12,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.72
09/03/2021,6.37,6.08,3.99,2.43,2.33,2.22,1.44,1.48,1.5,1.29,1.21,1.04,1.05,0.91,0.91,0.93,0.81,0.87,0.83,0.83,0.74,0.61,0.67,0.6,0.69,0.66,0.58,0.68,0.59,0.58,0.57,0.52,0.49,0.55,0.51,0.56,0.58,0.53,0.56,0.54,0.54,0.53,0.51,0.54,0.48,0.47,0.47,0.37,0.43,0.42,0.42,0.43,0.43,0.41,0.39,0.45,0.41,0.4,0.37,0.35,0.42,0.37,0.35,0.33,0.33,0.34,0.37,0.36,0.36,0.33,0.3,0.34,0.36,0.34,0.31,0.31,0.29,0.32,0.31,0.29,0.3,0.26,0.28,0.2,0.24,0.23,0.26,0.23,0.21,0.19,0.25,0.23,0.23,0.24,0.27,0.22,0.24,0.24,0.21,0.19,0.23,0.2,0.2,0.19,0.19,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.17,0.18,0.22,0.19,0.18,0.2,0.18,0.18,0.17,0.2,0.17,0.23,0.17,0.19,0.17,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.17,0.18,0.14,0.15,0.15,0.14,0.17,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.13,0.14,0.14,0.13,0.11,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.68
09/06/2021,6.44,6.06,3.98,2.4,2.3,2.2,1.44,1.48,1.49,1.29,1.23,1.01,1.07,0.9,0.92,0.94,0.8,0.87,0.82,0.83,0.75,0.62,0.69,0.6,0.68,0.66,0.57,0.69,0.6,0.58,0.57,0.52,0.5,0.55,0.51,0.52,0.59,0.52,0.56,0.55,0.54,0.54,0.49,0.55,0.47,0.47,0.48,0.38,0.43,0.43,0.42,0.43,0.43,0.4,0.39,0.46,0.41,0.39,0.38,0.35,0.42,0.37,0.35,0.33,0.33,0.33,0.38,0.36,0.37,0.33,0.3,0.35,0.36,0.35,0.31,0.31,0.29,0.32,0.31,0.29,0.3,0.26,0.29,0.2,0.25,0.23,0.26,0.23,0.21,0.19,0.26,0.23,0.23,0.23,0.27,0.22,0.24,0.24,0.21,0.2,0.23,0.19,0.21,0.18,0.19,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.17,0.19,0.22,0.19,0.18,0.21,0.18,0.17,0.17,0.19,0.17,0.23,0.17,0.19,0.17,0.19,0.17,0.2,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.17,0.18,0.13,0.15,0.15,0.14,0.17,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.0,0.15,0.14,0.15,0.13,0.13,0.11,0.14,0.13,0.11,0.14,0.13,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.14,0.11,0.11,0.11,0.0,0.12,0.12,0.13,0.12,0.15,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.0,0.11,0.12,0.12,0.11,0.13,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.74000000000001
09/08/2021,6.47,6.06,4.0,2.41,2.31,2.21,1.42,1.51,1.5,1.28,1.23,1.02,1.07,0.91,0.93,0.94,0.8,0.87,0.82,0.83,0.75,0.61,0.69,0.61,0.69,0.66,0.57,0.69,0.61,0.58,0.57,0.52,0.5,0.55,0.52,0.52,0.6,0.52,0.57,0.55,0.54,0.54,0.49,0.55,0.47,0.47,0.48,0.38,0.43,0.43,0.41,0.43,0.43,0.4,0.39,0.45,0.41,0.39,0.38,0.35,0.41,0.37,0.34,0.33,0.32,0.34,0.37,0.36,0.37,0.32,0.3,0.35,0.36,0.36,0.31,0.31,0.28,0.33,0.31,0.29,0.3,0.27,0.29,0.2,0.24,0.23,0.27,0.23,0.21,0.19,0.25,0.23,0.23,0.24,0.27,0.22,0.24,0.24,0.21,0.2,0.23,0.19,0.21,0.18,0.18,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.16,0.19,0.22,0.2,0.18,0.21,0.18,0.17,0.16,0.19,0.17,0.23,0.17,0.19,0.16,0.19,0.17,0.2,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.17,0.18,0.13,0.14,0.15,0.14,0.17,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.14,0.15,0.13,0.13,0.11,0.14,0.13,0.11,0.14,0.13,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.12,0.13,0.13,0.12,0.15,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85
09/09/2021,6.47,6.06,4.0,2.41,2.31,2.21,1.42,1.51,1.5,1.28,1.23,1.02,1.07,0.91,0.93,0.94,0.8,0.87,0.82,0.83,0.75,0.61,0.69,0.61,0.69,0.66,0.57,0.69,0.61,0.58,0.57,0.52,0.5,0.55,0.52,0.52,0.6,0.52,0.57,0.55,0.54,0.54,0.49,0.55,0.47,0.47,0.48,0.38,0.43,0.43,0.41,0.43,0.43,0.4,0.39,0.45,0.41,0.39,0.38,0.35,0.41,0.37,0.34,0.33,0.32,0.34,0.37,0.36,0.37,0.32,0.3,0.35,0.36,0.36,0.31,0.31,0.28,0.33,0.31,0.29,0.3,0.27,0.29,0.2,0.24,0.23,0.27,0.23,0.21,0.19,0.25,0.23,0.23,0.24,0.27,0.22,0.24,0.24,0.21,0.2,0.23,0.19,0.21,0.18,0.18,0.21,0.2,0.17,0.17,0.0,0.22,0.21,0.16,0.19,0.22,0.2,0.18,0.21,0.18,0.17,0.16,0.19,0.17,0.23,0.17,0.19,0.16,0.19,0.17,0.2,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.17,0.18,0.13,0.14,0.15,0.14,0.17,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.15,0.14,0.15,0.13,0.13,0.11,0.14,0.13,0.11,0.14,0.13,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.14,0.12,0.11,0.11,0.0,0.12,0.13,0.13,0.12,0.15,0.12,0.0,0.11,0.0,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.85
09/10/2021,6.57,6.04,4.03,2.45,2.32,2.22,1.4,1.5,1.54,1.28,1.21,1.02,1.07,0.92,0.93,0.94,0.81,0.89,0.83,0.83,0.73,0.61,0.71,0.6,0.68,0.65,0.57,0.69,0.6,0.57,0.56,0.52,0.49,0.55,0.51,0.51,0.6,0.52,0.56,0.54,0.53,0.54,0.49,0.55,0.47,0.47,0.48,0.37,0.42,0.43,0.4,0.43,0.43,0.4,0.38,0.45,0.41,0.39,0.37,0.34,0.41,0.37,0.34,0.32,0.32,0.34,0.37,0.35,0.37,0.32,0.29,0.35,0.36,0.35,0.29,0.3,0.28,0.31,0.31,0.29,0.29,0.27,0.28,0.2,0.24,0.22,0.26,0.23,0.2,0.19,0.25,0.23,0.23,0.23,0.27,0.22,0.24,0.24,0.21,0.2,0.22,0.19,0.2,0.18,0.18,0.21,0.2,0.16,0.17,0.0,0.22,0.21,0.16,0.19,0.22,0.2,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.23,0.16,0.19,0.17,0.19,0.17,0.19,0.17,0.14,0.15,0.17,0.12,0.16,0.14,0.17,0.17,0.13,0.14,0.15,0.13,0.16,0.14,0.15,0.18,0.15,0.15,0.13,0.14,0.11,0.14,0.13,0.15,0.13,0.13,0.11,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.0,0.13,0.13,0.14,0.11,0.11,0.11,0.0,0.12,0.12,0.13,0.12,0.14,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.13,0.13,0.0,0.0,0.12,0.13,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.58000000000001
09/13/2021,6.46,5.98,4.01,2.42,2.31,2.22,1.4,1.47,1.54,1.28,1.18,1.03,1.05,0.9,0.93,0.94,0.82,0.89,0.82,0.83,0.72,0.61,0.7,0.6,0.67,0.65,0.57,0.68,0.6,0.57,0.56,0.52,0.49,0.55,0.49,0.5,0.6,0.52,0.56,0.51,0.53,0.54,0.49,0.55,0.47,0.47,0.47,0.36,0.42,0.42,0.4,0.43,0.43,0.39,0.38,0.45,0.42,0.39,0.37,0.33,0.41,0.38,0.34,0.32,0.32,0.34,0.37,0.35,0.37,0.33,0.29,0.35,0.35,0.35,0.29,0.3,0.28,0.31,0.3,0.29,0.29,0.27,0.29,0.2,0.24,0.22,0.26,0.23,0.2,0.19,0.25,0.23,0.22,0.23,0.27,0.22,0.24,0.24,0.21,0.2,0.22,0.19,0.2,0.18,0.18,0.21,0.2,0.16,0.17,0.0,0.22,0.21,0.16,0.19,0.22,0.19,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.24,0.17,0.19,0.17,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.12,0.16,0.13,0.14,0.18,0.15,0.15,0.13,0.13,0.11,0.15,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.1,0.13,0.13,0.14,0.11,0.0,0.11,0.0,0.11,0.12,0.13,0.12,0.15,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08
09/14/2021,6.46,5.98,4.01,2.42,2.31,2.22,1.4,1.47,1.54,1.28,1.18,1.03,1.05,0.9,0.93,0.94,0.82,0.89,0.82,0.83,0.72,0.61,0.7,0.6,0.67,0.65,0.57,0.68,0.6,0.57,0.56,0.52,0.49,0.55,0.49,0.5,0.6,0.52,0.56,0.51,0.53,0.54,0.49,0.55,0.47,0.47,0.47,0.36,0.42,0.42,0.4,0.43,0.43,0.39,0.38,0.45,0.42,0.39,0.37,0.33,0.41,0.38,0.34,0.32,0.32,0.34,0.37,0.35,0.37,0.33,0.29,0.35,0.35,0.35,0.29,0.3,0.28,0.31,0.3,0.29,0.29,0.27,0.29,0.2,0.24,0.22,0.26,0.23,0.2,0.19,0.25,0.23,0.22,0.23,0.27,0.22,0.24,0.24,0.21,0.2,0.22,0.19,0.2,0.18,0.18,0.21,0.2,0.16,0.17,0.0,0.22,0.21,0.16,0.19,0.22,0.19,0.17,0.21,0.18,0.17,0.16,0.19,0.16,0.24,0.17,0.19,0.17,0.19,0.17,0.19,0.17,0.14,0.15,0.18,0.12,0.16,0.14,0.16,0.17,0.14,0.14,0.15,0.12,0.16,0.13,0.14,0.18,0.15,0.15,0.13,0.13,0.11,0.15,0.13,0.15,0.13,0.12,0.0,0.14,0.13,0.11,0.14,0.12,0.12,0.14,0.12,0.13,0.14,0.1,0.13,0.13,0.14,0.11,0.0,0.11,0.0,0.11,0.12,0.13,0.12,0.15,0.12,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.12,0.12,0.11,0.12,0.13,0.0,0.0,0.12,0.13,0.1,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08
