,AAPL,MSFT,GOOGL,GOOG,AMZN,FB,JNJ,V,ADBE,LLY,ORCL,TXN,BRK.B,WFC,CSCO,PG,C,INTU,AMGN,MS,TGT,TSLA,LRCX,COF,INTC,ATVI,ITW,ACN,HD,SO,UNH,UPS,CL,HCA,IDXX,PM,DD,PSA,BAC,NEM,LOW,DOW,WAT,DFS,SLB,HON,AVGO,MET,POOL,Cash,ALL,SYF,EBAY,EXPD,PH,EXC,MTD,LH,CBRE,EA,AES,MCK,PEG,MNST,BK,CFG,FOXA,WY,AIG,PHM,OXY,BKR,CERN,TT,VZ,TTWO,ETSY,OMC,KMI,T,MAS,CHKP,GNRC,MA,LEN,WEC,ODFL,KLAC,IT,RMD,CAH,ETN,ZM,MRK,FTNT,PNW,AXP,BBY,CMCSA,QCOM,LII,JKHY,HPQ,PRU,KHC,ADSK,DVA,CTSH,LMT,YUM,URI,GWW,WMT,MRNA,DISCA,FICO,HOLX,GS,VRTX,AFL,F,MXIM,CTXS,ABT,HSY,GILD,WHR,DUK,ANTM,ALXN,WMB,MO,HUM,PAYX,PYPL,CPB,GIS,NVDA,VRSN,QDEL,FLT,NFLX,EMR,CBI.MI,SQ,AMAT,CI,JPM,NTAP,DTE,AMP,DISCK,PFE,HAL,ICLR,DOV,MAA,MCHP,ESS,VEEV,LBTYK,REGN,SSNC,CBI.MI.1,OGN,DTM WI,ABBV,VTRS,U.S. Dollar For Futures,E-mini S&P 500 Future Sept 21,SUM
07/09/2021,7.16,4.15,3.13,2.98,2.55,2.46,2.18,1.87,1.83,1.78,1.67,1.62,1.58,1.58,1.57,1.52,1.46,1.45,1.33,1.31,1.3,1.08,0.95,0.91,0.9,0.9,0.87,0.86,0.83,0.82,0.79,0.76,0.76,0.73,0.7,0.68,0.64,0.63,0.62,0.61,0.6,0.59,0.59,0.59,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.56,0.56,0.56,0.55,0.54,0.53,0.53,0.53,0.52,0.5,0.5,0.49,0.49,0.49,0.49,0.48,0.48,0.48,0.47,0.46,0.46,0.44,0.44,0.43,0.42,0.42,0.42,0.42,0.41,0.41,0.41,0.4,0.39,0.38,0.38,0.38,0.37,0.36,0.35,0.35,0.34,0.34,0.33,0.33,0.32,0.32,0.32,0.31,0.31,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.22,0.22,0.21,0.2,0.2,0.2,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.11,0.11,0.11,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.0,0.0,0.0,0.0,100.01000000000002
07/12/2021,7.38,4.17,3.16,3.01,2.68,2.42,2.19,1.88,1.87,1.79,1.76,1.6,1.58,1.52,1.56,1.53,1.41,1.48,1.3,1.28,1.3,1.02,0.92,0.89,0.89,0.89,0.86,0.88,0.84,0.82,0.79,0.77,0.76,0.74,0.72,0.67,0.63,0.64,0.6,0.61,0.6,0.58,0.61,0.58,0.55,0.59,0.59,0.57,0.59,0.6,0.58,0.56,0.57,0.57,0.56,0.56,0.57,0.56,0.55,0.54,0.53,0.52,0.53,0.51,0.48,0.48,0.48,0.5,0.48,0.49,0.43,0.45,0.48,0.47,0.46,0.45,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.4,0.41,0.41,0.4,0.38,0.39,0.38,0.37,0.37,0.36,0.35,0.36,0.35,0.34,0.31,0.32,0.31,0.32,0.32,0.31,0.3,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.22,0.22,0.24,0.24,0.21,0.22,0.21,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.11,0.11,0.11,0.1,0.0,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.09,0.02,99.95000000000002
07/13/2021,7.38,4.17,3.16,3.01,2.68,2.42,2.19,1.88,1.87,1.79,1.76,1.6,1.58,1.52,1.56,1.53,1.41,1.48,1.3,1.28,1.3,1.02,0.92,0.89,0.89,0.89,0.86,0.88,0.84,0.82,0.79,0.77,0.76,0.74,0.72,0.67,0.63,0.64,0.6,0.61,0.6,0.58,0.61,0.58,0.55,0.59,0.59,0.57,0.59,0.6,0.58,0.56,0.57,0.57,0.56,0.56,0.57,0.56,0.55,0.54,0.53,0.52,0.53,0.51,0.48,0.48,0.48,0.5,0.48,0.49,0.43,0.45,0.48,0.47,0.46,0.45,0.43,0.43,0.42,0.42,0.42,0.42,0.43,0.4,0.41,0.41,0.4,0.38,0.39,0.38,0.37,0.37,0.36,0.35,0.36,0.35,0.34,0.31,0.32,0.31,0.32,0.32,0.31,0.3,0.28,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.24,0.22,0.22,0.24,0.24,0.21,0.22,0.21,0.19,0.19,0.2,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.12,0.11,0.11,0.11,0.1,0.0,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.09,0.02,99.95000000000002
07/14/2021,7.39,4.13,3.13,2.99,2.69,2.42,2.19,1.86,1.86,1.78,1.79,1.6,1.58,1.54,1.57,1.53,1.42,1.47,1.3,1.28,1.3,1.04,0.92,0.92,0.89,0.88,0.87,0.88,0.83,0.81,0.79,0.76,0.76,0.75,0.72,0.67,0.64,0.65,0.6,0.62,0.6,0.59,0.61,0.6,0.56,0.6,0.6,0.57,0.59,0.61,0.58,0.57,0.56,0.57,0.57,0.56,0.57,0.56,0.55,0.53,0.52,0.52,0.53,0.51,0.48,0.49,0.48,0.51,0.48,0.47,0.44,0.46,0.48,0.47,0.46,0.44,0.44,0.43,0.43,0.41,0.42,0.44,0.44,0.4,0.39,0.41,0.4,0.38,0.38,0.37,0.37,0.37,0.35,0.35,0.36,0.35,0.34,0.31,0.32,0.32,0.31,0.32,0.31,0.3,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.24,0.23,0.22,0.24,0.24,0.22,0.21,0.21,0.2,0.19,0.19,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.13,0.12,0.11,0.11,0.11,0.1,0.0,0.08,0.08,0.08,0.08,0.07,0.07,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.04,0.04,0.03,0.03,0.02,0.02,0.0,0.01,0.0,0.0,0.0,0.09,0.02,100.05000000000001
