,SLYG,SLYV,Us Dollars,BRK.B,SPYG,SPDR® Portfolio Emerging Markets ETF,JPM,DIS,BAC,XOM,JNJ,VZ,INTC,CSCO,PFE,T,CVX,WFC,WMT,UNH,PG,V,PM,HON,CMCSA,C,KO,BA,RTX,MS,IBM,GS,PEP,MMM,GE,AXP,SCHW,CVS,MA,MCD,MRK,ANTM,HD,FIS,PLD,MDLZ,MO,COP,GILD,MU,ABT,TJX,NEE,USB,PNC,CI,CME,COST,TXN,UNP,DUK,TFC,GM,NKE,BDX,AMGN,COF,LLY,BMY,ORCL,SO,CAT,BSX,D,AMT,F,AVGO,BKNG,HCA,SBUX,GPN,DHR,NOC,ABBV,EOG,LMT,CSX,ROST,SYK,EXC,SRE,ADP,CNC,MET,UPS,GD,DLR,SPG,PSX,TGT,ALL,PXD,DFS,DD,BAX,AEP,AIG,PRU,MPC,PPG,TRV,LOW,BK,SYY,STZ,ISRG,MAR,KMI,WELL,HPQ,NSC,XEL,APD,WM,EMR,MMC,AFL,IFF,SWK,ZBH,CL,CTVA,ILMN,ADM,ITW,VLO,CCI,BLK,ADI,EQIX,GIS,WBA,STT,WMB,LUV,AMP,PEG,ICE,MCK,KR,PCAR,EL,ATVI,CBRE,AVB,CBI.MI,n/a,SPEM,MRNA,EW,ECL,NUE,SUM
09/20/2021,38.12,33.19,0.0,1.04,1.08,0.0,0.94,0.69,0.61,0.49,0.52,0.46,0.45,0.49,0.5,0.39,0.39,0.39,0.39,0.38,0.37,0.3,0.33,0.3,0.29,0.29,0.28,0.24,0.26,0.29,0.24,0.27,0.24,0.21,0.22,0.21,0.21,0.23,0.2,0.22,0.19,0.18,0.2,0.16,0.2,0.17,0.19,0.17,0.18,0.16,0.18,0.17,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.16,0.15,0.13,0.14,0.15,0.12,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.11,0.13,0.11,0.1,0.13,0.1,0.1,0.09,0.09,0.09,0.08,0.1,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.07,0.08,0.07,0.08,0.07,0.07,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.01,0.0,1.74,0.96,0.0,0.0,0.0,0.0,99.97
09/21/2021,38.22,33.19,0.0,1.04,1.07,0.0,0.95,0.68,0.62,0.48,0.52,0.46,0.44,0.49,0.5,0.4,0.38,0.39,0.39,0.39,0.37,0.3,0.32,0.3,0.29,0.29,0.27,0.24,0.25,0.29,0.24,0.26,0.24,0.21,0.22,0.22,0.21,0.23,0.2,0.22,0.19,0.19,0.2,0.16,0.19,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.11,0.14,0.11,0.09,0.13,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.01,0.0,1.75,0.96,0.0,0.0,0.0,0.0,99.99
09/22/2021,38.22,33.19,0.0,1.04,1.07,0.0,0.95,0.68,0.62,0.48,0.52,0.46,0.44,0.49,0.5,0.4,0.38,0.39,0.39,0.39,0.37,0.3,0.32,0.3,0.29,0.29,0.27,0.24,0.25,0.29,0.24,0.26,0.24,0.21,0.22,0.22,0.21,0.23,0.2,0.22,0.19,0.19,0.2,0.16,0.19,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.11,0.14,0.11,0.09,0.13,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.01,0.0,1.75,0.96,0.0,0.0,0.0,0.0,99.99
09/23/2021,38.22,33.19,0.0,1.04,1.07,0.0,0.95,0.68,0.62,0.48,0.52,0.46,0.44,0.49,0.5,0.4,0.38,0.39,0.39,0.39,0.37,0.3,0.32,0.3,0.29,0.29,0.27,0.24,0.25,0.29,0.24,0.26,0.24,0.21,0.22,0.22,0.21,0.23,0.2,0.22,0.19,0.19,0.2,0.16,0.19,0.18,0.18,0.17,0.18,0.16,0.17,0.17,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.14,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.11,0.14,0.11,0.09,0.13,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.01,0.01,0.0,1.75,0.96,0.0,0.0,0.0,0.0,99.99
09/24/2021,38.21,33.11,0.0,1.05,1.07,0.0,0.94,0.65,0.61,0.48,0.53,0.47,0.44,0.48,0.51,0.39,0.38,0.4,0.4,0.39,0.37,0.31,0.32,0.3,0.29,0.28,0.28,0.24,0.26,0.29,0.24,0.25,0.24,0.21,0.21,0.22,0.21,0.23,0.2,0.22,0.19,0.19,0.2,0.16,0.2,0.18,0.19,0.17,0.18,0.16,0.18,0.17,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.15,0.13,0.14,0.15,0.13,0.14,0.14,0.13,0.15,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.11,0.14,0.11,0.09,0.13,0.1,0.1,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.07,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.01,0.01,0.0,1.79,0.96,0.0,0.0,0.0,0.0,99.97
09/27/2021,38.06,33.32,0.0,1.04,1.06,0.0,0.96,0.65,0.63,0.5,0.52,0.45,0.43,0.48,0.49,0.39,0.39,0.4,0.38,0.37,0.36,0.31,0.32,0.3,0.28,0.29,0.27,0.25,0.26,0.29,0.24,0.26,0.24,0.21,0.22,0.23,0.22,0.22,0.2,0.22,0.19,0.19,0.2,0.15,0.19,0.17,0.18,0.18,0.18,0.16,0.17,0.17,0.18,0.16,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.15,0.13,0.14,0.14,0.12,0.15,0.14,0.13,0.15,0.13,0.12,0.13,0.12,0.13,0.11,0.12,0.12,0.13,0.11,0.09,0.13,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.01,0.01,0.0,1.92,0.95,0.0,0.0,0.0,0.0,100.02
09/28/2021,37.92,33.41,0.0,1.04,1.06,0.0,0.97,0.65,0.64,0.5,0.52,0.45,0.44,0.48,0.49,0.39,0.39,0.4,0.38,0.37,0.36,0.31,0.32,0.3,0.29,0.29,0.27,0.25,0.26,0.29,0.24,0.26,0.24,0.21,0.22,0.23,0.23,0.22,0.2,0.22,0.19,0.19,0.2,0.15,0.19,0.17,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.14,0.15,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.14,0.12,0.15,0.14,0.13,0.15,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.13,0.11,0.09,0.13,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.01,0.01,0.0,1.92,0.94,0.0,0.0,0.0,0.0,99.99
09/29/2021,37.92,33.41,0.0,1.04,1.06,0.0,0.97,0.65,0.64,0.5,0.52,0.45,0.44,0.48,0.49,0.39,0.39,0.4,0.38,0.37,0.36,0.31,0.32,0.3,0.29,0.29,0.27,0.25,0.26,0.29,0.24,0.26,0.24,0.21,0.22,0.23,0.23,0.22,0.2,0.22,0.19,0.19,0.2,0.15,0.19,0.17,0.18,0.18,0.18,0.16,0.17,0.17,0.17,0.17,0.16,0.14,0.15,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.14,0.12,0.15,0.14,0.13,0.15,0.13,0.12,0.13,0.12,0.12,0.11,0.12,0.12,0.13,0.11,0.09,0.13,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.09,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.06,0.07,0.06,0.08,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.01,0.01,0.0,1.92,0.94,0.0,0.0,0.0,0.0,99.99
09/30/2021,37.87,33.73,0.0,1.03,1.03,0.0,0.98,0.65,0.65,0.51,0.51,0.45,0.43,0.47,0.48,0.38,0.4,0.39,0.38,0.36,0.35,0.31,0.31,0.29,0.28,0.29,0.26,0.25,0.26,0.29,0.24,0.26,0.23,0.21,0.22,0.23,0.23,0.22,0.2,0.22,0.19,0.19,0.2,0.15,0.18,0.17,0.18,0.18,0.17,0.16,0.16,0.17,0.17,0.17,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.14,0.12,0.15,0.13,0.12,0.15,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.11,0.09,0.12,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.09,0.06,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.08,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.01,0.01,0.0,1.89,0.93,0.0,0.0,0.0,0.0,99.99
10/01/2021,37.67,33.84,0.0,1.03,1.02,0.0,0.99,0.64,0.66,0.52,0.51,0.45,0.43,0.47,0.48,0.39,0.4,0.38,0.38,0.36,0.35,0.3,0.31,0.29,0.28,0.29,0.26,0.24,0.26,0.29,0.24,0.26,0.23,0.21,0.22,0.23,0.23,0.22,0.2,0.22,0.19,0.19,0.2,0.15,0.19,0.17,0.18,0.19,0.17,0.16,0.16,0.17,0.17,0.17,0.16,0.14,0.15,0.17,0.16,0.14,0.15,0.16,0.13,0.13,0.14,0.12,0.15,0.13,0.12,0.15,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.11,0.09,0.12,0.1,0.09,0.1,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.08,0.09,0.07,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.07,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.01,0.01,0.0,1.92,0.93,0.0,0.0,0.0,0.0,99.94
10/04/2021,37.62,33.89,0.0,1.03,1.02,0.0,0.98,0.64,0.65,0.52,0.52,0.45,0.43,0.47,0.49,0.39,0.4,0.39,0.38,0.36,0.36,0.31,0.31,0.29,0.28,0.29,0.26,0.25,0.26,0.28,0.24,0.25,0.24,0.21,0.23,0.23,0.22,0.23,0.2,0.22,0.19,0.19,0.2,0.15,0.19,0.17,0.18,0.19,0.18,0.15,0.16,0.17,0.17,0.17,0.16,0.14,0.14,0.18,0.16,0.14,0.15,0.16,0.13,0.13,0.14,0.12,0.15,0.14,0.13,0.15,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.13,0.11,0.09,0.12,0.1,0.1,0.1,0.09,0.09,0.08,0.09,0.1,0.08,0.09,0.08,0.09,0.08,0.09,0.09,0.09,0.06,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.06,0.07,0.06,0.06,0.07,0.06,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.07,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.01,0.01,0.0,1.93,0.92,0.0,0.0,0.0,0.0,100.0
10/05/2021,34.27,25.61,0.0,1.12,0.97,0.0,1.08,0.72,0.68,0.54,0.56,0.49,0.48,0.52,0.53,0.42,0.43,0.43,0.44,0.4,0.39,0.35,0.35,0.33,0.32,0.32,0.3,0.27,0.29,0.33,0.27,0.29,0.27,0.23,0.25,0.25,0.25,0.24,0.22,0.24,0.23,0.2,0.22,0.16,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.15,0.16,0.21,0.19,0.15,0.16,0.17,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.14,0.14,0.13,0.1,0.14,0.12,0.11,0.1,0.1,0.07,0.09,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.08,0.12,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,2.01,9.73,0.12,0.07,0.07,0.06,100.04
10/06/2021,34.27,25.61,0.0,1.12,0.97,0.0,1.08,0.72,0.68,0.54,0.56,0.49,0.48,0.52,0.53,0.42,0.43,0.43,0.44,0.4,0.39,0.35,0.35,0.33,0.32,0.32,0.3,0.27,0.29,0.33,0.27,0.29,0.27,0.23,0.25,0.25,0.25,0.24,0.22,0.24,0.23,0.2,0.22,0.16,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.15,0.16,0.21,0.19,0.15,0.16,0.17,0.17,0.15,0.16,0.13,0.16,0.15,0.14,0.15,0.14,0.12,0.14,0.13,0.14,0.12,0.14,0.14,0.14,0.13,0.1,0.14,0.12,0.11,0.1,0.1,0.07,0.09,0.1,0.1,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.08,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.08,0.09,0.09,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.07,0.08,0.12,0.07,0.08,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,2.01,9.73,0.12,0.07,0.07,0.06,100.04
10/07/2021,34.5,26.12,0.0,1.13,0.97,0.0,1.1,0.72,0.7,0.56,0.56,0.5,0.49,0.52,0.53,0.43,0.44,0.44,0.44,0.4,0.39,0.35,0.35,0.34,0.32,0.32,0.3,0.27,0.29,0.33,0.28,0.29,0.27,0.23,0.25,0.25,0.25,0.24,0.22,0.25,0.24,0.2,0.22,0.16,0.21,0.18,0.2,0.2,0.19,0.18,0.19,0.19,0.2,0.18,0.18,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.17,0.15,0.16,0.13,0.17,0.15,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.12,0.14,0.14,0.14,0.13,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.1,0.07,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.07,0.08,0.06,0.07,0.07,0.07,0.06,0.07,0.08,0.0,0.07,0.08,0.12,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,9.75,0.12,0.07,0.07,0.06,100.02
10/08/2021,34.45,26.06,0.0,1.14,0.98,0.0,1.1,0.72,0.71,0.56,0.56,0.5,0.49,0.53,0.53,0.43,0.44,0.44,0.44,0.4,0.39,0.34,0.35,0.34,0.32,0.33,0.3,0.27,0.3,0.33,0.28,0.29,0.27,0.23,0.25,0.26,0.26,0.24,0.22,0.25,0.23,0.2,0.22,0.16,0.21,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.2,0.18,0.18,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.17,0.15,0.16,0.13,0.17,0.16,0.14,0.15,0.15,0.12,0.13,0.13,0.14,0.12,0.14,0.14,0.14,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.1,0.07,0.07,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.07,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,9.8,0.12,0.07,0.07,0.06,100.02
10/11/2021,34.48,25.98,0.0,1.15,0.99,0.0,1.1,0.73,0.7,0.54,0.56,0.49,0.48,0.52,0.53,0.42,0.44,0.44,0.44,0.41,0.4,0.35,0.35,0.34,0.32,0.32,0.3,0.27,0.3,0.33,0.27,0.29,0.28,0.23,0.25,0.25,0.26,0.24,0.22,0.25,0.23,0.2,0.22,0.16,0.21,0.19,0.2,0.2,0.19,0.18,0.19,0.18,0.2,0.18,0.18,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.18,0.16,0.15,0.13,0.17,0.16,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.12,0.15,0.14,0.14,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.89,9.88,0.11,0.07,0.07,0.06,100.04
10/12/2021,34.31,25.99,0.0,1.16,0.99,0.0,1.11,0.72,0.71,0.56,0.56,0.48,0.48,0.53,0.53,0.42,0.45,0.44,0.45,0.42,0.4,0.35,0.35,0.34,0.31,0.32,0.3,0.27,0.3,0.34,0.28,0.3,0.28,0.23,0.25,0.26,0.26,0.24,0.22,0.25,0.23,0.21,0.22,0.16,0.21,0.19,0.2,0.21,0.19,0.18,0.2,0.18,0.2,0.18,0.19,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.13,0.13,0.15,0.14,0.13,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.86,9.94,0.11,0.07,0.07,0.06,100.06
10/13/2021,34.31,25.99,0.0,1.16,0.99,0.0,1.11,0.72,0.71,0.56,0.56,0.48,0.48,0.53,0.53,0.42,0.45,0.44,0.45,0.42,0.4,0.35,0.35,0.34,0.31,0.32,0.3,0.27,0.3,0.34,0.28,0.3,0.28,0.23,0.25,0.26,0.26,0.24,0.22,0.25,0.23,0.21,0.22,0.16,0.21,0.19,0.2,0.21,0.19,0.18,0.2,0.18,0.2,0.18,0.19,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.13,0.13,0.15,0.14,0.13,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.86,9.94,0.11,0.07,0.07,0.06,100.06
10/14/2021,34.31,25.99,0.0,1.16,0.99,0.0,1.11,0.72,0.71,0.56,0.56,0.48,0.48,0.53,0.53,0.42,0.45,0.44,0.45,0.42,0.4,0.35,0.35,0.34,0.31,0.32,0.3,0.27,0.3,0.34,0.28,0.3,0.28,0.23,0.25,0.26,0.26,0.24,0.22,0.25,0.23,0.21,0.22,0.16,0.21,0.19,0.2,0.21,0.19,0.18,0.2,0.18,0.2,0.18,0.19,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.18,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.13,0.14,0.13,0.13,0.13,0.15,0.14,0.13,0.12,0.1,0.14,0.12,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.09,0.1,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.08,0.08,0.07,0.08,0.08,0.09,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.86,9.94,0.11,0.07,0.07,0.06,100.06
10/15/2021,34.43,26.02,0.0,1.15,0.98,0.0,1.08,0.71,0.7,0.55,0.55,0.47,0.47,0.52,0.52,0.4,0.45,0.43,0.45,0.42,0.4,0.34,0.35,0.33,0.3,0.32,0.31,0.27,0.3,0.33,0.27,0.29,0.28,0.23,0.25,0.26,0.26,0.24,0.22,0.25,0.22,0.2,0.23,0.16,0.22,0.19,0.2,0.21,0.19,0.17,0.2,0.18,0.2,0.18,0.19,0.15,0.16,0.21,0.19,0.16,0.17,0.17,0.19,0.16,0.15,0.13,0.17,0.16,0.13,0.16,0.15,0.12,0.13,0.13,0.14,0.13,0.14,0.14,0.14,0.12,0.1,0.14,0.13,0.11,0.11,0.1,0.08,0.09,0.1,0.11,0.09,0.1,0.08,0.1,0.09,0.1,0.09,0.1,0.08,0.09,0.08,0.09,0.09,0.08,0.09,0.09,0.11,0.09,0.09,0.08,0.09,0.1,0.1,0.1,0.08,0.08,0.1,0.08,0.08,0.07,0.08,0.08,0.07,0.08,0.07,0.09,0.07,0.08,0.06,0.07,0.07,0.07,0.07,0.08,0.08,0.0,0.07,0.08,0.12,0.06,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.07,0.0,0.87,9.94,0.11,0.07,0.07,0.07,100.05
