,2424.T,United States Treasury Notes 0.12%,United States Treasury Notes 0.12%,United States Treasury Notes 0.12%,T 0.125 01/31/23,T 0.125 04/30/23,United States Treasury Notes 0.12%,United States Treasury Notes 0.12%,2424.T,United States Treasury Notes 0.12%,Government National Mortgage Association 0.61%,NISSAN AUTO RECEIVABLES OWNER TRUST 0.16%,CARVANA AUTO RECEIVABLES TRUST 0.3%,Principal Life Global Funding II 0.5%,HPEFS EQUIPMENT TRUST 0.3%,Fresenius Medical Care US Finance III Inc 1.88%,MERCEDES-BENZ AUTO LEASE TRUST 0.22%,SANTANDER RETAIL AUTO LEASE TRUST 0.51%,SANTANDER RETAIL AUTO LEASE TRUST 0.31%,GM FINANCIAL AUTOMOBILE LEASING TRUST 0.22%,HYUNDAI AUTO LEASE SECURITIZATION TRUST 0.19%,Wells Fargo & Company 0.8%,Morgan Stanley 0.79%,HONDA AUTO RECEIVABLES OWNER TRUST 0.17%,Benchmark 2019-B10 Mtg Tr 2.79%,Deutsche Bank AG New York Branch 1.45%,Protective Life Global Funding 0.5%,Met Tower Global Funding 0.7%,Bell Canada 0.75%,Toyota Motor Corp 0.68%,Bank of Nova Scotia 0.7%,JPMorgan Chase & Co. 0.97%,Illumina Inc 0.55%,Northwestern Mutual Global Funding 0.6%,CARVANA AUTO RECEIVABLES TRUST 0.54%,CARVANA AUTO RECEIVABLES TRUST 0.28%,"ONE Gas, Inc. 0.85%",DLLAA 2021-1 LLC 0.36%,Bank of America Corporation 3.12%,Enbridge Incorporation 0.41%,NextEra Energy Capital Holdings Inc 0.42%,Gartner Incorporation 3.62%,Government National Mortgage Association 0.5%,Shell International Finance B.V. 2.38%,AbbVie Inc. 2.15%,The Toronto-Dominion Bank 1.2%,New York Life Global Funding 0.23%,Morgan Stanley 0.53%,Americredit Automobile Receivables Trust 2018-3 3.58%,"T-Mobile USA, Inc. 2.25%",HP Inc 1.45%,"Mitsubishi UFJ Financial Group, Inc. 2.66%",World Finl Network Credit Card Tst 2.21%,JPMorgan Chase & Co. 3.21%,Wec Energy Group Incorporation 0.8%,Avis Budget Rental Car Funding AESOP LLC 3.35%,Genpact Luxembourg S.a.r.l. 3.7%,AMERICAN CREDIT ACCEPTANCE RECEIVABLES TRUST 2.69%,Nextgear Floorplan Master Owner Trust 1.55%,AstraZeneca Plc 3.5%,AIG Global Funding 2.3%,Truist Financial Corporation 2.7%,Marvell Technology Inc 4.2%,Equitable Financial Life Global Funding 0.5%,GLS AUTO RECEIVABLES ISSUER TRUST 0.31%,TotalEnergies Capital International S.A. 2.22%,"Goldman Sachs Group, Inc. 0.48%",Mplx Lp 3.38%,Dell International L.L.C. and EMC Corporation 5.85%,Marathon Petroleum Company 4.5%,Athene Global Funding 2015-1 1.61%,Xcel Energy Inc 0.5%,Capital One Financial Corporation 3.2%,Orix Corporation 2.9%,Sysco Corporation 5.65%,eBay Inc. 1.4%,Bayer US Finance II LLC 3.38%,"Goldman Sachs Group, Inc. 0.63%",AMERICREDIT AUTOMOBILE RECEIVABLES TRUST 0.37%,"Consolidated Edison, Inc. 0.65%",Otis Worldwide Corporation 0.64%,Southern Company 0.6%,Nvidia Corp 2%,Ally Financial Inc. 3.05%,Hewlett Packard Enterprise Company 4.65%,Athene Global Funding 2015-1 2.5%,CNH Industrial Capital LLC 1.95%,Aon Corporation 2.2%,Macquarie Bank Limited 2.1%,"Ameriprise Financial, Inc. 3%",WORLD OMNI AUTOMOBILE LEASE SECURITIZATION TRUST 1.7%,Citigroup Inc. 3.14%,Infor Inc 1.45%,F&G Global Funding 1.75%,Nielsen Finance LLC/Nielsen Finance Co 4.5%,"Mondelez International, Inc. 0.62%",Vistra Operations Co LLC 3.7%,"Skyworks Solutions, Inc. 0.9%",GM FINANCIAL AUTOMOBILE LEASING TRUST 0.34%,Comerica Incorporated 3.7%,Microchip Technology Incorporated 2.67%,AMERICAN CREDIT ACCEPTANCE RECEIVABLES TRUST 0.37%,Micron Technology Inc. 2.5%,Caterpillar Financial Services Corporation 1.95%,Jackson National Life Global Funding 3.3%,American Express Company 3.7%,Ga Global Funding Trust 1%,SANTANDER DRIVE AUTO RECEIVABLE TRUST 0.32%,CenterPoint Energy Resources Corp. 0.7%,Southern California Edison Company 0.4%,WESTLAKE AUTOMOBILE RECEIVABLES TRUST 0.32%,Hyndai Capital America 0.88%,Aviation Capital Group LLC 3.88%,"GLP Capital L.P. and GLP Financing II, Inc. 5.25%",Bristol-Myers Squibb Company 3.55%,Reliance Standard Life Global Funding II 2.15%,Canadian Imperial Bank of Commerce 2.61%,"Simon Property Group, L.P. 2.62%",Seagate HDD Cayman 4.88%,PRESTIGE AUTO RECEIVABLES TRUST 1.31%,Security Benefit Global Funding 1.25%,HONDA AUTO RECEIVABLES OWNER TRUST 0.37%,Glencore Funding LLC 4.12%,Oaktree Specialty Lending Corporation 3.5%,Sirius Xm Radio Inc 4%,Bausch Health Companies Inc 4.88%,Synchrony Financial 2.85%,Bank of Montreal 2.9%,DXC Technology Company 4.12%,SANTANDER DRIVE AUTO RECEIVABLES TRUST 1.12%,GLS AUTO RECEIVABLES ISSUER TRUST 1.38%,Southern California Edison Company 1.1%,Macquarie Group Limited 2.69%,GM FINANCIAL AUTOMOBILE LEASING TRUST 0.26%,WORLD OMNI AUTO RECEIVABLES TRUST 0.42%,"American Electric Power Co, Inc. 0.66%",Dominion Energy Inc 0.65%,7-Eleven Inc. 0.62%,FLAGSHIP CREDIT AUTO TRUST 1.27%,EQT Corporation 7.62%,General Motors Financial Company Inc 2.9%,Pfizer Inc. 3.2%,Southwest Airlines Co. 5.25%,CIG AUTO RECEIVABLES TRUST 0.68%,2424.T,"BMW US Capital, LLC 3.4%",MERCEDES-BENZ AUTO LEASE TRUST 0.4%,Keurig Dr Pepper Inc 0.75%,Royal Bank of Canada 0.31%,Pepsico Inc 0.4%,Atmos Energy Corporation 0.62%,Government National Mortgage Association 0.48%,SANTANDER DRIVE AUTO RECEIVABLES TRUST 0.34%,Office Properties Income Trust 4.5%,Eagle Materials Inc. 2.5%,FLAGSHIP CREDIT AUTO TRUST 0.31%,Santander Holdings Usa Inc 3.45%,State Street Corporation 2.9%,The Western Union Company 4.25%,Cigna Corporation 3.75%,"BMW US Capital, LLC 3.45%",Morgan Stanley BAML Trust 4.3%,Owl Rock Capital Corporation 3.4%,"Icahn Enterprises, L.P. / Icahn Enterprises Finance Corporation 5.25%",Gray Oak Pipeline LLC 2.6%,"Ryder System, Inc. 4.62%",Bank of Nova Scotia 1.95%,Midwest Connector Capital Company LLC 3.62%,FORD CREDIT AUTO OWNER TRUST 0.3%,Ladder Capital Finance Holdings LLLP/ Ladder Capital Finance Corp. 4.25%,Element Fleet Management Corp 3.85%,Verizon Communications Inc. 3%,EXETER AUTOMOBILE RECEIVABLES TRUST 0.3%,Government National Mortgage Association 0.41%,Federal Home Loan Mortgage Corporation 0.47%,The Goodyear Tire & Rubber Company 5%,Athene Global Funding 2015-1 2.5%,United Health Group Incorporated 2.3%,Fifth Third Bancorp 2.6%,NISSAN AUTO LEASE TRUST 1.84%,JPMorgan Chase & Co. 2.07%,Toyota Motor Credit Corporation 0.45%,NISSAN AUTO LEASE TRUST 0.43%,AMERICREDIT AUTOMOBILE RECEIVABLES TRUST 0.26%,Bank of Nova Scotia 1.35%,Pioneer Natural Resources Company 0.55%,"Simon Property Group, L.P. 3.5%",Eversource Energy 3.8%,Assurant Inc. 4.2%,The AES Corporation 3.3%,SOFI PROFESSIONAL LOAN PROGRAM TRUST 2.06%,Guardian Life Global Funding 3.4%,CenterPoint Energy Resources Corp. 3.55%,"Starwood Property Trust, Inc. 5.5%",Westpac Banking Corporation 2.15%,The Boeing Company 2.2%,PCG 3 06/15/28,Truist Financial Corporation 1.89%,SANTANDER DRIVE AUTO RECEIVABLES TRUST 0.9%,Pacific Gas and Electric Company 1.53%,SUM
07/09/2021,15.01,9.89,9.02,5.35,4.81,3.34,3.11,1.71,0.72,0.62,0.54,0.44,0.44,0.44,0.43,0.42,0.42,0.4,0.4,0.4,0.4,0.4,0.4,0.39,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.35,0.35,0.35,0.34,0.32,0.32,0.32,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.27,0.27,0.27,0.26,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,95.01000000000002
