,ANAT,MGEE,AWR,UTL,OTTR,MWA,IDCC,UVV,CSGS,AVA,EBF,SAFT,YORW,CCOI,PAHC,SJW,MLR,NWE,BRC,AGM,CRAI,WMK,TDS,NAVI,HCKT,KW,MGRC,RGP,FHI,GEF,SBSI,NWN,SCHN,GRC,SJI,RGR,HNI,AMSWA,KTB,BBSI,AGX,NVEC,NPK,CMP,BHE,ADTN,MYE,HCSG,WASH,NHC,TRST,CTBI,PFS,CASS,KNL,NWBI,BUSE,BGCP,VGR,HVT,MED,ETH,POWL,OI,WSBC,CVBF,DCOM,FFIC,APOG,CATY,NUS,BGS,RMAX,SWM,GLT,HOPE,KBAL,STBA,SCU,ACCO,FCF,RMR,KALU,FULT,DLX,SPTN,ANDE,FFBC,PRK,OEC,XPER,GBX,SCS,STRA,CHG.BK,FRG,SXC,BIG,TSE,PETS,NGVC,CHG.BK.1,FRGXX,ETD,MPFXX,CJPXX,TMPXX,FPOXX,RTY1U21,CPK,ENR,ONB,PRGS,KFRC,BRKL,RUSHA,SMP,JACK,FIBK,HFWA,HSII,OCFC,KRO,PDCO,PFC,MATW,MNRO,CVGW,COLB,PLOW,LZB,AROC,WNC,OXM,WOR,BKE,GIC,ALTM,HEES,HY,SWI,GES,BGFV,PBI,n/a,SUM
07/09/2021,1.97,1.66,1.57,1.54,1.48,1.42,1.41,1.4,1.4,1.39,1.37,1.33,1.32,1.31,1.28,1.26,1.26,1.25,1.23,1.22,1.22,1.22,1.21,1.2,1.19,1.16,1.13,1.13,1.12,1.1,1.09,1.09,1.08,1.07,1.06,1.05,1.04,1.04,1.03,1.03,1.03,1.02,0.99,0.99,0.98,0.98,0.97,0.96,0.95,0.95,0.95,0.94,0.94,0.94,0.93,0.92,0.92,0.91,0.91,0.89,0.89,0.89,0.88,0.88,0.88,0.86,0.84,0.82,0.82,0.82,0.81,0.81,0.8,0.8,0.8,0.78,0.78,0.77,0.77,0.77,0.77,0.76,0.76,0.75,0.75,0.75,0.74,0.73,0.73,0.72,0.71,0.68,0.68,0.66,0.64,0.61,0.59,0.56,0.56,0.45,0.45,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
08/31/2021,1.9,1.66,1.54,1.52,1.49,1.37,1.43,1.39,1.41,1.39,1.37,1.32,1.3,1.32,1.25,1.25,1.27,1.24,1.24,1.2,1.22,1.21,1.19,1.19,1.18,1.14,1.13,1.13,1.1,1.11,1.1,1.09,1.08,1.06,1.05,1.13,1.07,1.0,0.99,1.03,1.03,1.03,0.99,0.99,1.0,0.99,0.97,0.96,0.95,0.94,0.95,0.94,0.94,0.93,0.93,0.91,0.91,0.9,0.9,0.9,0.88,0.0,0.88,0.87,0.88,0.87,0.86,0.83,0.82,0.82,0.8,0.85,0.8,0.81,0.8,0.8,0.78,0.78,0.77,0.76,0.78,0.75,0.76,0.76,0.76,0.77,0.76,0.74,0.74,0.71,0.74,0.7,0.69,0.65,0.0,0.59,0.59,0.58,0.58,0.45,0.45,0.0,1.3,0.9,0.86,0.19,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.65
09/01/2021,1.9,1.66,1.54,1.52,1.49,1.37,1.43,1.39,1.41,1.39,1.37,1.32,1.3,1.32,1.25,1.25,1.27,1.24,1.24,1.2,1.22,1.21,1.19,1.19,1.18,1.14,1.13,1.13,1.1,1.11,1.1,1.09,1.08,1.06,1.05,1.13,1.07,1.0,0.99,1.03,1.03,1.03,0.99,0.99,1.0,0.99,0.97,0.96,0.95,0.94,0.95,0.94,0.94,0.93,0.93,0.91,0.91,0.9,0.9,0.9,0.88,0.0,0.88,0.87,0.88,0.87,0.86,0.83,0.82,0.82,0.8,0.85,0.8,0.81,0.8,0.8,0.78,0.78,0.77,0.76,0.78,0.75,0.76,0.76,0.76,0.77,0.76,0.74,0.74,0.71,0.74,0.7,0.69,0.65,0.0,0.59,0.59,0.58,0.58,0.45,0.45,0.0,1.3,0.9,0.86,0.19,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.65
09/02/2021,1.9,1.66,1.54,1.52,1.49,1.37,1.43,1.39,1.41,1.39,1.37,1.32,1.3,1.32,1.25,1.25,1.27,1.24,1.24,1.2,1.22,1.21,1.19,1.19,1.18,1.14,1.13,1.13,1.1,1.11,1.1,1.09,1.08,1.06,1.05,1.13,1.07,1.0,0.99,1.03,1.03,1.03,0.99,0.99,1.0,0.99,0.97,0.96,0.95,0.94,0.95,0.94,0.94,0.93,0.93,0.91,0.91,0.9,0.9,0.9,0.88,0.0,0.88,0.87,0.88,0.87,0.86,0.83,0.82,0.82,0.8,0.85,0.8,0.81,0.8,0.8,0.78,0.78,0.77,0.76,0.78,0.75,0.76,0.76,0.76,0.77,0.76,0.74,0.74,0.71,0.74,0.7,0.69,0.65,0.0,0.59,0.59,0.58,0.58,0.45,0.45,0.0,1.3,0.9,0.86,0.19,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.65
09/24/2021,0.0,1.63,0.0,1.08,1.67,0.0,1.1,1.24,1.64,1.45,0.0,1.45,1.16,0.0,0.94,1.48,0.0,0.0,1.32,1.22,0.0,1.08,0.96,0.0,0.0,0.0,1.24,0.0,0.0,0.0,1.19,1.05,0.56,1.2,0.84,0.98,0.98,0.61,0.0,0.0,1.25,0.0,0.0,0.0,1.18,0.66,0.95,0.9,1.09,1.04,0.0,0.0,1.12,1.32,0.0,1.41,1.11,0.0,0.79,0.7,0.72,0.0,0.0,0.0,0.95,1.13,0.0,0.0,0.82,0.0,0.82,0.78,1.02,0.91,0.97,0.97,0.0,0.94,0.78,0.91,1.01,0.75,0.0,1.01,0.79,1.1,0.8,0.9,1.15,0.86,0.0,0.8,0.91,0.87,0.0,1.02,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.51,1.27,1.26,1.22,1.19,1.15,1.15,1.12,1.07,1.05,1.05,1.04,1.03,1.03,1.03,1.02,1.0,1.0,0.98,0.96,0.96,0.96,0.94,0.89,0.83,0.81,0.81,0.78,0.75,0.73,0.68,0.68,0.61,0.38,0.27,0.07,100.04999999999998
