,Cash,VVR,BGB,CPZ,YSS.V,MSD,NCZ,GHY,SPE,IGD,BRW,EFR,JDD,VPV,BWG,AIF,NRK,VTN,BGT,EVF,AFT,GPM,IGA,VCIF,NUO,GIM,NFJ,JLS,EVY,YSS.V,VMM,FRA,BGX,YSS.V,JTD,HYB,ENX,Nuveen GA Quality Muni Inc,YSS.V,SUM
07/09/2021,23.42,22.78,16.32,8.89,6.06,5.16,4.53,4.42,4.28,3.43,3.34,3.08,2.97,2.53,2.23,2.14,1.98,1.78,1.67,1.57,1.56,1.45,1.13,0.94,0.93,0.93,0.77,0.65,0.47,0.41,0.41,0.35,0.22,0.07,0.07,0.02,0.01,0.0,-32.99,99.97999999999996
