,NESN.SW,NOVN.SW,ROG.SW,GSK.L,FMG.AX,BATS.L,SAN.PA,ULVR.L,RIO.L,AZN.L,ALV.DE,9434.T,CBA.AX,7203.T,BHP.AX,SIE.DE,OR.PA,BAS.DE,MC.PA,EQNR.OL,DTE.DE,NOVO B.CO,9433.T,IBE.MC,SAP.DE,8306.T,9432.T,BAYN.DE,ENEL.MI,DPW.DE,VOD.L,BHP.L,1299.HK,ZURN.SW,VOW.,NAB.AX,ANZ.AX,ASML.AS,DGE.L,SU.PA,RIO.AX,CS.PA,8316.T,D05.SI,RO.SW,BMW.DE,2914.T,LIN,7974.T,4502.T,WES.AX,AI.PA,8035.T,ABBN.SW,NG.L,8001.T,E.ON SE,2388.HK,8058.T,ITX.MC,DAI.DE,BN.PA,16.HK,TLS.AX,NTGY.MC,388.HK,MUV2.DE,7751.T,OMV.VI,SCMN.SW,11.HK,8411.T,AAL.L,O39.SI,PGHN.SW,UBSG.SW,U11.SI,AD.AS,HOLN.SW,7267.T,KER.PA,6902.T,ORA.PA,RKT.L,Z74.SI,FORTUM.HE,6501.T,2.HK,KNIN.SW,REL.L,VNA.DE,ELE.MC,SHL.DE,RMS.PA,NESTE.HE,MQG.AX,4519.T,12.HK,TEL.OL,8725.T,6.HK,3382.T,SSE.L,8766.T,KNEBV.HE,BA.L,CRH.L,5108.T,6702.T,992.HK,RI.PA,6981.T,PST.MI,688.HK,TELIA.ST,SGSN.SW,SAMPO.HE,G.MI,4063.T,RITN.,NN.AS,8TRA.DE,UPM.HE,ATCO A.ST,CSL.AX,TCL.AX,CON.DE,ADM.L,MB.MI,SRG.MI,WOW.AX,VIV.PA,GIVN.SW,ERIC B.ST,TSCO.L,SLHN.SW,US.MI,8750.T,66.HK,4503.T,FRE.DE,9984.T,WPL.AX,4523.T,HLAG.DE,4452.T,COLO B.CO,3.HK,COL.AX,HNR1.DE,823.HK,4578.T,8053.T,ESSITY B.ST,LUNE.ST,ATCOB.ST,F34.SI,6752.T,DWNI.DE,WKL.AS,6758.T,SA.SW,EDP.LS,2502.T,EVK.DE,TEL2 B.ST,AKZA.AS,SK3.IR,SLA.L,GMG.AX,COV.PA,ADEN.SW,669.HK,MIN.AX,EPI A.ST,ASM.AS,ACS.MC,FME.DE,ORSTED.CO,1972.HK,4901.T,YAR.OL,PROX.BR,DSM.AS,KESKOB.HE,17.HK,8604.T,IFX.DE,8002.T,SIKA.SW,POLI.TA,4188.T,83.HK,REE.MC,1928.T,FER.MC,1605.T,5020.T,6503.T,DB1.DE,604.HK,LR.PA,ASSA B.ST,O2D.DE,EMSN.SW,6367.T,SUM
07/09/2021,2.28,2.25,1.9,1.51,1.43,1.29,1.25,1.18,1.15,1.04,1.03,1.02,0.93,0.91,0.83,0.82,0.79,0.79,0.76,0.76,0.73,0.72,0.72,0.71,0.71,0.7,0.68,0.68,0.67,0.63,0.61,0.61,0.59,0.59,0.58,0.56,0.55,0.54,0.53,0.52,0.52,0.51,0.49,0.48,0.47,0.47,0.44,0.44,0.43,0.43,0.43,0.41,0.39,0.38,0.38,0.38,0.37,0.37,0.36,0.36,0.34,0.34,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.31,0.3,0.3,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,70.61
07/12/2021,2.29,2.25,1.93,1.51,1.42,1.29,1.23,1.2,1.16,1.03,1.02,1.02,0.93,0.91,0.84,0.81,0.8,0.77,0.76,0.73,0.73,0.74,0.71,0.72,0.74,0.69,0.67,0.67,0.69,0.63,0.59,0.62,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.52,0.51,0.48,0.48,0.48,0.44,0.43,0.44,0.45,0.43,0.43,0.41,0.39,0.39,0.39,0.38,0.0,0.37,0.36,0.36,0.32,0.34,0.33,0.32,0.32,0.35,0.32,0.32,0.3,0.32,0.31,0.3,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.38,0.11,0.11,0.0,0.0,0.0,70.69
07/13/2021,2.29,2.25,1.93,1.51,1.42,1.29,1.23,1.2,1.16,1.03,1.02,1.02,0.93,0.91,0.84,0.81,0.8,0.77,0.76,0.73,0.73,0.74,0.71,0.72,0.74,0.69,0.67,0.67,0.69,0.63,0.59,0.62,0.6,0.59,0.56,0.56,0.54,0.54,0.53,0.53,0.52,0.51,0.48,0.48,0.48,0.44,0.43,0.44,0.45,0.43,0.43,0.41,0.39,0.39,0.39,0.38,0.0,0.37,0.36,0.36,0.32,0.34,0.33,0.32,0.32,0.35,0.32,0.32,0.3,0.32,0.31,0.3,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.22,0.21,0.21,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.2,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.11,0.38,0.11,0.11,0.0,0.0,0.0,70.69
07/14/2021,2.29,2.28,1.94,1.51,1.45,1.27,1.24,1.19,1.18,1.03,1.02,1.03,0.92,0.9,0.85,0.81,0.79,0.8,0.76,0.73,0.74,0.75,0.73,0.7,0.74,0.69,0.68,0.67,0.68,0.63,0.59,0.64,0.59,0.59,0.58,0.56,0.54,0.55,0.52,0.53,0.52,0.52,0.47,0.47,0.48,0.45,0.44,0.44,0.43,0.42,0.42,0.41,0.39,0.4,0.39,0.38,0.0,0.36,0.37,0.36,0.33,0.34,0.33,0.32,0.32,0.35,0.32,0.32,0.3,0.32,0.3,0.3,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.11,0.11,0.11,0.11,0.11,70.72999999999999
07/15/2021,2.29,2.28,1.94,1.51,1.45,1.27,1.24,1.19,1.18,1.03,1.02,1.03,0.92,0.9,0.85,0.81,0.79,0.8,0.76,0.73,0.74,0.75,0.73,0.7,0.74,0.69,0.68,0.67,0.68,0.63,0.59,0.64,0.59,0.59,0.58,0.56,0.54,0.55,0.52,0.53,0.52,0.52,0.47,0.47,0.48,0.45,0.44,0.44,0.43,0.42,0.42,0.41,0.39,0.4,0.39,0.38,0.0,0.36,0.37,0.36,0.33,0.34,0.33,0.32,0.32,0.35,0.32,0.32,0.3,0.32,0.3,0.3,0.31,0.3,0.29,0.28,0.29,0.29,0.28,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.22,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.38,0.11,0.11,0.11,0.11,0.11,70.72999999999999
07/16/2021,2.28,2.27,1.93,1.51,1.48,1.26,1.25,1.19,1.17,1.04,1.01,1.03,0.91,0.91,0.87,0.81,0.79,0.79,0.76,0.72,0.74,0.74,0.73,0.7,0.74,0.69,0.68,0.66,0.69,0.63,0.6,0.63,0.58,0.59,0.59,0.55,0.53,0.55,0.52,0.53,0.52,0.51,0.47,0.47,0.48,0.46,0.44,0.44,0.42,0.43,0.42,0.41,0.39,0.39,0.39,0.38,0.0,0.36,0.37,0.36,0.33,0.33,0.33,0.31,0.32,0.35,0.31,0.32,0.3,0.32,0.3,0.3,0.3,0.3,0.3,0.28,0.29,0.29,0.28,0.28,0.27,0.26,0.26,0.27,0.26,0.25,0.26,0.25,0.25,0.25,0.25,0.24,0.23,0.22,0.22,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.21,0.21,0.21,0.21,0.2,0.19,0.2,0.19,0.19,0.2,0.18,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.16,0.16,0.15,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.13,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.14,0.14,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.11,0.11,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.38,0.11,0.11,0.11,0.11,0.11,70.66000000000001
