,JCOM,LITE,AZPN,SGMS,COR,NATI,YELP,NCR,CIEN,TRIP,HELE,CONE,COTY,SMG,SABR,ENR,NUS,CABO,SBRA,IRDM,COHR,OHI,HALO,LGND,CCMP,MKSI,MPW,VSAT,HR,UTHR,BRKS,JBL,SYNA,EBS,NBIX,TDS,SLAB,MCY,CRUS,NKTR,JAZZ,LSCC,XRX,NTCT,SMTC,KMPR,BHF,CNO,PRI,LANC,FLO,TR,EXEL,CHX,WING,PZZA,GO,FLR,IBKR,SAM,SF,FICO,BJ,TGNA,TXRH,DECK,CBRL,WEN,ARWR,ACIW,CNK,ENV,CDK,WWE,JACK,AEO,CROX,SFM,GMED,JWN,AXON,URBN,SYNH,RGEN,SKX,CPRI,NUVA,MEDP,FL,RUN,KSS,LIVN,CRI,COLM,NYT,TTC,LAD,TECH,AMED,CGNX,STAA,NVST,IAA,FIVE,MOH,AN,MASI,AGCO,DKS,THC,MSA,TPH,LHCG,OLLI,TOL,EHC,JW.A,QDEL,CHE,WAFD,KAR,TMHC,HAIN,POST,KBH,BOH,TCBI,FHI,VNT,ACHC,PGNY,WBS,THS,JBLU,BRO,NEOG,SEIC,JHG,FDS,TREE,PRG,SAFM,PNM,AMG,ALE,SEDG,CAR,LECO,IDA,OGE,NSA,MIDD,LSI,HE,HRB,CFX,JLL,NDSN,CPT,NWE,ACC,KMT,RNR,MTG,AIRC,PII,BCO,XEC,MUR,ESNT,BC,ENS,HCSG,RGA,688208.SS,SWX,AM,HOG,MUSA,WERN,VC,NVT,CLH,GNTX,UGI,LSTR,THO,KNX,Y,XPO,WTRG,OGS,LFUS,SRCL,INGR,SR,TRGP,PPC,NFG,CNXC,DTM WI,BKH,GGG,DCI,CASY,EQT,DAR,G,SCI,CACI,NAVI,PCTY,INT,TEX,VSCO WI,CDAY,DTM,VSCO,WSM,EXP,ETRN,SAIA,MIME,RAMP,PFGC,APPS,CHDN,FCFS,QLYS,ICLR,PRGO,GME,UNM,HFC,GHC,LOPE,NOV,TNDM,OPCH,ASB,CNX,NJR,n/a,BYD,ADS,COG,SPWR,ZD,KRG,KD WI,SUM
08/13/2021,0.86,0.81,0.85,0.73,0.85,0.81,0.79,0.72,0.78,0.68,0.76,0.76,0.7,0.61,0.63,0.65,0.64,0.7,0.57,0.67,0.55,0.56,0.53,0.49,0.49,0.52,0.55,0.64,0.58,0.63,0.52,0.56,0.6,0.52,0.48,0.47,0.56,0.48,0.49,0.46,0.42,0.58,0.52,0.48,0.48,0.46,0.49,0.46,0.45,0.44,0.43,0.47,0.41,0.4,0.46,0.48,0.37,0.42,0.4,0.28,0.43,0.37,0.45,0.38,0.38,0.43,0.36,0.37,0.38,0.33,0.27,0.4,0.35,0.33,0.34,0.34,0.43,0.35,0.34,0.35,0.36,0.34,0.33,0.43,0.36,0.36,0.28,0.32,0.3,0.29,0.33,0.32,0.32,0.33,0.35,0.33,0.34,0.33,0.24,0.32,0.32,0.29,0.3,0.35,0.31,0.37,0.33,0.32,0.33,0.29,0.3,0.33,0.27,0.32,0.3,0.29,0.29,0.31,0.28,0.31,0.32,0.3,0.3,0.29,0.3,0.29,0.29,0.28,0.3,0.28,0.22,0.28,0.25,0.25,0.28,0.25,0.27,0.3,0.29,0.23,0.25,0.27,0.25,0.28,0.27,0.28,0.28,0.27,0.28,0.26,0.27,0.28,0.27,0.26,0.26,0.26,0.32,0.25,0.26,0.25,0.24,0.24,0.25,0.25,0.24,0.23,0.23,0.0,0.0,0.24,0.25,0.24,0.0,0.24,0.0,0.24,0.0,0.0,0.25,0.23,0.22,0.24,0.25,0.22,0.23,0.22,0.24,0.24,0.22,0.24,0.23,0.22,0.24,0.0,0.0,0.22,0.0,0.23,0.22,0.0,0.34,0.23,0.0,0.22,0.0,0.0,0.24,0.23,0.24,0.0,0.23,0.26,0.0,0.0,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.81
08/16/2021,0.86,0.8,0.73,0.77,0.87,0.8,0.77,0.75,0.78,0.67,0.76,0.77,0.68,0.6,0.62,0.67,0.64,0.71,0.57,0.66,0.55,0.56,0.53,0.48,0.48,0.5,0.56,0.65,0.58,0.62,0.51,0.56,0.59,0.53,0.47,0.47,0.55,0.48,0.49,0.44,0.42,0.56,0.52,0.47,0.48,0.45,0.5,0.47,0.45,0.44,0.42,0.45,0.42,0.4,0.46,0.5,0.32,0.42,0.4,0.27,0.43,0.36,0.44,0.37,0.37,0.43,0.36,0.4,0.37,0.33,0.26,0.39,0.35,0.33,0.35,0.33,0.44,0.34,0.35,0.35,0.36,0.33,0.34,0.44,0.36,0.36,0.29,0.32,0.3,0.29,0.34,0.31,0.33,0.33,0.35,0.33,0.35,0.33,0.22,0.31,0.3,0.29,0.3,0.35,0.3,0.36,0.32,0.33,0.33,0.31,0.3,0.34,0.27,0.3,0.31,0.29,0.28,0.29,0.28,0.31,0.32,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.3,0.28,0.22,0.27,0.24,0.25,0.29,0.25,0.27,0.3,0.29,0.22,0.25,0.28,0.26,0.28,0.26,0.27,0.29,0.27,0.28,0.27,0.27,0.26,0.27,0.26,0.27,0.26,0.32,0.25,0.26,0.25,0.24,0.25,0.26,0.25,0.24,0.23,0.24,0.0,0.22,0.24,0.25,0.22,0.0,0.24,0.0,0.24,0.0,0.0,0.25,0.23,0.0,0.24,0.25,0.22,0.23,0.23,0.24,0.24,0.22,0.24,0.23,0.0,0.24,0.0,0.0,0.22,0.0,0.22,0.22,0.0,0.34,0.23,0.0,0.22,0.0,0.0,0.25,0.23,0.24,0.0,0.23,0.26,0.0,0.23,0.28,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.53
08/17/2021,0.84,0.79,0.74,0.75,0.87,0.81,0.76,0.74,0.77,0.66,0.77,0.77,0.67,0.6,0.61,0.67,0.65,0.71,0.57,0.63,0.55,0.56,0.53,0.47,0.5,0.5,0.56,0.65,0.58,0.62,0.51,0.57,0.6,0.53,0.49,0.48,0.56,0.47,0.49,0.44,0.41,0.56,0.51,0.47,0.49,0.45,0.5,0.47,0.45,0.45,0.45,0.46,0.43,0.39,0.46,0.51,0.32,0.41,0.39,0.27,0.43,0.36,0.43,0.37,0.37,0.44,0.36,0.4,0.37,0.33,0.26,0.4,0.35,0.33,0.35,0.32,0.45,0.34,0.34,0.34,0.36,0.33,0.34,0.44,0.36,0.35,0.29,0.33,0.3,0.27,0.33,0.31,0.33,0.33,0.35,0.33,0.35,0.33,0.22,0.31,0.31,0.29,0.3,0.35,0.3,0.36,0.32,0.33,0.33,0.31,0.3,0.33,0.27,0.3,0.31,0.29,0.29,0.29,0.28,0.31,0.32,0.31,0.31,0.3,0.31,0.29,0.29,0.28,0.3,0.28,0.22,0.27,0.24,0.25,0.29,0.25,0.27,0.3,0.29,0.22,0.25,0.28,0.26,0.28,0.26,0.27,0.3,0.27,0.28,0.27,0.27,0.26,0.27,0.26,0.27,0.26,0.32,0.25,0.27,0.25,0.24,0.24,0.26,0.25,0.24,0.23,0.23,0.0,0.0,0.24,0.25,0.22,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.23,0.0,0.24,0.25,0.0,0.23,0.23,0.24,0.25,0.23,0.24,0.23,0.22,0.24,0.0,0.0,0.22,0.0,0.27,0.22,0.22,0.33,0.24,0.0,0.22,0.0,0.0,0.25,0.23,0.24,0.0,0.23,0.26,0.0,0.22,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58000000000001
08/18/2021,0.84,0.79,0.74,0.75,0.87,0.81,0.76,0.74,0.77,0.66,0.77,0.77,0.67,0.6,0.61,0.67,0.65,0.71,0.57,0.63,0.55,0.56,0.53,0.47,0.5,0.5,0.56,0.65,0.58,0.62,0.51,0.57,0.6,0.53,0.49,0.48,0.56,0.47,0.49,0.44,0.41,0.56,0.51,0.47,0.49,0.45,0.5,0.47,0.45,0.45,0.45,0.46,0.43,0.39,0.46,0.51,0.32,0.41,0.39,0.27,0.43,0.36,0.43,0.37,0.37,0.44,0.36,0.4,0.37,0.33,0.26,0.4,0.35,0.33,0.35,0.32,0.45,0.34,0.34,0.34,0.36,0.33,0.34,0.44,0.36,0.35,0.29,0.33,0.3,0.27,0.33,0.31,0.33,0.33,0.35,0.33,0.35,0.33,0.22,0.31,0.31,0.29,0.3,0.35,0.3,0.36,0.32,0.33,0.33,0.31,0.3,0.33,0.27,0.3,0.31,0.29,0.29,0.29,0.28,0.31,0.32,0.31,0.31,0.3,0.31,0.29,0.29,0.28,0.3,0.28,0.22,0.27,0.24,0.25,0.29,0.25,0.27,0.3,0.29,0.22,0.25,0.28,0.26,0.28,0.26,0.27,0.3,0.27,0.28,0.27,0.27,0.26,0.27,0.26,0.27,0.26,0.32,0.25,0.27,0.25,0.24,0.24,0.26,0.25,0.24,0.23,0.23,0.0,0.0,0.24,0.25,0.22,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.23,0.0,0.24,0.25,0.0,0.23,0.23,0.24,0.25,0.23,0.24,0.23,0.22,0.24,0.0,0.0,0.22,0.0,0.27,0.22,0.22,0.33,0.24,0.0,0.22,0.0,0.0,0.25,0.23,0.24,0.0,0.23,0.26,0.0,0.22,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58000000000001
08/19/2021,0.84,0.79,0.74,0.75,0.87,0.81,0.76,0.74,0.77,0.66,0.77,0.77,0.67,0.6,0.61,0.67,0.65,0.71,0.57,0.63,0.55,0.56,0.53,0.47,0.5,0.5,0.56,0.65,0.58,0.62,0.51,0.57,0.6,0.53,0.49,0.48,0.56,0.47,0.49,0.44,0.41,0.56,0.51,0.47,0.49,0.45,0.5,0.47,0.45,0.45,0.45,0.46,0.43,0.39,0.46,0.51,0.32,0.41,0.39,0.27,0.43,0.36,0.43,0.37,0.37,0.44,0.36,0.4,0.37,0.33,0.26,0.4,0.35,0.33,0.35,0.32,0.45,0.34,0.34,0.34,0.36,0.33,0.34,0.44,0.36,0.35,0.29,0.33,0.3,0.27,0.33,0.31,0.33,0.33,0.35,0.33,0.35,0.33,0.22,0.31,0.31,0.29,0.3,0.35,0.3,0.36,0.32,0.33,0.33,0.31,0.3,0.33,0.27,0.3,0.31,0.29,0.29,0.29,0.28,0.31,0.32,0.31,0.31,0.3,0.31,0.29,0.29,0.28,0.3,0.28,0.22,0.27,0.24,0.25,0.29,0.25,0.27,0.3,0.29,0.22,0.25,0.28,0.26,0.28,0.26,0.27,0.3,0.27,0.28,0.27,0.27,0.26,0.27,0.26,0.27,0.26,0.32,0.25,0.27,0.25,0.24,0.24,0.26,0.25,0.24,0.23,0.23,0.0,0.0,0.24,0.25,0.22,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.23,0.0,0.24,0.25,0.0,0.23,0.23,0.24,0.25,0.23,0.24,0.23,0.22,0.24,0.0,0.0,0.22,0.0,0.27,0.22,0.22,0.33,0.24,0.0,0.22,0.0,0.0,0.25,0.23,0.24,0.0,0.23,0.26,0.0,0.22,0.29,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58000000000001
08/20/2021,0.83,0.79,0.74,0.75,0.89,0.81,0.75,0.73,0.78,0.64,0.76,0.78,0.66,0.59,0.6,0.66,0.63,0.72,0.55,0.63,0.56,0.56,0.53,0.47,0.51,0.51,0.56,0.64,0.58,0.61,0.51,0.57,0.6,0.51,0.5,0.46,0.55,0.48,0.5,0.43,0.41,0.56,0.51,0.48,0.48,0.45,0.49,0.47,0.45,0.44,0.46,0.45,0.44,0.38,0.46,0.51,0.32,0.4,0.39,0.27,0.43,0.36,0.45,0.37,0.37,0.44,0.36,0.4,0.37,0.33,0.26,0.4,0.35,0.33,0.35,0.31,0.45,0.34,0.35,0.33,0.37,0.32,0.35,0.44,0.35,0.35,0.3,0.35,0.3,0.26,0.33,0.32,0.33,0.33,0.36,0.33,0.35,0.34,0.22,0.31,0.32,0.3,0.3,0.37,0.31,0.38,0.33,0.33,0.34,0.32,0.3,0.34,0.27,0.29,0.32,0.29,0.29,0.28,0.28,0.31,0.31,0.31,0.31,0.31,0.3,0.29,0.29,0.28,0.3,0.28,0.22,0.27,0.24,0.25,0.29,0.26,0.27,0.3,0.3,0.0,0.25,0.28,0.26,0.28,0.26,0.26,0.3,0.27,0.28,0.27,0.28,0.26,0.27,0.26,0.27,0.26,0.31,0.26,0.27,0.26,0.24,0.24,0.26,0.25,0.25,0.23,0.24,0.0,0.0,0.24,0.25,0.22,0.0,0.24,0.0,0.25,0.0,0.0,0.26,0.24,0.0,0.24,0.25,0.22,0.23,0.23,0.24,0.25,0.23,0.25,0.23,0.22,0.25,0.0,0.0,0.22,0.0,0.27,0.0,0.22,0.33,0.24,0.0,0.22,0.22,0.0,0.25,0.23,0.24,0.0,0.23,0.26,0.0,0.22,0.28,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67
08/23/2021,0.84,0.89,0.76,0.73,0.92,0.8,0.75,0.71,0.79,0.64,0.76,0.79,0.65,0.61,0.6,0.66,0.63,0.73,0.54,0.63,0.59,0.55,0.51,0.47,0.49,0.5,0.57,0.6,0.59,0.64,0.5,0.56,0.6,0.54,0.51,0.47,0.56,0.48,0.49,0.42,0.39,0.56,0.49,0.48,0.48,0.47,0.49,0.47,0.45,0.45,0.47,0.44,0.43,0.37,0.46,0.53,0.32,0.38,0.39,0.26,0.42,0.37,0.48,0.37,0.38,0.44,0.36,0.41,0.37,0.33,0.26,0.41,0.32,0.32,0.36,0.32,0.44,0.36,0.36,0.33,0.37,0.32,0.35,0.46,0.34,0.33,0.3,0.34,0.3,0.25,0.35,0.33,0.33,0.33,0.37,0.33,0.32,0.35,0.22,0.33,0.32,0.3,0.3,0.36,0.33,0.36,0.35,0.31,0.33,0.32,0.3,0.33,0.27,0.3,0.31,0.29,0.29,0.28,0.29,0.31,0.3,0.31,0.3,0.31,0.3,0.29,0.29,0.28,0.31,0.28,0.22,0.26,0.23,0.24,0.3,0.26,0.27,0.3,0.3,0.0,0.25,0.28,0.27,0.27,0.26,0.25,0.3,0.27,0.29,0.27,0.28,0.27,0.28,0.27,0.27,0.25,0.31,0.26,0.28,0.26,0.25,0.24,0.27,0.26,0.25,0.22,0.24,0.0,0.0,0.24,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.27,0.24,0.0,0.24,0.25,0.22,0.23,0.23,0.23,0.25,0.23,0.24,0.24,0.22,0.25,0.0,0.0,0.22,0.0,0.28,0.21,0.22,0.34,0.24,0.22,0.22,0.23,0.0,0.24,0.24,0.24,0.0,0.24,0.26,0.0,0.0,0.28,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.86000000000001
08/24/2021,0.85,0.87,0.76,0.74,0.92,0.8,0.76,0.71,0.78,0.63,0.76,0.79,0.65,0.61,0.55,0.67,0.63,0.73,0.53,0.64,0.59,0.54,0.51,0.47,0.49,0.49,0.57,0.62,0.58,0.64,0.49,0.57,0.6,0.55,0.51,0.47,0.56,0.48,0.5,0.43,0.39,0.55,0.49,0.48,0.48,0.47,0.49,0.48,0.46,0.44,0.47,0.43,0.45,0.37,0.46,0.5,0.32,0.38,0.39,0.26,0.42,0.36,0.5,0.37,0.38,0.45,0.36,0.41,0.37,0.33,0.26,0.4,0.31,0.32,0.36,0.32,0.45,0.36,0.36,0.34,0.37,0.33,0.35,0.46,0.34,0.33,0.3,0.34,0.32,0.25,0.35,0.33,0.34,0.33,0.37,0.32,0.31,0.35,0.22,0.33,0.29,0.31,0.3,0.37,0.33,0.36,0.35,0.31,0.34,0.33,0.3,0.33,0.27,0.29,0.31,0.29,0.29,0.29,0.29,0.32,0.29,0.31,0.3,0.31,0.3,0.3,0.3,0.29,0.31,0.29,0.23,0.27,0.23,0.24,0.31,0.27,0.27,0.3,0.3,0.0,0.25,0.28,0.27,0.27,0.27,0.26,0.3,0.26,0.29,0.27,0.28,0.27,0.28,0.27,0.27,0.25,0.31,0.26,0.27,0.26,0.25,0.24,0.27,0.26,0.25,0.22,0.23,0.0,0.0,0.25,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.27,0.24,0.0,0.24,0.25,0.21,0.23,0.23,0.23,0.25,0.23,0.24,0.24,0.22,0.25,0.0,0.0,0.22,0.0,0.28,0.21,0.22,0.34,0.24,0.22,0.22,0.22,0.0,0.23,0.24,0.24,0.0,0.24,0.27,0.0,0.0,0.27,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91
08/25/2021,0.85,0.87,0.76,0.74,0.92,0.8,0.76,0.71,0.78,0.63,0.76,0.79,0.65,0.61,0.55,0.67,0.63,0.73,0.53,0.64,0.59,0.54,0.51,0.47,0.49,0.49,0.57,0.62,0.58,0.64,0.49,0.57,0.6,0.55,0.51,0.47,0.56,0.48,0.5,0.43,0.39,0.55,0.49,0.48,0.48,0.47,0.49,0.48,0.46,0.44,0.47,0.43,0.45,0.37,0.46,0.5,0.32,0.38,0.39,0.26,0.42,0.36,0.5,0.37,0.38,0.45,0.36,0.41,0.37,0.33,0.26,0.4,0.31,0.32,0.36,0.32,0.45,0.36,0.36,0.34,0.37,0.33,0.35,0.46,0.34,0.33,0.3,0.34,0.32,0.25,0.35,0.33,0.34,0.33,0.37,0.32,0.31,0.35,0.22,0.33,0.29,0.31,0.3,0.37,0.33,0.36,0.35,0.31,0.34,0.33,0.3,0.33,0.27,0.29,0.31,0.29,0.29,0.29,0.29,0.32,0.29,0.31,0.3,0.31,0.3,0.3,0.3,0.29,0.31,0.29,0.23,0.27,0.23,0.24,0.31,0.27,0.27,0.3,0.3,0.0,0.25,0.28,0.27,0.27,0.27,0.26,0.3,0.26,0.29,0.27,0.28,0.27,0.28,0.27,0.27,0.25,0.31,0.26,0.27,0.26,0.25,0.24,0.27,0.26,0.25,0.22,0.23,0.0,0.0,0.25,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.0,0.27,0.24,0.0,0.24,0.25,0.21,0.23,0.23,0.23,0.25,0.23,0.24,0.24,0.22,0.25,0.0,0.0,0.22,0.0,0.28,0.21,0.22,0.0,0.24,0.22,0.22,0.22,0.0,0.23,0.24,0.24,0.0,0.24,0.27,0.0,0.0,0.0,0.22,0.34,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91
08/26/2021,0.84,0.88,0.76,0.77,0.9,0.81,0.77,0.71,0.78,0.64,0.75,0.78,0.65,0.61,0.59,0.64,0.63,0.72,0.53,0.65,0.58,0.53,0.52,0.52,0.5,0.5,0.57,0.63,0.57,0.64,0.49,0.57,0.61,0.55,0.52,0.47,0.56,0.48,0.5,0.44,0.41,0.56,0.49,0.49,0.49,0.47,0.49,0.48,0.46,0.44,0.46,0.43,0.45,0.39,0.46,0.5,0.31,0.39,0.39,0.26,0.43,0.36,0.47,0.37,0.38,0.44,0.36,0.41,0.38,0.33,0.28,0.41,0.31,0.32,0.36,0.32,0.44,0.35,0.35,0.35,0.37,0.34,0.35,0.46,0.34,0.34,0.29,0.34,0.32,0.26,0.36,0.33,0.34,0.33,0.37,0.32,0.31,0.35,0.22,0.33,0.3,0.31,0.3,0.37,0.32,0.36,0.35,0.31,0.34,0.33,0.3,0.33,0.27,0.29,0.31,0.29,0.29,0.29,0.29,0.31,0.3,0.3,0.3,0.3,0.29,0.29,0.3,0.28,0.31,0.29,0.23,0.27,0.23,0.24,0.3,0.26,0.27,0.3,0.29,0.22,0.25,0.27,0.26,0.27,0.26,0.27,0.3,0.26,0.28,0.26,0.28,0.26,0.28,0.26,0.27,0.25,0.31,0.26,0.27,0.26,0.25,0.24,0.26,0.26,0.25,0.22,0.23,0.0,0.0,0.24,0.24,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.24,0.0,0.24,0.25,0.0,0.23,0.23,0.23,0.25,0.23,0.24,0.23,0.22,0.25,0.0,0.21,0.0,0.0,0.27,0.0,0.22,0.0,0.24,0.21,0.22,0.22,0.0,0.23,0.23,0.24,0.0,0.23,0.27,0.0,0.21,0.0,0.23,0.34,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88
08/27/2021,0.85,0.88,0.75,0.77,0.88,0.8,0.77,0.72,0.78,0.66,0.75,0.77,0.66,0.61,0.62,0.64,0.62,0.71,0.54,0.63,0.58,0.54,0.52,0.51,0.5,0.5,0.57,0.63,0.57,0.63,0.5,0.56,0.61,0.54,0.51,0.47,0.55,0.48,0.5,0.43,0.4,0.56,0.49,0.49,0.49,0.46,0.5,0.48,0.46,0.43,0.44,0.42,0.45,0.39,0.46,0.49,0.3,0.39,0.39,0.26,0.43,0.36,0.47,0.37,0.38,0.44,0.37,0.39,0.39,0.32,0.29,0.4,0.31,0.33,0.35,0.33,0.45,0.34,0.35,0.36,0.36,0.35,0.35,0.46,0.34,0.36,0.3,0.34,0.32,0.26,0.37,0.33,0.34,0.33,0.37,0.32,0.32,0.35,0.22,0.33,0.3,0.31,0.3,0.37,0.33,0.36,0.35,0.32,0.35,0.32,0.29,0.33,0.26,0.29,0.31,0.29,0.29,0.29,0.28,0.31,0.29,0.31,0.29,0.3,0.3,0.29,0.29,0.28,0.31,0.29,0.24,0.27,0.22,0.25,0.3,0.26,0.27,0.3,0.29,0.22,0.26,0.27,0.27,0.28,0.25,0.26,0.3,0.26,0.28,0.26,0.27,0.26,0.28,0.26,0.26,0.25,0.3,0.26,0.26,0.25,0.25,0.24,0.26,0.26,0.24,0.22,0.23,0.0,0.0,0.24,0.24,0.0,0.0,0.24,0.0,0.24,0.0,0.0,0.26,0.24,0.0,0.24,0.25,0.0,0.22,0.23,0.23,0.25,0.22,0.24,0.23,0.22,0.24,0.0,0.0,0.0,0.21,0.27,0.0,0.22,0.0,0.23,0.21,0.22,0.22,0.0,0.23,0.23,0.23,0.0,0.23,0.27,0.0,0.22,0.0,0.23,0.35,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73
08/30/2021,0.86,0.87,0.75,0.77,0.88,0.8,0.77,0.73,0.79,0.68,0.75,0.76,0.77,0.6,0.62,0.64,0.61,0.71,0.54,0.62,0.58,0.53,0.52,0.49,0.51,0.5,0.56,0.61,0.57,0.63,0.5,0.57,0.62,0.54,0.52,0.46,0.56,0.47,0.51,0.44,0.39,0.56,0.48,0.49,0.51,0.47,0.51,0.48,0.45,0.41,0.44,0.42,0.45,0.39,0.46,0.5,0.3,0.39,0.4,0.25,0.43,0.36,0.48,0.37,0.38,0.43,0.37,0.39,0.4,0.33,0.31,0.4,0.31,0.34,0.35,0.3,0.44,0.35,0.36,0.27,0.36,0.3,0.36,0.47,0.34,0.34,0.3,0.34,0.31,0.26,0.35,0.33,0.33,0.33,0.37,0.32,0.31,0.36,0.21,0.33,0.3,0.31,0.3,0.36,0.32,0.34,0.34,0.33,0.41,0.33,0.29,0.33,0.26,0.27,0.33,0.28,0.28,0.3,0.28,0.31,0.28,0.31,0.27,0.3,0.3,0.29,0.3,0.28,0.31,0.29,0.25,0.27,0.22,0.25,0.3,0.25,0.27,0.3,0.3,0.0,0.26,0.27,0.27,0.28,0.25,0.26,0.29,0.26,0.27,0.26,0.28,0.27,0.28,0.25,0.26,0.25,0.3,0.26,0.27,0.25,0.25,0.24,0.25,0.26,0.25,0.22,0.23,0.0,0.0,0.24,0.24,0.0,0.0,0.23,0.0,0.23,0.0,0.0,0.26,0.24,0.0,0.24,0.25,0.0,0.22,0.24,0.23,0.25,0.22,0.24,0.23,0.0,0.25,0.0,0.0,0.0,0.21,0.28,0.0,0.22,0.0,0.23,0.21,0.22,0.22,0.0,0.24,0.23,0.23,0.0,0.24,0.27,0.0,0.22,0.0,0.23,0.36,0.27,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.73
