,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTES,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,TREASURY (CPI) NOTE,BLK CSH FND TREASURY SL AGENCY,SUM
07/09/2021,15.15,14.94,9.64,8.24,8.11,7.64,5.7,5.42,4.87,4.73,4.16,3.07,2.97,2.88,1.18,1.17,0.71,100.58
