,NOVN.SW,NESN.SW,ULVR.L,RY.TO,SAN.PA,TD.TO,ALV.DE,SIE.DE,ENEL.MI,IBE.MC,SAP.DE,DGE.L,BMO.TO,1299.HK,CM.TO,RKT.L,SU.PA,9433.T,2318.HK,MFC.TO,BN.PA,INFY.NS,REL.L,8766.T,CNR.TO,VNA.DE,9432.T,700.HK,BA.L,SLF.TO,CSL.AX,CRH.L,3382.T,4063.T,NA.TO,BAM.A.TO,DB1.DE,FTS.TO,4503.T,6981.T,2.HK,FERG.L,4452.T,8750.T,6758.T,FME.DE,TCS.NS,EXPN.L,TOPGLOV.KL,GIVN.SW,GEBN.SW,ASSA B.ST,1928.T,MG.TO,688.HK,FRE.DE,NESTE.HE,2884.TW,TRN.MI,AMXL.MX,POWERGRID.NS,SIKA.SW,5876.TW,SK3.IR,IFC.TO,CP.TO,DWNI.DE,BBCA.JK,SN.L,COLO B.CO,LSEG.L,BBRI.JK,LEG.DE,POLY.L,SHL.AX,960.HK,669.HK,RO.SW,6988.T,600036.SS,SGE.L,5871.TW,AEM.TO,AHT.L,601318.SS,BMRI.JK,SWMA.ST,1093.HK,BIMAS.IS,8473.T,12.HK,ITRK.L,BNR.DE,BNZL.L,ATD.B.TO,66.HK,600519.SS,JBH.AX,CTC.A.TO,OTEX.TO,WPM.TO,UCB.BR,4507.T,DCC.L,EVN.AX,270.HK,MRU.TO,TEP.PA,KRZ.IR,ICA.ST,CAST.ST,NZYM B.CO,CPU.AX,CRDA.L,4768.T,RUI.PA,RIGDS.,L.TO,SY1.DE,TEG.DE,884.HK,VALMT.HE,IAG.TO,4543.T,CCH.L,2313.HK,4021.T,1803.T,ALDAR.,HUH1V.HE,8331.T,7532.T,HL.L,FNV.TO,LOGN.SW,8113.T,NST.AX,HTO.AT,REC.MI,EMSN.SW,4732.T,7459.T,XTSLA,PKI.TO,1336.HK,CPALL-R.BK,AC.MX,4206.T,1972.HK,DSV.CO,2433.T,SXS.L,BME.L,SPX.L,SAP.TO,WN.TO,4307.T,FPH.NZ,STMN.SW,DSY.PA,051900.KS,HLMA.L,RBA.TO,RHM.DE,VIS.MC,5929.T,QBR.B.TO,3626.T,CAI.VI,1951.T,3231.T,8804.T,TLX.DE,LXS.DE,2002.T,2371.T,2784.T,ACO.X.TO,384.HK,1721.T,FTT.TO,9613.T,X.TO,9042.T,FABG.ST,8056.T,COLR.BR,5393.T,AALB.AS,ULE.L,2395.TW,WIE.VI,GAW.L,RBREW.CO,HSV.L,7951.T,TIH.TO,4613.T,4091.T,EMP.A.TO,DSYA.,RELIANCE.NS,CWB.TO,6690.HK,4684.T,DKSH.SW,9682.T,EUR,000858.SZ,4282.T,HPOL B.ST,DMP.AX,-,CAD,1906272D,INR,GBP,CHF,BCOLOMBIA.BC,BAM,BIMAS.E.IS,PBH.TO,IMCD.AS,IDR,JPY,TWD,ISA.BC,9989.T,AUD,ASIANPAINT.NS,1193.HK,6028.T,3360.T,SUM
09/01/2021,3.05,3.07,2.75,3.0,2.91,2.7,2.6,2.93,2.53,2.32,2.21,1.96,1.85,1.73,1.78,1.3,1.68,1.46,1.22,1.45,1.41,1.39,1.29,1.19,1.17,1.03,1.02,0.82,0.96,0.84,0.84,0.77,0.66,0.73,0.7,0.0,0.63,0.64,0.59,0.61,0.59,0.55,0.53,0.59,0.56,0.47,0.52,0.49,0.43,0.45,0.45,0.4,0.36,0.33,0.38,0.37,0.35,0.38,0.38,0.44,0.37,0.38,0.32,0.34,0.33,0.31,0.33,0.34,0.28,0.32,0.3,0.28,0.3,0.27,0.3,0.23,0.32,0.28,0.26,0.23,0.26,0.32,0.22,0.24,0.19,0.23,0.24,0.22,0.0,0.21,0.2,0.2,0.23,0.23,0.22,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.2,0.15,0.13,0.16,0.16,0.14,0.14,0.12,0.13,0.14,0.14,0.14,0.12,0.16,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.12,0.11,0.12,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.09,0.09,0.08,0.08,0.08,0.1,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.71,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.86
09/02/2021,3.03,3.07,2.74,2.98,2.9,2.69,2.59,2.94,2.55,2.31,2.23,1.96,1.83,1.7,1.77,1.3,1.68,1.46,1.19,1.43,1.41,1.38,1.29,1.2,1.16,1.03,1.03,0.82,0.96,0.83,0.84,0.77,0.65,0.73,0.7,0.0,0.63,0.64,0.59,0.62,0.59,0.55,0.53,0.59,0.56,0.47,0.52,0.49,0.45,0.45,0.45,0.4,0.37,0.33,0.38,0.37,0.35,0.38,0.38,0.45,0.37,0.37,0.33,0.34,0.33,0.31,0.33,0.34,0.28,0.32,0.3,0.29,0.3,0.27,0.3,0.22,0.32,0.28,0.26,0.22,0.26,0.32,0.22,0.24,0.18,0.24,0.24,0.22,0.0,0.21,0.2,0.2,0.23,0.23,0.23,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.22,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.18,0.17,0.16,0.2,0.15,0.13,0.16,0.17,0.14,0.14,0.12,0.13,0.14,0.14,0.14,0.12,0.16,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.12,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.13,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.09,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.09,0.0,0.08,0.08,0.1,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.7,0.26,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76
09/03/2021,3.06,3.04,2.75,2.93,2.89,2.65,2.6,2.94,2.55,2.33,2.24,1.97,1.82,1.69,1.76,1.3,1.67,1.44,1.14,1.42,1.41,1.39,1.29,1.2,1.24,1.01,1.02,0.84,0.96,0.82,0.85,0.77,0.66,0.74,0.7,0.0,0.62,0.64,0.6,0.62,0.59,0.57,0.53,0.58,0.56,0.47,0.54,0.49,0.45,0.44,0.44,0.39,0.37,0.33,0.38,0.36,0.35,0.39,0.38,0.46,0.37,0.37,0.33,0.34,0.32,0.3,0.33,0.35,0.28,0.32,0.3,0.29,0.3,0.27,0.31,0.21,0.33,0.28,0.27,0.22,0.26,0.33,0.22,0.25,0.18,0.24,0.24,0.22,0.0,0.21,0.2,0.2,0.22,0.23,0.22,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.22,0.19,0.14,0.16,0.18,0.17,0.16,0.17,0.17,0.17,0.16,0.2,0.15,0.13,0.16,0.17,0.14,0.14,0.12,0.13,0.14,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.13,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.11,0.13,0.13,0.1,0.1,0.11,0.11,0.13,0.11,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.0,0.08,0.08,0.08,0.1,0.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.69,0.26,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.76
09/06/2021,3.02,3.01,2.68,2.92,2.9,2.66,2.57,2.94,2.56,2.35,2.21,1.99,1.85,1.67,1.76,1.31,1.69,1.45,1.14,1.41,1.38,1.37,1.3,1.21,1.3,0.98,1.05,0.86,0.95,0.82,0.83,0.76,0.67,0.75,0.69,0.0,0.62,0.64,0.59,0.65,0.58,0.58,0.53,0.6,0.57,0.47,0.54,0.49,0.43,0.44,0.44,0.4,0.38,0.33,0.38,0.36,0.36,0.38,0.38,0.45,0.37,0.37,0.32,0.34,0.33,0.32,0.33,0.34,0.28,0.32,0.3,0.28,0.29,0.26,0.31,0.22,0.32,0.27,0.27,0.23,0.26,0.31,0.22,0.25,0.19,0.24,0.24,0.22,0.0,0.22,0.2,0.2,0.22,0.23,0.22,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.22,0.19,0.14,0.17,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.2,0.16,0.13,0.17,0.17,0.14,0.13,0.12,0.13,0.14,0.15,0.14,0.13,0.17,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.13,0.14,0.13,0.13,0.11,0.12,0.08,0.11,0.12,0.13,0.13,0.1,0.1,0.11,0.11,0.13,0.1,0.13,0.11,0.12,0.13,0.12,0.12,0.11,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.08,0.08,0.08,0.09,0.1,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.7,0.26,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.75
09/07/2021,2.98,2.99,2.69,2.92,2.88,2.66,2.55,2.95,2.53,2.33,2.2,1.98,1.85,1.66,1.76,1.33,1.68,1.5,1.13,1.41,1.39,1.37,1.29,1.23,1.33,0.96,1.07,0.85,0.95,0.82,0.83,0.76,0.68,0.78,0.69,0.0,0.61,0.64,0.6,0.65,0.57,0.57,0.54,0.61,0.58,0.46,0.54,0.49,0.41,0.44,0.44,0.39,0.38,0.33,0.38,0.36,0.36,0.38,0.37,0.44,0.37,0.37,0.33,0.34,0.33,0.31,0.33,0.34,0.27,0.32,0.3,0.29,0.28,0.27,0.31,0.22,0.33,0.27,0.28,0.24,0.26,0.31,0.22,0.25,0.19,0.24,0.24,0.23,0.0,0.22,0.19,0.2,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.2,0.19,0.19,0.23,0.19,0.14,0.17,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.2,0.16,0.13,0.17,0.17,0.14,0.13,0.12,0.13,0.14,0.16,0.14,0.13,0.17,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.13,0.14,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.12,0.13,0.1,0.09,0.11,0.11,0.13,0.1,0.13,0.1,0.12,0.14,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.0,0.08,0.08,0.09,0.1,0.0,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.7,0.25,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7
09/08/2021,2.98,2.99,2.69,2.92,2.88,2.66,2.55,2.95,2.53,2.33,2.2,1.98,1.85,1.66,1.76,1.33,1.68,1.5,1.13,1.41,1.39,1.37,1.29,1.23,1.33,0.96,1.07,0.85,0.95,0.82,0.83,0.76,0.68,0.78,0.69,0.0,0.61,0.64,0.6,0.65,0.57,0.57,0.54,0.61,0.58,0.46,0.54,0.49,0.41,0.44,0.44,0.39,0.38,0.33,0.38,0.36,0.36,0.38,0.37,0.44,0.37,0.37,0.33,0.34,0.33,0.31,0.33,0.34,0.27,0.32,0.3,0.29,0.28,0.27,0.31,0.22,0.33,0.27,0.28,0.24,0.26,0.31,0.22,0.25,0.19,0.24,0.24,0.23,0.0,0.22,0.19,0.2,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.2,0.19,0.19,0.23,0.19,0.14,0.17,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.2,0.16,0.13,0.17,0.17,0.14,0.13,0.12,0.13,0.14,0.16,0.14,0.13,0.17,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.13,0.14,0.12,0.12,0.11,0.12,0.0,0.11,0.12,0.12,0.13,0.1,0.09,0.11,0.11,0.13,0.1,0.13,0.1,0.12,0.14,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.0,0.08,0.08,0.09,0.1,0.0,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.7,0.25,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7
09/09/2021,2.97,3.0,2.69,2.91,2.87,2.65,2.57,3.03,2.52,2.29,2.23,1.99,1.84,1.7,1.76,1.33,1.69,1.55,1.13,1.4,1.39,1.39,1.3,1.23,1.32,0.95,1.11,0.88,0.94,0.82,0.83,0.75,0.67,0.79,0.69,0.0,0.61,0.64,0.6,0.66,0.57,0.58,0.54,0.62,0.58,0.47,0.54,0.5,0.41,0.44,0.44,0.39,0.38,0.33,0.38,0.36,0.37,0.38,0.37,0.45,0.36,0.37,0.33,0.34,0.32,0.31,0.33,0.34,0.27,0.32,0.31,0.28,0.28,0.27,0.31,0.22,0.33,0.27,0.28,0.23,0.27,0.31,0.22,0.25,0.19,0.24,0.24,0.22,0.0,0.23,0.19,0.2,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.2,0.19,0.19,0.23,0.19,0.14,0.17,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.2,0.16,0.13,0.17,0.17,0.14,0.13,0.11,0.13,0.14,0.16,0.14,0.13,0.18,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.13,0.14,0.13,0.13,0.11,0.12,0.0,0.11,0.12,0.12,0.13,0.1,0.09,0.12,0.12,0.13,0.1,0.13,0.1,0.12,0.14,0.12,0.11,0.11,0.08,0.1,0.1,0.1,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.0,0.08,0.08,0.0,0.11,0.0,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.7,0.25,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
09/10/2021,2.93,2.99,2.68,2.91,2.84,2.65,2.56,3.02,2.48,2.28,2.21,1.96,1.84,1.7,1.75,1.36,1.68,1.58,1.14,1.4,1.36,1.37,1.29,1.25,1.28,0.94,1.11,0.89,0.93,0.81,0.84,0.75,0.69,0.8,0.68,0.0,0.61,0.63,0.61,0.69,0.57,0.57,0.55,0.62,0.58,0.47,0.53,0.49,0.41,0.43,0.44,0.39,0.38,0.33,0.38,0.35,0.37,0.38,0.37,0.44,0.36,0.36,0.33,0.34,0.32,0.3,0.33,0.34,0.27,0.32,0.31,0.29,0.28,0.26,0.3,0.21,0.32,0.27,0.28,0.24,0.26,0.31,0.22,0.25,0.19,0.25,0.24,0.22,0.0,0.22,0.19,0.2,0.22,0.22,0.21,0.2,0.18,0.18,0.18,0.2,0.18,0.19,0.24,0.19,0.14,0.17,0.18,0.17,0.16,0.16,0.17,0.16,0.16,0.2,0.16,0.13,0.17,0.17,0.13,0.13,0.11,0.13,0.14,0.16,0.14,0.13,0.18,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.13,0.14,0.12,0.12,0.12,0.12,0.09,0.11,0.12,0.12,0.13,0.1,0.09,0.12,0.12,0.13,0.1,0.13,0.1,0.12,0.14,0.12,0.11,0.11,0.08,0.1,0.1,0.09,0.1,0.1,0.08,0.1,0.08,0.09,0.09,0.09,0.1,0.09,0.1,0.1,0.1,0.0,0.09,0.09,0.09,0.11,0.1,0.09,0.1,0.08,0.08,0.08,0.09,0.1,0.1,0.0,0.0,0.08,0.09,0.11,0.08,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.69,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.65
09/13/2021,2.86,3.0,2.7,2.93,2.75,2.66,2.53,2.98,2.48,2.28,2.17,1.97,1.86,1.69,1.77,1.35,1.67,1.6,1.12,1.42,1.37,1.37,1.3,1.25,1.27,0.95,1.12,0.84,0.94,0.83,0.83,0.74,0.7,0.82,0.68,0.0,0.61,0.64,0.61,0.69,0.58,0.58,0.55,0.64,0.6,0.46,0.53,0.5,0.38,0.44,0.44,0.4,0.39,0.33,0.38,0.35,0.37,0.38,0.37,0.44,0.37,0.36,0.34,0.34,0.33,0.3,0.33,0.35,0.27,0.32,0.31,0.27,0.28,0.26,0.3,0.22,0.31,0.26,0.29,0.24,0.26,0.32,0.22,0.25,0.19,0.25,0.24,0.22,0.0,0.23,0.19,0.2,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.2,0.18,0.18,0.24,0.18,0.13,0.17,0.18,0.17,0.16,0.16,0.17,0.16,0.16,0.2,0.16,0.13,0.18,0.17,0.14,0.13,0.11,0.13,0.14,0.16,0.13,0.13,0.18,0.13,0.14,0.14,0.11,0.11,0.12,0.13,0.1,0.15,0.12,0.14,0.12,0.13,0.12,0.12,0.09,0.11,0.12,0.12,0.13,0.1,0.09,0.11,0.12,0.13,0.11,0.13,0.1,0.12,0.14,0.12,0.11,0.11,0.0,0.11,0.11,0.09,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.0,0.09,0.09,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.0,0.08,0.08,0.09,0.11,0.08,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.69,0.25,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.63
09/14/2021,2.82,3.0,2.7,2.93,2.7,2.65,2.52,3.04,2.43,2.23,2.17,1.98,1.85,1.72,1.77,1.34,1.68,1.59,1.13,1.41,1.35,1.37,1.29,1.27,1.26,0.93,1.14,0.86,0.94,0.83,0.82,0.73,0.71,0.84,0.69,0.0,0.61,0.64,0.61,0.71,0.58,0.58,0.56,0.64,0.6,0.44,0.53,0.51,0.38,0.43,0.44,0.39,0.4,0.33,0.38,0.34,0.37,0.38,0.37,0.44,0.37,0.36,0.34,0.34,0.33,0.3,0.33,0.35,0.27,0.32,0.31,0.28,0.28,0.26,0.3,0.23,0.32,0.26,0.3,0.25,0.26,0.33,0.21,0.25,0.19,0.25,0.24,0.22,0.0,0.24,0.19,0.21,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.24,0.19,0.13,0.17,0.18,0.17,0.16,0.16,0.17,0.16,0.16,0.2,0.16,0.12,0.17,0.17,0.14,0.13,0.12,0.13,0.14,0.17,0.13,0.13,0.18,0.13,0.14,0.13,0.11,0.11,0.12,0.13,0.1,0.16,0.12,0.14,0.12,0.13,0.12,0.13,0.09,0.11,0.12,0.12,0.13,0.11,0.09,0.11,0.12,0.13,0.11,0.13,0.1,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.09,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.08,0.08,0.0,0.09,0.11,0.08,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.68,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.63
09/15/2021,2.82,3.0,2.7,2.93,2.7,2.65,2.52,3.04,2.43,2.23,2.17,1.98,1.85,1.72,1.77,1.34,1.68,1.59,1.13,1.41,1.35,1.37,1.29,1.27,1.26,0.93,1.14,0.86,0.94,0.83,0.82,0.73,0.71,0.84,0.69,0.0,0.61,0.64,0.61,0.71,0.58,0.58,0.56,0.64,0.6,0.44,0.53,0.51,0.38,0.43,0.44,0.39,0.4,0.33,0.38,0.34,0.37,0.38,0.37,0.44,0.37,0.36,0.34,0.34,0.33,0.3,0.33,0.35,0.27,0.32,0.31,0.28,0.28,0.26,0.3,0.23,0.32,0.26,0.3,0.25,0.26,0.33,0.21,0.25,0.19,0.25,0.24,0.22,0.0,0.24,0.19,0.21,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.24,0.19,0.13,0.17,0.18,0.17,0.16,0.16,0.17,0.16,0.16,0.2,0.16,0.12,0.17,0.17,0.14,0.13,0.12,0.13,0.14,0.17,0.13,0.13,0.18,0.13,0.14,0.13,0.11,0.11,0.12,0.13,0.1,0.16,0.12,0.14,0.12,0.13,0.12,0.13,0.09,0.11,0.12,0.12,0.13,0.11,0.09,0.11,0.12,0.13,0.11,0.13,0.1,0.13,0.14,0.12,0.12,0.11,0.0,0.11,0.11,0.09,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.1,0.08,0.08,0.0,0.09,0.11,0.08,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.68,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.63
09/16/2021,2.81,3.0,2.72,2.91,2.68,2.65,2.54,3.05,2.47,2.27,2.16,1.99,1.86,1.71,1.78,1.35,1.69,1.59,1.12,1.42,1.36,1.37,1.3,1.28,1.23,0.94,1.13,0.84,0.94,0.83,0.83,0.75,0.71,0.86,0.69,0.0,0.6,0.64,0.61,0.71,0.58,0.58,0.55,0.64,0.6,0.44,0.54,0.51,0.37,0.43,0.44,0.39,0.4,0.33,0.38,0.34,0.37,0.38,0.37,0.45,0.37,0.36,0.34,0.33,0.33,0.3,0.33,0.35,0.27,0.32,0.31,0.27,0.28,0.26,0.3,0.22,0.32,0.26,0.29,0.25,0.26,0.33,0.21,0.25,0.19,0.24,0.24,0.22,0.0,0.23,0.19,0.2,0.22,0.22,0.22,0.2,0.18,0.18,0.18,0.19,0.18,0.18,0.24,0.19,0.14,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.2,0.16,0.12,0.17,0.16,0.14,0.13,0.12,0.13,0.14,0.17,0.13,0.13,0.18,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.1,0.15,0.12,0.14,0.12,0.12,0.12,0.13,0.09,0.11,0.12,0.12,0.13,0.11,0.09,0.11,0.12,0.13,0.11,0.13,0.1,0.12,0.14,0.12,0.11,0.11,0.0,0.1,0.1,0.09,0.1,0.1,0.08,0.1,0.0,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.09,0.08,0.08,0.09,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.0,0.08,0.08,0.0,0.11,0.08,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.69,0.24,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.58
09/17/2021,2.82,2.99,2.73,2.89,2.7,2.63,2.51,3.08,2.45,2.23,2.16,1.98,1.84,1.7,1.76,1.37,1.7,1.65,1.09,1.41,1.37,1.36,1.3,1.36,1.21,0.94,1.13,0.83,0.93,0.82,0.81,0.74,0.7,0.87,0.69,0.0,0.6,0.64,0.61,0.72,0.58,0.58,0.55,0.66,0.61,0.44,0.54,0.51,0.36,0.44,0.44,0.4,0.41,0.33,0.38,0.35,0.37,0.39,0.38,0.44,0.37,0.37,0.34,0.33,0.33,0.29,0.34,0.35,0.26,0.32,0.31,0.27,0.28,0.25,0.3,0.22,0.31,0.26,0.29,0.24,0.26,0.34,0.21,0.25,0.18,0.24,0.23,0.22,0.0,0.24,0.19,0.21,0.22,0.22,0.22,0.2,0.18,0.18,0.19,0.19,0.18,0.18,0.24,0.19,0.14,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.2,0.16,0.12,0.17,0.16,0.14,0.13,0.11,0.12,0.14,0.17,0.13,0.13,0.19,0.14,0.14,0.14,0.12,0.12,0.11,0.12,0.1,0.15,0.12,0.14,0.12,0.12,0.12,0.13,0.1,0.11,0.11,0.12,0.13,0.11,0.09,0.11,0.12,0.13,0.11,0.13,0.1,0.12,0.14,0.12,0.12,0.11,0.0,0.11,0.1,0.09,0.1,0.11,0.08,0.1,0.08,0.09,0.09,0.1,0.1,0.09,0.1,0.1,0.1,0.08,0.09,0.1,0.09,0.12,0.1,0.09,0.09,0.08,0.08,0.08,0.09,0.1,0.09,0.0,0.08,0.0,0.08,0.11,0.08,0.09,0.09,0.0,0.0,0.08,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.24,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.57
