,JNJ,C,MS,GS,PG,PFE,INTC,CSCO,GOOGL,GOOG,EOG,CRM,MCD,MMM,BMY,KMI,WMT,COF,ATVI,SO,CVS,PM,NSC,ANTM,EMR,MET,UNP,CI,PRU,FIS,ALL,JCI,EA,TRV,BDX,TGT,AFL,DOW,TROW,MDLZ,PEG,OTIS,PH,GPN,AME,SBAC,CBRE,NUE,CNC,WY,PPL,MRO,DTE,BAX,EIX,GILD,KEY,TRGP,RF,LYB,IP,RSG,ALLY,TT,INVH,VTR,DOV,AES,OMC,ACN,DFS,CFG,RJF,TTWO,ORLY,AZO,LUMN,VICI,LEN,EVRG,LH,J,MCK,MO,IQV,IPG,EMN,TXT,REGN,COG,BIIB,NLY,URI,NOV,BRO,XEC,CL,FOXA,HPQ,WRK,KR,QRVO,CMA,VRSN,GPC,HFC,NWSA,UGI,ALXN,KHC,PNW,FHN,SNA,AMH,LII,BEN,VER,ABC,PSA,IVZ,PNR,HOLX,AGNC,GLPI,CF,CE,ZION,MOS,JLL,NDSN,AFG,VRSK,ATH,ANSS,OC,RGA,RE,RS,LKQ,VOYA,SWKS,TSN,AOS,KIM,JEF,WHR,OHI,XRAY,VRTX,SSNC,ORI,LSI,KEYS,ACM,Goldman Sachs FS Treasury Intms Instl,SEIC,AM,SLM,OSK,NYT,SNPS,MOH,AMG,JHG,ITT,AVY,BPOP,HLT,MDU,DELL,SNV,PENN,MHK,AMGN,UNM,TPR,BRX,AGCO,FR,KNX,EVR,W,PHM,WWD,NRG,NXST,MIDD,SON,MAN,DECK,NYCB,FOX,AYI,NLOK,SJM,SLG,CSL,MTZ,SCI,THG,IDA,OMF,EXPD,ORCL,Cash,HRC,CACC,LAZ,n/a,SPG,EXP,KSS,FTIXX,LPX,OGN,DKS,COST,SUM
09/02/2021,4.78,2.94,2.95,2.61,2.45,2.72,1.96,2.23,2.31,2.19,1.37,1.74,1.59,1.54,1.54,1.27,1.5,1.48,1.21,1.38,1.16,1.12,1.03,0.95,1.0,0.92,0.85,0.74,0.84,0.7,0.8,0.86,0.78,0.8,0.74,0.74,0.76,0.7,0.67,0.61,0.64,0.63,0.51,0.42,0.5,0.55,0.51,0.57,0.39,0.46,0.45,0.36,0.46,0.39,0.42,0.43,0.39,0.39,0.39,0.37,0.37,0.42,0.38,0.4,0.4,0.36,0.4,0.32,0.3,0.37,0.35,0.3,0.33,0.27,0.31,0.3,0.25,0.29,0.3,0.31,0.3,0.28,0.29,0.29,0.26,0.28,0.24,0.26,0.28,0.22,0.24,0.24,0.27,0.2,0.25,0.2,0.22,0.22,0.21,0.21,0.24,0.2,0.21,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.19,0.2,0.18,0.19,0.2,0.18,0.19,0.17,0.2,0.21,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.18,0.18,0.18,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.0,0.14,0.12,0.12,0.12,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.25,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.37
09/03/2021,4.78,2.94,2.95,2.61,2.45,2.72,1.96,2.23,2.31,2.19,1.37,1.74,1.59,1.54,1.54,1.27,1.5,1.48,1.21,1.38,1.16,1.12,1.03,0.95,1.0,0.92,0.85,0.74,0.84,0.7,0.8,0.86,0.78,0.8,0.74,0.74,0.76,0.7,0.67,0.61,0.64,0.63,0.51,0.42,0.5,0.55,0.51,0.57,0.39,0.46,0.45,0.36,0.46,0.39,0.42,0.43,0.39,0.39,0.39,0.37,0.37,0.42,0.38,0.4,0.4,0.36,0.4,0.32,0.3,0.37,0.35,0.3,0.33,0.27,0.31,0.3,0.25,0.29,0.3,0.31,0.3,0.28,0.29,0.29,0.26,0.28,0.24,0.26,0.28,0.22,0.24,0.24,0.27,0.2,0.25,0.2,0.22,0.22,0.21,0.21,0.24,0.2,0.21,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.18,0.19,0.2,0.18,0.19,0.2,0.18,0.19,0.17,0.2,0.21,0.17,0.18,0.15,0.18,0.18,0.17,0.21,0.18,0.18,0.18,0.15,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.15,0.16,0.17,0.15,0.0,0.14,0.12,0.12,0.12,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.13,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.25,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,94.37
09/06/2021,4.79,2.92,2.96,2.6,2.46,2.71,1.94,2.23,2.28,2.17,1.38,1.73,1.6,1.52,1.51,1.27,1.5,1.43,1.21,1.39,1.19,1.14,1.0,0.97,1.0,0.92,0.84,0.78,0.83,0.69,0.79,0.85,0.79,0.8,0.75,0.72,0.75,0.69,0.67,0.61,0.64,0.62,0.5,0.41,0.5,0.56,0.52,0.54,0.39,0.47,0.46,0.36,0.46,0.42,0.43,0.43,0.39,0.4,0.38,0.35,0.37,0.42,0.38,0.4,0.41,0.36,0.4,0.32,0.31,0.37,0.34,0.3,0.32,0.28,0.3,0.29,0.26,0.29,0.3,0.31,0.3,0.28,0.29,0.29,0.27,0.28,0.24,0.26,0.28,0.24,0.23,0.24,0.27,0.2,0.26,0.22,0.22,0.22,0.21,0.21,0.25,0.19,0.2,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.18,0.17,0.19,0.2,0.18,0.19,0.2,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.18,0.18,0.17,0.21,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.15,0.15,0.14,0.16,0.17,0.15,0.0,0.14,0.13,0.12,0.12,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.1,0.11,0.0,0.1,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.0,0.1,0.12,0.0,0.27,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,94.34
09/07/2021,4.81,2.92,2.95,2.59,2.47,2.72,1.94,2.24,2.29,2.18,1.38,1.75,1.6,1.52,1.5,1.27,1.51,1.41,1.21,1.39,1.2,1.15,0.99,0.97,1.0,0.91,0.83,0.77,0.83,0.69,0.8,0.86,0.8,0.8,0.76,0.72,0.75,0.68,0.66,0.61,0.64,0.62,0.49,0.41,0.5,0.56,0.53,0.54,0.39,0.47,0.46,0.36,0.46,0.43,0.43,0.43,0.39,0.4,0.38,0.35,0.37,0.42,0.37,0.4,0.41,0.36,0.4,0.32,0.31,0.38,0.34,0.3,0.32,0.28,0.3,0.29,0.26,0.3,0.3,0.31,0.3,0.29,0.29,0.29,0.27,0.28,0.24,0.26,0.28,0.25,0.23,0.23,0.26,0.2,0.26,0.23,0.22,0.22,0.21,0.21,0.24,0.19,0.2,0.19,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.15,0.17,0.18,0.17,0.21,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.11,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.1,0.12,0.0,0.0,0.1,0.1,0.0,0.28,0.0,0.0,0.0,0.0,94.34
09/08/2021,4.8,2.92,2.95,2.59,2.47,2.72,1.94,2.23,2.29,2.18,1.38,1.75,1.6,1.52,1.5,1.27,1.51,1.4,1.21,1.39,1.2,1.15,0.99,0.97,1.0,0.91,0.83,0.77,0.83,0.69,0.79,0.86,0.8,0.8,0.76,0.72,0.75,0.68,0.66,0.61,0.64,0.62,0.49,0.41,0.5,0.56,0.53,0.54,0.39,0.47,0.46,0.36,0.46,0.43,0.43,0.43,0.39,0.4,0.38,0.35,0.37,0.42,0.37,0.4,0.41,0.36,0.4,0.32,0.31,0.38,0.34,0.3,0.32,0.28,0.3,0.29,0.26,0.3,0.3,0.31,0.3,0.28,0.29,0.29,0.27,0.28,0.24,0.26,0.28,0.25,0.23,0.23,0.26,0.2,0.26,0.23,0.22,0.22,0.21,0.21,0.24,0.19,0.2,0.19,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.15,0.17,0.18,0.17,0.21,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.12,0.1,0.28,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,94.29
09/09/2021,4.8,2.92,2.95,2.59,2.47,2.72,1.94,2.23,2.29,2.18,1.38,1.75,1.6,1.52,1.5,1.27,1.51,1.4,1.21,1.39,1.2,1.15,0.99,0.97,1.0,0.91,0.83,0.77,0.83,0.69,0.79,0.86,0.8,0.8,0.76,0.72,0.75,0.68,0.66,0.61,0.64,0.62,0.49,0.41,0.5,0.56,0.53,0.54,0.39,0.47,0.46,0.36,0.46,0.43,0.43,0.43,0.39,0.4,0.38,0.35,0.37,0.42,0.37,0.4,0.41,0.36,0.4,0.32,0.31,0.38,0.34,0.3,0.32,0.28,0.3,0.29,0.26,0.3,0.3,0.31,0.3,0.28,0.29,0.29,0.27,0.28,0.24,0.26,0.28,0.25,0.23,0.23,0.26,0.2,0.26,0.23,0.22,0.22,0.21,0.21,0.24,0.19,0.2,0.19,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.15,0.17,0.18,0.17,0.21,0.18,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.15,0.16,0.14,0.16,0.15,0.22,0.16,0.15,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.16,0.15,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.0,0.12,0.1,0.28,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0,94.29
09/10/2021,4.77,2.93,2.97,2.6,2.48,2.73,1.96,2.23,2.32,2.21,1.38,1.75,1.6,1.46,1.51,1.26,1.5,1.41,1.18,1.4,1.2,1.16,0.99,0.97,0.99,0.91,0.83,0.78,0.84,0.69,0.79,0.84,0.8,0.8,0.77,0.72,0.75,0.69,0.65,0.59,0.63,0.61,0.5,0.41,0.49,0.56,0.53,0.55,0.39,0.46,0.46,0.36,0.45,0.43,0.43,0.43,0.39,0.4,0.38,0.35,0.36,0.41,0.37,0.39,0.4,0.36,0.4,0.32,0.31,0.38,0.33,0.3,0.32,0.28,0.3,0.29,0.25,0.3,0.3,0.31,0.3,0.28,0.29,0.3,0.27,0.28,0.24,0.26,0.28,0.25,0.23,0.23,0.26,0.2,0.26,0.23,0.22,0.22,0.2,0.21,0.24,0.19,0.21,0.19,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.17,0.19,0.2,0.18,0.18,0.2,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.17,0.19,0.18,0.21,0.18,0.18,0.19,0.16,0.17,0.15,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.16,0.14,0.14,0.14,0.13,0.14,0.12,0.12,0.13,0.12,0.12,0.14,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.1,0.11,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.0,0.0,0.0,0.12,0.1,0.35,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,94.33
09/13/2021,4.68,2.93,2.98,2.58,2.5,2.71,1.96,2.24,2.31,2.22,1.38,1.73,1.62,1.48,1.48,1.26,1.5,1.41,1.18,1.43,1.19,1.13,1.0,0.96,0.96,0.92,0.82,0.77,0.84,0.71,0.79,0.88,0.79,0.8,0.78,0.73,0.75,0.67,0.67,0.6,0.64,0.62,0.5,0.45,0.49,0.56,0.53,0.54,0.38,0.45,0.46,0.36,0.46,0.43,0.44,0.43,0.39,0.4,0.38,0.34,0.36,0.42,0.38,0.38,0.41,0.37,0.4,0.32,0.31,0.38,0.33,0.31,0.32,0.27,0.31,0.3,0.26,0.28,0.29,0.31,0.3,0.29,0.29,0.3,0.27,0.28,0.24,0.26,0.27,0.26,0.21,0.24,0.26,0.2,0.26,0.24,0.22,0.22,0.2,0.21,0.25,0.18,0.21,0.2,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.17,0.19,0.17,0.21,0.19,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.14,0.14,0.14,0.14,0.14,0.15,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.17,0.14,0.14,0.14,0.12,0.14,0.13,0.13,0.13,0.12,0.11,0.14,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.1,0.0,0.1,0.0,0.11,0.11,0.1,0.32,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,94.31
09/14/2021,4.68,2.91,2.99,2.59,2.52,2.7,1.99,2.22,2.28,2.19,1.39,1.72,1.64,1.48,1.48,1.26,1.51,1.42,1.21,1.42,1.18,1.15,1.0,0.93,0.97,0.93,0.82,0.75,0.84,0.69,0.8,0.87,0.81,0.8,0.78,0.73,0.75,0.68,0.67,0.61,0.63,0.63,0.49,0.44,0.49,0.55,0.53,0.54,0.37,0.45,0.46,0.36,0.46,0.43,0.43,0.43,0.39,0.4,0.38,0.34,0.37,0.42,0.38,0.38,0.4,0.37,0.4,0.32,0.31,0.39,0.34,0.31,0.32,0.27,0.32,0.3,0.26,0.28,0.29,0.31,0.3,0.28,0.29,0.3,0.27,0.28,0.24,0.26,0.27,0.26,0.22,0.24,0.26,0.21,0.26,0.24,0.22,0.22,0.2,0.22,0.23,0.19,0.21,0.2,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.21,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.17,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.11,0.11,0.0,0.38,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,94.38
09/15/2021,4.68,2.91,2.99,2.59,2.52,2.7,1.99,2.22,2.28,2.19,1.39,1.72,1.64,1.48,1.48,1.26,1.51,1.42,1.21,1.42,1.18,1.15,1.0,0.93,0.97,0.93,0.82,0.75,0.84,0.69,0.8,0.87,0.81,0.8,0.78,0.73,0.75,0.68,0.67,0.61,0.63,0.63,0.49,0.44,0.49,0.55,0.53,0.54,0.37,0.45,0.46,0.36,0.46,0.43,0.43,0.43,0.39,0.4,0.38,0.34,0.37,0.42,0.38,0.38,0.4,0.37,0.4,0.32,0.31,0.39,0.34,0.31,0.32,0.27,0.32,0.3,0.26,0.28,0.29,0.31,0.3,0.28,0.29,0.3,0.27,0.28,0.24,0.26,0.27,0.26,0.22,0.24,0.26,0.21,0.26,0.24,0.22,0.22,0.2,0.22,0.23,0.19,0.21,0.2,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.18,0.2,0.18,0.18,0.19,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.18,0.19,0.18,0.21,0.19,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.21,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.17,0.14,0.14,0.14,0.13,0.14,0.13,0.13,0.12,0.12,0.11,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.11,0.1,0.11,0.1,0.0,0.1,0.0,0.11,0.11,0.0,0.38,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.1,94.38
09/16/2021,4.62,2.93,2.99,2.61,2.53,2.62,2.02,2.22,2.29,2.2,1.44,1.69,1.64,1.47,1.46,1.27,1.49,1.44,1.19,1.41,1.18,1.13,0.99,0.95,0.95,0.93,0.81,0.76,0.85,0.69,0.8,0.87,0.8,0.81,0.77,0.72,0.75,0.68,0.67,0.61,0.63,0.62,0.5,0.44,0.49,0.55,0.53,0.52,0.39,0.45,0.46,0.38,0.45,0.42,0.44,0.43,0.41,0.4,0.39,0.35,0.37,0.42,0.39,0.38,0.4,0.38,0.4,0.32,0.31,0.38,0.34,0.31,0.32,0.27,0.31,0.3,0.27,0.28,0.28,0.31,0.3,0.28,0.29,0.29,0.26,0.29,0.24,0.26,0.27,0.27,0.22,0.24,0.26,0.21,0.25,0.24,0.22,0.22,0.2,0.21,0.23,0.19,0.21,0.2,0.19,0.19,0.17,0.19,0.0,0.17,0.17,0.17,0.18,0.2,0.18,0.19,0.19,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.18,0.19,0.18,0.21,0.18,0.18,0.19,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.14,0.13,0.14,0.14,0.14,0.14,0.17,0.17,0.15,0.0,0.13,0.14,0.12,0.12,0.15,0.17,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.12,0.13,0.11,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.11,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.11,0.1,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3
09/17/2021,4.64,2.89,2.95,2.6,2.55,2.66,2.02,2.23,2.32,2.22,1.44,1.71,1.66,1.46,1.46,1.27,1.5,1.41,1.19,1.41,1.18,1.13,1.0,0.96,0.95,0.93,0.81,0.74,0.84,0.69,0.8,0.87,0.81,0.8,0.79,0.73,0.75,0.67,0.66,0.61,0.64,0.63,0.5,0.43,0.49,0.56,0.53,0.52,0.38,0.45,0.46,0.37,0.45,0.43,0.44,0.43,0.41,0.4,0.38,0.35,0.36,0.43,0.39,0.37,0.4,0.38,0.39,0.32,0.31,0.39,0.34,0.31,0.32,0.27,0.32,0.31,0.27,0.29,0.28,0.3,0.3,0.28,0.29,0.29,0.27,0.29,0.23,0.26,0.27,0.26,0.21,0.24,0.26,0.21,0.25,0.24,0.22,0.22,0.2,0.21,0.23,0.19,0.21,0.2,0.19,0.18,0.17,0.19,0.0,0.17,0.17,0.17,0.18,0.2,0.17,0.18,0.19,0.19,0.19,0.17,0.2,0.21,0.17,0.19,0.16,0.17,0.19,0.18,0.21,0.19,0.18,0.19,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.14,0.16,0.15,0.22,0.16,0.14,0.13,0.14,0.14,0.14,0.13,0.16,0.17,0.15,0.0,0.13,0.13,0.12,0.12,0.16,0.17,0.14,0.13,0.14,0.13,0.14,0.12,0.13,0.12,0.13,0.11,0.13,0.12,0.11,0.11,0.11,0.12,0.12,0.12,0.13,0.11,0.0,0.1,0.11,0.12,0.11,0.11,0.0,0.11,0.11,0.12,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.11,0.1,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.1,0.39,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
