,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,GGG,FDS,BRO,WSM,MPW,LII,TTC,NDSN,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,OC,TRGP,HUBB,AZPN,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,MANH,WSO,LEA,OLED,PEN,Y,MKSI,SYNH,NBIX,ATR,FHN,SCI,ACM,RUN,LAMR,CIEN,CONE,WEX,AMED,BLDR,STOR,OHI,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,DCI,EHC,GNTX,ITT,AGCO,LECO,REXR,AIRC,IIVI,FSLR,RGA,HRC,PII,CBSH,CHE,RGLD,BC,JBL,SMG,IAA,LSCC,TPX,U.S. Dollar,CROX,PCTY,RNR,KRC,SEIC,XEC,THC,WWD,CASY,ORI,HOG,MAT,NVST,AMG,YETI,FR,STAA,SLAB,FFIN,FAF,OGE,SF,TTEK,HQY,CHDN,CNXC,BRKS,BRX,VAC,WH,ACC,EGP,SON,JEF,SKX,SRCL,JHG,ARWR,EME,PNFP,SLM,LHCG,PB,COHR,POST,TOL,DKS,FOXF,LITE,SNV,BJ,MAN,MDU,OLN,NYT,TXRH,BLD,FL,GMED,HALO,INGR,CFR,LFUS,THO,AYI,X,NCR,CACI,MSA,LSTR,CDK,JCOM,EXP,COR,EVR,PRI,MTZ,VVV,KNX,EQT,LPX,EXEL,HELE,NATI,CC,ACHC,AEO,DEI,SYNA,CUZ,SRC,SLG,VNT,CFX,TKR,KBR,MMS,VLY,RBC,AN,JBLU,TDC,FLS,RYN,NYCB,ADS,QDEL,OLLI,IDA,ASGN,NVT,GXO WI,GME,WING,ESNT,VSCO WI,GXO,VSCO,CIT,PRAH,IBKR,SNX,SAIA,IRDM,IART,PFGC,MEDP,n/a,VMI,APPS,TNDM,SGMS,PRGO,SMTC,CAR,BYD,PACW,GBCI,COG,WOLF,GT,OZK,NOV,UNM,CLH,CW,MTG,RRX,ZD,HFC,ASH,CADE,SUM
08/10/2021,0.81,0.68,0.66,0.59,0.63,0.36,0.58,0.62,0.55,0.6,0.57,0.58,0.54,0.51,0.51,0.48,0.52,0.52,0.52,0.48,0.51,0.47,0.53,0.47,0.38,0.48,0.48,0.51,0.48,0.45,0.55,0.47,0.42,0.41,0.46,0.42,0.45,0.45,0.54,0.46,0.45,0.42,0.41,0.44,0.39,0.39,0.42,0.39,0.4,0.36,0.37,0.37,0.36,0.37,0.46,0.38,0.36,0.4,0.37,0.39,0.34,0.28,0.42,0.38,0.35,0.26,0.39,0.34,0.39,0.33,0.36,0.37,0.39,0.38,0.37,0.36,0.34,0.34,0.36,0.35,0.35,0.35,0.35,0.31,0.33,0.35,0.38,0.32,0.31,0.32,0.32,0.34,0.33,0.28,0.32,0.35,0.33,0.0,0.39,0.35,0.32,0.3,0.31,0.28,0.31,0.28,0.31,0.3,0.26,0.32,0.28,0.29,0.33,0.3,0.31,0.3,0.29,0.32,0.29,0.3,0.31,0.26,0.28,0.3,0.28,0.29,0.26,0.28,0.29,0.3,0.27,0.29,0.3,0.27,0.3,0.3,0.28,0.3,0.26,0.25,0.27,0.25,0.25,0.28,0.3,0.28,0.26,0.27,0.3,0.27,0.27,0.28,0.29,0.25,0.3,0.24,0.26,0.23,0.24,0.27,0.27,0.28,0.27,0.29,0.0,0.25,0.25,0.26,0.24,0.26,0.26,0.26,0.23,0.25,0.24,0.24,0.26,0.0,0.24,0.23,0.23,0.24,0.23,0.24,0.0,0.23,0.0,0.25,0.25,0.0,0.23,0.24,0.0,0.23,0.0,0.22,0.25,0.27,0.0,0.24,0.24,0.0,0.24,0.0,0.24,0.0,0.23,0.23,0.23,0.28,0.36,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
08/11/2021,0.79,0.64,0.65,0.58,0.65,0.37,0.6,0.61,0.57,0.59,0.56,0.58,0.54,0.5,0.5,0.48,0.52,0.51,0.53,0.48,0.51,0.47,0.53,0.47,0.38,0.48,0.49,0.51,0.48,0.45,0.54,0.46,0.42,0.41,0.46,0.42,0.45,0.45,0.54,0.45,0.47,0.41,0.41,0.45,0.38,0.39,0.38,0.38,0.4,0.37,0.37,0.36,0.36,0.37,0.45,0.39,0.33,0.41,0.37,0.39,0.34,0.26,0.41,0.37,0.35,0.26,0.39,0.35,0.38,0.33,0.36,0.37,0.4,0.38,0.37,0.36,0.34,0.34,0.36,0.35,0.35,0.35,0.34,0.3,0.33,0.35,0.38,0.32,0.31,0.31,0.32,0.34,0.34,0.28,0.31,0.35,0.33,0.0,0.39,0.38,0.33,0.3,0.31,0.29,0.31,0.28,0.3,0.3,0.26,0.32,0.28,0.29,0.32,0.3,0.29,0.3,0.3,0.32,0.3,0.3,0.31,0.26,0.29,0.29,0.27,0.29,0.26,0.28,0.29,0.29,0.27,0.29,0.31,0.26,0.3,0.28,0.28,0.31,0.26,0.25,0.27,0.25,0.27,0.27,0.3,0.28,0.26,0.27,0.3,0.27,0.28,0.28,0.29,0.25,0.31,0.24,0.26,0.23,0.24,0.28,0.27,0.28,0.27,0.29,0.23,0.25,0.25,0.26,0.24,0.25,0.26,0.26,0.23,0.25,0.22,0.24,0.25,0.0,0.25,0.23,0.23,0.23,0.24,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.24,0.24,0.0,0.23,0.0,0.23,0.25,0.27,0.0,0.22,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.23,0.24,0.27,0.36,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13
08/13/2021,0.76,0.63,0.63,0.56,0.65,0.37,0.62,0.59,0.59,0.57,0.55,0.58,0.54,0.51,0.49,0.49,0.52,0.5,0.58,0.51,0.5,0.47,0.5,0.46,0.37,0.51,0.51,0.51,0.47,0.46,0.54,0.46,0.42,0.43,0.46,0.42,0.45,0.45,0.54,0.45,0.5,0.42,0.42,0.43,0.38,0.39,0.37,0.37,0.4,0.35,0.36,0.35,0.36,0.37,0.46,0.38,0.34,0.39,0.37,0.38,0.33,0.27,0.43,0.36,0.35,0.26,0.39,0.36,0.39,0.34,0.35,0.37,0.39,0.38,0.38,0.36,0.33,0.34,0.36,0.36,0.36,0.34,0.33,0.29,0.34,0.34,0.36,0.32,0.32,0.31,0.31,0.34,0.34,0.27,0.3,0.35,0.33,0.0,0.39,0.39,0.33,0.3,0.31,0.29,0.29,0.28,0.31,0.3,0.26,0.33,0.27,0.29,0.32,0.3,0.28,0.3,0.3,0.31,0.3,0.3,0.32,0.25,0.29,0.28,0.27,0.29,0.26,0.28,0.28,0.29,0.27,0.3,0.3,0.26,0.31,0.27,0.28,0.3,0.26,0.24,0.27,0.25,0.27,0.28,0.3,0.28,0.26,0.27,0.31,0.28,0.28,0.29,0.29,0.25,0.31,0.25,0.25,0.23,0.25,0.28,0.28,0.28,0.27,0.32,0.23,0.25,0.25,0.25,0.24,0.24,0.27,0.25,0.23,0.25,0.0,0.23,0.25,0.23,0.25,0.23,0.24,0.23,0.24,0.24,0.0,0.0,0.25,0.24,0.24,0.0,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.27,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.23,0.24,0.28,0.37,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.14000000000001
08/16/2021,0.76,0.63,0.63,0.56,0.65,0.37,0.62,0.59,0.59,0.57,0.55,0.58,0.54,0.51,0.49,0.49,0.52,0.5,0.58,0.51,0.5,0.47,0.5,0.46,0.37,0.51,0.51,0.51,0.47,0.46,0.54,0.46,0.42,0.43,0.46,0.42,0.45,0.45,0.54,0.45,0.5,0.42,0.42,0.43,0.38,0.39,0.37,0.37,0.4,0.35,0.36,0.35,0.36,0.37,0.46,0.38,0.34,0.39,0.37,0.38,0.33,0.27,0.43,0.36,0.35,0.26,0.39,0.36,0.39,0.34,0.35,0.37,0.39,0.38,0.38,0.36,0.33,0.34,0.36,0.36,0.36,0.34,0.33,0.29,0.34,0.34,0.36,0.32,0.32,0.31,0.31,0.34,0.34,0.27,0.3,0.35,0.33,0.0,0.39,0.39,0.33,0.3,0.31,0.29,0.29,0.28,0.31,0.3,0.26,0.33,0.27,0.29,0.32,0.3,0.28,0.3,0.3,0.31,0.3,0.3,0.32,0.25,0.29,0.28,0.27,0.29,0.26,0.28,0.28,0.29,0.27,0.3,0.3,0.26,0.31,0.27,0.28,0.3,0.26,0.24,0.27,0.25,0.27,0.28,0.3,0.28,0.26,0.27,0.31,0.28,0.28,0.29,0.29,0.25,0.31,0.25,0.25,0.23,0.25,0.28,0.28,0.28,0.27,0.32,0.23,0.25,0.25,0.25,0.24,0.24,0.27,0.25,0.23,0.25,0.0,0.23,0.25,0.23,0.25,0.23,0.24,0.23,0.24,0.24,0.0,0.0,0.25,0.24,0.24,0.0,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.27,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.23,0.24,0.28,0.37,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.14000000000001
08/17/2021,0.76,0.63,0.63,0.56,0.65,0.37,0.62,0.59,0.59,0.57,0.55,0.58,0.54,0.51,0.49,0.49,0.52,0.5,0.58,0.51,0.5,0.47,0.5,0.46,0.37,0.51,0.51,0.51,0.47,0.46,0.54,0.46,0.42,0.43,0.46,0.42,0.45,0.45,0.54,0.45,0.5,0.42,0.42,0.43,0.38,0.39,0.37,0.37,0.4,0.35,0.36,0.35,0.36,0.37,0.46,0.38,0.34,0.39,0.37,0.38,0.33,0.27,0.43,0.36,0.35,0.26,0.39,0.36,0.39,0.34,0.35,0.37,0.39,0.38,0.38,0.36,0.33,0.34,0.36,0.36,0.36,0.34,0.33,0.29,0.34,0.34,0.36,0.32,0.32,0.31,0.31,0.34,0.34,0.27,0.3,0.35,0.33,0.0,0.39,0.39,0.33,0.3,0.31,0.29,0.29,0.28,0.31,0.3,0.26,0.33,0.27,0.29,0.32,0.3,0.28,0.3,0.3,0.31,0.3,0.3,0.32,0.25,0.29,0.28,0.27,0.29,0.26,0.28,0.28,0.29,0.27,0.3,0.3,0.26,0.31,0.27,0.28,0.3,0.26,0.24,0.27,0.25,0.27,0.28,0.3,0.28,0.26,0.27,0.31,0.28,0.28,0.29,0.29,0.25,0.31,0.25,0.25,0.23,0.25,0.28,0.28,0.28,0.27,0.32,0.23,0.25,0.25,0.25,0.24,0.24,0.27,0.25,0.23,0.25,0.0,0.23,0.25,0.23,0.25,0.23,0.24,0.23,0.24,0.24,0.0,0.0,0.25,0.24,0.24,0.0,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.27,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.23,0.24,0.28,0.37,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.14000000000001
08/18/2021,0.76,0.63,0.63,0.56,0.65,0.37,0.62,0.59,0.59,0.57,0.55,0.58,0.54,0.51,0.49,0.49,0.52,0.5,0.58,0.51,0.5,0.47,0.5,0.46,0.37,0.51,0.51,0.51,0.47,0.46,0.54,0.46,0.42,0.43,0.46,0.42,0.45,0.45,0.54,0.45,0.5,0.42,0.42,0.43,0.38,0.39,0.37,0.37,0.4,0.35,0.36,0.35,0.36,0.37,0.46,0.38,0.34,0.39,0.37,0.38,0.33,0.27,0.43,0.36,0.35,0.26,0.39,0.36,0.39,0.34,0.35,0.37,0.39,0.38,0.38,0.36,0.33,0.34,0.36,0.36,0.36,0.34,0.33,0.29,0.34,0.34,0.36,0.32,0.32,0.31,0.31,0.34,0.34,0.27,0.3,0.35,0.33,0.0,0.39,0.39,0.33,0.3,0.31,0.29,0.29,0.28,0.31,0.3,0.26,0.33,0.27,0.29,0.32,0.3,0.28,0.3,0.3,0.31,0.3,0.3,0.32,0.25,0.29,0.28,0.27,0.29,0.26,0.28,0.28,0.29,0.27,0.3,0.3,0.26,0.31,0.27,0.28,0.3,0.26,0.24,0.27,0.25,0.27,0.28,0.3,0.28,0.26,0.27,0.31,0.28,0.28,0.29,0.29,0.25,0.31,0.25,0.25,0.23,0.25,0.28,0.28,0.28,0.27,0.32,0.23,0.25,0.25,0.25,0.24,0.24,0.27,0.25,0.23,0.25,0.0,0.23,0.25,0.23,0.25,0.23,0.24,0.23,0.24,0.24,0.0,0.0,0.25,0.24,0.24,0.0,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.27,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.23,0.23,0.24,0.28,0.37,0.0,0.23,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.14000000000001
08/19/2021,0.78,0.61,0.62,0.54,0.61,0.39,0.62,0.6,0.59,0.57,0.56,0.6,0.55,0.53,0.49,0.49,0.52,0.52,0.6,0.51,0.52,0.47,0.51,0.42,0.35,0.54,0.54,0.51,0.47,0.47,0.55,0.47,0.43,0.41,0.47,0.36,0.46,0.45,0.53,0.42,0.49,0.42,0.42,0.42,0.39,0.39,0.35,0.36,0.4,0.34,0.38,0.36,0.37,0.38,0.46,0.39,0.3,0.4,0.36,0.39,0.33,0.25,0.45,0.37,0.34,0.25,0.39,0.35,0.39,0.34,0.35,0.37,0.38,0.37,0.38,0.36,0.33,0.33,0.36,0.36,0.35,0.35,0.33,0.27,0.35,0.34,0.37,0.32,0.31,0.31,0.32,0.35,0.34,0.26,0.3,0.34,0.34,0.0,0.4,0.4,0.34,0.3,0.31,0.27,0.32,0.29,0.31,0.31,0.27,0.32,0.28,0.3,0.32,0.3,0.28,0.3,0.29,0.32,0.3,0.3,0.32,0.23,0.27,0.29,0.26,0.29,0.26,0.28,0.28,0.29,0.27,0.29,0.3,0.25,0.31,0.27,0.27,0.31,0.26,0.24,0.28,0.25,0.29,0.29,0.31,0.28,0.25,0.27,0.3,0.28,0.28,0.29,0.3,0.25,0.31,0.24,0.25,0.23,0.25,0.28,0.29,0.28,0.28,0.33,0.23,0.25,0.25,0.26,0.24,0.23,0.27,0.26,0.24,0.25,0.0,0.24,0.26,0.0,0.25,0.24,0.24,0.23,0.24,0.24,0.0,0.0,0.25,0.24,0.25,0.0,0.24,0.24,0.23,0.23,0.0,0.23,0.26,0.28,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.24,0.24,0.34,0.38,0.0,0.22,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.34
08/20/2021,0.78,0.62,0.65,0.56,0.59,0.38,0.6,0.61,0.59,0.59,0.56,0.6,0.56,0.52,0.5,0.49,0.51,0.53,0.59,0.49,0.51,0.47,0.51,0.42,0.35,0.53,0.53,0.5,0.47,0.47,0.56,0.43,0.42,0.42,0.47,0.37,0.46,0.44,0.53,0.42,0.48,0.42,0.41,0.43,0.38,0.38,0.36,0.37,0.41,0.34,0.39,0.37,0.37,0.38,0.46,0.39,0.3,0.4,0.37,0.39,0.33,0.26,0.44,0.37,0.35,0.25,0.4,0.35,0.4,0.34,0.35,0.37,0.39,0.36,0.39,0.37,0.33,0.33,0.36,0.35,0.36,0.35,0.34,0.27,0.34,0.33,0.37,0.32,0.31,0.31,0.32,0.34,0.34,0.26,0.3,0.33,0.34,0.0,0.39,0.4,0.35,0.3,0.31,0.27,0.32,0.29,0.32,0.32,0.26,0.32,0.28,0.29,0.31,0.31,0.29,0.3,0.29,0.32,0.31,0.3,0.32,0.0,0.27,0.29,0.25,0.29,0.26,0.27,0.28,0.3,0.28,0.3,0.28,0.26,0.31,0.27,0.27,0.31,0.26,0.24,0.28,0.25,0.29,0.28,0.3,0.27,0.26,0.27,0.31,0.28,0.28,0.28,0.3,0.25,0.3,0.24,0.26,0.23,0.25,0.28,0.29,0.27,0.28,0.32,0.23,0.26,0.25,0.26,0.24,0.23,0.27,0.27,0.23,0.25,0.0,0.23,0.26,0.0,0.24,0.25,0.24,0.23,0.24,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.24,0.24,0.0,0.24,0.23,0.23,0.26,0.26,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.23,0.24,0.24,0.32,0.39,0.0,0.22,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
08/23/2021,0.8,0.64,0.67,0.56,0.59,0.37,0.6,0.62,0.6,0.61,0.56,0.6,0.58,0.52,0.5,0.49,0.5,0.53,0.58,0.49,0.52,0.47,0.51,0.4,0.34,0.53,0.52,0.52,0.47,0.48,0.57,0.43,0.41,0.41,0.47,0.37,0.46,0.43,0.52,0.43,0.46,0.42,0.41,0.43,0.39,0.37,0.38,0.38,0.42,0.34,0.39,0.37,0.38,0.37,0.46,0.4,0.29,0.4,0.37,0.4,0.33,0.25,0.43,0.37,0.33,0.24,0.4,0.38,0.4,0.33,0.36,0.37,0.39,0.35,0.39,0.36,0.33,0.33,0.35,0.35,0.35,0.36,0.34,0.27,0.34,0.35,0.38,0.31,0.31,0.32,0.31,0.33,0.34,0.27,0.3,0.34,0.34,0.0,0.39,0.4,0.35,0.3,0.31,0.26,0.32,0.3,0.32,0.32,0.26,0.32,0.28,0.29,0.31,0.31,0.28,0.3,0.29,0.32,0.31,0.3,0.31,0.23,0.28,0.29,0.25,0.29,0.26,0.28,0.29,0.3,0.28,0.29,0.29,0.27,0.31,0.26,0.28,0.3,0.26,0.24,0.28,0.26,0.29,0.28,0.3,0.27,0.28,0.27,0.32,0.28,0.28,0.27,0.31,0.25,0.3,0.24,0.26,0.22,0.25,0.27,0.29,0.27,0.27,0.32,0.23,0.26,0.25,0.26,0.0,0.24,0.27,0.27,0.23,0.25,0.0,0.23,0.26,0.0,0.25,0.24,0.24,0.23,0.23,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.25,0.24,0.0,0.23,0.22,0.23,0.26,0.27,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.24,0.34,0.37,0.0,0.22,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.38
08/24/2021,0.8,0.64,0.67,0.56,0.59,0.37,0.6,0.62,0.6,0.61,0.56,0.6,0.58,0.52,0.5,0.49,0.5,0.53,0.58,0.49,0.52,0.47,0.51,0.4,0.34,0.53,0.52,0.52,0.47,0.48,0.57,0.43,0.41,0.41,0.47,0.37,0.46,0.43,0.52,0.43,0.46,0.42,0.41,0.43,0.39,0.37,0.38,0.38,0.42,0.34,0.39,0.37,0.38,0.37,0.46,0.4,0.29,0.4,0.37,0.4,0.33,0.25,0.43,0.37,0.33,0.24,0.4,0.38,0.4,0.33,0.36,0.37,0.39,0.35,0.39,0.36,0.33,0.33,0.35,0.35,0.35,0.36,0.34,0.27,0.34,0.35,0.38,0.31,0.31,0.32,0.31,0.33,0.34,0.27,0.3,0.34,0.34,0.0,0.39,0.4,0.35,0.3,0.31,0.26,0.32,0.3,0.32,0.32,0.26,0.32,0.28,0.29,0.31,0.31,0.28,0.3,0.29,0.32,0.31,0.3,0.31,0.23,0.28,0.29,0.25,0.29,0.26,0.28,0.29,0.3,0.28,0.29,0.29,0.27,0.31,0.26,0.28,0.3,0.26,0.24,0.28,0.26,0.29,0.28,0.3,0.27,0.28,0.27,0.32,0.28,0.28,0.27,0.31,0.25,0.3,0.24,0.26,0.22,0.25,0.27,0.29,0.27,0.27,0.32,0.23,0.26,0.25,0.26,0.0,0.24,0.27,0.27,0.23,0.25,0.0,0.23,0.26,0.0,0.25,0.24,0.24,0.23,0.23,0.24,0.0,0.23,0.25,0.25,0.25,0.0,0.25,0.24,0.0,0.23,0.22,0.23,0.26,0.27,0.0,0.24,0.0,0.0,0.24,0.0,0.0,0.0,0.24,0.24,0.24,0.0,0.37,0.0,0.22,0.0,0.34,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.38
08/25/2021,0.8,0.64,0.67,0.55,0.6,0.37,0.61,0.61,0.6,0.61,0.56,0.6,0.58,0.53,0.5,0.49,0.5,0.53,0.58,0.5,0.54,0.47,0.52,0.41,0.34,0.54,0.49,0.52,0.47,0.48,0.57,0.42,0.41,0.41,0.47,0.37,0.46,0.43,0.52,0.43,0.45,0.42,0.41,0.43,0.39,0.36,0.37,0.38,0.41,0.33,0.38,0.37,0.38,0.37,0.46,0.39,0.29,0.41,0.36,0.4,0.33,0.25,0.44,0.37,0.33,0.23,0.4,0.38,0.4,0.33,0.35,0.38,0.39,0.35,0.39,0.36,0.33,0.32,0.35,0.34,0.35,0.35,0.34,0.27,0.34,0.34,0.38,0.31,0.32,0.32,0.31,0.33,0.34,0.27,0.3,0.33,0.33,0.0,0.4,0.41,0.35,0.29,0.31,0.25,0.33,0.3,0.32,0.32,0.26,0.32,0.28,0.29,0.32,0.31,0.26,0.3,0.3,0.32,0.31,0.3,0.31,0.23,0.28,0.29,0.25,0.29,0.26,0.28,0.29,0.3,0.28,0.3,0.29,0.26,0.31,0.27,0.28,0.31,0.25,0.24,0.28,0.26,0.29,0.29,0.31,0.27,0.27,0.27,0.33,0.28,0.28,0.27,0.31,0.25,0.31,0.26,0.26,0.23,0.25,0.28,0.29,0.27,0.28,0.31,0.23,0.26,0.25,0.26,0.0,0.24,0.27,0.27,0.23,0.25,0.0,0.23,0.26,0.0,0.26,0.25,0.24,0.23,0.0,0.24,0.0,0.22,0.26,0.24,0.24,0.0,0.25,0.24,0.0,0.23,0.22,0.23,0.26,0.26,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.24,0.24,0.24,0.0,0.38,0.0,0.23,0.0,0.34,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4
08/26/2021,0.75,0.63,0.63,0.62,0.61,0.61,0.6,0.55,0.54,0.52,0.55,0.54,0.53,0.52,0.5,0.51,0.5,0.51,0.51,0.49,0.5,0.49,0.49,0.48,0.45,0.46,0.47,0.46,0.44,0.44,0.43,0.44,0.44,0.43,0.43,0.4,0.43,0.43,0.43,0.41,0.42,0.41,0.41,0.39,0.4,0.41,0.41,0.4,0.4,0.42,0.39,0.39,0.39,0.41,0.38,0.39,0.38,0.39,0.38,0.37,0.37,0.34,0.38,0.36,0.36,0.4,0.35,0.37,0.37,0.36,0.35,0.36,0.34,0.37,0.34,0.34,0.33,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.33,0.33,0.32,0.34,0.33,0.32,0.32,0.33,0.33,0.33,0.31,0.33,0.31,0.0,0.32,0.31,0.31,0.31,0.31,0.32,0.3,0.31,0.31,0.3,0.3,0.3,0.3,0.27,0.29,0.29,0.3,0.29,0.3,0.29,0.29,0.29,0.28,0.29,0.29,0.29,0.3,0.29,0.29,0.29,0.27,0.28,0.29,0.29,0.28,0.28,0.28,0.37,0.29,0.29,0.29,0.27,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,0.27,0.27,0.28,0.27,0.26,0.26,0.26,0.27,0.27,0.27,0.28,0.28,0.25,0.26,0.26,0.26,0.26,0.25,0.26,0.25,0.25,0.26,0.26,0.25,0.24,0.26,0.26,0.24,0.24,0.24,0.25,0.24,0.24,0.24,0.23,0.23,0.23,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.94
