,United States Treasury Bills 0%,688208.SS,TECH,XPO,MOH,CGNX,FICO,SBNY,SEDG,CPT,GGG,FDS,MASI,CDAY,BRO,WSM,STLD,TTC,LII,NDSN,MPW,TREX,RPM,RH,AXON,DECK,FIVE,DAR,JAZZ,CREE,PRAH,LAD,OC,WTRG,CABO,EWBC,CSL,TRGP,JLL,RGEN,HUBB,CLF,UGI,RS,LEA,MIDD,FHN,Y,AZPN,WSO,MKSI,OLED,MANH,PEN,ACM,ATR,SCI,NBIX,LAMR,BLDR,RUN,SYNH,SAM,CIEN,ARWR,AFG,WEX,KSS,OSK,AMED,ARW,CPRI,STOR,CONE,OHI,NNN,UTHR,GNTX,AGCO,LSI,ITT,DCI,G,TPX,EHC,CBSH,LECO,RGA,JBL,PII,BC,SMG,CHE,RNR,HRC,FSLR,IAA,IIVI,XEC,CROX,RGLD,REXR,LSCC,SEIC,KRC,WWD,PCTY,THC,CASY,HOG,ORI,AIRC,MAT,FFIN,STAA,NVST,YETI,BRKS,SKX,CHDN,FAF,SF,BRX,JEF,WH,OGE,PNFP,EME,FR,TTEK,PB,SLM,HQY,SON,DKS,SLAB,AMG,BLD,VAC,CNXC,JHG,OLN,SNV,SRCL,HBAN,TOL,POST,MAN,FOXF,EGP,FL,ACC,LHCG,LPX,THO,BJ,COHR,NYT,TXRH,LITE,AYI,MDU,CFR,X,DVN,LFUS,EQT,LSTR,INGR,CDK,GMED,MS,MSA,NCR,MTZ,EXP,CACI,PRI,EVR,VVV,HALO,JCOM,CC,EXEL,SLG,ACHC,HELE,COR,AEO,KNX,NATI,DEI,CUZ,SRC,VLY,TKR,VNT,RBC,CFX,KBR,U.S. Bank Money Market Deposit Account,ICLR,AN,MMS,FLS,SYNA,NYCB,IDA,QDEL,OLLI,TDC,GXO WI,NVT,ASGN,n/a,BIDI11.SA,GXO,CIT,IRDM,B 0 11/18/21,WING,VMI,GME,SGMS,APPS,PRGO,TNDM,MEDP,SMTC,PACW,CAR,GBCI,BYD,IBKR,B 0 08/19/21,USBFS03,CLH,OZK,COG,GT,B 0 11.18.21,CW,UNM,MTG,WOLF,NOV,CTRA,RRX,ZD,ESNT,HFC,CMBR 0 11.18.21,PFGC,SAIA,BXS,CADE,ASH,RYN,AVNT,B 0 02.17.22,NFG,WTFC,AZTA,CCMP,SSD,CRUS,FLO,AA,BRKR,M,WU,HBI,POWI,SUM
07/09/2021,33.67,9.77,0.42,0.37,0.35,0.35,0.35,0.34,0.34,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.83999999999999
07/12/2021,34.17,0.0,0.43,0.37,0.35,0.36,0.36,0.33,0.33,0.33,0.32,0.31,0.32,0.31,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.26,0.27,0.25,0.0,0.25,0.24,0.26,0.25,0.24,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.24,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.22,0.22,0.21,0.16,0.2,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.18,0.15,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.0,0.15,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.13,0.13,10.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35000000000002
07/13/2021,34.17,0.0,0.43,0.37,0.35,0.36,0.36,0.33,0.33,0.33,0.32,0.31,0.32,0.31,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.27,0.27,0.26,0.25,0.26,0.27,0.25,0.0,0.25,0.24,0.26,0.25,0.24,0.25,0.24,0.24,0.25,0.24,0.23,0.23,0.23,0.22,0.23,0.22,0.22,0.24,0.23,0.21,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.22,0.22,0.21,0.16,0.2,0.2,0.19,0.2,0.21,0.2,0.19,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.2,0.19,0.19,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.18,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.18,0.15,0.15,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.16,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.0,0.15,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.13,0.13,10.0,0.13,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35000000000002
07/14/2021,33.76,0.0,0.43,0.37,0.36,0.36,0.36,0.35,0.33,0.33,0.31,0.31,0.32,0.31,0.3,0.3,0.29,0.29,0.28,0.29,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.0,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.23,0.23,0.23,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.2,0.22,0.22,0.21,0.17,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.2,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.15,0.16,0.16,0.16,0.16,0.18,0.15,0.16,0.16,0.16,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.13,0.15,0.13,0.13,0.13,0.13,0.0,0.13,0.13,0.0,0.0,0.13,9.88,0.13,0.14,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.15
07/15/2021,33.71,0.0,0.42,0.38,0.36,0.36,0.36,0.35,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.0,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.22,0.22,0.21,0.16,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.21,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.15,0.16,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.13,9.86,0.13,0.14,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14
07/16/2021,33.71,0.0,0.42,0.38,0.36,0.36,0.36,0.35,0.33,0.33,0.31,0.31,0.31,0.3,0.3,0.3,0.3,0.29,0.28,0.28,0.28,0.28,0.28,0.28,0.27,0.26,0.26,0.26,0.26,0.25,0.0,0.25,0.24,0.25,0.25,0.25,0.25,0.24,0.24,0.25,0.25,0.25,0.23,0.23,0.22,0.23,0.22,0.23,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.23,0.22,0.22,0.21,0.21,0.22,0.22,0.21,0.16,0.21,0.21,0.2,0.2,0.21,0.2,0.2,0.21,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.18,0.15,0.16,0.16,0.17,0.15,0.16,0.16,0.16,0.15,0.16,0.15,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.13,0.14,0.13,0.14,0.14,0.13,0.0,0.13,0.0,0.13,0.0,0.13,9.86,0.13,0.14,0.13,0.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.14
07/19/2021,34.86,0.0,0.42,0.38,0.36,0.36,0.37,0.34,0.3,0.34,0.31,0.31,0.33,0.3,0.3,0.29,0.3,0.29,0.26,0.29,0.28,0.27,0.28,0.26,0.27,0.26,0.25,0.26,0.26,0.24,0.0,0.25,0.24,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.25,0.24,0.23,0.23,0.22,0.25,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.22,0.23,0.21,0.22,0.21,0.18,0.21,0.21,0.21,0.16,0.21,0.21,0.19,0.2,0.2,0.2,0.18,0.21,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.18,0.16,0.17,0.14,0.16,0.16,0.16,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.17,0.14,0.17,0.15,0.14,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.0,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.0,0.13,0.0,0.13,9.28,0.14,0.14,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.29
07/20/2021,34.86,0.0,0.42,0.38,0.36,0.36,0.37,0.34,0.3,0.34,0.31,0.31,0.33,0.3,0.3,0.29,0.3,0.29,0.26,0.29,0.28,0.27,0.28,0.26,0.27,0.26,0.25,0.26,0.26,0.24,0.0,0.25,0.24,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.25,0.24,0.23,0.23,0.22,0.25,0.22,0.23,0.23,0.23,0.22,0.22,0.21,0.21,0.22,0.22,0.23,0.21,0.22,0.21,0.18,0.21,0.21,0.21,0.16,0.21,0.21,0.19,0.2,0.2,0.2,0.18,0.21,0.22,0.21,0.2,0.2,0.19,0.19,0.21,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.18,0.18,0.18,0.18,0.19,0.18,0.17,0.18,0.19,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.17,0.16,0.17,0.18,0.16,0.17,0.14,0.16,0.16,0.16,0.16,0.15,0.17,0.17,0.16,0.17,0.16,0.16,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.15,0.15,0.15,0.15,0.17,0.14,0.17,0.15,0.14,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.13,0.15,0.13,0.15,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.0,0.15,0.13,0.14,0.14,0.13,0.13,0.13,0.0,0.13,0.0,0.13,9.28,0.14,0.14,0.13,0.13,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.29
07/21/2021,35.1,0.0,0.43,0.38,0.36,0.35,0.37,0.33,0.3,0.34,0.31,0.31,0.32,0.3,0.31,0.29,0.29,0.29,0.27,0.29,0.29,0.27,0.28,0.26,0.27,0.26,0.25,0.26,0.26,0.23,0.0,0.24,0.23,0.26,0.25,0.24,0.25,0.23,0.24,0.25,0.25,0.22,0.23,0.23,0.22,0.25,0.21,0.23,0.23,0.23,0.21,0.21,0.22,0.21,0.22,0.22,0.23,0.22,0.22,0.21,0.18,0.22,0.21,0.21,0.16,0.22,0.21,0.19,0.19,0.21,0.2,0.18,0.21,0.22,0.21,0.21,0.2,0.19,0.18,0.21,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.17,0.19,0.18,0.16,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.19,0.16,0.17,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.17,0.14,0.17,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.0,0.15,0.13,0.14,0.14,0.14,0.0,0.0,0.13,0.13,0.0,0.13,9.35,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47999999999999
07/22/2021,35.1,0.0,0.43,0.38,0.36,0.35,0.37,0.33,0.3,0.34,0.31,0.31,0.32,0.3,0.31,0.29,0.29,0.29,0.27,0.29,0.29,0.27,0.28,0.26,0.27,0.26,0.25,0.26,0.26,0.23,0.0,0.24,0.23,0.26,0.25,0.24,0.25,0.23,0.24,0.25,0.25,0.22,0.23,0.23,0.22,0.25,0.21,0.23,0.23,0.23,0.21,0.21,0.22,0.21,0.22,0.22,0.23,0.22,0.22,0.21,0.18,0.22,0.21,0.21,0.16,0.22,0.21,0.19,0.19,0.21,0.2,0.18,0.21,0.22,0.21,0.21,0.2,0.19,0.18,0.21,0.2,0.2,0.2,0.18,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.19,0.19,0.17,0.19,0.18,0.16,0.18,0.18,0.19,0.17,0.18,0.18,0.17,0.17,0.17,0.18,0.16,0.17,0.19,0.16,0.17,0.15,0.16,0.16,0.15,0.16,0.15,0.17,0.16,0.16,0.16,0.15,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.17,0.15,0.15,0.16,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.17,0.14,0.17,0.16,0.14,0.14,0.16,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.14,0.13,0.14,0.13,0.14,0.14,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.0,0.15,0.13,0.14,0.14,0.14,0.0,0.0,0.13,0.13,0.0,0.13,9.35,0.14,0.14,0.13,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.47999999999999
