,DE,NTR.TO,ADM,CTVA,XOM,6326.T,TSCO,TSN,CVX,BHP.AX,CNHI.MI,RIO.L,FMC,VALE,MOWI.OL,BG,CF,TTE.PA,MOS,DAR,NEE,NEM,F34.SI,YAR.OL,FCX,RIGDS.,AAL.L,COP,BP.L,AGCO,ENB.TO,SMG,RYDBF,ABX.TO,SQM,SO,INGR,FNV.TO,FMG.AX,EOG,ICL.TA,NUE,WY,TRP.TO,OGZD.L,IP,SLB,GLEN.L,BAKKA.OL,CNQ.TO,NVTK.L,2282.T,005490.KS,MPC,WPM.TO,PSX,2002.T,MT,SU.TO,KMI,PXD,LUKOY,NILSY,CPIN.JK,WMB,VLO,ENI.MI,NCM.AX,VWS.CO,OXY,2002.TW,AEM.TO,688012.SS,PHOR.L,5401.T,SK3.IR,NESTE.HE,WRK,IMP.JO,OKE,GMEXICOB.MX,PKG,MNDI.L,PPB.KL,HWM,GRUMAB.MX,HES,EQNR.OL,SGLEUR,LNG,PBR,AWK,FM.TO,STERV.HE,ORSTED.CO,HAL,STLD,KL.TO,688012.SS.1,OCI.AS,SCA B.ST,LNN,5713.T,DVN,TECK,REP.MC,S32.AX,BOL.ST,SGN.,FANG,PPL.TO,CLF,NST.AX,SNDL,BKR,XYL,IOICORP.KL,WPL.AX,RS,1722.TW,3.HK,EDG.,K.TO,KLK.KL,SUZB3.SA,AU,POLY.L,PCG,2899.HK,NHY.OL,RGLD,SMDS.L,2688.HK,BSL.AX,WFG.TO,1332.T,CALM,HYFM,688012.SS.2,KAP.L,TX,ELD.AX,5020.T,CCO.TO,SNPMF,AMS.JO,1377.T,PTT-R.BK,VIE.PA,096770.KS,HAPSENG.KL,ATO,SRG.MI,688012.SS.3,AGRO,LPX,BGA.AX,CVE.TO,AA,PAAS.TO,ANTO.L,KGH.WA,5411.T,EVN.AX,688012.SS.4,ATAD.L,NUF.AX,CGC.AX,KLBN11.SA,PPC,SEDG,MRO,X,3861.T,SZU.DE,GGB,857.HK,PLUG,SEB,TRGP,FDP,STO.AX,1333.T,LUN.TO,NI,UGI,SID,RYN,ANDE,OZL.AX,E5H.SI,SCCO,GPK,SLCE3.SA,GNC.AX,TS,VOE.VI,VER.VI,SOL.JO,NHM.JO,GVMXX,MT.AS,SDF.DE,SSW.JO,EOAN.DE,ENR.DE,034730.KS,9502.T,CREE,SUM
07/09/2021,8.37,3.57,3.49,3.41,2.66,2.41,2.25,2.13,2.03,1.82,1.71,1.51,1.45,1.31,1.21,1.15,1.14,1.14,1.12,1.12,1.12,0.99,0.98,0.95,0.92,0.91,0.88,0.85,0.85,0.84,0.82,0.79,0.73,0.72,0.71,0.65,0.63,0.55,0.5,0.5,0.49,0.49,0.49,0.49,0.47,0.46,0.46,0.43,0.43,0.43,0.42,0.42,0.41,0.4,0.39,0.38,0.38,0.38,0.36,0.36,0.36,0.35,0.35,0.33,0.33,0.32,0.31,0.31,0.3,0.3,0.3,0.29,0.29,0.28,0.27,0.27,0.27,0.26,0.26,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.96
08/31/2021,8.46,3.59,3.52,3.43,2.68,2.42,2.25,2.15,2.03,1.84,1.73,1.53,1.46,1.34,1.19,1.14,1.15,1.14,1.15,1.14,1.11,1.0,0.99,0.94,0.93,0.92,0.86,0.83,0.84,0.84,0.81,0.81,0.72,0.73,0.7,0.64,0.63,0.55,0.5,0.49,0.49,0.49,0.49,0.49,0.46,0.46,0.45,0.43,0.43,0.43,0.41,0.42,0.42,0.39,0.39,0.38,0.38,0.0,0.37,0.36,0.35,0.35,0.35,0.32,0.32,0.32,0.31,0.31,0.31,0.29,0.31,0.29,0.0,0.29,0.28,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.24,0.23,0.0,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.0,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.72,0.37,0.27,0.23,0.2,0.12,0.12,0.09,0.09,93.8
09/01/2021,8.46,3.59,3.52,3.43,2.68,2.42,2.25,2.15,2.03,1.84,1.73,1.53,1.46,1.34,1.19,1.14,1.15,1.14,1.15,1.14,1.11,1.0,0.99,0.94,0.93,0.92,0.86,0.83,0.84,0.84,0.81,0.81,0.72,0.73,0.7,0.64,0.63,0.55,0.5,0.49,0.49,0.49,0.49,0.49,0.46,0.46,0.45,0.43,0.43,0.43,0.41,0.42,0.42,0.39,0.39,0.38,0.38,0.0,0.37,0.36,0.35,0.35,0.35,0.32,0.32,0.32,0.31,0.31,0.31,0.29,0.31,0.29,0.0,0.29,0.28,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.24,0.25,0.24,0.24,0.24,0.23,0.0,0.22,0.23,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.0,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.12,0.0,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.11,0.12,0.11,0.0,0.11,0.11,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.0,0.09,0.0,0.72,0.37,0.27,0.23,0.2,0.12,0.12,0.09,0.09,93.8
