,Schwab US TIPS ETF™,Cash,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,YSS.V,SUM
07/09/2021,88.61,7.95,0.57,0.47,0.46,0.39,0.35,0.29,0.25,0.21,0.2,0.19,0.06,0.0,100.0
