,AMC,OVV,LSI,NTNX,REXR,CROX,SPCE,IIVI,THC,XEC,LSCC,STAA,LEG,SNV,PB,AYI,FAF,FR,VAC,SF,HQY,BRX,PNFP,NVST,FFIN,ACC,AMG,FL,FUO.,SLAB,HBI,NXST,SRCL,DKS,RDFN,EME,SLM,PACB,WH,SON,TTEK,SKX,EGP,JHG,OLN,AA,MAN,X,PRGO,NVTA,LITE,TMX,BPOP,BLD,SRPT,POST,FOXF,BJ,COHR,OMCL,PLNT,MDU,HALO,LFUS,DNLI,EXP,COIN,UNM,APPS,MSA,STAG,SSB,VVV,INGR,GMED,NCR,LSTR,TNDM,NVRO,VRNS,M,SWAV,CDK,CACI,EQT,PRI,HTA,NOV,AEO,MMS,SLG,COR,CC,LPX,BL,RL,JCOM,RXN,ACHC,DEI,KBR,NEO,JBLU,HELE,BHVN,INSP,GBCI,ADS,HXL,IBKR,APPN,CFX,BWXT,IONS,SRC,TKR,NATI,CUZ,TDC,EVR,QTWO,SAIA,VLY,NTLA,ZI,VNT,TWST,SYNA,TNL,HFC,CACC,WBS,UPWK,UBSI,SKLZ,OZK,GPK,PSTG,ESI,ROLL,EVBG,CHK,PK,WSC,BPMC,ASGN,FLS,HUN,CHNG,SAIC,QTS,RBC,AYX,ESNT,RPD,NYCB,FSLY,S9Q.,CIT,NVT,GT,GTLS,NFG,PDCE,POWI,BXMT,SAIL,ASH,LAZR,HIW,CDNA,MTG,WK,SIGI,DDD,IRDM,FEYE,NEOG,PACW,AWI,THG,QRTEA,OLLI,CHX,SNX,IDA,STL,MEDP,NRZ,RYN,CW,IART,VMI,ACIW,NOVT,QDEL,ADC,CR,WCC,ITRI,DLB,MSTR,SPR,CRUS,SSD,FLO,WING,FCN,CLH,EXPO,STMP,IIPR,None,AMN,ENSG,HLF,HE,TRNO,CRI,BCPC,RLI,PNM,AL,HRB,JBT,GRA,LOPE,POR,SEM,HLI,ALSN,AVNT,RHP,CDLX,CAR,EYE,FTDR,MRVI,REZI,WTS,AQUA,BKH,NEWR,HR,UMPQ,MGNI,RDN,CRNC,HASI,KLIC,UFPI,EDIT,SUM
07/23/2021,0.78,0.24,0.32,0.26,0.29,0.28,0.0,0.27,0.27,0.24,0.26,0.23,0.24,0.22,0.23,0.22,0.25,0.26,0.23,0.24,0.23,0.24,0.24,0.24,0.25,0.25,0.25,0.21,0.23,0.23,0.23,0.22,0.24,0.23,0.22,0.24,0.24,0.21,0.23,0.24,0.25,0.24,0.26,0.25,0.22,0.24,0.21,0.22,0.22,0.19,0.22,0.24,0.21,0.23,0.2,0.23,0.24,0.25,0.23,0.24,0.22,0.22,0.21,0.22,0.19,0.21,0.22,0.2,0.18,0.22,0.23,0.19,0.2,0.22,0.23,0.21,0.22,0.23,0.19,0.23,0.19,0.2,0.21,0.23,0.2,0.21,0.23,0.19,0.19,0.2,0.19,0.22,0.19,0.19,0.2,0.19,0.22,0.22,0.2,0.21,0.2,0.19,0.18,0.2,0.26,0.17,0.18,0.18,0.17,0.18,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.21,0.19,0.19,0.2,0.19,0.19,0.33,0.2,0.2,0.19,0.19,0.17,0.0,0.2,0.16,0.18,0.17,0.0,0.17,0.18,0.18,0.18,0.19,0.19,0.18,0.0,0.19,0.18,0.19,0.2,0.18,0.19,0.19,0.19,0.19,0.17,0.18,0.22,0.19,0.16,0.0,0.17,0.19,0.0,0.2,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.18,0.0,0.17,0.19,0.17,0.0,0.18,0.18,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.17,0.19,0.0,0.19,0.0,0.18,0.17,0.17,0.18,0.0,0.17,0.19,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.22,0.18,0.0,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.45
07/26/2021,0.68,0.26,0.32,0.27,0.29,0.31,0.0,0.27,0.27,0.24,0.26,0.23,0.23,0.22,0.23,0.22,0.26,0.25,0.24,0.25,0.23,0.24,0.24,0.24,0.25,0.25,0.25,0.22,0.23,0.23,0.23,0.22,0.23,0.24,0.22,0.24,0.23,0.23,0.24,0.23,0.25,0.25,0.25,0.25,0.23,0.25,0.22,0.23,0.22,0.19,0.23,0.24,0.21,0.23,0.2,0.22,0.24,0.25,0.23,0.24,0.22,0.22,0.21,0.22,0.19,0.21,0.22,0.2,0.18,0.21,0.23,0.19,0.2,0.21,0.23,0.21,0.21,0.24,0.19,0.24,0.19,0.2,0.21,0.23,0.21,0.21,0.23,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.21,0.19,0.22,0.23,0.2,0.2,0.2,0.19,0.18,0.2,0.25,0.18,0.18,0.18,0.17,0.18,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.19,0.19,0.34,0.2,0.2,0.19,0.19,0.18,0.0,0.2,0.0,0.19,0.0,0.0,0.17,0.18,0.18,0.18,0.19,0.2,0.19,0.0,0.19,0.18,0.18,0.2,0.19,0.19,0.18,0.19,0.19,0.17,0.18,0.23,0.19,0.0,0.0,0.17,0.18,0.16,0.2,0.17,0.0,0.18,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.18,0.18,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.17,0.19,0.0,0.18,0.0,0.18,0.17,0.17,0.18,0.0,0.17,0.21,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.18,0.17,0.17,0.18,0.17,0.17,0.18,0.22,0.18,0.17,0.17,0.16,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.59
07/27/2021,0.67,0.26,0.32,0.27,0.3,0.31,0.0,0.27,0.28,0.24,0.27,0.22,0.23,0.22,0.23,0.22,0.26,0.26,0.24,0.25,0.22,0.24,0.24,0.24,0.25,0.25,0.25,0.22,0.23,0.24,0.23,0.22,0.23,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.26,0.26,0.25,0.22,0.25,0.22,0.23,0.22,0.19,0.23,0.25,0.21,0.24,0.19,0.22,0.25,0.25,0.23,0.24,0.23,0.22,0.21,0.22,0.19,0.21,0.22,0.2,0.18,0.21,0.23,0.18,0.2,0.21,0.23,0.21,0.21,0.24,0.19,0.24,0.19,0.2,0.21,0.23,0.2,0.21,0.23,0.19,0.19,0.2,0.19,0.21,0.19,0.19,0.21,0.19,0.22,0.23,0.2,0.2,0.2,0.19,0.18,0.2,0.25,0.18,0.18,0.18,0.17,0.17,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.33,0.2,0.2,0.18,0.19,0.18,0.0,0.2,0.0,0.19,0.17,0.0,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.0,0.21,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.23,0.18,0.0,0.0,0.17,0.19,0.0,0.19,0.17,0.0,0.19,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.17,0.18,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.19,0.17,0.18,0.18,0.0,0.18,0.21,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.22,0.18,0.0,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67
07/28/2021,0.67,0.26,0.32,0.27,0.3,0.31,0.0,0.27,0.28,0.24,0.27,0.22,0.23,0.22,0.23,0.22,0.26,0.26,0.24,0.25,0.22,0.24,0.24,0.24,0.25,0.25,0.25,0.22,0.23,0.24,0.23,0.22,0.23,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.26,0.26,0.25,0.22,0.25,0.22,0.23,0.22,0.19,0.23,0.25,0.21,0.24,0.19,0.22,0.25,0.25,0.23,0.24,0.23,0.22,0.21,0.22,0.19,0.21,0.22,0.2,0.18,0.21,0.23,0.18,0.2,0.21,0.23,0.21,0.21,0.24,0.19,0.24,0.19,0.2,0.21,0.23,0.2,0.21,0.23,0.19,0.19,0.2,0.19,0.21,0.19,0.19,0.21,0.19,0.22,0.23,0.2,0.2,0.2,0.19,0.18,0.2,0.25,0.18,0.18,0.18,0.17,0.17,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.33,0.2,0.2,0.18,0.19,0.18,0.0,0.2,0.0,0.19,0.17,0.0,0.18,0.18,0.18,0.18,0.19,0.19,0.19,0.0,0.21,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.23,0.18,0.0,0.0,0.17,0.19,0.0,0.19,0.17,0.0,0.19,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.17,0.18,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.19,0.17,0.18,0.18,0.0,0.18,0.21,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.18,0.18,0.17,0.18,0.17,0.17,0.18,0.22,0.18,0.0,0.17,0.0,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.16,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67
07/29/2021,0.72,0.27,0.32,0.27,0.29,0.31,0.0,0.25,0.28,0.24,0.26,0.21,0.23,0.22,0.23,0.22,0.25,0.25,0.24,0.25,0.22,0.24,0.24,0.24,0.25,0.25,0.25,0.22,0.23,0.23,0.23,0.22,0.23,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.26,0.25,0.25,0.23,0.26,0.22,0.23,0.22,0.18,0.23,0.25,0.21,0.23,0.19,0.22,0.24,0.25,0.22,0.24,0.23,0.22,0.2,0.22,0.0,0.21,0.24,0.21,0.18,0.21,0.23,0.18,0.2,0.21,0.23,0.21,0.21,0.23,0.19,0.24,0.2,0.19,0.21,0.23,0.21,0.21,0.22,0.2,0.19,0.2,0.19,0.21,0.19,0.19,0.21,0.19,0.22,0.23,0.2,0.2,0.2,0.19,0.18,0.2,0.24,0.17,0.18,0.18,0.18,0.17,0.18,0.19,0.2,0.19,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.32,0.2,0.2,0.17,0.19,0.18,0.16,0.2,0.16,0.19,0.17,0.0,0.18,0.18,0.18,0.18,0.22,0.19,0.19,0.0,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.2,0.17,0.18,0.23,0.19,0.0,0.17,0.17,0.19,0.0,0.18,0.17,0.0,0.18,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.17,0.18,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.19,0.17,0.18,0.18,0.0,0.17,0.19,0.17,0.0,0.0,0.0,0.0,0.19,0.0,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.21,0.18,0.0,0.17,0.16,0.0,0.17,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.55
07/30/2021,0.69,0.26,0.32,0.27,0.3,0.3,0.0,0.25,0.28,0.24,0.26,0.21,0.23,0.22,0.23,0.22,0.26,0.26,0.24,0.25,0.22,0.24,0.25,0.24,0.25,0.26,0.25,0.21,0.23,0.22,0.23,0.23,0.23,0.24,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.26,0.26,0.24,0.23,0.26,0.23,0.23,0.23,0.18,0.22,0.25,0.21,0.24,0.19,0.22,0.24,0.25,0.22,0.24,0.23,0.22,0.2,0.22,0.0,0.21,0.23,0.21,0.17,0.22,0.23,0.18,0.2,0.21,0.24,0.21,0.21,0.23,0.19,0.24,0.19,0.2,0.21,0.23,0.21,0.21,0.23,0.2,0.19,0.2,0.19,0.22,0.19,0.2,0.2,0.19,0.22,0.23,0.2,0.2,0.2,0.19,0.17,0.2,0.25,0.17,0.18,0.18,0.18,0.17,0.0,0.19,0.2,0.19,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.2,0.19,0.32,0.2,0.2,0.17,0.18,0.18,0.16,0.2,0.16,0.18,0.17,0.0,0.18,0.19,0.18,0.18,0.21,0.19,0.2,0.0,0.2,0.17,0.19,0.2,0.19,0.18,0.18,0.19,0.2,0.17,0.18,0.23,0.19,0.0,0.17,0.17,0.19,0.16,0.19,0.17,0.0,0.18,0.17,0.0,0.17,0.0,0.18,0.16,0.17,0.2,0.17,0.0,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.18,0.19,0.0,0.17,0.0,0.19,0.17,0.18,0.18,0.0,0.17,0.19,0.18,0.17,0.0,0.0,0.0,0.18,0.0,0.17,0.17,0.17,0.18,0.17,0.17,0.18,0.22,0.18,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.54
08/02/2021,0.68,0.24,0.32,0.27,0.29,0.32,0.0,0.26,0.27,0.24,0.27,0.21,0.23,0.22,0.23,0.22,0.26,0.25,0.23,0.25,0.22,0.24,0.25,0.24,0.25,0.25,0.24,0.21,0.22,0.23,0.23,0.23,0.23,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.26,0.25,0.26,0.25,0.26,0.23,0.24,0.23,0.18,0.23,0.24,0.21,0.24,0.2,0.22,0.24,0.25,0.22,0.22,0.23,0.22,0.2,0.23,0.0,0.22,0.23,0.2,0.18,0.21,0.23,0.18,0.2,0.21,0.23,0.21,0.21,0.24,0.19,0.24,0.18,0.2,0.21,0.23,0.19,0.21,0.22,0.2,0.18,0.19,0.19,0.21,0.19,0.2,0.2,0.19,0.22,0.24,0.2,0.2,0.2,0.19,0.17,0.2,0.25,0.17,0.18,0.17,0.17,0.18,0.0,0.2,0.2,0.18,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.32,0.2,0.19,0.18,0.19,0.0,0.16,0.2,0.0,0.19,0.17,0.0,0.18,0.19,0.18,0.18,0.21,0.19,0.19,0.0,0.2,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.21,0.0,0.18,0.23,0.2,0.0,0.17,0.17,0.19,0.16,0.19,0.17,0.0,0.18,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.19,0.16,0.18,0.19,0.0,0.17,0.0,0.19,0.17,0.18,0.18,0.0,0.17,0.2,0.17,0.17,0.17,0.16,0.0,0.17,0.0,0.17,0.17,0.17,0.18,0.17,0.17,0.19,0.21,0.18,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.51
08/03/2021,0.68,0.24,0.32,0.27,0.29,0.32,0.0,0.26,0.27,0.24,0.27,0.21,0.23,0.22,0.23,0.22,0.26,0.25,0.23,0.25,0.22,0.24,0.25,0.24,0.25,0.25,0.24,0.21,0.22,0.23,0.23,0.23,0.23,0.25,0.22,0.24,0.22,0.22,0.24,0.23,0.25,0.26,0.25,0.26,0.25,0.26,0.23,0.24,0.23,0.18,0.23,0.24,0.21,0.24,0.2,0.22,0.24,0.25,0.22,0.22,0.23,0.22,0.2,0.23,0.0,0.22,0.23,0.2,0.18,0.21,0.23,0.18,0.2,0.21,0.23,0.21,0.21,0.24,0.19,0.24,0.18,0.2,0.21,0.23,0.19,0.21,0.22,0.2,0.18,0.19,0.19,0.21,0.19,0.2,0.2,0.19,0.22,0.24,0.2,0.2,0.2,0.19,0.17,0.2,0.25,0.17,0.18,0.17,0.17,0.18,0.0,0.2,0.2,0.18,0.21,0.19,0.2,0.21,0.2,0.2,0.2,0.21,0.19,0.32,0.2,0.19,0.18,0.19,0.0,0.16,0.2,0.0,0.19,0.17,0.0,0.18,0.19,0.18,0.18,0.21,0.19,0.19,0.0,0.2,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.21,0.0,0.18,0.23,0.2,0.0,0.17,0.17,0.19,0.16,0.19,0.17,0.0,0.18,0.17,0.17,0.17,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.17,0.17,0.17,0.17,0.18,0.17,0.0,0.19,0.16,0.18,0.19,0.0,0.17,0.0,0.19,0.17,0.18,0.18,0.0,0.17,0.2,0.17,0.17,0.17,0.16,0.0,0.17,0.0,0.17,0.17,0.17,0.18,0.17,0.17,0.19,0.21,0.18,0.0,0.17,0.0,0.0,0.17,0.17,0.0,0.16,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.51
08/04/2021,0.66,0.24,0.32,0.26,0.3,0.32,0.0,0.26,0.27,0.24,0.28,0.21,0.23,0.21,0.23,0.22,0.26,0.25,0.22,0.25,0.22,0.24,0.24,0.25,0.25,0.25,0.24,0.21,0.23,0.24,0.23,0.22,0.23,0.24,0.22,0.24,0.22,0.23,0.24,0.23,0.26,0.26,0.25,0.26,0.24,0.27,0.23,0.26,0.23,0.18,0.23,0.24,0.21,0.24,0.19,0.22,0.24,0.25,0.22,0.23,0.22,0.22,0.2,0.23,0.0,0.21,0.23,0.2,0.18,0.21,0.24,0.17,0.2,0.21,0.23,0.21,0.22,0.24,0.19,0.23,0.19,0.21,0.21,0.23,0.18,0.21,0.22,0.19,0.19,0.2,0.18,0.21,0.2,0.2,0.2,0.2,0.21,0.24,0.2,0.2,0.2,0.19,0.17,0.2,0.25,0.18,0.18,0.17,0.0,0.17,0.0,0.19,0.2,0.19,0.21,0.19,0.21,0.21,0.19,0.19,0.2,0.21,0.19,0.34,0.2,0.2,0.19,0.19,0.0,0.16,0.2,0.0,0.17,0.17,0.0,0.18,0.19,0.18,0.18,0.21,0.19,0.19,0.16,0.21,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.21,0.0,0.18,0.22,0.2,0.0,0.0,0.17,0.19,0.16,0.2,0.17,0.0,0.21,0.17,0.17,0.17,0.0,0.18,0.16,0.17,0.2,0.17,0.0,0.18,0.17,0.17,0.17,0.19,0.17,0.0,0.19,0.16,0.18,0.19,0.0,0.17,0.0,0.19,0.17,0.18,0.18,0.0,0.18,0.2,0.17,0.17,0.17,0.0,0.0,0.17,0.0,0.17,0.17,0.17,0.18,0.18,0.17,0.2,0.21,0.18,0.0,0.17,0.16,0.16,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.6
08/05/2021,0.63,0.24,0.33,0.26,0.3,0.32,0.0,0.26,0.27,0.24,0.28,0.22,0.23,0.21,0.22,0.22,0.26,0.25,0.22,0.25,0.22,0.24,0.24,0.25,0.24,0.25,0.24,0.21,0.23,0.25,0.23,0.23,0.23,0.25,0.22,0.23,0.22,0.22,0.24,0.23,0.26,0.26,0.25,0.25,0.24,0.26,0.23,0.24,0.23,0.19,0.23,0.24,0.21,0.24,0.2,0.22,0.24,0.25,0.22,0.23,0.22,0.23,0.2,0.23,0.0,0.21,0.23,0.2,0.18,0.21,0.24,0.17,0.2,0.21,0.23,0.21,0.22,0.24,0.19,0.23,0.19,0.2,0.21,0.23,0.18,0.21,0.22,0.19,0.19,0.2,0.18,0.21,0.2,0.19,0.2,0.2,0.22,0.24,0.2,0.19,0.2,0.2,0.17,0.2,0.24,0.18,0.18,0.17,0.17,0.18,0.0,0.19,0.19,0.19,0.21,0.18,0.21,0.21,0.2,0.19,0.19,0.21,0.19,0.33,0.2,0.2,0.18,0.19,0.0,0.0,0.22,0.0,0.17,0.0,0.0,0.17,0.2,0.18,0.18,0.21,0.19,0.19,0.0,0.21,0.18,0.19,0.2,0.19,0.18,0.18,0.19,0.21,0.17,0.18,0.23,0.2,0.0,0.0,0.17,0.19,0.16,0.2,0.17,0.0,0.21,0.17,0.17,0.0,0.0,0.18,0.0,0.17,0.2,0.17,0.0,0.18,0.17,0.17,0.17,0.18,0.17,0.0,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.19,0.17,0.18,0.18,0.0,0.18,0.2,0.17,0.17,0.17,0.0,0.0,0.18,0.0,0.17,0.17,0.17,0.18,0.18,0.17,0.2,0.21,0.18,0.0,0.17,0.16,0.16,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.16,0.0,0.0,0.0,0.17,0.16,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.57
08/06/2021,0.6,0.24,0.33,0.27,0.3,0.32,0.0,0.25,0.28,0.24,0.28,0.21,0.23,0.22,0.23,0.23,0.26,0.25,0.21,0.25,0.22,0.24,0.25,0.25,0.25,0.24,0.24,0.21,0.23,0.25,0.23,0.23,0.23,0.25,0.21,0.24,0.22,0.21,0.23,0.23,0.26,0.26,0.25,0.25,0.24,0.27,0.23,0.25,0.23,0.19,0.22,0.24,0.21,0.26,0.2,0.22,0.24,0.26,0.21,0.23,0.22,0.23,0.19,0.23,0.0,0.22,0.22,0.2,0.18,0.21,0.24,0.18,0.2,0.21,0.23,0.21,0.22,0.24,0.19,0.22,0.19,0.2,0.21,0.22,0.18,0.21,0.22,0.19,0.19,0.19,0.18,0.22,0.2,0.2,0.21,0.22,0.22,0.24,0.2,0.19,0.2,0.2,0.17,0.2,0.24,0.18,0.18,0.17,0.17,0.17,0.0,0.2,0.19,0.19,0.21,0.19,0.21,0.21,0.2,0.19,0.19,0.22,0.19,0.33,0.21,0.2,0.18,0.19,0.0,0.16,0.22,0.16,0.17,0.0,0.0,0.18,0.2,0.19,0.18,0.21,0.19,0.19,0.0,0.21,0.18,0.2,0.2,0.19,0.18,0.17,0.19,0.21,0.17,0.18,0.23,0.2,0.0,0.0,0.17,0.2,0.0,0.21,0.17,0.0,0.21,0.17,0.17,0.0,0.0,0.17,0.0,0.17,0.19,0.17,0.0,0.17,0.18,0.17,0.17,0.19,0.17,0.0,0.19,0.0,0.18,0.19,0.0,0.18,0.0,0.18,0.18,0.18,0.18,0.0,0.17,0.2,0.18,0.17,0.17,0.16,0.0,0.17,0.0,0.0,0.18,0.17,0.18,0.18,0.17,0.21,0.21,0.18,0.0,0.17,0.16,0.16,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.17,0.16,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.67
08/09/2021,0.6,0.24,0.32,0.27,0.3,0.33,0.0,0.26,0.26,0.24,0.29,0.26,0.23,0.22,0.23,0.22,0.27,0.25,0.22,0.25,0.22,0.25,0.25,0.23,0.25,0.25,0.25,0.2,0.23,0.25,0.24,0.23,0.23,0.25,0.23,0.23,0.22,0.25,0.24,0.23,0.26,0.26,0.25,0.26,0.24,0.26,0.23,0.24,0.23,0.2,0.22,0.22,0.21,0.26,0.22,0.21,0.24,0.25,0.21,0.24,0.23,0.23,0.19,0.23,0.0,0.22,0.25,0.19,0.18,0.21,0.24,0.18,0.2,0.2,0.22,0.19,0.22,0.25,0.0,0.23,0.19,0.21,0.2,0.21,0.18,0.21,0.22,0.18,0.18,0.19,0.18,0.21,0.2,0.2,0.21,0.21,0.22,0.25,0.2,0.19,0.19,0.2,0.17,0.2,0.25,0.21,0.18,0.0,0.17,0.18,0.16,0.2,0.18,0.2,0.21,0.18,0.2,0.21,0.2,0.19,0.18,0.22,0.19,0.39,0.35,0.19,0.19,0.18,0.16,0.16,0.22,0.16,0.0,0.0,0.0,0.18,0.19,0.19,0.18,0.21,0.19,0.19,0.16,0.2,0.19,0.2,0.2,0.18,0.17,0.17,0.19,0.21,0.16,0.19,0.22,0.2,0.0,0.0,0.18,0.2,0.0,0.21,0.17,0.0,0.22,0.17,0.17,0.0,0.0,0.17,0.16,0.17,0.21,0.17,0.0,0.18,0.17,0.17,0.17,0.18,0.17,0.0,0.18,0.0,0.18,0.19,0.0,0.18,0.0,0.18,0.18,0.18,0.18,0.0,0.17,0.2,0.18,0.17,0.18,0.0,0.0,0.2,0.0,0.0,0.17,0.0,0.19,0.18,0.18,0.21,0.21,0.19,0.0,0.18,0.16,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.19,0.0,0.16,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.97
