,688202.SS,Cash,688202.SS.1,688202.SS.2,688202.SS.3,688202.SS.4,688202.SS.5,688202.SS.6,BRK.B,JPM,V,MA,BAC,WFC,C,MS,GS,BLK,AMT,688202.SS.7,SCHW,AXP,SPGI,PLD,CCI,PNC,USB,CME,TFC,EQIX,MMC,CB,COF,ICE,BX,MCO,PGR,AON,PSA,TROW,MET,MSCI,SPG,DLR,BK,AIG,PRU,ALL,TRV,DFS,SBAC,WELL,KKR,AFL,FRC,CSGP,SIVB,WLTW,AVB,AMP,CBRE,AJG,STT,FITB,EQR,SYF,WY,ARE,O,NTRS,HIG,EXR,VTR,INVH,HBAN,NDAQ,KEY,CFG,ESS,RF,MAA,SUI,MTB,ALLY,PEAK,DRE,MKTX,CINF,VICI,MKL,BXP,PFG,RJF,ACGL,UDR,SBNY,WPC,APO,CPT,CBOE,FDS,ELS,FNF,BRO,NLY,IRM,L,HST,MPW,EQH,LNC,LPLA,AMH,VER,WRB,EWBC,GLPI,IVZ,REG,RE,JLL,CMA,WAL,COLD,FHN,AIZ,Y,CUBE,LAMR,KIM,GL,TW,AGNC,CONE,BEN,ZION,AFG,OHI,ATH,STOR,FRT,LSI,NNN,CBSH,RGA,REXR,STWD,VOYA,AIRC,RNR,KRC,SEIC,PBCT,VNO,ORI,ARES,FFIN,FAF,COIN,JEF,SF,BRX,SLM,FR,PNFP,PB,JHG,EGP,SNV,AMG,ACC,CFR,OPEN,FCNCA,PRI,BPOP,HTA,UNM,COR,MORN,DEI,SLG,SRC,OMF,CUZ,VLY,CG,IBKR,GBCI,CACC,NYCB,OZK,LAZ,ESNT,RYN,NRZ,UBSI,SIGI,THG,ERIE,Dj U.S. Financials Index Swap Societe Generale,Dj U.S. Financials Index Swap Bank Of America Na,Dj U.S. Financials Index Swap Citibank Na,Dj U.S. Financials Index Swap Bnp Paribas,Dj U.S. Financials Index Swap Credit Suisse International,Dj U.S. Financials Index Swap Ubs Ag,Dj U.S. Financials Index Swap Goldman Sachs International,Dj U.S. Financials Index Swap Morgan Stanley & Co. International Plc,SUM
07/09/2021,50.35,32.46,21.5,13.4,12.91,12.87,10.55,9.77,5.23,4.67,3.93,3.17,3.09,1.86,1.45,1.36,1.28,1.23,1.22,1.22,1.08,1.07,0.98,0.88,0.84,0.8,0.77,0.76,0.74,0.72,0.71,0.71,0.69,0.66,0.66,0.58,0.57,0.54,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.4,0.39,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.15
07/12/2021,0.0,32.46,0.0,0.0,0.0,0.0,0.0,0.0,5.23,4.67,3.93,3.17,3.09,1.86,1.45,1.36,1.28,1.23,1.22,0.0,1.08,1.07,0.98,0.88,0.84,0.8,0.77,0.76,0.74,0.72,0.71,0.71,0.69,0.66,0.66,0.58,0.57,0.54,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.4,0.39,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,50.35,21.5,13.4,12.91,12.87,10.55,9.77,1.22,231.15
07/13/2021,0.0,32.46,0.0,0.0,0.0,0.0,0.0,0.0,5.23,4.67,3.93,3.17,3.09,1.86,1.45,1.36,1.28,1.23,1.22,0.0,1.08,1.07,0.98,0.88,0.84,0.8,0.77,0.76,0.74,0.72,0.71,0.71,0.69,0.66,0.66,0.58,0.57,0.54,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.4,0.39,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,50.35,21.5,13.4,12.91,12.87,10.55,9.77,1.22,231.15
07/14/2021,0.0,32.46,0.0,0.0,0.0,0.0,0.0,0.0,5.23,4.67,3.93,3.17,3.09,1.86,1.45,1.36,1.28,1.23,1.22,0.0,1.08,1.07,0.98,0.88,0.84,0.8,0.77,0.76,0.74,0.72,0.71,0.71,0.69,0.66,0.66,0.58,0.57,0.54,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.4,0.39,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,50.35,21.5,13.4,12.91,12.87,10.55,9.77,1.22,231.15
07/15/2021,0.0,32.46,0.0,0.0,0.0,0.0,0.0,0.0,5.23,4.67,3.93,3.17,3.09,1.86,1.45,1.36,1.28,1.23,1.22,0.0,1.08,1.07,0.98,0.88,0.84,0.8,0.77,0.76,0.74,0.72,0.71,0.71,0.69,0.66,0.66,0.58,0.57,0.54,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.4,0.39,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,50.35,21.5,13.4,12.91,12.87,10.55,9.77,1.22,231.15
07/16/2021,0.0,32.46,0.0,0.0,0.0,0.0,0.0,0.0,5.23,4.67,3.93,3.17,3.09,1.86,1.45,1.36,1.28,1.23,1.22,0.0,1.08,1.07,0.98,0.88,0.84,0.8,0.77,0.76,0.74,0.72,0.71,0.71,0.69,0.66,0.66,0.58,0.57,0.54,0.45,0.45,0.44,0.44,0.43,0.42,0.41,0.41,0.4,0.39,0.37,0.36,0.35,0.34,0.34,0.34,0.33,0.33,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.27,0.26,0.26,0.26,0.25,0.25,0.24,0.22,0.22,0.21,0.21,0.21,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,50.35,21.5,13.4,12.91,12.87,10.55,9.77,1.22,231.14999999999998
