,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,JNJ,NVDA,HD,BRK.B,UNH,JPM,TGT,ADBE,WMT,ACN,V,INTC,NKE,TSLA,PG,F,MA,COST,CMCSA,LOW,PYPL,IDXX,LLY,TXN,TMO,ORCL,PEP,CVS,EL,ABBV,CSCO,LRCX,BAC,INTU,KR,DIS,VZ,CDNS,CRM,VIAC,AVGO,BMY,T,AMD,MRK,MTD,AZO,PFE,AMGN,MCO,AMAT,CI,ORLY,WBA,PM,IBM,SNPS,ABT,EW,NOW,NFLX,DPZ,BBY,VTRS,LEN,MS,DHR,CHTR,QCOM,SPGI,FAST,CBRE,URI,C,ANTM,DG,KHC,CNC,BIIB,OMC,ZTS,GWW,UPS,TSN,ROKU,CL,ADSK,CLX,POOL,MMM,TSCO,KO,MTCH,WAB,TROW,HSY,GILD,FTNT,FDX,EBAY,SYF,PINS,LDOS,SWKS,PHM,NEE,WRK,YUM,VRSN,DOCU,FIS,HON,QRVO,CAT,BKNG,CHRW,CDW,CTAS,ITW,RMD,LUMN,ZM,TJX,W,SHW,ALGN,EA,DE,GPC,MMC,ATVI,MRNA,CARR,MCD,ALXN,KMB,SSNC,MU,ULTA,CMI,CTXS,ALLY,CERN,MO,XOM,JCI,MNST,MSI,BLK,ETSY,HPQ,HUM,TT,CVX,RNG,GE,LH,BK,MET,PGR,WAT,SJM,ETN,VRTX,EMR,NOC,SYY,LB,ROK,UNP,DELL,TER,BURL,A,SQ,WST,STX,CFG,IT,CRWD,AJG,ISRG,PH,J,GNRC,AON,BF.B,SYK,MASI,AAP,BX,SNAP,FISV,COF,IP,LMT,MDT,DLR,GRMN,SUI,USD,PANW,SBUX,1164.HK,CTSH,GE.,NUE,KLAC,HPE,WFC,DLTR,ADP,PSA,SCHW,ALL,n/a,DRI,SGEN,PAYX,BBWI WI,STLA.MI,PNC,REGN,ADI,HUBS,NTAP,ESZ1,PKI,--,PLD,VMW,ADM,TXT,WDC,VLO,WHR,OXY,WM,EPAM,GD,EXR,ON,MAA,SUM
08/26/2021,5.18,5.14,3.11,2.05,1.87,1.83,1.09,1.07,0.98,0.92,0.83,0.82,0.77,0.8,0.78,0.74,0.66,0.63,0.67,0.7,0.64,0.5,0.54,0.58,0.55,0.56,0.48,0.44,0.58,0.49,0.53,0.53,0.51,0.5,0.49,0.48,0.51,0.34,0.44,0.47,0.53,0.43,0.27,0.33,0.44,0.46,0.4,0.41,0.38,0.41,0.39,0.4,0.4,0.48,0.35,0.37,0.35,0.32,0.35,0.34,0.4,0.33,0.3,0.35,0.34,0.3,0.26,0.34,0.31,0.42,0.23,0.35,0.35,0.32,0.3,0.32,0.31,0.32,0.27,0.3,0.28,0.3,0.26,0.25,0.28,0.25,0.26,0.26,0.25,0.32,0.16,0.25,0.3,0.24,0.25,0.24,0.25,0.26,0.2,0.25,0.25,0.24,0.24,0.28,0.25,0.24,0.23,0.0,0.18,0.21,0.19,0.2,0.27,0.26,0.2,0.21,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.23,0.23,0.2,0.21,0.18,0.21,0.17,0.26,0.23,0.19,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.2,0.18,0.18,0.18,0.2,0.18,0.19,0.18,0.17,0.16,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.15,0.17,0.19,0.17,0.18,0.16,0.17,0.16,0.0,0.0,0.16,0.15,0.16,0.0,0.16,0.18,0.0,0.18,0.17,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.15,0.16,0.0,0.3,0.16,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.0,0.21,0.0,0.2,0.0,0.18,0.0,0.16,0.0,0.3,0.28,0.19,0.18,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.46
08/27/2021,5.16,5.1,3.15,2.06,1.89,1.85,1.07,1.06,0.97,0.92,0.83,0.82,0.76,0.8,0.77,0.73,0.66,0.63,0.67,0.7,0.64,0.52,0.54,0.58,0.55,0.55,0.48,0.44,0.56,0.49,0.52,0.53,0.5,0.49,0.49,0.48,0.51,0.34,0.44,0.47,0.51,0.43,0.27,0.33,0.44,0.47,0.4,0.41,0.37,0.4,0.39,0.4,0.4,0.47,0.35,0.37,0.35,0.32,0.35,0.34,0.4,0.33,0.31,0.35,0.34,0.3,0.26,0.33,0.34,0.41,0.23,0.35,0.35,0.32,0.3,0.32,0.31,0.31,0.27,0.3,0.28,0.3,0.26,0.25,0.28,0.24,0.25,0.26,0.25,0.32,0.16,0.25,0.3,0.24,0.25,0.24,0.25,0.26,0.21,0.25,0.25,0.23,0.24,0.28,0.25,0.24,0.23,0.16,0.18,0.21,0.2,0.2,0.27,0.26,0.19,0.22,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.16,0.22,0.19,0.22,0.23,0.2,0.21,0.18,0.21,0.17,0.25,0.23,0.19,0.0,0.18,0.2,0.17,0.2,0.18,0.16,0.2,0.17,0.18,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.16,0.18,0.17,0.18,0.16,0.15,0.0,0.16,0.15,0.16,0.0,0.16,0.18,0.0,0.18,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.3,0.16,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.0,0.21,0.0,0.2,0.0,0.18,0.0,0.17,0.0,0.3,0.28,0.19,0.17,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.17,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.36
08/30/2021,5.12,5.06,3.17,2.06,1.9,1.85,1.06,1.08,0.96,0.92,0.82,0.85,0.76,0.8,0.77,0.74,0.65,0.63,0.66,0.69,0.64,0.51,0.53,0.58,0.55,0.56,0.47,0.44,0.56,0.49,0.53,0.53,0.5,0.49,0.49,0.49,0.52,0.34,0.45,0.47,0.51,0.43,0.27,0.34,0.46,0.46,0.4,0.4,0.37,0.4,0.39,0.41,0.4,0.46,0.34,0.37,0.36,0.32,0.35,0.34,0.41,0.33,0.31,0.35,0.34,0.31,0.25,0.34,0.33,0.4,0.23,0.36,0.35,0.32,0.3,0.32,0.32,0.32,0.28,0.31,0.28,0.29,0.26,0.24,0.28,0.24,0.25,0.26,0.25,0.32,0.16,0.25,0.28,0.23,0.26,0.24,0.25,0.25,0.2,0.26,0.25,0.23,0.24,0.29,0.25,0.25,0.24,0.16,0.18,0.21,0.2,0.2,0.27,0.26,0.2,0.22,0.19,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.16,0.22,0.19,0.23,0.23,0.2,0.22,0.18,0.21,0.17,0.25,0.24,0.19,0.0,0.18,0.19,0.17,0.21,0.18,0.16,0.2,0.17,0.19,0.18,0.2,0.19,0.19,0.18,0.19,0.17,0.0,0.19,0.16,0.0,0.16,0.19,0.19,0.0,0.16,0.19,0.16,0.19,0.16,0.18,0.16,0.0,0.0,0.17,0.15,0.16,0.0,0.15,0.18,0.0,0.18,0.16,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.31,0.0,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.16,0.2,0.0,0.18,0.0,0.16,0.0,0.31,0.29,0.17,0.17,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.4
08/31/2021,5.11,5.03,3.18,2.09,1.92,1.87,1.05,1.1,0.96,0.92,0.82,0.85,0.75,0.8,0.76,0.74,0.66,0.63,0.66,0.7,0.63,0.52,0.53,0.58,0.55,0.56,0.48,0.43,0.56,0.5,0.52,0.53,0.49,0.49,0.5,0.48,0.51,0.35,0.45,0.47,0.51,0.43,0.26,0.34,0.45,0.47,0.41,0.4,0.37,0.41,0.38,0.41,0.38,0.45,0.34,0.37,0.37,0.32,0.34,0.34,0.41,0.33,0.31,0.35,0.33,0.31,0.26,0.34,0.32,0.4,0.23,0.36,0.35,0.32,0.3,0.32,0.31,0.32,0.28,0.3,0.28,0.29,0.26,0.24,0.27,0.25,0.25,0.26,0.25,0.32,0.16,0.24,0.28,0.23,0.26,0.24,0.25,0.25,0.21,0.26,0.25,0.23,0.24,0.29,0.25,0.25,0.24,0.16,0.18,0.21,0.2,0.19,0.28,0.26,0.2,0.22,0.19,0.21,0.2,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.22,0.23,0.2,0.22,0.18,0.21,0.17,0.24,0.24,0.19,0.0,0.18,0.19,0.17,0.2,0.19,0.16,0.2,0.17,0.19,0.18,0.2,0.19,0.19,0.18,0.18,0.17,0.0,0.19,0.16,0.0,0.16,0.19,0.19,0.0,0.17,0.19,0.16,0.18,0.16,0.18,0.16,0.15,0.0,0.16,0.15,0.15,0.0,0.0,0.18,0.0,0.18,0.16,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.32,0.15,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.15,0.0,0.16,0.2,0.0,0.18,0.0,0.16,0.0,0.31,0.29,0.16,0.18,0.18,0.19,0.17,0.0,0.17,0.0,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.42
09/01/2021,5.1,5.02,3.17,2.08,1.91,1.87,1.05,1.09,0.96,0.92,0.82,0.85,0.75,0.8,0.76,0.74,0.65,0.63,0.65,0.7,0.63,0.52,0.53,0.57,0.55,0.56,0.48,0.43,0.55,0.5,0.52,0.53,0.49,0.49,0.49,0.48,0.51,0.35,0.45,0.47,0.51,0.43,0.26,0.34,0.45,0.47,0.41,0.4,0.37,0.41,0.38,0.41,0.38,0.45,0.34,0.37,0.36,0.32,0.34,0.34,0.41,0.33,0.31,0.35,0.33,0.31,0.26,0.34,0.32,0.4,0.23,0.36,0.35,0.32,0.3,0.31,0.31,0.32,0.28,0.3,0.28,0.29,0.26,0.24,0.27,0.25,0.25,0.26,0.25,0.32,0.16,0.24,0.28,0.23,0.25,0.23,0.25,0.25,0.21,0.26,0.25,0.23,0.24,0.29,0.25,0.25,0.24,0.16,0.18,0.21,0.2,0.19,0.28,0.26,0.19,0.22,0.19,0.21,0.2,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.22,0.19,0.22,0.22,0.2,0.22,0.18,0.21,0.17,0.24,0.24,0.19,0.0,0.18,0.19,0.17,0.2,0.19,0.16,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.0,0.19,0.16,0.0,0.16,0.19,0.19,0.15,0.17,0.19,0.16,0.18,0.16,0.18,0.16,0.0,0.0,0.16,0.0,0.0,0.15,0.0,0.18,0.0,0.18,0.16,0.0,0.17,0.16,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.16,0.0,0.32,0.15,0.18,0.25,0.16,0.0,0.0,0.0,0.16,0.0,0.22,0.16,0.2,0.0,0.18,0.0,0.16,0.0,0.31,0.29,0.16,0.17,0.18,0.19,0.17,0.0,0.17,0.15,0.0,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.3
09/02/2021,5.23,5.06,3.23,2.12,1.91,1.87,1.05,1.09,0.97,0.91,0.81,0.83,0.75,0.8,0.76,0.74,0.65,0.63,0.65,0.71,0.63,0.51,0.52,0.58,0.55,0.55,0.49,0.44,0.56,0.5,0.53,0.53,0.49,0.49,0.5,0.48,0.51,0.35,0.44,0.47,0.51,0.43,0.26,0.34,0.44,0.46,0.41,0.4,0.37,0.41,0.38,0.41,0.38,0.45,0.34,0.37,0.36,0.31,0.34,0.34,0.41,0.32,0.31,0.35,0.34,0.31,0.26,0.34,0.32,0.4,0.23,0.35,0.36,0.32,0.3,0.32,0.31,0.32,0.28,0.3,0.28,0.29,0.26,0.24,0.27,0.24,0.25,0.26,0.25,0.32,0.16,0.24,0.27,0.23,0.26,0.23,0.25,0.25,0.21,0.26,0.25,0.23,0.24,0.29,0.24,0.26,0.23,0.16,0.18,0.21,0.2,0.19,0.27,0.25,0.2,0.22,0.18,0.21,0.2,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.18,0.16,0.21,0.19,0.22,0.22,0.2,0.22,0.18,0.21,0.16,0.23,0.24,0.18,0.0,0.18,0.19,0.17,0.2,0.18,0.16,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.0,0.18,0.16,0.18,0.16,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.18,0.0,0.18,0.16,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.16,0.0,0.32,0.15,0.18,0.24,0.16,0.0,0.0,0.0,0.17,0.16,0.23,0.16,0.2,0.0,0.18,0.0,0.16,0.0,0.31,0.28,0.16,0.17,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.17,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.44
09/03/2021,5.2,5.04,3.28,2.12,1.92,1.87,1.05,1.08,0.97,0.91,0.81,0.83,0.74,0.8,0.76,0.74,0.64,0.63,0.64,0.72,0.63,0.51,0.51,0.58,0.56,0.55,0.49,0.43,0.55,0.5,0.52,0.53,0.5,0.5,0.49,0.48,0.51,0.35,0.44,0.47,0.51,0.43,0.26,0.34,0.45,0.47,0.41,0.4,0.37,0.41,0.38,0.41,0.38,0.44,0.34,0.37,0.36,0.32,0.34,0.35,0.41,0.33,0.31,0.35,0.34,0.31,0.26,0.34,0.32,0.41,0.23,0.35,0.36,0.32,0.31,0.32,0.31,0.32,0.28,0.3,0.28,0.29,0.25,0.24,0.27,0.24,0.25,0.26,0.25,0.32,0.16,0.25,0.27,0.24,0.26,0.23,0.25,0.26,0.2,0.26,0.25,0.24,0.24,0.29,0.24,0.25,0.23,0.16,0.18,0.21,0.2,0.19,0.28,0.25,0.2,0.22,0.18,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.0,0.21,0.18,0.22,0.23,0.2,0.22,0.18,0.21,0.17,0.23,0.23,0.19,0.0,0.18,0.19,0.17,0.2,0.18,0.16,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.0,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.16,0.18,0.16,0.18,0.16,0.15,0.0,0.17,0.0,0.0,0.0,0.0,0.18,0.0,0.18,0.16,0.0,0.17,0.16,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.32,0.16,0.18,0.24,0.16,0.0,0.0,0.0,0.16,0.16,0.24,0.16,0.21,0.0,0.18,0.0,0.16,0.0,0.31,0.27,0.16,0.17,0.18,0.18,0.17,0.0,0.16,0.15,0.0,0.16,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.48999999999998
09/06/2021,5.24,5.01,3.26,2.09,1.89,1.85,1.05,1.08,0.97,0.91,0.82,0.83,0.74,0.8,0.76,0.74,0.63,0.62,0.64,0.71,0.63,0.51,0.5,0.58,0.56,0.55,0.49,0.44,0.55,0.49,0.53,0.53,0.5,0.5,0.5,0.45,0.51,0.34,0.43,0.47,0.53,0.43,0.27,0.34,0.44,0.47,0.4,0.39,0.37,0.4,0.38,0.41,0.37,0.45,0.34,0.37,0.36,0.33,0.33,0.36,0.42,0.33,0.32,0.35,0.34,0.32,0.27,0.34,0.32,0.42,0.23,0.35,0.36,0.32,0.3,0.32,0.31,0.33,0.28,0.3,0.28,0.29,0.25,0.24,0.27,0.25,0.26,0.26,0.25,0.32,0.15,0.25,0.25,0.24,0.26,0.23,0.25,0.26,0.22,0.26,0.25,0.23,0.24,0.29,0.24,0.25,0.22,0.16,0.18,0.21,0.2,0.2,0.28,0.25,0.2,0.21,0.18,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.0,0.21,0.18,0.23,0.23,0.2,0.22,0.18,0.21,0.16,0.25,0.23,0.19,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.2,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.18,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.15,0.16,0.19,0.15,0.18,0.16,0.18,0.16,0.15,0.0,0.17,0.15,0.0,0.0,0.0,0.18,0.0,0.18,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.0,0.16,0.0,0.32,0.15,0.18,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.26,0.16,0.21,0.0,0.18,0.0,0.15,0.0,0.31,0.26,0.17,0.17,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.35999999999999
09/07/2021,5.27,5.02,3.28,2.09,1.9,1.86,1.06,1.1,0.98,0.9,0.82,0.83,0.73,0.8,0.77,0.75,0.63,0.62,0.63,0.72,0.63,0.5,0.5,0.59,0.57,0.55,0.49,0.44,0.55,0.49,0.53,0.53,0.5,0.51,0.49,0.44,0.51,0.35,0.44,0.47,0.52,0.43,0.27,0.35,0.45,0.47,0.41,0.39,0.37,0.41,0.38,0.41,0.38,0.45,0.35,0.37,0.36,0.33,0.34,0.36,0.42,0.33,0.32,0.36,0.35,0.33,0.27,0.34,0.31,0.41,0.23,0.35,0.36,0.32,0.3,0.32,0.31,0.33,0.28,0.3,0.28,0.28,0.25,0.24,0.26,0.25,0.26,0.26,0.25,0.32,0.15,0.24,0.25,0.24,0.26,0.23,0.26,0.26,0.22,0.26,0.25,0.24,0.24,0.29,0.24,0.25,0.22,0.16,0.18,0.21,0.19,0.2,0.28,0.25,0.2,0.23,0.18,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.0,0.21,0.18,0.23,0.23,0.2,0.22,0.18,0.22,0.16,0.26,0.23,0.19,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.19,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.15,0.18,0.16,0.18,0.16,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.19,0.0,0.19,0.17,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.33,0.15,0.18,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.21,0.0,0.18,0.0,0.15,0.0,0.31,0.26,0.17,0.17,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52
09/08/2021,5.27,5.02,3.28,2.09,1.9,1.86,1.06,1.1,0.98,0.9,0.82,0.83,0.73,0.8,0.77,0.75,0.63,0.62,0.63,0.72,0.63,0.5,0.5,0.59,0.57,0.55,0.49,0.44,0.55,0.49,0.53,0.53,0.5,0.51,0.49,0.44,0.51,0.35,0.44,0.47,0.52,0.43,0.27,0.35,0.45,0.47,0.41,0.39,0.37,0.41,0.38,0.41,0.38,0.45,0.35,0.37,0.36,0.33,0.34,0.36,0.42,0.33,0.32,0.36,0.35,0.33,0.27,0.34,0.31,0.41,0.23,0.35,0.36,0.32,0.3,0.32,0.31,0.33,0.28,0.3,0.28,0.28,0.25,0.24,0.26,0.25,0.26,0.26,0.25,0.32,0.15,0.24,0.25,0.24,0.26,0.23,0.26,0.26,0.22,0.26,0.25,0.24,0.24,0.29,0.24,0.25,0.22,0.16,0.18,0.21,0.19,0.2,0.28,0.25,0.2,0.23,0.18,0.21,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.0,0.21,0.18,0.23,0.23,0.2,0.22,0.18,0.22,0.16,0.26,0.23,0.19,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.19,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.15,0.18,0.16,0.18,0.16,0.0,0.0,0.16,0.0,0.15,0.0,0.0,0.19,0.0,0.19,0.17,0.0,0.17,0.16,0.0,0.15,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.33,0.15,0.18,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.0,0.16,0.21,0.0,0.18,0.0,0.15,0.0,0.31,0.26,0.17,0.17,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.52
09/09/2021,5.26,5.01,3.27,2.09,1.9,1.86,1.06,1.1,0.97,0.9,0.82,0.82,0.73,0.8,0.77,0.75,0.63,0.62,0.63,0.71,0.63,0.5,0.5,0.59,0.56,0.55,0.49,0.44,0.55,0.49,0.53,0.53,0.5,0.51,0.49,0.44,0.51,0.35,0.43,0.47,0.52,0.43,0.27,0.35,0.45,0.47,0.41,0.39,0.37,0.41,0.38,0.41,0.38,0.45,0.34,0.37,0.36,0.33,0.34,0.36,0.42,0.32,0.31,0.35,0.34,0.33,0.27,0.34,0.31,0.41,0.23,0.35,0.36,0.32,0.3,0.32,0.31,0.33,0.28,0.29,0.28,0.28,0.25,0.24,0.26,0.25,0.26,0.26,0.25,0.31,0.15,0.24,0.25,0.24,0.26,0.23,0.26,0.26,0.22,0.26,0.25,0.23,0.24,0.29,0.24,0.25,0.22,0.16,0.18,0.2,0.19,0.2,0.28,0.25,0.2,0.22,0.18,0.2,0.19,0.2,0.0,0.19,0.23,0.21,0.2,0.24,0.19,0.0,0.21,0.18,0.23,0.23,0.2,0.22,0.18,0.21,0.16,0.26,0.23,0.19,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.19,0.17,0.19,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.15,0.19,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.19,0.15,0.18,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.0,0.0,0.0,0.19,0.0,0.19,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.15,0.0,0.17,0.0,0.15,0.16,0.0,0.33,0.15,0.18,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.26,0.16,0.21,0.0,0.18,0.0,0.0,0.0,0.31,0.26,0.17,0.17,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.15,0.2,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.41
09/10/2021,5.37,5.02,3.32,2.13,1.91,1.88,1.04,1.09,0.98,0.89,0.82,0.83,0.73,0.8,0.76,0.75,0.64,0.63,0.63,0.74,0.63,0.51,0.51,0.59,0.55,0.55,0.5,0.44,0.54,0.49,0.54,0.52,0.49,0.51,0.49,0.44,0.51,0.34,0.44,0.47,0.51,0.44,0.26,0.35,0.45,0.48,0.41,0.39,0.37,0.4,0.38,0.41,0.38,0.45,0.34,0.37,0.36,0.33,0.33,0.36,0.42,0.32,0.32,0.36,0.35,0.32,0.28,0.34,0.31,0.41,0.22,0.35,0.36,0.32,0.3,0.32,0.3,0.33,0.27,0.29,0.28,0.28,0.25,0.24,0.26,0.24,0.26,0.26,0.25,0.31,0.15,0.24,0.25,0.24,0.26,0.22,0.26,0.25,0.24,0.26,0.24,0.23,0.24,0.29,0.24,0.25,0.22,0.16,0.18,0.2,0.19,0.2,0.28,0.25,0.2,0.21,0.18,0.2,0.19,0.2,0.0,0.19,0.23,0.21,0.19,0.25,0.18,0.0,0.2,0.18,0.22,0.23,0.2,0.21,0.18,0.21,0.16,0.27,0.23,0.18,0.0,0.19,0.19,0.17,0.2,0.18,0.16,0.19,0.17,0.19,0.18,0.2,0.18,0.19,0.17,0.19,0.16,0.15,0.18,0.16,0.0,0.16,0.19,0.18,0.0,0.16,0.2,0.15,0.18,0.16,0.17,0.16,0.15,0.0,0.16,0.15,0.0,0.0,0.0,0.18,0.0,0.19,0.16,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.15,0.16,0.0,0.32,0.16,0.18,0.23,0.16,0.0,0.0,0.0,0.16,0.16,0.26,0.16,0.2,0.0,0.18,0.0,0.15,0.0,0.3,0.26,0.17,0.17,0.18,0.18,0.17,0.0,0.16,0.0,0.0,0.16,0.0,0.0,0.15,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.53
