,FNCL 3 6.11,FNCI 2 6.12,T 0.25 06.30.25,FNCL 2.5 6.11,FNCI 2.5 6.12,G2SF 2.5 6.13,T 0.375 11.30.25,FNCL 2 6.13,T 0.25 07.31.25,T 0.25 05.31.25,T 0.25 08.31.25,G2SF 3 6.11,T 0.25 10.31.25,T 0.375 04.15.24,T 0.375 01.31.26,T 0.25 06.15.24,T 0.375 09.15.24,T 2.25 03.31.24,T 0.25 05.15.24,T 0.375 12.31.25,T 0.375 04.30.25,T 0.375 08.15.24,T 1.125 08.15.40,T 0.5 02.28.26,T 0.75 03.31.26,T 0.375 07.15.24,T 1.125 02.15.31,T 0.25 09.30.25,INTC 4.6 03.25.40,T 1.875 08.31.24,T 1.75 08.15.41,AMP 4.5 05.13.32,RL 2.95 06.15.30,JEF 2.625 10.15.31,BC 2.4 08.18.31,TD 3.2 03.10.32 MTN,ALLY 8 11.01.31 *,T 0.75 04.30.26,XOM 2.709 03.06.25,BHF 5.625 05.15.30,TPR 3.05 03.15.32,AWK 3.45 06.01.29,XOM 2.992 03.19.25,BBY 1.95 10.01.30,AVT 3 05.15.31,T 0.5 03.31.25,ANTM 2.25 05.15.30,NFG 2.95 03.01.31,BRKHEC 6.125 04.01.36,BEN 1.6 10.30.30,T 2.5 04.30.24,HCSERV 2.2 06.01.30 144A,PFG 2.125 06.15.30,DKS 3.15 01.15.32,ORIX 4 04.13.32,T 2.375 08.15.24,EQNR 2.875 04.06.25,IBM 3.625 02.12.24,BMW 4.15 04.09.30 144A,CI 3.25 04.15.25 *,AXP 0.75 11.03.23,PL 3.4 01.15.30 144A,SRC 2.1 03.15.28,CNA 2.05 08.15.30,KHC 6.5 02.09.40,ONT 3.2 05.16.24,NUE 2.7 06.01.30,FLEX 4.875 05.12.30,MO 2.45 02.04.32,BRITEL 5.125 12.04.28,MSI 2.3 11.15.30,AN 2.4 08.01.31,CBAAU 1.125 06.15.26 144A,FNMA 0.75 10.08.27,DQE 2.532 10.01.30 144A,SPG 2.25 01.15.32,COST 1.6 04.20.30,VNO 3.4 06.01.31,ETR 2.8 06.15.30,AAP 3.9 04.15.30,FLEX 4.875 06.15.29,EIX 6.65 04.01.29,BKH 2.5 06.15.30,PM 3.375 08.15.29,EQIX 2.15 07.15.30,PDM 3.15 08.15.30,PVH 4.625 07.10.25,ONT 0.625 01.21.26,HD 5.4 09.15.40,NDASS 1.5 09.30.26 144A,OVV 5.375 01.01.26,FLEX 3.75 02.01.26,VTRS 4.55 04.15.28,JBL 3.6 01.15.30,GILD 3.5 02.01.25,SUMIBK 2.222 09.17.31,BNL 2.6 09.15.31,HRB 2.5 07.15.28,WFC 3 02.19.25 MTN,CVX 1.554 05.11.25,OKE 4.35 03.15.29,AMT 2.7 04.15.31,MSI 2.75 05.24.31,MBGGR 2.125 03.10.25 144A,WFC 3 04.22.26,BACR 4.375 01.12.26,NEU 2.7 03.18.31,AIZ 2.65 01.15.32,CI 2.4 03.15.30,MS 3.625 01.20.27,CS 3.7 02.21.25,PKI 2.55 03.15.31,ARW 3.25 09.08.24,AVGO 4.15 04.15.32 144A,PRI 2.8 11.19.31,JPM 3.9 07.15.25,MSI 4.6 05.23.29,RDSALN 2.375 11.07.29,SPG 3.375 12.01.27,MO 4.8 02.14.29,MUFG 1.412 07.17.25,PENSKE 4 07.15.25 144A,PRU 2.85 05.15.30,AVGO 3.419 04.15.33 144A,AAPL 2.2 09.11.29,OFC 2.75 04.15.31,SPG 2.65 07.15.30,STOR 2.75 11.18.30,C 3.3 04.27.25,BLK 3.5 03.18.24,MUFG 3.741 03.07.29,HPQ 4 04.15.29,SUMIBK 3.04 07.16.29,BXP 3.25 01.30.31,ADSK 2.4 12.15.31,JPM 5.5 10.15.40,CVX 3.85 01.15.28,LSELN 2.5 04.06.31 144A,EIX 4.125 03.15.28,DXC 2.375 09.15.28,FNMA 0.375 08.25.25,ARCC 3.875 01.15.26,DQE 2.775 01.07.32 144A,SVELEV 1.3 02.10.28 144A,CE 1.4 08.05.26,CI 2.375 03.15.31,C 3.7 01.12.26,RABOBK 3.375 05.21.25 MTN,MTNA 4.25 07.16.29,MS 4 07.23.25 GMTN,BWP 3.6 09.01.32,CI 4.8 08.15.38,NSANY 2 03.09.26 144A,CME 3 03.15.25,ORCL 3.25 05.15.30,EXPE 3.25 02.15.30,ULFP 3.5 06.15.29 144A,T 2 08.15.25,MS 3.875 01.27.26 GMTN,RPRX 3.3 09.02.40,ITC 2.95 05.14.30 144A,RDSALN 3.25 05.11.25,VFC 2.95 04.23.30,MS 3.875 04.29.24 F,WFC 3 10.23.26,AMCR 2.63 06.19.30,FHLMC 0.375 09.23.25,RPRX 1.2 09.02.25,MPC 4.7 05.01.25,TVA 5.25 09.15.39,WFC 4.15 01.24.29 MTN,BNS 1.3 06.11.25,HPQ 3.4 06.17.30,GLENLN 2.5 09.01.30 144A,LAZ 4.5 09.19.28,MUFG 2.193 02.25.25,WU 2.75 03.15.31,WFC 3.55 09.29.25 MTN,PNW 2.6 08.15.29,AKERBP 3.75 01.15.30 144A,MET 5.875 02.06.41,LNT 4.1 09.26.28,ISPIM 3.25 09.23.24 XR,RY 0.65 07.29.24,LLOYDS 4.45 05.08.25,EIX 5.75 06.15.27,FLS 2.8 01.15.32,SPG 3.5 09.01.25,MPLX 4.875 06.01.25,KFW 0.25 03.08.24,MAR 4.65 12.01.28 AA,BRX 2.5 08.16.31,LNC 3.8 03.01.28,MTNA 4.55 03.11.26,WSTP 2.35 02.19.25,ANTM 3.5 08.15.24,ET 4.05 03.15.25,JBL 1.7 04.15.26,DUK 6 12.01.39,CI 4.5 02.25.26 *,FNCL 3 7.11,FNCI 2 7.12,FNCL 2.5 7.11,FNCI 2.5 7.12,G2SF 2.5 7.13,FNCL 2 7.13,G2SF 3 7.11,T 0.75 08.31.26,T 1.5 02.15.25,SRE 6 10.15.39,MBGGR 1.45 03.02.26 144A,T 0.875 01.31.24,T 0.75 12.31.23,VTRS 2.3 06.22.27,VTRS 3.95 06.15.26,NSANY 1.85 09.16.26 144A,JEF 4.15 01.23.30,MUFG 3.287 07.25.27,FHLB 0.5 04.14.25,PL 4.3 09.30.28 144A,PARA 4.2 05.19.32,TELEFO 7.045 06.20.36,GLENLN 6.9 11.15.37 144A,KMPR 3.8 02.23.32,VNO 2.15 06.01.26,PWR 2.9 10.01.30,MS 6.25 08.09.26 MTN,OKB 0.5 09.16.24,T 1.375 11.15.40,BHI 3.337 12.15.27,VTRS 1.65 06.22.25,AVT 5.5 06.01.32,NEDWBK 1.75 01.15.25 144A,FFHCN 4.85 04.17.28,AMT 3.95 03.15.29,ULFP 4.125 09.20.28 144A,T 2.25 08.15.27,ICE 3.75 09.21.28,T 1.5 08.15.26,T 0.25 03.15.24,ELV 2.25 05.15.30,TAP 5 05.01.42,CNO 5.25 05.30.29,KMI 6.95 01.15.38 MTN,AWK 4.45 06.01.32,FLS 3.5 10.01.30,ET 2.9 05.15.25,MPLX 4 02.15.25,WMB 6.3 04.15.40,n/a,SUM
06/02/2022,4.94,4.38,4.11,3.29,3.07,2.7,2.45,2.36,2.33,2.2,2.14,1.94,1.91,1.79,1.42,1.3,1.28,1.24,1.09,1.02,1.01,0.93,0.93,0.93,0.88,0.71,0.43,0.43,0.34,0.34,0.33,0.3,0.29,0.27,0.26,0.26,0.23,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.18,0.18,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.88
06/21/2022,0.0,0.0,3.26,0.0,0.0,0.0,2.15,0.0,2.87,1.68,2.73,0.0,1.67,2.0,1.25,1.15,1.25,1.51,0.96,0.9,1.07,0.82,0.97,0.81,0.77,0.63,0.17,0.37,0.29,0.3,0.39,0.31,0.24,0.24,0.22,0.22,0.19,0.18,0.18,0.19,0.17,0.17,0.17,0.17,0.19,0.23,0.17,0.16,0.18,0.16,0.49,0.14,0.15,0.14,0.15,0.24,0.17,0.14,0.14,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.12,0.12,0.12,0.12,0.13,0.11,0.11,0.11,0.11,0.11,0.12,0.11,0.11,0.12,0.11,0.11,0.1,0.12,0.14,0.1,0.1,0.11,0.1,0.1,0.1,0.14,0.1,0.1,0.09,0.14,0.1,0.13,0.09,0.09,0.09,0.09,0.11,0.09,0.09,0.1,0.1,0.08,0.09,0.09,0.08,0.08,0.09,0.1,0.1,0.08,0.09,0.08,0.13,0.08,0.1,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.12,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.07,0.09,0.1,0.07,0.07,0.07,0.07,0.08,0.0,0.07,0.07,0.08,0.0,0.08,0.09,0.0,0.1,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.0,0.08,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.74,3.91,3.05,3.03,2.91,2.23,2.19,0.92,0.43,0.13,0.12,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.41
07/04/2022,0.0,0.0,3.05,0.0,0.0,0.0,2.01,0.0,3.09,1.57,2.98,0.0,1.56,1.86,1.17,1.07,1.17,1.67,0.9,0.84,1.0,0.76,1.0,0.76,0.72,0.58,0.16,0.35,0.27,0.28,0.37,0.29,0.23,0.22,0.21,0.21,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.18,0.21,0.0,0.15,0.19,0.15,0.45,0.13,0.14,0.13,0.15,0.23,0.16,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.12,0.11,0.11,0.13,0.11,0.11,0.11,0.14,0.11,0.12,0.1,0.11,0.1,0.1,0.1,0.13,0.1,0.1,0.11,0.11,0.1,0.12,0.11,0.16,0.1,0.09,0.13,0.09,0.09,0.09,0.13,0.09,0.09,0.09,0.13,0.09,0.13,0.09,0.08,0.09,0.08,0.1,0.08,0.08,0.1,0.1,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.09,0.08,0.09,0.08,0.12,0.11,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.11,0.07,0.07,0.07,0.0,0.07,0.08,0.09,0.08,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.08,0.07,0.0,0.07,0.09,0.0,0.09,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.11,0.08,0.07,0.0,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,0.0,4.83,3.99,3.13,3.09,2.96,2.28,2.23,0.86,0.4,0.12,0.12,0.13,0.13,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.08,0.0,0.41,0.25,0.25,0.2,0.16,0.1,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,72.12
