,AAPL,MSFT,AMZN,GOOGL,GOOG,NVDA,TSLA,JPM,V,UNH,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,ABBV,NKE,TMO,CVX,MRK,WMT,ACN,LLY,DHR,TXN,MCD,MDT,QCOM,UPS,ORCL,LIN,UNP,BMY,NEE,C,AMGN,LOW,INTU,SBUX,MS,BLK,GS,AMAT,AMT,TGT,CAT,AMD,GE,AXP,DE,CVS,SCHW,CHTR,SPGI,ANTM,BKNG,PLD,MU,LRCX,MDLZ,GILD,TJX,COP,CI,PNC,CSX,CME,EQIX,GM,MMC,ATVI,CB,COF,BDX,FDX,CL,NSC,ILMN,EW,ICE,ITW,ADSK,APD,ADI,BSX,REGN,MCO,ETN,HUM,EMR,PGR,F,IDXX,WM,BIIB,FCX,ECL,VRTX,NEM,ROP,JCI,KLAC,LHX,DOW,TEL,TROW,EBAY,TT,A,MET,EXC,SLB,MSCI,SPG,APTV,DLR,INFO,APH,ALXN,BAX,PH,PPG,EA,SRE,BK,ALL,PRU,STZ,MPC,SYY,HPQ,TRV,PXD,MSI,MAR,IFF,TDG,GIS,DFS,KMI,YUM,CTAS,HLT,WELL,CMI,WBA,MTD,AFL,SWK,CTVA,ADM,ROK,WMB,MCK,AME,GLW,PEG,FAST,ZBRA,PCAR,AVB,VRSK,AWK,ANSS,KR,CBRE,STT,ES,KEYS,AMP,AJG,EQR,DAL,BLL,FITB,WST,LH,SYF,VFC,LYB,O,KHC,OXY,HSY,WY,ETSY,ED,OKE,BBY,WAT,RSG,4970.T,STATE STREET ESG LIQUID RESERV ESG LIQUID RESERVES F STIF USD,URI,GEN.,FTV,n/a,ALB,NTRS,XYL,HIG,ANET,DLTR,EXR,MLM,TSN,EIX,DVN,HAL,HES,ABC,ESS,VTR,GWW,STX,DRE,AKAM,KMX,PFG,TRMB,CAG,ETR,IEX,RCL,CAH,EMN,BXP,SJM,FMC,BIO,LVS,INCY,PHM,KEY,HRL,LNC,CBOE,HWM,RHI,LDOS,SNA,HAS,JNPR,HSIC,BWA,TAP,NWL,GL,NWSA,DVA,DXC,NLSN,VNO,DISCA,UAA,NWS,SUM
09/10/2021,8.49,7.81,5.2,3.0,2.86,1.95,2.0,1.67,1.33,1.38,1.21,1.22,1.04,1.15,1.08,1.08,0.95,0.8,0.78,0.88,0.75,0.86,0.9,0.79,0.75,0.67,0.74,0.67,0.71,0.77,0.65,0.66,0.7,0.75,0.7,0.72,0.6,0.61,0.63,0.56,0.48,0.56,0.57,0.49,0.5,0.58,0.51,0.44,0.5,0.53,0.47,0.54,0.45,0.48,0.43,0.47,0.41,0.39,0.46,0.39,0.36,0.4,0.39,0.37,0.38,0.38,0.32,0.33,0.35,0.28,0.29,0.29,0.31,0.29,0.26,0.26,0.28,0.25,0.24,0.27,0.21,0.28,0.21,0.28,0.25,0.26,0.22,0.23,0.22,0.23,0.26,0.23,0.22,0.21,0.2,0.3,0.22,0.25,0.22,0.23,0.19,0.22,0.19,0.18,0.2,0.2,0.18,0.18,0.2,0.17,0.16,0.18,0.18,0.18,0.17,0.16,0.17,0.16,0.17,0.16,0.18,0.16,0.17,0.13,0.19,0.15,0.14,0.16,0.16,0.16,0.0,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.12,0.13,0.14,0.12,0.14,0.12,0.14,0.12,0.13,0.11,0.12,0.13,0.11,0.14,0.12,0.12,0.12,0.12,0.13,0.14,0.12,0.1,0.11,0.11,0.12,0.1,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.12,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.09,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.18,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04
09/15/2021,8.19,7.8,5.22,2.97,2.82,1.96,1.99,1.67,1.34,1.34,1.24,1.24,1.06,1.17,1.07,1.1,0.95,0.8,0.79,0.87,0.77,0.86,0.89,0.8,0.76,0.68,0.75,0.66,0.73,0.79,0.65,0.65,0.7,0.76,0.67,0.73,0.61,0.62,0.62,0.57,0.48,0.57,0.57,0.48,0.5,0.58,0.51,0.43,0.51,0.55,0.49,0.54,0.45,0.48,0.44,0.47,0.42,0.39,0.45,0.39,0.37,0.39,0.39,0.37,0.38,0.38,0.31,0.33,0.35,0.29,0.3,0.3,0.31,0.29,0.26,0.25,0.28,0.25,0.24,0.26,0.22,0.29,0.21,0.28,0.25,0.26,0.22,0.23,0.22,0.23,0.26,0.23,0.22,0.22,0.21,0.32,0.22,0.24,0.22,0.23,0.18,0.21,0.19,0.17,0.2,0.21,0.16,0.18,0.2,0.17,0.16,0.18,0.19,0.19,0.17,0.16,0.17,0.17,0.16,0.16,0.19,0.16,0.17,0.13,0.19,0.15,0.14,0.15,0.16,0.16,0.0,0.14,0.13,0.13,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.11,0.14,0.13,0.12,0.12,0.12,0.12,0.14,0.12,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.21,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.97
09/16/2021,8.19,7.81,5.18,2.99,2.85,1.92,2.0,1.69,1.33,1.37,1.25,1.25,1.06,1.17,1.08,1.07,0.96,0.82,0.79,0.85,0.78,0.86,0.87,0.78,0.76,0.68,0.75,0.66,0.71,0.77,0.66,0.65,0.7,0.75,0.66,0.71,0.62,0.63,0.61,0.57,0.49,0.56,0.57,0.48,0.49,0.58,0.51,0.43,0.51,0.53,0.49,0.54,0.45,0.48,0.45,0.47,0.42,0.39,0.44,0.4,0.37,0.39,0.39,0.38,0.38,0.38,0.32,0.33,0.34,0.29,0.3,0.3,0.31,0.29,0.27,0.25,0.29,0.25,0.24,0.26,0.23,0.29,0.21,0.28,0.26,0.26,0.22,0.23,0.22,0.23,0.26,0.23,0.22,0.21,0.21,0.32,0.22,0.24,0.22,0.22,0.19,0.21,0.19,0.18,0.19,0.21,0.16,0.18,0.19,0.17,0.16,0.18,0.19,0.19,0.17,0.16,0.17,0.17,0.16,0.16,0.18,0.16,0.17,0.14,0.19,0.15,0.14,0.15,0.16,0.16,0.0,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.14,0.13,0.13,0.12,0.12,0.13,0.11,0.14,0.13,0.13,0.13,0.12,0.12,0.14,0.12,0.11,0.11,0.12,0.12,0.1,0.12,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.09,0.11,0.1,0.11,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.95000000000002
09/17/2021,8.16,7.93,5.2,3.01,2.86,1.94,2.01,1.67,1.33,1.37,1.25,1.26,1.06,1.16,1.06,1.08,0.89,0.81,0.79,0.86,0.78,0.86,0.88,0.79,0.76,0.68,0.75,0.66,0.71,0.78,0.65,0.64,0.7,0.76,0.65,0.72,0.63,0.63,0.62,0.56,0.48,0.55,0.57,0.48,0.49,0.58,0.5,0.43,0.51,0.55,0.49,0.53,0.45,0.48,0.45,0.47,0.42,0.39,0.45,0.39,0.37,0.39,0.39,0.37,0.37,0.39,0.32,0.34,0.34,0.29,0.3,0.3,0.31,0.29,0.27,0.25,0.28,0.24,0.24,0.26,0.23,0.28,0.21,0.28,0.25,0.27,0.22,0.23,0.22,0.23,0.26,0.24,0.22,0.21,0.21,0.33,0.22,0.24,0.22,0.22,0.18,0.21,0.19,0.18,0.2,0.21,0.16,0.18,0.2,0.17,0.16,0.18,0.19,0.2,0.17,0.16,0.17,0.17,0.16,0.16,0.18,0.16,0.17,0.14,0.19,0.15,0.14,0.15,0.16,0.16,0.0,0.14,0.14,0.13,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.12,0.14,0.13,0.12,0.12,0.12,0.13,0.11,0.14,0.12,0.13,0.13,0.12,0.12,0.14,0.12,0.11,0.11,0.12,0.12,0.1,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.24,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.05
09/20/2021,8.16,8.04,5.23,3.02,2.87,1.93,2.04,1.67,1.33,1.38,1.25,1.24,1.06,1.16,1.07,1.1,0.92,0.82,0.79,0.87,0.78,0.84,0.87,0.79,0.75,0.69,0.75,0.67,0.7,0.77,0.65,0.64,0.7,0.76,0.64,0.71,0.63,0.63,0.62,0.55,0.48,0.55,0.57,0.47,0.48,0.58,0.51,0.43,0.52,0.55,0.47,0.54,0.44,0.47,0.46,0.47,0.43,0.39,0.45,0.39,0.37,0.38,0.39,0.37,0.37,0.39,0.33,0.34,0.34,0.29,0.31,0.3,0.31,0.3,0.28,0.25,0.28,0.25,0.24,0.26,0.23,0.28,0.21,0.28,0.26,0.27,0.22,0.23,0.22,0.23,0.26,0.23,0.22,0.22,0.2,0.32,0.22,0.24,0.22,0.23,0.18,0.21,0.19,0.18,0.19,0.21,0.16,0.18,0.19,0.16,0.15,0.18,0.19,0.2,0.16,0.16,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.14,0.19,0.15,0.14,0.15,0.16,0.16,0.0,0.15,0.14,0.13,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.13,0.11,0.14,0.12,0.13,0.13,0.11,0.13,0.14,0.12,0.11,0.11,0.12,0.13,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.25,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.28
09/21/2021,8.06,7.94,5.22,2.97,2.82,1.91,2.05,1.68,1.32,1.4,1.26,1.25,1.05,1.17,1.08,1.09,0.92,0.82,0.79,0.88,0.77,0.84,0.86,0.79,0.74,0.69,0.75,0.67,0.7,0.82,0.65,0.64,0.7,0.75,0.64,0.72,0.63,0.64,0.61,0.53,0.48,0.55,0.57,0.47,0.48,0.56,0.51,0.44,0.52,0.54,0.47,0.53,0.44,0.46,0.45,0.47,0.43,0.38,0.44,0.39,0.38,0.38,0.39,0.37,0.37,0.38,0.33,0.34,0.34,0.29,0.31,0.3,0.32,0.3,0.28,0.25,0.28,0.24,0.24,0.27,0.23,0.28,0.21,0.28,0.26,0.27,0.22,0.23,0.22,0.23,0.26,0.23,0.22,0.22,0.2,0.32,0.22,0.24,0.21,0.23,0.19,0.2,0.19,0.19,0.2,0.21,0.16,0.17,0.19,0.17,0.15,0.18,0.19,0.2,0.17,0.15,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.14,0.19,0.15,0.14,0.15,0.16,0.16,0.0,0.15,0.14,0.12,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.12,0.14,0.13,0.14,0.14,0.12,0.12,0.12,0.13,0.11,0.14,0.12,0.13,0.12,0.11,0.12,0.14,0.12,0.11,0.11,0.12,0.12,0.11,0.12,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.27,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.92
09/22/2021,8.1,7.95,5.32,2.99,2.82,1.93,2.17,1.66,1.32,1.39,1.25,1.24,1.05,1.18,1.06,1.1,0.92,0.83,0.79,0.89,0.78,0.85,0.87,0.79,0.75,0.69,0.76,0.67,0.7,0.83,0.66,0.64,0.73,0.75,0.65,0.72,0.64,0.64,0.62,0.53,0.48,0.5,0.56,0.46,0.49,0.57,0.5,0.44,0.52,0.55,0.47,0.53,0.44,0.47,0.46,0.47,0.43,0.39,0.44,0.39,0.38,0.35,0.4,0.37,0.35,0.37,0.32,0.34,0.34,0.29,0.31,0.3,0.32,0.3,0.28,0.25,0.28,0.25,0.24,0.27,0.26,0.27,0.22,0.28,0.25,0.26,0.22,0.23,0.22,0.23,0.26,0.23,0.22,0.22,0.2,0.33,0.22,0.25,0.22,0.22,0.19,0.21,0.19,0.19,0.2,0.21,0.16,0.17,0.19,0.17,0.16,0.18,0.19,0.19,0.16,0.15,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.14,0.19,0.15,0.14,0.15,0.16,0.16,0.0,0.15,0.13,0.13,0.13,0.15,0.15,0.14,0.14,0.13,0.13,0.14,0.11,0.14,0.13,0.14,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.12,0.13,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.1,0.1,0.12,0.11,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.25,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.28000000000002
09/23/2021,8.07,7.94,5.25,3.0,2.82,1.89,2.13,1.64,1.33,1.39,1.26,1.25,1.06,1.17,1.05,1.1,0.93,0.82,0.81,0.89,0.77,0.85,0.89,0.8,0.76,0.7,0.77,0.68,0.71,0.83,0.66,0.66,0.73,0.76,0.66,0.73,0.64,0.64,0.62,0.54,0.49,0.51,0.56,0.46,0.49,0.58,0.49,0.44,0.52,0.55,0.47,0.52,0.44,0.46,0.45,0.48,0.43,0.38,0.44,0.39,0.38,0.35,0.4,0.37,0.35,0.38,0.33,0.35,0.34,0.29,0.3,0.31,0.32,0.3,0.28,0.25,0.28,0.25,0.24,0.27,0.26,0.28,0.21,0.29,0.25,0.26,0.22,0.23,0.22,0.23,0.26,0.24,0.23,0.22,0.2,0.33,0.22,0.25,0.22,0.22,0.19,0.21,0.19,0.18,0.2,0.21,0.16,0.16,0.19,0.17,0.15,0.18,0.19,0.19,0.16,0.15,0.17,0.16,0.17,0.16,0.18,0.16,0.18,0.14,0.19,0.16,0.14,0.16,0.16,0.16,0.0,0.15,0.13,0.13,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.14,0.12,0.14,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.11,0.1,0.11,0.1,0.11,0.12,0.1,0.1,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.28,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.32
09/24/2021,8.1,7.96,5.23,3.01,2.84,1.9,2.15,1.64,1.33,1.39,1.27,1.25,1.05,1.12,1.05,1.11,0.92,0.82,0.81,0.89,0.77,0.84,0.88,0.8,0.76,0.69,0.77,0.68,0.71,0.84,0.66,0.66,0.73,0.76,0.66,0.74,0.64,0.65,0.62,0.54,0.49,0.52,0.57,0.46,0.49,0.58,0.49,0.44,0.53,0.55,0.48,0.52,0.43,0.46,0.45,0.48,0.43,0.38,0.45,0.38,0.38,0.35,0.4,0.37,0.35,0.38,0.33,0.35,0.34,0.29,0.3,0.31,0.32,0.3,0.29,0.25,0.28,0.25,0.24,0.27,0.26,0.28,0.2,0.28,0.25,0.26,0.22,0.23,0.22,0.23,0.27,0.24,0.22,0.22,0.2,0.33,0.22,0.25,0.22,0.22,0.19,0.2,0.19,0.18,0.2,0.21,0.16,0.16,0.2,0.17,0.16,0.18,0.19,0.19,0.16,0.15,0.17,0.16,0.17,0.16,0.18,0.16,0.17,0.14,0.19,0.16,0.14,0.16,0.16,0.16,0.0,0.15,0.13,0.13,0.13,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.11,0.14,0.12,0.14,0.14,0.12,0.11,0.13,0.13,0.11,0.14,0.13,0.13,0.13,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.1,0.11,0.12,0.1,0.11,0.1,0.09,0.11,0.1,0.12,0.1,0.09,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.1,0.09,0.0,0.0,0.09,0.1,0.0,0.0,0.0,0.0,0.09,0.28,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.35
09/27/2021,8.1,7.91,5.22,2.99,2.82,1.97,2.15,1.69,1.35,1.35,1.25,1.23,1.08,1.13,1.09,1.06,0.91,0.85,0.79,0.94,0.77,0.84,0.87,0.78,0.74,0.68,0.75,0.67,0.71,0.84,0.68,0.65,0.71,0.77,0.65,0.72,0.64,0.64,0.62,0.53,0.47,0.52,0.56,0.46,0.48,0.56,0.51,0.43,0.52,0.56,0.47,0.53,0.44,0.47,0.46,0.46,0.42,0.38,0.45,0.4,0.4,0.35,0.39,0.39,0.34,0.37,0.32,0.36,0.34,0.29,0.31,0.3,0.32,0.3,0.3,0.25,0.29,0.24,0.24,0.26,0.26,0.28,0.2,0.28,0.26,0.25,0.2,0.23,0.22,0.22,0.27,0.24,0.22,0.22,0.2,0.33,0.22,0.24,0.22,0.22,0.18,0.21,0.19,0.19,0.2,0.21,0.16,0.17,0.2,0.16,0.15,0.17,0.19,0.19,0.16,0.15,0.17,0.17,0.17,0.16,0.18,0.16,0.17,0.14,0.19,0.16,0.15,0.15,0.18,0.16,0.0,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.14,0.14,0.11,0.14,0.13,0.14,0.14,0.12,0.11,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.12,0.1,0.1,0.11,0.11,0.1,0.12,0.1,0.11,0.1,0.09,0.11,0.1,0.12,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04
09/28/2021,8.1,7.89,5.23,3.01,2.83,1.93,2.2,1.7,1.37,1.34,1.25,1.23,1.09,1.12,1.1,1.04,0.91,0.86,0.79,0.97,0.77,0.84,0.86,0.78,0.74,0.68,0.75,0.67,0.67,0.84,0.68,0.65,0.71,0.76,0.65,0.72,0.65,0.65,0.62,0.53,0.47,0.52,0.56,0.47,0.47,0.56,0.51,0.43,0.52,0.56,0.47,0.53,0.44,0.46,0.46,0.45,0.42,0.38,0.45,0.4,0.4,0.35,0.39,0.4,0.34,0.37,0.32,0.36,0.33,0.29,0.31,0.3,0.31,0.3,0.31,0.25,0.29,0.24,0.25,0.26,0.26,0.28,0.2,0.28,0.26,0.25,0.19,0.23,0.22,0.22,0.26,0.24,0.22,0.22,0.2,0.34,0.22,0.24,0.22,0.21,0.18,0.2,0.19,0.19,0.2,0.21,0.15,0.17,0.2,0.16,0.15,0.18,0.19,0.19,0.16,0.15,0.17,0.16,0.17,0.16,0.18,0.16,0.17,0.14,0.19,0.16,0.14,0.15,0.18,0.16,0.0,0.14,0.13,0.13,0.13,0.14,0.15,0.14,0.14,0.13,0.14,0.15,0.11,0.14,0.13,0.14,0.14,0.12,0.12,0.13,0.14,0.11,0.13,0.13,0.13,0.12,0.11,0.12,0.13,0.12,0.11,0.11,0.12,0.12,0.11,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.11,0.12,0.11,0.1,0.1,0.11,0.11,0.1,0.12,0.11,0.11,0.1,0.1,0.11,0.1,0.12,0.1,0.1,0.0,0.0,0.09,0.0,0.0,0.09,0.1,0.1,0.09,0.09,0.0,0.09,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.04
