,LIN,SHW,APD,FCX,ECL,NEM,DOW,DD,PPG,IFF,CTVA,NUE,LYB,BLL,IP,VMC,MLM,ALB,AMCR,CE,AVY,EMN,FMC,WRK,CCK,PKG,STLD,RPM,MOS,CF,CLF,RS,SEE,ATR,BERY,SMG,RGLD,AA,SON,OLN,AXTA,LPX,X,VVV,CC,EXP,HUN,ESI,ASH,GPK,AVNT,BCPC,HL,GRA,ARNC,SXT,CMC,SLGN,WLK,FUL,NGVT,CBT,KWR,UFS,LTHM,NEU,CHG.BK,ATI,MTX,SCL,OI,AMRS,TROX,MP,IOSP,CHG.BK.1,CDE,WOR,CMP,KALU,DNMR,CRS,TSE,FOE,MTRN,GEF,SCHN,SWM,USCR,OEC,PLL,GCP,KRA,HCC,PACK,NP,ASIX,CCF,FRTA,CENX,PTVE,KOP,HWKN,MYE,PQG,GLT,SXC,MUX,MERC,CLW,AVD,TG,KRO,USLM,FF,CHG.BK.2,GEF/B,CHG.BK.3,CHG.BK.4,Xab Materials Sep21 Xcme 20210917,Ss Inst Treas Plus Mm Fund Tru Ss Inst Treas Plus Mm Fund Tru,Us Dollar,E-Mini Russ 2000 Sep21 Xcme 20210917,Micro Emin Rus2000sep21 Xcme 20210917,SUM
07/09/2021,12.16,5.6,5.13,4.31,4.31,4.04,3.76,3.38,3.22,2.97,2.64,2.32,2.21,2.12,1.82,1.8,1.73,1.59,1.44,1.41,1.39,1.26,1.12,1.11,1.11,1.03,1.02,0.93,0.9,0.88,0.84,0.77,0.73,0.73,0.7,0.63,0.61,0.56,0.53,0.52,0.52,0.51,0.5,0.47,0.47,0.45,0.45,0.42,0.4,0.38,0.35,0.34,0.32,0.31,0.3,0.3,0.3,0.29,0.28,0.27,0.26,0.26,0.25,0.25,0.23,0.22,0.21,0.21,0.21,0.21,0.21,0.21,0.2,0.18,0.18,0.17,0.17,0.16,0.16,0.16,0.15,0.15,0.14,0.13,0.12,0.12,0.1,0.1,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.07,0.07,0.06,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,99.99
07/12/2021,12.27,5.68,5.16,4.23,4.35,4.08,3.71,3.35,3.27,2.96,2.59,2.31,2.15,2.16,1.84,1.85,1.78,1.59,1.45,1.39,1.39,1.24,1.09,1.1,1.12,1.05,1.03,0.95,0.88,0.86,0.81,0.77,0.73,0.74,0.72,0.62,0.62,0.54,0.54,0.51,0.51,0.5,0.48,0.47,0.45,0.45,0.45,0.42,0.4,0.38,0.35,0.35,0.31,0.31,0.29,0.3,0.29,0.29,0.27,0.27,0.26,0.26,0.26,0.25,0.22,0.22,0.0,0.22,0.21,0.21,0.21,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.16,0.15,0.13,0.15,0.14,0.13,0.12,0.12,0.1,0.1,0.1,0.09,0.08,0.08,0.1,0.08,0.07,0.07,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.0,0.0,0.22,0.19,0.02,0.02,0.02,100.05
07/13/2021,12.27,5.68,5.16,4.23,4.35,4.08,3.71,3.35,3.27,2.96,2.59,2.31,2.15,2.16,1.84,1.85,1.78,1.59,1.45,1.39,1.39,1.24,1.09,1.1,1.12,1.05,1.03,0.95,0.88,0.86,0.81,0.77,0.73,0.74,0.72,0.62,0.62,0.54,0.54,0.51,0.51,0.5,0.48,0.47,0.45,0.45,0.45,0.42,0.4,0.38,0.35,0.35,0.31,0.31,0.29,0.3,0.29,0.29,0.27,0.27,0.26,0.26,0.26,0.25,0.22,0.22,0.0,0.22,0.21,0.21,0.21,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.16,0.15,0.13,0.15,0.14,0.13,0.12,0.12,0.1,0.1,0.1,0.09,0.08,0.08,0.1,0.08,0.07,0.07,0.06,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.0,0.0,0.22,0.19,0.02,0.02,0.02,100.05
07/14/2021,12.19,5.61,5.14,4.24,4.35,4.07,3.73,3.36,3.23,2.92,2.57,2.33,2.18,2.2,1.85,1.84,1.77,1.63,1.43,1.39,1.39,1.24,1.11,1.11,1.13,1.05,1.03,0.94,0.91,0.86,0.85,0.77,0.72,0.73,0.71,0.61,0.61,0.55,0.54,0.51,0.51,0.51,0.51,0.46,0.45,0.44,0.45,0.42,0.4,0.38,0.35,0.34,0.3,0.31,0.3,0.29,0.3,0.29,0.27,0.27,0.26,0.26,0.25,0.25,0.23,0.22,0.0,0.22,0.21,0.2,0.21,0.19,0.18,0.18,0.18,0.0,0.17,0.17,0.16,0.15,0.14,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.1,0.07,0.07,0.07,0.07,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.0,0.0,0.22,0.18,0.02,0.02,0.02,99.97
07/15/2021,12.15,5.63,5.11,4.23,4.35,4.01,3.73,3.39,3.23,2.93,2.59,2.34,2.17,2.19,1.84,1.84,1.75,1.73,1.43,1.4,1.39,1.24,1.12,1.1,1.13,1.04,1.05,0.93,0.91,0.86,0.87,0.77,0.71,0.73,0.7,0.61,0.6,0.55,0.54,0.51,0.51,0.5,0.52,0.46,0.46,0.44,0.45,0.42,0.4,0.38,0.35,0.34,0.3,0.31,0.3,0.29,0.3,0.29,0.27,0.27,0.27,0.26,0.25,0.25,0.24,0.22,0.0,0.22,0.21,0.2,0.2,0.19,0.19,0.18,0.18,0.0,0.16,0.17,0.17,0.15,0.14,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.09,0.09,0.08,0.08,0.1,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.0,0.0,0.22,0.18,0.02,0.02,0.02,99.99
07/16/2021,12.17,5.7,5.13,4.18,4.39,4.07,3.74,3.42,3.23,2.9,2.57,2.31,2.19,2.2,1.84,1.85,1.76,1.73,1.45,1.41,1.39,1.24,1.11,1.09,1.14,1.05,1.03,0.93,0.9,0.85,0.87,0.77,0.71,0.72,0.7,0.61,0.61,0.53,0.54,0.5,0.5,0.49,0.51,0.46,0.45,0.44,0.45,0.42,0.4,0.38,0.35,0.34,0.3,0.31,0.29,0.29,0.3,0.29,0.27,0.27,0.26,0.26,0.25,0.25,0.23,0.22,0.0,0.22,0.21,0.2,0.2,0.18,0.18,0.17,0.18,0.0,0.16,0.17,0.17,0.15,0.13,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.1,0.07,0.08,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.0,0.02,0.0,0.0,0.22,0.18,0.02,0.02,0.02,100.03
07/19/2021,12.3,5.74,5.13,4.04,4.44,4.09,3.71,3.44,3.27,2.88,2.54,2.32,2.17,2.23,1.8,1.88,1.79,1.74,1.45,1.43,1.39,1.23,1.11,1.07,1.13,1.04,1.04,0.93,0.88,0.84,0.82,0.77,0.71,0.73,0.7,0.6,0.62,0.52,0.54,0.49,0.5,0.47,0.49,0.45,0.45,0.44,0.45,0.42,0.41,0.38,0.35,0.34,0.31,0.31,0.28,0.29,0.3,0.29,0.27,0.27,0.26,0.26,0.25,0.25,0.23,0.22,0.0,0.21,0.21,0.2,0.2,0.17,0.18,0.17,0.18,0.0,0.16,0.17,0.19,0.15,0.11,0.15,0.14,0.13,0.12,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.1,0.07,0.07,0.07,0.07,0.07,0.06,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.02,0.0,0.02,0.0,0.0,0.22,0.21,0.02,0.02,0.02,100.01
