,MSFT,AAPL,AMZN,FB,GOOGL,GOOG,NVDA,V,ADBE,CRM,PYPL,MA,CSCO,ORCL,ACN,IBM,NOW,AVGO,INTC,INTU,AMD,QCOM,TXN,XTSLA,NFLX,SQ,ADP,ADSK,MU,AMAT,SNAP,DOCU,TWLO,CRWD,FIS,ZM,SPGI,FISV,BKNG,WDAY,VEEV,UBER,LRCX,MELI,MRVL,TWTR,FTNT,PANW,SNPS,EBAY,CME,OKTA,ICE,CDNS,ATVI,GPN,MSCI,CTSH,XLNX,ADI,HUBS,TTD,ROKU,SPLK,KLAC,EA,WORK,MTCH,HPQ,PAYX,CSGP,INFO,ANSS,MCO,MCHP,ANET,PINS,COUP,NTAP,DDOG,MXIM,NET,VRSN,EPAM,SWKS,ZS,ZBRA,RNG,IT,DELL,CDW,MMC,MSI,AKAM,HPE,MDB,ALGN,PTC,PAYC,ETSY,EFX,WDC,PTON,CTXS,KEYS,AON,STX,JPM,NLOK,CDAY,TRU,TDOC,IQV,FDX,DT,EQIX,FIVN,DLR,TER,NUAN,QRVO,TYL,ZEN,FFIV,VMW,FICO,FLT,VRSK,ENPH,CRL,CVNA,TRMB,EXPE,AVLR,DXC,CERN,OMC,SMAR,MPWR,BR,CHGG,A,MANH,BL,DBX,IPG,SSNC,PFPT,JNPR,NDAQ,ESTC,PCTY,TTWO,JKHY,GDDY,WLTW,ON,ZTS,BBY,IAC,SCHW,APPN,CPRT,EXPD,CREE,Z,VRNS,CGNX,FDS,NTNX,CBRE,BX,SAIL,AYX,LHX,EVBG,RPD,CIEN,GRMN,LSCC,AZPN,MTD,ROP,MKTX,SEDG,AXON,GWRE,PLAN,TXG,JCOM,FLEX,QTWO,SLAB,G,PEGA,BKI,ROK,BAH,IRM,CBOE,RUN,ZNGA,DFS,ACIW,127.HK,USD,RHI,FSLY,JLL,NEWR,NATI,ALLE,TDC,TW,UPWK,WK,AVTR,SPSC,MSTR,SYNA,BISXX,WOLF,n/a,QLYS,SUM
09/22/2021,14.72,12.02,5.99,5.58,4.94,4.84,3.83,2.21,2.23,1.87,1.79,1.63,1.56,1.23,1.14,0.96,0.99,0.88,0.79,0.92,0.73,0.71,0.66,0.59,0.5,0.63,0.43,0.42,0.39,0.42,0.57,0.37,0.54,0.37,0.31,0.25,0.37,0.32,0.33,0.43,0.28,0.3,0.3,0.37,0.31,0.25,0.33,0.33,0.31,0.27,0.22,0.35,0.23,0.28,0.27,0.18,0.26,0.25,0.22,0.37,0.24,0.2,0.15,0.19,0.22,0.17,0.0,0.17,0.16,0.17,0.19,0.19,0.18,0.17,0.18,0.15,0.1,0.13,0.17,0.33,0.0,0.17,0.13,0.17,0.13,0.18,0.16,0.11,0.17,0.14,0.14,0.14,0.13,0.11,0.12,0.17,0.15,0.1,0.15,0.14,0.13,0.1,0.1,0.11,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.1,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.1,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.09,0.06,0.07,0.06,0.07,0.09,0.05,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.07,0.09,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.09,0.09,0.09,0.08,0.06,0.08,0.0,0.0,0.0,0.0,99.04
09/23/2021,14.72,11.99,5.92,5.55,4.96,4.85,3.76,2.24,2.23,1.89,1.78,1.65,1.57,1.25,1.15,0.98,1.0,0.88,0.79,0.92,0.73,0.71,0.66,0.61,0.5,0.63,0.44,0.42,0.39,0.41,0.55,0.37,0.53,0.37,0.32,0.25,0.37,0.33,0.33,0.44,0.28,0.31,0.29,0.36,0.31,0.25,0.33,0.33,0.32,0.27,0.22,0.34,0.24,0.28,0.26,0.18,0.27,0.25,0.22,0.37,0.24,0.2,0.15,0.19,0.21,0.17,0.0,0.16,0.16,0.17,0.19,0.19,0.17,0.17,0.18,0.15,0.1,0.14,0.17,0.34,0.0,0.17,0.13,0.17,0.13,0.18,0.15,0.11,0.17,0.14,0.14,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.15,0.13,0.13,0.1,0.09,0.11,0.13,0.13,0.1,0.31,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.1,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.0,0.06,0.06,0.05,0.05,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.09,0.09,0.09,0.08,0.06,0.08,0.0,0.0,0.0,0.0,99.02
09/24/2021,14.72,12.01,5.89,5.56,4.96,4.86,3.78,2.23,2.24,1.89,1.78,1.63,1.54,1.26,1.15,0.97,1.01,0.87,0.78,0.92,0.74,0.71,0.66,0.6,0.5,0.63,0.43,0.42,0.39,0.41,0.59,0.37,0.54,0.36,0.31,0.24,0.37,0.32,0.33,0.44,0.28,0.34,0.29,0.37,0.31,0.25,0.34,0.33,0.31,0.27,0.22,0.34,0.24,0.28,0.25,0.18,0.27,0.25,0.22,0.37,0.24,0.2,0.15,0.19,0.21,0.16,0.0,0.16,0.15,0.17,0.19,0.19,0.17,0.17,0.18,0.15,0.1,0.14,0.17,0.34,0.0,0.17,0.13,0.17,0.13,0.18,0.15,0.11,0.17,0.14,0.14,0.15,0.13,0.11,0.11,0.17,0.15,0.1,0.15,0.13,0.13,0.09,0.09,0.11,0.13,0.13,0.1,0.3,0.09,0.1,0.1,0.08,0.1,0.08,0.11,0.23,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.09,0.08,0.08,0.07,0.09,0.07,0.07,0.07,0.08,0.1,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.06,0.0,0.07,0.07,0.07,0.1,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.0,0.06,0.06,0.05,0.05,0.07,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,98.99
09/27/2021,14.64,12.03,5.89,5.27,4.93,4.83,3.91,2.27,2.14,1.99,1.8,1.68,1.55,1.27,1.16,0.97,1.0,0.88,0.78,0.94,0.75,0.7,0.67,0.59,0.5,0.65,0.43,0.42,0.39,0.42,0.6,0.37,0.53,0.37,0.31,0.24,0.37,0.33,0.35,0.43,0.27,0.34,0.3,0.37,0.31,0.26,0.34,0.33,0.31,0.27,0.23,0.34,0.24,0.27,0.25,0.18,0.27,0.25,0.22,0.38,0.25,0.21,0.15,0.19,0.22,0.16,0.0,0.16,0.16,0.17,0.18,0.19,0.17,0.17,0.18,0.15,0.1,0.14,0.17,0.34,0.0,0.18,0.13,0.17,0.13,0.18,0.15,0.11,0.18,0.14,0.14,0.15,0.13,0.11,0.12,0.18,0.15,0.1,0.16,0.13,0.13,0.09,0.09,0.11,0.13,0.13,0.1,0.31,0.09,0.11,0.1,0.08,0.1,0.07,0.11,0.23,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.07,0.08,0.07,0.07,0.07,0.08,0.11,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.07,0.07,0.1,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.05,0.07,0.06,0.06,0.07,0.07,0.08,0.04,0.04,0.0,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,99.03
09/28/2021,14.61,12.02,5.9,5.37,4.96,4.85,3.84,2.3,2.11,2.04,1.79,1.69,1.55,1.28,1.15,0.98,1.0,0.88,0.79,0.94,0.74,0.7,0.67,0.6,0.5,0.64,0.43,0.42,0.39,0.42,0.63,0.36,0.52,0.37,0.3,0.23,0.37,0.33,0.35,0.43,0.27,0.35,0.3,0.36,0.32,0.26,0.34,0.34,0.31,0.27,0.23,0.34,0.24,0.27,0.25,0.18,0.27,0.25,0.23,0.38,0.25,0.21,0.15,0.19,0.21,0.16,0.0,0.17,0.16,0.17,0.18,0.19,0.17,0.17,0.18,0.15,0.1,0.14,0.17,0.34,0.0,0.17,0.13,0.17,0.13,0.18,0.15,0.11,0.18,0.14,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.13,0.13,0.11,0.32,0.09,0.11,0.1,0.08,0.1,0.07,0.11,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.07,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.11,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.07,0.07,0.1,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.04,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,99.14
09/29/2021,14.61,12.02,5.9,5.37,4.96,4.85,3.84,2.3,2.11,2.04,1.79,1.69,1.55,1.28,1.15,0.98,1.0,0.88,0.79,0.94,0.74,0.7,0.67,0.6,0.5,0.64,0.43,0.42,0.39,0.42,0.63,0.36,0.52,0.37,0.3,0.23,0.37,0.33,0.35,0.43,0.27,0.35,0.3,0.36,0.32,0.26,0.34,0.34,0.31,0.27,0.23,0.34,0.24,0.27,0.25,0.18,0.27,0.25,0.23,0.38,0.25,0.21,0.15,0.19,0.21,0.16,0.0,0.17,0.16,0.17,0.18,0.19,0.17,0.17,0.18,0.15,0.1,0.14,0.17,0.34,0.0,0.17,0.13,0.17,0.13,0.18,0.15,0.11,0.18,0.14,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.13,0.13,0.11,0.32,0.09,0.11,0.1,0.08,0.1,0.07,0.11,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.07,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.11,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.07,0.07,0.1,0.06,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.04,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.0,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.04,0.0,0.04,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,99.14
09/30/2021,14.51,12.02,5.92,5.43,4.97,4.86,3.8,2.3,2.07,2.02,1.78,1.7,1.55,1.31,1.14,0.99,0.99,0.89,0.8,0.93,0.77,0.71,0.68,0.6,0.51,0.64,0.44,0.43,0.4,0.42,0.61,0.36,0.53,0.36,0.31,0.24,0.37,0.33,0.35,0.43,0.27,0.36,0.3,0.35,0.32,0.26,0.33,0.34,0.3,0.27,0.23,0.32,0.24,0.27,0.25,0.19,0.26,0.26,0.23,0.38,0.25,0.21,0.15,0.19,0.21,0.17,0.0,0.17,0.16,0.17,0.18,0.19,0.17,0.17,0.18,0.15,0.1,0.13,0.18,0.33,0.0,0.16,0.13,0.17,0.13,0.18,0.15,0.11,0.17,0.14,0.15,0.15,0.13,0.11,0.12,0.17,0.15,0.1,0.16,0.14,0.13,0.1,0.09,0.11,0.13,0.13,0.11,0.33,0.09,0.11,0.1,0.08,0.09,0.07,0.11,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.08,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.11,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.07,0.07,0.1,0.06,0.07,0.06,0.07,0.09,0.05,0.05,0.05,0.0,0.0,0.06,0.06,0.05,0.0,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.0,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.04,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,99.14
10/01/2021,15.97,11.97,5.9,6.05,5.2,5.02,3.5,2.22,2.17,1.8,1.59,1.7,1.56,1.32,1.11,0.93,0.91,0.87,0.8,0.75,0.77,0.71,0.66,0.68,0.45,0.47,0.46,0.47,0.42,0.42,0.45,0.41,0.37,0.37,0.38,0.33,0.36,0.35,0.31,0.31,0.31,0.26,0.32,0.31,0.31,0.28,0.31,0.28,0.28,0.26,0.25,0.24,0.24,0.25,0.21,0.22,0.25,0.25,0.22,0.22,0.21,0.23,0.2,0.19,0.21,0.19,0.0,0.17,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.16,0.11,0.12,0.15,0.16,0.14,0.16,0.14,0.16,0.14,0.16,0.16,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.11,0.13,0.11,0.13,0.11,0.11,0.1,0.12,0.12,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.09,0.08,0.09,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,99.1
10/04/2021,15.97,11.97,5.9,6.05,5.2,5.02,3.5,2.22,2.17,1.8,1.59,1.7,1.56,1.32,1.11,0.93,0.91,0.87,0.8,0.75,0.77,0.71,0.66,0.68,0.45,0.47,0.46,0.47,0.42,0.42,0.45,0.41,0.37,0.37,0.38,0.33,0.36,0.35,0.31,0.31,0.31,0.26,0.32,0.31,0.31,0.28,0.31,0.28,0.28,0.26,0.25,0.24,0.24,0.25,0.21,0.22,0.25,0.25,0.22,0.22,0.21,0.23,0.2,0.19,0.21,0.19,0.0,0.17,0.17,0.18,0.19,0.19,0.18,0.17,0.16,0.16,0.11,0.12,0.15,0.16,0.14,0.16,0.14,0.16,0.14,0.16,0.16,0.13,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.15,0.11,0.13,0.11,0.13,0.11,0.11,0.1,0.12,0.12,0.11,0.1,0.09,0.1,0.1,0.09,0.1,0.09,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.1,0.08,0.09,0.09,0.09,0.09,0.1,0.09,0.08,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.08,0.09,0.09,0.08,0.09,0.07,0.06,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.06,0.07,0.06,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.07,0.08,0.04,0.04,0.05,0.04,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.0,0.04,0.0,0.04,0.04,0.0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,99.1
10/05/2021,14.46,12.17,5.94,5.42,4.9,4.76,3.78,2.32,2.05,2.04,1.76,1.73,1.56,1.3,1.14,1.04,0.98,0.89,0.81,0.92,0.76,0.71,0.68,0.6,0.54,0.62,0.45,0.43,0.39,0.4,0.58,0.36,0.51,0.36,0.32,0.24,0.37,0.34,0.35,0.42,0.28,0.35,0.29,0.34,0.31,0.25,0.34,0.34,0.3,0.27,0.24,0.33,0.24,0.27,0.27,0.19,0.26,0.26,0.23,0.38,0.24,0.2,0.15,0.19,0.2,0.19,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.18,0.15,0.1,0.13,0.17,0.34,0.0,0.15,0.13,0.16,0.13,0.18,0.15,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.15,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.12,0.13,0.11,0.34,0.09,0.11,0.1,0.07,0.09,0.07,0.12,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,99.13
10/06/2021,14.46,12.17,5.94,5.42,4.9,4.76,3.78,2.32,2.05,2.04,1.76,1.73,1.56,1.3,1.14,1.04,0.98,0.89,0.81,0.92,0.76,0.71,0.68,0.6,0.54,0.62,0.45,0.43,0.39,0.4,0.58,0.36,0.51,0.36,0.32,0.24,0.37,0.34,0.35,0.42,0.28,0.35,0.29,0.34,0.31,0.25,0.34,0.34,0.3,0.27,0.24,0.33,0.24,0.27,0.27,0.19,0.26,0.26,0.23,0.38,0.24,0.2,0.15,0.19,0.2,0.19,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.18,0.15,0.1,0.13,0.17,0.34,0.0,0.15,0.13,0.16,0.13,0.18,0.15,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.15,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.12,0.13,0.11,0.34,0.09,0.11,0.1,0.07,0.09,0.07,0.12,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.07,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.06,0.05,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.05,0.05,0.05,0.06,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.09,0.09,0.09,0.09,0.06,0.08,0.0,0.0,0.0,0.0,99.13
10/07/2021,14.62,12.09,5.85,5.41,4.93,4.81,3.73,2.37,2.03,2.04,1.77,1.76,1.56,1.32,1.14,1.05,0.99,0.88,0.81,0.92,0.74,0.7,0.67,0.53,0.54,0.61,0.45,0.42,0.38,0.39,0.59,0.36,0.51,0.36,0.32,0.24,0.36,0.34,0.35,0.42,0.27,0.37,0.29,0.34,0.31,0.25,0.34,0.34,0.3,0.26,0.24,0.33,0.24,0.27,0.27,0.19,0.26,0.26,0.23,0.37,0.24,0.2,0.15,0.19,0.2,0.19,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.17,0.15,0.1,0.13,0.17,0.34,0.0,0.15,0.13,0.16,0.13,0.18,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.15,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.12,0.13,0.11,0.34,0.09,0.11,0.1,0.07,0.09,0.07,0.12,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.08,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.05,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.0,0.0,0.0,0.0,99.04999999999998
10/08/2021,14.62,12.09,5.85,5.41,4.93,4.81,3.73,2.37,2.03,2.04,1.77,1.76,1.56,1.32,1.14,1.05,0.99,0.88,0.81,0.92,0.74,0.7,0.67,0.53,0.54,0.61,0.45,0.42,0.38,0.39,0.59,0.36,0.51,0.36,0.32,0.24,0.36,0.34,0.35,0.42,0.27,0.37,0.29,0.34,0.31,0.25,0.34,0.34,0.3,0.26,0.24,0.33,0.24,0.27,0.27,0.19,0.26,0.26,0.23,0.37,0.24,0.2,0.15,0.19,0.2,0.19,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.17,0.15,0.1,0.13,0.17,0.34,0.0,0.15,0.13,0.16,0.13,0.18,0.14,0.11,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.17,0.15,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.12,0.13,0.11,0.34,0.09,0.11,0.1,0.07,0.09,0.07,0.12,0.22,0.09,0.1,0.09,0.1,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.08,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.05,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.09,0.09,0.09,0.09,0.07,0.08,0.0,0.0,0.0,0.0,99.04999999999998
10/11/2021,14.87,12.08,5.83,5.28,4.99,4.86,3.74,2.34,2.01,2.05,1.77,1.71,1.53,1.35,1.14,1.05,0.99,0.88,0.81,0.9,0.76,0.7,0.68,0.52,0.56,0.61,0.46,0.41,0.38,0.39,0.57,0.37,0.5,0.36,0.31,0.23,0.36,0.33,0.35,0.43,0.27,0.37,0.28,0.31,0.33,0.25,0.34,0.35,0.29,0.27,0.24,0.32,0.25,0.26,0.27,0.19,0.26,0.25,0.23,0.37,0.24,0.2,0.15,0.19,0.2,0.18,0.0,0.17,0.16,0.19,0.19,0.19,0.17,0.17,0.17,0.15,0.1,0.13,0.17,0.34,0.0,0.18,0.13,0.17,0.13,0.18,0.14,0.1,0.17,0.15,0.14,0.15,0.13,0.11,0.13,0.16,0.14,0.1,0.16,0.13,0.13,0.1,0.08,0.11,0.12,0.13,0.1,0.34,0.09,0.12,0.1,0.07,0.09,0.07,0.11,0.21,0.08,0.1,0.09,0.09,0.09,0.1,0.07,0.09,0.09,0.07,0.09,0.11,0.08,0.08,0.07,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.1,0.08,0.07,0.09,0.07,0.07,0.06,0.08,0.06,0.0,0.07,0.08,0.07,0.1,0.07,0.07,0.06,0.08,0.09,0.06,0.05,0.05,0.0,0.04,0.06,0.05,0.05,0.04,0.06,0.06,0.07,0.06,0.07,0.08,0.04,0.04,0.05,0.05,0.05,0.04,0.05,0.06,0.04,0.05,0.05,0.04,0.05,0.05,0.05,0.06,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.09,0.08,0.09,0.08,0.09,0.09,0.07,0.08,0.0,0.0,0.0,0.0,99.05
