,TECH,CGNX,MOH,FICO,SEDG,XPO,SBNY,CPT,CDAY,MASI,FDS,GGG,BRO,WSM,MPW,LII,TTC,NDSN,XTSLA,STLD,RH,TREX,RPM,AXON,CREE,JAZZ,FIVE,DAR,DECK,WTRG,CABO,RGEN,LAD,AZPN,HUBB,TRGP,OC,CSL,EWBC,JLL,MIDD,CLF,UGI,RS,Y,NBIX,MKSI,SYNH,OLED,PEN,LEA,WSO,MANH,ATR,FHN,SCI,ACM,RUN,LAMR,AMED,WEX,CONE,CIEN,STOR,OHI,BLDR,SAM,LSI,KSS,AFG,OSK,NNN,ARW,UTHR,CPRI,G,DCI,GNTX,ITT,AGCO,LECO,EHC,PII,BC,JBL,RGLD,CHE,CBSH,HRC,RGA,FSLR,IIVI,AIRC,REXR,SMG,IAA,LSCC,TPX,CROX,PCTY,THC,CASY,WWD,KRC,XEC,SEIC,RNR,ORI,HOG,MAT,AMG,NVST,YETI,CNXC,SKX,SON,ACC,JEF,EGP,BRKS,VAC,BRX,WH,CHDN,SF,FAF,FR,TTEK,OGE,FFIN,SLAB,STAA,HQY,SLM,DKS,COHR,POST,PB,LHCG,PNFP,JHG,EME,ARWR,SRCL,HALO,GMED,FL,BLD,OLN,NYT,TXRH,MDU,TOL,FOXF,MAN,LITE,SNV,BJ,JCOM,CDK,LSTR,CACI,MSA,NCR,X,LFUS,AYI,INGR,CFR,THO,EVR,HELE,EXEL,EQT,LPX,MTZ,VVV,PRI,COR,EXP,KNX,SYNA,CUZ,SRC,SLG,DEI,AEO,NATI,ACHC,CC,AN,RBC,VLY,MMS,KBR,TKR,CFX,VNT,TNL,SAIC,RYN,TDC,FLS,GBCI,OZK,JBLU,OLLI,NYCB,IDA,QDEL,NVT,HXL,ASGN,ESNT,GME,GXO WI,SNX,VSCO WI,CIT,MEDP,FCN,MTG,GXO,VSCO,CLH,IART,VMI,IBKR,SAIA,IRDM,PFGC,WING,ASH,CRUS,SMTC,TNDM,SGMS,USD,APPS,PRGO,PACW,CAR,BYD,COG,n/a,CW,NOV,WOLF,UNM,RRX,ZD,HFC,GT,AVNT,NFG,WTFC,BRKR,SUM
08/26/2021,0.79,0.65,0.65,0.55,0.62,0.37,0.62,0.6,0.6,0.61,0.59,0.56,0.57,0.52,0.5,0.48,0.5,0.53,0.0,0.59,0.5,0.53,0.46,0.51,0.42,0.35,0.54,0.51,0.51,0.46,0.47,0.58,0.42,0.37,0.47,0.42,0.41,0.46,0.44,0.52,0.42,0.46,0.41,0.41,0.4,0.37,0.34,0.38,0.38,0.38,0.37,0.38,0.43,0.37,0.37,0.45,0.39,0.31,0.41,0.25,0.34,0.4,0.37,0.36,0.33,0.44,0.24,0.39,0.39,0.4,0.33,0.35,0.37,0.39,0.37,0.38,0.36,0.32,0.35,0.35,0.35,0.33,0.31,0.33,0.34,0.31,0.32,0.31,0.38,0.34,0.35,0.27,0.33,0.35,0.27,0.3,0.34,0.34,0.4,0.41,0.33,0.32,0.3,0.29,0.26,0.31,0.34,0.32,0.26,0.32,0.29,0.28,0.31,0.29,0.29,0.27,0.29,0.3,0.3,0.25,0.26,0.29,0.27,0.29,0.3,0.32,0.3,0.32,0.3,0.29,0.3,0.27,0.0,0.25,0.31,0.26,0.28,0.28,0.24,0.3,0.31,0.28,0.27,0.26,0.23,0.26,0.26,0.3,0.28,0.31,0.25,0.28,0.28,0.27,0.28,0.28,0.27,0.32,0.24,0.0,0.27,0.26,0.25,0.23,0.31,0.29,0.28,0.25,0.28,0.27,0.24,0.24,0.25,0.0,0.26,0.0,0.23,0.25,0.27,0.27,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.23,0.26,0.26,0.23,0.23,0.23,0.0,0.24,0.25,0.0,0.0,0.22,0.25,0.0,0.0,0.22,0.0,0.0,0.24,0.23,0.0,0.23,0.0,0.24,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.34,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.36
08/27/2021,0.8,0.65,0.66,0.55,0.61,0.38,0.62,0.58,0.6,0.61,0.58,0.55,0.57,0.54,0.5,0.48,0.5,0.53,0.0,0.6,0.5,0.53,0.45,0.5,0.42,0.34,0.55,0.5,0.51,0.46,0.46,0.58,0.43,0.37,0.47,0.42,0.42,0.45,0.44,0.52,0.42,0.48,0.41,0.41,0.4,0.37,0.34,0.38,0.38,0.39,0.37,0.38,0.44,0.37,0.38,0.44,0.4,0.3,0.4,0.25,0.34,0.39,0.37,0.36,0.33,0.44,0.24,0.39,0.39,0.4,0.33,0.34,0.37,0.39,0.38,0.38,0.36,0.32,0.35,0.35,0.35,0.33,0.31,0.34,0.34,0.31,0.31,0.31,0.37,0.34,0.34,0.28,0.33,0.34,0.27,0.3,0.33,0.34,0.4,0.41,0.33,0.31,0.3,0.29,0.26,0.31,0.34,0.31,0.26,0.32,0.29,0.28,0.31,0.29,0.29,0.27,0.28,0.3,0.29,0.25,0.27,0.28,0.28,0.29,0.31,0.32,0.29,0.31,0.3,0.29,0.3,0.27,0.23,0.25,0.31,0.26,0.28,0.28,0.24,0.3,0.31,0.28,0.28,0.26,0.23,0.25,0.26,0.31,0.28,0.31,0.25,0.27,0.29,0.27,0.28,0.28,0.27,0.32,0.24,0.0,0.26,0.25,0.24,0.23,0.32,0.29,0.28,0.24,0.27,0.27,0.23,0.24,0.25,0.0,0.26,0.0,0.23,0.25,0.26,0.27,0.26,0.26,0.25,0.24,0.0,0.0,0.0,0.23,0.24,0.23,0.26,0.26,0.23,0.0,0.23,0.0,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.22,0.22,0.0,0.0,0.24,0.23,0.0,0.24,0.0,0.24,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.25,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.37
08/30/2021,0.81,0.65,0.65,0.55,0.62,0.37,0.62,0.6,0.6,0.59,0.6,0.55,0.57,0.6,0.49,0.48,0.5,0.53,0.0,0.58,0.5,0.53,0.45,0.5,0.41,0.34,0.53,0.51,0.5,0.46,0.47,0.59,0.42,0.37,0.47,0.42,0.42,0.46,0.44,0.51,0.43,0.46,0.4,0.4,0.39,0.37,0.34,0.39,0.37,0.39,0.37,0.38,0.44,0.37,0.38,0.44,0.41,0.3,0.41,0.24,0.34,0.38,0.37,0.36,0.32,0.45,0.23,0.4,0.38,0.39,0.33,0.35,0.38,0.39,0.37,0.38,0.36,0.31,0.35,0.36,0.35,0.32,0.3,0.34,0.34,0.3,0.31,0.31,0.37,0.33,0.34,0.27,0.33,0.34,0.27,0.3,0.34,0.34,0.39,0.41,0.33,0.31,0.3,0.29,0.26,0.31,0.33,0.31,0.25,0.32,0.3,0.28,0.32,0.29,0.28,0.27,0.29,0.31,0.29,0.25,0.27,0.29,0.28,0.3,0.3,0.32,0.3,0.32,0.3,0.29,0.3,0.27,0.23,0.25,0.37,0.26,0.28,0.27,0.24,0.3,0.31,0.28,0.28,0.26,0.23,0.26,0.25,0.3,0.29,0.31,0.26,0.27,0.3,0.27,0.28,0.27,0.27,0.32,0.24,0.0,0.27,0.25,0.24,0.24,0.3,0.29,0.28,0.25,0.27,0.27,0.23,0.24,0.25,0.0,0.27,0.22,0.23,0.25,0.26,0.28,0.26,0.26,0.24,0.24,0.0,0.0,0.0,0.23,0.24,0.24,0.25,0.26,0.0,0.0,0.23,0.0,0.24,0.25,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.36,0.26,0.0,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.4
08/31/2021,0.0,0.65,0.65,0.55,0.63,0.37,0.63,0.6,0.6,0.58,0.59,0.55,0.57,0.58,0.49,0.48,0.49,0.52,0.0,0.59,0.49,0.53,0.45,0.5,0.42,0.33,0.5,0.53,0.49,0.45,0.47,0.59,0.41,0.37,0.47,0.43,0.43,0.46,0.44,0.52,0.43,0.47,0.4,0.41,0.4,0.37,0.35,0.39,0.37,0.38,0.37,0.38,0.44,0.37,0.38,0.44,0.41,0.3,0.41,0.24,0.34,0.38,0.37,0.36,0.32,0.46,0.23,0.39,0.38,0.39,0.34,0.34,0.38,0.39,0.37,0.38,0.36,0.31,0.35,0.36,0.35,0.32,0.29,0.33,0.34,0.31,0.31,0.31,0.37,0.34,0.33,0.28,0.33,0.34,0.27,0.3,0.35,0.35,0.4,0.41,0.33,0.31,0.3,0.29,0.27,0.31,0.33,0.31,0.25,0.32,0.3,0.29,0.32,0.3,0.28,0.27,0.29,0.31,0.29,0.26,0.27,0.29,0.29,0.3,0.31,0.32,0.3,0.32,0.3,0.29,0.3,0.28,0.23,0.25,0.38,0.26,0.28,0.28,0.24,0.31,0.31,0.28,0.29,0.26,0.23,0.26,0.25,0.3,0.3,0.31,0.26,0.27,0.3,0.27,0.28,0.28,0.27,0.32,0.25,0.0,0.27,0.25,0.24,0.24,0.31,0.29,0.28,0.25,0.27,0.27,0.24,0.24,0.25,0.22,0.28,0.0,0.23,0.25,0.26,0.28,0.26,0.27,0.24,0.24,0.0,0.23,0.0,0.23,0.25,0.24,0.25,0.26,0.23,0.0,0.23,0.0,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.22,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.36,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/01/2021,0.0,0.65,0.65,0.55,0.63,0.37,0.63,0.6,0.6,0.58,0.59,0.55,0.57,0.58,0.49,0.48,0.49,0.52,0.0,0.59,0.49,0.53,0.45,0.5,0.42,0.33,0.5,0.53,0.49,0.45,0.47,0.59,0.41,0.37,0.47,0.43,0.43,0.46,0.44,0.52,0.43,0.47,0.4,0.41,0.4,0.37,0.35,0.39,0.37,0.38,0.37,0.38,0.44,0.37,0.38,0.44,0.41,0.3,0.41,0.24,0.34,0.38,0.37,0.36,0.32,0.46,0.23,0.39,0.38,0.39,0.34,0.34,0.38,0.39,0.37,0.38,0.36,0.31,0.35,0.36,0.35,0.32,0.29,0.33,0.34,0.31,0.31,0.31,0.37,0.34,0.33,0.28,0.33,0.34,0.27,0.3,0.35,0.35,0.4,0.41,0.33,0.31,0.3,0.29,0.27,0.31,0.33,0.31,0.25,0.32,0.3,0.29,0.32,0.3,0.28,0.27,0.29,0.31,0.29,0.26,0.27,0.29,0.29,0.3,0.31,0.32,0.3,0.32,0.3,0.29,0.3,0.28,0.23,0.25,0.38,0.26,0.28,0.28,0.24,0.31,0.31,0.28,0.29,0.26,0.23,0.26,0.25,0.3,0.3,0.31,0.26,0.27,0.3,0.27,0.28,0.28,0.27,0.32,0.25,0.0,0.27,0.25,0.24,0.24,0.31,0.29,0.28,0.25,0.27,0.27,0.24,0.24,0.25,0.22,0.28,0.0,0.23,0.25,0.26,0.28,0.26,0.27,0.24,0.24,0.0,0.23,0.0,0.23,0.25,0.24,0.25,0.26,0.23,0.0,0.23,0.0,0.24,0.25,0.0,0.0,0.0,0.25,0.0,0.22,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.36,0.25,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.07
09/02/2021,0.0,0.66,0.65,0.55,0.64,0.37,0.62,0.61,0.61,0.58,0.6,0.56,0.57,0.59,0.5,0.48,0.5,0.54,0.0,0.59,0.5,0.54,0.45,0.52,0.41,0.33,0.5,0.52,0.49,0.47,0.47,0.6,0.41,0.37,0.47,0.42,0.43,0.47,0.43,0.52,0.43,0.46,0.4,0.41,0.39,0.38,0.34,0.39,0.37,0.38,0.37,0.39,0.44,0.37,0.38,0.44,0.4,0.3,0.41,0.24,0.34,0.39,0.37,0.36,0.32,0.46,0.0,0.4,0.38,0.39,0.33,0.35,0.38,0.39,0.36,0.38,0.36,0.31,0.35,0.36,0.35,0.33,0.3,0.33,0.35,0.3,0.31,0.31,0.4,0.33,0.34,0.28,0.34,0.35,0.27,0.3,0.36,0.35,0.4,0.42,0.34,0.31,0.3,0.29,0.28,0.31,0.32,0.31,0.26,0.32,0.3,0.29,0.32,0.3,0.29,0.27,0.29,0.31,0.3,0.26,0.27,0.29,0.28,0.3,0.3,0.33,0.3,0.32,0.3,0.28,0.3,0.29,0.0,0.25,0.39,0.26,0.28,0.27,0.24,0.3,0.31,0.28,0.29,0.26,0.23,0.27,0.24,0.3,0.3,0.31,0.26,0.27,0.3,0.27,0.28,0.28,0.27,0.32,0.24,0.0,0.28,0.25,0.24,0.24,0.3,0.29,0.28,0.24,0.27,0.27,0.24,0.24,0.25,0.0,0.28,0.22,0.23,0.25,0.26,0.28,0.27,0.28,0.24,0.25,0.0,0.0,0.0,0.23,0.25,0.23,0.25,0.26,0.0,0.0,0.23,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.48,0.0,0.0,0.0,0.23,0.0,0.0,0.22,0.36,0.25,0.0,0.22,0.22,0.22,0.27,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.31
09/03/2021,0.0,0.65,0.66,0.55,0.63,0.37,0.62,0.61,0.62,0.57,0.6,0.56,0.57,0.59,0.5,0.48,0.49,0.54,0.0,0.57,0.49,0.53,0.45,0.49,0.41,0.33,0.5,0.51,0.49,0.46,0.48,0.6,0.41,0.37,0.47,0.42,0.42,0.46,0.43,0.52,0.43,0.45,0.4,0.4,0.39,0.38,0.34,0.39,0.37,0.39,0.37,0.38,0.43,0.37,0.38,0.44,0.4,0.3,0.41,0.25,0.34,0.39,0.37,0.37,0.33,0.46,0.0,0.4,0.37,0.4,0.33,0.35,0.38,0.4,0.36,0.38,0.36,0.31,0.34,0.36,0.35,0.33,0.29,0.32,0.35,0.31,0.32,0.31,0.4,0.33,0.34,0.28,0.33,0.35,0.27,0.3,0.35,0.34,0.39,0.42,0.34,0.32,0.3,0.29,0.28,0.31,0.32,0.31,0.25,0.31,0.3,0.29,0.31,0.3,0.28,0.27,0.29,0.31,0.3,0.26,0.27,0.29,0.28,0.3,0.3,0.32,0.3,0.33,0.3,0.28,0.3,0.3,0.0,0.25,0.39,0.26,0.28,0.27,0.25,0.31,0.31,0.28,0.29,0.27,0.23,0.26,0.24,0.3,0.3,0.31,0.26,0.27,0.3,0.27,0.28,0.28,0.27,0.32,0.24,0.0,0.27,0.25,0.25,0.23,0.3,0.29,0.28,0.25,0.27,0.26,0.24,0.24,0.25,0.0,0.27,0.22,0.23,0.25,0.27,0.28,0.27,0.28,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.25,0.25,0.0,0.0,0.23,0.0,0.24,0.26,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.24,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.23,0.0,0.0,0.22,0.35,0.25,0.22,0.0,0.0,0.22,0.26,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13
09/06/2021,0.0,0.65,0.66,0.56,0.63,0.37,0.63,0.62,0.62,0.58,0.61,0.55,0.57,0.57,0.52,0.48,0.48,0.54,0.0,0.56,0.47,0.55,0.44,0.49,0.42,0.34,0.44,0.5,0.47,0.47,0.48,0.61,0.4,0.37,0.46,0.43,0.42,0.45,0.43,0.52,0.42,0.46,0.41,0.39,0.39,0.38,0.34,0.4,0.37,0.39,0.36,0.39,0.43,0.37,0.36,0.45,0.4,0.32,0.42,0.25,0.33,0.4,0.38,0.36,0.33,0.47,0.0,0.41,0.37,0.4,0.33,0.35,0.37,0.39,0.36,0.38,0.33,0.31,0.34,0.35,0.34,0.33,0.28,0.32,0.34,0.3,0.32,0.31,0.42,0.33,0.33,0.27,0.34,0.35,0.27,0.31,0.36,0.35,0.37,0.42,0.34,0.32,0.3,0.29,0.3,0.31,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.31,0.28,0.28,0.3,0.3,0.3,0.26,0.27,0.29,0.28,0.31,0.3,0.32,0.3,0.34,0.3,0.28,0.27,0.31,0.23,0.25,0.39,0.26,0.27,0.27,0.24,0.3,0.31,0.28,0.3,0.27,0.24,0.27,0.25,0.3,0.29,0.32,0.26,0.27,0.3,0.27,0.28,0.28,0.26,0.33,0.24,0.0,0.27,0.25,0.24,0.23,0.3,0.29,0.27,0.24,0.27,0.27,0.24,0.24,0.26,0.23,0.27,0.0,0.23,0.25,0.27,0.28,0.27,0.28,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.24,0.25,0.0,0.0,0.23,0.0,0.24,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.25,0.0,0.49,0.0,0.0,0.0,0.23,0.0,0.0,0.22,0.36,0.24,0.0,0.0,0.0,0.0,0.27,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.18
09/07/2021,0.0,0.65,0.67,0.56,0.62,0.37,0.63,0.62,0.63,0.58,0.61,0.55,0.57,0.57,0.53,0.48,0.49,0.54,0.0,0.56,0.47,0.55,0.44,0.5,0.41,0.34,0.45,0.5,0.47,0.46,0.47,0.62,0.4,0.37,0.46,0.43,0.41,0.45,0.43,0.52,0.42,0.46,0.41,0.4,0.38,0.38,0.34,0.4,0.37,0.39,0.36,0.4,0.44,0.37,0.36,0.45,0.41,0.3,0.42,0.25,0.33,0.41,0.37,0.36,0.33,0.47,0.0,0.41,0.36,0.39,0.32,0.35,0.36,0.39,0.36,0.38,0.33,0.31,0.34,0.35,0.34,0.33,0.29,0.32,0.35,0.31,0.32,0.31,0.42,0.33,0.33,0.27,0.34,0.35,0.27,0.31,0.36,0.35,0.38,0.43,0.34,0.32,0.29,0.29,0.31,0.31,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.28,0.3,0.3,0.31,0.26,0.27,0.29,0.28,0.31,0.3,0.31,0.3,0.34,0.3,0.28,0.27,0.31,0.0,0.25,0.4,0.26,0.27,0.27,0.24,0.3,0.31,0.28,0.29,0.26,0.24,0.27,0.25,0.3,0.29,0.31,0.26,0.27,0.3,0.27,0.28,0.28,0.26,0.34,0.24,0.0,0.27,0.25,0.25,0.23,0.29,0.29,0.26,0.25,0.27,0.26,0.24,0.24,0.26,0.24,0.27,0.0,0.23,0.25,0.28,0.27,0.27,0.28,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.24,0.26,0.22,0.0,0.24,0.0,0.24,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.23,0.24,0.0,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,0.25,0.0,0.0,0.0,0.0,0.27,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2
09/08/2021,0.0,0.65,0.67,0.56,0.62,0.37,0.63,0.62,0.63,0.58,0.61,0.55,0.57,0.57,0.53,0.48,0.49,0.54,0.0,0.56,0.47,0.55,0.44,0.5,0.41,0.34,0.45,0.5,0.47,0.46,0.47,0.62,0.4,0.37,0.46,0.43,0.41,0.45,0.43,0.52,0.42,0.46,0.41,0.4,0.38,0.38,0.34,0.4,0.37,0.39,0.36,0.4,0.44,0.37,0.36,0.45,0.41,0.3,0.42,0.25,0.33,0.41,0.37,0.36,0.33,0.47,0.0,0.41,0.36,0.39,0.32,0.35,0.36,0.39,0.36,0.38,0.33,0.31,0.34,0.35,0.34,0.33,0.29,0.32,0.35,0.31,0.32,0.31,0.42,0.33,0.33,0.27,0.34,0.35,0.27,0.31,0.36,0.35,0.38,0.43,0.34,0.32,0.29,0.29,0.31,0.31,0.32,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.28,0.3,0.3,0.31,0.26,0.27,0.29,0.28,0.31,0.3,0.31,0.3,0.34,0.3,0.28,0.27,0.31,0.0,0.25,0.4,0.26,0.27,0.27,0.24,0.3,0.31,0.28,0.29,0.26,0.24,0.27,0.25,0.3,0.29,0.31,0.26,0.27,0.3,0.27,0.28,0.28,0.26,0.34,0.24,0.0,0.27,0.25,0.25,0.23,0.29,0.29,0.26,0.25,0.27,0.26,0.24,0.24,0.26,0.24,0.27,0.0,0.23,0.25,0.28,0.27,0.27,0.28,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.24,0.26,0.22,0.0,0.24,0.0,0.24,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.23,0.24,0.0,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,0.25,0.0,0.0,0.0,0.0,0.27,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2
09/09/2021,0.0,0.65,0.67,0.56,0.62,0.37,0.63,0.62,0.63,0.58,0.61,0.55,0.57,0.57,0.53,0.48,0.49,0.54,0.0,0.56,0.47,0.54,0.44,0.5,0.41,0.34,0.45,0.5,0.47,0.46,0.47,0.62,0.4,0.37,0.46,0.43,0.41,0.45,0.43,0.52,0.42,0.46,0.41,0.4,0.38,0.38,0.34,0.4,0.37,0.39,0.36,0.39,0.44,0.37,0.36,0.44,0.41,0.3,0.42,0.25,0.33,0.41,0.37,0.36,0.33,0.47,0.0,0.41,0.36,0.39,0.32,0.35,0.36,0.39,0.36,0.38,0.33,0.31,0.34,0.35,0.34,0.33,0.29,0.32,0.35,0.31,0.32,0.31,0.42,0.33,0.33,0.27,0.34,0.35,0.27,0.31,0.36,0.35,0.38,0.43,0.34,0.32,0.29,0.29,0.31,0.31,0.31,0.3,0.25,0.31,0.29,0.29,0.31,0.3,0.27,0.28,0.3,0.3,0.31,0.26,0.27,0.29,0.28,0.31,0.3,0.31,0.3,0.34,0.3,0.28,0.27,0.31,0.0,0.25,0.39,0.26,0.27,0.27,0.24,0.3,0.31,0.28,0.29,0.26,0.24,0.27,0.25,0.3,0.29,0.31,0.26,0.27,0.3,0.26,0.28,0.28,0.26,0.34,0.24,0.0,0.27,0.25,0.25,0.23,0.29,0.29,0.26,0.25,0.27,0.26,0.24,0.24,0.26,0.24,0.27,0.0,0.23,0.25,0.28,0.27,0.27,0.28,0.24,0.25,0.0,0.23,0.0,0.23,0.25,0.23,0.24,0.26,0.22,0.0,0.24,0.0,0.24,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.23,0.24,0.0,0.25,0.0,0.47,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.37,0.25,0.0,0.0,0.0,0.22,0.27,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.13
09/10/2021,0.0,0.65,0.66,0.56,0.61,0.37,0.64,0.62,0.64,0.58,0.61,0.55,0.57,0.55,0.53,0.47,0.48,0.55,0.0,0.56,0.47,0.54,0.43,0.5,0.41,0.34,0.43,0.51,0.48,0.46,0.46,0.64,0.4,0.37,0.45,0.43,0.41,0.45,0.44,0.52,0.41,0.46,0.4,0.4,0.38,0.37,0.35,0.41,0.37,0.39,0.36,0.39,0.43,0.36,0.37,0.44,0.41,0.31,0.42,0.25,0.33,0.41,0.36,0.36,0.33,0.47,0.0,0.41,0.36,0.4,0.32,0.34,0.36,0.39,0.36,0.38,0.32,0.31,0.33,0.35,0.34,0.33,0.28,0.31,0.36,0.31,0.31,0.31,0.42,0.33,0.34,0.27,0.34,0.35,0.27,0.3,0.37,0.35,0.37,0.43,0.34,0.32,0.3,0.3,0.31,0.3,0.31,0.3,0.25,0.31,0.28,0.29,0.31,0.3,0.27,0.28,0.3,0.31,0.31,0.28,0.27,0.29,0.28,0.32,0.3,0.31,0.3,0.34,0.3,0.27,0.25,0.32,0.23,0.24,0.39,0.26,0.27,0.27,0.24,0.31,0.31,0.27,0.29,0.27,0.24,0.27,0.23,0.3,0.29,0.31,0.26,0.27,0.3,0.27,0.27,0.28,0.26,0.34,0.24,0.0,0.27,0.25,0.25,0.23,0.3,0.28,0.26,0.25,0.27,0.26,0.24,0.25,0.26,0.24,0.27,0.0,0.0,0.25,0.28,0.27,0.27,0.28,0.24,0.25,0.0,0.23,0.0,0.0,0.25,0.23,0.0,0.26,0.0,0.0,0.23,0.0,0.24,0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.24,0.23,0.23,0.24,0.0,0.25,0.0,0.46,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.36,0.24,0.0,0.23,0.0,0.0,0.27,0.24,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.03
