,TSLA,AMZN,GOOG,SAM,SQ,FB,BILL,DOCU,CHGG,OKTA,WORK,V,CRM,MA,ISRG,STZ,CGNX,SPGI,NFLX,WAB,ICE,REGN,CMG,RNG,LMT,ALNY,NKE,BPMC,BIIB,ARGX,ADBE,ROST,VRSK,DKNG,SILK,BIGC,SBAC,WHD,Ascendis Pharma A/S ADR,CTRA.JK,Ssc Government Mm Gvmxx,ASND,MPWR,Paylocity Holding Corp,PCTY,n/a,ROK,RBLX,RKLB,KVSB,RELY,GVMXX,SUM
11/03/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/04/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/05/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/08/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/09/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/10/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/11/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/12/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/15/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/16/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/17/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/18/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/19/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/22/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/23/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/24/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/25/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/26/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/29/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
11/30/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
12/01/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
12/02/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.0,1.52,0.0,0.0,0.0,0.0,0.95,100.01999999999998
12/06/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/07/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/08/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/09/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/10/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/13/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/14/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/15/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/16/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/17/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/20/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/21/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/22/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/23/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/24/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/27/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/28/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/29/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/30/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
12/31/2021,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
01/03/2022,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
01/03/2022,5.94,6.72,6.32,1.31,4.25,4.95,6.88,5.35,2.68,3.13,0.0,3.58,3.5,2.39,3.06,3.29,2.03,3.27,3.0,2.43,1.43,3.01,1.84,0.83,0.0,2.1,1.63,1.08,1.11,1.01,1.08,0.0,0.83,1.07,0.67,0.74,1.15,0.77,0.0,0.0,0.0,0.24,1.72,0.0,1.16,0.95,1.52,0.0,0.0,0.0,0.0,0.0,100.01999999999998
