,AAPL,MSFT,AMZN,FB,GOOG,GOOGL,BRK.B,TSLA,JPM,NVDA,JNJ,V,UNH,HD,PG,BAC,DIS,MA,PYPL,ADBE,CMCSA,PFE,CSCO,LLY,KO,VZ,INTC,NFLX,PEP,CRM,ABT,TMO,NKE,XOM,WMT,ABBV,ACN,COST,AVGO,ORCL,MRK,DHR,MCD,T,WFC,CVX,TXN,MDT,QCOM,HON,NEE,LIN,UNP,MS,LOW,C,AMD,INTU,UPS,PM,SBUX,BMY,AMGN,GS,TGT,BA,RTX,MRNA,CAT,BLK,AMAT,ISRG,DE,AXP,CHTR,CVS,NOW,IBM,MMM,SPGI,SCHW,GE.,ZTS,SQ,ADP,ANTM,LMT,MDLZ,SYK,TJX,FIS,BKNG,ZM,PNC,LRCX,COF,USB,MU,CSX,MMC,CB,TFC,SHW,EL,ILMN,ITW,MO,AON,DUK,GILD,ADSK,CI,EW,CME,COP,NSC,FDX,SO,BX,HCA,BDX,ETN,ATVI,MCO,CL,GM,ICE,WM,TMUS,FISV,EMR,ADI,APD,BSX,IDXX,DG,NOC,PGR,NXPI,ECL,EBAY,HUM,D,JCI,BIIB,MSCI,KLAC,ALGN,FCX,CMG,TEL,GPN,LHX,REGN,A,ROP,VRTX,IFF,TROW,SNAP,DXCM,CARR,MRVL,TT,KMB,GD,ROST,F,AEP,NEM,HPQ,APH,ORLY,LULU,MET,DOW,VEEV,CDNS,SNPS,BK,TWTR,FTNT,AIG,ALL,APTV,DFS,CRWD,TEAM,YUM,PPG,TRV,EA,EXC,RMD,WDAY,PRU,MSI,AZO,SRE,IQV,MNST,CTSH,GE,PANW,PH,MCHP,MTD,BAX,MAR,EOG,SYY,HLT,MPC,XLNX,SLB,MTCH,EPAM,PAYX,TTD,ROK,CNC,GIS,AFL,AMP,ADM,PXD,MCK,XEL,PSX,CTAS,GLW,KR,SUM
09/16/2021,6.21,5.1,3.67,2.18,2.04,2.03,1.29,1.32,1.15,1.3,1.06,0.91,0.92,0.86,0.86,0.75,0.8,0.74,0.78,0.77,0.65,0.61,0.59,0.51,0.55,0.54,0.55,0.63,0.53,0.54,0.54,0.54,0.49,0.48,0.5,0.45,0.52,0.5,0.48,0.46,0.45,0.47,0.43,0.41,0.36,0.39,0.42,0.42,0.39,0.37,0.4,0.39,0.34,0.36,0.37,0.32,0.33,0.35,0.33,0.34,0.33,0.31,0.3,0.31,0.29,0.27,0.28,0.33,0.27,0.28,0.3,0.29,0.26,0.26,0.27,0.26,0.29,0.25,0.23,0.26,0.23,0.0,0.24,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.18,0.21,0.16,0.2,0.2,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.19,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.16,0.15,0.15,0.16,0.18,0.17,0.17,0.15,0.15,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.14,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.11,0.1,0.1,0.0,0.0,0.11,0.11,0.1,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.09,0.22,0.11,0.0,0.09,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.70000000000002
09/17/2021,6.22,5.12,3.65,2.16,2.06,2.04,1.3,1.32,1.16,1.28,1.05,0.91,0.94,0.87,0.87,0.76,0.8,0.74,0.77,0.75,0.65,0.59,0.59,0.51,0.55,0.54,0.56,0.62,0.53,0.53,0.53,0.53,0.48,0.49,0.49,0.45,0.51,0.5,0.48,0.46,0.44,0.45,0.43,0.41,0.38,0.4,0.42,0.42,0.39,0.38,0.4,0.39,0.34,0.36,0.37,0.33,0.33,0.35,0.33,0.34,0.33,0.3,0.31,0.32,0.29,0.28,0.28,0.31,0.27,0.28,0.31,0.29,0.26,0.26,0.27,0.26,0.29,0.25,0.23,0.26,0.23,0.0,0.23,0.21,0.21,0.22,0.21,0.21,0.22,0.2,0.19,0.21,0.16,0.2,0.21,0.17,0.18,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.15,0.16,0.16,0.18,0.17,0.17,0.15,0.14,0.16,0.15,0.14,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.11,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.11,0.1,0.1,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.11,0.1,0.0,0.09,0.1,0.11,0.09,0.0,0.1,0.1,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.23,0.11,0.0,0.09,0.0,0.1,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.66000000000003
09/20/2021,6.18,5.24,3.66,2.14,2.08,2.07,1.29,1.34,1.15,1.29,1.04,0.9,0.95,0.86,0.86,0.75,0.8,0.74,0.78,0.77,0.62,0.6,0.58,0.5,0.55,0.54,0.56,0.61,0.53,0.53,0.53,0.53,0.47,0.5,0.49,0.45,0.52,0.5,0.49,0.45,0.44,0.46,0.43,0.41,0.38,0.4,0.43,0.42,0.37,0.37,0.4,0.4,0.33,0.36,0.37,0.33,0.33,0.35,0.33,0.34,0.32,0.3,0.31,0.31,0.29,0.28,0.28,0.32,0.27,0.28,0.31,0.29,0.26,0.26,0.26,0.27,0.29,0.25,0.23,0.26,0.23,0.0,0.23,0.21,0.21,0.23,0.21,0.21,0.22,0.2,0.19,0.21,0.15,0.19,0.21,0.17,0.19,0.2,0.17,0.19,0.18,0.17,0.18,0.18,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.15,0.15,0.16,0.19,0.17,0.17,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.13,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.13,0.13,0.12,0.11,0.11,0.11,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.12,0.12,0.1,0.1,0.1,0.1,0.1,0.09,0.0,0.11,0.11,0.09,0.0,0.1,0.09,0.1,0.1,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.22,0.11,0.0,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.75
09/21/2021,6.12,5.2,3.68,2.11,2.05,2.04,1.3,1.36,1.16,1.27,1.05,0.9,0.96,0.87,0.86,0.76,0.8,0.74,0.77,0.77,0.63,0.59,0.58,0.5,0.54,0.54,0.56,0.63,0.53,0.55,0.53,0.57,0.47,0.49,0.49,0.46,0.51,0.5,0.49,0.45,0.44,0.46,0.44,0.42,0.38,0.4,0.43,0.42,0.36,0.37,0.39,0.39,0.33,0.36,0.38,0.33,0.33,0.35,0.33,0.34,0.32,0.3,0.31,0.3,0.3,0.28,0.28,0.32,0.26,0.27,0.31,0.29,0.25,0.27,0.26,0.27,0.3,0.25,0.23,0.26,0.23,0.0,0.23,0.22,0.21,0.23,0.2,0.21,0.22,0.2,0.19,0.21,0.16,0.19,0.21,0.17,0.19,0.2,0.17,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.15,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.13,0.14,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.11,0.12,0.09,0.0,0.1,0.09,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.22,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67000000000002
09/22/2021,6.12,5.2,3.68,2.11,2.05,2.04,1.3,1.36,1.16,1.27,1.05,0.9,0.96,0.87,0.86,0.76,0.8,0.74,0.77,0.77,0.63,0.59,0.58,0.5,0.54,0.54,0.56,0.63,0.53,0.55,0.53,0.57,0.47,0.49,0.49,0.46,0.51,0.5,0.49,0.45,0.44,0.46,0.44,0.42,0.38,0.4,0.43,0.42,0.36,0.37,0.39,0.39,0.33,0.36,0.38,0.33,0.33,0.35,0.33,0.34,0.32,0.3,0.31,0.3,0.3,0.28,0.28,0.32,0.26,0.27,0.31,0.29,0.25,0.27,0.26,0.27,0.3,0.25,0.23,0.26,0.23,0.0,0.23,0.22,0.21,0.23,0.2,0.21,0.22,0.2,0.19,0.21,0.16,0.19,0.21,0.17,0.19,0.2,0.17,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.15,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.13,0.14,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.11,0.12,0.09,0.0,0.1,0.09,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.22,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67000000000002
09/23/2021,6.12,5.2,3.68,2.11,2.05,2.04,1.3,1.36,1.16,1.27,1.05,0.9,0.96,0.87,0.86,0.76,0.8,0.74,0.77,0.77,0.63,0.59,0.58,0.5,0.54,0.54,0.56,0.63,0.53,0.55,0.53,0.57,0.47,0.49,0.49,0.46,0.51,0.5,0.49,0.45,0.44,0.46,0.44,0.42,0.38,0.4,0.43,0.42,0.36,0.37,0.39,0.39,0.33,0.36,0.38,0.33,0.33,0.35,0.33,0.34,0.32,0.3,0.31,0.3,0.3,0.28,0.28,0.32,0.26,0.27,0.31,0.29,0.25,0.27,0.26,0.27,0.3,0.25,0.23,0.26,0.23,0.0,0.23,0.22,0.21,0.23,0.2,0.21,0.22,0.2,0.19,0.21,0.16,0.19,0.21,0.17,0.19,0.2,0.17,0.19,0.18,0.17,0.17,0.18,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.17,0.15,0.15,0.16,0.19,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.12,0.13,0.11,0.13,0.14,0.13,0.11,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.11,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.09,0.11,0.12,0.09,0.0,0.1,0.09,0.1,0.1,0.11,0.0,0.1,0.0,0.09,0.1,0.0,0.0,0.22,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67000000000002
09/24/2021,6.12,5.21,3.62,2.11,2.06,2.05,1.3,1.35,1.14,1.26,1.06,0.91,0.96,0.88,0.87,0.75,0.76,0.74,0.76,0.77,0.63,0.6,0.57,0.5,0.54,0.55,0.55,0.62,0.54,0.55,0.54,0.58,0.47,0.49,0.5,0.46,0.51,0.5,0.49,0.46,0.45,0.47,0.44,0.42,0.39,0.39,0.43,0.42,0.37,0.37,0.39,0.39,0.33,0.35,0.38,0.32,0.33,0.35,0.33,0.34,0.32,0.3,0.31,0.3,0.3,0.28,0.29,0.33,0.25,0.27,0.3,0.29,0.25,0.27,0.26,0.27,0.3,0.25,0.23,0.27,0.23,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.21,0.19,0.22,0.16,0.19,0.2,0.17,0.19,0.2,0.17,0.19,0.18,0.17,0.18,0.17,0.16,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.15,0.18,0.15,0.15,0.16,0.18,0.17,0.17,0.15,0.14,0.16,0.15,0.14,0.16,0.16,0.13,0.15,0.14,0.23,0.14,0.15,0.15,0.13,0.13,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.1,0.13,0.11,0.12,0.12,0.13,0.13,0.12,0.11,0.1,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.11,0.12,0.09,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.09,0.1,0.0,0.0,0.22,0.11,0.0,0.09,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.67000000000002
09/27/2021,6.12,5.18,3.62,1.99,2.04,2.03,1.29,1.35,1.18,1.3,1.04,0.92,0.93,0.87,0.86,0.78,0.76,0.76,0.77,0.73,0.61,0.59,0.57,0.5,0.53,0.54,0.55,0.63,0.53,0.58,0.53,0.58,0.48,0.51,0.49,0.45,0.52,0.49,0.49,0.46,0.44,0.46,0.44,0.41,0.39,0.41,0.44,0.42,0.36,0.37,0.38,0.39,0.33,0.36,0.38,0.33,0.34,0.36,0.32,0.33,0.32,0.29,0.3,0.3,0.29,0.29,0.29,0.34,0.26,0.27,0.31,0.29,0.25,0.28,0.25,0.26,0.3,0.25,0.23,0.26,0.24,0.0,0.24,0.23,0.21,0.23,0.21,0.21,0.22,0.2,0.18,0.22,0.15,0.2,0.21,0.18,0.19,0.2,0.16,0.19,0.18,0.18,0.17,0.18,0.15,0.17,0.18,0.19,0.16,0.18,0.15,0.17,0.18,0.16,0.19,0.15,0.14,0.16,0.18,0.17,0.16,0.15,0.14,0.16,0.15,0.15,0.15,0.16,0.14,0.15,0.14,0.23,0.14,0.15,0.15,0.13,0.13,0.13,0.14,0.13,0.14,0.13,0.12,0.13,0.11,0.13,0.14,0.13,0.1,0.13,0.12,0.12,0.11,0.13,0.13,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.1,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.09,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.22,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.53000000000002
09/28/2021,6.11,5.17,3.62,2.03,2.05,2.04,1.29,1.39,1.19,1.28,1.03,0.93,0.93,0.87,0.85,0.78,0.76,0.76,0.77,0.72,0.61,0.58,0.57,0.5,0.53,0.54,0.55,0.63,0.53,0.6,0.52,0.58,0.45,0.51,0.49,0.45,0.51,0.51,0.49,0.46,0.44,0.46,0.44,0.41,0.39,0.41,0.44,0.42,0.36,0.37,0.38,0.39,0.33,0.36,0.38,0.33,0.34,0.36,0.32,0.33,0.32,0.29,0.3,0.3,0.29,0.29,0.29,0.32,0.26,0.27,0.31,0.29,0.25,0.28,0.25,0.26,0.3,0.25,0.23,0.26,0.24,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.21,0.18,0.23,0.15,0.2,0.21,0.18,0.19,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.15,0.17,0.18,0.19,0.16,0.18,0.15,0.17,0.18,0.16,0.19,0.15,0.13,0.16,0.18,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.23,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.1,0.13,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.23,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.58000000000001
09/29/2021,6.11,5.17,3.62,2.03,2.05,2.04,1.29,1.39,1.19,1.28,1.03,0.93,0.93,0.87,0.85,0.78,0.76,0.76,0.77,0.72,0.61,0.58,0.57,0.5,0.53,0.54,0.55,0.63,0.53,0.6,0.52,0.58,0.45,0.51,0.49,0.45,0.51,0.51,0.49,0.46,0.44,0.46,0.44,0.41,0.39,0.41,0.44,0.42,0.36,0.37,0.38,0.39,0.33,0.36,0.38,0.33,0.34,0.36,0.32,0.33,0.32,0.29,0.3,0.3,0.29,0.29,0.29,0.32,0.26,0.27,0.31,0.29,0.25,0.28,0.25,0.26,0.3,0.25,0.23,0.26,0.24,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.21,0.18,0.23,0.15,0.2,0.21,0.18,0.19,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.15,0.17,0.18,0.19,0.16,0.18,0.15,0.17,0.18,0.16,0.19,0.15,0.13,0.16,0.18,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.23,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.1,0.13,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.23,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.58000000000001
09/30/2021,6.11,5.17,3.62,2.03,2.05,2.04,1.29,1.39,1.19,1.28,1.03,0.93,0.93,0.87,0.85,0.78,0.76,0.76,0.77,0.72,0.61,0.58,0.57,0.5,0.53,0.54,0.55,0.63,0.53,0.6,0.52,0.58,0.45,0.51,0.49,0.45,0.51,0.51,0.49,0.46,0.44,0.46,0.44,0.41,0.39,0.41,0.44,0.42,0.36,0.37,0.38,0.39,0.33,0.36,0.38,0.33,0.34,0.36,0.32,0.33,0.32,0.29,0.3,0.3,0.29,0.29,0.29,0.32,0.26,0.27,0.31,0.29,0.25,0.28,0.25,0.26,0.3,0.25,0.23,0.26,0.24,0.0,0.24,0.22,0.21,0.23,0.21,0.21,0.22,0.21,0.18,0.23,0.15,0.2,0.21,0.18,0.19,0.2,0.17,0.19,0.18,0.18,0.17,0.18,0.15,0.17,0.18,0.19,0.16,0.18,0.15,0.17,0.18,0.16,0.19,0.15,0.13,0.16,0.18,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.23,0.14,0.15,0.15,0.13,0.14,0.13,0.14,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.14,0.13,0.1,0.13,0.11,0.12,0.12,0.13,0.13,0.11,0.11,0.1,0.11,0.12,0.13,0.11,0.12,0.11,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.1,0.11,0.11,0.11,0.1,0.09,0.1,0.11,0.12,0.0,0.0,0.1,0.0,0.1,0.1,0.11,0.0,0.1,0.1,0.0,0.1,0.0,0.09,0.23,0.11,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.58000000000001
10/01/2021,6.04,5.01,3.59,2.01,2.0,1.99,1.31,1.42,1.24,1.22,1.05,0.93,0.93,0.88,0.86,0.82,0.77,0.77,0.74,0.69,0.61,0.59,0.57,0.48,0.53,0.55,0.56,0.63,0.53,0.58,0.51,0.56,0.44,0.54,0.49,0.46,0.5,0.5,0.49,0.47,0.45,0.44,0.45,0.42,0.39,0.43,0.44,0.42,0.36,0.37,0.37,0.39,0.34,0.36,0.38,0.34,0.33,0.35,0.33,0.33,0.32,0.3,0.3,0.31,0.29,0.29,0.3,0.29,0.27,0.27,0.3,0.29,0.26,0.29,0.26,0.27,0.28,0.25,0.23,0.25,0.25,0.0,0.23,0.21,0.21,0.24,0.22,0.21,0.22,0.21,0.19,0.23,0.15,0.21,0.2,0.18,0.2,0.2,0.17,0.19,0.18,0.19,0.17,0.17,0.15,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.18,0.16,0.2,0.15,0.14,0.16,0.17,0.17,0.16,0.15,0.14,0.15,0.15,0.15,0.16,0.16,0.14,0.15,0.14,0.23,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.12,0.14,0.12,0.11,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.12,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.1,0.1,0.1,0.11,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.24,0.11,0.0,0.1,0.0,0.1,0.11,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.27000000000001
10/04/2021,6.07,5.01,3.57,2.0,1.97,1.97,1.32,1.43,1.24,1.21,1.05,0.93,0.93,0.89,0.86,0.82,0.76,0.77,0.73,0.69,0.62,0.59,0.57,0.5,0.53,0.55,0.56,0.65,0.53,0.58,0.51,0.56,0.45,0.54,0.49,0.47,0.5,0.5,0.48,0.48,0.46,0.44,0.45,0.42,0.4,0.43,0.43,0.42,0.36,0.37,0.38,0.39,0.34,0.35,0.38,0.34,0.33,0.35,0.32,0.33,0.32,0.3,0.31,0.3,0.29,0.3,0.3,0.29,0.26,0.27,0.29,0.29,0.26,0.28,0.26,0.28,0.29,0.26,0.23,0.25,0.25,0.0,0.23,0.2,0.21,0.24,0.21,0.21,0.22,0.21,0.19,0.22,0.14,0.21,0.2,0.18,0.2,0.2,0.17,0.19,0.18,0.19,0.17,0.17,0.15,0.17,0.18,0.19,0.17,0.18,0.15,0.17,0.17,0.16,0.2,0.15,0.13,0.16,0.17,0.17,0.17,0.15,0.15,0.15,0.16,0.15,0.16,0.16,0.14,0.15,0.14,0.22,0.14,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.11,0.13,0.13,0.12,0.11,0.12,0.11,0.12,0.12,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.13,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.11,0.11,0.1,0.1,0.11,0.11,0.1,0.1,0.1,0.11,0.1,0.09,0.1,0.1,0.12,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.09,0.0,0.0,0.24,0.11,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.23
