,AMC,NTLA,SWAV,CROX,THC,UPWK,OVV,YETI,FANG,CELH,XEC,FOXF,LB,JCOM,SGMS,RH,OLN,APA,AM,BEAM,WMS,BRKS,CRNC,PGNY,STAA,TPD.,IIVI,SBNY,CDNA,MTSI,CLF,FUBO,GTLS,BILL,EXP,SFIX,AEIS,BYD,MAT,AXON,VVV,BRKR,PPD,SYNH,TNL,DECK,DBX,MSTR,ENSG,OPK,PFSI,SAIA,WSM,MKSI,DAR,FND,SPWR,AAL,LAD,MEDP,APPS,EXPI,FATE,BJ,DNLI,FFIN,FIVE,FBHS,WK,SITE,DIOD,PACB,CHWY,TPL,WSC,DT,KWR,SEE,SAM,CG,SHAK,SMG,FIZZ,ADT,GBCI,AHCO,TTEK,FFIV,INSP,BLD,TNET,CVET,IRM,NTRA,EYE,OMCL,MORN,EGHT,IIPR,HALO,Helen of Troy Limited,LAMR,MGNI,TREX,WSO,VIR,ZNGA,SSD,TTC,TRUP,PD,TWST,APPN,ATUS,ALRM,CHGG,FRPT,POWI,SAIL,SPCE,ACIW,GKOS,OLLI,SAGE,BE,IRDM,RDFN,FTDR,NRZ,RCM,HAIN,BWXT,RPD,CHDN,MANH,WDFC,CCMP,FIVN,LSCC,SMAR,VRNS,FCEL,LPSN,HLF,ARES,EDIT,TW,BYND,LII,WTRG,FEYE,TMX,RGEN,PEN,HASI,FSLR,ATR,AZPN,CRUS,FUO.,EBS,IART,SDGR,STMP,NOVA,TFSL,WEX,SMTC,RPM,MPW,RLI,OLED,AAON,BPMC,CREE,PSTG,ONEM,NYT,TGTX,RARE,NTNX,PFPT,LSI,GMED,CLDR,CPT,CUBE,WING,AMH,BRO,EGP,FR,SAFE,NEWR,STAG,RGLD,PCTY,LANC,MSA,BAH,VRT,APO,BHVN,GGG,PEGA,US Dollar,TRNO,WMG,ELS,TENB,TNDM,GLPI,NARI,NEOG,VRM,BAND,QDEL,MDLA,AZEK,CRSP,ARWR,MPLN,AMED,ARVN,LHCG,MNTV,NBIX,RenaissanceRe Holdings Ltd.,REXR,JKHY,KNSL,TPX,HELE,CONE,BL,EVBG,COR,DLB,FDS,RNR,IAA,CHE,018000.KQ,GO,XLRN,ENV,VSCO WI,BBWI WI,ICUI,SUM
08/27/2021,0.47,0.6,0.81,0.93,0.81,0.55,0.61,0.81,0.59,0.71,0.0,0.74,0.0,0.73,0.69,0.77,0.75,0.62,0.52,0.62,0.76,0.64,0.65,0.64,0.67,0.0,0.51,0.63,0.64,0.57,0.86,0.64,0.73,0.71,0.81,0.53,0.58,0.58,0.81,0.78,0.69,0.85,0.0,0.6,0.4,0.85,0.76,0.64,0.42,0.42,0.48,0.54,0.79,0.49,0.65,0.84,0.22,0.42,0.59,0.61,0.42,0.86,0.37,0.87,0.4,0.59,0.72,0.6,0.75,0.52,0.69,0.38,0.52,0.39,0.45,0.67,0.31,0.76,0.27,0.77,0.24,0.37,0.43,0.46,0.44,0.26,0.34,0.33,0.34,0.5,0.19,0.0,0.65,0.6,0.64,0.61,0.61,0.0,0.75,0.53,0.0,0.48,0.0,0.64,0.72,0.31,0.37,0.61,0.6,0.63,0.29,0.39,0.0,0.5,0.0,0.0,0.36,0.38,0.4,0.26,0.0,0.18,0.3,0.23,0.24,0.15,0.0,0.0,0.3,0.0,0.15,0.0,0.73,0.0,0.5,0.0,0.0,0.45,0.62,0.48,0.47,0.0,0.44,0.7,0.86,0.51,0.31,0.35,0.56,0.32,0.27,0.0,0.61,0.45,0.31,0.31,0.28,0.28,0.43,0.0,0.15,0.32,0.0,0.49,0.0,0.0,0.0,0.29,0.28,0.15,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.67,0.6,0.0,0.48,0.66,0.48,0.47,0.49,0.47,0.47,0.5,0.35,0.49,0.0,0.2,0.28,0.43,0.43,0.75,0.69,0.77,0.46,0.43,0.0,0.3,0.3,0.33,0.31,0.35,0.31,0.26,0.28,0.19,0.23,0.28,0.3,0.3,0.23,0.23,0.19,0.0,0.17,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.61,0.16,0.15,0.17,0.16,0.15,0.16,0.16,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.96,0.0,96.81
08/30/2021,0.43,0.57,0.82,0.92,0.82,0.54,0.61,0.83,0.58,0.72,0.0,0.72,0.0,0.74,0.69,0.78,0.78,0.61,0.53,0.59,0.75,0.64,0.59,0.66,0.67,0.0,0.5,0.62,0.63,0.56,0.83,0.61,0.75,0.72,0.82,0.52,0.58,0.6,0.81,0.79,0.7,0.87,0.0,0.61,0.41,0.83,0.76,0.63,0.41,0.42,0.48,0.51,0.88,0.49,0.66,0.83,0.22,0.42,0.58,0.61,0.4,0.84,0.37,0.89,0.38,0.58,0.7,0.6,0.74,0.52,0.71,0.37,0.51,0.39,0.46,0.68,0.31,0.77,0.26,0.79,0.24,0.37,0.42,0.46,0.43,0.25,0.34,0.33,0.34,0.5,0.19,0.0,0.65,0.61,0.67,0.61,0.61,0.0,0.74,0.53,0.0,0.48,0.0,0.64,0.72,0.32,0.37,0.6,0.61,0.59,0.28,0.36,0.0,0.49,0.0,0.0,0.35,0.39,0.41,0.25,0.0,0.19,0.28,0.23,0.23,0.15,0.0,0.0,0.3,0.0,0.0,0.15,0.74,0.0,0.51,0.0,0.0,0.45,0.63,0.47,0.49,0.0,0.45,0.73,0.88,0.51,0.31,0.34,0.56,0.32,0.27,0.0,0.61,0.44,0.31,0.31,0.28,0.28,0.44,0.0,0.15,0.32,0.0,0.49,0.0,0.0,0.0,0.3,0.28,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.68,0.62,0.0,0.49,0.68,0.48,0.47,0.49,0.47,0.47,0.5,0.35,0.49,0.0,0.2,0.27,0.43,0.43,0.77,0.7,0.78,0.46,0.44,0.0,0.3,0.31,0.33,0.32,0.34,0.31,0.26,0.28,0.19,0.23,0.29,0.3,0.3,0.23,0.23,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.85,0.61,0.16,0.0,0.17,0.16,0.15,0.17,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.96,0.0,96.8
08/31/2021,0.42,0.58,0.82,0.92,0.82,0.56,0.63,0.81,0.6,0.73,0.0,0.73,0.0,0.75,0.71,0.76,0.8,0.64,0.55,0.61,0.74,0.65,0.62,0.69,0.69,0.0,0.51,0.63,0.64,0.57,0.83,0.62,0.75,0.91,0.81,0.51,0.59,0.6,0.8,0.78,0.69,0.85,0.0,0.6,0.41,0.81,0.75,0.62,0.42,0.42,0.48,0.5,0.84,0.5,0.67,0.83,0.22,0.42,0.57,0.6,0.41,0.85,0.37,0.87,0.4,0.58,0.65,0.6,0.75,0.52,0.72,0.38,0.49,0.39,0.47,0.67,0.31,0.76,0.25,0.76,0.24,0.37,0.42,0.46,0.43,0.25,0.34,0.32,0.33,0.49,0.19,0.0,0.64,0.61,0.66,0.61,0.6,0.0,0.74,0.54,0.0,0.48,0.0,0.64,0.71,0.31,0.37,0.61,0.59,0.59,0.29,0.37,0.0,0.48,0.0,0.0,0.35,0.39,0.42,0.25,0.0,0.2,0.25,0.23,0.23,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.73,0.0,0.5,0.0,0.0,0.44,0.64,0.48,0.51,0.0,0.45,0.72,0.87,0.51,0.31,0.34,0.56,0.31,0.27,0.0,0.61,0.44,0.31,0.31,0.28,0.28,0.44,0.0,0.15,0.31,0.0,0.48,0.0,0.0,0.0,0.3,0.28,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.67,0.62,0.0,0.49,0.67,0.48,0.46,0.48,0.47,0.47,0.5,0.35,0.49,0.0,0.2,0.27,0.42,0.42,0.76,0.69,0.79,0.45,0.44,0.0,0.3,0.31,0.33,0.32,0.33,0.31,0.26,0.28,0.19,0.22,0.29,0.29,0.29,0.22,0.23,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.85,0.61,0.15,0.0,0.16,0.16,0.15,0.16,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.94,0.14,96.76
09/01/2021,0.42,0.58,0.82,0.92,0.82,0.56,0.63,0.81,0.6,0.73,0.0,0.73,0.0,0.75,0.71,0.76,0.8,0.64,0.55,0.61,0.74,0.65,0.62,0.69,0.69,0.0,0.51,0.63,0.64,0.57,0.83,0.62,0.75,0.91,0.81,0.51,0.59,0.6,0.8,0.78,0.69,0.85,0.0,0.6,0.41,0.81,0.75,0.62,0.42,0.42,0.48,0.5,0.84,0.5,0.67,0.83,0.22,0.42,0.57,0.6,0.41,0.85,0.37,0.87,0.4,0.58,0.65,0.6,0.75,0.52,0.72,0.38,0.49,0.39,0.47,0.67,0.31,0.76,0.25,0.76,0.24,0.37,0.42,0.46,0.43,0.25,0.34,0.32,0.33,0.49,0.19,0.0,0.64,0.61,0.66,0.61,0.6,0.0,0.74,0.54,0.0,0.48,0.0,0.64,0.71,0.31,0.37,0.61,0.59,0.59,0.29,0.37,0.0,0.48,0.0,0.0,0.35,0.39,0.42,0.25,0.0,0.2,0.25,0.23,0.23,0.15,0.0,0.0,0.3,0.0,0.0,0.0,0.73,0.0,0.5,0.0,0.0,0.44,0.64,0.48,0.51,0.0,0.45,0.72,0.87,0.51,0.31,0.34,0.56,0.31,0.27,0.0,0.61,0.44,0.31,0.31,0.28,0.28,0.44,0.0,0.15,0.31,0.0,0.48,0.0,0.0,0.0,0.3,0.28,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.67,0.62,0.0,0.49,0.67,0.48,0.46,0.48,0.47,0.47,0.5,0.35,0.49,0.0,0.2,0.27,0.42,0.42,0.76,0.69,0.79,0.45,0.44,0.0,0.3,0.31,0.33,0.32,0.33,0.31,0.26,0.28,0.19,0.22,0.29,0.29,0.29,0.22,0.23,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.85,0.61,0.15,0.15,0.16,0.16,0.15,0.16,0.16,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.95,0.0,96.78
09/02/2021,0.45,0.56,0.82,0.92,0.82,0.56,0.62,0.81,0.59,0.77,0.0,0.72,0.0,0.73,0.69,0.77,0.8,0.63,0.54,0.61,0.73,0.65,0.61,0.68,0.72,0.0,0.51,0.61,0.64,0.57,0.81,0.63,0.75,0.9,0.81,0.51,0.59,0.59,0.79,0.8,0.68,0.86,0.0,0.61,0.4,0.8,0.75,0.62,0.41,0.42,0.47,0.51,0.85,0.49,0.66,0.84,0.22,0.4,0.56,0.61,0.39,0.84,0.36,0.87,0.39,0.57,0.65,0.59,0.76,0.52,0.72,0.38,0.5,0.39,0.46,0.68,0.32,0.75,0.25,0.77,0.24,0.36,0.42,0.45,0.42,0.25,0.34,0.32,0.34,0.49,0.18,0.0,0.65,0.62,0.68,0.6,0.61,0.0,0.75,0.54,0.0,0.48,0.0,0.64,0.72,0.31,0.37,0.61,0.59,0.61,0.29,0.36,0.0,0.47,0.0,0.15,0.34,0.39,0.41,0.24,0.0,0.2,0.27,0.23,0.23,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.75,0.0,0.5,0.0,0.0,0.44,0.65,0.49,0.53,0.0,0.45,0.71,0.88,0.48,0.31,0.34,0.56,0.32,0.27,0.0,0.62,0.43,0.31,0.31,0.28,0.28,0.44,0.0,0.15,0.31,0.0,0.48,0.0,0.0,0.0,0.3,0.28,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.68,0.62,0.0,0.49,0.67,0.47,0.47,0.48,0.48,0.48,0.5,0.35,0.5,0.0,0.21,0.27,0.42,0.42,0.76,0.69,0.79,0.46,0.44,0.0,0.3,0.31,0.33,0.32,0.34,0.31,0.26,0.28,0.19,0.22,0.3,0.29,0.3,0.22,0.24,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.85,0.61,0.16,0.15,0.17,0.16,0.15,0.17,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.95,0.0,96.83
09/03/2021,0.49,0.58,0.83,0.9,0.82,0.56,0.63,0.79,0.6,0.79,0.0,0.72,0.0,0.73,0.68,0.76,0.79,0.66,0.54,0.63,0.72,0.65,0.59,0.69,0.74,0.0,0.51,0.62,0.59,0.55,0.8,0.66,0.75,0.88,0.81,0.51,0.59,0.58,0.78,0.75,0.68,0.85,0.0,0.61,0.4,0.8,0.77,0.61,0.41,0.42,0.47,0.5,0.86,0.48,0.65,0.85,0.22,0.41,0.56,0.6,0.45,0.87,0.37,0.87,0.4,0.57,0.64,0.57,0.74,0.52,0.71,0.39,0.49,0.37,0.47,0.69,0.32,0.75,0.25,0.78,0.24,0.36,0.43,0.46,0.42,0.26,0.35,0.32,0.34,0.49,0.19,0.0,0.66,0.61,0.69,0.6,0.61,0.0,0.75,0.54,0.0,0.48,0.0,0.63,0.71,0.32,0.37,0.6,0.59,0.58,0.29,0.37,0.0,0.47,0.15,0.15,0.35,0.39,0.4,0.26,0.0,0.21,0.25,0.24,0.23,0.16,0.0,0.0,0.3,0.0,0.0,0.0,0.75,0.0,0.49,0.0,0.0,0.38,0.65,0.48,0.53,0.0,0.45,0.71,0.89,0.49,0.3,0.33,0.56,0.32,0.26,0.0,0.62,0.44,0.31,0.3,0.28,0.28,0.43,0.0,0.15,0.32,0.0,0.48,0.0,0.0,0.0,0.3,0.27,0.15,0.31,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.68,0.62,0.0,0.5,0.68,0.48,0.47,0.48,0.48,0.47,0.5,0.35,0.5,0.0,0.21,0.27,0.43,0.42,0.76,0.7,0.79,0.45,0.43,0.0,0.3,0.31,0.34,0.31,0.34,0.31,0.26,0.28,0.19,0.22,0.29,0.29,0.29,0.23,0.24,0.18,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.83,0.61,0.16,0.0,0.17,0.16,0.15,0.17,0.15,0.0,0.0,0.0,0.0,0.16,0.15,0.0,0.93,0.0,96.75
09/06/2021,0.45,0.62,0.86,0.86,0.82,0.55,0.65,0.79,0.59,0.81,0.0,0.71,0.0,0.72,0.66,0.71,0.77,0.66,0.56,0.64,0.72,0.65,0.61,0.69,0.74,0.0,0.49,0.62,0.61,0.57,0.81,0.67,0.77,0.91,0.8,0.47,0.58,0.58,0.77,0.75,0.68,0.86,0.0,0.61,0.4,0.76,0.76,0.6,0.42,0.42,0.46,0.51,0.82,0.48,0.64,0.86,0.22,0.4,0.55,0.63,0.48,0.92,0.38,0.89,0.41,0.55,0.56,0.57,0.75,0.52,0.71,0.39,0.43,0.36,0.46,0.68,0.32,0.75,0.24,0.78,0.23,0.36,0.43,0.46,0.41,0.26,0.35,0.31,0.35,0.48,0.18,0.0,0.67,0.63,0.67,0.61,0.62,0.0,0.75,0.54,0.0,0.48,0.0,0.64,0.72,0.3,0.36,0.6,0.57,0.57,0.3,0.38,0.0,0.48,0.15,0.15,0.36,0.39,0.41,0.24,0.0,0.2,0.25,0.24,0.24,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.75,0.0,0.49,0.0,0.0,0.39,0.65,0.49,0.53,0.0,0.45,0.71,0.89,0.56,0.3,0.33,0.55,0.32,0.26,0.0,0.63,0.44,0.31,0.3,0.28,0.27,0.43,0.0,0.0,0.32,0.0,0.47,0.0,0.0,0.0,0.33,0.27,0.15,0.3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.69,0.62,0.0,0.5,0.68,0.48,0.47,0.48,0.48,0.47,0.49,0.34,0.5,0.0,0.21,0.26,0.42,0.42,0.76,0.71,0.82,0.45,0.44,0.0,0.31,0.31,0.34,0.32,0.34,0.32,0.25,0.28,0.18,0.23,0.32,0.29,0.29,0.23,0.24,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.61,0.16,0.15,0.17,0.17,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.89,0.0,96.75
09/07/2021,0.45,0.63,0.86,0.86,0.82,0.55,0.65,0.79,0.58,0.83,0.0,0.7,0.0,0.71,0.65,0.72,0.76,0.66,0.56,0.63,0.72,0.65,0.6,0.71,0.74,0.0,0.49,0.62,0.59,0.57,0.8,0.67,0.76,0.94,0.78,0.48,0.57,0.57,0.77,0.75,0.68,0.87,0.0,0.61,0.39,0.77,0.77,0.62,0.41,0.39,0.46,0.51,0.81,0.48,0.63,0.86,0.22,0.4,0.55,0.64,0.49,0.92,0.36,0.9,0.4,0.55,0.58,0.57,0.77,0.52,0.7,0.39,0.42,0.35,0.46,0.7,0.32,0.75,0.24,0.78,0.23,0.36,0.43,0.47,0.41,0.26,0.36,0.31,0.35,0.48,0.18,0.0,0.67,0.63,0.67,0.6,0.63,0.0,0.76,0.54,0.0,0.48,0.0,0.64,0.73,0.3,0.36,0.59,0.58,0.57,0.32,0.37,0.0,0.48,0.15,0.15,0.35,0.39,0.41,0.23,0.0,0.2,0.25,0.24,0.24,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.76,0.0,0.49,0.0,0.0,0.4,0.65,0.5,0.55,0.0,0.46,0.72,0.9,0.52,0.3,0.32,0.55,0.31,0.26,0.0,0.63,0.44,0.31,0.3,0.28,0.27,0.43,0.0,0.0,0.32,0.0,0.47,0.0,0.0,0.0,0.33,0.27,0.16,0.3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.69,0.62,0.0,0.5,0.68,0.48,0.47,0.48,0.49,0.47,0.47,0.35,0.5,0.0,0.21,0.26,0.42,0.42,0.74,0.72,0.81,0.45,0.44,0.0,0.31,0.31,0.34,0.33,0.34,0.32,0.25,0.28,0.18,0.22,0.32,0.29,0.29,0.22,0.24,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.61,0.16,0.15,0.18,0.17,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.89,0.0,96.79
09/08/2021,0.45,0.63,0.86,0.86,0.82,0.55,0.65,0.79,0.58,0.83,0.0,0.7,0.0,0.71,0.65,0.72,0.76,0.66,0.56,0.63,0.72,0.65,0.6,0.71,0.74,0.0,0.49,0.62,0.59,0.57,0.8,0.67,0.76,0.94,0.78,0.48,0.57,0.57,0.77,0.75,0.68,0.87,0.0,0.61,0.39,0.77,0.77,0.62,0.41,0.39,0.46,0.51,0.81,0.48,0.63,0.86,0.22,0.4,0.55,0.64,0.49,0.92,0.36,0.9,0.4,0.55,0.58,0.57,0.77,0.52,0.7,0.39,0.42,0.35,0.46,0.7,0.32,0.75,0.24,0.78,0.23,0.36,0.43,0.47,0.41,0.26,0.36,0.31,0.35,0.48,0.18,0.0,0.67,0.63,0.67,0.6,0.63,0.0,0.76,0.54,0.0,0.48,0.0,0.64,0.73,0.3,0.36,0.59,0.58,0.57,0.32,0.37,0.0,0.48,0.15,0.15,0.35,0.39,0.41,0.23,0.0,0.2,0.25,0.24,0.24,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.76,0.0,0.49,0.0,0.0,0.4,0.65,0.5,0.55,0.0,0.46,0.72,0.9,0.52,0.3,0.32,0.55,0.31,0.26,0.0,0.63,0.44,0.31,0.3,0.28,0.27,0.43,0.0,0.0,0.32,0.0,0.47,0.0,0.0,0.0,0.33,0.27,0.16,0.3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.69,0.62,0.0,0.5,0.68,0.48,0.47,0.48,0.49,0.47,0.47,0.35,0.5,0.0,0.21,0.26,0.42,0.42,0.74,0.72,0.81,0.45,0.44,0.0,0.31,0.31,0.34,0.33,0.34,0.32,0.25,0.28,0.18,0.22,0.32,0.29,0.29,0.22,0.24,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.61,0.16,0.15,0.18,0.17,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.89,0.0,96.79
09/09/2021,0.45,0.63,0.86,0.86,0.82,0.55,0.65,0.79,0.58,0.83,0.0,0.7,0.0,0.71,0.65,0.72,0.76,0.66,0.56,0.63,0.72,0.65,0.6,0.71,0.74,0.0,0.49,0.61,0.59,0.57,0.8,0.67,0.76,0.94,0.78,0.48,0.57,0.57,0.77,0.75,0.68,0.87,0.0,0.61,0.39,0.77,0.77,0.62,0.41,0.39,0.46,0.51,0.81,0.48,0.63,0.86,0.22,0.4,0.55,0.64,0.48,0.92,0.36,0.9,0.4,0.55,0.58,0.57,0.77,0.52,0.7,0.39,0.42,0.35,0.46,0.7,0.32,0.75,0.24,0.78,0.23,0.36,0.43,0.47,0.41,0.26,0.36,0.31,0.35,0.48,0.18,0.0,0.67,0.63,0.67,0.6,0.63,0.0,0.76,0.54,0.0,0.48,0.0,0.64,0.73,0.3,0.36,0.59,0.58,0.57,0.32,0.37,0.0,0.48,0.15,0.15,0.35,0.39,0.41,0.23,0.0,0.2,0.25,0.24,0.24,0.17,0.0,0.0,0.3,0.0,0.0,0.0,0.76,0.0,0.49,0.0,0.0,0.4,0.65,0.5,0.55,0.0,0.46,0.72,0.9,0.52,0.3,0.32,0.55,0.31,0.26,0.0,0.63,0.44,0.31,0.3,0.28,0.27,0.43,0.0,0.0,0.32,0.0,0.47,0.0,0.0,0.0,0.33,0.27,0.16,0.3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.69,0.62,0.0,0.5,0.68,0.48,0.47,0.48,0.49,0.47,0.47,0.35,0.5,0.0,0.21,0.26,0.42,0.42,0.74,0.72,0.81,0.45,0.44,0.0,0.31,0.31,0.34,0.33,0.34,0.32,0.25,0.28,0.18,0.22,0.32,0.29,0.29,0.22,0.24,0.19,0.0,0.16,0.0,0.0,0.0,0.0,0.16,0.16,0.16,0.84,0.61,0.16,0.15,0.18,0.17,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.89,0.0,96.77
09/10/2021,0.49,0.59,0.9,0.85,0.81,0.56,0.66,0.77,0.58,0.82,0.0,0.71,0.0,0.7,0.68,0.71,0.76,0.66,0.57,0.64,0.73,0.69,0.59,0.73,0.78,0.0,0.5,0.63,0.58,0.58,0.81,0.67,0.77,0.94,0.76,0.49,0.58,0.59,0.77,0.75,0.69,0.87,0.0,0.62,0.4,0.77,0.76,0.57,0.41,0.39,0.46,0.51,0.79,0.49,0.64,0.86,0.22,0.4,0.54,0.64,0.49,0.95,0.37,0.9,0.4,0.53,0.56,0.56,0.78,0.52,0.7,0.38,0.42,0.33,0.46,0.7,0.32,0.73,0.24,0.77,0.23,0.35,0.44,0.46,0.41,0.27,0.35,0.32,0.35,0.48,0.19,0.0,0.67,0.63,0.67,0.62,0.63,0.0,0.76,0.55,0.0,0.48,0.0,0.63,0.72,0.31,0.36,0.58,0.57,0.53,0.32,0.37,0.0,0.46,0.0,0.0,0.35,0.39,0.4,0.23,0.0,0.2,0.25,0.23,0.23,0.18,0.0,0.0,0.3,0.0,0.0,0.14,0.76,0.0,0.49,0.0,0.0,0.41,0.66,0.5,0.56,0.0,0.47,0.74,0.91,0.51,0.29,0.32,0.54,0.31,0.26,0.0,0.65,0.43,0.3,0.3,0.27,0.27,0.43,0.0,0.0,0.32,0.0,0.48,0.0,0.0,0.0,0.33,0.26,0.16,0.3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.69,0.62,0.0,0.49,0.68,0.49,0.46,0.48,0.48,0.46,0.46,0.35,0.5,0.0,0.21,0.26,0.43,0.42,0.75,0.72,0.8,0.44,0.44,0.0,0.31,0.31,0.34,0.33,0.39,0.32,0.26,0.27,0.19,0.22,0.32,0.29,0.28,0.22,0.23,0.19,0.0,0.17,0.0,0.15,0.0,0.0,0.16,0.15,0.15,0.85,0.61,0.16,0.16,0.18,0.16,0.0,0.17,0.15,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.89,0.15,96.87
09/13/2021,0.5,0.58,0.84,0.89,0.81,0.58,0.65,0.79,0.59,0.84,0.0,0.71,0.0,0.74,0.7,0.78,0.75,0.64,0.56,0.62,0.73,0.7,0.58,0.72,0.75,0.0,0.5,0.62,0.56,0.57,0.79,0.66,0.77,0.94,0.75,0.47,0.56,0.59,0.74,0.75,0.71,0.87,0.0,0.62,0.39,0.78,0.78,0.57,0.41,0.4,0.46,0.5,0.83,0.49,0.61,0.86,0.22,0.42,0.57,0.64,0.49,0.89,0.35,0.89,0.4,0.53,0.56,0.56,0.76,0.53,0.69,0.38,0.42,0.34,0.45,0.71,0.32,0.72,0.23,0.77,0.23,0.36,0.44,0.46,0.41,0.26,0.36,0.32,0.35,0.5,0.19,0.0,0.66,0.62,0.69,0.62,0.64,0.0,0.75,0.53,0.0,0.47,0.0,0.64,0.72,0.31,0.34,0.58,0.57,0.58,0.31,0.39,0.0,0.47,0.0,0.0,0.36,0.38,0.4,0.25,0.0,0.19,0.26,0.23,0.22,0.17,0.0,0.0,0.3,0.0,0.0,0.14,0.75,0.0,0.49,0.0,0.0,0.41,0.65,0.46,0.54,0.0,0.47,0.73,0.92,0.5,0.3,0.32,0.54,0.32,0.27,0.0,0.65,0.44,0.3,0.32,0.27,0.27,0.45,0.0,0.0,0.31,0.0,0.48,0.0,0.0,0.0,0.32,0.27,0.16,0.3,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.69,0.63,0.0,0.5,0.67,0.5,0.47,0.48,0.47,0.46,0.46,0.35,0.5,0.0,0.21,0.26,0.42,0.43,0.67,0.72,0.79,0.45,0.43,0.0,0.31,0.33,0.34,0.33,0.38,0.31,0.26,0.27,0.19,0.23,0.32,0.29,0.28,0.22,0.23,0.19,0.0,0.18,0.0,0.0,0.0,0.0,0.16,0.15,0.15,0.89,0.59,0.16,0.16,0.17,0.16,0.0,0.17,0.15,0.0,0.15,0.0,0.0,0.15,0.15,0.0,0.89,0.18,96.79
