,TLRY,FAF.TO,VFF.TO,OGI.TO,WEED.TO,CRON.TO,GRWG,VLNS.TO,HYFM,RIV.TO,AMRS,XLY.TO,YCBD,SMG,LABS.TO,CLVR,HEXO.TO,AAK.ST,CWEB.TO,ENW.V,WAT,FIRE.TO,PKI,GNLN,HITI.V,CRDL.TO,NBEV,NEPT.TO,CREE,AGFY,AH.TO,WLLW.TO,Nova Cannabis Inc Ordinary Shares,ALTR.LS,n/a,688098.SS,688065.SS,ACB.TO,NOVC.TO,RIV.CN,WOLF,AFCG,MAPS,FAF.NE,VLNS.NE,VFF,SUM
10/14/2021,5.39,5.24,6.59,5.28,4.75,5.1,4.13,3.39,4.39,0.0,4.64,2.92,3.47,3.18,1.97,2.74,1.09,0.0,1.75,3.08,2.9,0.0,2.68,2.1,3.25,3.48,1.79,1.63,1.88,3.2,1.71,0.83,0.0,0.0,0.0,0.0,0.0,2.71,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96999999999998
10/15/2021,4.84,5.76,6.52,5.18,5.09,5.16,4.14,3.29,4.61,0.0,3.95,2.68,3.01,3.6,2.68,2.53,1.12,0.0,1.81,3.04,2.77,0.0,2.79,2.06,3.24,2.55,1.8,1.62,0.0,3.53,1.88,0.97,0.0,0.0,0.0,0.0,0.0,2.85,2.98,0.0,1.97,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,4.89,5.6,6.7,5.31,5.29,5.25,3.89,3.11,4.43,0.0,4.36,2.61,3.02,3.56,2.41,2.51,1.16,0.0,1.76,3.2,2.77,0.0,2.78,2.23,3.05,3.0,1.91,1.51,0.0,3.63,1.84,0.95,0.0,0.0,0.0,0.0,0.0,2.92,2.28,0.0,2.05,0.0,0.0,0.0,0.0,0.0,99.98
10/19/2021,4.89,5.6,6.7,5.31,5.29,5.25,3.89,3.11,4.43,0.0,4.36,2.61,3.02,3.56,2.41,2.51,1.16,0.0,1.76,3.2,2.77,0.0,2.78,2.23,3.05,3.0,1.91,1.51,0.0,3.63,1.84,0.95,0.0,0.0,0.0,0.0,0.0,2.92,2.28,0.0,2.05,0.0,0.0,0.0,0.0,0.0,99.98
10/20/2021,4.91,5.5,6.59,5.26,5.24,5.3,3.95,2.91,4.47,0.0,4.36,2.63,3.36,3.62,2.41,2.5,1.15,0.0,1.73,3.32,2.82,0.0,2.83,2.18,3.08,3.11,1.92,1.54,0.0,3.41,1.84,0.95,0.0,0.0,0.0,0.0,0.0,2.88,2.24,0.0,2.02,0.0,0.0,0.0,0.0,0.0,100.03000000000002
10/21/2021,4.85,5.45,6.47,5.22,5.21,5.21,4.0,3.0,4.33,0.0,4.44,2.67,3.48,3.64,2.28,2.49,1.13,0.0,1.71,3.27,2.85,0.0,2.86,2.13,3.18,3.45,1.86,1.49,0.0,3.4,1.85,0.91,0.0,0.0,0.0,0.0,0.0,2.85,2.21,0.0,2.1,0.0,0.0,0.0,0.0,0.0,99.98999999999997
10/22/2021,4.85,5.45,6.47,5.22,5.21,5.21,4.0,3.0,4.33,0.0,4.44,2.67,3.48,3.64,2.28,2.49,1.13,0.0,1.71,3.27,2.85,0.0,2.86,2.13,3.18,3.45,1.86,1.49,0.0,3.4,1.85,0.91,0.0,0.0,0.0,0.0,0.0,2.85,2.21,0.0,2.1,0.0,0.0,0.0,0.0,0.0,99.98999999999997
10/25/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
10/26/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
10/27/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
10/28/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
10/29/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/01/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/02/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/03/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/04/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/05/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/08/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/09/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/10/2021,5.28,5.24,6.42,5.47,5.26,5.49,3.93,3.02,4.32,0.0,4.46,2.83,3.56,3.44,2.38,2.59,1.15,0.0,1.74,3.16,2.81,0.0,2.81,1.9,3.02,3.48,1.85,1.44,0.0,3.24,1.75,0.87,0.0,0.0,0.0,0.0,0.0,2.88,2.12,0.0,2.06,0.0,0.0,0.0,0.0,0.0,99.97
11/11/2021,5.6,4.97,6.63,5.5,4.82,6.13,4.35,2.96,4.7,0.0,4.05,3.26,2.83,3.85,2.39,2.32,0.98,0.0,1.68,2.87,2.7,0.0,2.73,1.6,3.34,1.93,2.06,1.42,0.0,3.74,1.54,0.82,0.0,0.0,0.0,0.0,0.0,2.82,2.32,0.0,3.08,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/12/2021,5.6,4.97,6.63,5.5,4.82,6.13,4.35,2.96,4.7,0.0,4.05,3.26,2.83,3.85,2.39,2.32,0.98,0.0,1.68,2.87,2.7,0.0,2.73,1.6,3.34,1.93,2.06,1.42,0.0,3.74,1.54,0.82,0.0,0.0,0.0,0.0,0.0,2.82,2.32,0.0,3.08,0.0,0.0,0.0,0.0,0.0,99.99000000000002
11/15/2021,5.59,4.72,7.23,5.1,5.22,5.4,4.0,2.68,5.02,0.0,2.49,3.95,2.99,4.2,2.76,2.02,1.09,0.0,1.71,2.76,2.82,0.0,2.94,1.62,3.68,1.95,1.78,1.38,0.0,3.62,1.4,0.83,0.0,0.0,0.0,0.0,0.0,3.05,2.79,0.0,3.22,0.0,0.0,0.0,0.0,0.0,100.01
11/16/2021,5.81,4.45,6.96,5.13,5.62,5.67,3.99,2.72,5.14,0.0,2.47,3.83,3.0,4.05,2.6,1.99,1.12,0.0,1.84,2.5,2.74,0.0,2.87,1.82,4.01,1.77,1.64,1.04,0.0,3.79,1.09,0.94,0.0,0.0,0.0,0.0,0.0,3.26,2.73,0.0,2.25,1.14,0.0,0.0,0.0,0.0,99.98
11/17/2021,5.81,4.45,6.96,5.13,5.62,5.67,3.99,2.72,5.14,0.0,2.47,3.83,3.0,4.05,2.6,1.99,1.12,0.0,1.84,2.5,2.74,0.0,2.87,1.82,4.01,1.77,1.64,1.04,0.0,3.79,1.09,0.94,0.0,0.0,0.0,0.0,0.0,3.26,2.73,0.0,2.25,1.14,0.0,0.0,0.0,0.0,99.98
11/18/2021,5.81,4.45,6.96,5.13,5.62,5.67,3.99,2.72,5.14,0.0,2.47,3.83,3.0,4.05,2.6,1.99,1.12,0.0,1.84,2.5,2.74,0.0,2.87,1.82,4.01,1.77,1.64,1.04,0.0,3.79,1.09,0.94,0.0,0.0,0.0,0.0,0.0,3.26,2.73,0.0,2.25,1.14,0.0,0.0,0.0,0.0,99.98
11/19/2021,6.02,4.37,5.43,5.36,5.05,5.6,4.35,2.8,5.36,0.0,2.29,3.32,3.0,4.31,2.4,2.28,0.77,0.0,1.9,2.49,2.72,0.0,2.97,2.89,4.09,1.8,1.68,0.0,0.0,3.96,0.0,0.95,0.0,0.0,0.0,0.0,0.0,3.35,3.24,0.0,0.0,3.2,2.07,0.0,0.0,0.0,100.02
11/22/2021,5.99,4.29,5.43,5.3,5.0,5.6,4.33,2.71,5.37,0.0,2.25,3.34,2.97,4.43,2.31,2.24,0.71,0.0,1.86,2.76,2.79,0.0,3.1,2.99,3.95,1.86,1.68,0.0,0.0,3.84,0.0,0.95,0.0,0.0,0.0,0.0,0.0,3.33,3.36,0.0,0.0,3.26,2.03,0.0,0.0,0.0,100.03
11/23/2021,5.99,4.29,5.43,5.3,5.0,5.6,4.33,2.71,5.37,0.0,2.25,3.34,2.97,4.43,2.31,2.24,0.71,0.0,1.86,2.76,2.79,0.0,3.1,2.99,3.95,1.86,1.68,0.0,0.0,3.84,0.0,0.95,0.0,0.0,0.0,0.0,0.0,3.33,3.36,0.0,0.0,3.26,2.03,0.0,0.0,0.0,100.03
11/24/2021,5.63,4.57,5.41,5.12,4.83,5.25,4.31,2.74,5.35,0.0,2.36,3.15,3.14,4.63,2.36,2.17,0.69,0.0,1.81,2.94,2.97,0.0,3.3,2.87,3.72,1.88,1.77,0.0,0.0,3.82,0.0,0.96,0.0,0.0,0.0,0.0,0.0,3.15,3.54,0.0,0.0,3.42,2.12,0.0,0.0,0.0,99.98
11/25/2021,5.62,4.85,5.31,4.9,4.73,5.22,4.05,2.61,5.26,0.0,2.35,3.17,2.98,4.78,2.43,2.26,0.65,0.0,1.77,2.87,3.11,0.0,3.32,2.4,4.18,1.91,2.41,0.0,0.0,3.58,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.12,3.46,0.0,0.0,3.6,2.06,0.0,0.0,0.0,99.98
11/26/2021,5.67,4.98,5.28,5.39,4.76,5.25,4.06,2.7,5.25,0.0,2.29,3.14,2.72,4.82,2.4,2.26,0.62,0.0,1.87,2.88,3.1,0.0,3.31,2.52,4.23,1.86,1.88,0.0,0.0,3.5,0.0,1.03,0.0,0.0,0.0,0.0,0.0,3.11,3.55,0.0,0.0,3.54,2.05,0.0,0.0,0.0,100.02
11/29/2021,5.79,4.89,5.26,5.64,4.77,5.31,4.12,2.68,5.19,0.0,2.36,3.09,3.13,4.74,2.36,2.27,0.65,0.0,1.84,2.8,3.06,0.0,3.2,2.49,4.1,1.97,1.86,0.0,0.0,3.31,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.13,3.44,0.0,0.0,3.47,2.06,0.0,0.0,0.0,100.0
11/30/2021,5.75,4.68,5.16,5.78,4.82,5.28,4.14,2.58,5.25,0.0,2.36,3.0,3.05,4.75,2.3,2.28,0.66,0.0,1.75,2.9,3.09,0.0,3.4,2.44,3.96,2.0,1.86,0.0,0.0,3.59,0.0,1.01,0.0,0.0,0.0,0.0,0.0,3.21,3.39,0.0,0.0,3.48,2.06,0.0,0.0,0.0,99.98
12/01/2021,5.75,4.68,5.16,5.78,4.82,5.28,4.14,2.58,5.25,0.0,2.36,3.0,3.05,4.75,2.3,2.28,0.66,0.0,1.75,2.9,3.09,0.0,3.4,2.44,3.96,2.0,1.86,0.0,0.0,3.59,0.0,1.01,0.0,0.0,0.0,0.0,0.0,3.21,3.39,0.0,0.0,3.48,2.06,0.0,0.0,0.0,99.98
12/02/2021,5.7,4.71,5.08,5.5,4.66,5.16,3.95,2.43,5.21,0.0,2.38,3.21,4.06,4.8,2.41,2.18,0.63,0.0,1.71,2.79,3.18,0.0,3.52,2.42,4.07,1.97,1.84,0.0,0.0,3.42,0.0,0.96,0.0,0.0,0.0,0.0,0.0,3.11,3.42,0.0,0.0,3.48,2.04,0.0,0.0,0.0,100.0
12/06/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/07/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/08/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/09/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/10/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/13/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/14/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/15/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/16/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/17/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/20/2021,5.7,0.0,5.11,5.73,4.69,5.46,3.95,0.0,4.69,0.0,2.28,3.36,3.44,4.51,2.34,2.31,0.61,0.0,1.77,2.95,3.35,0.0,3.67,2.47,4.06,2.03,1.96,0.0,0.0,3.37,0.0,1.02,0.0,0.0,0.0,0.0,0.0,3.19,3.48,0.0,0.0,3.62,2.09,4.31,2.49,0.0,100.01
12/21/2021,4.83,4.79,5.5,5.57,4.78,5.73,4.27,2.39,4.4,0.0,2.27,3.22,2.99,5.85,2.11,2.06,0.0,0.0,1.75,3.13,3.54,0.0,3.71,2.7,3.5,2.25,1.97,0.0,0.0,2.68,0.0,1.08,0.0,0.0,0.0,0.0,0.0,3.16,3.41,0.0,0.0,3.94,2.39,0.0,0.0,0.0,99.97
12/22/2021,4.83,4.79,5.5,5.57,4.78,5.73,4.27,2.39,4.4,0.0,2.27,3.22,2.99,5.85,2.11,2.06,0.0,0.0,1.75,3.13,3.54,0.0,3.71,2.7,3.5,2.25,1.97,0.0,0.0,2.68,0.0,1.08,0.0,0.0,0.0,0.0,0.0,3.16,3.41,0.0,0.0,3.94,2.39,0.0,0.0,0.0,99.97
12/23/2021,4.68,4.6,5.5,5.59,4.52,5.64,4.17,2.31,4.31,0.0,2.2,3.17,2.72,5.88,2.18,1.93,0.0,0.0,1.75,3.27,3.65,0.0,3.86,2.81,3.57,2.3,1.97,0.0,0.0,2.78,0.0,1.16,0.0,0.0,0.0,0.0,0.0,3.17,3.56,0.0,0.0,4.28,2.45,0.0,0.0,0.0,99.98
12/24/2021,4.75,4.55,5.58,5.76,4.82,5.68,4.24,2.33,4.46,0.0,2.38,2.99,2.65,5.73,2.35,1.95,0.0,0.0,1.77,3.13,3.55,0.0,3.74,2.82,3.55,2.2,2.04,0.0,0.0,2.63,0.0,1.11,0.0,0.0,0.0,0.0,0.0,3.22,3.44,0.0,0.0,4.16,2.42,0.0,0.0,0.0,100.0
12/27/2021,4.72,4.5,5.67,5.76,4.71,5.65,4.24,2.35,4.51,0.0,2.29,3.02,2.58,5.92,2.38,1.88,0.0,0.0,1.72,3.14,3.7,0.0,3.82,2.72,3.57,2.28,2.04,0.0,0.0,2.52,0.0,1.15,0.0,0.0,0.0,0.0,0.0,3.23,3.25,0.0,0.0,4.26,2.42,0.0,0.0,0.0,100.0
12/28/2021,4.72,4.5,5.67,5.76,4.71,5.65,4.24,2.35,4.51,0.0,2.29,3.02,2.58,5.92,2.38,1.88,0.0,0.0,1.72,3.14,3.7,0.0,3.82,2.72,3.57,2.28,2.04,0.0,0.0,2.52,0.0,1.15,0.0,0.0,0.0,0.0,0.0,3.23,3.25,0.0,0.0,4.26,2.42,0.0,0.0,0.0,100.0
12/29/2021,4.72,4.5,5.67,5.76,4.71,5.65,4.24,2.35,4.51,0.0,2.29,3.02,2.58,5.92,2.38,1.88,0.0,0.0,1.72,3.14,3.7,0.0,3.82,2.72,3.57,2.28,2.04,0.0,0.0,2.52,0.0,1.15,0.0,0.0,0.0,0.0,0.0,3.23,3.25,0.0,0.0,4.26,2.42,0.0,0.0,0.0,100.0
12/30/2021,4.57,4.66,5.72,5.65,4.67,5.51,4.13,2.4,4.51,0.0,2.22,3.02,2.41,5.99,2.77,1.66,0.0,0.0,1.82,3.06,3.7,0.0,3.89,2.63,3.56,2.32,1.99,0.0,0.0,2.68,0.0,1.14,0.0,0.0,0.0,0.0,0.0,3.18,3.22,0.0,0.0,4.5,2.41,0.0,0.0,0.0,99.98999999999998
12/31/2021,4.47,4.77,5.65,5.5,4.56,5.34,4.21,2.45,4.58,0.0,2.21,3.09,2.32,6.07,2.83,1.67,0.0,0.0,1.86,3.13,3.79,0.0,3.92,2.64,3.64,2.37,1.93,0.0,0.0,2.34,0.0,1.16,0.0,0.0,0.0,0.0,0.0,3.14,3.29,0.0,0.0,4.66,2.4,0.0,0.0,0.0,99.99
01/03/2022,4.52,4.58,5.73,5.37,4.58,5.47,4.29,2.28,4.79,0.0,2.33,2.94,2.49,6.1,2.38,1.77,0.0,0.0,1.67,3.54,3.88,0.0,4.06,2.67,3.39,2.14,1.93,0.0,0.0,2.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.05,3.28,0.0,0.0,4.61,2.42,0.0,0.0,0.0,99.98000000000002
01/03/2022,4.52,4.58,5.73,5.37,4.58,5.47,4.29,2.28,4.79,0.0,2.33,2.94,2.49,6.1,2.38,1.77,0.0,0.0,1.67,3.54,3.88,0.0,4.06,2.67,3.39,2.14,1.93,0.0,0.0,2.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.05,3.28,0.0,0.0,4.61,2.42,0.0,0.0,0.0,99.98000000000002
01/03/2022,4.52,4.58,5.73,5.37,4.58,5.47,4.29,2.28,4.79,0.0,2.33,2.94,2.49,6.1,2.38,1.77,0.0,0.0,1.67,3.54,3.88,0.0,4.06,2.67,3.39,2.14,1.93,0.0,0.0,2.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.05,3.28,0.0,0.0,4.61,2.42,0.0,0.0,0.0,99.98000000000002
01/04/2022,4.52,4.58,5.73,5.37,4.58,5.47,4.29,2.28,4.79,0.0,2.33,2.94,2.49,6.1,2.38,1.77,0.0,0.0,1.67,3.54,3.88,0.0,4.06,2.67,3.39,2.14,1.93,0.0,0.0,2.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.05,3.28,0.0,0.0,4.61,2.42,0.0,0.0,0.0,99.98000000000002
01/05/2022,4.52,4.58,5.73,5.37,4.58,5.47,4.29,2.28,4.79,0.0,2.33,2.94,2.49,6.1,2.38,1.77,0.0,0.0,1.67,3.54,3.88,0.0,4.06,2.67,3.39,2.14,1.93,0.0,0.0,2.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.05,3.28,0.0,0.0,4.61,2.42,0.0,0.0,0.0,99.98000000000002
01/06/2022,4.52,4.58,5.73,5.37,4.58,5.47,4.29,2.28,4.79,0.0,2.33,2.94,2.49,6.1,2.38,1.77,0.0,0.0,1.67,3.54,3.88,0.0,4.06,2.67,3.39,2.14,1.93,0.0,0.0,2.49,0.0,1.23,0.0,0.0,0.0,0.0,0.0,3.05,3.28,0.0,0.0,4.61,2.42,0.0,0.0,0.0,99.98000000000002
01/07/2022,4.4,4.64,5.86,5.31,4.5,5.39,4.28,2.28,4.78,0.0,2.33,3.07,2.51,6.22,2.35,1.71,0.0,0.0,1.62,3.45,3.92,0.0,4.12,2.76,3.36,2.13,1.89,0.0,0.0,2.42,0.0,1.29,0.0,0.0,0.0,0.0,0.0,3.02,3.28,0.0,0.0,4.74,2.38,0.0,0.0,0.0,100.01
01/10/2022,4.25,4.56,5.85,5.12,4.47,5.53,3.89,2.43,4.03,0.0,2.06,3.22,2.5,6.49,2.8,1.61,0.0,0.0,1.68,3.69,3.91,0.0,3.92,2.8,3.72,2.09,1.98,0.0,0.0,2.69,0.0,1.35,0.0,0.0,0.0,0.0,0.0,3.17,3.62,0.0,0.0,4.39,2.17,0.0,0.0,0.0,99.99
01/11/2022,4.25,4.56,5.85,5.12,4.47,5.53,3.89,2.43,4.03,0.0,2.06,3.22,2.5,6.49,2.8,1.61,0.0,0.0,1.68,3.69,3.91,0.0,3.92,2.8,3.72,2.09,1.98,0.0,0.0,2.69,0.0,1.35,0.0,0.0,0.0,0.0,0.0,3.17,3.62,0.0,0.0,4.39,2.17,0.0,0.0,0.0,99.99
01/12/2022,4.25,4.56,5.85,5.12,4.47,5.53,3.89,2.43,4.03,0.0,2.06,3.22,2.5,6.49,2.8,1.61,0.0,0.0,1.68,3.69,3.91,0.0,3.92,2.8,3.72,2.09,1.98,0.0,0.0,2.69,0.0,1.35,0.0,0.0,0.0,0.0,0.0,3.17,3.62,0.0,0.0,4.39,2.17,0.0,0.0,0.0,99.99
01/13/2022,4.25,4.56,5.85,5.12,4.47,5.53,3.89,2.43,4.03,0.0,2.06,3.22,2.5,6.49,2.8,1.61,0.0,0.0,1.68,3.69,3.91,0.0,3.92,2.8,3.72,2.09,1.98,0.0,0.0,2.69,0.0,1.35,0.0,0.0,0.0,0.0,0.0,3.17,3.62,0.0,0.0,4.39,2.17,0.0,0.0,0.0,99.99
01/14/2022,4.68,4.71,5.9,5.35,4.76,5.65,3.81,2.28,4.34,0.0,2.07,3.17,2.57,6.4,2.59,1.52,0.0,0.0,1.68,3.51,3.67,0.0,3.7,2.96,3.58,2.04,1.72,0.0,0.0,2.59,0.0,1.35,0.0,0.0,0.0,0.0,0.0,3.33,3.57,0.0,0.0,4.25,2.25,0.0,0.0,0.0,100.0
01/17/2022,4.54,4.55,0.0,5.32,4.58,5.66,3.43,2.19,4.17,0.0,2.27,3.19,2.55,6.72,2.78,1.44,0.0,0.0,1.74,3.72,3.75,0.0,3.88,2.74,3.78,2.07,1.66,0.0,0.0,2.45,0.0,1.31,0.0,0.0,0.0,0.0,0.0,3.27,3.74,0.0,0.0,4.47,2.23,0.0,0.0,5.81,100.00999999999998
