,NVDA,MSFT,TSLA,PYPL,V,MA,UNH,CMCSA,GOOG,GOOGL,ADBE,INTC,VZ,CRM,CSCO,T,ACN,AVGO,TXN,QCOM,UPS,UNP,ORCL,IBM,INTU,AMAT,AMT,AMD,NOW,AXP,DE,SPGI,ANTM,SQ,CHTR,LRCX,BKNG,MU,FIS,PLD,FGXXX,ADP,TMUS,CCI,CI,PNC,ZM,CME,TFC,SNAP,FDX,CSX,ATVI,MMC,COF,EQIX,NSC,ICE,ADSK,UBER,CB,FISV,TWLO,ETN,MCO,SNOW,PGR,HUM,GPN,HCA,TWTR,AON,DOCU,JCI,ROKU,CRWD,KLAC,IQV,EBAY,MRVL,PSA,TT,PINS,SPG,VEEV,MSCI,WDAY,CARR,SNPS,CNC,INFO,AIG,MET,BK,PRU,EA,MTCH,ORLY,PH,MCHP,ALL,PLTR,TRV,CDNS,MSI,CTSH,DFS,OTIS,PANW,CMI,PAYX,WELL,SBAC,AFL,FTNT,FRC,SWK,AZO,KKR,ROK,TTD,CSGP,MTD,DHI,PTON,SWKS,MCK,SIVB,PCAR,ANSS,FAST,WLTW,EFX,OKTA,AVB,AMP,EQR,VRSK,KEYS,CPRT,AWK,ZBRA,CBRE,EPAM,LEN,MXIM,FITB,SYF,LBRDK,AJG,ODFL,BBY,KSU,HUBS,DELL,O,CDW,CVNA,CERN,URI,EXPE,SPLK,RNG,NET,TDOC,VRSN,ENPH,HIG,QRVO,WAT,DDOG,DOV,WORK,EXR,TER,EXPD,VTR,INVH,KMX,WDC,TRU,IT,FLT,TRMB,ANET,TTWO,MDB,KEY,NDAQ,ESS,CFG,Z,RF,RBLX,MAA,COUP,PAYC,MTB,SUI,AKAM,BR,TYL,ALLY,DRE,CINF,GPC,NVR,MPWR,ON,ZS,STX,POOL,NTAP,U,SUM
09/03/2021,5.19,4.97,4.33,3.66,3.44,3.11,3.32,3.11,2.51,2.54,1.74,1.21,1.2,1.35,1.26,1.07,1.17,1.08,0.97,0.91,0.77,0.8,0.85,0.68,0.83,0.68,0.71,0.74,0.69,0.54,0.59,0.59,0.5,0.58,0.57,0.47,0.51,0.45,0.43,0.54,0.13,0.49,0.44,0.45,0.39,0.44,0.38,0.39,0.42,0.45,0.36,0.41,0.34,0.43,0.41,0.41,0.36,0.36,0.38,0.28,0.39,0.37,0.32,0.37,0.34,0.4,0.31,0.29,0.26,0.37,0.28,0.35,0.31,0.3,0.22,0.3,0.29,0.27,0.28,0.27,0.26,0.26,0.17,0.24,0.25,0.28,0.27,0.28,0.28,0.2,0.24,0.26,0.23,0.24,0.23,0.23,0.19,0.22,0.21,0.23,0.22,0.22,0.22,0.25,0.23,0.22,0.21,0.22,0.24,0.19,0.2,0.2,0.21,0.2,0.24,0.19,0.17,0.18,0.2,0.21,0.19,0.18,0.2,0.18,0.14,0.17,0.18,0.16,0.15,0.17,0.18,0.15,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.15,0.16,0.15,0.17,0.15,0.15,0.17,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.12,0.14,0.16,0.14,0.0,0.13,0.11,0.12,0.11,0.13,0.11,0.0,0.12,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.11,0.1,0.0,0.12,0.12,0.0,0.12,0.0,0.1,0.11,0.0,95.01
09/06/2021,5.12,4.94,4.34,3.62,3.33,3.01,3.37,3.22,2.49,2.52,1.74,1.2,1.21,1.34,1.27,1.08,1.19,1.06,0.96,0.9,0.78,0.79,0.86,0.69,0.82,0.67,0.73,0.72,0.71,0.54,0.59,0.59,0.51,0.57,0.57,0.47,0.51,0.45,0.43,0.56,0.15,0.48,0.44,0.47,0.41,0.44,0.32,0.38,0.42,0.45,0.36,0.4,0.34,0.44,0.4,0.43,0.35,0.37,0.35,0.29,0.39,0.37,0.31,0.37,0.34,0.42,0.31,0.29,0.26,0.37,0.28,0.35,0.3,0.3,0.21,0.28,0.28,0.27,0.28,0.27,0.27,0.26,0.17,0.24,0.24,0.28,0.27,0.28,0.28,0.2,0.25,0.26,0.23,0.24,0.23,0.23,0.2,0.22,0.21,0.23,0.22,0.22,0.22,0.25,0.23,0.22,0.21,0.22,0.24,0.19,0.2,0.2,0.22,0.19,0.24,0.19,0.17,0.18,0.2,0.21,0.18,0.19,0.2,0.18,0.14,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.19,0.17,0.17,0.19,0.16,0.0,0.15,0.15,0.17,0.15,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.12,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.14,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.0,94.88
09/07/2021,5.12,4.94,4.34,3.62,3.33,3.01,3.37,3.22,2.49,2.52,1.74,1.2,1.21,1.34,1.27,1.08,1.19,1.06,0.96,0.9,0.78,0.79,0.86,0.69,0.82,0.67,0.73,0.72,0.71,0.54,0.59,0.59,0.51,0.57,0.57,0.47,0.51,0.45,0.43,0.56,0.15,0.48,0.44,0.47,0.41,0.44,0.32,0.38,0.42,0.45,0.36,0.4,0.34,0.44,0.4,0.43,0.35,0.37,0.35,0.29,0.39,0.37,0.31,0.37,0.34,0.42,0.31,0.29,0.26,0.37,0.28,0.35,0.3,0.3,0.21,0.28,0.28,0.27,0.28,0.27,0.27,0.26,0.17,0.24,0.24,0.28,0.27,0.28,0.28,0.2,0.25,0.26,0.23,0.24,0.23,0.23,0.2,0.22,0.21,0.23,0.22,0.22,0.22,0.25,0.23,0.22,0.21,0.22,0.24,0.19,0.2,0.2,0.22,0.19,0.24,0.19,0.17,0.18,0.2,0.21,0.18,0.19,0.2,0.18,0.14,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.19,0.17,0.17,0.19,0.16,0.0,0.15,0.15,0.17,0.15,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.12,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.14,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.0,94.88
09/08/2021,5.12,4.94,4.34,3.62,3.33,3.01,3.37,3.22,2.49,2.52,1.74,1.2,1.21,1.34,1.27,1.08,1.19,1.06,0.96,0.9,0.78,0.79,0.86,0.69,0.82,0.67,0.73,0.72,0.71,0.54,0.59,0.59,0.51,0.57,0.57,0.47,0.51,0.45,0.43,0.56,0.15,0.48,0.44,0.47,0.41,0.44,0.32,0.38,0.42,0.45,0.36,0.4,0.34,0.44,0.4,0.43,0.35,0.37,0.35,0.29,0.39,0.37,0.31,0.37,0.34,0.42,0.31,0.29,0.26,0.37,0.28,0.35,0.3,0.3,0.21,0.28,0.28,0.27,0.28,0.27,0.27,0.26,0.17,0.24,0.24,0.28,0.27,0.28,0.28,0.2,0.25,0.26,0.23,0.24,0.23,0.23,0.2,0.22,0.21,0.23,0.22,0.22,0.22,0.25,0.23,0.22,0.21,0.22,0.24,0.19,0.2,0.2,0.22,0.19,0.24,0.19,0.17,0.18,0.2,0.21,0.18,0.19,0.2,0.18,0.14,0.17,0.18,0.17,0.16,0.17,0.18,0.16,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.19,0.17,0.17,0.19,0.16,0.0,0.15,0.15,0.17,0.15,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.15,0.11,0.12,0.12,0.13,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.12,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.12,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.14,0.0,0.13,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.0,94.88
09/09/2021,5.21,4.93,4.34,3.66,3.34,3.0,3.36,3.21,2.49,2.52,1.74,1.19,1.21,1.36,1.27,1.08,1.19,1.07,0.96,0.9,0.78,0.78,0.86,0.68,0.82,0.68,0.73,0.73,0.73,0.53,0.6,0.6,0.51,0.57,0.56,0.48,0.51,0.45,0.43,0.56,0.1,0.49,0.44,0.47,0.41,0.44,0.32,0.38,0.41,0.45,0.36,0.4,0.34,0.44,0.39,0.43,0.34,0.37,0.35,0.28,0.39,0.37,0.32,0.36,0.34,0.42,0.31,0.29,0.25,0.36,0.28,0.35,0.32,0.3,0.21,0.29,0.29,0.27,0.27,0.27,0.27,0.26,0.17,0.24,0.24,0.28,0.28,0.27,0.28,0.2,0.25,0.26,0.23,0.24,0.23,0.23,0.2,0.22,0.2,0.23,0.21,0.22,0.22,0.25,0.23,0.22,0.21,0.22,0.24,0.19,0.2,0.2,0.22,0.19,0.24,0.19,0.17,0.18,0.2,0.21,0.18,0.19,0.2,0.18,0.14,0.16,0.18,0.17,0.16,0.17,0.18,0.16,0.19,0.18,0.18,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.15,0.16,0.15,0.17,0.14,0.14,0.17,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.11,0.16,0.11,0.12,0.12,0.13,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.12,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.16,0.11,0.12,0.12,0.0,0.0,0.1,0.0,0.12,0.1,0.14,0.0,0.13,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.0,94.93
09/10/2021,5.2,4.94,4.47,3.73,3.37,3.05,3.36,3.15,2.52,2.55,1.74,1.2,1.21,1.35,1.26,1.08,1.19,1.07,0.96,0.9,0.78,0.78,0.85,0.68,0.82,0.69,0.73,0.73,0.72,0.53,0.57,0.59,0.51,0.57,0.56,0.46,0.52,0.45,0.43,0.56,0.1,0.48,0.43,0.46,0.41,0.45,0.33,0.38,0.41,0.47,0.36,0.39,0.33,0.44,0.39,0.43,0.34,0.36,0.35,0.29,0.39,0.37,0.31,0.36,0.34,0.42,0.3,0.29,0.26,0.37,0.28,0.35,0.3,0.29,0.21,0.28,0.29,0.27,0.27,0.27,0.27,0.25,0.17,0.24,0.23,0.29,0.27,0.27,0.28,0.2,0.24,0.26,0.23,0.23,0.23,0.23,0.22,0.22,0.2,0.23,0.21,0.23,0.22,0.25,0.23,0.22,0.2,0.21,0.24,0.19,0.2,0.2,0.22,0.19,0.24,0.19,0.16,0.18,0.19,0.2,0.18,0.19,0.2,0.18,0.14,0.16,0.18,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.16,0.0,0.15,0.14,0.16,0.15,0.17,0.14,0.14,0.16,0.14,0.15,0.15,0.14,0.13,0.14,0.11,0.14,0.1,0.16,0.11,0.12,0.11,0.13,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.11,0.13,0.11,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.15,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.11,0.13,0.0,0.12,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.11,94.95
09/13/2021,5.14,4.95,4.49,3.64,3.43,3.12,3.32,3.15,2.51,2.54,1.75,1.2,1.21,1.34,1.26,1.09,1.19,1.07,0.96,0.89,0.77,0.79,0.86,0.68,0.83,0.67,0.74,0.71,0.71,0.53,0.57,0.6,0.5,0.55,0.56,0.46,0.52,0.45,0.45,0.56,0.11,0.48,0.43,0.47,0.41,0.45,0.32,0.38,0.41,0.45,0.35,0.4,0.34,0.44,0.39,0.43,0.35,0.37,0.35,0.28,0.39,0.37,0.3,0.36,0.34,0.43,0.3,0.29,0.28,0.37,0.27,0.35,0.29,0.3,0.2,0.28,0.28,0.27,0.27,0.27,0.27,0.25,0.16,0.24,0.23,0.29,0.27,0.27,0.28,0.2,0.25,0.26,0.23,0.23,0.23,0.23,0.22,0.22,0.2,0.22,0.21,0.22,0.22,0.25,0.23,0.22,0.2,0.22,0.24,0.19,0.2,0.2,0.22,0.19,0.24,0.19,0.17,0.19,0.19,0.2,0.17,0.19,0.2,0.17,0.14,0.16,0.18,0.17,0.15,0.18,0.17,0.16,0.18,0.18,0.18,0.17,0.17,0.18,0.19,0.17,0.19,0.17,0.17,0.19,0.15,0.0,0.15,0.14,0.16,0.15,0.17,0.14,0.15,0.16,0.14,0.15,0.15,0.14,0.13,0.13,0.11,0.14,0.0,0.15,0.11,0.12,0.11,0.13,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.12,0.13,0.12,0.0,0.13,0.15,0.12,0.13,0.11,0.0,0.15,0.11,0.12,0.12,0.0,0.0,0.1,0.1,0.12,0.0,0.13,0.0,0.13,0.0,0.11,0.11,0.0,0.11,0.1,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.1,94.89
09/14/2021,5.12,4.92,4.51,3.67,3.41,3.13,3.32,3.13,2.52,2.55,1.75,1.2,1.2,1.34,1.26,1.08,1.2,1.07,0.96,0.89,0.75,0.77,0.86,0.68,0.84,0.68,0.73,0.71,0.71,0.53,0.57,0.6,0.5,0.54,0.55,0.47,0.52,0.45,0.44,0.55,0.12,0.48,0.43,0.46,0.41,0.45,0.32,0.38,0.41,0.46,0.35,0.39,0.33,0.45,0.39,0.42,0.34,0.37,0.35,0.28,0.39,0.37,0.31,0.36,0.34,0.44,0.3,0.3,0.28,0.38,0.27,0.36,0.29,0.3,0.21,0.28,0.3,0.27,0.27,0.27,0.27,0.25,0.17,0.24,0.23,0.29,0.27,0.27,0.28,0.2,0.24,0.26,0.23,0.23,0.23,0.23,0.22,0.22,0.2,0.23,0.21,0.22,0.22,0.25,0.23,0.22,0.2,0.22,0.24,0.19,0.2,0.2,0.21,0.19,0.24,0.19,0.17,0.19,0.19,0.2,0.17,0.19,0.2,0.17,0.15,0.16,0.18,0.17,0.16,0.18,0.17,0.17,0.19,0.18,0.17,0.17,0.17,0.18,0.18,0.17,0.19,0.17,0.18,0.19,0.15,0.0,0.15,0.14,0.16,0.16,0.17,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.11,0.14,0.0,0.15,0.11,0.12,0.11,0.14,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.11,0.12,0.13,0.12,0.0,0.13,0.15,0.12,0.13,0.11,0.0,0.15,0.11,0.12,0.12,0.0,0.0,0.1,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.1,0.11,0.0,0.0,0.12,0.12,0.0,0.12,0.0,0.11,0.11,0.1,94.91
09/15/2021,5.22,4.92,4.43,3.66,3.4,3.11,3.26,3.14,2.49,2.52,1.75,1.22,1.21,1.33,1.26,1.08,1.21,1.09,0.98,0.9,0.78,0.77,0.87,0.68,0.84,0.7,0.73,0.71,0.71,0.53,0.57,0.6,0.49,0.54,0.56,0.47,0.52,0.46,0.43,0.55,0.13,0.48,0.43,0.45,0.4,0.45,0.33,0.37,0.41,0.46,0.35,0.39,0.34,0.45,0.39,0.42,0.35,0.37,0.35,0.28,0.39,0.36,0.3,0.36,0.34,0.44,0.3,0.29,0.27,0.38,0.27,0.36,0.29,0.3,0.2,0.28,0.3,0.27,0.27,0.27,0.27,0.25,0.16,0.23,0.23,0.29,0.27,0.27,0.28,0.19,0.25,0.26,0.23,0.23,0.23,0.23,0.23,0.23,0.2,0.23,0.21,0.23,0.22,0.26,0.23,0.22,0.2,0.22,0.25,0.19,0.2,0.2,0.21,0.19,0.24,0.19,0.17,0.19,0.19,0.2,0.17,0.2,0.2,0.17,0.16,0.16,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.19,0.17,0.19,0.17,0.17,0.19,0.15,0.0,0.15,0.15,0.16,0.16,0.17,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.11,0.14,0.0,0.15,0.11,0.12,0.11,0.14,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.15,0.12,0.13,0.11,0.0,0.15,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.11,0.11,0.11,94.97
09/16/2021,5.22,4.92,4.43,3.66,3.4,3.11,3.26,3.14,2.49,2.52,1.75,1.22,1.21,1.33,1.26,1.08,1.21,1.09,0.98,0.9,0.78,0.77,0.87,0.68,0.84,0.7,0.73,0.71,0.71,0.53,0.57,0.6,0.49,0.54,0.56,0.47,0.52,0.46,0.43,0.55,0.13,0.48,0.43,0.45,0.4,0.45,0.33,0.37,0.41,0.46,0.35,0.39,0.34,0.45,0.39,0.42,0.35,0.37,0.35,0.28,0.39,0.36,0.3,0.36,0.34,0.44,0.3,0.29,0.27,0.38,0.27,0.36,0.29,0.3,0.2,0.28,0.3,0.27,0.27,0.27,0.27,0.25,0.16,0.23,0.23,0.29,0.27,0.27,0.28,0.19,0.25,0.26,0.23,0.23,0.23,0.23,0.23,0.23,0.2,0.23,0.21,0.23,0.22,0.26,0.23,0.22,0.2,0.22,0.25,0.19,0.2,0.2,0.21,0.19,0.24,0.19,0.17,0.19,0.19,0.2,0.17,0.2,0.2,0.17,0.16,0.16,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.19,0.17,0.19,0.17,0.17,0.19,0.15,0.0,0.15,0.15,0.16,0.16,0.17,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.11,0.14,0.0,0.15,0.11,0.12,0.11,0.14,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.15,0.12,0.13,0.11,0.0,0.15,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.11,0.11,0.11,94.97
09/17/2021,5.14,4.94,4.46,3.61,3.39,3.11,3.34,3.17,2.51,2.54,1.71,1.25,1.21,1.31,1.26,1.09,1.2,1.09,1.0,0.91,0.78,0.77,0.86,0.69,0.83,0.71,0.73,0.71,0.7,0.54,0.57,0.6,0.5,0.53,0.56,0.48,0.53,0.46,0.43,0.54,0.13,0.48,0.42,0.45,0.4,0.46,0.32,0.37,0.42,0.44,0.36,0.39,0.34,0.45,0.4,0.42,0.34,0.37,0.34,0.28,0.4,0.35,0.29,0.35,0.34,0.44,0.31,0.29,0.27,0.38,0.26,0.36,0.28,0.3,0.2,0.27,0.3,0.27,0.27,0.28,0.27,0.25,0.17,0.24,0.23,0.28,0.27,0.27,0.28,0.2,0.25,0.26,0.24,0.23,0.23,0.23,0.23,0.22,0.21,0.24,0.22,0.22,0.22,0.25,0.23,0.22,0.21,0.22,0.25,0.19,0.2,0.2,0.21,0.19,0.23,0.2,0.17,0.19,0.2,0.2,0.17,0.19,0.2,0.17,0.16,0.17,0.18,0.18,0.16,0.17,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.18,0.19,0.15,0.0,0.16,0.15,0.16,0.16,0.17,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.13,0.14,0.11,0.14,0.0,0.15,0.11,0.12,0.11,0.14,0.11,0.14,0.16,0.14,0.0,0.14,0.11,0.12,0.12,0.13,0.12,0.0,0.13,0.14,0.12,0.13,0.11,0.0,0.15,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.11,0.0,0.0,0.12,0.12,0.11,0.11,0.0,0.1,0.11,0.0,94.99
09/20/2021,5.17,5.06,4.53,3.62,3.37,3.08,3.36,3.01,2.53,2.57,1.75,1.25,1.21,1.32,1.24,1.09,1.22,1.11,1.01,0.87,0.77,0.75,0.85,0.68,0.85,0.72,0.73,0.71,0.71,0.54,0.56,0.6,0.51,0.54,0.54,0.48,0.53,0.46,0.43,0.54,0.13,0.48,0.41,0.45,0.4,0.45,0.31,0.37,0.41,0.45,0.35,0.39,0.33,0.44,0.4,0.42,0.35,0.37,0.35,0.27,0.4,0.35,0.3,0.35,0.34,0.44,0.3,0.29,0.27,0.37,0.27,0.36,0.28,0.3,0.2,0.27,0.31,0.27,0.27,0.28,0.26,0.25,0.16,0.24,0.23,0.29,0.27,0.27,0.28,0.19,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.21,0.24,0.21,0.23,0.22,0.26,0.23,0.22,0.21,0.22,0.25,0.19,0.2,0.2,0.21,0.19,0.23,0.19,0.17,0.19,0.2,0.2,0.17,0.19,0.2,0.17,0.15,0.16,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.15,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.14,0.16,0.14,0.14,0.15,0.14,0.12,0.14,0.12,0.14,0.0,0.16,0.0,0.12,0.11,0.14,0.11,0.14,0.16,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.12,0.0,0.12,0.15,0.12,0.13,0.11,0.0,0.16,0.11,0.12,0.12,0.0,0.0,0.11,0.1,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.11,0.12,0.11,0.12,0.0,0.1,0.11,0.1,94.97
09/21/2021,5.14,5.05,4.53,3.62,3.37,3.09,3.35,3.02,2.51,2.55,1.76,1.24,1.21,1.34,1.24,1.09,1.21,1.1,1.01,0.87,0.77,0.75,0.84,0.68,0.85,0.73,0.73,0.71,0.72,0.54,0.55,0.6,0.51,0.55,0.54,0.49,0.53,0.46,0.43,0.54,0.15,0.47,0.42,0.45,0.39,0.44,0.3,0.37,0.41,0.44,0.35,0.39,0.34,0.44,0.4,0.42,0.34,0.37,0.35,0.28,0.39,0.35,0.3,0.35,0.34,0.44,0.3,0.28,0.27,0.38,0.27,0.36,0.29,0.3,0.2,0.28,0.32,0.27,0.27,0.28,0.26,0.24,0.16,0.24,0.23,0.29,0.27,0.27,0.28,0.19,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.21,0.24,0.21,0.24,0.22,0.26,0.23,0.22,0.21,0.21,0.25,0.18,0.2,0.2,0.21,0.19,0.23,0.19,0.17,0.19,0.2,0.2,0.17,0.19,0.19,0.17,0.15,0.16,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.19,0.15,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.14,0.17,0.14,0.14,0.15,0.15,0.12,0.14,0.11,0.14,0.0,0.16,0.1,0.12,0.11,0.14,0.11,0.14,0.17,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.0,0.12,0.15,0.12,0.13,0.11,0.0,0.16,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.11,94.96
09/22/2021,5.14,5.05,4.53,3.62,3.37,3.09,3.35,3.02,2.51,2.55,1.76,1.24,1.21,1.34,1.24,1.09,1.21,1.1,1.01,0.87,0.77,0.75,0.84,0.68,0.85,0.73,0.73,0.71,0.72,0.54,0.55,0.6,0.51,0.55,0.54,0.49,0.53,0.46,0.43,0.54,0.15,0.47,0.42,0.45,0.39,0.44,0.3,0.37,0.41,0.44,0.35,0.39,0.34,0.44,0.4,0.42,0.34,0.37,0.35,0.28,0.39,0.35,0.3,0.35,0.34,0.44,0.3,0.28,0.27,0.38,0.27,0.36,0.29,0.3,0.2,0.28,0.32,0.27,0.27,0.28,0.26,0.24,0.16,0.24,0.23,0.29,0.27,0.27,0.28,0.19,0.25,0.26,0.24,0.23,0.23,0.22,0.22,0.23,0.21,0.24,0.21,0.24,0.22,0.26,0.23,0.22,0.21,0.21,0.25,0.18,0.2,0.2,0.21,0.19,0.23,0.19,0.17,0.19,0.2,0.2,0.17,0.19,0.19,0.17,0.15,0.16,0.18,0.18,0.16,0.18,0.17,0.17,0.18,0.17,0.17,0.17,0.17,0.18,0.18,0.18,0.18,0.17,0.17,0.19,0.15,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.14,0.17,0.14,0.14,0.15,0.15,0.12,0.14,0.11,0.14,0.0,0.16,0.1,0.12,0.11,0.14,0.11,0.14,0.17,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.0,0.12,0.15,0.12,0.13,0.11,0.0,0.16,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.11,94.96
09/23/2021,5.1,5.01,4.58,3.57,3.36,3.08,3.4,3.03,2.48,2.52,1.75,1.24,1.21,1.35,1.24,1.1,1.19,1.11,1.01,0.85,0.77,0.75,0.84,0.68,0.84,0.72,0.73,0.7,0.72,0.55,0.55,0.6,0.52,0.55,0.54,0.48,0.53,0.47,0.43,0.54,0.15,0.47,0.42,0.45,0.4,0.45,0.32,0.37,0.41,0.46,0.35,0.38,0.34,0.44,0.4,0.43,0.34,0.37,0.35,0.28,0.39,0.35,0.31,0.35,0.33,0.45,0.3,0.29,0.27,0.38,0.27,0.36,0.29,0.3,0.2,0.28,0.32,0.27,0.27,0.28,0.26,0.24,0.17,0.24,0.23,0.28,0.27,0.27,0.27,0.21,0.25,0.26,0.24,0.23,0.23,0.21,0.22,0.23,0.21,0.24,0.21,0.25,0.22,0.25,0.22,0.22,0.21,0.2,0.25,0.18,0.2,0.2,0.21,0.19,0.23,0.19,0.17,0.19,0.21,0.2,0.17,0.2,0.2,0.17,0.15,0.16,0.18,0.18,0.16,0.17,0.17,0.16,0.18,0.17,0.17,0.17,0.16,0.18,0.18,0.17,0.18,0.17,0.17,0.19,0.15,0.0,0.16,0.15,0.15,0.16,0.17,0.14,0.14,0.17,0.14,0.14,0.15,0.14,0.13,0.14,0.12,0.14,0.0,0.16,0.11,0.12,0.11,0.14,0.11,0.14,0.17,0.13,0.0,0.13,0.11,0.12,0.12,0.13,0.13,0.0,0.12,0.15,0.12,0.13,0.11,0.0,0.16,0.11,0.12,0.12,0.1,0.0,0.11,0.0,0.12,0.0,0.13,0.0,0.12,0.0,0.11,0.1,0.11,0.1,0.0,0.0,0.12,0.12,0.11,0.12,0.0,0.0,0.11,0.11,94.9
