,GOOGL,VZ,CTVA,MSFT,AAPL,BG,JNJ,PFE,GE,PG,HCA,AWK,ABBV,DE,PEP,BMY,MRK,XYL,LLY,ECL,MCK,AMGN,IQV,LH,UNH,CMCSA,FMC,CAH,JPM,GILD,T,CF,BAC,DELL,THC,HPQ,MOS,CL,MDLZ,DGX,TMO,BDX,AGCO,SYY,CYH,WFC,SYK,CVS,MMM,BIIB,ADM,K,GIS,INTC,CLX,FB,WTRG,CAG,WMT,REGN,BAX,UHS,WBA,AXP,BSX,VRTX,USFD,AMZN,PPD,GS,DHR,COF,SYNH,CWT,ZBH,PFGC,MRNA,CSCO,C,SJM,PNC,ABT,CHTR,LW,BBY,MS,ANTM,FDP,HD,RPRX,ABC,CHD,KO,KMB,ALXN,LOW,FLO,DVA,PRU,AWR,THS,TMUS,JBL,SPB,SJW,ALL,Us Dollars,SYF,CRL,CPB,ORCL,CNC,MET,HUM,SBUX,DIS,USB,KDP,TGT,DFS,PGR,AQUA,FTV,IBM,LUMN,CME,BK,OMI,SGEN,TRV,HPE,ICLR,AVTR,ITGR,WTS,MRVI,EW,SEM,INCY,CNDT,IAC,ISRG,CFX,MAR,WELL,UNFI,MAN,MU,MD,AVGO,CMP,ATVI,FELE,QCOM,DXC,EL,CTLT,BKD,A,TFC,TJX,BIO,KR,DG,MA,NFLX,HRC,SP,POST,AVD,CBRE,HOLX,MMC,OMC,INGR,CDW,PYPL,NLSN,ILMN,M,AMAT,AMT,SDC,GLW,ARE,CCI,ALNY,TECH,ADS,DHC,JEF,TTEK,WDC,JLL,HIG,TFX,STT,RDNT,PKI,CTSH,LBRDA,J,BLK,L,FIS,JJSF,AZN,HSIC,n/a,VIACA,UTHR,GE.,LNN,ANDE,RMD,WST,SGRY,SUM
09/01/2021,4.15,3.9,3.41,2.78,2.55,2.08,1.89,1.69,1.87,1.7,1.66,1.56,1.37,1.49,1.28,1.25,1.16,1.12,1.01,0.99,0.95,0.93,0.91,0.88,0.82,0.8,0.86,0.75,0.8,0.72,0.7,0.72,0.75,0.63,0.62,0.62,0.65,0.57,0.56,0.56,0.54,0.54,0.57,0.56,0.51,0.55,0.52,0.49,0.47,0.46,0.47,0.44,0.43,0.46,0.43,0.44,0.41,0.41,0.39,0.38,0.38,0.39,0.43,0.4,0.37,0.37,0.38,0.34,0.33,0.35,0.31,0.33,0.33,0.3,0.3,0.33,0.29,0.28,0.29,0.25,0.28,0.26,0.26,0.25,0.26,0.26,0.24,0.26,0.23,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.0,0.17,0.16,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.15,0.14,0.14,0.15,0.14,0.14,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.11,0.13,0.12,0.13,0.13,0.11,0.12,0.12,0.11,0.12,0.11,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.41,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.99000000000001
09/02/2021,4.16,3.89,3.37,2.82,2.62,2.04,1.9,1.7,1.86,1.7,1.67,1.58,1.38,1.5,1.28,1.26,1.16,1.13,1.02,1.0,0.95,0.93,0.92,0.89,0.82,0.8,0.86,0.75,0.78,0.72,0.7,0.71,0.74,0.64,0.63,0.63,0.64,0.57,0.56,0.56,0.55,0.54,0.57,0.55,0.5,0.53,0.52,0.5,0.47,0.46,0.46,0.44,0.43,0.46,0.43,0.45,0.42,0.4,0.39,0.39,0.39,0.38,0.43,0.39,0.37,0.37,0.37,0.35,0.33,0.34,0.32,0.31,0.34,0.3,0.3,0.32,0.28,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.27,0.25,0.23,0.25,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.0,0.16,0.17,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.41,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06000000000002
09/03/2021,4.16,3.89,3.37,2.82,2.62,2.04,1.9,1.7,1.86,1.7,1.67,1.58,1.38,1.5,1.28,1.26,1.16,1.13,1.02,1.0,0.95,0.93,0.92,0.89,0.82,0.8,0.86,0.75,0.78,0.72,0.7,0.71,0.74,0.64,0.63,0.63,0.64,0.57,0.56,0.56,0.55,0.54,0.57,0.55,0.5,0.53,0.52,0.5,0.47,0.46,0.46,0.44,0.43,0.46,0.43,0.45,0.42,0.4,0.39,0.39,0.39,0.38,0.43,0.39,0.37,0.37,0.37,0.35,0.33,0.34,0.32,0.31,0.34,0.3,0.3,0.32,0.28,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.27,0.25,0.23,0.25,0.24,0.23,0.23,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.18,0.18,0.19,0.19,0.18,0.18,0.0,0.16,0.17,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.15,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.08,0.07,0.08,0.09,0.08,0.09,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.41,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06000000000002
09/06/2021,4.09,3.9,3.43,2.77,2.61,2.06,1.9,1.69,1.86,1.7,1.66,1.6,1.28,1.5,1.28,1.23,1.16,1.14,1.0,0.99,0.97,0.93,0.92,0.89,0.83,0.82,0.88,0.77,0.78,0.72,0.71,0.72,0.72,0.63,0.63,0.62,0.64,0.57,0.56,0.58,0.55,0.55,0.56,0.54,0.52,0.49,0.52,0.51,0.47,0.45,0.46,0.43,0.43,0.45,0.44,0.44,0.42,0.41,0.39,0.38,0.42,0.38,0.45,0.38,0.37,0.36,0.37,0.35,0.33,0.34,0.32,0.3,0.34,0.31,0.29,0.33,0.29,0.28,0.28,0.25,0.27,0.26,0.26,0.25,0.26,0.25,0.24,0.25,0.23,0.23,0.24,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.2,0.18,0.19,0.19,0.18,0.17,0.0,0.16,0.17,0.15,0.15,0.15,0.16,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.15,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.13,0.14,0.0,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.1,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,85.95
09/07/2021,4.11,3.92,3.44,2.78,2.63,2.07,1.9,1.69,1.84,1.71,1.66,1.59,1.27,1.52,1.29,1.23,1.17,1.13,1.01,0.99,0.97,0.93,0.92,0.89,0.83,0.83,0.87,0.78,0.78,0.72,0.71,0.72,0.72,0.63,0.63,0.63,0.63,0.57,0.56,0.58,0.56,0.56,0.56,0.54,0.51,0.48,0.52,0.51,0.47,0.45,0.46,0.44,0.43,0.45,0.44,0.44,0.42,0.41,0.4,0.39,0.43,0.38,0.45,0.38,0.37,0.36,0.37,0.35,0.33,0.34,0.32,0.29,0.34,0.31,0.29,0.32,0.31,0.28,0.28,0.25,0.27,0.26,0.26,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.0,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.1,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,86.06
09/08/2021,4.11,3.92,3.44,2.78,2.63,2.07,1.9,1.69,1.84,1.71,1.66,1.59,1.27,1.52,1.29,1.23,1.17,1.13,1.01,0.99,0.97,0.93,0.92,0.89,0.83,0.83,0.87,0.78,0.78,0.72,0.71,0.72,0.72,0.63,0.63,0.63,0.63,0.57,0.56,0.58,0.56,0.56,0.56,0.54,0.51,0.48,0.52,0.51,0.47,0.45,0.46,0.44,0.43,0.45,0.44,0.44,0.42,0.41,0.4,0.39,0.43,0.38,0.45,0.38,0.37,0.36,0.37,0.35,0.33,0.34,0.32,0.29,0.34,0.31,0.29,0.32,0.31,0.28,0.28,0.25,0.27,0.26,0.26,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.0,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.1,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,86.06
09/09/2021,4.11,3.92,3.44,2.78,2.63,2.07,1.9,1.69,1.84,1.71,1.66,1.59,1.27,1.52,1.29,1.23,1.17,1.13,1.01,0.99,0.97,0.93,0.92,0.89,0.83,0.83,0.87,0.78,0.78,0.72,0.71,0.72,0.72,0.63,0.63,0.63,0.63,0.57,0.56,0.58,0.56,0.56,0.56,0.54,0.51,0.48,0.52,0.51,0.47,0.45,0.46,0.44,0.43,0.45,0.44,0.44,0.42,0.41,0.4,0.39,0.43,0.38,0.45,0.38,0.37,0.36,0.37,0.35,0.33,0.34,0.32,0.29,0.34,0.31,0.29,0.32,0.31,0.28,0.28,0.25,0.27,0.26,0.26,0.24,0.25,0.25,0.24,0.25,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.19,0.18,0.19,0.19,0.18,0.17,0.0,0.16,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.14,0.0,0.13,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.12,0.12,0.12,0.11,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.08,0.09,0.1,0.1,0.08,0.09,0.09,0.08,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.08,0.08,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.08,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.07,86.06
09/10/2021,4.16,3.9,3.42,2.79,2.69,2.08,1.89,1.7,1.83,1.71,1.67,1.59,1.25,1.46,1.27,1.23,1.16,1.13,1.0,1.01,0.97,0.92,0.93,0.89,0.83,0.81,0.88,0.78,0.78,0.72,0.71,0.73,0.73,0.63,0.62,0.61,0.64,0.57,0.55,0.58,0.56,0.56,0.55,0.54,0.49,0.49,0.53,0.51,0.45,0.44,0.46,0.43,0.43,0.46,0.44,0.45,0.42,0.41,0.39,0.38,0.43,0.38,0.45,0.38,0.37,0.35,0.37,0.36,0.33,0.34,0.32,0.29,0.34,0.31,0.29,0.31,0.33,0.28,0.28,0.25,0.27,0.26,0.26,0.24,0.25,0.25,0.24,0.23,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.2,0.18,0.2,0.19,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.11,0.11,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.08,0.0,0.0,0.0,0.07,0.0,0.0,0.0,86.07000000000001
09/13/2021,4.17,3.9,3.39,2.78,2.66,2.06,1.86,1.69,1.84,1.73,1.72,1.64,1.24,1.45,1.29,1.21,1.13,1.12,0.94,1.01,0.97,0.9,0.92,0.89,0.82,0.81,0.91,0.78,0.79,0.71,0.72,0.73,0.73,0.63,0.62,0.61,0.63,0.57,0.55,0.59,0.56,0.57,0.53,0.55,0.48,0.49,0.53,0.51,0.45,0.41,0.47,0.44,0.44,0.46,0.44,0.45,0.43,0.41,0.39,0.37,0.43,0.37,0.45,0.38,0.38,0.35,0.37,0.36,0.33,0.34,0.32,0.29,0.34,0.31,0.29,0.31,0.34,0.28,0.28,0.25,0.28,0.27,0.26,0.24,0.25,0.25,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.21,0.19,0.19,0.2,0.19,0.2,0.17,0.19,0.22,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.14,0.14,0.13,0.13,0.13,0.0,0.14,0.13,0.13,0.12,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.1,0.1,0.11,0.11,0.11,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.03
09/14/2021,4.12,3.92,3.4,2.79,2.6,2.09,1.86,1.68,1.83,1.75,1.72,1.62,1.25,1.45,1.3,1.21,1.14,1.13,0.95,1.01,0.97,0.9,0.93,0.9,0.81,0.81,0.92,0.78,0.78,0.72,0.72,0.74,0.72,0.63,0.62,0.61,0.64,0.58,0.56,0.59,0.57,0.57,0.53,0.54,0.46,0.5,0.52,0.5,0.45,0.41,0.47,0.44,0.45,0.47,0.45,0.45,0.42,0.42,0.4,0.38,0.43,0.37,0.44,0.38,0.37,0.35,0.37,0.36,0.34,0.34,0.33,0.3,0.35,0.3,0.28,0.3,0.34,0.28,0.28,0.25,0.28,0.27,0.26,0.24,0.25,0.26,0.23,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.22,0.19,0.18,0.2,0.19,0.2,0.18,0.2,0.23,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.13,0.1,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.52,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06
09/15/2021,4.12,3.92,3.4,2.79,2.6,2.09,1.86,1.68,1.83,1.75,1.72,1.62,1.25,1.45,1.3,1.21,1.14,1.13,0.95,1.01,0.97,0.9,0.93,0.9,0.81,0.81,0.92,0.78,0.78,0.72,0.72,0.74,0.72,0.63,0.62,0.61,0.64,0.58,0.56,0.59,0.57,0.57,0.53,0.54,0.46,0.5,0.52,0.5,0.45,0.41,0.47,0.44,0.45,0.47,0.45,0.45,0.42,0.42,0.4,0.38,0.43,0.37,0.44,0.38,0.37,0.35,0.37,0.36,0.34,0.34,0.33,0.3,0.35,0.3,0.28,0.3,0.34,0.28,0.28,0.25,0.28,0.27,0.26,0.24,0.25,0.26,0.23,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.22,0.19,0.18,0.2,0.19,0.2,0.18,0.2,0.23,0.18,0.17,0.0,0.16,0.17,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.15,0.15,0.14,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.13,0.1,0.12,0.13,0.12,0.12,0.13,0.12,0.11,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.08,0.08,0.08,0.09,0.07,0.08,0.08,0.09,0.08,0.09,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.52,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.06
09/16/2021,4.15,3.93,3.37,2.79,2.6,2.11,1.84,1.64,1.87,1.76,1.72,1.6,1.25,1.44,1.3,1.2,1.13,1.12,0.94,1.0,0.98,0.91,0.91,0.88,0.83,0.82,0.92,0.78,0.79,0.72,0.72,0.75,0.73,0.65,0.62,0.61,0.64,0.58,0.56,0.58,0.56,0.57,0.53,0.54,0.47,0.51,0.52,0.51,0.45,0.41,0.48,0.44,0.45,0.47,0.45,0.45,0.41,0.42,0.39,0.37,0.42,0.37,0.44,0.39,0.37,0.36,0.38,0.35,0.33,0.34,0.32,0.3,0.35,0.29,0.28,0.31,0.32,0.28,0.28,0.26,0.28,0.26,0.26,0.24,0.25,0.26,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.22,0.19,0.19,0.2,0.19,0.2,0.17,0.2,0.23,0.18,0.18,0.0,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.13,0.1,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,85.99000000000001
09/17/2021,4.15,3.93,3.37,2.79,2.6,2.11,1.84,1.64,1.87,1.76,1.72,1.6,1.25,1.44,1.3,1.2,1.13,1.12,0.94,1.0,0.98,0.91,0.91,0.88,0.83,0.82,0.92,0.78,0.79,0.72,0.72,0.75,0.73,0.65,0.62,0.61,0.64,0.58,0.56,0.58,0.56,0.57,0.53,0.54,0.47,0.51,0.52,0.51,0.45,0.41,0.48,0.44,0.45,0.47,0.45,0.45,0.41,0.42,0.39,0.37,0.42,0.37,0.44,0.39,0.37,0.36,0.38,0.35,0.33,0.34,0.32,0.3,0.35,0.29,0.28,0.31,0.32,0.28,0.28,0.26,0.28,0.26,0.26,0.24,0.25,0.26,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.22,0.19,0.19,0.2,0.19,0.2,0.17,0.2,0.23,0.18,0.18,0.0,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.13,0.1,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,85.99000000000001
09/20/2021,4.15,3.93,3.37,2.79,2.6,2.11,1.84,1.64,1.87,1.76,1.72,1.6,1.25,1.44,1.3,1.2,1.13,1.12,0.94,1.0,0.98,0.91,0.91,0.88,0.83,0.82,0.92,0.78,0.79,0.72,0.72,0.75,0.73,0.65,0.62,0.61,0.64,0.58,0.56,0.58,0.56,0.57,0.53,0.54,0.47,0.51,0.52,0.51,0.45,0.41,0.48,0.44,0.45,0.47,0.45,0.45,0.41,0.42,0.39,0.37,0.42,0.37,0.44,0.39,0.37,0.36,0.38,0.35,0.33,0.34,0.32,0.3,0.35,0.29,0.28,0.31,0.32,0.28,0.28,0.26,0.28,0.26,0.26,0.24,0.25,0.26,0.24,0.24,0.24,0.23,0.24,0.22,0.22,0.22,0.0,0.22,0.19,0.19,0.2,0.19,0.2,0.17,0.2,0.23,0.18,0.18,0.0,0.16,0.16,0.16,0.15,0.15,0.16,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.15,0.15,0.13,0.14,0.13,0.13,0.13,0.13,0.0,0.14,0.12,0.13,0.1,0.12,0.13,0.12,0.13,0.13,0.12,0.12,0.12,0.12,0.13,0.11,0.12,0.1,0.11,0.11,0.1,0.1,0.11,0.1,0.11,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.1,0.1,0.09,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.08,0.09,0.08,0.1,0.07,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.08,0.07,0.07,0.08,0.07,0.07,0.0,0.07,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.0,85.99000000000001
