,MSFT,JPM,JNJ,V,WMT,UNH,HD,PG,CMCSA,XOM,ORCL,VZ,KO,PFE,ABT,T,PEP,NKE,CVX,MRK,ACN,AVGO,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,BMY,UNP,NEE,LOW,SBUX,BLK,RTX,IBM,TGT,CAT,MMM,LMT,SPGI,SYK,MO,ADP,USB,PNC,DUK,CME,CSX,ATVI,TFC,SHW,MMC,BDX,CB,ITW,CL,MCO,SO,APD,ADI,WM,ECL,ETN,NOC,EMR,EPD,GD,ROP,KLAC,TROW,KMB,LHX,TEL,TT,BK,DLR,AEP,WBA,SRE,CTAS,PPG,MCHP,PRU,ALL,PAYX,SYY,TRV,HPQ,IFF,AFL,XEL,DFS,RSG,CMI,GLW,ADM,SWK,ROK,VFC,VLO,FAST,MCK,AWK,AJG,AMP,WEC,STT,KR,ES,NUE,BBY,ARE,WST,FITB,HRL,HSY,O,OKE,ED,ABC,IP,GWW,BF.B,EXR,CLX,MKC,EIX,DTE,DOV,PPL,K,TSCO,EXPD,CHD,HBAN,ESS,MAA,ALB,KEY,BR,CINF,POOL,GPC,STE,RJF,MKTX,CMS,JBHT,AVY,CE,PFG,IEX,CAH,BIP,BEN,EMN,BRO,UDR,EVRG,LNT,SJM,ELS,WHR,WPC,WRB,HAS,LII,GGG,FDS,PKG,ATO,NDSN,CBOE,CHRW,IRM,JKHY,WSM,SNA,TTC,LNC,WTRG,RPM,WLK,AGPXX,MMP,MORN,LAD,AFG,SMG,HUBB,CSL,RHI,GL,UGI,CMA,CUBE,RS,AOS,AIZ,SCI,HRC,FRT,CHDN,ERIE,RRX,PEP.,CHV.,4I1.,DUT.,A4S.,AWC.,ALS.,PG4.,FRTEUR,FISI,FLIC,ORI,SEIC,CBSH,MA,CSCO,INTU,AMGN,GS,ANTM,AON,HUM,APH,MSI,LYB,PEG,TSN,DGX,XYL,FNF,NI,SUM
01/05/2022,3.83,2.9,2.79,2.24,2.5,2.93,2.69,2.46,1.42,1.61,1.48,1.35,1.59,2.06,1.54,1.09,0.0,1.32,0.0,1.2,1.63,1.7,1.08,1.56,1.24,0.86,1.27,0.0,0.97,0.89,0.86,1.01,1.14,1.08,0.85,0.86,0.8,0.74,0.69,0.69,0.64,0.61,0.71,0.63,0.54,0.64,0.52,0.53,0.5,0.51,0.52,0.32,0.49,0.57,0.54,0.44,0.52,0.48,0.45,0.0,0.45,0.42,0.59,0.43,0.42,0.43,0.38,0.34,0.3,0.36,0.32,0.41,0.28,0.3,0.26,0.33,0.3,0.3,0.31,0.28,0.28,0.26,0.29,0.25,0.3,0.25,0.0,0.31,0.25,0.24,0.27,0.24,0.24,0.23,0.21,0.27,0.19,0.2,0.24,0.19,0.25,0.18,0.19,0.23,0.24,0.0,0.22,0.0,0.19,0.21,0.21,0.19,0.2,0.16,0.21,0.22,0.19,0.16,0.18,0.25,0.16,0.19,0.17,0.11,0.17,0.14,0.19,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.17,0.14,0.16,0.14,0.14,0.16,0.17,0.13,0.13,0.11,0.14,0.12,0.15,0.13,0.1,0.12,0.13,0.11,0.11,0.0,0.11,0.09,0.12,0.1,0.1,0.12,0.12,0.1,0.1,0.09,0.1,0.09,0.1,0.09,0.09,0.07,0.09,0.11,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.06,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.08,0.06,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,1.49,1.4,0.92,0.45,0.21,0.21,0.21,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.35
01/06/2022,3.81,2.97,2.8,2.3,2.5,2.94,2.65,2.45,1.44,1.67,1.49,1.37,1.59,1.97,1.53,1.13,0.0,1.31,0.0,1.21,1.6,1.7,1.09,1.56,1.25,0.89,1.3,0.0,0.97,0.88,0.85,0.99,1.12,1.07,0.85,0.86,0.81,0.76,0.69,0.7,0.64,0.61,0.69,0.63,0.55,0.64,0.53,0.55,0.49,0.5,0.51,0.33,0.5,0.55,0.52,0.45,0.51,0.48,0.44,0.0,0.45,0.41,0.59,0.42,0.41,0.42,0.38,0.34,0.31,0.36,0.31,0.41,0.27,0.3,0.26,0.33,0.29,0.3,0.31,0.28,0.29,0.26,0.27,0.25,0.3,0.26,0.0,0.3,0.25,0.24,0.27,0.24,0.24,0.23,0.22,0.27,0.2,0.2,0.24,0.19,0.25,0.18,0.2,0.22,0.24,0.0,0.21,0.0,0.19,0.21,0.21,0.19,0.2,0.16,0.21,0.21,0.19,0.17,0.18,0.25,0.17,0.19,0.17,0.11,0.16,0.14,0.18,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.17,0.14,0.15,0.14,0.14,0.16,0.17,0.14,0.13,0.11,0.13,0.12,0.15,0.13,0.09,0.12,0.13,0.11,0.11,0.0,0.11,0.09,0.12,0.1,0.1,0.12,0.12,0.1,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.09,0.06,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.07,0.07,0.06,0.07,0.0,0.07,0.0,0.0,0.0,0.0,0.07,1.49,1.43,0.93,0.44,0.21,0.21,0.21,0.12,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.39
01/07/2022,3.73,3.06,2.78,2.29,2.44,2.85,2.66,2.44,1.41,1.72,1.5,1.39,1.61,1.89,1.48,1.13,0.0,1.31,0.0,1.2,1.58,1.7,1.09,1.54,1.24,0.88,1.29,0.0,0.98,0.89,0.85,1.0,1.1,1.08,0.83,0.86,0.83,0.76,0.69,0.73,0.64,0.62,0.68,0.65,0.56,0.64,0.54,0.56,0.49,0.5,0.52,0.32,0.51,0.54,0.52,0.44,0.52,0.48,0.44,0.0,0.45,0.41,0.58,0.42,0.41,0.42,0.39,0.35,0.31,0.37,0.31,0.4,0.27,0.3,0.26,0.33,0.29,0.31,0.3,0.28,0.29,0.27,0.27,0.25,0.3,0.27,0.0,0.3,0.26,0.24,0.28,0.24,0.25,0.23,0.22,0.27,0.2,0.2,0.24,0.19,0.25,0.18,0.2,0.22,0.23,0.0,0.21,0.0,0.19,0.22,0.21,0.19,0.21,0.16,0.21,0.2,0.2,0.16,0.18,0.25,0.17,0.19,0.17,0.12,0.17,0.14,0.18,0.13,0.15,0.16,0.14,0.16,0.14,0.14,0.17,0.14,0.15,0.15,0.14,0.16,0.18,0.14,0.13,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.14,0.11,0.12,0.0,0.11,0.09,0.12,0.11,0.1,0.12,0.12,0.1,0.09,0.09,0.1,0.09,0.09,0.09,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.09,0.08,0.08,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.06,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.06,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,1.48,1.45,0.93,0.44,0.22,0.2,0.21,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.31
01/10/2022,3.59,3.05,2.82,2.29,2.49,2.76,2.64,2.46,1.43,1.8,1.47,1.41,1.63,1.92,1.49,1.16,0.0,1.28,0.0,1.24,1.49,1.63,1.08,1.51,1.26,0.88,1.3,0.0,0.98,0.9,0.85,1.02,1.05,1.08,0.81,0.85,0.84,0.76,0.69,0.75,0.64,0.62,0.68,0.64,0.56,0.63,0.56,0.58,0.5,0.51,0.52,0.31,0.53,0.54,0.52,0.44,0.53,0.48,0.45,0.0,0.45,0.41,0.58,0.42,0.41,0.42,0.39,0.36,0.32,0.37,0.31,0.41,0.27,0.3,0.27,0.33,0.29,0.32,0.28,0.28,0.28,0.27,0.26,0.25,0.3,0.27,0.0,0.29,0.26,0.25,0.28,0.23,0.25,0.23,0.22,0.27,0.21,0.2,0.24,0.2,0.24,0.18,0.2,0.22,0.23,0.0,0.21,0.0,0.19,0.23,0.22,0.19,0.21,0.16,0.2,0.19,0.21,0.17,0.18,0.25,0.17,0.19,0.17,0.12,0.16,0.13,0.18,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.16,0.15,0.14,0.16,0.17,0.15,0.13,0.12,0.13,0.13,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.0,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.07,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.07,0.06,0.09,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,1.5,1.48,0.94,0.44,0.22,0.2,0.22,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.29
01/11/2022,3.6,3.08,2.86,2.26,2.52,2.7,2.57,2.46,1.42,1.82,1.49,1.42,1.63,1.95,1.5,1.17,1.5,1.25,1.5,1.27,1.46,1.59,1.03,1.48,1.24,0.88,1.26,0.96,0.99,0.93,0.87,1.02,1.06,1.06,0.79,0.85,0.84,0.75,0.69,0.76,0.65,0.62,0.67,0.62,0.57,0.63,0.56,0.59,0.5,0.5,0.52,0.31,0.54,0.53,0.52,0.45,0.54,0.48,0.44,0.43,0.45,0.41,0.57,0.42,0.41,0.42,0.4,0.36,0.32,0.37,0.3,0.4,0.27,0.3,0.27,0.32,0.28,0.32,0.29,0.29,0.29,0.28,0.26,0.25,0.28,0.27,0.23,0.29,0.26,0.26,0.28,0.23,0.26,0.23,0.23,0.26,0.21,0.2,0.24,0.19,0.24,0.18,0.21,0.22,0.24,0.2,0.21,0.22,0.19,0.23,0.22,0.19,0.2,0.16,0.2,0.18,0.21,0.17,0.18,0.25,0.17,0.19,0.17,0.12,0.16,0.13,0.17,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.16,0.16,0.14,0.16,0.17,0.15,0.12,0.12,0.12,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.07,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.08,0.08,0.07,0.08,0.1,0.06,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.16
01/12/2022,3.6,3.08,2.86,2.26,2.52,2.7,2.57,2.46,1.42,1.82,1.49,1.42,1.63,1.95,1.5,1.17,1.5,1.25,1.5,1.27,1.46,1.59,1.03,1.48,1.24,0.88,1.26,0.96,0.99,0.93,0.87,1.02,1.06,1.06,0.79,0.85,0.84,0.75,0.69,0.76,0.65,0.62,0.67,0.62,0.57,0.63,0.56,0.59,0.5,0.5,0.52,0.31,0.54,0.53,0.52,0.45,0.54,0.48,0.44,0.43,0.45,0.41,0.57,0.42,0.41,0.42,0.4,0.36,0.32,0.37,0.3,0.4,0.27,0.3,0.27,0.32,0.28,0.32,0.29,0.29,0.29,0.28,0.26,0.25,0.28,0.27,0.23,0.29,0.26,0.26,0.28,0.23,0.26,0.23,0.23,0.26,0.21,0.2,0.24,0.19,0.24,0.18,0.21,0.22,0.24,0.2,0.21,0.22,0.19,0.23,0.22,0.19,0.2,0.16,0.2,0.18,0.21,0.17,0.18,0.25,0.17,0.19,0.17,0.12,0.16,0.13,0.17,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.14,0.16,0.16,0.14,0.16,0.17,0.15,0.12,0.12,0.12,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.1,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.07,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.08,0.08,0.07,0.08,0.1,0.06,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.16
01/13/2022,3.61,3.1,2.85,2.22,2.53,2.74,2.54,2.43,1.44,1.82,1.53,1.42,1.63,1.98,1.5,1.18,1.51,1.2,1.51,1.3,1.48,1.6,1.06,1.44,1.24,0.89,1.26,0.98,0.97,0.92,0.91,1.01,1.04,1.05,0.78,0.83,0.84,0.76,0.68,0.75,0.64,0.63,0.66,0.62,0.58,0.61,0.57,0.59,0.5,0.5,0.51,0.31,0.55,0.53,0.52,0.46,0.54,0.48,0.44,0.42,0.45,0.41,0.57,0.42,0.41,0.42,0.4,0.36,0.32,0.37,0.3,0.4,0.27,0.3,0.27,0.32,0.28,0.32,0.28,0.29,0.29,0.28,0.26,0.25,0.29,0.27,0.22,0.29,0.25,0.25,0.28,0.22,0.26,0.24,0.23,0.26,0.21,0.2,0.25,0.19,0.24,0.17,0.21,0.22,0.24,0.19,0.21,0.22,0.19,0.23,0.23,0.19,0.2,0.16,0.2,0.18,0.21,0.17,0.18,0.25,0.17,0.19,0.18,0.12,0.16,0.13,0.17,0.14,0.15,0.16,0.15,0.16,0.14,0.14,0.16,0.13,0.16,0.15,0.14,0.16,0.17,0.15,0.12,0.12,0.12,0.12,0.14,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.09,0.09,0.07,0.08,0.1,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.06,0.08,0.08,0.07,0.08,0.12,0.06,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.0,0.0,0.08,0.07,0.06,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.17
01/14/2022,3.61,3.09,2.82,2.24,2.51,2.76,2.52,2.4,1.46,1.89,1.51,1.41,1.63,1.99,1.5,1.17,0.0,1.2,0.0,1.29,1.48,1.6,1.06,1.44,1.23,0.91,1.29,0.0,0.96,0.93,0.91,0.99,1.04,1.05,0.76,0.84,0.85,0.74,0.68,0.74,0.64,0.63,0.66,0.63,0.57,0.62,0.57,0.59,0.5,0.5,0.5,0.32,0.55,0.53,0.52,0.46,0.54,0.48,0.44,0.0,0.45,0.41,0.58,0.42,0.41,0.42,0.4,0.36,0.33,0.37,0.3,0.4,0.27,0.3,0.27,0.33,0.29,0.33,0.28,0.28,0.29,0.27,0.26,0.25,0.29,0.27,0.0,0.29,0.25,0.25,0.28,0.23,0.26,0.23,0.24,0.26,0.21,0.2,0.25,0.19,0.24,0.18,0.21,0.22,0.24,0.0,0.21,0.0,0.19,0.23,0.22,0.19,0.2,0.16,0.2,0.19,0.21,0.17,0.18,0.25,0.17,0.18,0.18,0.12,0.16,0.13,0.18,0.14,0.15,0.15,0.14,0.16,0.14,0.14,0.16,0.13,0.16,0.15,0.14,0.15,0.18,0.15,0.12,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.0,0.11,0.09,0.11,0.11,0.1,0.12,0.11,0.1,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.08,0.12,0.0,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.06,0.0,0.08,0.07,0.06,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,1.51,1.54,0.98,0.43,0.23,0.19,0.22,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26999999999998
01/17/2022,3.51,3.12,2.79,2.26,2.55,2.76,2.54,2.41,1.47,1.88,1.51,1.41,1.65,1.96,1.44,1.2,1.51,1.2,0.0,1.29,1.43,1.55,1.07,1.44,1.23,0.92,1.29,1.0,0.96,0.95,0.9,1.0,1.05,1.06,0.75,0.83,0.86,0.76,0.68,0.77,0.65,0.63,0.66,0.63,0.58,0.61,0.59,0.6,0.5,0.5,0.51,0.31,0.56,0.52,0.52,0.47,0.53,0.49,0.44,0.42,0.45,0.41,0.57,0.41,0.4,0.43,0.4,0.36,0.33,0.37,0.3,0.4,0.25,0.3,0.27,0.33,0.28,0.33,0.28,0.29,0.29,0.27,0.26,0.25,0.29,0.28,0.22,0.29,0.26,0.25,0.28,0.23,0.26,0.23,0.24,0.26,0.21,0.2,0.25,0.2,0.24,0.18,0.21,0.22,0.24,0.19,0.21,0.23,0.19,0.24,0.23,0.19,0.2,0.16,0.2,0.18,0.21,0.17,0.18,0.25,0.17,0.19,0.18,0.12,0.16,0.13,0.17,0.14,0.15,0.15,0.15,0.16,0.14,0.14,0.17,0.13,0.16,0.16,0.14,0.16,0.17,0.16,0.12,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.14,0.11,0.12,0.13,0.11,0.09,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.09,0.09,0.1,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.07,0.08,0.0,0.07,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.32
01/18/2022,3.59,2.94,2.79,2.26,2.55,2.78,2.45,2.44,1.49,1.92,1.51,1.41,1.67,1.95,1.43,1.22,1.53,1.2,0.0,1.3,1.4,1.55,1.09,1.4,1.22,0.92,1.33,1.01,0.95,0.94,0.91,1.0,1.03,1.03,0.74,0.81,0.87,0.76,0.67,0.78,0.65,0.65,0.66,0.63,0.59,0.61,0.59,0.59,0.5,0.51,0.51,0.32,0.57,0.51,0.51,0.47,0.53,0.48,0.44,0.41,0.46,0.41,0.58,0.41,0.39,0.43,0.4,0.37,0.33,0.37,0.3,0.42,0.25,0.3,0.28,0.33,0.27,0.33,0.28,0.29,0.3,0.28,0.26,0.25,0.29,0.28,0.22,0.28,0.26,0.25,0.28,0.23,0.27,0.23,0.24,0.26,0.21,0.2,0.25,0.2,0.24,0.18,0.22,0.21,0.25,0.19,0.21,0.23,0.19,0.24,0.23,0.19,0.2,0.16,0.21,0.18,0.22,0.17,0.18,0.25,0.18,0.19,0.18,0.12,0.16,0.13,0.17,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.16,0.14,0.16,0.17,0.16,0.12,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.09,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.0,0.07,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.34
01/19/2022,3.59,2.94,2.79,2.26,2.55,2.78,2.45,2.44,1.49,1.92,1.51,1.41,1.67,1.95,1.43,1.22,1.53,1.2,0.0,1.3,1.4,1.55,1.09,1.4,1.22,0.92,1.33,1.01,0.95,0.94,0.91,1.0,1.03,1.03,0.74,0.81,0.87,0.76,0.67,0.78,0.65,0.65,0.66,0.63,0.59,0.61,0.59,0.59,0.5,0.51,0.51,0.32,0.57,0.51,0.51,0.47,0.53,0.48,0.44,0.41,0.46,0.41,0.58,0.41,0.39,0.43,0.4,0.37,0.33,0.37,0.3,0.42,0.25,0.3,0.28,0.33,0.27,0.33,0.28,0.29,0.3,0.28,0.26,0.25,0.29,0.28,0.22,0.28,0.26,0.25,0.28,0.23,0.27,0.23,0.24,0.26,0.21,0.2,0.25,0.2,0.24,0.18,0.22,0.21,0.25,0.19,0.21,0.23,0.19,0.24,0.23,0.19,0.2,0.16,0.21,0.18,0.22,0.17,0.18,0.25,0.18,0.19,0.18,0.12,0.16,0.13,0.17,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.16,0.14,0.16,0.17,0.16,0.12,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.09,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.0,0.07,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.34
01/20/2022,3.59,2.94,2.79,2.26,2.55,2.78,2.45,2.44,1.49,1.92,1.51,1.41,1.67,1.95,1.43,1.22,1.53,1.2,0.0,1.3,1.4,1.55,1.09,1.4,1.22,0.92,1.33,1.01,0.95,0.94,0.91,1.0,1.03,1.03,0.74,0.81,0.87,0.76,0.67,0.78,0.65,0.65,0.66,0.63,0.59,0.61,0.59,0.59,0.5,0.51,0.51,0.32,0.57,0.51,0.51,0.47,0.53,0.48,0.44,0.41,0.46,0.41,0.58,0.41,0.39,0.43,0.4,0.37,0.33,0.37,0.3,0.42,0.25,0.3,0.28,0.33,0.27,0.33,0.28,0.29,0.3,0.28,0.26,0.25,0.29,0.28,0.22,0.28,0.26,0.25,0.28,0.23,0.27,0.23,0.24,0.26,0.21,0.2,0.25,0.2,0.24,0.18,0.22,0.21,0.25,0.19,0.21,0.23,0.19,0.24,0.23,0.19,0.2,0.16,0.21,0.18,0.22,0.17,0.18,0.25,0.18,0.19,0.18,0.12,0.16,0.13,0.17,0.14,0.15,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.16,0.14,0.16,0.17,0.16,0.12,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.09,0.11,0.11,0.11,0.12,0.11,0.1,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.0,0.07,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.07,0.0,0.0,0.07,0.0,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.34
01/21/2022,3.55,2.86,2.81,2.3,2.54,2.77,2.45,2.42,1.46,1.98,1.5,1.43,1.68,1.94,1.43,1.24,1.54,1.2,0.0,1.32,1.4,1.52,1.07,1.38,1.23,0.92,1.28,1.01,0.96,0.94,0.92,0.98,1.02,1.02,0.73,0.81,0.87,0.76,0.67,0.79,0.66,0.66,0.65,0.63,0.59,0.61,0.59,0.58,0.5,0.51,0.5,0.41,0.57,0.51,0.51,0.47,0.54,0.49,0.45,0.41,0.46,0.41,0.57,0.41,0.39,0.42,0.41,0.37,0.34,0.38,0.3,0.4,0.25,0.3,0.29,0.33,0.27,0.33,0.28,0.29,0.3,0.28,0.26,0.25,0.28,0.28,0.23,0.28,0.26,0.26,0.28,0.23,0.27,0.24,0.23,0.26,0.22,0.2,0.25,0.2,0.24,0.18,0.22,0.21,0.25,0.19,0.21,0.23,0.19,0.24,0.23,0.19,0.19,0.16,0.21,0.18,0.22,0.17,0.18,0.25,0.18,0.19,0.18,0.12,0.17,0.13,0.17,0.14,0.16,0.15,0.15,0.16,0.14,0.15,0.16,0.13,0.16,0.16,0.14,0.16,0.17,0.16,0.12,0.12,0.13,0.12,0.15,0.14,0.09,0.12,0.13,0.11,0.12,0.13,0.11,0.09,0.12,0.11,0.11,0.12,0.12,0.09,0.1,0.1,0.09,0.08,0.09,0.1,0.09,0.07,0.08,0.11,0.08,0.09,0.09,0.08,0.09,0.08,0.08,0.07,0.07,0.07,0.08,0.08,0.08,0.09,0.0,0.07,0.08,0.0,0.07,0.0,0.07,0.08,0.08,0.07,0.0,0.08,0.07,0.07,0.07,0.0,0.07,0.0,0.06,0.0,0.0,0.07,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.37
