,E-mini S&P 500 Future Sept 21,BND,iShares Core US Aggregate Bond ETF,Us Dollar Future,Spx Us 12/16/22 P4125,Us Dollars,Micro E-mini S&P 500 Index Future Sept 21,S&P Emini 3Rd Wk Aug21c,S&P Emini 3rd Wk Jul21C,SUM
07/09/2021,49.87,18.96,18.84,5.71,3.85,3.28,0.28,-0.16,-0.63,100.0
