,TREASURY NOTE,TREASURY NOTE.1,TREASURY NOTE.2,TREASURY NOTE.3,USD CASH,TREASURY NOTE.4,B 0 07/08/21,BLK CSH FND TREASURY SL AGENCY,B 0 07/13/21,B 0 12/30/21,T 1.125 08/31/21,T 2.75 08/15/21,T 2.125 08/15/21,T 2.625 07/15/21,XTSLA,T 1.75 07/31/21,United States Treasury Notes 2.88%,1117.HK,United States Treasury Notes 1.13%,United States Treasury Notes 2.13%,BlackRock Cash Funds Treasury SL Agency,B 0 08/26/21,T 2 08/31/21,CMBR 0 12.16.21,B 0 11.09.21,T 2 12.31.21,B 0 12.07.21,B 0 11.02.21,CMB 0 11.01.21,B 0 11.04.21,B 0 11.30.21,T 1.75 11.30.21,T 2.5 01.15.22,B 0 11.12.21,CMB 0 12.28.21,B 0 10.26.21,B 0 11.16.21,T 2 10.31.21,B 0 10.19.21,T 8 11.15.21,T 2.875 10.15.21,T 2.875 11.15.21,T 2 11.15.21,T 1.5 10.31.21,T 1.5 11.30.21,T 1.25 10.31.21,B 0 12.30.21,T 1.875 11.30.21,n/a,SUM
07/09/2021,35.76,23.65,18.43,15.13,3.49,1.75,1.49,0.28,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/14/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,35.89,23.57,18.42,15.05,5.29,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,23.65,0.0,15.13,0.0,1.75,0.0,0.04,35.76,18.43,5.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
07/26/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.76,23.65,18.43,0.0,1.03,1.75,0.0,0.02,0.0,0.0,0.0,16.66,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
07/27/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.83,23.52,18.38,0.0,1.06,1.75,0.0,0.0,0.0,0.0,0.0,16.77,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
07/28/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.76,23.65,18.43,0.0,1.05,1.75,0.0,0.0,0.0,0.0,0.0,16.66,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/15/2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.71,12.74,9.27,9.05,7.97,7.23,6.45,6.19,5.98,4.57,4.36,4.13,2.01,1.13,0.32,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.75,99.99000000000001
