,NESN.SW,ASML.AS,ROG.SW,NOVN.SW,MC.PA,AZN.L,ULVR.L,SAP.DE,Linde plc,NOVOB.CO,HSBA.L,TTE.PA,SAN.PA,SIE.DE,DGE.L,OR.PA,ALV.DE,GSK.L,SU.PA,RIO.L,BP.L,RDSA.AS,BATS.L,AI.PA,AIR.PA,IBE.MC,ENEL.MI,DAI.DE,BAS.DE,BNP.PA,ADYEN.AS,Royal Dutch Shell Plc Class B,ADS.DE,DTE.DE,DPW.DE,RKT.L,SAN.MC,DG.PA,KER.PA,Compagnie Financiere Richemont SA,BHP.L,ABBN.SW,ABI.BR,ZURN.SW,BAYN.DE,REL.L,LONN.SW,EL.PA,SAF.PA,UBSG.SW,CS.PA,IFX.DE,RMS.PA,AAL.L,INGA.AS,ISP.MI,PRU.L,DSV.CO,VOD.L,GLEN.L,BN.PA,NG.L,LLOY.L,RI.PA,SIKA.SW,VOW3.DE,PHIA.AS,INVE B.ST,BBVA.MC,PRX.AS,VWS.CO,ERIC B.ST,NDA SE.ST,ATCO A.ST,CRH Plc,ITX.MC,CPG.L,VOLV B.ST,EXPN.L,MUV2.DE,BARC.L,GIVN.SW,CLNX.MC,VNA.DE,SGO.PA,Dassault Systemes SA,LSEG.L,ALC.SW,PGHN.SW,AHT.L,DB1.DE,HOLN.SW,DSM.AS,CAP.PA,FERG.L,BMW.DE,KNEBV.HE,Flutter Entertainment Plc,AMS.MC,AD.AS,ENI.MI,ASSA B.ST,EVO.ST,HEXA B.ST,NOKIA.HE,LR.PA,HEIA.AS,ORSTED.CO,GEBN.SW,SAND.ST,GMAB.CO,WKL.AS,ML.PA,DHER.DE,NESTE.HE,UCG.MI,DBK.DE,SREN.SW,VIV.PA,G.MI,ENGI.PA,MRK.DE,GLE.PA,RWE.DE,RACE.MI,TSCO.L,EQT.ST,EOAN.DE,CSGN.SW,STMicroelectronics NV,TEF.MC,TEP.PA,SAMPO.HE,BA.L,AKZA.AS,BT.A.L,ORA.PA,WLN.PA,EQNR.OL,AV.L,KRZ.IR,SSE.L,ZAL.DE,STLA.MI,LGEN.L,LOGN.SW,MT.AS,FRE.DE,SEB A.ST,SOON.SW,UPM.HE,DWNI.DE,ESSITY B.ST,Atlas Copco AB Class B,IMB.L,COLO B.CO,Stellantis N.V.,KNIN.SW,SN.L,DNB.OL,KBC.BR,SGSN.SW,CARL B.CO,SGRO.L,HEN3.DE,STMN.SW,ACA.PA,MAERSK B.CO,HMB.ST,HFG.DE,SHB A.ST,SHL.DE,SWED A.ST,SY1.DE,OCDO.L,VIE.PA,REP.MC,WPP.L,III.L,CNHI.MI,STAN.L,ARGX.BR,PAH3.DE,EDP.LS,FME.DE,FER.MC,NZYM B.CO,ASM.AS,SLHN.SW,KRX.IR,CON.DE,ENT.L,NWG.L,ENR.DE,NN.AS,NIBE B.ST,PUB.PA,MONC.MI,ERF.PA,Investor AB Class A,DSY.PA,Euro,CRDA.L,EPI A.ST,BNR.DE,SPX.L,HLMA.L,SCMN.SW,SUM
07/09/2021,2.74,2.19,2.05,1.72,1.57,1.2,1.19,1.18,1.14,1.07,0.91,0.9,0.89,0.89,0.86,0.82,0.79,0.76,0.69,0.66,0.66,0.63,0.63,0.63,0.58,0.56,0.56,0.55,0.55,0.54,0.53,0.53,0.53,0.52,0.52,0.5,0.49,0.49,0.48,0.48,0.47,0.46,0.45,0.45,0.45,0.42,0.41,0.41,0.4,0.4,0.4,0.39,0.39,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.34,0.33,0.33,0.32,0.32,0.31,0.3,0.3,0.3,0.3,0.3,0.3,0.29,0.29,0.29,0.29,0.29,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.24,0.24,0.24,0.23,0.23,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.93
07/12/2021,2.79,2.17,2.09,1.74,1.54,1.19,1.19,1.22,1.14,1.1,0.9,0.89,0.89,0.89,0.85,0.81,0.78,0.76,0.69,0.67,0.66,0.64,0.62,0.63,0.58,0.54,0.56,0.54,0.55,0.52,0.53,0.53,0.53,0.52,0.52,0.5,0.48,0.49,0.47,0.48,0.48,0.48,0.45,0.45,0.45,0.42,0.42,0.41,0.4,0.39,0.4,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.35,0.35,0.35,0.34,0.34,0.35,0.33,0.32,0.33,0.31,0.31,0.3,0.31,0.3,0.31,0.3,0.29,0.28,0.3,0.3,0.29,0.28,0.29,0.28,0.28,0.27,0.0,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.11,0.28,0.12,0.11,0.11,0.11,0.0,0.0,0.0,70.82
07/13/2021,2.79,2.17,2.09,1.74,1.54,1.19,1.19,1.22,1.14,1.1,0.9,0.89,0.89,0.89,0.85,0.81,0.78,0.76,0.69,0.67,0.66,0.64,0.62,0.63,0.58,0.54,0.56,0.54,0.55,0.52,0.53,0.53,0.53,0.52,0.52,0.5,0.48,0.49,0.47,0.48,0.48,0.48,0.45,0.45,0.45,0.42,0.42,0.41,0.4,0.39,0.4,0.39,0.39,0.38,0.38,0.37,0.37,0.37,0.36,0.35,0.35,0.35,0.34,0.34,0.35,0.33,0.32,0.33,0.31,0.31,0.3,0.31,0.3,0.31,0.3,0.29,0.28,0.3,0.3,0.29,0.28,0.29,0.28,0.28,0.27,0.0,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.23,0.23,0.24,0.23,0.23,0.22,0.23,0.22,0.22,0.22,0.22,0.22,0.22,0.21,0.21,0.2,0.21,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.19,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.17,0.17,0.16,0.16,0.17,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.15,0.14,0.15,0.15,0.14,0.15,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.12,0.11,0.28,0.12,0.11,0.11,0.11,0.0,0.0,0.0,70.82
07/15/2021,2.74,2.21,2.06,1.73,1.57,1.2,1.18,1.23,1.15,1.08,0.89,0.88,0.91,0.89,0.84,0.82,0.78,0.76,0.7,0.68,0.65,0.63,0.62,0.63,0.58,0.54,0.56,0.55,0.56,0.53,0.54,0.52,0.54,0.53,0.52,0.5,0.49,0.49,0.48,0.48,0.5,0.47,0.44,0.45,0.44,0.42,0.41,0.42,0.39,0.39,0.4,0.38,0.39,0.39,0.38,0.38,0.38,0.37,0.36,0.36,0.35,0.35,0.35,0.33,0.34,0.36,0.32,0.33,0.31,0.31,0.3,0.3,0.3,0.31,0.3,0.29,0.28,0.3,0.3,0.29,0.29,0.29,0.28,0.28,0.28,0.0,0.27,0.27,0.27,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.22,0.23,0.24,0.23,0.24,0.22,0.23,0.22,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.21,0.19,0.2,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.18,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.15,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.11,0.12,0.12,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.27,0.12,0.11,0.11,0.0,0.0,0.0,0.0,70.97999999999999
07/16/2021,2.75,2.24,2.06,1.73,1.59,1.2,1.19,1.24,1.14,1.08,0.89,0.87,0.9,0.9,0.86,0.82,0.78,0.76,0.7,0.68,0.65,0.62,0.62,0.63,0.58,0.54,0.56,0.55,0.56,0.52,0.54,0.52,0.54,0.53,0.51,0.49,0.48,0.48,0.49,0.48,0.5,0.48,0.44,0.46,0.44,0.43,0.41,0.42,0.39,0.39,0.4,0.38,0.4,0.39,0.37,0.37,0.37,0.37,0.36,0.36,0.35,0.35,0.35,0.34,0.34,0.35,0.32,0.33,0.31,0.31,0.3,0.31,0.3,0.31,0.3,0.29,0.27,0.3,0.31,0.29,0.28,0.29,0.28,0.28,0.28,0.0,0.26,0.27,0.27,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.22,0.22,0.24,0.22,0.24,0.22,0.23,0.24,0.22,0.22,0.21,0.22,0.22,0.22,0.21,0.21,0.21,0.2,0.19,0.19,0.2,0.19,0.2,0.19,0.2,0.19,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.17,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.15,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.12,0.11,0.0,0.12,0.11,0.0,0.0,0.12,0.11,0.28,0.12,0.12,0.11,0.11,0.0,0.0,0.0,70.99
07/19/2021,2.75,2.27,2.07,1.72,1.58,1.16,1.19,1.23,1.16,1.1,0.9,0.87,0.9,0.88,0.86,0.83,0.78,0.75,0.7,0.7,0.63,0.62,0.63,0.64,0.58,0.54,0.56,0.55,0.56,0.53,0.55,0.51,0.53,0.53,0.52,0.49,0.49,0.47,0.49,0.49,0.5,0.48,0.44,0.45,0.45,0.43,0.41,0.41,0.39,0.4,0.4,0.38,0.4,0.4,0.38,0.37,0.38,0.38,0.35,0.37,0.34,0.35,0.35,0.34,0.35,0.35,0.32,0.34,0.31,0.32,0.28,0.31,0.31,0.31,0.3,0.28,0.27,0.3,0.31,0.29,0.29,0.29,0.28,0.28,0.28,0.0,0.26,0.26,0.27,0.27,0.25,0.25,0.26,0.25,0.25,0.25,0.25,0.22,0.22,0.24,0.22,0.24,0.21,0.23,0.24,0.22,0.22,0.21,0.22,0.22,0.22,0.22,0.21,0.21,0.21,0.19,0.19,0.2,0.19,0.19,0.19,0.2,0.19,0.19,0.19,0.19,0.2,0.2,0.18,0.19,0.18,0.19,0.18,0.18,0.18,0.17,0.18,0.17,0.16,0.16,0.17,0.17,0.16,0.16,0.17,0.16,0.17,0.17,0.16,0.16,0.16,0.16,0.15,0.16,0.16,0.15,0.14,0.15,0.14,0.14,0.15,0.15,0.14,0.15,0.14,0.15,0.14,0.13,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.0,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.12,0.12,0.28,0.12,0.12,0.11,0.12,0.0,0.0,0.0,71.16
08/03/2021,2.69,2.39,2.01,1.69,1.61,1.33,1.12,1.17,1.16,1.13,0.87,0.87,0.88,0.88,0.86,0.84,0.77,0.74,0.7,0.7,0.62,0.63,0.61,0.61,0.6,0.54,0.55,0.57,0.54,0.53,0.58,0.53,0.51,0.51,0.51,0.43,0.48,0.47,0.49,0.5,0.52,0.48,0.41,0.45,0.44,0.43,0.42,0.41,0.38,0.43,0.4,0.38,0.4,0.44,0.38,0.38,0.37,0.36,0.35,0.37,0.35,0.34,0.34,0.34,0.35,0.34,0.31,0.34,0.32,0.3,0.28,0.26,0.32,0.33,0.3,0.28,0.29,0.28,0.32,0.28,0.29,0.29,0.28,0.27,0.28,0.0,0.24,0.27,0.29,0.26,0.24,0.25,0.26,0.27,0.24,0.24,0.25,0.22,0.23,0.24,0.22,0.24,0.24,0.24,0.25,0.22,0.21,0.21,0.23,0.22,0.22,0.23,0.21,0.21,0.2,0.2,0.2,0.2,0.19,0.19,0.19,0.2,0.19,0.18,0.19,0.19,0.23,0.2,0.18,0.2,0.18,0.19,0.18,0.19,0.17,0.16,0.17,0.17,0.16,0.16,0.18,0.16,0.15,0.16,0.16,0.14,0.19,0.17,0.16,0.16,0.16,0.16,0.15,0.17,0.15,0.16,0.14,0.14,0.13,0.14,0.15,0.15,0.14,0.15,0.14,0.16,0.14,0.12,0.12,0.12,0.13,0.14,0.14,0.13,0.12,0.13,0.12,0.12,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.0,0.12,0.0,0.12,0.12,0.0,0.11,0.0,0.12,0.29,0.0,0.12,0.0,0.11,0.11,0.11,0.11,71.07
